Weights,ESSClassic,StdIW,EpRewMean,ReturnStepMax,VarianceInit,MeanIW,TimestepsSoFar,EpisodesSoFar,MinIW,InitialReturnMax,TimeElapsed,InitialReturnMin,Iteration,ReturnStepMaxmin,MeanEntropy,StdIWNorm,OptimizationReturnMean,OptimizationReturnMin,OptimizationReturnMax,MaxIWNorm,ESSRenyi,EmpiricalD2,MinIWNorm,MaxIW,ReturnMeanIW,Bound,InitialReturnMean,EpThisIter,MeanIWNorm,J_sample_variance,InitialBound,LearnableVariance,EpLenMean,InitialReturnStd
[-1.585  2.175 -2.551 -2.007 -2.796],48.35749,0.18971817,1475.8817054478727,10.0,-1,1.0294061,5644065,42300,0.6461921,2419.7258,5333.37584233284,579.54663,846,10.0,-1.3727453,0.0037943635,896.3351,,1840.1792,0.028636651,48.60795,1.0286384,0.012923841,1.4318326,1519.8162,1094.7484,1475.8816,50,0.020588122,509744.94,1056.773,True,148.62,318.18692
[-1.587  2.175 -2.553 -2.007 -2.792],43.224266,0.4167459,1489.0618892228977,10.0,-1,1.0525838,5651562,42350,0.21661094,2789.8271,5340.293082237244,579.46454,847,10.0,-1.3745785,0.008334917,909.5973,,2210.3625,0.03934096,42.06693,1.1885822,0.004332219,1.9670482,1581.9221,1055.114,1489.0619,50,0.021051677,869589.4,1005.84955,True,149.94,407.56018
[-1.589  2.175 -2.554 -2.007 -2.794],49.061146,0.14105842,1403.6378493874456,10.0,-1,1.0196918,5658632,42400,0.7864951,2379.8647,5346.094527721405,779.38525,848,10.0,-1.374997,0.0028211682,624.2526,,1600.4795,0.031473707,48.645924,1.0278354,0.015729902,1.5736854,1425.6863,1007.78406,1403.6378,50,0.020393837,734312.94,991.4333,True,141.4,297.2624
[-1.589  2.174 -2.556 -2.009 -2.794],26.290289,1.126234,1521.5023613427757,10.0,-1,1.1859412,5666291,42450,0.19609591,2499.7888,5351.989807844162,579.48364,849,10.0,-1.3741013,0.02252468,942.01874,,1920.3052,0.114624,28.702515,1.7420076,0.003921918,5.7312,1749.1279,1177.6638,1521.5023,50,0.023718825,1689776.2,1088.5262,True,153.18,395.8766
[-1.593  2.175 -2.554 -2.002 -2.793],1.2906866,80.472275,1545.4824680228257,10.0,-1,13.099378,5674070,42500,0.00093909545,2559.7979,5357.473269462585,1109.2406,850,10.0,-1.3612728,1.6094455,436.24188,,1450.5573,11.492908,0.7467788,66.95423,1.8781908e-05,574.6454,25611.47,21983.57,1545.4825,50,0.26198757,5555369500.0,1102.1124,True,155.58,311.21158
[-1.588  2.178 -2.531 -1.987 -2.78 ],21.761894,1.4759138,1352.2405846504,10.0,-1,1.2956614,5680883,42550,0.12233569,2939.8035,5363.261671066284,89.91246,851,10.0,-1.366345,0.029518276,1262.3281,,2849.891,0.16052671,23.657185,2.1135228,0.0024467136,8.026336,1860.6023,1120.3455,1352.2406,50,0.025913227,4427357.5,843.05164,True,136.26,557.84955
[-1.583  2.174 -2.529 -1.993 -2.785],5.3964963,4.8004985,1356.255934445706,10.0,-1,1.6697743,5687716,42600,0.022241537,2389.8096,5369.311918497086,99.88974,852,10.0,-1.3760868,0.09600996,1256.3662,,2289.92,0.6647806,8.472672,5.9013257,0.00044483072,33.239033,2251.5078,1245.9692,1356.256,50,0.033395484,29786754.0,942.32886,True,136.66,444.1002
[-1.575  2.173 -2.53  -2.002 -2.795],46.22462,0.29900575,1476.704465722028,10.0,-1,1.046252,5695151,42650,0.36171833,2459.8442,5376.26239824295,89.91626,853,10.0,-1.3772081,0.005980115,1386.7883,,2369.928,0.043576106,45.31277,1.1034417,0.007234366,2.1788054,1544.5524,1097.001,1476.7046,50,0.02092504,253052.4,1050.6469,True,148.7,358.35712
[-1.575  2.171 -2.531 -2.005 -2.796],44.185814,0.3882565,1442.2676997602002,10.0,-1,1.0703257,5702414,42700,0.396768,2279.7786,5382.699672937393,199.80902,854,10.0,-1.3786069,0.00776513,1242.4586,,2079.9695,0.041714028,42.271538,1.182829,0.00793536,2.0857015,1551.4495,1121.9978,1442.2677,50,0.021406515,403333.34,1047.3984,True,145.26,310.55917
[-1.572  2.17  -2.53  -2.007 -2.798],6.35242,4.5609355,1484.8821093746894,10.0,-1,1.7399768,5709890,42750,0.086450726,2839.8408,5389.492355823517,769.4376,855,10.0,-1.3857412,0.0912187,715.44446,,2070.4033,0.5457899,9.079422,5.5069585,0.0017290144,27.289495,2495.0024,1340.7241,1484.8822,50,0.034799535,9802990.0,993.0072,True,149.52,335.17783
[-1.579  2.174 -2.529 -1.997 -2.805],1.7949055,16.642052,1575.074515698558,10.0,-1,3.2113025,5717817,42800,0.0036173414,2369.838,5396.435510873795,959.44885,856,10.0,-1.3900908,0.332841,615.6256,,1410.389,2.3813322,2.1209495,23.574348,7.2346826e-05,119.06661,4101.4146,2108.4521,1575.0743,50,0.06422605,20609254.0,1164.6064,True,158.54,368.51605
[-1.583  2.166 -2.532 -2.006 -2.809],9.234903,3.718731,1540.3276545967112,10.0,-1,1.7699733,5725570,42850,0.024379129,2109.8438,5403.746515512466,1149.4265,857,10.0,-1.3433985,0.074374616,390.90118,,960.41724,0.45273018,9.258276,5.4005733,0.00048758255,22.636509,2917.9568,2068.7158,1540.3276,50,0.035399467,10398284.0,1174.892,True,155.06,249.81787
[-1.581  2.171 -2.548 -2.011 -2.762],37.321754,0.6866154,1520.5432731503045,10.0,-1,1.1780535,5733224,42900,0.33774737,2439.8237,5409.643877744675,1189.6241,858,10.0,-1.3462367,0.013732308,330.91913,,1250.1996,0.081207834,34.161755,1.4636251,0.0067549474,4.060392,1764.848,1253.5972,1520.5433,50,0.023561068,2124563.2,1097.9535,True,153.08,263.05557
[-1.577  2.167 -2.547 -2.017 -2.765],1.5555075,28.78515,1558.9148454102424,10.0,-1,5.158012,5741070,42950,0.0009084958,2949.7993,5415.338662147522,989.3446,859,10.0,-1.3488631,0.5757029,569.57025,,1960.4547,4.0954685,0.8290735,60.308285,1.8169916e-05,204.77344,6826.5234,2858.798,1558.9148,50,0.10316023,101209050.0,1047.9946,True,156.92,413.29803
[-1.568  2.173 -2.545 -2.017 -2.768],21.559242,1.491142,1392.9167534538349,10.0,-1,1.2982705,5748086,43000,0.20539379,2069.85,5421.8789694309235,,860,10.0,-1.3506416,0.029822841,1392.9167,,2069.85,0.16178437,26.064653,1.9183067,0.0041078757,8.089218,1762.6398,1266.0948,1392.9167,50,0.02596541,3500424.0,1034.4082,True,140.32,347.04962
[-1.571  2.178 -2.546 -2.01  -2.77 ],49.198116,0.13153125,1446.2990433992723,10.0,-1,1.0302577,5755369,43050,0.78443617,2389.8696,5427.811376333237,189.81976,861,10.0,-1.349795,0.0026306252,1256.4792,,2200.0498,0.027241468,49.25331,1.0151602,0.015688723,1.3620734,1479.0288,1061.9653,1446.299,50,0.020605152,212934.2,1032.3616,True,145.66,409.16843
[-1.573  2.18  -2.552 -2.01  -2.769],49.579506,0.092570156,1431.7074844874796,10.0,-1,1.0051832,5762579,43100,0.82769376,2369.7432,5434.384032487869,99.890175,862,10.0,-1.3546776,0.001851403,1331.8174,,2269.853,0.024642156,49.508797,1.0099216,0.016553875,1.2321079,1454.8076,1042.325,1431.7074,50,0.020103665,277105.72,1021.256,True,144.2,459.47195
[-1.573  2.18  -2.557 -2.011 -2.774],43.59158,0.399553,1431.0603201811784,10.0,-1,1.0420775,5769786,43150,0.34293565,2069.873,5440.248631954193,769.3605,863,10.0,-1.3554236,0.00799106,661.6998,,1300.5126,0.047630094,42.465847,1.1774168,0.006858713,2.3815048,1504.7758,1115.758,1431.0604,50,0.020841548,789574.6,1072.5476,True,144.14,251.43558
[-1.573  2.178 -2.557 -2.014 -2.774],17.43054,1.8258756,1509.5105963696708,10.0,-1,1.3357382,5777385,43200,0.091633454,2189.8882,5446.151146411896,969.3378,864,10.0,-1.3596219,0.036517512,540.1728,,1220.5503,0.20811763,17.046455,2.933161,0.001832669,10.405882,2029.4023,1379.7957,1509.5106,50,0.026714765,2633357.5,1130.2107,True,151.98,295.1915
[-1.568  2.177 -2.563 -2.023 -2.779],20.149456,1.7118695,1506.4747735816784,10.0,-1,1.4064564,5784969,43250,0.076509826,2699.854,5452.942642211914,989.19543,865,10.0,-1.3622935,0.034237392,517.27936,,1710.6586,0.16743836,17.86947,2.7980683,0.0015301965,8.371918,2095.5195,1313.2975,1506.4747,50,0.028129127,3270537.5,1038.8464,True,151.68,339.6092
[-1.572  2.173 -2.562 -2.023 -2.781],44.65286,0.36016566,1512.7321703851358,10.0,-1,1.040797,5792584,43300,0.46304223,2429.8694,5459.293832540512,189.81598,866,10.0,-1.3578331,0.007203313,1322.9163,,2240.0535,0.043084092,43.23741,1.1564059,0.009260844,2.1542046,1614.0594,1161.476,1512.7322,50,0.020815937,562151.94,1091.8663,True,152.3,370.41675
[-1.572  2.171 -2.563 -2.026 -2.777],21.469376,1.3085018,1560.5492947872253,10.0,-1,1.135085,5800438,43350,0.14929754,2409.8452,5466.028749465942,1109.5303,867,10.0,-1.3598663,0.026170036,451.019,,1300.315,0.18834312,30.06058,1.6633079,0.0029859506,9.417156,1770.2275,1231.9131,1560.5493,50,0.0227017,1886780.5,1143.1517,True,157.08,324.54803
[-1.573  2.177 -2.567 -2.023 -2.779],8.062658,4.0994277,1468.5065468071894,10.0,-1,1.797471,5807832,43400,0.024509173,2139.8315,5470.7090430259705,1089.4758,868,10.0,-1.3573469,0.08198855,379.03073,,1050.3557,0.524066,10.784605,4.6362386,0.0004901834,26.2033,2496.0574,1698.0203,1468.5066,50,0.035949416,4773969.5,1097.8767,True,147.88,236.76361
[-1.58   2.182 -2.566 -2.014 -2.776],44.207726,0.39163032,1516.4872987245326,10.0,-1,1.0819333,5815466,43450,0.41373992,2339.8325,5475.992233753204,579.52167,869,10.0,-1.3559572,0.007832605,936.96564,,1760.3108,0.052172277,44.395332,1.1262445,0.008274798,2.608614,1585.9923,1155.8999,1516.4875,50,0.021638663,547051.7,1111.2164,True,152.68,320.35904
[-1.581  2.184 -2.566 -2.01  -2.775],3.470818,12.974753,1459.6889055253184,10.0,-1,3.543662,5822816,43500,0.0010496863,2609.74,5482.415178775787,969.5875,870,10.0,-1.3580991,0.25949508,490.1014,,1640.1525,1.7859575,2.380578,21.003302,2.0993726e-05,89.297874,4413.332,2341.7524,1459.689,50,0.070873246,18135492.0,1007.66876,True,147.0,295.93265
[-1.581  2.175 -2.57  -2.021 -2.777],45.338844,0.34387,1527.1114536175746,10.0,-1,1.0724633,5830503,43550,0.40798855,2839.8376,5489.667775630951,1159.4613,871,10.0,-1.3520517,0.006877401,367.65015,,1680.3763,0.037158635,43.852463,1.1401868,0.008159771,1.8579317,1652.8298,1127.6088,1527.1115,50,0.021449266,1844664.2,1035.2372,True,153.74,368.8467
[-1.583  2.176 -2.567 -2.017 -2.771],20.715233,1.4510814,1394.6735730653083,10.0,-1,1.2204384,5837528,43600,0.122636184,2309.879,5494.968688011169,199.79636,872,10.0,-1.3531022,0.029021628,1194.8771,,2110.0825,0.15129301,22.958633,2.17783,0.0024527237,7.5646505,1714.3369,1123.9159,1394.6735,50,0.024408767,3726664.0,994.5907,True,140.5,283.22638
[-1.588  2.175 -2.572 -2.016 -2.772],25.907476,1.1143363,1455.6858511542555,10.0,-1,1.1555471,5844858,43650,0.124827564,2209.844,5501.245383739471,189.81277,873,10.0,-1.3505414,0.022286726,1265.8732,,2020.0312,0.10333143,25.625998,1.9511436,0.0024965513,5.1665716,1722.0627,1187.416,1455.6858,50,0.023110945,2930574.8,1072.9296,True,146.6,310.30746
[-1.586  2.179 -2.573 -2.015 -2.769],37.118507,0.65476185,1511.5373951513452,10.0,-1,1.1114641,5852467,43700,0.15320966,2739.79,5508.809944629669,1159.1616,874,10.0,-1.3543112,0.013095236,352.3758,,1580.6284,0.05944142,35.65985,1.402137,0.003064193,2.9720712,1746.1836,1184.2654,1511.5374,50,0.022229282,2195476.8,1036.9918,True,152.18,298.75232
[-1.585  2.183 -2.574 -2.014 -2.773],34.575127,0.7371673,1494.5107742696803,10.0,-1,1.1036649,5859991,43750,0.13046843,2449.8447,5516.4140503406525,,875,10.0,-1.3522173,0.014743346,1494.5107,,2449.8447,0.0837289,31.875076,1.5686237,0.0026093684,4.186445,1691.2479,1159.8026,1494.5107,50,0.0220733,2131296.8,1070.185,True,150.48,422.15588
[-1.581  2.18  -2.574 -2.02  -2.771],5.532985,8.463206,1463.9279829641475,10.0,-1,2.985353,5867362,43800,0.012287102,2209.8535,5523.495514631271,779.479,876,10.0,-1.3541139,0.16926412,684.449,,1430.3745,0.9790214,2.1792414,22.943764,0.00024574203,48.95107,4255.1646,2421.768,1463.928,50,0.05970706,38817584.0,1081.17,True,147.42,284.0686
[-1.59   2.177 -2.573 -2.014 -2.773],11.866365,2.20567,1441.7109014283042,10.0,-1,1.2303972,5874622,43850,0.11543526,2299.8728,5530.720175743103,99.90096,877,10.0,-1.3474009,0.044113398,1341.8098,,2199.972,0.2993339,20.687803,2.416883,0.0023087051,14.966696,1787.4055,1168.1182,1441.7109,50,0.024607947,10328708.0,1043.3612,True,145.2,366.03586
[-1.59   2.182 -2.572 -2.008 -2.766],32.36491,0.8093843,1395.6859445498733,10.0,-1,1.0964862,5881652,43900,0.1393478,2579.8706,5537.632578611374,,878,10.0,-1.3539482,0.016187685,1395.6859,,2579.8706,0.11266744,39.85196,1.2546434,0.002786956,5.6333723,1514.2606,1013.7438,1395.6859,50,0.021929724,1330640.6,948.83923,True,140.6,486.3304
[-1.591  2.185 -2.574 -2.005 -2.773],34.933987,0.74566317,1497.0967509382267,10.0,-1,1.1354489,5889189,43950,0.13148914,2739.5608,5545.026597499847,,879,10.0,-1.3550878,0.014913263,1497.0967,,2739.5608,0.066696286,32.883636,1.5205132,0.0026297828,3.3348143,1792.6719,1207.563,1497.0967,50,0.02270898,2438871.2,1022.5908,True,150.74,474.3656
[-1.586  2.185 -2.573 -2.008 -2.774],38.518833,0.5988195,1412.470942906286,10.0,-1,1.0968305,5896303,44000,0.23356672,2669.8408,5550.289994716644,289.7114,880,10.0,-1.3541703,0.011976389,1122.7595,,2380.1294,0.059196185,37.81856,1.3221021,0.0046713343,2.9598093,1566.7329,1035.0184,1412.4708,50,0.021936607,648051.5,950.04083,True,142.28,371.33823
[-1.586  2.182 -2.57  -2.012 -2.773],18.279354,1.949997,1485.4965979743793,10.0,-1,1.4802784,5903782,44050,0.026200823,2329.8743,5556.459543704987,969.2538,881,10.0,-1.3873962,0.038999937,516.2428,,1360.6205,0.19043694,13.007672,3.8438852,0.00052401645,9.521848,2201.1953,1410.0098,1485.4966,50,0.029605566,3054187.0,1081.9506,True,149.58,253.09273
[-1.579  2.183 -2.569 -2.01  -2.806],36.55243,0.7552537,1498.879800528096,10.0,-1,1.2451713,5911328,44100,0.22104427,2519.8743,5564.0503396987915,199.82114,882,10.0,-1.395522,0.015105073,1299.0587,,2320.0532,0.07760608,36.217228,1.3805585,0.0044208854,3.880304,1834.7771,1321.9548,1498.8799,50,0.024903426,813924.5,1062.4248,True,150.92,420.26895
[-1.575  2.178 -2.563 -2.014 -2.814],40.275417,0.5495501,1494.8816924747473,10.0,-1,1.1183864,5918854,44150,0.1691186,2949.7798,5570.445565700531,189.81235,883,10.0,-1.3985732,0.0109910015,1305.0693,,2759.9675,0.049431887,39.00317,1.2819471,0.003382372,2.4715943,1655.6547,1077.1787,1494.8817,50,0.022367725,796320.56,983.9647,True,150.52,480.3701
[-1.58   2.183 -2.565 -2.012 -2.818],46.76602,0.27168873,1488.465525424083,10.0,-1,1.0331628,5926348,44200,0.50909835,2389.8335,5577.369501113892,379.65057,884,10.0,-1.3988694,0.0054337746,1108.815,,2010.1829,0.0398745,47.292583,1.0572482,0.010181967,1.9937252,1535.0842,1109.4694,1488.4656,50,0.020663256,342827.34,1074.5342,True,149.88,337.72632
[-1.578  2.179 -2.56  -2.011 -2.818],34.889584,0.7718451,1477.5063113586255,10.0,-1,1.172843,5933787,44250,0.12419591,2359.8474,5584.376671791077,189.83482,885,10.0,-1.4011794,0.015436903,1287.6715,,2170.0127,0.06330209,31.348904,1.5949521,0.002483918,3.1651049,1766.6735,1250.4729,1477.5063,50,0.02345686,1653979.2,1068.7688,True,148.78,341.00092
[-1.581  2.177 -2.561 -2.01  -2.82 ],43.151546,0.4290652,1531.4936295107702,10.0,-1,1.0770236,5941496,44300,0.45844263,2479.815,5589.283076047897,1149.2421,886,10.0,-1.389282,0.008581303,382.25156,,1330.5729,0.050946888,44.28072,1.1291596,0.009168852,2.5473444,1687.687,1231.2744,1531.4937,50,0.021540472,1782986.1,1101.977,True,154.18,296.291
[-1.581  2.178 -2.56  -2.008 -2.808],43.22128,0.41522717,1489.0954998728325,10.0,-1,1.0484817,5948993,44350,0.473621,2419.8376,5596.062030553818,,887,10.0,-1.3883812,0.008304544,1489.0956,,2419.8376,0.043275684,42.082943,1.1881298,0.00947242,2.1637843,1589.9183,1133.0629,1489.0956,50,0.020969635,647034.06,1069.9673,True,149.94,377.58368
[-1.582  2.176 -2.56  -2.009 -2.807],42.74869,0.42390898,1488.8940937558605,10.0,-1,1.0292616,5956489,44400,0.14204587,2539.851,5602.611622810364,9.980679,888,10.0,-1.3873725,0.008478179,1478.9133,,2529.8704,0.04290045,43.435017,1.151145,0.0028409173,2.1450226,1559.2488,1087.2576,1488.894,50,0.020585231,648141.06,1048.979,True,149.92,356.68164
[-1.579  2.171 -2.553 -2.009 -2.806],1.5277514,26.679535,1647.5463071493775,10.0,-1,4.736505,5964778,44450,0.008303877,2489.8257,5610.146274089813,1179.4138,889,10.0,-1.3884275,0.53359073,468.13245,,1310.4119,3.8218427,0.4829822,103.52348,0.00016607753,191.09213,9362.378,4974.5557,1647.5463,50,0.0947301,533500480.0,1216.2957,True,165.78,308.5203
[-1.591  2.176 -2.554 -1.994 -2.807],1.0286169,185.6838,1471.0921583688935,10.0,-1,26.910988,5972185,44500,0.0001143856,3079.6406,5617.197578907013,289.73065,890,10.0,-1.3911242,3.713676,1181.3615,,2789.91,26.53326,0.03383176,1477.9012,2.2877118e-06,1326.6631,39610.727,19104.613,1471.0922,50,0.5382197,49054212000.0,937.68274,True,148.14,528.4085
[-1.575  2.175 -2.557 -2.008 -2.81 ],18.86596,1.5680584,1450.2823623614377,10.0,-1,1.2206297,5979488,44550,0.050568096,2129.8481,5623.313055753708,579.54047,891,10.0,-1.3850063,0.031361166,870.7419,,1550.3076,0.16640005,18.464003,2.7079718,0.001011362,8.320003,1858.057,1250.9974,1450.2822,50,0.024412591,4593119.5,1081.3818,True,146.06,270.34244
[-1.569  2.176 -2.558 -2.011 -2.804],44.09595,0.4003908,1501.2867883199567,10.0,-1,1.0942289,5987046,44600,0.41548127,2509.8115,5630.409712076187,389.66504,892,10.0,-1.3913466,0.008007815,1111.6217,,2120.1465,0.039100915,42.968372,1.1636466,0.008309625,1.9550458,1668.5427,1199.6082,1501.2867,50,0.021884575,644960.3,1066.5747,True,151.16,383.2356
[-1.568  2.177 -2.562 -2.014 -2.81 ],46.693493,0.27010667,1573.351448933591,10.0,-1,1.0150295,5994964,44650,0.41198897,2579.8613,5637.003304004669,579.5531,893,10.0,-1.38818,0.0054021333,993.79834,,2000.3082,0.034358777,46.482983,1.0756625,0.00823978,1.7179389,1620.0594,1156.6179,1573.3516,50,0.020300591,626159.44,1126.5062,True,158.36,380.50946
[-1.568  2.176 -2.563 -2.016 -2.807],1.1508791,71.17473,1502.52727595639,10.0,-1,10.924769,6002528,44700,0.0023260508,2799.8638,5642.314084291458,1179.3656,894,10.0,-1.3894153,1.4234945,323.16165,,1620.4982,10.17936,0.25270012,197.86298,4.6521014e-05,508.96802,14094.69,7273.1914,1502.5273,50,0.21849538,221394260.0,1017.5767,True,151.28,277.73975
[-1.561  2.186 -2.568 -2.011 -2.808],6.042088,6.490786,1462.1028447781644,10.0,-1,2.4064245,6009890,44750,0.005769527,1989.8958,5649.206253051758,189.79703,895,10.0,-1.4099084,0.12981573,1272.3059,,1800.0988,0.82748413,3.608568,13.855912,0.00011539054,41.374207,3719.1619,2436.2153,1462.1028,50,0.048128497,90996290.0,1117.4427,True,147.24,322.76093
[-1.554  2.19  -2.587 -2.009 -2.829],45.725254,0.31361708,1413.0649027806683,10.0,-1,1.0257055,6017007,44800,0.42559728,2279.7288,5655.3782958984375,389.6408,896,10.0,-1.4182122,0.006272342,1023.42413,,1890.0879,0.033719953,46.49891,1.075294,0.008511946,1.6859976,1471.707,1062.2509,1413.0648,50,0.020514106,430507.94,1018.2042,True,142.34,359.6607
[-1.555  2.19  -2.59  -2.01  -2.837],39.988808,0.5461983,1481.8749399702272,10.0,-1,1.0916327,6024468,44850,0.41358736,3169.8599,5662.979021310806,99.89728,897,10.0,-1.4191922,0.010923966,1381.9777,,3069.9626,0.04938758,39.62059,1.26197,0.008271747,2.4693792,1628.1017,1011.32886,1481.8749,50,0.021832654,1028203.5,932.83905,True,149.22,486.33344
[-1.552  2.19  -2.591 -2.012 -2.838],45.53389,0.32703155,1447.4558022805024,10.0,-1,1.0442203,6031757,44900,0.55202293,2149.8247,5669.198796033859,389.65637,898,10.0,-1.4290344,0.0065406305,1057.7993,,1760.1683,0.043834046,46.551804,1.0740722,0.011040458,2.1917024,1550.2605,1164.3555,1447.4559,50,0.020884404,550728.1,1075.0952,True,145.78,349.91745
[-1.553  2.191 -2.595 -2.015 -2.848],1.8961618,14.782729,1469.063605734034,10.0,-1,2.9349613,6039154,44950,0.002700238,2259.8877,5675.959534645081,189.83282,899,10.0,-1.4304966,0.29565454,1279.2308,,2070.055,2.1262164,2.5189092,19.849861,5.400476e-05,106.31082,4418.0195,2674.1008,1469.0636,50,0.05869922,394687800.0,1077.6396,True,147.94,370.99426
[-1.558  2.197 -2.594 -2.004 -2.849],44.536316,0.38053283,1580.048397967654,10.0,-1,1.0864407,6047106,45000,0.5023406,2549.8938,5682.783269643784,1129.3071,900,10.0,-1.4329842,0.007610656,450.74124,,1420.5867,0.057552602,43.927338,1.1382433,0.010046812,2.8776302,1712.3492,1241.1547,1580.0485,50,0.021728812,1669164.9,1138.3938,True,159.04,324.67682
[-1.561  2.198 -2.599 -2.003 -2.852],44.86243,0.34617215,1371.847013861355,10.0,-1,1.022951,6054017,45050,0.4332784,2629.7131,5688.744674444199,99.891884,901,10.0,-1.4339739,0.0069234436,1271.9552,,2529.8213,0.044408616,44.771214,1.116789,0.008665568,2.2204309,1420.2202,938.8773,1371.847,50,0.020459022,579059.5,916.36725,True,138.22,536.84827
[-1.559  2.197 -2.598 -2.005 -2.853],37.283024,0.6349154,1524.0920404710373,10.0,-1,1.087125,6061689,45100,0.32642585,2899.5708,5695.348104953766,179.82698,902,10.0,-1.4305847,0.012698308,1344.265,,2719.744,0.07723282,39.853973,1.25458,0.0065285168,3.8616414,1650.5721,1088.0449,1524.0919,50,0.021742499,1163600.0,1021.87164,True,153.44,484.18228
[-1.56   2.194 -2.594 -2.003 -2.85 ],46.667484,0.27557176,1385.0765430851177,10.0,-1,1.0312295,6068666,45150,0.5683085,2179.8613,5701.227828264236,189.81503,903,10.0,-1.4320732,0.0055114347,1195.2615,,1990.0463,0.035598643,46.04653,1.0858581,0.011366169,1.7799323,1441.7329,1048.2952,1385.0765,50,0.02062459,338545.72,1007.5135,True,139.54,433.3163
[-1.559  2.192 -2.589 -2.005 -2.851],24.97643,1.5102335,1468.6592577513477,10.0,-1,1.5088103,6076061,45200,0.149411,2779.8093,5707.658679008484,189.82074,904,10.0,-1.4300011,0.030204669,1278.8384,,2589.9885,0.17897879,22.592035,2.2131693,0.0029882197,8.948939,2125.1824,1408.9021,1468.6592,50,0.0301762,2652245.8,987.1821,True,147.9,417.39447
[-1.564  2.194 -2.589 -1.999 -2.849],43.877487,0.39303893,1396.8489475327078,10.0,-1,1.0521836,6083097,45250,0.35228008,3199.7566,5714.147816181183,89.90732,905,10.0,-1.4272435,0.007860779,1306.9417,,3109.8494,0.04502197,43.827484,1.1408366,0.0070456015,2.2510986,1499.043,907.08716,1396.8491,50,0.021043673,810619.7,842.6349,True,140.72,554.0054
[-1.562  2.195 -2.591 -2.    -2.846],21.61286,1.4886667,1403.5993703313243,10.0,-1,1.2989509,6090167,45300,0.11725614,2299.543,5720.064782142639,99.90202,906,10.0,-1.4272451,0.02977333,1303.6974,,2199.6409,0.1360666,20.694368,2.4161162,0.0023451229,6.8033304,1861.8547,1242.7544,1403.5994,50,0.025979018,3739038.0,1005.3069,True,141.4,417.1115
[-1.558  2.192 -2.592 -2.007 -2.846],12.991937,3.287432,1412.0532555657069,10.0,-1,1.9478055,6097279,45350,0.022512965,2459.6328,5726.878294706345,189.81223,907,10.0,-1.4298093,0.06574865,1222.241,,2269.8206,0.28084248,8.792133,5.686902,0.00045025928,14.042125,2787.7537,1771.812,1412.0531,50,0.03895611,22173092.0,986.03235,True,142.24,456.56485
[-1.566  2.196 -2.598 -1.999 -2.849],49.20162,0.13002747,1512.3064310193242,10.0,-1,1.0207527,6104892,45400,0.79708374,2329.7446,5734.126205921173,179.83209,908,10.0,-1.4373081,0.0026005495,1332.4744,,2149.9126,0.027554264,49.03146,1.0197535,0.015941674,1.3777132,1550.4469,1142.9573,1512.3064,50,0.020415053,305521.62,1108.7828,True,152.26,482.16434
[-1.566  2.197 -2.601 -1.999 -2.856],49.10974,0.13514507,1348.8115589186689,10.0,-1,1.0037485,6111688,45450,0.7396393,2299.5654,5740.35170173645,379.67932,909,10.0,-1.4365261,0.0027029014,969.1322,,1919.8861,0.027941758,48.71139,1.026454,0.014792785,1.3970879,1369.247,965.7167,1348.8115,50,0.02007497,402467.47,950.51514,True,135.92,451.4631
[-1.565  2.197 -2.6   -2.    -2.855],10.320545,3.6412315,1521.8685615540712,10.0,-1,1.8570209,6119349,45500,0.024308234,2889.767,5747.779536962509,189.83261,910,10.0,-1.4370667,0.072824635,1332.0359,,2699.9346,0.38957053,7.627231,6.555459,0.00048616467,19.478527,2962.273,1680.754,1521.8684,50,0.037140418,34189110.0,1021.34607,True,153.22,488.16068
[-1.558  2.199 -2.6   -2.005 -2.856],41.8895,0.4705639,1457.4330112845062,10.0,-1,1.069418,6126688,45550,0.380752,2839.7524,5754.561296224594,189.82506,911,10.0,-1.4348596,0.009411277,1267.6079,,2649.9275,0.06073136,42.321625,1.1814291,0.0076150396,3.036568,1556.2804,1021.6607,1457.433,50,0.02138836,751989.06,965.5735,True,146.78,493.0928
[-1.559  2.197 -2.597 -2.004 -2.854],4.094139,7.83735,1513.2440058209334,10.0,-1,2.340542,6134306,45600,0.036680587,2629.5996,5761.179407596588,89.92105,912,10.0,-1.4356822,0.156747,1423.323,,2539.6785,1.1114265,3.6096866,13.851618,0.0007336117,55.571323,4028.2373,2333.1172,1513.244,50,0.046810843,172095660.0,1057.784,True,152.36,480.7504
[-1.564  2.202 -2.595 -1.993 -2.855],1.8564777,20.90004,1470.464853496945,10.0,-1,4.104148,6141710,45650,0.0062380126,2749.404,5767.708613157272,,913,10.0,-1.4318956,0.4180008,1470.465,,2749.404,2.9906292,0.9726242,51.40732,0.00012476025,149.53146,6273.0044,2858.6257,1470.465,50,0.08208295,1007722750.0,994.2541,True,148.08,560.9493
[-1.554  2.2   -2.602 -2.006 -2.851],47.798817,0.21845731,1396.4035124870186,10.0,-1,1.0179983,6148744,45700,0.45710647,2539.747,5774.388995409012,189.82254,914,10.0,-1.4311392,0.0043691467,1206.581,,2349.9246,0.030923376,47.47632,1.0531566,0.00914213,1.5461688,1425.3529,973.91547,1396.4036,50,0.020359965,328387.72,956.50635,True,140.68,445.89783
