EpThisIter,EpRewMean,StdIWNorm,InitialReturnStd,MeanIWNorm,ESSClassic,ReturnStepMax,MinIW,Weights,InitialReturnMean,StdIW,ESSRenyi,TimeElapsed,LearnableVariance,ReturnStepMaxmin,EmpiricalD2,J_sample_variance,VarianceInit,OptimizationReturnMin,EpLenMean,MinIWNorm,OptimizationReturnMax,InitialReturnMin,MaxIW,InitialReturnMax,TimestepsSoFar,EpisodesSoFar,MaxIWNorm,MeanEntropy,ReturnMeanIW,OptimizationReturnMean,InitialBound,Iteration,MeanIW,Bound
50,934.3201544861748,0.0058802934,286.13174,0.021256287,46.44559,10.0,0.48913443,[-0.679  0.896 -1.432 -1.796 -0.8  ],934.3201,0.2940147,45.120167,374.5828335285187,True,10.0,1.1081519,221245.94,-1,,94.46,0.009782689,1679.7847,9.981182,1.998264,1689.7659,54507,1050,0.03996528,0.6386045,1003.1417,924.339,641.64417,21,1.0628144,695.04517
50,1050.676678600106,0.3446955,367.73434,0.06651538,1.7950019,10.0,0.025379062,[-0.683  0.911 -1.461 -1.801 -0.78 ],1050.6766,17.234776,1.6604006,406.9257118701935,True,10.0,30.113214,383788130.0,-1,,106.1,0.0005075812,1799.5476,449.84064,123.5469,2249.3882,59812,1100,2.470938,0.70855534,4835.8306,600.83606,661.07117,22,3.3257687,2697.8508
50,928.493272858352,0.008424044,407.88028,0.021097727,43.12463,9.999999,0.33514497,[-0.62   0.906 -1.491 -1.847 -0.71 ],928.4933,0.42120218,43.144783,439.5772669315338,True,9.999999,1.1588887,430439.06,-1,,93.88,0.006702899,2019.561,19.968412,2.7743957,2039.5294,64506,1150,0.055487912,0.69396955,992.997,908.5249,575.23645,23,1.0548862,612.71
50,1038.2711385722996,0.015630735,365.09863,0.024109628,35.20339,10.0,0.07295564,[-0.632  0.925 -1.494 -1.822 -0.725],1038.2711,0.7815369,33.45549,473.6571569442749,True,10.0,1.494523,1018615.56,-1,,104.86,0.0014591127,1959.4956,169.89992,3.6714659,2129.3955,69749,1200,0.07342932,0.66861635,1309.259,868.37115,669.449,24,1.2054814,858.37146
50,1049.8614250006074,0.27948782,352.93274,0.063200824,2.4323785,10.0,0.0042032325,[-0.689  0.982 -1.537 -1.844 -0.75 ],1049.8615,13.974391,1.7996187,515.2524511814117,True,10.0,27.783663,333304400.0,-1,,106.02,8.4064646e-05,2019.4034,19.964918,99.46424,2039.3684,75050,1250,1.9892848,0.62619805,3834.7588,1029.8965,696.6323,25,3.160041,1972.8815
50,1045.8484953847253,0.026953451,343.02072,0.026349943,24.433964,10.0,0.06659537,[-0.597  0.977 -1.566 -1.846 -0.793],1045.8486,1.3476726,22.314238,544.7656466960907,True,10.0,2.240722,1393157.6,-1,,105.62,0.0013319073,1629.318,219.83261,5.34855,1849.1506,80331,1300,0.106970996,0.5784607,1380.2886,826.01587,725.5661,26,1.3174971,900.8567
50,1204.8601177947812,0.015129767,440.95047,0.021751385,33.696636,10.0,0.19927171,[-0.601  0.952 -1.558 -1.878 -0.84 ],1204.8601,0.7564884,33.069927,587.0921635627747,True,10.0,1.5119478,1536567.6,-1,,121.52,0.0039854343,1999.7716,429.76938,3.7240489,2429.541,86407,1350,0.07448097,0.5750122,1403.5109,775.0907,784.0513,27,1.0875692,886.0789
50,1266.6626013951093,0.07622301,367.122,0.031046985,7.11496,10.0,0.019913321,[-0.559  0.927 -1.599 -1.862 -0.844],1266.6626,3.8111503,10.060437,629.0038628578186,True,10.0,4.969963,37587184.0,-1,,127.7,0.00039826642,1609.1184,759.78534,26.023943,2368.9038,92792,1400,0.52047884,0.51050735,2685.1904,506.87726,856.35645,28,1.5523492,1770.4779
50,1238.2672184312248,0.21176316,611.33466,0.047915693,2.4352305,10.0,0.0030380923,[-0.548  0.956 -1.535 -1.834 -0.908],1238.2671,10.588159,4.011984,674.1081554889679,True,10.0,12.462663,397803600.0,-1,,124.86,6.0761846e-05,4099.321,419.81006,74.98023,4519.131,99035,1450,1.4996046,0.51657104,4468.6436,818.4572,455.53082,29,2.3957844,1705.3887
50,1171.8920154533403,0.20250246,451.59857,0.04613845,2.4674933,10.0,0.0057731816,[-0.478  0.916 -1.559 -1.883 -0.902],1171.8921,10.125124,5.632859,715.060985326767,True,10.0,8.876487,352837000.0,-1,,118.22,0.00011546363,2659.0442,9.979836,72.41272,2669.024,104946,1500,1.4482543,0.44665474,3657.1377,1161.9121,709.6035,30,2.3069224,2279.8215
50,1254.903866120812,0.10997533,430.20953,0.036099847,4.863492,10.0,0.033104286,[-0.471  0.943 -1.579 -2.009 -0.972],1254.9038,5.4987664,5.8650584,758.9134669303894,True,10.0,8.525064,73943976.0,-1,,126.52,0.0006620857,1999.5059,,36.579258,1999.5059,111272,1550,0.73158514,0.49099937,2487.851,1254.9038,908.5792,31,1.8049923,1476.6625
50,1245.699514499303,0.007982087,411.30835,0.020661192,43.50653,10.0,0.48170108,[-0.473  0.892 -1.56  -2.049 -0.928],1245.6996,0.3991044,43.35712,792.8759882450104,True,10.0,1.1532131,805817.56,-1,,125.6,0.009634022,2169.622,469.72748,2.4673288,2639.3496,117552,1600,0.049346574,0.49322507,1335.2725,775.97205,788.55084,32,1.0330596,844.3506
50,1399.894008434827,0.021673566,567.4044,0.023772461,27.304304,10.0,0.06529005,[-0.471  0.903 -1.552 -2.023 -0.926],1399.8939,1.0836784,28.088945,833.8612551689148,True,10.0,1.7800597,4222834.0,-1,,141.02,0.001305801,3279.3545,19.968151,5.1225796,3299.3228,124603,1650,0.10245159,0.45129415,1791.8787,1379.9258,828.4346,33,1.1886231,1029.4438
50,1306.129110398057,0.07241395,368.35544,0.030810796,7.664232,10.0,0.012674537,[-0.468  0.92  -1.56  -2.038 -0.968],1306.1292,3.6206975,7.7410693,881.108240365982,True,10.0,6.459056,36460320.0,-1,,131.64,0.00025349073,1720.1085,489.6144,23.305258,2209.723,131185,1700,0.46610513,0.3787716,2449.3496,816.5148,923.3938,34,1.5405397,1476.6405
50,1235.765719528227,0.1278781,401.92725,0.043703713,5.2292423,10.0,0.00900854,[-0.453  0.864 -1.558 -2.056 -1.04 ],1235.7656,6.3939056,4.018046,925.635525226593,True,10.0,12.44386,217759500.0,-1,,124.6,0.0001801708,2339.724,9.982348,44.315887,2349.7065,137415,1750,0.88631773,0.39695454,3785.5066,1225.7833,828.78467,35,2.185186,2349.8457
50,1468.1045432492274,0.01459976,458.20532,0.022984868,35.62607,10.0,0.3131306,[-0.47   0.949 -1.58  -2.008 -1.022],1468.1047,0.72998804,35.78443,978.2637565135956,True,10.0,1.3972557,1942050.4,-1,,147.84,0.0062626116,2239.6917,809.73315,3.9896975,3049.4248,144807,1800,0.079793945,0.41906968,1768.3708,658.3714,939.9288,36,1.1492434,1144.0376
50,1309.9054130729696,0.011254171,296.26904,0.021007173,38.84984,10.0,0.39297223,[-0.474  0.951 -1.582 -1.97  -1.   ],1309.9054,0.56270856,40.5324,1025.2591478824615,True,10.0,1.2335811,962583.56,-1,,132.02,0.007859444,1560.0682,809.6803,3.4756074,2369.7485,151408,1850,0.069512144,0.43527272,1403.6448,500.22513,899.4529,37,1.0503588,947.7688
50,1365.6974580874112,0.02222621,612.96594,0.02618995,29.066156,10.0,0.20241249,[-0.466  0.959 -1.602 -1.969 -0.984],1365.6974,1.1113105,25.60645,1060.0984871387482,True,10.0,1.952633,4225574.0,-1,,137.6,0.0040482497,2749.6335,19.963581,4.865114,2769.5972,158288,1900,0.09730228,0.462167,1846.699,1345.7338,885.98926,38,1.3094975,1176.3706
50,1650.2233576432582,0.099536724,586.29205,0.03603823,5.794743,10.0,0.035413474,[-0.447  0.964 -1.609 -1.958 -0.957],1650.2234,4.976836,5.619453,1110.267202615738,True,10.0,8.897663,115954280.0,-1,,166.06,0.0007082695,2999.5127,419.69238,33.339954,3419.205,166591,1950,0.66679907,0.46420273,4095.2102,1230.531,1057.9995,39,1.8019116,2328.669
50,1605.421717276723,0.063705415,608.4285,0.03524712,11.718736,10.0,0.0061435304,[-0.444  1.055 -1.63  -2.015 -0.955],1605.4218,3.185271,10.926225,1149.1401159763336,True,10.0,4.576146,25724586.0,-1,,161.58,0.00012287061,3448.9949,879.76886,14.926602,4328.7637,174670,2000,0.29853204,0.40441644,3314.1082,725.6529,855.6578,40,1.7623559,1710.2186
50,1547.6653346018004,0.011131059,458.22134,0.021843912,39.69311,10.0,0.2756441,[-0.458  1.045 -1.633 -1.976 -1.015],1547.6655,0.55655295,39.431683,1184.1703741550446,True,10.0,1.2680159,1296291.5,-1,,155.8,0.0055128816,2759.281,9.980626,3.0781066,2769.2617,182460,2050,0.061562132,0.3802177,1743.8385,1537.6847,1068.0153,41,1.0921956,1203.7225
50,1649.6189659514844,0.042363085,609.2371,0.025051532,12.9546795,10.0,0.14647265,[-0.461  1.067 -1.639 -1.996 -1.039],1649.6189,2.1181543,20.07519,1228.4962527751923,True,10.0,2.4906366,45114724.0,-1,,166.0,0.0029294528,3679.371,199.82391,15.141126,3879.195,190760,2100,0.3028225,0.41534126,2588.7896,1449.795,977.7226,42,1.2525765,1528.4196
50,1739.2299036823579,0.03943319,546.02704,0.025522778,14.761954,10.0,0.05892801,[-0.436  1.048 -1.646 -1.948 -1.004],1739.23,1.9716595,16.844557,1274.802593946457,True,10.0,2.968318,46525390.0,-1,,174.96,0.0011785602,3939.3862,9.980367,11.566223,3949.3667,199508,2150,0.23132446,0.36307797,2784.948,1729.2495,1055.1794,43,1.2761389,1606.4108
50,1636.0619183996648,0.006462451,578.52527,0.021623187,45.900143,10.0,0.5240967,[-0.429  1.039 -1.662 -1.975 -1.056],1636.0619,0.32312256,45.58281,1320.7439906597137,True,10.0,1.0969048,580143.2,-1,,164.64,0.010481934,3179.7769,429.7583,1.8900837,3609.5352,207740,2200,0.03780167,0.3663296,1720.0381,1206.3036,1010.87195,44,1.0811595,1065.2566
50,1600.2521764981866,0.0042006336,450.91647,0.021025643,48.080875,10.0,0.5722809,[-0.439  1.043 -1.682 -1.974 -1.053],1600.2522,0.21003167,46.8907,1366.0745162963867,True,10.0,1.0663095,1417430.5,-1,,161.06,0.011445617,2209.8608,1029.3505,1.6042018,3239.2112,215793,2250,0.032084037,0.3679022,1657.4612,570.90173,1039.2042,45,1.0512822,1078.1106
50,1872.0143546335084,0.5373104,666.68585,0.120258614,2.3851957,10.0,0.0021624246,[-0.434  1.035 -1.678 -1.987 -1.051],1872.0145,26.86552,0.4028783,1403.0632905960083,True,10.0,124.10696,4362364400.0,-1,,188.24,4.3248492e-05,3599.5737,449.65857,147.07343,4049.2324,225205,2300,2.9414685,0.4324617,16788.863,1422.3556,1170.6667,46,6.0129313,8975.619
50,1612.1666136266826,0.65630186,692.11383,0.11376077,1.4584491,10.0,5.860012e-05,[-0.398  1.056 -1.676 -2.002 -0.986],1612.1667,32.815098,0.504734,1439.2935755252838,True,10.0,99.06208,4619349500.0,-1,,162.26,1.1720024e-06,2879.2954,,235.02972,2879.2954,233318,2350,4.7005944,0.37945563,11077.717,1612.1667,1113.4579,47,5.688038,6114.073
50,1537.9026203340038,0.013294397,480.6876,0.021688204,36.344017,10.0,0.41220117,[-0.412  0.957 -1.668 -1.966 -1.039],1537.9027,0.6647199,39.89246,1476.3032429218292,True,10.0,1.2533697,2028344.1,-1,,154.82,0.008244023,2419.7505,1019.8031,3.6689186,3439.5537,241059,2400,0.07337837,0.39520562,1727.1573,518.09955,942.1543,48,1.0844102,1060.1935
50,1931.019075698075,0.0060497597,741.97955,0.021389086,46.29628,10.0,0.4502549,[-0.419  0.971 -1.685 -1.945 -1.024],1931.019,0.302488,46.105003,1525.5700328350067,True,10.0,1.084481,1003062.2,-1,,194.12,0.009005098,4589.5386,409.7558,1.9824468,4999.2944,250765,2450,0.039648935,0.39036313,2049.9019,1521.2632,1065.1157,49,1.0694543,1148.1641
50,1657.474419377635,0.067081764,521.1247,0.031676874,9.1164255,10.0,0.0013220294,[-0.415  0.974 -1.693 -1.966 -1.029],1657.4744,3.3540883,7.607694,1565.3458037376404,True,10.0,6.5722938,42160720.0,-1,,166.78,2.6440588e-05,2589.938,199.85037,16.675045,2789.7883,259104,2500,0.3335009,0.3610734,2907.4756,1457.624,1174.2688,50,1.5838438,1668.7064
50,1512.9190158622848,0.0051926477,518.0175,0.021543318,47.254658,10.0,0.589372,[-0.443  0.965 -1.698 -2.029 -1.058],1512.919,0.25963238,46.502224,1607.5759103298187,True,10.0,1.0752174,539082.75,-1,,152.32,0.01178744,2679.414,439.7637,1.7564526,3119.1777,266720,2550,0.03512905,0.35348782,1610.2507,1073.1553,972.6615,51,1.077166,1050.0432
50,1530.5212177379085,1.3955119,414.03287,0.20402618,1.0463803,10.0,6.842908e-06,[-0.459  0.994 -1.701 -2.048 -1.065],1530.5212,69.77559,0.1563864,1645.6829476356506,True,10.0,319.7209,2877932000.0,-1,,154.08,1.3685816e-07,1769.9088,879.6642,498.6196,2649.573,274424,2600,9.972392,0.2584378,16573.764,650.85706,1071.6016,52,10.201309,8367.943
50,1673.147959909967,0.008470242,542.24097,0.021827519,43.456135,10.0,0.4366486,[-0.396  0.978 -1.702 -2.059 -1.161],1673.1481,0.4235121,41.778904,1693.2445755004883,True,10.0,1.1967763,1270493.8,-1,,168.34,0.008732972,2879.7888,,2.7964718,2879.7888,282841,2650,0.055929437,0.25319308,1887.928,1673.1481,1174.3539,53,1.0913761,1342.261
50,1980.6571967134396,0.018261183,740.43427,0.025674894,33.203354,10.0,0.056268133,[-0.393  0.984 -1.705 -2.031 -1.166],1980.6572,0.9130591,32.047104,1740.8220400810242,True,10.0,1.5602034,3033609.5,-1,,199.1,0.0011253626,3149.7302,1029.6545,4.8286123,4179.385,292796,2700,0.09657224,0.22801727,2429.497,951.0027,1256.7664,54,1.2837447,1525.2991
50,1746.5219159773299,0.014566121,464.27115,0.02268441,35.40278,10.0,0.24154676,[-0.403  1.008 -1.698 -2.023 -1.191],1746.522,0.7283061,35.002857,1787.2233180999756,True,10.0,1.4284549,2242160.5,-1,,175.68,0.004830935,2199.9841,1059.5417,3.2869093,3259.526,301580,2750,0.065738186,0.2082014,2055.0059,686.98016,1181.9554,55,1.1342205,1380.2474
50,1694.3149079880325,0.22888164,673.549,0.057267353,2.9457195,10.0,0.0015209698,[-0.391  1.001 -1.701 -2.04  -1.211],1694.315,11.444082,2.037087,1830.3852682113647,True,10.0,24.544853,1070369300.0,-1,,170.46,3.0419395e-05,4129.621,,81.40475,4129.621,310103,2800,1.6280949,0.23854035,6455.9707,1694.315,979.0436,56,2.8633676,2912.3188
50,1600.5238124265265,0.13241456,616.6642,0.041326977,4.4381046,10.0,0.038820706,[-0.429  0.997 -1.697 -2.028 -1.18 ],1600.5238,6.620729,6.3560843,1868.4875361919403,True,10.0,7.8664784,147482000.0,-1,,161.08,0.0007764141,3679.5967,,46.35961,3679.5967,318157,2850,0.9271922,0.28269622,3434.2837,1600.5238,963.1991,57,2.0663488,1646.7633
50,1556.1610167901044,0.069635525,373.33127,0.037608955,11.291004,10.0,0.007087228,[-0.396  0.979 -1.705 -2.042 -1.136],1556.1609,3.4817765,7.9405956,1906.4613299369812,True,10.0,6.2967567,19819018.0,-1,,156.64,0.00014174456,1649.9517,1019.73584,20.20531,2669.6875,325989,2900,0.4041062,0.21814108,3437.6848,536.4252,1093.7574,58,1.8804475,2277.3604
50,1804.5396676068005,0.060325168,540.2786,0.033075456,11.556726,10.0,0.010703345,[-0.358  0.911 -1.701 -2.029 -1.201],1804.5396,3.0162587,11.346127,1954.1630997657776,True,10.0,4.4067903,28928768.0,-1,,181.48,0.0002140669,2450.324,969.3572,17.836035,3419.6812,335063,2950,0.3567207,0.18679938,3335.1245,835.1825,1212.2335,59,1.6537726,2091.7344
50,1856.1354420729422,0.046406996,680.59607,0.026465103,12.27048,10.0,0.106601164,[-0.385  0.969 -1.698 -2.004 -1.232],1856.1353,2.32035,20.609566,1994.931305885315,True,10.0,2.4260578,18084104.0,-1,,186.64,0.0021320232,3749.8186,1089.7556,15.407997,4839.574,344395,3000,0.30815995,0.1915336,2945.3354,766.3798,1017.89667,60,1.3232552,1639.7107
50,1588.920797857413,0.07430291,405.83447,0.03705967,9.96048,10.0,0.029731598,[-0.411  1.016 -1.701 -1.986 -1.227],1588.9208,3.7151458,8.586533,2033.4929053783417,True,10.0,5.8230724,11522182.0,-1,,159.92,0.00059463194,2190.1084,1049.6019,19.48973,3239.7102,352391,3050,0.38979462,0.20304874,3107.7854,539.31885,1027.7866,61,1.8529834,1753.7098
50,1863.6852459071688,0.0049932115,712.0187,0.020600704,47.225574,10.0,0.6488472,[-0.388  1.036 -1.703 -1.998 -1.216],1863.6853,0.2496606,47.495163,2077.1271975040436,True,10.0,1.0527388,701135.3,-1,,187.4,0.012976944,4579.5474,199.83066,1.9418435,4779.378,361761,3100,0.03883687,0.21258575,1910.6954,1663.8545,1035.8727,62,1.0300354,1061.3345
50,1864.0825273028115,0.04232064,618.8613,0.028543541,15.633262,10.0,0.0143417865,[-0.389  1.032 -1.701 -1.998 -1.206],1864.0825,2.116032,17.53449,2117.5390379428864,True,10.0,2.851523,8709871.0,-1,,187.44,0.0002868357,2860.0708,1199.2905,9.308318,4059.3613,371133,3150,0.18616636,0.21806346,2786.65,664.79205,1160.9805,63,1.4271773,1599.36
50,1671.4547112295259,0.0145060755,443.92303,0.021625109,34.483486,10.0,0.26000583,[-0.359  0.97  -1.69  -1.997 -1.201],1671.4547,0.72530377,37.821785,2148.004387140274,True,10.0,1.3219894,2814548.5,-1,,168.18,0.0052001164,2669.3933,,4.294701,2669.3933,379542,3200,0.08589402,0.20012401,1893.8175,1671.4547,1209.1023,64,1.0812554,1362.2148
50,1909.4586122183246,0.023630003,656.84973,0.025534168,26.933638,10.0,0.25787076,[-0.354  0.985 -1.663 -2.022 -1.219],1909.4586,1.1815001,29.778904,2193.2217128276825,True,10.0,1.679041,4668840.0,-1,,191.98,0.0051574153,3369.6772,1049.6523,5.7512503,4419.3296,389141,3250,0.115025006,0.22965977,2461.9268,859.80634,1144.0082,65,1.2767085,1470.073
50,1871.2508939236413,0.0122217825,506.14664,0.022568556,38.66181,10.0,0.24657777,[-0.354  1.006 -1.663 -2.053 -1.189],1871.251,0.61108917,36.042328,2239.983363389969,True,10.0,1.3872578,2164748.8,-1,,188.16,0.004931555,2350.1987,909.4792,3.0176659,3259.678,398549,3300,0.060353316,0.24215671,2128.948,961.7717,1306.6581,66,1.1284279,1463.9598
50,1725.5185849161903,0.12308044,609.7154,0.04049764,4.8843675,10.0,0.05310576,[-0.367  1.018 -1.666 -2.039 -1.177],1725.5184,6.154022,8.254769,2283.64901971817,True,10.0,6.057104,76913736.0,-1,,173.58,0.0010621152,3399.6953,,42.7843,3399.6953,407228,3350,0.855686,0.28715524,3334.8342,1725.5184,1136.6741,67,2.0248818,1885.6182
50,1883.8537385368813,0.08769831,576.7305,0.040754266,8.880066,10.0,0.0018777942,[-0.391  1.054 -1.674 -2.009 -1.132],1883.8538,4.3849154,5.7913804,2327.393653869629,True,10.0,8.63352,107358700.0,-1,,189.42,3.755588e-05,3050.0657,429.69513,20.671505,3479.7607,416699,3400,0.4134301,0.22721316,4573.973,1454.1587,1281.1414,68,2.0377133,2803.0327
50,1882.2755143685056,0.021597954,498.73962,0.026604882,30.138168,9.999999,0.116016686,[-0.368  1.058 -1.682 -2.033 -1.192],1882.2755,1.0798978,28.631536,2362.1545586586,True,9.999999,1.7463261,3191829.5,-1,,189.26,0.0023203336,2739.824,1279.5393,5.8120327,4019.3633,426162,3450,0.11624065,0.2359616,2324.0327,602.7362,1186.1013,69,1.3302442,1404.0481
