MinIW,ESSClassic,EpLenMean,MeanEntropy,OptimizationReturnMean,OptimizationReturnMax,J_sample_variance,Bound,MeanIW,EpThisIter,ReturnStepMax,ReturnMeanIW,OptimizationReturnMin,StdIW,InitialReturnMax,MaxIW,InitialReturnMean,ReturnStepMaxmin,Weights,MeanIWNorm,StdIWNorm,Iteration,ESSRenyi,MaxIWNorm,MinIWNorm,EmpiricalD2,TimestepsSoFar,InitialReturnMin,InitialBound,LearnableVariance,InitialReturnStd,TimeElapsed,VarianceInit,EpRewMean,EpisodesSoFar
0.0100411875,2.5750256,474.48,-0.5028386,4123.1284,4380.296,2370924000.0,8428.442,2.5642638,50,10.0,12254.542,,11.004631,4999.8364,78.80555,4742.6694,10.0,[-0.218  1.851 -1.9   -2.536 -1.931],0.051285278,0.22009262,283,2.5614765,1.576111,0.00020082375,19.519993,4125321,619.54034,3876.6719,True,888.3084,22651.60832619667,-1,4742.669128981842,14150
0.0010624873,2.5234318,468.42,-0.5506895,3051.1965,3370.732,2083696500.0,10377.767,3.0728528,50,10.0,15142.7,,13.328634,4999.8545,94.74286,4680.319,10.0,[-0.222  1.871 -1.909 -2.525 -1.922],0.061457057,0.26657268,284,1.6515521,1.8948572,2.1249745e-05,30.274551,4148742,1629.1226,3814.3186,True,814.3159,22752.601850509644,-1,4680.3190837240945,14200
0.004342424,1.8560606,474.52,-0.57379156,4091.9343,4350.3438,4328147000.0,10384.656,3.6091418,50,10.0,15814.665,,18.381403,4999.849,131.0868,4741.4395,10.0,[-0.229  1.859 -1.91  -2.527 -1.97 ],0.07218283,0.36762804,285,1.2717569,2.621736,8.6848486e-05,39.31569,4172468,649.5054,3875.4407,True,813.1372,22852.799444437027,-1,4741.439575115172,14250
0.003424278,7.860528,481.48,-0.6122193,3521.7065,3710.958,466475330.0,9068.768,2.5231724,50,10.0,12215.061,,5.8420544,4999.896,31.31466,4810.6445,10.0,[-0.241  1.854 -1.915 -2.534 -1.993],0.05046344,0.1168411,286,3.7880442,0.6262932,6.8485555e-05,13.199424,4196542,1288.938,3944.6367,True,549.11273,22932.938675642014,-1,4810.644601807688,14300
0.1212457,25.685143,474.96,-0.59173757,3596.1138,3850.8057,27235186.0,5124.078,1.3425326,50,10.0,6448.013,,1.3062302,4999.8623,6.2694893,4745.1704,10.0,[-0.248  1.844 -1.922 -2.535 -2.031],0.026850652,0.026124602,287,21.393108,0.12538978,0.002424914,2.3372014,4220290,1149.0568,3879.1694,True,597.79315,23025.004453897476,-1,4745.170466705973,14350
0.025657251,11.577517,463.76,-0.5940311,4453.3335,4819.9956,130198504.0,4371.7817,1.3261197,50,10.0,6145.9243,,2.4158375,4999.8037,15.090343,4633.141,10.0,[-0.253  1.844 -1.91  -2.526 -2.011],0.026522392,0.04831675,288,11.912973,0.30180687,0.000513145,4.197105,4243478,179.80798,3767.1501,True,919.4095,23121.09298682213,-1,4633.141447490897,14400
0.047213845,20.081104,479.9,-0.59209526,4315.5674,4520.3516,53571556.0,4954.3,1.3459505,50,10.0,6460.3145,,1.6428882,4999.8965,6.8026347,4795.1123,10.0,[-0.245  1.854 -1.915 -2.535 -2.013],0.026919007,0.032857765,289,16.53313,0.1360527,0.00094427686,3.0242307,4267473,479.545,3929.105,True,651.83325,23238.20813059807,-1,4795.112428292849,14450
0.0028720153,2.0893342,473.52,-0.58544713,4730.9004,4999.86,5193870000.0,8724.756,2.9905317,50,10.0,14489.193,,14.320578,4999.86,101.92289,4730.9004,10.0,[-0.253  1.851 -1.916 -2.536 -2.011],0.05981062,0.28641152,290,1.128478,2.0384576,5.7440306e-05,44.307465,4291149,,3864.9,True,737.0599,23326.092360258102,-1,4730.900454921734,14500
0.0042589726,2.6786153,472.16,-0.56594133,836.7764,1121.1558,244565710.0,9711.24,3.2639508,50,10.0,14942.346,,13.718832,4999.882,95.71615,4715.5024,10.0,[-0.268  1.857 -1.919 -2.536 -2.004],0.065279014,0.27437666,291,1.3703253,1.914323,8.517945e-05,36.487686,4314757,3878.726,3849.497,True,339.3324,23423.32906794548,-1,4715.502443766675,14550
0.038153514,14.55378,475.0,-0.58953804,3626.4275,3880.5935,53602132.0,4602.7275,1.3027091,50,10.0,6156.6543,,2.0330331,4999.7886,10.739584,4745.623,10.0,[-0.267  1.843 -1.951 -2.477 -1.985],0.026054181,0.040660664,292,15.528646,0.21479167,0.00076307025,3.2198555,4338507,1119.1951,3879.6333,True,601.05084,23518.660669326782,-1,4745.622526807198,14600
0.48703682,45.184555,469.14,-0.58563393,4526.789,4839.978,2957268.5,3932.858,1.0316349,50,10.0,4841.483,,0.33678243,4999.8345,2.4034753,4686.6455,10.0,[-0.266  1.837 -1.937 -2.491 -2.008],0.020632695,0.006735648,293,45.418533,0.048069503,0.009740736,1.1008722,4361964,159.85658,3820.649,True,727.09174,23637.784556150436,-1,4686.645402417245,14650
0.029387856,19.486868,466.24,-0.5937179,4018.105,4360.5063,33610220.0,4160.2505,1.2053791,50,10.0,5532.083,,1.5083288,4999.8877,8.947348,4657.4863,10.0,[-0.264  1.835 -1.941 -2.491 -2.005],0.024107583,0.030166574,294,19.925518,0.17894694,0.0005877571,2.509345,4385276,639.3815,3791.48,True,827.6695,23737.950481653214,-1,4657.48639657584,14700
0.33357713,37.766033,479.48,-0.593911,751.25354,961.63403,22407868.0,4447.172,1.148914,50,10.0,5524.3335,,0.65391386,4999.9077,3.1404805,4789.527,10.0,[-0.256  1.83  -1.942 -2.496 -2.013],0.022978282,0.013078277,295,32.318684,0.06280961,0.0066715423,1.5470928,4409250,4038.2737,3923.518,True,297.09686,23893.773069381714,-1,4789.527190232409,14750
0.006965181,1.7346344,478.5,-0.6167281,880.87585,1100.8599,259411020.0,10538.377,3.5690627,50,10.0,15906.198,,18.826433,4999.8706,134.95586,4779.8867,10.0,[-0.254  1.827 -1.946 -2.509 -2.013],0.071381256,0.37652865,296,1.301406,2.6991172,0.00013930361,38.419987,4433175,3899.0107,3913.8833,True,352.50577,24045.916296243668,-1,4779.886545321863,14800
0.1951015,42.51291,463.4,-0.6192631,4469.442,4840.005,4261562.5,3930.8345,1.0565772,50,10.0,4881.2734,,0.4434017,4999.843,2.5974064,4629.28,10.0,[-0.261  1.814 -1.943 -2.526 -2.036],0.021131542,0.008868034,297,41.510258,0.051948126,0.00390203,1.2045215,4456345,159.83813,3763.2812,True,742.8041,24209.99322795868,-1,4629.2796230938875,14850
0.260915,41.068207,470.18,-0.6145649,1087.3146,1390.5259,16988858.0,4283.1357,1.1138264,50,10.0,5301.4683,,0.5194385,4999.897,2.7806795,4696.6855,10.0,[-0.264  1.823 -1.949 -2.526 -2.038],0.022276528,0.01038877,298,36.160473,0.05561359,0.0052183,1.3827252,4479854,3609.371,3830.6785,True,423.67606,24362.21367406845,-1,4696.685769765165,14900
0.20805402,40.776676,480.36,-0.6102601,779.16956,980.1731,19390364.0,4145.1445,1.0784494,50,10.0,5121.3564,,0.5129058,4999.8804,2.2675,4798.877,10.0,[-0.26   1.824 -1.95  -2.524 -2.034],0.021568988,0.010258116,299,39.347954,0.045349997,0.0041610803,1.2707142,4503872,4019.7073,3932.8718,True,305.11786,24525.132653713226,-1,4798.876744651727,14950
0.24393834,32.93035,465.14,-0.6066362,4136.4834,4490.3823,13640179.0,4273.3843,1.1308814,50,10.0,5396.7188,,0.8142003,4999.9263,4.2018256,4646.027,10.0,[-0.264  1.827 -1.954 -2.521 -2.029],0.022617629,0.016284004,300,29.716677,0.084036514,0.004878767,1.6825569,4527129,509.54398,3780.0142,True,692.0908,24667.533872127533,-1,4646.026938954143,15000
0.045983944,32.39135,466.06,-0.6038432,4655.718,4999.894,18536000.0,4358.234,1.1847976,50,10.0,5604.462,,0.87355983,4999.894,4.0752497,4655.718,10.0,[-0.263  1.835 -1.952 -2.512 -2.026],0.023695951,0.017471196,301,24.144482,0.08150499,0.0009196789,2.0708666,4550432,,3789.7107,True,782.1744,24824.14492201805,-1,4655.717801716443,15050
0.14989522,35.584995,479.76,-0.60201967,764.2675,971.2622,23624158.0,4603.578,1.1822385,50,10.0,5718.4795,,0.75245243,4999.8833,4.3621554,4792.8887,10.0,[-0.257  1.839 -1.943 -2.52  -2.023],0.02364477,0.015049048,302,30.167425,0.08724311,0.0029979043,1.6574169,4574420,4028.621,3926.8835,True,304.7068,24978.768057346344,-1,4792.888543642286,15100
0.100440465,14.861695,464.68,-0.6002181,4502.8535,4860.0493,88706220.0,4619.572,1.3183427,50,10.0,6177.3784,,2.027144,4999.9155,12.193266,4642.72,10.0,[-0.251  1.841 -1.939 -2.518 -2.021],0.026366856,0.040542874,303,15.452175,0.24386531,0.0020088092,3.2357905,4597654,139.8664,3776.709,True,962.51056,25113.09242248535,-1,4642.719909934174,15150
0.29254657,43.37811,480.66,-0.5884989,4153.5864,4350.4043,4453891.0,4246.206,1.0837632,50,10.0,5195.4624,,0.42343858,4999.823,2.6727128,4803.005,10.0,[-0.246  1.825 -1.934 -2.523 -2.019],0.021675264,0.008468771,304,41.613445,0.053454254,0.005850931,1.2015347,4621687,649.4189,3937.0103,True,634.65784,25281.758516311646,-1,4803.004662833839,15200
0.19300824,28.40604,481.34,-0.56539917,3000.7788,3191.3545,16972900.0,5096.12,1.2945018,50,10.0,6284.611,,1.128661,4999.8975,5.6754136,4809.322,10.0,[-0.244  1.825 -1.934 -2.52  -2.007],0.025890036,0.022573221,305,26.547398,0.11350827,0.003860165,1.8834238,4645754,1808.543,3943.3137,True,484.95663,25411.512954711914,-1,4809.321417757935,15250
0.016893364,4.1703258,485.78,-0.55660325,1174.7025,1320.1426,155471020.0,8726.003,2.5572996,50,10.0,12043.102,,8.477543,4999.8857,48.146973,4854.446,10.0,[-0.246  1.822 -1.943 -2.522 -1.984],0.051145997,0.16955085,306,3.407961,0.96293944,0.00033786727,14.67153,4670043,3679.7432,3988.4397,True,309.8747,25553.617599725723,-1,4854.445521497636,15300
0.0008542704,2.2879262,475.22,-0.5601107,4748.411,4999.858,2708596200.0,7632.59,2.384854,50,10.0,11336.272,,10.890679,4999.858,78.29283,4748.411,10.0,[-0.249  1.842 -1.943 -2.508 -1.976],0.047697082,0.21781361,307,2.733626,1.5658566,1.7085407e-05,18.290726,4693804,,3882.41,True,799.03546,25720.248643159866,-1,4748.410973805825,15350
0.06929812,21.551985,493.24,-0.5589579,791.13196,861.2925,30059434.0,4941.9414,1.2785257,50,10.0,6318.681,,1.4688984,4999.7935,7.8033066,4929.6333,10.0,[-0.237  1.838 -1.943 -2.521 -1.979],0.025570512,0.029377967,308,19.78298,0.15606613,0.0013859624,2.527425,4718466,4138.501,4063.643,True,169.67183,25881.442318677902,-1,4929.632876089566,15400
0.013855074,16.17982,492.78,-0.57452446,655.20166,730.2119,37159388.0,5043.0576,1.373893,50,10.0,6807.242,,1.9863422,4999.8965,13.153405,4924.886,10.0,[-0.232  1.833 -1.942 -2.536 -1.978],0.027477859,0.039726842,309,12.048286,0.2630681,0.00027710147,4.1499677,4743105,4269.6846,4058.879,True,170.70651,26031.367844820023,-1,4924.886161562437,15450
0.0032626595,8.69644,456.1,-0.60280704,4557.966,4999.855,366776100.0,6128.586,1.7295438,50,10.0,8237.538,,3.7692466,4999.855,19.626175,4557.966,10.0,[-0.222  1.826 -1.949 -2.535 -1.993],0.034590874,0.07538494,310,8.430871,0.3925235,6.525319e-05,5.9305854,4765910,,3691.9656,True,1325.9691,26183.931708335876,-1,4557.965758883502,15500
0.0037314652,1.4536656,496.54,-0.64224255,574.3514,610.79346,875894500.0,24606.82,6.06395,50,10.0,29006.484,,35.043026,4999.8994,251.0169,4963.457,10.0,[-0.222  1.839 -1.962 -2.526 -2.022],0.12127897,0.70086044,311,1.9372011,5.020338,7.46293e-05,25.810432,4790737,4389.106,4097.4497,True,115.40256,26328.64331793785,-1,4963.457324484954,15550
0.021583706,14.181063,480.64,-0.6670294,4484.985,4680.2007,105210370.0,4896.7515,1.355017,50,10.0,6585.063,,2.1535091,4999.896,12.869009,4804.68,10.0,[-0.216  1.855 -1.975 -2.522 -2.061],0.027100341,0.043070182,312,13.155522,0.2573802,0.00043167413,3.8006852,4814769,319.69543,3938.6729,True,870.94525,26483.366344690323,-1,4804.680276616652,15600
0.4242529,44.404617,500.0,-0.66546607,1.4205176,2.041504,27520554.0,4268.6265,1.0391079,50,10.0,5194.712,,0.36886004,4999.8657,2.1669629,4999.245,10.0,[-0.208  1.857 -1.98  -2.528 -2.086],0.020782162,0.007377201,313,43.72259,0.043339256,0.008485057,1.1435735,4839769,4997.824,4133.2427,True,0.4935201,26673.44903421402,-1,4999.244617372275,15650
0.03708846,31.95699,489.16,-0.66995174,4740.6245,4850.0557,24264082.0,5227.6084,1.3155922,50,10.0,6480.459,,0.98853683,4999.9116,4.6434813,4890.481,10.0,[-0.204  1.859 -1.985 -2.531 -2.084],0.026311843,0.019770734,314,23.89006,0.092869624,0.0007417692,2.0929205,4864227,149.85577,4024.4705,True,682.26526,26858.46610045433,-1,4890.480771239358,15700
0.024924975,23.69626,499.84,-0.6809917,88.366844,90.61377,42828724.0,5125.1626,1.3194155,50,10.0,6595.8013,,1.3901137,4999.884,6.6255713,4997.6367,10.0,[-0.205  1.857 -1.99  -2.548 -2.089],0.026388312,0.027802274,315,17.338005,0.13251142,0.0004984995,2.8838382,4889219,4909.27,4131.6313,True,12.629174,27022.956598758698,-1,4997.636826260342,15750
0.20170555,35.175335,499.36,-0.66598403,183.3877,190.6333,37093076.0,5046.162,1.2532287,50,10.0,6263.2847,,0.8135865,4999.9224,3.4147441,4992.677,10.0,[-0.205  1.845 -1.996 -2.558 -2.1  ],0.02506457,0.01627173,316,25.313334,0.06829488,0.004034111,1.9752436,4914187,4809.289,4126.664,True,33.653282,27198.287601947784,-1,4992.676675052075,15800
0.45969942,47.589584,490.36,-0.66409075,4732.967,4830.062,1800132.4,4162.342,1.0300692,50,10.0,5062.3887,,0.23182297,4999.902,1.5669608,4902.8066,10.0,[-0.199  1.852 -2.    -2.557 -2.085],0.020601386,0.004636459,317,46.28964,0.031339217,0.0091939885,1.0801554,4938705,169.84,4036.7983,True,676.1382,27360.651197195053,-1,4902.806422738981,15850
0.016827567,16.472982,492.94,-0.6762932,3269.8083,3341.3818,62875464.0,5897.885,1.5517381,50,10.0,7721.2607,,2.2137563,4999.897,11.359755,4928.324,10.0,[-0.201  1.847 -2.001 -2.557 -2.083],0.031034766,0.04427512,318,11.278749,0.22719508,0.0003365513,4.4331155,4963352,1658.5151,4062.3162,True,468.04727,27539.35361456871,-1,4928.323688295047,15900
0.16476342,31.240086,499.96,-0.6741095,29.656757,30.91748,33223358.0,4579.2646,1.148329,50,10.0,5740.723,,0.8898681,4999.855,4.6386437,4998.594,10.0,[-0.198  1.862 -2.002 -2.55  -2.095],0.02296658,0.017797362,319,27.797047,0.09277287,0.0032952684,1.7987522,4988350,4968.9375,4132.5938,True,4.2715616,27686.28137946129,-1,4998.594240739375,15950
0.011873776,18.02486,498.54,-0.66718143,275.41086,291.37158,50998170.0,5522.8096,1.4963996,50,10.0,7479.6367,,1.9930482,4999.889,11.094402,4983.928,10.0,[-0.201  1.852 -1.999 -2.552 -2.093],0.029927995,0.03986096,320,9.792803,0.22188804,0.00023747551,5.1057906,5013277,4708.5176,4117.9224,True,60.579365,27865.274787664413,-1,4983.928319938755,16000
0.65843606,47.970524,490.7,-0.6679017,4566.576,4660.236,1619557.9,4240.199,1.0444939,50,10.0,5136.886,,0.21483806,4999.9,1.6132047,4906.24,10.0,[-0.191  1.851 -1.996 -2.549 -2.086],0.020889878,0.004296761,321,46.637165,0.032264095,0.0131687205,1.0721064,5037812,339.66428,4040.2322,True,652.36816,28028.569788455963,-1,4906.240506151415,16050
0.00074744225,2.243781,490.06,-0.6811858,4749.484,4850.025,5635283000.0,12188.826,3.410757,50,10.0,16746.398,,15.735317,4999.8794,111.41916,4899.338,10.0,[-0.194  1.852 -2.005 -2.551 -2.087],0.068215154,0.31470633,322,1.8052737,2.228383,1.4948844e-05,27.696632,5062315,149.85426,4033.334,True,678.74945,28197.517186403275,-1,4899.338336360663,16100
0.0011109875,5.3397093,490.02,-0.6828682,4899.4155,4999.893,641085250.0,6010.1855,1.7324905,50,10.0,8559.878,,5.010405,4999.893,36.23484,4899.4155,10.0,[-0.195  1.833 -2.005 -2.565 -2.1  ],0.034649804,0.10020811,323,5.768159,0.7246968,2.221975e-05,8.668277,5086816,,4033.4087,True,699.9167,28360.931510210037,-1,4899.415817255681,16150
0.096538596,24.208351,481.02,-0.6713033,4649.4023,4840.0176,40204756.0,4567.491,1.2348018,50,10.0,5963.1567,,1.2745422,4999.8613,6.630082,4809.246,10.0,[-0.182  1.833 -1.997 -2.559 -2.102],0.024696035,0.02549084,324,19.250603,0.13260163,0.0019307719,2.5973213,5110867,159.84395,3943.2446,True,931.87396,28551.46792602539,-1,4809.245735237213,16200
0.07387777,10.567509,490.66,-0.6640072,4585.9746,4680.1978,255474140.0,6461.9023,1.7462018,50,10.0,8655.079,,3.3731465,4999.8843,19.740915,4905.6606,10.0,[-0.172  1.83  -1.992 -2.562 -2.09 ],0.034924038,0.06746293,325,7.7958593,0.3948183,0.0014775553,6.413661,5135400,319.68634,4039.6558,True,655.13934,28725.225661754608,-1,4905.660786690621,16250
0.000541424,8.812474,500.0,-0.687751,1.5047461,1.9458008,132829390.0,8011.1353,2.282801,50,10.0,11412.854,,4.9351683,4999.897,30.20725,4999.4556,10.0,[-0.182  1.818 -1.998 -2.558 -2.083],0.045656014,0.098703355,326,3.2405343,0.604145,1.0828479e-05,15.429554,5160400,4997.951,4133.448,True,0.4075634,28887.818031549454,-1,4999.455794531334,16300
0.0008548429,3.043291,490.32,-0.7567686,4752.61,4850.036,10043403000.0,15559.16,5.2061696,50,10.0,25917.451,,20.450098,4999.881,131.9284,4902.455,10.0,[-0.172  1.799 -2.019 -2.562 -2.107],0.104123384,0.40900195,327,0.34948972,2.6385682,1.7096858e-05,143.06572,5184916,149.84467,4036.4502,True,678.94446,29054.464495897293,-1,4902.454803343086,16350
0.065676264,27.287872,500.0,-0.7475322,1.2666211,1.6357422,39568572.0,4907.647,1.2458557,50,10.0,6228.738,,1.1366109,4999.9146,4.736201,4999.5454,10.0,[-0.182  1.818 -2.012 -2.569 -2.176],0.02491711,0.022732217,328,21.485775,0.094724014,0.0013135253,2.327121,5209916,4998.279,4133.534,True,0.3294197,29238.140522003174,-1,4999.545383292651,16400
0.08258819,33.334023,500.0,-0.7398936,0.7966699,1.203125,34824840.0,4719.068,1.1686984,50,10.0,5842.8555,,0.82636905,4999.8813,3.5583136,4999.4746,10.0,[-0.173  1.811 -2.02  -2.573 -2.166],0.023373967,0.01652738,329,29.692194,0.07116627,0.0016517637,1.6839442,5234916,4998.678,4133.47,True,0.28745925,29404.87610054016,-1,4999.474710481523,16450
0.33508456,44.288376,499.9,-0.7363684,59.576805,61.13379,27237772.0,4302.824,1.0461085,50,10.0,5229.6074,,0.3756746,4999.8906,2.2007668,4998.334,10.0,[-0.178  1.807 -2.021 -2.579 -2.159],0.020922167,0.0075134914,330,43.657223,0.044015337,0.006701691,1.1452858,5259911,4938.757,4132.327,True,8.516688,29578.379739046097,-1,4998.333497237985,16500
0.3816846,43.09048,490.02,-0.724909,4899.5454,4999.9126,5583672.0,4452.8965,1.103425,50,10.0,5417.7515,,0.44185108,4999.9126,2.4062881,4899.5454,10.0,[-0.175  1.81  -2.013 -2.577 -2.155],0.022068502,0.008837022,331,40.280228,0.048125762,0.0076336917,1.2413038,5284412,,4033.5356,True,699.9352,29732.74324655533,-1,4899.545430474985,16550
0.5738199,43.33114,500.0,-0.719549,1.3011621,1.7109375,27871338.0,4293.541,1.0456377,50,10.0,5227.606,,0.41021106,4999.8774,2.925098,4999.468,10.0,[-0.172  1.81  -2.023 -2.574 -2.144],0.020912755,0.008204221,332,42.978962,0.05850196,0.0114763975,1.1633599,5309412,4998.1665,4133.464,True,0.36375478,29861.46918964386,-1,4999.467634282252,16600
0.005638596,1.1235143,500.0,-0.6835048,1.1805273,1.609375,9586868000.0,78953.15,19.392298,50,10.0,96931.875,,127.90572,4999.907,914.45337,4999.478,10.0,[-0.175  1.812 -2.017 -2.569 -2.138],0.3878459,2.558114,333,0.11601047,18.289066,0.00011277192,430.99557,5334412,4998.298,4133.4688,True,0.3765429,30007.37909412384,-1,4999.478222288281,16650
0.0068050334,2.729395,500.0,-0.66067576,1.376162,1.8945312,762020160.0,19118.031,5.467645,50,10.0,27331.246,,22.75426,4999.8906,152.06879,4999.372,10.0,[-0.19   1.828 -2.012 -2.56  -2.102],0.109352894,0.45508522,334,0.55588645,3.0413756,0.00013610067,89.94643,5359412,4997.996,4133.3657,True,0.4545806,30162.688609838486,-1,4999.3721756137,16700
0.06545594,17.264025,500.0,-0.6337584,1.7058399,2.2695312,47966668.0,5484.404,1.3718965,50,10.0,6858.501,,1.8891346,4999.8687,10.430664,4999.305,10.0,[-0.189  1.847 -2.009 -2.545 -2.08 ],0.027437933,0.037782695,335,19.859737,0.20861328,0.0013091188,2.5176566,5384412,4997.599,4133.3027,True,0.4312714,30280.701895713806,-1,4999.304907749685,16750
0.3317675,42.552296,490.32,-0.63641346,4752.345,4850.0205,5350715.5,4306.673,1.069172,50,10.0,5259.667,,0.44729796,4999.879,2.4446719,4902.2036,10.0,[-0.188  1.826 -1.978 -2.521 -2.053],0.021383438,0.00894596,336,41.288544,0.048893437,0.0066353497,1.2109897,5408928,149.85864,4036.1992,True,678.9067,30398.26281952858,-1,4902.203275661725,16800
0.15075114,28.848078,499.54,-0.6261657,124.976456,130.7002,33951972.0,4715.8306,1.1843671,50,10.0,5910.409,,1.0141515,4999.8384,4.9668245,4994.1147,10.0,[-0.19   1.818 -1.982 -2.52  -2.055],0.023687344,0.020283028,337,26.276884,0.09933649,0.0030150227,1.9028131,5433905,4869.138,4128.117,True,24.569723,30510.033586502075,-1,4994.114567310394,16850
0.023881547,2.2313533,491.7,-0.59792256,4076.8262,4160.6597,5324100000.0,12291.743,3.7485452,50,10.0,18705.77,,17.34403,4999.9087,120.86669,4916.075,10.0,[-0.188  1.815 -1.974 -2.532 -2.045],0.0749709,0.3468806,338,0.9114943,2.4173338,0.00047763094,54.854977,5458490,839.24915,4050.0657,True,582.40393,30619.547231912613,-1,4916.07513618291,16900
0.00040242408,1.0439034,490.26,-0.568351,4731.7314,4830.062,682229040000.0,67717.05,24.723896,50,10.0,123441.1,,169.31294,4999.9087,1209.9004,4901.5776,10.0,[-0.187  1.806 -1.985 -2.558 -2.017],0.49447793,3.3862588,339,0.012076193,24.198008,8.0484815e-06,4140.378,5483003,169.84656,4035.5686,True,676.01373,30730.146466255188,-1,4901.577898944692,16950
0.14161658,36.953297,482.02,-0.5629277,4818.911,4999.875,12331556.0,4435.282,1.1244718,50,10.0,5482.2646,,0.6681478,4999.875,3.5167227,4818.911,10.0,[-0.184  1.842 -1.93  -2.554 -1.987],0.022489434,0.013362954,340,34.20824,0.07033445,0.0028323317,1.4616361,5507104,,3952.908,True,888.2225,30841.20641040802,-1,4818.911480979047,17000
0.07675558,27.643122,461.74,-0.56661993,4615.36,4999.8857,26921680.0,4236.0693,1.1139468,50,10.0,5391.083,,1.0017896,4999.8857,4.8887143,4615.36,10.0,[-0.182  1.831 -1.93  -2.554 -1.982],0.022278938,0.02003579,341,28.108467,0.09777428,0.0015351117,1.7788235,5530191,,3749.3542,True,1102.2623,30946.619094848633,-1,4615.359682525,17050
0.005838842,1.6155221,481.32,-0.58084065,4662.148,4850.0103,9909864000.0,11996.276,3.7125835,50,10.0,18376.54,,20.317617,4999.862,145.60535,4811.9995,10.0,[-0.19   1.823 -1.938 -2.555 -1.986],0.07425167,0.40635237,342,0.9211497,2.9121068,0.00011677684,54.279995,5554257,149.85153,3945.9976,True,917.6081,31048.231625795364,-1,4811.999126208509,17100
0.21189964,41.191982,471.14,-0.57914025,4559.6245,4850.0522,7634059.5,4306.676,1.1147757,50,10.0,5330.793,,0.51549006,4999.9067,3.241914,4709.4785,10.0,[-0.203  1.835 -1.945 -2.535 -2.   ],0.022295512,0.010309802,343,35.753284,0.06483828,0.0042379927,1.3984729,5577814,149.8543,3843.4697,True,1002.0638,31153.662287712097,-1,4709.478955851908,17150
0.14313786,27.580017,499.0,-0.59578645,299.46902,310.5913,33299058.0,4914.597,1.2159877,50,10.0,6072.0474,,1.0963509,4999.8657,6.0933146,4988.7437,10.0,[-0.206  1.827 -1.943 -2.539 -1.998],0.024319753,0.021927018,344,27.99002,0.12186629,0.002862757,1.786351,5602764,4689.2744,4122.741,True,51.982216,31256.406065940857,-1,4988.7434211843165,17200
0.011610877,1.5780265,489.16,-0.57360893,4719.9233,4830.047,8105416700.0,12969.646,3.3325472,50,10.0,16596.36,,18.460373,4999.878,132.36166,4889.7544,10.0,[-0.211  1.83  -1.936 -2.534 -2.015],0.06665096,0.36920744,345,2.8509119,2.6472332,0.00023221753,17.538248,5627222,169.83101,4023.75,True,676.19604,31334.860389471054,-1,4889.754373539612,17250
0.006265812,2.0579853,483.48,-0.59509474,4203.003,4370.338,5817956000.0,11787.096,3.8964586,50,10.0,18191.268,,18.806461,4999.8467,134.64264,4832.5117,10.0,[-0.209  1.844 -1.93  -2.524 -1.993],0.077929184,0.37612924,346,0.9142788,2.6928527,0.00012531623,54.687912,5651396,629.5089,3966.5134,True,725.70276,31396.374552488327,-1,4832.5119936701285,17300
0.050327364,18.631853,455.58,-0.5881416,4552.7954,4999.871,76035020.0,4642.0425,1.3218454,50,10.0,6087.7964,,1.71513,4999.871,9.135642,4552.7954,10.0,[-0.216  1.861 -1.928 -2.507 -2.014],0.026436906,0.0343026,347,17.939907,0.18271284,0.0010065472,2.7870824,5674175,,3686.792,True,1216.008,31474.909891843796,-1,4552.795466780744,17350
0.0048694825,5.040894,449.54,-0.6164165,4192.975,4700.0947,826946370.0,6644.294,2.024533,50,10.0,9953.192,,6.046164,4999.839,33.671783,4492.719,10.0,[-0.216  1.877 -1.925 -2.508 -2.007],0.040490657,0.120923266,348,3.4248102,0.6734356,9.7389646e-05,14.599349,5696652,299.7444,3626.7222,True,1294.8052,31535.2899518013,-1,4492.719151923086,17400
0.008330492,11.901763,482.96,-0.61391443,4508.678,4680.0947,111344280.0,4497.701,1.2431566,50,10.0,6146.311,,2.2241938,4999.835,15.004307,4828.4185,10.0,[-0.213  1.869 -1.939 -2.525 -2.035],0.024863126,0.044483874,349,13.796431,0.30008614,0.00016660984,3.6241257,5720800,319.74023,3962.4211,True,840.70764,31610.399122953415,-1,4828.418196371636,17450
0.027197195,6.4504952,489.32,-0.59545267,4401.755,4510.334,366821440.0,5773.738,1.6213306,50,10.0,7998.6006,,4.2127595,4999.9062,29.039171,4891.327,10.0,[-0.212  1.862 -1.943 -2.541 -2.033],0.03242661,0.08425519,350,7.5754504,0.5807834,0.0005439439,6.6002674,5745266,489.5722,4025.3174,True,632.1331,31693.892045497894,-1,4891.326982775848,17500
0.046551816,22.644361,484.68,-0.59252256,4035.055,4190.4,30522824.0,4437.718,1.2028912,50,10.0,5735.4404,,1.3221165,4999.755,6.4561515,4844.41,10.0,[-0.213  1.874 -1.946 -2.53  -2.014],0.024057824,0.02644233,351,22.26512,0.12912303,0.0009310363,2.245665,5769500,809.35486,3978.4268,True,652.21106,31772.69665145874,-1,4844.410010063967,17550
0.3598868,40.15735,433.22,-0.6012495,4329.5654,4999.842,9992635.0,3784.2566,1.0672673,50,10.0,4724.105,,0.5283808,4999.842,3.848366,4329.5654,10.0,[-0.207  1.877 -1.945 -2.523 -2.011],0.021345343,0.010567616,352,42.451023,0.07696732,0.007197736,1.177828,5791161,,3463.5679,True,1550.7314,31848.28046274185,-1,4329.565424806348,17600
