ESSRenyi,InitialReturnMax,EpThisIter,VarianceInit,Bound,ESSClassic,TimestepsSoFar,EpRewMean,OptimizationReturnMin,InitialReturnMin,MinIW,StdIW,MeanIW,MeanEntropy,StdIWNorm,LearnableVariance,EmpiricalD2,MeanIWNorm,ReturnMeanIW,Weights,ReturnStepMax,J_sample_variance,MinIWNorm,OptimizationReturnMax,EpisodesSoFar,MaxIWNorm,InitialBound,OptimizationReturnMean,Iteration,MaxIW,InitialReturnMean,EpLenMean,TimeElapsed,InitialReturnStd,ReturnStepMaxmin
1.1921511,809.5906,50,-1,706.84357,1.8739341,10860,324.0607575747042,,9.981133,0.0075446963,18.00925,3.5537152,0.5471571,0.36018497,True,41.940994,0.07107429,1614.9681,[-1.501  0.52  -1.457 -0.921 -0.716],9.999997,82710000.0,0.00015089392,799.60944,550,2.5802073,183.83553,314.07962,11,129.01038,324.0608,33.42,12.252855062484741,166.01457,9.999997
18.323948,959.6913,50,-1,404.1033,22.184784,12784,374.64746087777417,,69.955666,0.016224807,1.5492417,1.3835841,0.5054012,0.030984832,True,2.7286696,0.027671685,678.6825,[-1.417  0.682 -1.494 -0.902 -0.872],9.999999,1280885.8,0.00032449613,889.7356,600,0.17245539,208.42403,304.6918,12,8.622769,374.64746,38.48,13.73894715309143,145.36487,9.999999
2.8399057,929.82086,50,-1,1032.7473,1.7389078,15065,446.0194755412137,,229.87854,0.0036899184,10.944447,2.077464,0.32929984,0.21888892,True,17.606218,0.04154928,1708.508,[-1.426  0.719 -1.538 -1.058 -0.914],10.0,60318280.0,7.3798365e-05,699.9423,650,1.5690465,284.9698,216.14093,13,78.452324,446.0195,45.62,15.271726608276367,161.23955,10.0
44.47957,959.79834,50,-1,328.99664,45.940685,17506,478.0419830030427,,19.963478,0.32977602,0.31106296,1.0464553,0.2953949,0.0062212595,True,1.1241117,0.020929106,505.25323,[-1.497  0.816 -1.594 -1.179 -1.09 ],10.0,67355.62,0.0065955203,939.83484,700,0.03511233,311.80005,458.07852,14,1.7556165,478.042,48.82,16.942870378494263,165.59985,10.0
45.85685,919.78125,50,-1,350.77805,45.066765,20051,498.82545369892557,,269.83026,0.48986366,0.3474671,1.0502089,0.30601892,0.0069493414,True,1.0903497,0.021004174,517.13007,[-1.499  0.81  -1.571 -1.183 -1.124],9.999999,107024.03,0.009797273,649.951,750,0.039674062,339.5147,228.99521,15,1.9837031,498.82547,50.9,18.39601492881775,150.97218,9.999999
17.789845,1049.7986,50,-1,494.06714,14.268862,22952,570.0224634623905,,239.89189,0.13248576,1.8853058,1.1913875,0.3773088,0.037706118,True,2.8105924,0.02382775,798.90265,[-1.541  0.838 -1.593 -1.173 -1.113],10.0,1791873.2,0.0026497152,809.9067,800,0.20269708,388.19202,330.13058,16,10.134854,570.0224,58.02,20.329440593719482,185.74348,10.0
3.2416885,1089.7844,50,-1,954.7509,1.9066253,25511,501.61776237879644,,269.88004,0.029436698,16.096766,3.2050042,0.34811038,0.3219353,True,15.424061,0.064100094,1696.0621,[-1.605  0.896 -1.615 -1.27  -1.042],10.0,19117726.0,0.00058873394,819.9044,850,2.2987185,312.86157,231.73773,17,114.93592,501.61777,51.18,22.276833057403564,138.48906,10.0
41.62737,1319.6199,50,-1,335.55872,40.395813,28121,511.80769219511154,,169.92465,0.4873317,0.528177,1.0832216,0.35858133,0.01056354,True,1.2011329,0.02166443,586.0571,[-1.537  0.948 -1.286 -1.139 -1.071],10.0,185614.88,0.0097466335,1149.6952,900,0.06225544,283.2428,341.88306,18,3.112772,511.8077,52.2,24.44097328186035,198.70364,10.0
10.773787,1269.6802,50,-1,405.5724,4.6072607,30543,474.22149668793935,,9.980395,0.046415225,4.8056645,1.5310227,0.34808353,0.09611328,True,4.640894,0.030620454,879.3295,[-1.561  0.986 -1.354 -1.191 -1.06 ],10.0,11405335.0,0.00092830445,1259.6998,950,0.6851098,254.30641,464.24112,19,34.25549,474.22153,48.44,26.13634467124939,222.78297,10.0
0.85515535,1049.6829,50,-1,1997.2588,1.1963513,33494,579.9926982792077,,259.8155,0.0021195433,23.724522,3.7145028,0.2671922,0.4744904,True,58.46891,0.07429005,3387.4714,[-1.511  1.036 -1.419 -1.304 -1.071],9.999999,266860400.0,4.2390864e-05,789.8674,1000,3.3951006,398.18228,320.17722,20,169.75504,579.9927,59.02,27.787553548812866,194.94781,9.999999
27.28974,1269.6544,50,-1,529.9529,29.461786,36804,651.7523306462143,,9.981702,0.023324262,1.0435193,1.2498235,0.23706453,0.020870386,True,1.8321904,0.024996469,827.6204,[-1.38   1.052 -1.455 -1.384 -1.152],9.999999,536790.44,0.00046648525,1259.6727,1050,0.11634253,431.84174,641.7706,21,5.8171268,651.7523,66.2,29.73583984375,183.7275,9.999999
4.244531,1239.6774,50,-1,1242.6311,4.5063367,40535,735.931724216407,,469.7125,0.0068921763,6.5825505,2.0717173,0.110430546,0.13165098,True,11.779864,0.041434344,1979.5835,[-1.403  1.04  -1.446 -1.44  -1.182],9.999999,26058316.0,0.00013784353,769.96484,1100,0.9231283,521.2134,266.2192,22,46.156418,735.9317,74.62,31.661601066589355,177.5454,9.999999
0.067218184,1099.6163,50,-1,7576.9023,1.0695052,43759,634.5673553294333,,19.966148,6.579424e-06,115.910706,17.136621,-0.13257016,2.318214,True,743.8463,0.34273243,12771.398,[-1.391  1.068 -1.47  -1.455 -1.309],10.0,7303448600.0,1.3158848e-07,1079.6501,1150,16.567543,444.1082,614.60126,23,828.3772,634.5673,64.48,33.942848205566406,164.14053,10.0
24.974789,1289.8247,50,-1,595.6877,19.90766,47349,707.7705131318776,,499.54187,0.18394648,1.6196252,1.3173363,-0.09182253,0.0323925,True,2.002019,0.026346726,911.7883,[-1.35   1.033 -1.484 -1.51  -1.552],10.0,546138.1,0.0036789295,790.28284,1200,0.20782484,484.3664,208.22865,24,10.391242,707.77057,71.8,36.51391839981079,186.58179,10.0
7.386185,1449.7356,50,-1,527.0135,4.7166667,50957,711.3767916180468,,9.9804945,0.0017916192,5.1660123,1.667262,-0.12357281,0.103320256,True,6.7693944,0.03334524,1180.331,[-1.379  1.058 -1.456 -1.476 -1.511],10.0,14282037.0,3.5832385e-05,1439.7551,1250,0.7203602,460.27527,701.3963,25,36.018013,711.3768,72.16,38.65701651573181,204.89748,10.0
30.621408,1299.7915,50,-1,570.022,24.428122,54648,727.9750316933123,,9.984754,0.3112731,1.1017071,1.0767872,-0.08606811,0.02203414,True,1.6328446,0.021535745,857.7,[-1.343  1.08  -1.472 -1.435 -1.543],9.999999,1919027.4,0.0062254616,1289.8068,1300,0.15345775,502.84448,717.9903,26,7.672888,727.975,73.82,40.84752440452576,195.0611,9.999999
0.4195261,1159.7476,50,-1,4667.5825,1.5747582,58427,745.5520067504132,,519.7671,0.016120069,36.624695,6.604578,0.0543212,0.7324939,True,119.1821,0.13209157,6860.537,[-1.331  1.087 -1.474 -1.447 -1.505],9.999999,473777540.0,0.00032240138,639.98047,1350,5.238524,544.67786,225.7849,27,261.9262,745.552,75.58,43.443819522857666,169.71678,9.999999
30.378506,2549.4956,50,-1,418.03937,24.126223,62044,713.1579966322365,,,0.112831846,1.0953407,1.0577035,-0.0030650098,0.021906815,True,1.6459006,0.02115407,984.5612,[-1.351  1.106 -1.511 -1.453 -1.365],10.0,6081956.5,0.002256637,2549.4956,1400,0.13828449,271.57245,713.158,28,6.9142246,713.158,72.34,45.87780952453613,330.6695,10.0
25.247425,1789.6116,50,-1,574.2092,26.047783,65777,736.3542885637409,,,0.28897515,1.247803,1.3012435,0.03478626,0.02495606,True,1.9804,0.026024872,1010.4195,[-1.315  1.08  -1.491 -1.439 -1.422],10.0,1259070.6,0.005779503,1789.6116,1450,0.12002317,426.38443,736.35425,29,6.0011587,736.35425,74.66,48.97355556488037,241.08078,10.0
21.128307,1489.4026,50,-1,667.8755,16.512291,69757,785.7439016019512,,519.7156,0.11805163,1.828516,1.2839842,-0.020237923,0.036570318,True,2.3664935,0.025679681,1064.7246,[-1.286  1.082 -1.479 -1.418 -1.384],10.0,911992.5,0.0023610326,969.687,1500,0.20648599,527.7717,266.02832,30,10.3243,785.7439,79.6,51.49532914161682,191.97913,10.0
7.808851,1369.7646,50,-1,810.74164,8.414899,73847,807.7265665643132,,379.85095,0.04400256,3.8048263,1.7115532,-0.018166475,0.07609652,True,6.402991,0.034231063,1411.0826,[-1.26   1.082 -1.48  -1.442 -1.439],10.0,3254914.2,0.0008800512,989.9137,1550,0.43239486,570.4764,427.8756,31,21.619743,807.72656,81.8,54.91195344924927,199.63013,10.0
5.0906115,1499.6652,50,-1,735.261,4.618318,77773,774.9428877790082,,309.81665,0.0038961526,6.6374574,2.117402,-0.08980566,0.13274914,True,9.822002,0.042348042,1549.3182,[-1.226  1.078 -1.482 -1.524 -1.437],10.0,8488590.0,7.792305e-05,1189.8485,1600,0.9351295,515.19324,465.12625,32,46.756477,774.9429,78.52,57.401063442230225,225.5376,10.0
4.254988,1939.7457,50,-1,1718.9004,3.8455353,81662,767.5575514157773,,9.981891,0.07097465,7.3574,2.1237135,-0.06801987,0.14714798,True,11.750915,0.042474266,2870.6055,[-1.24   1.042 -1.48  -1.534 -1.509],10.0,203733260.0,0.0014194929,1929.7638,1650,1.0506043,431.5838,757.5756,33,52.53022,767.55756,77.78,60.50679898262024,255.98643,10.0
48.78058,1429.64,50,-1,549.6299,48.86023,85673,791.9450917144001,,549.7788,0.7172633,0.15503131,1.015049,-0.077792175,0.0031006264,True,1.0249981,0.020300977,800.3267,[-1.033  0.891 -1.511 -1.4   -1.487],10.0,350801.78,0.014345265,879.8612,1700,0.02702785,544.3241,242.16629,34,1.3513925,791.9451,80.22,63.96305513381958,187.94914,10.0
41.388405,1539.8026,50,-1,591.62537,43.28659,89743,803.7395166035604,,529.74036,0.50612354,0.4300686,1.0920502,-0.10146802,0.008601372,True,1.2080678,0.021841004,884.7629,[-1.028  0.884 -1.511 -1.402 -1.497],10.0,445970.28,0.010122471,1010.06226,1750,0.042227317,537.03796,273.99915,35,2.1113658,803.73944,81.4,67.30823302268982,231.31897,10.0
16.740978,1389.782,50,-1,687.86426,16.877415,93764,793.9471684349331,,549.60956,0.01971277,1.9639229,1.4018946,-0.17178899,0.039278455,True,2.9866831,0.02803789,1103.8724,[-1.016  0.881 -1.502 -1.418 -1.52 ],10.0,1124818.2,0.0003942554,840.1724,1800,0.19911419,553.22986,244.33762,36,9.955709,793.9471,80.42,70.47232222557068,185.12009,10.0
34.126614,1359.7812,50,-1,609.1445,35.20786,97645,765.9491113067119,,579.6903,0.19558665,0.76687235,1.1831161,-0.20161447,0.015337447,True,1.4651321,0.023662321,894.22534,[-1.01   0.854 -1.525 -1.441 -1.591],10.0,542930.25,0.003911733,780.09094,1850,0.06403825,530.42816,186.2588,37,3.2019124,765.94916,77.62,73.94935703277588,172.56833,10.0
46.78648,2019.763,50,-1,438.79053,47.183178,101452,751.1587315245529,,499.70816,0.42355067,0.2560454,1.0479263,-0.21845019,0.005120908,True,1.0686848,0.020958524,800.43835,[-1.034  0.863 -1.52  -1.433 -1.621],10.0,387531.53,0.008471013,1520.0548,1900,0.033933673,401.3255,251.45056,38,1.6966838,751.15875,76.14,76.83056473731995,224.98834,10.0
32.445004,1319.7418,50,-1,631.8803,35.1377,105291,757.5568871321905,,559.68713,0.16928983,0.779647,1.1987861,-0.24413678,0.01559294,True,1.5410694,0.023975724,915.64655,[-1.015  0.85  -1.512 -1.416 -1.637],10.0,545681.8,0.0033857964,760.0547,1950,0.08368933,528.9709,197.86972,39,4.184467,757.5568,76.78,80.17973065376282,167.43184,10.0
42.94892,1319.7292,50,-1,555.6659,43.879944,109120,755.5593970894291,,529.7893,0.32364577,0.4009446,1.0735933,-0.25540063,0.008018891,True,1.1641736,0.021471864,802.30066,[-1.03   0.847 -1.513 -1.409 -1.663],10.0,366950.28,0.0064729154,789.93994,2000,0.042856455,526.9756,225.7701,40,2.1428227,755.5594,76.58,83.50803732872009,171.47232,10.0
10.852553,1669.7312,50,-1,896.8186,6.8989077,113228,811.3512350019996,,549.7333,0.021455793,4.235603,1.6945767,-0.28451434,0.08471205,True,4.6072106,0.033891536,1517.5822,[-1.017  0.834 -1.494 -1.435 -1.674],10.0,3556459.0,0.00042911584,1119.9979,2050,0.46038377,522.14526,261.61795,41,23.01919,811.35126,82.16,86.9093849658966,238.82242,10.0
24.959808,1339.7676,50,-1,703.65955,26.999191,117181,780.3519586762329,,559.72174,0.022881726,1.2120245,1.3131528,-0.33647212,0.02424049,True,2.0032206,0.026263053,1032.0984,[-1.009  0.862 -1.5   -1.404 -1.703],10.0,802225.7,0.0004576345,780.04584,2100,0.09221821,548.29736,220.63022,42,4.610911,780.3519,79.06,91.36680603027344,181.33856,10.0
2.6031878,1469.787,50,-1,2028.9645,1.6200899,121309,815.3510867946944,,529.7634,0.0044795265,21.86864,4.0018325,-0.39542595,0.43737283,True,19.20722,0.08003665,3144.664,[-1.013  0.871 -1.506 -1.461 -1.755],10.0,30496038.0,8.959053e-05,940.02356,2150,3.135664,560.7764,285.58768,43,156.7832,815.3511,82.56,95.79553580284119,195.02077,10.0
1.8133551,1799.8162,50,-1,1628.8284,2.3138473,125501,828.1493473200903,,579.66296,0.0007660998,10.258519,2.2597265,-0.48035702,0.20517036,True,27.573198,0.04519453,3265.7668,[-1.028  0.923 -1.505 -1.405 -1.814],10.0,161852780.0,1.5321995e-05,1220.1532,2200,1.4687186,516.412,248.48637,44,73.435936,828.14935,83.84,100.52892065048218,225.42029,10.0
33.269585,1399.708,50,-1,629.8263,35.69562,129624,814.36642375844,,599.67084,0.20985353,0.71926475,1.1362184,-0.4555054,0.014385298,True,1.5028743,0.022724371,927.0335,[-0.985  0.853 -1.491 -1.452 -1.899],10.0,567013.8,0.0041970704,800.0372,2250,0.08932764,571.92993,214.69559,45,4.466382,814.3664,82.46,104.18991351127625,184.32347,10.0
1.673362,1339.6545,50,-1,1746.7231,2.167097,133602,785.3420674020902,,569.57385,0.007817266,20.394726,4.3410387,-0.3726495,0.40789452,True,29.879967,0.08682078,3015.086,[-1.011  0.889 -1.499 -1.492 -1.874],10.0,10613185.0,0.00015634531,770.0807,2300,2.9149992,553.30707,215.76825,46,145.74997,785.34204,79.56,108.43712854385376,173.94186,10.0
38.639023,1499.7979,50,-1,641.5114,39.38734,137791,827.5608830392807,,569.726,0.3740785,0.5887146,1.1341519,-0.3612365,0.011774291,True,1.2940286,0.02268304,937.0167,[-0.982  0.879 -1.501 -1.548 -1.792],10.0,527692.1,0.00748157,930.07184,2350,0.060914047,567.7882,257.83487,47,3.0457025,827.5609,83.78,112.7472722530365,245.5812,10.0
40.951008,1949.828,50,-1,575.05383,39.47629,142111,853.7518450901506,,609.6272,0.44675234,0.5567812,1.0783712,-0.35859218,0.011135623,True,1.2209712,0.021567421,948.2263,[-0.972  0.878 -1.508 -1.556 -1.78 ],10.0,768101.44,0.008935046,1340.2008,2400,0.059088945,516.03174,244.12463,48,2.9544473,853.7518,86.4,116.83631253242493,257.8494,10.0
40.86684,1689.6749,50,-1,652.3054,38.246918,146424,852.3470080226797,,589.7889,0.15644597,0.6139486,1.1075269,-0.37059474,0.012278971,True,1.2234858,0.022150539,976.02075,[-0.981  0.896 -1.506 -1.533 -1.778],10.0,573117.2,0.0031289193,1099.886,2450,0.07956109,559.6867,262.55814,49,3.9780548,852.3469,86.26,121.33739113807678,256.47467,10.0
37.159737,1599.7893,50,-1,607.6575,37.709286,150579,820.753226822939,,589.7325,0.38274658,0.661801,1.159212,-0.38330325,0.01323602,True,1.3455424,0.023184242,929.0769,[-0.992  0.905 -1.501 -1.506 -1.79 ],10.0,558178.44,0.0076549314,1010.0568,2500,0.061510026,543.6616,231.02074,50,3.0755014,820.7532,83.1,125.30794620513916,218.31505,10.0
23.235497,1349.7563,50,-1,762.7307,20.734535,154910,855.9702240166321,,609.7744,0.13547643,1.5155058,1.275637,-0.3663633,0.030310119,True,2.15188,0.02551274,1105.6761,[-1.003  0.914 -1.51  -1.468 -1.802],10.0,846834.6,0.0027095284,739.98193,2550,0.15105617,622.18555,246.1958,51,7.552809,855.9702,86.62,129.43925046920776,192.33794,10.0
5.468659,1609.8298,50,-1,1084.2744,5.719773,159173,842.3441066441414,,589.7665,0.009986337,5.4454064,1.9571079,-0.4262418,0.108908124,True,9.143009,0.039142154,1927.3862,[-1.036  0.939 -1.511 -1.435 -1.785],10.0,15040023.0,0.00019972674,1020.06335,2600,0.7055555,563.51337,252.57764,52,35.277775,842.3441,85.26,133.66888093948364,206.07394,10.0
43.073933,1599.7885,50,-1,622.9695,46.170437,163456,846.340120790715,,609.703,0.30121365,0.3105068,1.0781488,-0.40073624,0.0062101358,True,1.1607949,0.021562979,921.50836,[-1.011  0.944 -1.519 -1.457 -1.845],10.0,527913.56,0.006024273,990.08545,2650,0.03374321,569.24866,236.63713,53,1.6871605,846.3401,85.66,138.20723795890808,221.43738,10.0
5.114364,1599.7499,50,-1,1144.5425,5.3949027,167862,870.9497821637016,,599.6707,0.019874083,5.2702346,1.8328608,-0.37685078,0.105404675,True,9.776386,0.036657218,2010.9095,[-1.039  0.975 -1.501 -1.484 -1.82 ],10.0,17805216.0,0.00039748164,1000.07916,2700,0.71917355,593.86487,271.27905,54,35.95868,870.9498,88.12,142.83813858032227,222.69514,10.0
16.356884,1429.7937,50,-1,985.14484,15.07731,172441,905.5377060383345,,609.817,0.0985807,2.3373723,1.5358044,-0.345348,0.046747442,True,3.056817,0.030716088,1418.1257,[-1.01   0.976 -1.5   -1.505 -1.796],10.0,1454919.8,0.001971614,819.9767,2750,0.29113764,657.89014,295.72067,55,14.556882,905.5377,91.58,147.8091938495636,201.89061,10.0
14.671696,1329.7568,50,-1,785.412,12.227185,176894,880.3323265145759,,589.6841,0.019680353,2.2946444,1.3055364,-0.34705758,0.045892887,True,3.4079223,0.026110727,1210.5968,[-0.998  0.987 -1.499 -1.503 -1.764],10.0,1514744.0,0.00039360704,740.07275,2800,0.27243456,650.01166,290.64825,56,13.621729,880.3323,89.06,152.2767629623413,189.11678,10.0
23.1626,1729.609,50,-1,754.45056,22.926916,181577,926.3473392832541,,679.7259,0.085874096,1.3506728,1.2429514,-0.34166297,0.027013456,True,2.1586523,0.024859028,1194.5997,[-0.971  0.983 -1.498 -1.506 -1.766],10.0,1225627.6,0.0017174819,1049.883,2850,0.15111096,626.77026,246.62146,57,7.555548,926.34735,93.66,157.54955959320068,214.28493,10.0
49.291798,1859.8226,50,-1,619.37,49.43648,186274,929.1463831555053,,639.6366,0.79206216,0.109141834,1.0222591,-0.34712374,0.0021828364,True,1.0143676,0.020445183,943.8066,[-0.957  0.989 -1.501 -1.509 -1.761],10.0,486945.34,0.015841244,1220.186,2900,0.025508668,607.0157,289.5098,58,1.2754334,929.1464,93.94,162.0325059890747,225.11491,10.0
14.578282,1659.7719,50,-1,1001.58057,20.0274,190923,919.5328050014264,,649.65393,0.073139414,1.8093851,1.4790438,-0.34246546,0.0361877,True,3.4297593,0.029580874,1533.984,[-0.955  0.987 -1.507 -1.515 -1.766],10.0,2125331.8,0.0014627882,1010.1179,2950,0.13061902,632.0519,269.87888,59,6.530951,919.53284,92.98,166.25313186645508,239.19498,10.0
13.0175495,1699.7595,50,-1,874.17004,12.869286,196009,1006.9574899138165,,679.69354,0.019532178,2.3650784,1.3923745,-0.3252294,0.047301568,True,3.8409686,0.027847491,1451.1603,[-0.933  0.986 -1.508 -1.544 -1.761],10.0,2108033.5,0.00039064354,1020.066,3000,0.2786442,712.55054,327.26392,60,13.93221,1006.9575,101.72,171.46990180015564,245.04295,10.0
24.500896,2319.671,50,-1,836.8696,25.833536,201043,996.5484349822668,,649.62244,0.11485551,1.3821275,1.4290041,-0.32817444,0.02764255,True,2.0407417,0.028580079,1410.8289,[-0.96   0.989 -1.518 -1.542 -1.744],10.0,1502803.8,0.0022971102,1670.0485,3050,0.120315455,594.76965,346.92596,61,6.015773,996.54846,100.68,176.66471695899963,312.63834,10.0
34.702316,1639.741,50,-1,718.9352,36.910694,205550,891.1382196505655,,619.6083,0.107811265,0.68951833,1.1578802,-0.3584603,0.013790366,True,1.440826,0.023157602,1059.8467,[-0.958  0.966 -1.514 -1.555 -1.747],10.0,690367.25,0.0021562253,1020.1327,3100,0.057027996,607.1268,271.52994,62,2.8514,891.1382,90.14,181.12544751167297,224.3332,10.0
41.527588,1869.756,50,-1,629.8052,41.71348,210207,921.1484177447951,,649.6282,0.37645268,0.48030642,1.0776317,-0.33038023,0.009606128,True,1.2040188,0.021552633,985.16,[-0.961  0.967 -1.531 -1.6   -1.777],10.0,593780.9,0.0075290534,1220.1278,3150,0.04960876,597.2971,271.52023,63,2.480438,921.14844,93.14,185.65285205841064,258.49387,10.0
39.856197,1809.8281,50,-1,668.6557,41.09701,214864,921.1534184039972,,609.69104,0.2708406,0.5095298,1.0947291,-0.33867234,0.010190597,True,1.25451,0.02189458,1019.7591,[-0.964  0.969 -1.533 -1.589 -1.749],10.0,589752.94,0.0054168114,1200.1371,3200,0.051521096,607.682,311.46237,64,2.5760548,921.15344,93.14,189.82887029647827,235.86282,10.0
1.9465792,2089.7974,50,-1,2522.6177,1.6365893,219805,977.9546006681938,,619.74146,0.04906802,20.06537,3.6911242,-0.32403538,0.40130743,True,25.686085,0.07382248,4357.101,[-0.958  0.976 -1.53  -1.584 -1.758],10.0,168530640.0,0.0009813603,1470.0559,3250,2.8735952,615.9911,358.21313,65,143.67976,977.9546,98.82,194.88510823249817,287.59546,10.0
45.774654,1809.6876,50,-1,713.9348,46.514217,224831,994.9449076393638,,629.6631,0.48493654,0.28527665,1.0420986,-0.30854803,0.005705533,True,1.0923076,0.020841971,1041.5294,[-0.998  1.038 -1.529 -1.502 -1.743],10.0,514215.5,0.009698731,1180.0245,3300,0.033761516,681.4978,365.28183,66,1.6880758,994.94495,100.52,200.3874592781067,219.81445,10.0
0.069373325,1279.7561,50,-1,60443.332,1.0416418,229404,904.3458453028533,,579.77905,6.817744e-08,405.17667,59.100372,-0.50393677,8.103534,True,720.7381,1.1820073,66394.15,[-0.997  1.032 -1.528 -1.502 -1.727],10.0,51878950000.0,1.3635488e-09,699.97705,3350,57.899277,682.68555,324.56677,67,2894.9639,904.34576,91.46,204.54028034210205,170.33896,10.0
44.21256,1759.7936,50,-1,720.6152,45.499207,234392,987.3402582023655,,589.68933,0.3860582,0.33239746,1.0568548,-0.5146808,0.006647949,True,1.1309004,0.021137096,1044.7566,[-1.031  1.074 -1.521 -1.443 -1.923],10.0,506266.75,0.0077211643,1170.1042,3400,0.039218873,682.53503,397.65094,68,1.9609437,987.3402,99.76,209.56396532058716,249.29062,10.0
40.33291,1809.7509,50,-1,691.5853,41.421776,239159,943.1256221608971,,729.59326,0.29028177,0.5040906,1.1077054,-0.54189885,0.010081812,True,1.2396824,0.022154108,1040.5928,[-1.035  1.072 -1.52  -1.457 -1.934],10.0,728150.4,0.0058056354,1080.1576,3450,0.04330635,629.6676,213.53236,69,2.1653175,943.1256,95.34,213.8318703174591,193.95332,10.0
20.397028,2079.7593,50,-1,847.65247,20.725742,244303,1018.5549762722111,,719.6681,0.04843627,1.4719193,1.2385001,-0.53741515,0.029438382,True,2.4513376,0.024770003,1411.6475,[-1.03   1.066 -1.514 -1.471 -1.961],10.0,1736334.0,0.00096872536,1360.0912,3500,0.15836202,658.3301,298.88687,70,7.918101,1018.555,102.88,218.0599467754364,284.52618,10.0
