EpThisIter,TimeElapsed,MinIW,OptimizationReturnMean,InitialReturnMax,StdIWNorm,EpLenMean,ESSRenyi,InitialBound,EmpiricalD2,ReturnStepMaxmin,ReturnMeanIW,EpRewMean,ReturnStepMax,J_sample_variance,StdIW,Weights,LearnableVariance,MeanEntropy,MinIWNorm,ESSClassic,Iteration,TimestepsSoFar,InitialReturnMean,MaxIW,OptimizationReturnMin,InitialReturnMin,MeanIWNorm,InitialReturnStd,Bound,VarianceInit,EpisodesSoFar,MaxIWNorm,MeanIW,OptimizationReturnMax
50,0.7447078227996826,0.065280735,48.98718,179.86467,0.01620691,6.9,30.7765,27.81294,1.6246161,9.999998,76.52158,58.96641784055192,9.999998,18258.49,0.81034553,[ 0. -0.  0.  0.  0.],True,1.3550555,0.0013056147,30.100916,1,345,58.96642,4.9961033,,9.979244,0.019933041,39.543633,36.81323,-1,50,0.09992206,0.9966521,169.88542
50,1.9885127544403076,0.78325,70.37368,239.90121,0.0027589481,9.04,49.43482,38.80201,1.0114329,9.999965,83.684944,80.35412083723783,9.999965,3489.1733,0.13794743,[-0.331 -0.254 -0.235 -0.124 -0.064],True,1.3501006,0.015664998,49.117245,2,797,80.35412,1.4176611,,9.980444,0.020579737,53.121048,41.89598,-1,100,0.02835322,1.0289869,229.92078
50,2.7340996265411377,0.21740282,64.96951,339.77356,0.1716078,8.5,20.134485,16.103764,2.4833016,9.999976,479.0712,74.95426763746775,9.999976,8335471.0,8.58039,[-0.495 -0.326 -0.345 -0.022 -0.069],True,1.4584994,0.0043480564,2.6944296,3,1222,74.95427,62.037968,,9.984758,0.040955696,62.332104,386.33167,-1,150,1.2407594,2.0477848,329.7888
50,3.6479012966156006,0.062698066,82.75523,269.8484,0.016719196,10.28,31.840939,46.000122,1.5703055,9.999955,126.30417,92.73922844391582,9.999955,52060.15,0.8359598,[-0.901  0.122 -0.694 -0.386  0.04 ],True,1.4228944,0.0012539614,28.319221,4,1736,92.73923,4.563531,,9.983992,0.019108148,68.36908,67.73453,-1,200,0.09127062,0.9554074,259.8644
50,4.577339172363281,0.35430032,105.75247,399.8318,0.007816003,12.58,43.21049,46.4805,1.1571264,9.999997,133.65265,115.733394944655,9.999997,15950.134,0.39080015,[-1.213  0.07  -0.841 -0.612  0.004],True,1.3467425,0.0070860065,43.82825,5,2365,115.73339,2.4479375,,9.980935,0.020828476,87.89694,59.157433,-1,250,0.04895875,1.0414238,389.85086
50,5.433619260787964,0.7906382,118.53484,399.82626,0.0062730988,13.86,47.6665,59.268143,1.0489547,9.999989,146.39645,128.52007074803166,9.999989,15993.719,0.31365496,[-1.36   0.067 -0.92  -0.65  -0.072],True,1.33185,0.015812764,46.123745,6,3058,128.52007,2.726586,,9.985233,0.021639038,93.66145,75.46966,-1,300,0.05453172,1.081952,389.84103
50,6.45435905456543,0.2596169,102.74673,419.79755,0.007128321,12.28,43.709408,40.01602,1.1439185,9.999996,126.12277,112.7271015765272,9.999996,17592.895,0.35641605,[-1.623  0.086 -1.022 -0.595 -0.087],True,1.316285,0.005192338,44.47188,7,3672,112.72711,1.8975427,,9.980377,0.020218145,89.26452,48.355286,-1,350,0.037950855,1.0109074,409.81717
50,7.425441026687622,0.0017844692,138.52037,439.87946,0.31229043,14.86,1.1561054,62.331017,43.248653,9.9999695,1181.801,138.52037817674173,9.9999695,48185620.0,15.614521,[-1.689 -0.005 -1.001 -0.685 -0.103],True,1.207825,3.5689383e-05,2.4635713,8,4415,138.52037,111.91163,,,0.07109317,102.96756,680.7516,-1,400,2.2382326,3.554659,439.87946
50,8.563681602478027,0.29858735,154.501,429.87115,0.037562605,16.46,24.969505,80.04513,2.0024426,9.999999,261.7896,154.50099797866926,9.999999,483256.53,1.8781303,[-1.56  -0.329 -0.901 -1.059 -0.211],True,1.1865106,0.005971747,15.4311905,9,5238,154.501,12.839789,,,0.025096502,92.82137,156.42883,-1,450,0.2567958,1.2548251,429.87115
50,9.911249876022339,0.2862901,162.52205,479.7217,0.01426716,20.26,36.474598,109.38888,1.3708171,9.999983,225.47171,192.4791258959765,9.999983,65620.93,0.713358,[-1.452  0.01  -1.051 -1.262 -0.232],True,1.2519983,0.005725802,34.863472,10,6251,192.47914,3.5169892,,29.957071,0.021652581,103.94977,128.18808,-1,500,0.070339784,1.0826292,449.76465
50,11.050343990325928,9.613791e-08,167.34439,459.77557,0.4223592,21.74,0.9828775,127.64145,50.87104,9.999997,1478.8286,207.27692622364964,9.999997,55602536.0,21.11796,[-1.431  0.075 -1.052 -1.202 -0.167],True,0.9775962,1.9227582e-09,2.0470138,11,7338,207.27693,150.89395,,39.932533,0.08726389,107.832306,910.8371,-1,550,3.017879,4.363194,419.84305
50,12.646229267120361,0.23084629,214.48216,569.8237,0.032529358,22.46,24.91978,115.78581,2.0064383,9.999992,308.5484,214.48217868514453,9.999992,448502.47,1.6264678,[-1.602  0.26  -1.134 -0.959 -0.441],True,1.0210721,0.0046169255,16.75523,12,8461,214.48216,10.099953,,,0.023093456,131.09991,168.74619,-1,600,0.20199905,1.1546729,569.8237
50,13.914762020111084,0.13702485,287.6756,999.7699,0.044215195,29.78,16.74871,114.510345,2.9853046,9.999999,585.21533,287.6755783527835,9.999999,2361126.0,2.2107599,[-1.52   0.32  -1.23  -1.15  -0.398],True,1.0410805,0.002740497,12.690018,13,9950,287.6756,13.5435095,,,0.025786364,205.4967,286.01987,-1,650,0.27087018,1.2893182,999.7699
50,15.634635925292969,0.38570458,305.8594,669.7003,0.008381139,32.6,42.454098,199.84328,1.1777426,9.999996,358.16742,315.8387934525462,9.999996,61354.223,0.41905692,[-1.503  0.554 -1.423 -1.292 -0.378],True,1.0163988,0.0077140913,43.119743,14,11580,315.83878,2.01608,,9.979382,0.02098161,150.93825,232.28464,-1,700,0.040321596,1.0490805,659.72095
50,17.477785348892212,0.034790546,333.049,779.69104,0.16165033,36.32,6.1255445,217.97552,8.1625395,9.999999,1028.0858,353.0219792124201,9.999999,8797911.0,8.082517,[-1.621  0.61  -1.539 -1.41  -0.403],True,0.93163955,0.0006958109,4.7490234,15,13396,353.02194,51.273624,,19.972946,0.05236786,139.07538,642.256,-1,750,1.0254725,2.618393,759.7181
50,19.631473302841187,0.17493021,418.24652,1159.7871,0.03397431,44.84,27.90481,237.33804,1.7918057,9.999998,571.75146,438.21908114535836,9.999998,527221.06,1.6987154,[-1.382  0.667 -1.532 -1.549 -0.487],True,0.9539586,0.0034986043,18.575432,16,15638,438.21912,11.233517,,19.972569,0.026120739,202.61115,302.85544,-1,800,0.22467034,1.3060368,1139.8146
50,21.663336515426636,0.0773314,395.6788,1429.6423,0.020481728,42.58,31.66543,168.01999,1.579009,9.999998,508.43402,415.64128147745396,9.999998,424332.12,1.0240865,[-1.413  0.693 -1.544 -1.424 -0.465],True,0.90971124,0.001546628,27.571377,17,17767,415.64124,5.9362597,,19.962484,0.022708816,223.9329,197.27646,-1,850,0.118725196,1.135441,1409.6798
50,23.955552577972412,0.1050148,401.83652,889.74805,0.013797543,41.2,34.981827,247.7276,1.4293135,9.999997,457.62982,401.83648935378517,9.999997,175323.53,0.68987715,[-1.42   0.68  -1.533 -1.531 -0.509],True,0.8522351,0.002100296,35.663548,18,19827,401.83652,3.231584,,,0.02176171,163.10191,273.38666,-1,900,0.06463168,1.0880857,889.74805
50,26.20491361618042,0.35526717,421.654,889.6549,0.010392603,45.18,41.67474,287.52505,1.1997676,9.999998,500.44537,441.61778936390806,9.999998,129439.01,0.5196302,[-1.427  0.732 -1.543 -1.528 -0.567],True,0.87891084,0.007105343,40.695007,19,22086,441.61777,2.8723493,,19.963799,0.021733865,151.91992,331.66156,-1,950,0.057446983,1.0866933,869.6911
50,28.4295392036438,0.58432245,398.49216,1019.705,0.004343855,45.86,47.062183,271.80072,1.0624242,9.999999,472.39505,448.41885861633915,9.999999,47631.254,0.21719275,[-1.563  0.783 -1.574 -1.603 -0.54 ],True,0.8570367,0.011686449,47.841866,20,24379,448.41885,1.5262918,,49.926685,0.020452216,159.46529,290.34778,-1,1000,0.030525837,1.0226107,969.7783
50,30.33967661857605,4.593106e-05,403.25165,749.78674,0.7506949,43.34,0.36173648,293.3532,138.22217,9.999998,3686.197,423.22006985602945,9.999998,570389000.0,37.53474,[-1.577  0.806 -1.626 -1.611 -0.562],True,0.69439703,9.186212e-07,1.1688939,21,26546,423.2201,268.36197,,19.968458,0.11614557,134.72438,2159.3792,-1,1050,5.3672395,5.8072796,729.8183
50,32.584625482559204,0.00038853532,411.63983,1009.8137,0.39141983,43.18,1.2192647,246.7152,41.00832,9.999999,1755.5381,421.62005006921294,9.999999,38483596.0,19.570992,[-1.496  0.799 -1.718 -1.947 -0.725],True,0.66561705,7.770706e-06,3.6509218,22,28705,421.6201,109.736176,,9.980157,0.10985595,170.2022,635.48694,-1,1100,2.1947234,5.4927974,999.83356
