MinVanillaIw,Bound,EpsThisIter,MinNormIw,VarJ,J,VanillaAvgRet,BatchSize,VarVanillaIw,ESSClassic,MaxNormIw,IterType,AvgVanillaIw,Delta,VarDiscRet,VarNormIw,AvgNormIw,AvgEpLen,eRenyi2,AvgRet,VarRet,MaxVanillaIw,ESSRenyi,AvgDiscRet
,-1133.14,100,,0.00273158,-1133.14,-1133.5292926,500,,inf,0.999982,1,6.01254e-32,1.0,0.213014878125,0.00199993,0.002,500.0,1.07602e+29,-1133.5292926,0.213014878125,3.00622e-29,4.64675699948e-27,-1133.5292926
1.0,-1133.45,100,0.01,0.324914,-1133.45,-1133.4506753,500,,100.0,0.01,2,1.0,1.0,0.106631544029,3.50449e-18,0.01,500.0,1.0,-1133.4506753,0.106631544029,1.0,500.0,-1133.4506753
1.0,-1133.41,100,0.005,0.349389,-1133.41,-1133.3736011,500,,200.000000102,0.005,2,1.0,1.0,0.136973808589,2.1793e-19,0.005,500.0,1.0,-1133.3736011,0.136973808589,1.0,500.0,-1133.3736011
1.0,-1133.42,100,0.00333333,0.369348,-1133.42,-1133.43682363,500,,299.999969474,0.00333333,2,1.0,1.0,0.16636336214,5.43914e-20,0.00333333,500.0,1.0,-1133.43682363,0.16636336214,1.0,500.0,-1133.43682363
1.0,-1133.42,100,0.0025,0.360853,-1133.42,-1133.40742817,500,,400.0,0.0025,2,1.0,1.0,0.112607944874,5.4346e-20,0.0025,500.0,1.0,-1133.40742817,0.112607944874,1.0,500.0,-1133.40742817
,-1133.04,100,,0.863763,-1133.04,-1133.4287147,500,4.53539e-13,1.89927261984,0.680659,1,4.15439e-08,1.0,0.146403393264,0.00105114,0.002,500.0,inf,-1133.4287147,0.146403393264,1.41386e-05,,-1133.4287147
1.0,-1133.32,100,0.01,5.99371,-1133.32,-1133.32055788,500,,100.0,0.01,2,1.0,1.0,36.2874102422,3.50449e-18,0.01,500.0,1.0,-1133.32055788,36.2874102422,1.0,500.0,-1133.32055788
1.0,-1133.03,100,0.005,5.68233,-1133.03,-1132.73015703,500,,200.000000102,0.005,2,1.0,1.0,28.7665613711,2.1793e-19,0.005,500.0,1.0,-1132.73015703,28.7665613711,1.0,500.0,-1132.73015703
1.0,-1133.0,100,0.00333333,5.37023,-1133.0,-1132.95717102,500,,299.999969474,0.00333333,2,1.0,1.0,22.1589452225,5.43914e-20,0.00333333,500.0,1.0,-1132.95717102,22.1589452225,1.0,500.0,-1132.95717102
1.0,-1132.91,100,0.0025,5.64801,-1132.91,-1132.62378615,500,,400.0,0.0025,2,1.0,1.0,41.3880553712,5.4346e-20,0.0025,500.0,1.0,-1132.62378615,41.3880553712,1.0,500.0,-1132.62378615
,-1102.06,100,,7.91407e-10,-1102.06,-1132.68462599,500,3.98611e-17,1.0,1.0,1,2.82351e-10,1.0,47.3118161302,0.002,0.002,500.0,2.83565e+09,-1132.68462599,47.3118161302,1.41176e-07,1.76326380638e-07,-1132.68462599
1.0,-1421.41,100,0.01,37.1847,-1421.41,-1421.40734599,500,,100.0,0.01,2,1.0,1.0,1396.67050441,3.50449e-18,0.01,500.0,1.0,-1421.40734599,1396.67050441,1.0,500.0,-1421.40734599
1.0,-1416.19,100,0.005,42.8895,-1416.19,-1410.97412473,500,,200.000000102,0.005,2,1.0,1.0,2264.5374794,2.1793e-19,0.005,500.0,1.0,-1410.97412473,2264.5374794,1.0,500.0,-1410.97412473
1.0,-1415.44,100,0.00333333,41.3398,-1415.44,-1413.94007436,500,,299.999969474,0.00333333,2,1.0,1.0,1459.14111394,5.43914e-20,0.00333333,500.0,1.0,-1413.94007436,1459.14111394,1.0,500.0,-1413.94007436
1.0,-1415.49,100,0.0025,40.1046,-1415.49,-1415.61872238,500,,400.0,0.0025,2,1.0,1.0,1319.72544691,5.4346e-20,0.0025,500.0,1.0,-1415.61872238,1319.72544691,1.0,500.0,-1415.61872238
0.137544,-1333.46,100,0.000207809,349.773,-1333.46,-1403.58990667,500,36.5184,22.9377737254,0.163095,1,1.32376,1.0,2901.1566014,8.33591e-05,0.002,500.0,inf,-1403.58990667,2901.1566014,107.95,,-1403.58990667
1.0,-1348.2,100,0.01,66.3846,-1348.2,-1348.20192813,500,,100.0,0.01,2,1.0,1.0,4451.43139005,3.50449e-18,0.01,500.0,1.0,-1348.20192813,4451.43139005,1.0,500.0,-1348.20192813
1.0,-1355.12,100,0.005,65.8893,-1355.12,-1362.03305105,500,,200.000000102,0.005,2,1.0,1.0,4222.46966524,2.1793e-19,0.005,500.0,1.0,-1362.03305105,4222.46966524,1.0,500.0,-1362.03305105
1.0,-1358.25,100,0.00333333,63.0589,-1358.25,-1364.50882746,500,,299.999969474,0.00333333,2,1.0,1.0,3219.84962156,5.43914e-20,0.00333333,500.0,1.0,-1364.50882746,3219.84962156,1.0,500.0,-1364.50882746
1.0,-1356.26,100,0.0025,64.6297,-1356.26,-1350.28738726,500,,400.0,0.0025,2,1.0,1.0,4779.00203469,5.4346e-20,0.0025,500.0,1.0,-1350.28738726,4779.00203469,1.0,500.0,-1350.28738726
,-1123.68,100,,6.53557,-1123.68,-1352.41106009,500,4.8818e-22,1.67318948024,0.722322,1,1.279e-12,1.0,4752.49507788,0.00119371,0.002,500.0,inf,-1352.41106009,4752.49507788,4.61925e-10,,-1352.41106009
1.0,-1133.41,100,0.01,0.323655,-1133.41,-1133.41047565,500,,100.0,0.01,2,1.0,1.0,0.105812233043,3.50449e-18,0.01,500.0,1.0,-1133.41047565,0.105812233043,1.0,500.0,-1133.41047565
1.0,-1133.4,100,0.005,0.306923,-1133.4,-1133.38571678,500,,200.000000102,0.005,2,1.0,1.0,0.0841875488608,2.1793e-19,0.005,500.0,1.0,-1133.38571678,0.0841875488608,1.0,500.0,-1133.38571678
1.0,-1133.4,100,0.00333333,0.297981,-1133.4,-1133.39478802,500,,299.999969474,0.00333333,2,1.0,1.0,0.0787533737928,5.43914e-20,0.00333333,500.0,1.0,-1133.39478802,0.0787533737928,1.0,500.0,-1133.39478802
1.0,-1133.39,100,0.0025,0.288792,-1133.39,-1133.37206487,500,,400.0,0.0025,2,1.0,1.0,0.0674321359111,5.4346e-20,0.0025,500.0,1.0,-1133.37206487,0.0674321359111,1.0,500.0,-1133.37206487
,-1133.03,100,,0.00272957,-1133.03,-1133.45559488,500,6.3641e-40,1.0000001833,1.0,1,1.12819e-21,1.0,0.113177573698,0.002,0.002,500.0,509.297,-1133.45559488,0.113177573698,5.64096e-19,0.981744548798,-1133.45559488
1.0,-1137.12,100,0.01,30.9489,-1137.12,-1137.1174321,500,,100.0,0.01,2,1.0,1.0,967.507446421,3.50449e-18,0.01,500.0,1.0,-1137.1174321,967.507446421,1.0,500.0,-1137.1174321
1.0,-1141.64,100,0.005,50.1855,-1141.64,-1146.16251586,500,,200.000000102,0.005,2,1.0,1.0,4079.22478951,2.1793e-19,0.005,500.0,1.0,-1146.16251586,4079.22478951,1.0,500.0,-1146.16251586
1.0,-1146.15,100,0.00333333,63.3966,-1146.15,-1155.1670121,500,,299.999969474,0.00333333,2,1.0,1.0,6967.91472151,5.43914e-20,0.00333333,500.0,1.0,-1155.1670121,6967.91472151,1.0,500.0,-1155.1670121
1.0,-1148.4,100,0.0025,67.9286,-1148.4,-1155.1548667,500,,400.0,0.0025,2,1.0,1.0,6402.98146811,5.4346e-20,0.0025,500.0,1.0,-1155.1548667,6402.98146811,1.0,500.0,-1155.1548667
5.29966e-07,-1131.83,100,9.6851e-10,15.1637,-1131.83,-1161.94870529,500,4.11418,112.912685456,0.0576442,1,1.09439,1.0,6218.47092527,1.37403e-05,0.002,500.0,inf,-1161.94870529,6218.47092527,31.5427,,-1161.94870529
1.0,-1131.66,100,0.01,10.4089,-1131.66,-1131.65539363,500,,100.0,0.01,2,1.0,1.0,109.440058496,3.50449e-18,0.01,500.0,1.0,-1131.65539363,109.440058496,1.0,500.0,-1131.65539363
1.0,-1132.89,100,0.005,7.9445,-1132.89,-1134.12355933,500,,200.000000102,0.005,2,1.0,1.0,14.9883363546,2.1793e-19,0.005,500.0,1.0,-1134.12355933,14.9883363546,1.0,500.0,-1134.12355933
1.0,-1132.75,100,0.00333333,7.21717,-1132.75,-1132.48250091,500,,299.999969474,0.00333333,2,1.0,1.0,30.224468744,5.43914e-20,0.00333333,500.0,1.0,-1132.48250091,30.224468744,1.0,500.0,-1132.48250091
1.0,-1133.42,100,0.0025,13.8152,-1133.42,-1135.41498294,500,,400.0,0.0025,2,1.0,1.0,607.948397688,5.4346e-20,0.0025,500.0,1.0,-1135.41498294,607.948397688,1.0,500.0,-1135.41498294
5.55269e-09,-1099.3,100,6.33841e-12,185.855,-1099.3,-1130.88556966,500,807.189,1.89810055373,0.720728,1,1.75208,1.0,327.607961962,0.00105179,0.002,500.0,1.00135,-1130.88556966,327.607961962,631.386,499.325649704,-1130.88556966
1.0,-1231.69,100,0.01,145.594,-1231.69,-1231.68876627,500,,100.0,0.01,2,1.0,1.0,21411.6337627,3.50449e-18,0.01,500.0,1.0,-1231.68876627,21411.6337627,1.0,500.0,-1231.68876627
1.0,-1209.63,100,0.005,132.731,-1209.63,-1187.56785791,500,,200.000000102,0.005,2,1.0,1.0,13196.1781742,2.1793e-19,0.005,500.0,1.0,-1187.56785791,13196.1781742,1.0,500.0,-1187.56785791
1.0,-1208.39,100,0.00333333,130.447,-1208.39,-1205.90216949,500,,299.999969474,0.00333333,2,1.0,1.0,15964.4908701,5.43914e-20,0.00333333,500.0,1.0,-1205.90216949,15964.4908701,1.0,500.0,-1205.90216949
1.0,-1210.97,100,0.0025,129.84,-1210.97,-1218.74043787,500,,400.0,0.0025,2,1.0,1.0,16469.0463538,5.4346e-20,0.0025,500.0,1.0,-1218.74043787,16469.0463538,1.0,500.0,-1218.74043787
1.79968e-10,-1133.26,100,4.74776e-13,1.77836,-1133.26,-1205.99072451,500,74.3869,3.84119662778,0.403486,1,0.758117,1.0,15038.6019804,0.000517707,0.002,500.0,4.25784e+24,-1205.99072451,15038.6019804,152.945,1.17430458138e-22,-1205.99072451
1.0,-1133.38,100,0.01,0.285137,-1133.38,-1133.37628749,500,,100.0,0.01,2,1.0,1.0,0.0821254148845,3.50449e-18,0.01,500.0,1.0,-1133.37628749,0.0821254148845,1.0,500.0,-1133.37628749
1.0,-1133.38,100,0.005,0.285254,-1133.38,-1133.37962879,500,,200.000000102,0.005,2,1.0,1.0,0.0822505111059,2.1793e-19,0.005,500.0,1.0,-1133.37962879,0.0822505111059,1.0,500.0,-1133.37962879
1.0,-1133.39,100,0.00333333,0.300691,-1133.39,-1133.41306321,500,,299.999969474,0.00333333,2,1.0,1.0,0.108775101968,5.43914e-20,0.00333333,500.0,1.0,-1133.41306321,0.108775101968,1.0,500.0,-1133.41306321
1.0,-1133.39,100,0.0025,0.294079,-1133.39,-1133.39215083,500,,400.0,0.0025,2,1.0,1.0,0.0754351216876,5.4346e-20,0.0025,500.0,1.0,-1133.39215083,0.0754351216876,1.0,500.0,-1133.39215083
,-1133.24,100,,1.03974,-1133.24,-1133.38000001,500,3.16132,11.2185182357,0.210882,1,0.269097,1.0,0.0710050410283,0.000174626,0.002,500.0,inf,-1133.38000001,0.0710050410283,28.3739,,-1133.38000001
1.0,-1133.35,100,0.01,0.257676,-1133.35,-1133.35272855,500,,100.0,0.01,2,1.0,1.0,0.0670621633669,3.50449e-18,0.01,500.0,1.0,-1133.35272855,0.0670621633669,1.0,500.0,-1133.35272855
1.0,-1133.36,100,0.005,0.265566,-1133.36,-1133.3758399,500,,200.000000102,0.005,2,1.0,1.0,0.0751412342365,2.1793e-19,0.005,500.0,1.0,-1133.3758399,0.0751412342365,1.0,500.0,-1133.3758399
1.0,-1133.37,100,0.00333333,0.2683,-1133.37,-1133.38656244,500,,299.999969474,0.00333333,2,1.0,1.0,0.075328013692,5.43914e-20,0.00333333,500.0,1.0,-1133.38656244,0.075328013692,1.0,500.0,-1133.38656244
1.0,-1133.37,100,0.0025,0.272447,-1133.37,-1133.37223955,500,,400.0,0.0025,2,1.0,1.0,0.0817712208133,5.4346e-20,0.0025,500.0,1.0,-1133.37223955,0.0817712208133,1.0,500.0,-1133.37223955
3.41046e-05,-1133.35,100,7.11912e-08,0.357467,-1133.35,-1133.44819699,500,1.565,185.087895845,0.0360291,1,0.958112,1.0,0.122619456511,6.81932e-06,0.002,500.0,1.93399e+28,-1133.44819699,0.122619456511,17.26,2.58533437834e-26,-1133.44819699
1.0,-1133.36,100,0.01,0.229157,-1133.36,-1133.35904115,500,,100.0,0.01,2,1.0,1.0,0.0530451498999,3.50449e-18,0.01,500.0,1.0,-1133.35904115,0.0530451498999,1.0,500.0,-1133.35904115
1.0,-1133.36,100,0.005,0.252921,-1133.36,-1133.36383033,500,,200.000000102,0.005,2,1.0,1.0,0.0761762843634,2.1793e-19,0.005,500.0,1.0,-1133.36383033,0.0761762843634,1.0,500.0,-1133.36383033
1.0,-1133.37,100,0.00333333,0.319605,-1133.37,-1133.3912831,500,,299.999969474,0.00333333,2,1.0,1.0,0.179709625554,5.43914e-20,0.00333333,500.0,1.0,-1133.3912831,0.179709625554,1.0,500.0,-1133.3912831
1.0,-1133.38,100,0.0025,0.324334,-1133.38,-1133.41559944,500,,400.0,0.0025,2,1.0,1.0,0.114001088212,5.4346e-20,0.0025,500.0,1.0,-1133.41559944,0.114001088212,1.0,500.0,-1133.41559944
,-1133.08,100,,2.99493e-06,-1133.08,-1133.36604426,500,1.6171e-42,1.00000181785,0.999999,1,5.68793e-23,1.0,0.0867369554278,0.002,0.002,500.0,3.23722e+16,-1133.36604426,0.0867369554278,2.84396e-20,1.54453710586e-14,-1133.36604426
1.0,-1133.36,100,0.01,0.302693,-1133.36,-1133.3626902,500,,100.0,0.01,2,1.0,1.0,0.0925508874175,3.50449e-18,0.01,500.0,1.0,-1133.3626902,0.0925508874175,1.0,500.0,-1133.3626902
1.0,-1133.39,100,0.005,0.317816,-1133.39,-1133.42589677,500,,200.000000102,0.005,2,1.0,1.0,0.109489289885,2.1793e-19,0.005,500.0,1.0,-1133.42589677,0.109489289885,1.0,500.0,-1133.42589677
1.0,-1133.4,100,0.00333333,0.319718,-1133.4,-1133.40293653,500,,299.999969474,0.00333333,2,1.0,1.0,0.105650912896,5.43914e-20,0.00333333,500.0,1.0,-1133.40293653,0.105650912896,1.0,500.0,-1133.40293653
1.0,-1133.4,100,0.0025,0.309878,-1133.4,-1133.41427598,500,,400.0,0.0025,2,1.0,1.0,0.0779983082396,5.4346e-20,0.0025,500.0,1.0,-1133.41427598,0.0779983082396,1.0,500.0,-1133.41427598
,-1133.04,100,,,-1133.04,-1133.44679414,500,,inf,1.0,1,1.06065e-33,1.0,0.0879788759274,0.002,0.002,500.0,2.68389e+32,-1133.44679414,0.0879788759274,5.30323e-31,1.8629668989e-30,-1133.44679414
1.0,-1133.39,100,0.01,0.277747,-1133.39,-1133.39228692,500,,100.0,0.01,2,1.0,1.0,0.077926304456,3.50449e-18,0.01,500.0,1.0,-1133.39228692,0.077926304456,1.0,500.0,-1133.39228692
1.0,-1133.41,100,0.005,0.302905,-1133.41,-1133.42626306,500,,200.000000102,0.005,2,1.0,1.0,0.106849696297,2.1793e-19,0.005,500.0,1.0,-1133.42626306,0.106849696297,1.0,500.0,-1133.42626306
1.0,-1133.4,100,0.00333333,0.291267,-1133.4,-1133.39490834,500,,299.999969474,0.00333333,2,1.0,1.0,0.0715860261777,5.43914e-20,0.00333333,500.0,1.0,-1133.39490834,0.0715860261777,1.0,500.0,-1133.39490834
1.0,-1133.4,100,0.0025,0.290761,-1133.4,-1133.38105755,500,,400.0,0.0025,2,1.0,1.0,0.0840872839023,5.4346e-20,0.0025,500.0,1.0,-1133.38105755,0.0840872839023,1.0,500.0,-1133.38105755
,-1133.09,100,,,-1133.09,-1133.42996431,500,,inf,1.0,1,4.97321e-41,1.0,0.133040775569,0.002,0.002,500.0,9.23794e+21,-1133.42996431,0.133040775569,2.48663e-38,5.41246040389e-20,-1133.42996431
1.0,-1150.3,100,0.01,147.97,-1150.3,-1150.29991802,500,,100.0,0.01,2,1.0,1.0,22116.1433316,3.50449e-18,0.01,500.0,1.0,-1150.29991802,22116.1433316,1.0,500.0,-1150.29991802
1.0,-1141.54,100,0.005,142.13,-1141.54,-1132.78068116,500,,200.000000102,0.005,2,1.0,1.0,18538.8539274,2.1793e-19,0.005,500.0,1.0,-1132.78068116,18538.8539274,1.0,500.0,-1132.78068116
1.0,-1135.81,100,0.00333333,137.307,-1135.81,-1124.35442964,500,,299.999969474,0.00333333,2,1.0,1.0,16122.1117779,5.43914e-20,0.00333333,500.0,1.0,-1124.35442964,16122.1117779,1.0,500.0,-1124.35442964
1.0,-1138.55,100,0.0025,140.813,-1138.55,-1146.77061813,500,,400.0,0.0025,2,1.0,1.0,22892.3681812,5.4346e-20,0.0025,500.0,1.0,-1146.77061813,22892.3681812,1.0,500.0,-1146.77061813
,-797.983,100,,788.808,-797.983,-1121.1606994,500,618.354,1.69030474975,0.766311,1,1.44683,1.0,10873.4590776,0.00118158,0.002,500.0,inf,-1121.1606994,10873.4590776,554.359,,-1121.1606994
1.0,-955.148,100,0.01,147.889,-955.148,-955.147704516,500,,100.0,0.01,2,1.0,1.0,22092.1781843,3.50449e-18,0.01,500.0,1.0,-955.147704516,22092.1781843,1.0,500.0,-955.147704516
1.0,-962.538,100,0.005,146.37,-962.538,-969.928325978,500,,200.000000102,0.005,2,1.0,1.0,21078.4243548,2.1793e-19,0.005,500.0,1.0,-969.928325978,21078.4243548,1.0,500.0,-969.928325978
1.0,-949.696,100,0.00333333,142.548,-949.696,-924.012897733,500,,299.999969474,0.00333333,2,1.0,1.0,17295.5792518,5.43914e-20,0.00333333,500.0,1.0,-924.012897733,17295.5792518,1.0,500.0,-924.012897733
1.0,-947.274,100,0.0025,142.471,-947.274,-940.006288499,500,,400.0,0.0025,2,1.0,1.0,20364.5091953,5.4346e-20,0.0025,500.0,1.0,-940.006288499,20364.5091953,1.0,500.0,-940.006288499
4.62335e-11,-881.326,100,9.57465e-14,822.284,-881.326,-909.826113099,500,25.3354,17.7872410211,0.202494,1,0.965749,1.0,15157.9300419,0.000108657,0.002,500.0,inf,-909.826113099,15157.9300419,97.7791,,-909.826113099
1.0,-958.404,100,0.01,160.464,-958.404,-958.403967668,500,,100.0,0.01,2,1.0,1.0,26008.944035,3.50449e-18,0.01,500.0,1.0,-958.403967668,26008.944035,1.0,500.0,-958.403967668
1.0,-947.289,100,0.005,155.491,-947.289,-936.174560103,500,,200.000000102,0.005,2,1.0,1.0,22584.8764212,2.1793e-19,0.005,500.0,1.0,-936.174560103,22584.8764212,1.0,500.0,-936.174560103
1.0,-953.301,100,0.00333333,152.264,-953.301,-965.323472132,500,,299.999969474,0.00333333,2,1.0,1.0,21192.6730724,5.43914e-20,0.00333333,500.0,1.0,-965.323472132,21192.6730724,1.0,500.0,-965.323472132
1.0,-960.443,100,0.0025,153.632,-960.443,-981.87118915,500,,400.0,0.0025,2,1.0,1.0,24491.3021667,5.4346e-20,0.0025,500.0,1.0,-981.87118915,24491.3021667,1.0,500.0,-981.87118915
8.76444e-09,-869.719,100,2.70865e-11,158.049,-869.719,-917.818966273,500,18.6492,11.0031601021,0.199802,1,0.647144,1.0,23799.4705427,0.000178122,0.002,500.0,inf,-917.818966273,23799.4705427,64.6505,,-917.818966273
1.0,-916.393,100,0.01,78.7439,-916.393,-916.392949784,500,,100.0,0.01,2,1.0,1.0,6263.23621182,3.50449e-18,0.01,500.0,1.0,-916.392949784,6263.23621182,1.0,500.0,-916.392949784
1.0,-915.487,100,0.005,80.9344,-915.487,-914.5808408,500,,200.000000102,0.005,2,1.0,1.0,6968.19517698,2.1793e-19,0.005,500.0,1.0,-914.5808408,6968.19517698,1.0,500.0,-914.5808408
1.0,-918.117,100,0.00333333,85.5614,-918.117,-923.376163453,500,,299.999969474,0.00333333,2,1.0,1.0,8909.10073062,5.43914e-20,0.00333333,500.0,1.0,-923.376163453,8909.10073062,1.0,500.0,-923.376163453
1.0,-920.984,100,0.0025,89.4647,-920.984,-929.587869693,500,,400.0,0.0025,2,1.0,1.0,10055.3133071,5.4346e-20,0.0025,500.0,1.0,-929.587869693,10055.3133071,1.0,500.0,-929.587869693
