ESSClassic,ESSRenyi,AvgEpLen,VarDiscRet,AvgNormIw,J,MaxNormIw,BatchSize,AvgVanillaIw,VarJ,MaxVanillaIw,MinVanillaIw,VarNormIw,VanillaAvgRet,AvgDiscRet,VarRet,eRenyi2,Bound,MinNormIw,AvgRet,VarVanillaIw
187.666187115,195.772297007,200.0,49.7924144452,0.002,-6.90976,0.00731119,500,0.97671,11.0027,3.57046,2.76806e-19,6.67056e-06,-7.9326773602,-7.9326773602,49.7924144452,2.55399,-8.34357,5.66814e-22,-7.9326773602,1.59087
447.01587362,449.641690277,200.0,47.0217752386,0.002,-7.28121,0.00512524,500,1.00826,6.91812,2.58377,0.382194,4.75064e-07,-7.38190294855,-7.38190294855,47.0217752386,1.112,-8.23504,0.000758129,-7.38190294855,0.120735
381.058060592,388.95878532,200.0,53.9152007126,0.002,-8.14412,0.00340643,500,0.963106,8.28367,1.64038,0.000210656,1.25105e-06,-8.34058352278,-8.34058352278,53.9152007126,1.28548,-9.17048,4.37451e-07,-8.34058352278,0.290109
271.114851979,284.034195943,200.0,48.1126512176,0.002,-7.55675,0.00511479,500,0.929384,9.19787,2.3768,3.83888e-14,3.38372e-06,-7.94930780448,-7.94930780448,48.1126512176,1.76035,-8.75008,8.26113e-17,-7.94930780448,0.730675
390.220930475,410.665564849,200.0,50.8396492935,0.002,-7.75294,0.0154291,500,1.006,7.79945,7.76085,0.360693,1.12756e-06,-7.93547173467,-7.93547173467,50.8396492935,1.21754,-8.74995,0.000717083,-7.93547173467,0.285282
491.514819002,490.773851208,200.0,50.4425136226,0.002,-7.68761,0.00220347,500,1.00939,7.0834,1.11209,0.207914,6.91918e-08,-7.7061237467,-7.7061237467,50.4425136226,1.0188,-8.59203,0.000411958,-7.7061237467,0.0176245
497.033202726,497.221734863,200.0,50.5750036244,0.002,-7.75034,0.00306694,500,1.00169,7.105,1.53605,0.950348,2.3924e-08,-7.75430362837,-7.75430362837,50.5750036244,1.00559,-8.65423,0.0018975,-7.75430362837,0.00600118
450.542379576,440.608327377,200.0,47.7974327177,0.002,-7.21398,0.00578188,500,1.00864,7.2152,2.91591,0.397301,4.39974e-07,-7.32887450736,-7.32887450736,47.7974327177,1.13479,-8.17301,0.000787796,-7.32887450736,0.111902
477.80411148,477.12676296,200.0,49.9648354349,0.002,-7.68537,0.00240921,500,0.997921,7.26571,1.2021,0.11544,1.86189e-07,-7.7339045584,-7.7339045584,49.9648354349,1.04794,-8.60861,0.000231361,-7.7339045584,0.0463538
267.478123227,287.785291779,200.0,51.2765324918,0.002,-7.1645,0.00502462,500,0.932464,9.77072,2.34264,2.67308e-09,3.48422e-06,-7.73068773227,-7.73068773227,51.2765324918,1.73741,-8.35502,5.73336e-12,-7.73068773227,0.757372
12.6352245072,15.6750132716,200.0,52.0968890959,0.002,-3.78096,0.0983987,500,0.913639,22.8802,44.9505,,0.000154597,-8.22544237731,-8.22544237731,52.0968890959,31.8979,-8.8743,,-8.22544237731,32.2619
260.456533078,249.535501378,200.0,50.8523624615,0.002,-7.34912,0.0117726,500,1.0,9.19857,5.88633,0.0264272,3.6862e-06,-7.99790058739,-7.99790058739,50.8523624615,2.00372,-8.62522,5.28542e-05,-7.99790058739,0.921553
417.514090945,396.045460155,200.0,48.5862245929,0.002,-7.50795,0.0132435,500,0.99365,7.4807,6.57968,0.785102,7.91841e-07,-7.78324074045,-7.78324074045,48.5862245929,1.26248,-8.51981,0.00158024,-7.78324074045,0.195454
190.944707242,182.116785279,200.0,51.0086176225,0.002,-7.10112,0.00726285,500,1.05348,10.7571,3.82565,1.15872e-19,6.48721e-06,-8.07088178309,-8.07088178309,51.0086176225,2.74549,-8.59506,2.19978e-22,-8.07088178309,1.79993
355.541848725,352.222447372,200.0,54.5878201995,0.002,-7.70917,0.00388189,500,1.0287,8.62066,1.99666,0.00357439,1.62847e-06,-7.96742178478,-7.96742178478,54.5878201995,1.41956,-8.77714,6.94932e-06,-7.96742178478,0.430825
363.600686337,362.280223741,200.0,47.9894127687,0.002,-6.79341,0.00363978,500,0.985757,7.84843,1.79397,2.67234e-08,1.50355e-06,-7.22990853249,-7.22990853249,47.9894127687,1.38015,-7.85267,5.42191e-11,-7.22990853249,0.365256
365.370301254,376.295327897,200.0,56.1172748123,0.002,-7.85875,0.023559,500,0.971784,8.507,11.4471,0.774554,1.47685e-06,-8.14322080105,-8.14322080105,56.1172748123,1.32874,-8.89907,0.00159409,-8.14322080105,0.348672
424.365924516,408.505691443,200.0,54.0609564653,0.002,-7.92288,0.00953695,500,0.981701,7.80556,4.68122,0.727722,7.14342e-07,-8.06009269769,-8.06009269769,54.0609564653,1.22397,-8.92246,0.00148257,-8.06009269769,0.172109
198.687164255,203.831739521,200.0,49.4578941751,0.002,-7.57893,0.00885324,500,0.97722,10.7693,4.32578,8.47438e-05,6.07823e-06,-8.32495274028,-8.32495274028,49.4578941751,2.453,-8.98869,1.73438e-07,-8.32495274028,1.45112
487.582914045,486.92604299,200.0,53.2244119391,0.002,-8.25772,0.00227587,500,0.999691,7.36221,1.13758,0.269781,1.02071e-07,-8.2886618507,-8.2886618507,53.2244119391,1.02685,-9.17332,0.000539729,-8.2886618507,0.0255019
393.415601778,384.699957158,200.0,49.1109786339,0.002,-7.63749,0.00324846,500,1.02623,7.62788,1.66683,0.00052755,1.08585e-06,-7.94968298916,-7.94968298916,49.1109786339,1.29971,-8.66011,1.02813e-06,-7.94968298916,0.285891
482.690385988,483.677695195,200.0,48.5740521504,0.002,-7.72577,0.00280111,500,0.978632,7.12542,1.37063,0.460389,1.43731e-07,-7.7639094293,-7.7639094293,48.5740521504,1.03375,-8.64453,0.000940884,-7.7639094293,0.0344134
107.304256866,122.96574459,200.0,53.0760977456,0.002,-6.6735,0.0140023,500,0.815026,13.3631,5.70612,,1.46679e-05,-8.06419180314,-8.06419180314,53.0760977456,4.06617,-8.48723,,-8.06419180314,2.43586
382.763659704,388.040629368,200.0,50.9428388093,0.002,-7.51678,0.00338686,500,0.971638,8.15809,1.6454,0.000236261,1.22761e-06,-7.75442084073,-7.75442084073,50.9428388093,1.28852,-8.54016,4.86315e-07,-7.75442084073,0.289741
463.815333637,441.027981271,200.0,51.1431668215,0.002,-8.09414,0.00507609,500,0.998989,7.23595,2.53548,0.824464,3.12686e-07,-8.24766199853,-8.24766199853,51.1431668215,1.13371,-9.05572,0.0016506,-8.24766199853,0.0780135
475.142779037,475.141770374,200.0,53.5413019237,0.002,-8.24169,0.00240476,500,1.00224,7.5208,1.20507,0.177241,2.09681e-07,-8.32535447916,-8.32535447916,53.5413019237,1.05232,-9.15709,0.00035369,-8.32535447916,0.0526549
499.893193282,499.897024386,200.0,56.7244548428,0.002,-8.44982,0.00202204,500,0.999313,7.52594,1.01033,0.940243,8.56667e-10,-8.45013824082,-8.45013824082,56.7244548428,1.00021,-9.35361,0.00188178,-8.45013824082,0.000213872
435.871908876,444.149730935,200.0,49.5037736821,0.002,-7.73403,0.00279873,500,0.971797,7.45846,1.3599,0.00654305,5.89683e-07,-7.85858534957,-7.85858534957,49.5037736821,1.12575,-8.67528,1.34659e-05,-7.85858534957,0.139223
499.899155922,499.906557383,200.0,51.7481040657,0.002,-7.62579,0.00202008,500,0.999839,7.18179,1.00988,0.953284,8.08808e-10,-7.62599418245,-7.62599418245,51.7481040657,1.00019,-8.52477,0.00190688,-7.62599418245,0.000202137
104.526141091,126.444289169,200.0,51.629413511,0.002,-6.2777,0.0607253,500,1.07699,12.087,32.7003,0.0143837,1.51643e-05,-7.43723161732,-7.43723161732,51.629413511,3.95431,-8.07481,2.6711e-05,-7.43723161732,4.3973
499.419918232,499.605311823,200.0,52.650491213,0.002,-8.06675,0.0025729,500,1.00557,7.2496,1.29362,0.980705,4.65574e-09,-8.06832117524,-8.06832117524,52.650491213,1.00079,-8.96935,0.00195054,-8.06832117524,0.00117694
496.032658364,497.012512456,200.0,49.7610879872,0.002,-8.13286,0.00374166,500,1.00771,7.0274,1.88526,0.949519,3.20571e-08,-8.1413899864,-8.1413899864,49.7610879872,1.00601,-9.03869,0.00188451,-8.1413899864,0.00813833
457.076218698,465.108160859,200.0,49.5320995916,0.002,-8.13661,0.00256006,500,0.981939,7.294,1.25691,0.248942,3.76391e-07,-8.22337913213,-8.22337913213,49.5320995916,1.07502,-9.0727,0.000507041,-8.22337913213,0.0907294
497.46568371,498.525865781,200.0,55.2948334177,0.002,-8.69973,0.00260758,500,1.01223,7.42195,1.31973,0.96371,2.04187e-08,-8.70332184044,-8.70332184044,55.2948334177,1.00296,-9.60374,0.00190414,-8.70332184044,0.00523027
466.901218858,476.034360516,200.0,52.5679079559,0.002,-7.67652,0.00250348,500,0.958894,7.42376,1.20029,0.197286,2.8413e-07,-7.73707419159,-7.73707419159,52.5679079559,1.05034,-8.60166,0.000411485,-7.73707419159,0.0653128
394.350843449,437.268825462,200.0,52.0737781406,0.002,-7.89586,0.00282006,500,0.988211,8.06055,1.39341,0.00537242,1.07377e-06,-8.02205855288,-8.02205855288,52.0737781406,1.14346,-8.85926,1.0873e-05,-8.02205855288,0.262151
410.416003531,450.894591087,200.0,51.3591864867,0.002,-7.63987,0.00250775,500,1.05837,7.88048,1.32707,0.00021598,8.74855e-07,-7.82634771012,-7.82634771012,51.3591864867,1.10891,-8.59029,4.08136e-07,-7.82634771012,0.244993
489.904723826,497.488600046,200.0,53.0100260397,0.002,-8.08362,0.00210298,500,1.00253,7.34644,1.05416,0.601328,8.25916e-08,-8.08876004193,-8.08876004193,53.0100260397,1.00505,-8.989,0.00119962,-8.08876004193,0.0207527
470.352912186,488.134387599,200.0,54.5229372869,0.002,-8.01449,0.00216363,500,1.04435,7.5737,1.1298,0.239763,2.52631e-07,-8.05259588674,-8.05259588674,54.5229372869,1.02431,-8.92187,0.000459161,-8.05259588674,0.0688846
98.9362124747,366.225298501,200.0,51.5540072889,0.002,-7.6445,0.0191934,500,1.4596,15.9384,14.0073,0.771328,1.62475e-05,-8.12688644016,-8.12688644016,51.5540072889,1.36528,-8.70029,0.0010569,-8.12688644016,8.65358
452.501787482,478.368073333,200.0,48.2874932166,0.002,-7.21243,0.00226144,500,1.05028,7.29495,1.18758,0.206909,4.20714e-07,-7.28367667616,-7.28367667616,48.2874932166,1.04522,-8.13423,0.000394005,-7.28367667616,0.116022
472.4197663,481.816590291,200.0,51.2475192621,0.002,-8.31497,0.00213258,500,1.09558,7.32486,1.1682,0.130703,2.33992e-07,-8.40290743341,-8.40290743341,51.2475192621,1.03774,-9.23578,0.0002386,-8.40290743341,0.0702144
483.576194384,492.804332792,200.0,52.0556796458,0.002,-8.04998,0.00208456,500,1.05252,7.35132,1.09702,0.207021,1.36126e-07,-8.070437709,-8.070437709,52.0556796458,1.0146,-8.95766,0.000393381,-8.070437709,0.0377001
24.9132847865,267.649090126,200.0,46.9766915621,0.002,-5.2789,0.0576955,500,2.33576,27.5474,67.3815,0.736277,7.64313e-05,-7.25528369067,-7.25528369067,46.9766915621,1.86812,-6.51403,0.000630438,-7.25528369067,104.248
451.780298659,479.091250102,200.0,49.145722325,0.002,-7.94775,0.00224583,500,1.05402,7.37035,1.18358,0.138772,4.27787e-07,-8.04261260696,-8.04261260696,49.145722325,1.04364,-8.86871,0.000263318,-8.04261260696,0.118815
475.675553551,487.193059547,200.0,52.2323753999,0.002,-7.87236,0.00211628,500,1.07343,7.43912,1.13584,0.129273,2.04955e-07,-7.93688396406,-7.93688396406,52.2323753999,1.02629,-8.78572,0.00024086,-7.93688396406,0.0590399
23.4436995494,223.23200981,200.0,48.5443382511,0.002,-4.11751,0.0621218,500,2.24369,21.6978,69.6912,0.726471,8.14737e-05,-7.54671996094,-7.54671996094,48.5443382511,2.23982,-5.45442,0.000647566,-7.54671996094,102.538
493.647061829,498.672324693,200.0,51.7363511143,0.002,-8.28461,0.00208536,500,0.996024,7.26135,1.03854,0.695701,5.15803e-08,-8.28713719731,-8.28713719731,51.7363511143,1.00266,-9.1859,0.00139696,-8.28713719731,0.0127927
497.810327646,499.635842616,200.0,52.964170005,0.002,-8.10928,0.00239358,500,1.00388,7.31536,1.20144,0.981444,1.76307e-08,-8.10992034445,-8.10992034445,52.964170005,1.00073,-9.01211,0.00195529,-8.10992034445,0.00444198
451.118509395,472.005645652,200.0,48.9995821334,0.002,-8.29779,0.00223615,500,1.09261,7.28625,1.22162,0.0899439,4.34293e-07,-8.43976904324,-8.43976904324,48.9995821334,1.05931,-9.2216,0.000164641,-8.43976904324,0.129614
71.1855977599,341.155120872,200.0,55.1836728377,0.002,-7.3223,0.0214293,500,2.00058,17.5969,21.4355,0.760052,2.41439e-05,-8.14029839809,-8.14029839809,55.1836728377,1.46561,-8.41148,0.000759833,-8.14029839809,24.1578
259.127578637,400.289630645,200.0,47.236841198,0.002,-7.28703,0.00651951,500,1.34335,8.93335,4.37898,0.79076,3.72566e-06,-7.65811192188,-7.65811192188,47.236841198,1.2491,-8.28412,0.0011773,-7.65811192188,1.68081
392.01747716,423.490659043,200.0,53.2400940052,0.002,-7.44995,0.00258016,500,1.13263,7.95151,1.46118,0.0571091,1.10402e-06,-7.97447484331,-7.97447484331,53.2400940052,1.18066,-8.4301,0.000100844,-7.97447484331,0.354072
465.664564555,483.643339236,200.0,53.492181096,0.002,-7.89942,0.00217079,500,1.06648,7.54733,1.15755,0.145632,2.9553e-07,-7.97287475647,-7.97287475647,53.492181096,1.03382,-8.81479,0.000273108,-7.97287475647,0.0840321
58.6984364561,331.267419107,200.0,45.1814208403,0.002,-6.52047,0.0281904,500,1.77544,19.0241,25.0252,0.756138,3.01327e-05,-7.32660121923,-7.32660121923,45.1814208403,1.50935,-7.62171,0.000851777,-7.32660121923,23.7459
457.96649004,472.032630689,200.0,49.9180193391,0.002,-7.53708,0.00220643,500,1.1072,7.32892,1.22148,0.122636,3.67867e-07,-7.6770191125,-7.6770191125,49.9180193391,1.05925,-8.46602,0.000221525,-7.6770191125,0.11274
480.88300282,493.020573595,200.0,51.3290296674,0.002,-7.76332,0.00210771,500,1.03936,7.38614,1.09534,0.27216,1.59333e-07,-7.78480896244,-7.78480896244,51.3290296674,1.01416,-8.67351,0.000523708,-7.78480896244,0.0430307
67.5674430093,376.066003497,200.0,43.9199722121,0.002,-6.87061,0.0307704,500,1.39864,15.214,21.5184,0.776382,2.56514e-05,-7.2060881562,-7.2060881562,43.9199722121,1.32955,-7.90642,0.00111019,-7.2060881562,12.5448
269.768528195,436.119380327,200.0,49.5128184056,0.002,-7.60628,0.00650477,500,1.31942,9.58873,4.29126,0.819485,3.42061e-06,-7.78453197516,-7.78453197516,49.5128184056,1.14648,-8.57277,0.00124219,-7.78453197516,1.48871
496.72466465,499.096717076,200.0,53.7708432745,0.002,-8.20443,0.0023248,500,1.01234,7.34761,1.17675,0.971237,2.64273e-08,-8.20610226099,-8.20610226099,53.7708432745,1.00181,-9.10735,0.0019188,-8.20610226099,0.00677088
496.29482076,498.923538075,200.0,53.7790119447,0.002,-7.80656,0.00232164,500,1.01588,7.3365,1.17925,0.968718,2.99233e-08,-7.80820999902,-7.80820999902,53.7790119447,1.00216,-8.70664,0.00190715,-7.80820999902,0.00772026
441.49702349,480.260535625,200.0,55.3064851629,0.002,-9.11836,0.0024293,500,0.969042,7.79285,1.17705,0.370824,5.31103e-07,-9.16205851357,-9.16205851357,55.3064851629,1.0411,-10.0383,0.000765342,-9.16205851357,0.124682
498.346522963,499.62441545,200.0,49.8594000213,0.002,-8.23322,0.0020499,500,0.995123,7.07792,1.01995,0.862801,1.3298e-08,-8.23359654253,-8.23359654253,49.8594000213,1.00075,-9.12577,0.00173406,-8.23359654253,0.00329215
475.501438996,492.308327941,200.0,50.3785699547,0.002,-7.90168,0.00218316,500,1.00843,7.21262,1.10079,0.441116,2.06499e-07,-7.9189327293,-7.9189327293,50.3785699547,1.01562,-8.8118,0.000874854,-7.9189327293,0.052499
457.47500639,484.751598992,200.0,49.6491446643,0.002,-8.17303,0.00223362,500,1.03055,7.39984,1.15093,0.210463,3.72567e-07,-8.22290174601,-8.22290174601,49.6491446643,1.03146,-9.08832,0.000408448,-8.22290174601,0.09892
132.794508001,404.237887067,200.0,46.1896746444,0.002,-7.10079,0.014936,500,1.38594,11.7379,10.3502,0.793418,1.1083e-05,-7.35950696417,-7.35950696417,46.1896746444,1.2369,-8.10386,0.00114496,-7.35950696417,5.32213
476.503015771,491.257733615,200.0,51.3323128271,0.002,-8.01865,0.002164,500,1.0245,7.36121,1.10851,0.408422,1.9764e-07,-8.03972814171,-8.03972814171,51.3323128271,1.0178,-8.91982,0.000797311,-8.03972814171,0.0518606
453.53559922,475.170783986,200.0,52.6200830524,0.002,-7.7225,0.00222735,500,1.08193,7.60566,1.20492,0.106825,4.10619e-07,-7.84795485711,-7.84795485711,52.6200830524,1.05225,-8.64935,0.000197471,-7.84795485711,0.120165
484.05820459,487.405025951,200.0,45.9953009339,0.002,-7.58835,0.00207409,500,1.09397,6.88019,1.13449,0.121377,1.31999e-07,-7.65463376512,-7.65463376512,45.9953009339,1.02584,-8.50059,0.000221902,-7.65463376512,0.0394929
26.5414946584,286.030457103,200.0,50.6135130109,0.002,-6.4714,0.0517694,500,2.61765,21.6578,67.7571,0.741206,7.14967e-05,-8.19646306986,-8.19646306986,50.6135130109,1.74807,-7.66545,0.000566314,-8.19646306986,122.476
466.46706568,489.447076915,200.0,49.7861748062,0.002,-7.97102,0.00219614,500,1.02098,7.29647,1.12111,0.272576,2.88124e-07,-8.00424400904,-8.00424400904,49.7861748062,1.02156,-8.88281,0.000533951,-8.00424400904,0.075085
105.20378785,357.876806127,200.0,47.6985824566,0.002,-7.10389,0.0161219,500,1.63775,15.8217,13.2018,0.767337,1.50408e-05,-7.7278998633,-7.7278998633,47.6985824566,1.39713,-8.17096,0.000937061,-7.7278998633,10.0857
425.025959908,481.166407841,200.0,49.8508176277,0.002,-7.90899,0.00388281,500,1.09116,7.70302,2.11838,0.8867,7.07009e-07,-7.94273080715,-7.94273080715,49.8508176277,1.03914,-8.83034,0.00162524,-7.94273080715,0.210446
392.70757363,441.381446949,200.0,54.1957588961,0.002,-7.97995,0.00415847,500,1.10443,8.35031,2.29636,0.824837,1.09504e-06,-8.14171938651,-8.14171938651,54.1957588961,1.13281,-8.9383,0.00149369,-8.14171938651,0.33392
386.108080067,438.203932893,200.0,52.6720844515,0.002,-8.03919,0.00271781,500,1.02204,8.25779,1.38885,0.000422619,1.18226e-06,-8.20436083917,-8.20436083917,52.6720844515,1.14102,-8.999,8.27014e-07,-8.20436083917,0.308735
250.950681339,347.792255541,200.0,54.1705629346,0.002,-7.13566,0.00685774,500,1.28987,8.98095,4.42281,0.762838,3.97765e-06,-7.92643445498,-7.92643445498,54.1705629346,1.43764,-8.2176,0.00118281,-7.92643445498,1.65448
82.121709221,267.799216479,200.0,51.3532882807,0.002,-7.05391,0.0999761,500,1.29959,17.4046,64.9639,0.736315,2.03949e-05,-7.92979322106,-7.92979322106,51.3532882807,1.86707,-8.28291,0.00113315,-7.92979322106,8.61139
491.870718694,494.869026134,200.0,51.5099529438,0.002,-8.36264,0.00356622,500,1.01832,7.18702,1.81577,0.935397,6.62419e-08,-8.37148939694,-8.37148939694,51.5099529438,1.01037,-9.26777,0.00183714,-8.37148939694,0.0171727
398.543092484,437.337216045,200.0,49.9459235354,0.002,-7.55785,0.00293241,500,0.950125,8.0247,1.39308,0.0176894,1.02032e-06,-7.70596109839,-7.70596109839,49.9459235354,1.14328,-8.52239,3.7236e-05,-7.70596109839,0.23027
393.289917771,439.209726921,200.0,47.7863006372,0.002,-7.46033,0.00265289,500,1.04335,7.75573,1.38395,0.176161,1.08748e-06,-7.65049342365,-7.65049342365,47.7863006372,1.13841,-8.42021,0.000337683,-7.65049342365,0.295955
472.178464537,489.448904608,200.0,48.8435036663,0.002,-8.32298,0.00218433,500,1.02649,7.10379,1.12109,0.37025,2.36159e-07,-8.34953338555,-8.34953338555,48.8435036663,1.02156,-9.23452,0.000721391,-8.34953338555,0.0622088
255.439505367,436.435589003,200.0,52.782263465,0.002,-7.99695,0.00814792,500,1.19063,9.49362,4.85056,0.819796,3.83732e-06,-8.14956895297,-8.14956895297,52.782263465,1.14564,-8.96331,0.00137708,-8.14956895297,1.35994
389.012369021,454.925310453,200.0,51.3713317306,0.002,-7.56031,0.00448482,500,1.09128,7.74515,2.4471,0.84068,1.14351e-06,-7.67105231875,-7.67105231875,51.3713317306,1.09908,-8.50401,0.00154072,-7.67105231875,0.340451
418.219131646,460.830742676,200.0,53.0853418327,0.002,-7.86846,0.00251878,500,1.01499,8.0109,1.27828,0.249831,7.83749e-07,-7.97062107604,-7.97062107604,53.0853418327,1.085,-8.80966,0.000492282,-7.97062107604,0.201857
482.2238105,495.503753399,200.0,54.0909453871,0.002,-8.52889,0.00217008,500,0.990248,7.51377,1.07446,0.560988,1.47748e-07,-8.54246922924,-8.54246922924,54.0909453871,1.00907,-9.43412,0.00113302,-8.54246922924,0.03622
242.936043036,400.986542781,200.0,50.7253280302,0.002,-7.45096,0.00785199,500,1.23946,10.0957,4.86611,0.791222,4.2411e-06,-7.7778626708,-7.7778626708,50.7253280302,1.24692,-8.45138,0.00127672,-7.7778626708,1.62886
