InitialReturnStd,VarianceInitializer,LearnableVariance,OptimizationReturnMean,InitialReturnMin,InitialBound,MaxIW,MeanEntropy,StdIW,MinIW,EpisodesSoFar,EpRewMean,StdWReturnMean,ESSRenyiArithmetic,InitialReturnMean,TimestepsSoFar,EmpiricalD2Harmonic,ReturnStepMax,ReturnStepMaxmin,ReturnMeanIW,TimeElapsed,WReturnMean,Inner Iteration,MinTargetPdf,Weights,EpLenMean,MinBehavPdf,ESSRenyiHarmonic,Iteration,Penalization,EpThisIter,OptimizationReturnMin,OptimizationReturnMax,EmpiricalD2Arithmetic,Epsilon,MeanIW,InitialReturnMax,Bound,MeanD2-0,DivergenceHarmonic
109.06421,-1.0,,170.83478,29.947262,-89023.16,40355.082,0.41894197,11787.454,0.18239492,121,200.78203053411343,,11.0,200.78204,1621,1.0,9.999972,9.999972,284448100.0,13.547191619873047,52208.426,1,-21.309313,[-1.067  0.164 -0.796 -0.804],21.09090909090909,-21.309313,11.0,6,True,11,,429.92694,1.0,1.0,5920.57,459.8742,-3817854700000000.0,1.0,1.0754656e+22
113.75664,-1.0,,118.19559,89.86268,-7.6566746e+20,0.4242496,0.41894197,0.14270385,0.0021690568,132,208.0582657439265,,0.00032243098,208.05829,1861,34115.83,9.999991,9.999991,6715.134,14.575116157531738,6715.134,2,-33.979065,[-1.257 -0.246 -0.78  -1.017],21.818181818181817,-32.50807,0.00032243098,6,True,11,,439.9704,34115.83,1.0,0.14487219,529.83307,-7.6566746e+20,34115.83,2.4549237e+32
91.845055,-1.0,,101.84187,119.859085,-91269.78,99.33172,0.41894197,27.57651,0.109787405,143,221.70096535961375,,11.0,221.70094,2116,1.0,9.999974,9.999974,458185.38,15.536926507949829,57586.84,1,-18.65012,[-1.257 -0.246 -0.78  -1.017],23.181818181818183,-18.65012,11.0,7,True,11,,320.0199,1.0,1.0,13.7947855,439.879,-36350430000.0,1.0,1164633300000.0
92.45362,-1.0,,186.30865,29.94648,-inf,3.8768034,0.41894197,1.1192745,4.1526365e-09,154,216.25512182364744,,4.408087e-06,216.25513,2365,2495413.5,9.999983,9.999983,20835.92,16.476110458374023,20835.92,2,-30.55999,[-1.197  0.172 -0.845 -0.758],22.636363636363637,-20.910229,4.408087e-06,7,True,11,,329.99432,2495413.5,1.0,0.47567692,359.9408,-inf,2495413.5,inf
83.42379,-1.0,,159.897,9.982536,-51472.9,39.889927,0.41894197,11.661072,0.19724812,165,169.87954028200363,,11.0,169.87955,2563,1.0,9.999974,9.999974,561073.44,17.25395679473877,35818.586,1,-12.386387,[-1.197  0.172 -0.845 -0.758],18.0,-12.386387,11.0,8,True,11,,289.8959,1.0,1.0,11.763437,299.87845,-17975036000.0,1.0,1318394300000.0
96.32266,-1.0,,144.51521,59.90988,-7968010000000.0,0.8382688,0.41894197,0.23783629,0.00033161507,176,204.4250868999852,,0.047751494,204.4251,2799,230.35928,9.9999895,9.9999895,4416.328,18.04755687713623,1240.5966,2,-29.052708,[-1.225 -0.183 -0.877 -1.107],21.454545454545453,-22.485725,0.047751494,8,True,11,,349.97787,230.35928,1.0,0.121694796,409.88776,-6279701500000.0,230.35928,4.610333e+16
63.86012,-1.0,,126.339386,49.929703,-50806.36,27814.496,0.41894197,7966.595,0.14327268,187,176.2690907083314,,11.0,176.26907,3004,1.0,9.999974,9.999974,49030490.0,18.9249165058136,35148.906,1,-15.093449,[-1.292 -0.239 -0.778 -0.612],18.636363636363637,-15.093449,11.0,9,True,11,,249.97884,1.0,1.0,2628.3013,299.90854,-14946056000000.0,1.0,9.111901e+17
81.19101,-1.0,,100.89683,109.899536,-7.5308765e+21,4.8914747,0.41894197,1.3932444,4.1165677e-08,198,210.79636479315397,,9.531565e-05,210.79637,3247,115406.02,9.999998,9.999998,8011.4077,19.906346797943115,8011.4077,2,-25.49831,[-1.788 -0.355 -1.325 -1.276],22.09090909090909,-17.757927,9.531565e-05,9,True,11,,250.01138,115406.02,1.0,0.5378447,359.91092,-7.5308765e+21,115406.02,1.1153854e+35
138.11115,-1.0,,110.05002,139.83221,-140048.19,4002179.5,0.41894197,1137275.8,285.97565,209,249.88222601200889,,11.0,249.88223,3533,1.0,9.999986,9.999986,12452112000.0,20.816743850708008,81515.81,1,-22.9487,[-1.788 -0.355 -1.325 -1.276],26.0,-22.9487,11.0,10,True,11,,440.03198,1.0,1.0,408426.62,579.8642,-3.6814182e+22,1.0,3.955843e+35
135.7193,-1.0,,338.97015,9.979839,-inf,0.28006616,0.41894197,0.08051336,,220,348.9500026284896,,,348.94998,3928,inf,9.999999,9.999999,2.5358005,22.23453688621521,2.5358005,2,-81.28665,[-1.548  0.479 -1.622 -1.673],35.90909090909091,-22.748138,,10,True,11,,529.8884,inf,1.0,0.02546056,539.8683,-inf,inf,inf
83.4895,-1.0,,123.7081,249.78433,-197208.69,16484.637,0.41894197,5205.483,15.650392,231,373.49243254611264,,11.0,373.49246,4350,1.0,9.999998,9.999998,291373380.0,23.674721240997314,146467.1,1,-28.93166,[-1.548  0.479 -1.622 -1.673],38.36363636363637,-28.93166,11.0,11,True,11,,290.11172,1.0,1.0,3309.979,539.89606,-4.7156514e+18,1.0,8.6368754e+27
114.48468,-1.0,,121.845314,329.7963,-inf,2.2538202e-06,0.41894197,6.449134e-07,9.750902e-21,242,451.64161333674053,,7.346474e-15,451.6416,4858,1497316900000000.0,9.999999,9.999999,0.029919576,25.422931432724,0.029919576,2,-42.82167,[-1.331  0.712 -1.728 -2.045],46.18181818181818,-23.396639,7.346474e-15,11,True,11,,430.01974,1497316900000000.0,1.0,2.4790805e-07,759.81604,-inf,1497316900000000.0,inf
122.62597,-1.0,,159.99786,319.80737,-356601.34,54946.33,0.41894197,15531.124,8.24466,253,479.80522302152747,,11.0,479.8052,5397,1.0,9.999993,9.999993,855042800.0,27.422142505645752,245250.19,1,-41.773254,[-1.331  0.712 -1.728 -2.045],49.0,-41.773254,11.0,12,True,11,,479.98132,1.0,1.0,6283.042,799.7887,-1.4782388e+20,1.0,1.7623903e+30
167.15218,-1.0,,252.6547,399.8011,-inf,2.3683995e-05,0.41894197,6.8048034e-06,4.335595e-28,264,652.455769130053,,2.8358778e-19,652.4558,6126,3.8788694e+19,9.999994,9.999994,0.62936175,29.251227140426636,0.62936175,2,-71.92877,[-1.203  0.907 -1.766 -2.124],66.27272727272727,-40.42601,2.8358778e-19,12,True,11,,579.91516,3.8788694e+19,1.0,2.1656824e-06,979.71625,-inf,3.8788694e+19,inf
198.58424,-1.0,,291.75928,439.8098,-829354.8,5320489.0,0.41894197,1512690.4,2.5667152,275,731.5691092716614,,11.0,731.5691,6942,1.0,10.0,10.0,320803000000.0,31.332341194152832,574629.06,1,-53.66338,[-1.203  0.907 -1.766 -2.124],74.18181818181819,-53.66338,11.0,13,True,11,,769.8522,1.0,1.0,548625.44,1209.662,-3.8560832e+23,1.0,2.2916621e+36
239.143,-1.0,,313.5471,499.81125,-inf,6.7321584e-09,0.41894197,1.933095e-09,2.1531824e-26,286,813.3583289305905,,8.963889e-16,813.35834,7848,1.2271459e+16,9.999998,9.999998,0.00015910578,33.840237617492676,0.00015910578,2,-74.11415,[-1.008  0.982 -1.782 -2.261],82.36363636363636,-50.27854,8.963889e-16,13,True,11,,729.96375,1.2271459e+16,1.0,6.196121e-10,1229.775,-inf,1.2271459e+16,inf
189.02669,-1.0,,278.16632,499.71854,-866950.6,1274.4773,0.41894197,355.9914,0.024264371,297,777.8848617328251,,11.0,777.8848,8715,1.0,9.999997,9.999997,159200480.0,35.989582777023315,640836.0,1,-54.26289,[-1.008  0.982 -1.782 -2.261],78.81818181818181,-54.26289,11.0,14,True,11,,639.9851,1.0,1.0,172.61278,1139.7036,-213747220000.0,1.0,892277600000.0
418.10068,-1.0,,694.34375,29.942722,-1.9696038e+18,9.19853,0.41894197,2.6230812,2.2486408e-07,308,724.286538348078,,0.0029486332,724.28656,9523,3730.542,9.999995,9.999995,800154.06,37.93375849723816,800154.06,2,-103.31902,[-1.05   0.881 -1.778 -2.32 ],73.45454545454545,-103.40414,0.0029486332,14,True,11,,1779.6476,3730.542,1.0,1.1129683,1809.5903,-1.9696038e+18,3730.542,1.1938522e+25
100.39868,-1.0,,120.9294,559.7298,-605052.44,207168.39,0.41894197,59534.836,0.35518715,319,680.6591885420389,,11.0,680.65924,10283,1.0,9.999997,9.999997,10895332000.0,39.77518892288208,473376.88,1,-51.323257,[-1.05   0.881 -1.778 -2.32 ],69.0909090909091,-51.323257,11.0,15,True,11,,309.99225,1.0,1.0,18903.736,869.72205,-34336668000000.0,1.0,6.7956764e+16
80.018135,-1.0,,123.62116,449.80994,-667356600000000.0,18.593668,0.41894197,5.3333507,7.144779e-06,330,573.4311015379551,,0.01330265,573.4311,10925,826.90295,9.999996,9.999996,544903.06,41.46039056777954,544903.06,2,-33.021267,[-1.131  0.787 -1.773 -2.334],58.36363636363637,-29.3149,0.013302649,15,True,11,,279.96124,826.9029,1.0,1.7311918,729.7712,-667356600000000.0,826.9029,5.181827e+19
197.57721,-1.0,,177.27779,419.78058,-606079.06,746.6758,0.41894197,214.60478,0.6362743,341,597.0583633765729,,11.0,597.05835,11593,1.0,9.999999,9.999999,20496032.0,43.89277720451355,395515.47,1,-39.9264,[-1.131  0.787 -1.773 -2.334],60.72727272727273,-39.9264,11.0,16,True,11,,680.03424,1.0,1.0,102.063225,1099.8148,-11418013000.0,1.0,2929922300.0
123.258965,-1.0,,159.94185,369.84076,-121757020000000.0,0.73979366,0.41894197,0.21473025,0.00014370173,352,529.7826134330726,,0.032042988,529.78265,12187,343.28882,9.999996,9.999996,38739.914,45.64475655555725,40262.227,2,-34.301987,[-1.224  0.711 -1.762 -2.3  ],54.0,-32.60139,0.032042988,16,True,11,,369.94904,343.28882,1.0,0.11734409,739.7898,-108021030000000.0,343.28882,1.2855744e+18
77.60153,-1.0,,96.34626,379.83423,-301818.66,5092538.0,0.41894197,1462183.1,0.1254199,363,476.1804881482425,,11.0,476.18048,12722,1.0,9.999998,9.999998,112555230000.0,47.24318861961365,232769.84,1,-32.69696,[-1.219  0.706 -1.763 -2.315],48.63636363636363,-32.69696,11.0,17,True,11,,249.97076,1.0,1.0,468869.53,629.805,-3.1113138e+17,1.0,2.0303778e+25
176.73645,-1.0,,196.38234,329.78387,-inf,0.30510962,0.41894197,0.087448426,2.4929795e-08,374,526.1662176210356,,3.0248917e-05,526.1662,13312,363649.38,9.999996,9.999996,9720.763,49.22630977630615,9720.763,2,-38.71849,[-1.316  0.512 -1.759 -2.44 ],53.63636363636363,-35.170776,3.0248917e-05,17,True,11,,579.9632,363649.38,1.0,0.028649896,909.7471,-inf,363649.38,inf
94.89313,-1.0,,117.31474,299.75122,-241465.92,109089.73,0.41894197,30767.707,0.9083422,385,417.0659683666891,,11.0,417.06595,13782,1.0,9.999969,9.999969,1881190400.0,50.424766302108765,182948.73,1,-24.586674,[-1.316  0.512 -1.759 -2.44 ],42.72727272727273,-24.586674,11.0,18,True,11,,280.0376,1.0,1.0,13844.722,579.7888,-2.0362719e+18,1.0,1.2108941e+27
77.84469,-1.0,,92.736374,339.74426,-inf,0.0012815498,0.41894197,0.00036710728,6.798299e-21,396,432.4806406520414,,2.1808565e-13,432.48065,14269,50438900000000.0,9.999771,9.999771,14.184512,51.90959429740906,14.184512,2,-48.087677,[-1.054  0.545 -1.824 -2.86 ],44.27272727272727,-26.497124,2.1808564e-13,18,True,11,,220.04114,50438896000000.0,1.0,0.00012189357,559.7854,-inf,50438896000000.0,inf
97.209946,-1.0,,155.53021,359.70905,-357759.56,277411.28,0.41894197,79132.05,4.1477637,407,515.2392494423182,,11.0,515.23926,14847,1.0,9.999998,9.999998,12399574000.0,53.68975043296814,274921.28,1,-38.621204,[-1.054  0.545 -1.824 -2.86 ],52.54545454545455,-38.621204,11.0,19,True,11,,330.12347,1.0,1.0,27465.156,689.8325,-9.891926e+18,1.0,1.4259392e+28
103.941284,-1.0,,105.45826,439.7771,-inf,0.017234854,0.41894197,0.0049003526,1.6391429e-18,418,545.2353727353653,,7.248675e-08,545.23535,15458,151751870.0,9.999998,9.999998,464.4051,55.52853536605835,464.4051,2,-51.62333,[-1.181  0.835 -1.797 -2.473],55.54545454545455,-31.484138,7.248675e-08,19,True,11,,349.94,151751870.0,1.0,0.0018394339,789.7171,-inf,151751870.0,inf
165.61131,-1.0,,122.65279,479.83337,-593342.6,1550.1923,0.41894197,459.66412,0.58777773,429,602.4861487519194,,11.0,602.48615,16132,1.0,9.999997,9.999997,92605110.0,57.02092456817627,390416.7,1,-44.73282,[-1.181  0.835 -1.797 -2.473],61.27272727272727,-44.73282,11.0,20,True,11,,599.8506,1.0,1.0,243.98346,1079.684,-115935610000.0,1.0,325886900000.0
214.13344,-1.0,,195.44049,449.761,-2.1873706e+18,13.946641,0.41894197,3.9926286,5.797302e-08,440,645.2015057878309,,0.0012858697,645.20154,16853,8554.521,9.999998,9.999998,439639.2,59.24542284011841,439639.2,2,-49.992947,[-1.093  0.908 -1.81  -2.52 ],65.54545454545455,-48.603233,0.0012858697,20,True,11,,769.9309,8554.521,1.0,1.5239282,1219.6919,-2.1873706e+18,8554.521,7.1344106e+25
267.22427,-1.0,,275.43143,479.76288,-900718.75,3844.2048,0.41894197,1078.9761,3.4932468,451,755.1942973534559,,11.0,755.1943,17695,1.0,9.999999,9.999999,170707800.0,61.2750141620636,641727.25,1,-54.087746,[-1.093  0.908 -1.81  -2.52 ],76.54545454545455,-54.087746,11.0,21,True,11,,739.98627,1.0,1.0,474.13333,1219.7491,-34239110000000.0,1.0,1.7477225e+16
293.8597,-1.0,,256.33923,409.78677,-3.192686e+16,0.027688699,0.41894197,0.008272726,6.498472e-07,462,666.1259828471431,,0.006472336,666.126,18439,1699.5409,9.999998,9.999998,2183.6663,63.02263164520264,2183.6663,2,-78.2034,[-1.177  0.82  -1.792 -2.498],67.63636363636364,-73.90795,0.006472336,21,True,11,,1059.9149,1699.5409,1.0,0.003824263,1469.7017,-3.192686e+16,1699.5409,7.209575e+21
172.80275,-1.0,,462.53137,,-339086.5,932.55206,0.41894197,264.52875,0.40889588,473,462.53137202225645,,11.0,462.53137,18959,1.0,9.999989,9.999989,17729436.0,64.59083199501038,243796.08,1,-38.63289,[-1.177  0.82  -1.792 -2.498],47.27272727272727,-38.63289,11.0,22,True,11,,739.86523,1.0,1.0,97.73709,739.86523,-43830006000.0,1.0,211395170000.0
235.48227,-1.0,,288.17947,419.73367,-1.0184251e+23,27.34226,0.41894197,7.8462358,1.6518786e-11,484,707.9131702919493,,4.6452027e-05,707.91315,19749,236803.44,9.999999,9.999999,489593.72,66.93306994438171,489593.72,2,-70.126526,[-1.078  0.897 -1.787 -2.504],71.81818181818181,-62.962524,4.6452027e-05,22,True,11,,860.01465,236803.44,1.0,2.5322776,1279.7483,-1.0184251e+23,236803.44,1.2760681e+35
116.67746,-1.0,,139.90826,509.8355,-570488.3,193.02603,0.41894197,52.497574,3.6904626,495,649.7437851910903,,11.0,649.7438,20475,1.0,9.999994,9.999994,11833418.0,68.90787625312805,435780.62,1,-39.37556,[-1.078  0.897 -1.787 -2.504],66.0,-39.37556,11.0,23,True,11,,369.84296,1.0,1.0,28.822832,879.67847,-8424129000.0,1.0,3899843300.0
155.23146,-1.0,,154.57774,699.6903,-4319979600000000.0,4.590105,0.41894197,1.3138546,3.100376e-07,506,854.2680502059887,,0.005622362,854.268,21426,1956.4731,10.0,10.0,333550.94,71.40265440940857,333550.94,2,-65.44927,[-1.056  1.007 -1.797 -2.45 ],86.45454545454545,-61.385334,0.005622362,23,True,11,,490.0216,1956.4731,1.0,0.4401637,1189.7119,-4319979600000000.0,1956.4731,3.0740435e+20
198.20918,-1.0,,166.34898,599.7394,-893738.8,44063.29,0.41894197,12537.402,0.19948605,517,766.0883620359782,,11.0,766.0883,22280,1.0,9.999996,9.999996,2120016100.0,74.04700875282288,626178.25,1,-69.02684,[-1.056  1.007 -1.797 -2.45 ],77.63636363636364,-69.02684,11.0,24,True,11,,640.0238,1.0,1.0,4664.179,1239.7632,-4374258800000.0,1.0,267021930000000.0
255.3699,-1.0,,257.32404,629.69135,-8.874505e+20,62.7841,0.41894197,18.048742,1.2138021e-12,528,887.0153747911551,,0.00013271013,887.0154,23267,82887.414,9.999999,9.999999,6904930.5,76.80684447288513,6904930.5,2,-59.380146,[-0.951  1.054 -1.807 -2.498],89.72727272727273,-54.17752,0.00013271013,24,True,11,,740.07404,82887.414,1.0,5.7089634,1369.7654,-8.874505e+20,82887.414,7.3827383e+30
162.38585,-1.0,,193.65399,619.7494,-887206.5,77677.336,0.41894197,22298.295,5.663873,539,813.4033775202358,,11.0,813.4033,24173,1.0,9.999991,9.999991,4193178600.0,79.18027877807617,687994.25,1,-49.530655,[-0.951  1.054 -1.807 -2.498],82.36363636363636,-49.530655,11.0,25,True,11,,450.0089,1.0,1.0,8594.532,1069.7583,-13085656000000.0,1.0,4312050500000000.0
233.90297,-1.0,,317.2348,729.85046,-1.180602e+22,2.514844,0.41894197,0.7219974,4.4776333e-10,550,1047.0852874816321,,4.6313096e-05,1047.0852,25336,237513.81,9.999999,9.999999,181346.56,82.86486196517944,181346.56,2,-78.69577,[-0.848  1.106 -1.823 -2.543],105.72727272727273,-76.974655,4.6313096e-05,25,True,11,,829.91675,237513.81,1.0,0.2318676,1559.7672,-1.180602e+22,237513.81,7.771087e+32
167.7795,-1.0,,214.51878,669.82764,-1090880.5,835629.44,0.41894197,239758.58,1.8133651,561,884.34639440799,,11.0,884.34644,26320,1.0,9.999994,9.999994,74941110000.0,85.86176300048828,810218.56,1,-62.693344,[-0.848  1.106 -1.823 -2.543],89.45454545454545,-62.693344,11.0,26,True,11,,599.9258,1.0,1.0,112115.625,1269.7534,-134298485000000.0,1.0,2.2871457e+17
173.13795,-1.0,,292.83264,699.70215,-5.742785e+23,4.615776,0.41894197,1.319656,3.2978956e-12,572,992.5347967407979,,1.16327365e-05,992.5348,27423,945607.2,9.999998,9.999998,393319.53,89.39190721511841,393319.53,2,-65.54638,[-0.765  1.194 -1.85  -2.528],100.27272727272727,-52.32751,1.1632737e-05,26,True,11,,550.11584,945607.25,1.0,0.5012404,1249.818,-5.742785e+23,945607.25,4.4603804e+36
227.53784,-1.0,,265.50055,819.7423,-1636937.6,2616688.2,0.41894197,959598.8,59.941013,583,1085.2428819274137,,11.0,1085.2429,28628,1.0,9.999997,9.999997,1217326200000.0,92.75209641456604,1229525.5,1,-60.751213,[-0.765  1.194 -1.85  -2.528],109.54545454545455,-60.751213,11.0,27,True,11,,710.0917,1.0,1.0,755703.3,1529.834,-1.4640849e+23,1.0,1.2914253e+35
190.38954,-1.0,,195.44174,749.7751,-inf,0.8669809,0.41894197,0.2492395,4.3176128e-17,594,945.2168114285822,,2.3578577e-09,945.2168,29679,4665252000.0,9.999999,9.999999,47934.652,96.09533619880676,47934.652,2,-81.69809,[-0.926  1.178 -1.838 -2.338],95.54545454545455,-62.857468,2.3578577e-09,27,True,11,,539.9654,4665252000.0,1.0,0.07881644,1289.7405,-inf,4665252000.0,inf
220.06274,-1.0,,276.36234,779.7905,-1539971.4,194919.84,0.41894197,64485.73,0.0073921173,605,1056.1528703525657,,11.0,1056.1528,30852,1.0,10.0,10.0,28848773000.0,99.7126739025116,1163886.5,1,-63.136436,[-0.926  1.178 -1.838 -2.338],106.63636363636364,-63.136436,11.0,28,True,11,,690.0504,1.0,1.0,33315.31,1469.841,-4319908700000000.0,1.0,1.3193982e+20
186.88062,-1.0,,324.51126,689.7581,-1.3707587e+23,1518.6495,0.41894197,434.2944,9.708649e-09,616,1014.269393064415,,3.1254116e-05,1014.26935,31979,351953.62,9.999995,9.999995,107401530.0,102.997061252594,107401530.0,2,-78.20215,[-1.082  1.231 -1.825 -2.15 ],102.45454545454545,-72.811554,3.1254116e-05,28,True,11,,589.8543,351953.62,1.0,146.73538,1279.6124,-1.3707587e+23,351953.62,2.3127152e+35
292.71725,-1.0,,379.09314,689.7362,-1673554.9,3796.3616,0.41894197,1175.2029,4.0504136,627,1068.8293523059122,,11.0,1068.8292,33166,1.0,10.0,10.0,1332245500.0,106.17858529090881,1228079.6,1,-87.13632,[-1.082  1.231 -1.825 -2.15 ],107.9090909090909,-87.13632,11.0,29,True,11,,909.9657,1.0,1.0,1100.0948,1599.7019,-206863040000000.0,1.0,2.1563435e+17
325.97675,-1.0,,309.96027,779.7781,-2.8942529e+23,33.235424,0.41894197,9.985378,6.064238e-10,638,1089.7383668863733,,1.561907e-05,1089.7383,34376,704267.25,9.999998,9.999998,2691950.5,109.62470245361328,2691950.5,2,-84.872406,[-1.     1.322 -1.848 -2.164],110.0,-81.39398,1.561907e-05,29,True,11,,1029.9739,704267.25,1.0,4.29327,1809.752,-2.8942529e+23,704267.25,2.5769776e+35
396.2081,-1.0,,500.90637,689.718,-2157379.5,14419.543,0.41894197,5483.509,0.55009526,649,1190.6244334141754,,11.0,1190.6245,35697,1.0,9.999999,9.999999,5662153000.0,113.61246466636658,1574567.5,1,-91.349335,[-1.     1.322 -1.848 -2.164],120.0909090909091,-91.349335,11.0,30,True,11,,1140.0305,1.0,1.0,3418.4531,1829.7485,-17499508000000.0,1.0,900987800000000.0
262.96533,-1.0,,334.56192,669.7206,-2.8697401e+20,20.60944,0.41894197,5.9247932,6.403639e-12,660,1004.2825033150227,,0.0001866103,1004.2826,36813,58946.375,9.999995,9.999995,1385158.6,116.7339358329773,1385158.6,2,-92.46297,[-1.113  1.288 -1.87  -2.132],101.45454545454545,-87.07843,0.00018661028,30,True,11,,1039.855,58946.37,1.0,1.8735999,1709.5756,-2.8697401e+20,58946.37,3.181603e+29
220.19287,-1.0,,304.53174,679.7655,-1348749.8,5648.4976,0.41894197,1662.842,0.9414938,671,984.2972425692607,,11.0,984.29724,37907,1.0,9.999999,9.999999,661793500.0,119.91434597969055,1017326.0,1,-55.37422,[-1.113  1.288 -1.87  -2.132],99.45454545454545,-55.37422,11.0,31,True,11,,700.04407,1.0,1.0,880.8414,1379.8096,-5296967600000.0,1.0,255377970000000.0
454.07288,-1.0,,1068.9032,29.94936,-5.457437e+21,0.89698,0.41894197,0.25671574,3.6147767e-08,682,1098.8525824972219,,9.855655e-05,1098.8527,39127,111611.04,9.999999,9.999999,3612.2063,123.0295660495758,3612.2063,2,-80.7361,[-1.051  1.382 -1.878 -2.078],110.9090909090909,-77.459015,9.855656e-05,31,True,11,,1889.6812,111611.05,1.0,0.08567402,1919.6305,-5.457437e+21,111611.05,7.2380376e+31
394.50687,-1.0,,480.8378,789.79535,-2552274.8,98240.555,0.41894197,28040.951,0.370629,693,1270.6331968770928,,11.0,1270.6332,40536,1.0,9.999998,9.999998,6689703000.0,127.20080757141113,1770144.2,1,-92.28271,[-1.051  1.382 -1.878 -2.078],128.0909090909091,-92.28271,11.0,32,True,11,,1329.8665,1.0,1.0,9922.132,2119.6619,-1366132000000000.0,1.0,3.0509045e+18
