EmpiricalD2Harmonic,InitialReturnMax,ESSRenyiHarmonic,TimestepsSoFar,LearnableVariance,Weights,StdIW,EpLenMean,OptimizationReturnMean,MeanEntropy,EpRewMean,InitialReturnMin,InitialBound,MeanD2-0,MaxIW,Bound,Penalization,ReturnStepMax,ReturnMeanIW,MeanIW,EpisodesSoFar,MinIW,DivergenceHarmonic,InitialReturnMean,WReturnMean,ReturnStepMaxmin,OptimizationReturnMin,Epsilon,Iteration,EmpiricalD2Arithmetic,VarianceInitializer,EpThisIter,StdWReturnMean,Inner Iteration,OptimizationReturnMax,TimeElapsed,InitialReturnStd,MinTargetPdf,MinBehavPdf,ESSRenyiArithmetic
1.0,4999.259,11.0,1540030,,[ 0.178  1.493 -3.032 -2.203],35415.875,456.09090909090907,4399.1577,0.41894197,4559.004058084743,159.84656,-27070530.0,1.0,123364.7,-93952060000000.0,True,9.999999,284261900000.0,11376.069,4895,0.34150687,463523740000000.0,4559.0044,22719778.0,9.999999,,1.0,223,1.0,-1.0,11,,1,4839.412,4184.199607372284,1391.1357,-240.98297,-240.98297,11.0
1854.7552,4999.444,0.0059307017,1544761,,[ 0.148  1.455 -3.084 -2.306],0.82975006,430.09090909090907,3218.9478,0.41894197,4298.355097120817,1079.4071,-8.2695685e+17,1854.7554,2.9403298,-8.2695685e+17,True,10.0,7452845.0,0.34521934,4906,6.2957e-07,3.6123758e+22,4298.355,7452845.0,10.0,,1.0,223,1854.7554,-1.0,11,,2,3920.0366,4198.948599100113,1486.991,-234.96071,-229.5222,0.0059307013
1.0,4999.462,11.0,1550261,,[ 0.148  1.455 -3.084 -2.306],2758302.5,500.0,0.4736328,0.41894197,4999.062568792985,4998.589,-29341740.0,1.0,9644015.0,-7.286474e+22,True,10.0,23491147000000.0,940094.25,4917,64.47975,2.8045011e+32,4999.0625,24990626.0,10.0,,1.0,224,1.0,-1.0,11,,1,0.8730469,4216.43052649498,0.28710303,-226.67412,-226.67412,11.0
120263330000.0,4999.092,9.146595e-11,1554259,,[ 0.278  1.666 -3.107 -2.326],0.1337341,363.45454545454544,3609.1946,0.41894197,3629.1617375041983,19.967129,-inf,120263330000.0,0.46691543,-inf,True,10.0,11844.191,0.044146366,4928,2.0027573e-11,inf,3629.1619,11844.191,10.0,,1.0,224,120263330000.0,-1.0,11,,2,4979.1245,4228.547032356262,1792.9725,-227.95857,-216.88083,9.146595e-11
1.0,4999.282,11.0,1557290,,[ 0.278  1.666 -3.107 -2.326],14218.389,275.54545454545456,2609.331,0.41894197,2749.2117624101634,139.88066,-16370248.0,1.0,49795.2,-7.8994626e+17,True,10.0,125061310000.0,5067.7603,4939,2.6655428,3.2966917e+22,2749.2117,12019494.0,10.0,,1.0,225,1.0,-1.0,11,,1,4859.4014,4237.019220352173,2112.1858,-240.28258,-240.28258,11.0
25489.957,4999.371,0.00043154252,1562790,,[ 0.25   1.564 -3.121 -2.391],0.20933521,500.0,0.09193004,0.41894197,4999.225639365266,4999.134,-2.3283408e+20,25489.957,0.7292528,-2.3283408e+20,True,9.999999,1682633.9,0.06732319,4950,1.8981285e-09,2.8638186e+27,4999.226,1682633.9,9.999999,,1.0,225,25489.957,-1.0,11,,2,0.23730469,4256.360736131668,0.07028352,-240.1101,-234.68834,0.00043154252
1.0,4999.2646,11.0,1567862,,[ 0.25   1.564 -3.121 -2.391],8616.213,461.09090909090907,3899.505,0.41894197,4609.008137903144,709.5036,-27114340.0,1.0,30249.357,-1.4602447e+16,True,10.0,79703840000.0,3191.8345,4961,1.25704,1.1265124e+19,4609.008,22763572.0,10.0,,1.0,226,1.0,-1.0,11,,1,4289.761,4273.0925188064575,1233.1316,-231.28575,-231.28575,11.0
506841.72,4999.413,2.1703028e-05,1573362,,[ 0.22   1.472 -3.123 -2.47 ],0.0022132657,500.0,0.493386,0.41894197,4999.11176343143,4998.618,-inf,506841.7,0.007728396,-inf,True,9.999999,20508.105,0.00082064973,4972,7.3859426e-11,inf,4999.1113,20508.105,9.999999,,1.0,226,506841.7,-1.0,11,,2,0.7949219,4290.207478284836,0.21699248,-259.63037,-247.96594,2.170303e-05
1.0,4999.384,11.0,1578862,,[ 0.22   1.472 -3.123 -2.47 ],405.40198,500.0,0.37371272,0.41894197,4999.077743881843,4998.704,-29341752.0,1.0,1455.4211,-3350711000000.0,True,10.0,4528066000.0,181.18861,4983,2.1436546,591490000000.0,4999.0776,24990780.0,10.0,,1.0,227,1.0,-1.0,11,,1,0.6796875,4307.760446310043,0.2506805,-229.72629,-229.72629,11.0
49307.5,4999.3535,0.0002230898,1584203,,[ 0.282  1.514 -3.119 -2.369],0.02083537,485.54545454545456,1443.3624,0.41894197,4852.549715761877,3409.1873,-6.7819455e+22,49307.5,0.073349595,-6.7819455e+22,True,9.999999,210654.56,0.008452735,4994,2.195984e-12,2.4297811e+32,4852.5503,210654.56,9.999999,,1.0,227,49307.5,-1.0,11,,2,1590.1663,4324.762818336487,456.46643,-240.48727,-239.18102,0.0002230898
1.0,4999.2754,11.0,1588526,,[ 0.282  1.514 -3.119 -2.369],168186.62,393.0,3476.5076,0.41894197,3926.3415607303,449.83417,-23019038.0,1.0,585852.1,-1.592474e+17,True,10.0,1350262000000.0,54036.69,5005,0.10401801,1.3397476e+21,3926.3416,18668272.0,10.0,,1.0,228,1.0,-1.0,11,,1,4549.4414,4338.474119186401,1803.3617,-232.32272,-232.32272,11.0
29955960.0,4999.1597,3.6720573e-07,1592332,,[ 0.306  1.613 -3.123 -2.297],7.4365563,346.0,3274.7412,0.41894197,3454.5713623196284,179.8302,-inf,29955960.0,25.9146,-inf,True,9.999999,1469711.6,2.3993554,5016,1.19637555e-11,inf,3454.571,1469711.6,9.999999,,1.0,228,29955960.0,-1.0,11,,2,4819.3296,4350.633843898773,1845.4886,-224.49258,-211.91801,3.6720573e-07
1.0,4999.0557,11.0,1596921,,[ 0.306  1.613 -3.123 -2.297],82386.26,417.1818181818182,3577.2024,0.41894197,4167.057366700238,589.85504,-23532132.0,1.0,288869.53,-8.279193e+20,True,10.0,696655000000.0,28628.426,5027,0.21039325,3.6219134e+28,4167.0576,19181740.0,10.0,,1.0,229,1.0,-1.0,11,,1,4409.2007,4365.092224359512,1348.099,-238.4606,-238.4606,11.0
936423.75,4999.4175,1.1746819e-05,1602421,,[ 0.283  1.521 -3.141 -2.376],0.007937896,500.0,0.32270953,0.41894197,4999.00887066531,4998.686,-inf,936423.75,0.027655764,-inf,True,10.0,63841.383,0.0025549105,5038,1.038006e-12,inf,4999.0083,63841.383,10.0,,1.0,229,936423.75,-1.0,11,,2,0.7314453,4383.267794132233,0.2727509,-252.05603,-247.31396,1.1746819e-05
1.0,4999.289,11.0,1607921,,[ 0.283  1.521 -3.141 -2.376],17056.943,500.0,0.2986062,0.41894197,4998.958698901339,4998.66,-29340404.0,1.0,60101.145,-3820009000000000.0,True,10.0,159305520000.0,6374.8574,5049,0.2926821,7.708563e+17,4998.959,24989590.0,10.0,,1.0,230,1.0,-1.0,11,,1,0.62890625,4400.239431381226,0.17915857,-225.94424,-225.94424,11.0
144200.02,4999.427,7.628293e-05,1613095,,[ 0.301  1.454 -3.14  -2.48 ],1.7364712,470.3636363636364,2972.249,0.41894197,4701.8243799207985,1729.5756,-3.3765785e+23,144200.02,5.7605767,-3.3765785e+23,True,10.0,14125286.0,0.7687742,5060,5.5941384e-12,6.0226383e+33,4701.824,14125286.0,10.0,,1.0,230,144200.02,-1.0,11,,2,3269.851,4417.680403709412,939.90765,-239.64616,-240.52168,7.628293e-05
1.0,4999.4365,11.0,1617780,,[ 0.301  1.454 -3.14  -2.48 ],23089.82,425.90909090909093,3196.12,0.41894197,4255.546955983879,1059.4269,-24601098.0,1.0,80473.63,-1.0582381e+16,True,10.0,184672700000.0,7460.256,5071,0.9251875,5.9153616e+18,4255.547,20250044.0,10.0,,1.0,231,1.0,-1.0,11,,1,3940.0098,4432.877413272858,1462.9984,-229.44025,-229.44025,11.0
835248.56,4999.2637,1.31697325e-05,1622770,,[ 0.286  1.555 -3.153 -2.408],0.43641576,453.6363636363636,4182.939,0.41894197,4532.6924674019865,349.75357,-inf,835248.56,1.521239,-inf,True,10.0,1073025.1,0.18122701,5082,3.3482713e-12,inf,4532.693,1073025.1,10.0,,1.0,231,835248.56,-1.0,11,,2,4649.5103,4447.979543685913,1328.4006,-241.46199,-236.82713,1.31697325e-05
1.0,4999.43,11.0,1626879,,[ 0.286  1.555 -3.153 -2.408],195.00485,373.54545454545456,3731.975,0.41894197,3731.974920649723,,-22625754.0,1.0,691.68005,-4057601100000.0,True,10.0,1964640000.0,79.419624,5093,1.0033336,868860170000.0,3731.975,18274720.0,10.0,,1.0,232,1.0,-1.0,11,,1,4999.43,4460.324481964111,2084.9658,-228.35355,-228.35355,11.0
11720.625,4999.126,0.0009385165,1631719,,[ 0.23   1.595 -3.191 -2.311],0.4800137,440.0,3666.5662,0.41894197,4396.168907403942,729.6029,-2.1516941e+20,11720.625,1.6771909,-2.1516941e+20,True,10.0,3916453.8,0.16007087,5104,9.9816326e-08,2.4462384e+27,4396.169,3916453.8,10.0,,1.0,232,11720.625,-1.0,11,,2,4269.523,4474.916627407074,1259.0629,-221.58185,-213.7887,0.0009385165
1.0,4999.201,11.0,1636942,,[ 0.23   1.595 -3.191 -2.311],19063.16,474.8181818181818,1796.0273,0.41894197,4745.266000343156,2949.2385,-27235586.0,1.0,67019.03,-2.304706e+18,True,10.0,168145880000.0,6822.6436,5115,0.5159669,2.8063543e+23,4745.2656,22884932.0,10.0,,1.0,233,1.0,-1.0,11,,1,2049.9626,4492.225871562958,606.1206,-257.56842,-257.56842,11.0
333665400.0,4999.449,3.2967158e-08,1642393,,[ 0.224  1.487 -3.191 -2.374],24.650793,495.54545454545456,454.4578,0.41894197,4953.561243156567,4499.1035,-inf,333665400.0,85.748276,-inf,True,9.999999,194832240.0,7.7956257,5126,4.567351e-13,inf,4953.561,194832240.0,9.999999,,1.0,233,333665400.0,-1.0,11,,2,500.3457,4512.135714769363,143.71289,-249.05821,-240.74443,3.2967158e-08
1.0,4999.4326,11.0,1647394,,[ 0.224  1.487 -3.191 -2.374],4314.9375,454.6363636363636,4544.7446,0.41894197,4544.744770175041,,-27071228.0,1.0,14350.402,-332579300000000.0,True,10.0,47910846000.0,1917.1058,5137,0.020140365,5841122000000000.0,4544.7446,22720176.0,10.0,,1.0,234,1.0,-1.0,11,,1,4999.4326,4528.512688159943,1437.1744,-236.28423,-236.28423,11.0
5591528.0,4999.416,1.9672618e-06,1652408,,[ 0.219  1.587 -3.203 -2.3  ],0.12767608,455.8181818181818,4426.503,0.41894197,4556.4027995442,129.89998,-inf,5591528.0,0.4174986,-inf,True,10.0,1426838.0,0.057219204,5148,2.0308845e-11,inf,4556.403,1426838.0,10.0,,1.0,234,5591528.0,-1.0,11,,2,4869.516,4544.732365608215,1399.7831,-264.44037,-257.32178,1.9672618e-06
1.0,4999.494,11.0,1657448,,[ 0.219  1.587 -3.203 -2.3  ],14850.698,458.1818181818182,2138.6865,0.41894197,4578.324765772934,2439.6382,-25926740.0,1.0,52070.383,-5166464500000000.0,True,10.0,130857165000.0,5489.2256,5159,0.1736997,1.4098554e+18,4578.3247,21575574.0,10.0,,1.0,235,1.0,-1.0,11,,1,2559.856,4561.794673442841,783.9107,-224.4975,-224.4975,11.0
1179600.0,4999.5303,9.325195e-06,1662948,,[ 0.204  1.525 -3.223 -2.405],15.007902,500.0,0.77361506,0.41894197,4999.149641808649,4998.376,-inf,1179600.0,50.93924,-inf,True,10.0,156239170.0,6.2514644,5170,1.1377871e-08,inf,4999.1494,156239170.0,10.0,,1.0,235,1179600.0,-1.0,11,,2,1.1542969,4581.726502418518,0.30860353,-225.88797,-219.75583,9.325195e-06
1.0,4999.492,11.0,1667626,,[ 0.204  1.525 -3.223 -2.405],1496.6051,425.27272727272725,3900.4307,0.41894197,4250.140127329173,349.7094,-24990304.0,1.0,5233.022,-321300920000.0,True,9.999999,12449935000.0,503.07724,5181,0.5951988,5038583000.0,4250.14,20639154.0,9.999999,,1.0,236,1.0,-1.0,11,,1,4649.7827,4598.559004545212,1604.8241,-233.30545,-233.30545,11.0
2.0350841e+18,4999.6045,5.405182e-18,1673126,,[-0.035  1.491 -3.283 -2.42 ],40.594963,500.0,0.32674894,0.41894197,4999.418133343221,4999.0913,-inf,2.035084e+18,141.31032,-inf,True,10.0,323385400.0,12.940106,5192,5.2199824e-27,inf,4999.4175,323385400.0,10.0,,1.0,236,2.035084e+18,-1.0,11,,2,0.5131836,4617.842407941818,0.15059406,-243.38678,-234.52512,5.4051823e-18
1.0,4999.51,11.0,1678626,,[-0.035  1.491 -3.283 -2.42 ],34334.418,500.0,0.37393466,0.41894197,4999.306552712586,4998.9326,-29344268.0,1.0,120532.72,-9.195395e+18,True,10.0,303839480000.0,12156.782,5203,1.8423712,4.4662703e+24,4999.3066,24993066.0,10.0,,1.0,237,1.0,-1.0,11,,1,0.57714844,4637.244568109512,0.15837798,-236.55588,-236.55588,11.0
3.5678003e+28,4999.4995,3.0831322e-28,1684090,,[-0.179  1.645 -3.148 -2.42 ],0.00027799731,496.72727272727275,336.5986,0.41894197,4965.6640530260665,4629.0654,-inf,3.5678005e+28,0.00085121347,-inf,True,9.999999,3209.2385,0.00012839692,5214,,inf,4965.664,3209.2385,9.999999,,1.0,237,3.5678005e+28,-1.0,11,,2,370.43408,4656.65971660614,106.441956,-254.13086,-231.02162,3.083132e-28
1.0,4999.5664,11.0,1689589,,[-0.179  1.645 -3.148 -2.42 ],428.93817,499.90909090909093,17.283203,0.41894197,4996.641088194189,4979.358,-29317760.0,1.0,1209.6096,-2.1228204e+16,True,10.0,5078271000.0,204.42418,5225,0.25937322,2.3801856e+19,4996.641,24966460.0,10.0,,1.0,238,1.0,-1.0,11,,1,20.208496,4675.819114923477,6.1562147,-232.55965,-232.55965,11.0
326.4989,4999.5254,0.033690773,1695089,,[-0.118  1.645 -3.151 -2.43 ],0.3729384,500.0,0.41051137,0.41894197,4999.199038834652,4998.7886,-3.0306565e+16,326.4989,1.3108298,-3.0306565e+16,True,10.0,5046450.5,0.20191552,5236,0.00023663325,4.8514583e+19,4999.1987,5046450.5,10.0,,1.0,238,326.4989,-1.0,11,,2,0.7368164,4694.510059356689,0.23105222,-238.08786,-236.29425,0.033690773
1.0,4999.502,11.0,1700589,,[-0.118  1.645 -3.151 -2.43 ],2222.7148,500.0,0.310902,0.41894197,4999.270883746296,4998.96,-29343894.0,1.0,7595.6675,-1030958650000000.0,True,10.0,30873203000.0,1235.2196,5247,0.07645561,5.6138848e+16,4999.2705,24992712.0,10.0,,1.0,239,1.0,-1.0,11,,1,0.5419922,4713.633209466934,0.16903791,-233.42662,-233.42662,11.0
12363417.0,4999.4795,8.8972166e-07,1705854,,[-0.117  1.74  -3.146 -2.349],0.041329168,478.6363636363636,2145.16,0.41894197,4784.617415975716,2639.4575,-inf,12363417.0,0.12109553,-inf,True,10.0,507395.4,0.020300835,5258,3.5316613e-15,inf,4784.617,507395.4,10.0,,1.0,239,12363417.0,-1.0,11,,2,2360.022,4729.695957183838,678.3592,-244.79118,-237.05208,8.8972166e-07
1.0,4999.4004,11.0,1710385,,[-0.117  1.74  -3.146 -2.349],2305.35,411.90909090909093,3986.6306,0.41894197,4116.525369872059,129.89505,-24802152.0,1.0,8031.932,-7161120300000000.0,True,10.0,22969512000.0,920.0443,5269,0.11004695,2.7089528e+18,4116.5254,20451164.0,10.0,,1.0,240,1.0,-1.0,11,,1,4869.5054,4744.790609359741,1872.2668,-220.09674,-220.09674,11.0
316462.5,4999.4585,3.4759254e-05,1715885,,[-0.109  1.649 -3.14  -2.433],0.013502282,500.0,0.3976385,0.41894197,4999.254007207022,4998.8564,-6.067113e+24,316462.5,0.046439234,-6.067113e+24,True,10.0,140425.11,0.005618919,5280,5.21493e-11,1.9444022e+36,4999.254,140425.11,10.0,,1.0,240,316462.5,-1.0,11,,2,0.6020508,4764.334833145142,0.21666747,-238.0908,-229.24171,3.4759254e-05
1.0,4999.5684,11.0,1721385,,[-0.109  1.649 -3.14  -2.433],176.49004,500.0,0.279652,0.41894197,4999.350998098168,4999.0713,-29344812.0,1.0,514.82935,-626169400000000.0,True,10.0,3505078800.0,140.23471,5291,0.06462223,2.0709173e+16,4999.351,24993510.0,10.0,,1.0,241,1.0,-1.0,11,,1,0.4970703,4783.37465763092,0.15871476,-229.77975,-229.77975,11.0
5501.9204,4999.4277,0.0019993018,1726885,,[-0.047  1.57  -3.145 -2.509],0.002689886,500.0,0.2931907,0.41894197,4999.288230109415,4998.995,-2.6970314e+18,5501.9204,0.009604065,-2.6970314e+18,True,10.0,29097.256,0.0011642319,5302,2.1914623e-07,3.8424193e+23,4999.2886,29097.256,10.0,,1.0,241,5501.9204,-1.0,11,,2,0.4326172,4802.096029996872,0.12334859,-238.49414,-230.82738,0.0019993018
1.0,4999.5557,11.0,1732385,,[-0.047  1.57  -3.145 -2.509],477.41104,500.0,0.4206321,0.41894197,4999.293583503218,4998.873,-29344212.0,1.0,1346.0034,-52866035000000.0,True,9.999999,7549748000.0,302.0936,5313,0.16879281,147576690000000.0,4999.2935,24992940.0,9.999999,,1.0,242,1.0,-1.0,11,,1,0.6826172,4817.287687063217,0.22562662,-255.53409,-255.53409,11.0
5327.516,4999.5166,0.0020647522,1737885,,[-2.657e-03  1.508e+00 -3.141e+00 -2.607e+00],0.207079,500.0,0.33948863,0.41894197,4999.368812504376,4999.0293,-3.1619588e+19,5327.516,0.72344524,-3.1619588e+19,True,10.0,1724639.8,0.0690119,5324,1.4908034e-07,5.2809777e+25,4999.3687,1724639.8,10.0,,1.0,242,5327.516,-1.0,11,,2,0.4873047,4831.591824293137,0.15590094,-236.70053,-230.41988,0.0020647522
1.0,4999.6445,11.0,1743385,,[-2.657e-03  1.508e+00 -3.141e+00 -2.607e+00],204.9345,500.0,0.18639027,0.41894197,4999.381808017154,4999.1953,-29345250.0,1.0,576.6519,-6890258400000.0,True,10.0,3667923700.0,146.75633,5335,0.051068936,2504759000000.0,4999.382,24993816.0,10.0,,1.0,243,1.0,-1.0,11,,1,0.44921875,4849.423621177673,0.1457487,-233.42365,-233.42365,11.0
9466534.0,4999.5693,1.1619882e-06,1748885,,[-0.074  1.441 -3.166 -2.68 ],3.3613195,500.0,0.23393111,0.41894197,4999.451224654487,4999.2173,-inf,9466534.0,9.716585,-inf,True,10.0,39934536.0,1.5976936,5346,1.837347e-14,inf,4999.451,39934536.0,10.0,,1.0,243,9466534.0,-1.0,11,,2,0.35205078,4867.834966182709,0.09943024,-233.7418,-229.32129,1.1619882e-06
1.0,4999.5786,11.0,1754385,,[-0.074  1.441 -3.166 -2.68 ],172.12378,500.0,0.18439275,0.41894197,4999.432999609473,4999.2485,-29345646.0,1.0,496.22592,-1.3014508e+16,True,10.0,2128850200.0,85.175804,5357,0.1535657,8.9461406e+18,4999.433,24994330.0,10.0,,1.0,244,1.0,-1.0,11,,1,0.33007812,4886.132806301117,0.09551292,-223.6969,-223.6969,11.0
10.444574,4999.511,1.0531784,1759885,,[ 0.044  1.476 -3.163 -2.699],880215.7,500.0,0.23077947,0.41894197,4999.2864176493,4999.0557,-43323736000.0,10.444574,3077712.8,-6.20484e+18,True,10.0,7659248400000.0,306483.44,5368,0.30060285,2.0335921e+24,4999.286,2319874.0,10.0,,1.0,244,10.444574,-1.0,11,,2,0.4555664,4906.583372592926,0.119434156,-240.42941,-240.08087,1.0531784
1.0,4999.593,11.0,1765379,,[-0.108  1.566 -3.172 -2.586],500.50778,499.45454545454544,63.792835,0.41894197,4993.076121513276,4929.283,-29282550.0,1.0,1769.9362,-3800708000000.0,True,10.0,5260162000.0,210.459,5379,0.109919414,760854200000.0,4993.076,24931216.0,10.0,,1.0,245,1.0,-1.0,11,,1,70.30957,4926.596515655518,20.173256,-220.18407,-220.18407,11.0
51525.87,4999.5146,0.000213485,1770879,,[-0.113  1.669 -3.179 -2.516],0.087503426,500.0,0.28342506,0.41894197,4999.3106850806,4999.0273,-2.27973e+22,51525.87,0.30090573,-2.27973e+22,True,10.0,891258.0,0.03565782,5390,1.6177247e-10,2.745171e+31,4999.3105,891258.0,10.0,,1.0,245,51525.87,-1.0,11,,2,0.4873047,4947.373070478439,0.14832377,-239.50833,-235.97572,0.000213485
1.0,4999.63,11.0,1776379,,[-0.113  1.669 -3.179 -2.516],147806.64,500.0,0.28062856,0.41894197,4999.319705106659,4999.039,-29344606.0,1.0,514965.62,-41016623000000.0,True,10.0,1189650200000.0,47599.62,5401,0.021949064,83775530000000.0,4999.32,24993200.0,10.0,,1.0,246,1.0,-1.0,11,,1,0.5908203,4964.908782482147,0.16900977,-225.58755,-225.58755,11.0
162773.06,4999.4736,6.757875e-05,1781879,,[-0.111  1.784 -3.175 -2.468],0.39743662,500.0,0.4284446,0.41894197,4999.191972928483,4998.7637,-2.9996545e+24,162773.06,1.222835,-2.9996545e+24,True,10.0,4670821.0,0.18687478,5412,8.8197595e-07,4.752907e+35,4999.192,4670821.0,10.0,,1.0,246,162773.06,-1.0,11,,2,0.70996094,4984.34739780426,0.19971767,-237.50148,-237.60207,6.757875e-05
1.0,4999.3413,11.0,1787379,,[-0.111  1.784 -3.175 -2.468],12.7002125,500.0,0.4699929,0.41894197,4999.125240911132,4998.6553,-29342156.0,1.0,46.07317,-157164750000.0,True,10.0,154034610.0,6.1632504,5423,0.36726248,1302331100.0,4999.125,24991254.0,10.0,,1.0,247,1.0,-1.0,11,,1,0.68603516,5002.745307683945,0.20042622,-223.42325,-223.42325,11.0
4.6760106,4999.621,2.3524327,1792879,,[-0.063  1.76  -3.166 -2.498],23354078.0,500.0,0.24405184,0.41894197,4999.291005570744,4999.047,-1657750000.0,4.6760106,85835590.0,-2.218929e+22,True,10.0,441429760000000.0,17662510.0,5434,1187.3364,2.6004734e+31,4999.291,416444400.0,10.0,,1.0,247,4.6760106,-1.0,11,,2,0.57421875,5021.308835506439,0.18748023,-225.17406,-223.83284,2.3524327
1.0,4999.443,11.0,1798216,,[-0.193  1.907 -3.167 -2.343],438.0411,485.1818181818182,608.25665,0.41894197,4847.23677008134,4238.98,-27903596.0,1.0,1540.8005,-8.316688e+16,True,10.0,3557960700.0,161.83813,5445,0.63892543,3.6536613e+20,4847.2363,23552512.0,10.0,,1.0,248,1.0,-1.0,11,,1,760.4629,5041.492862939835,238.34512,-244.77095,-244.77095,11.0
124083.9,4999.357,8.86497e-05,1803547,,[-0.255  1.899 -3.173 -2.343],1.8421435,484.6363636363636,622.65375,0.41894197,4841.81481863887,4219.161,-2.4869657e+23,124083.9,4.818874,-2.4869657e+23,True,9.999999,37604564.0,1.5052466,5456,2.452474e-10,3.26736e+33,4841.815,37604564.0,9.999999,,1.0,248,124083.9,-1.0,11,,2,780.1958,5058.149297952652,280.5753,-238.73145,-231.67249,8.86497e-05
1.0,4999.368,11.0,1808348,,[-0.255  1.899 -3.173 -2.343],108.18692,436.45454545454544,2119.8037,0.41894197,4359.1019563441505,2239.2983,-24173716.0,1.0,320.51465,-6494945300000.0,True,10.0,1500885200.0,72.89463,5467,0.046034273,2227428400000.0,4359.102,19822774.0,10.0,,1.0,249,1.0,-1.0,11,,1,2760.0698,5073.046984195709,906.0929,-235.2444,-235.2444,11.0
2802.3416,4999.514,0.003925289,1813269,,[-0.311  1.908 -3.158 -2.364],0.49756494,447.3636363636364,1326.071,0.41894197,4465.519851931396,3139.4487,-8.922954e+17,2802.3416,1.6911709,-8.922954e+17,True,9.999999,4626405.5,0.21577638,5478,1.9096784e-07,4.205523e+22,4465.52,4626405.5,9.999999,,1.0,249,2802.3416,-1.0,11,,2,1860.0654,5086.424515247345,571.54974,-229.60353,-225.94395,0.003925289
1.0,4999.337,11.0,1818097,,[-0.311  1.908 -3.158 -2.364],402.80353,438.90909090909093,2703.2908,0.41894197,4382.793081918716,1679.5022,-24422156.0,1.0,1365.3652,-61485087000000.0,True,10.0,3262928000.0,173.80473,5489,0.33553097,199690680000000.0,4382.7935,20071268.0,10.0,,1.0,250,1.0,-1.0,11,,1,3319.8347,5102.0638954639435,928.6512,-224.92519,-224.92519,11.0
25281.805,4999.4307,0.0004350955,1823321,,[-0.251  1.928 -3.159 -2.366],3.9661262,474.90909090909093,1215.316,0.41894197,4744.577098490723,3529.261,-2.8913856e+21,25281.805,13.877226,-2.8913856e+21,True,10.0,33864828.0,1.3615843,5500,4.828112e-07,4.4161494e+29,4744.5767,33864828.0,10.0,,1.0,250,25281.805,-1.0,11,,2,1470.1697,5119.919343709946,511.3723,-244.52148,-242.62212,0.0004350955
1.0,4999.3447,11.0,1828302,,[-0.251  1.928 -3.159 -2.366],521636.44,452.8181818181818,2384.0881,0.41894197,4523.715463503672,2139.6277,-25511184.0,1.0,1824041.0,-2.686055e+21,True,9.999999,3461831000000.0,184033.02,5511,0.71652406,3.81146e+29,4523.7153,21160284.0,9.999999,,1.0,251,1.0,-1.0,11,,1,2859.717,5136.406708955765,834.4337,-227.40982,-227.40982,11.0
35746908.0,4999.49,3.0771892e-07,1833159,,[-0.296  1.843 -3.17  -2.445],6.243757e-05,441.54545454545456,1520.0214,0.41894197,4409.362573848757,2889.3413,-inf,35746908.0,0.0001658179,-inf,True,10.0,744.2894,2.9800181e-05,5522,1.2445613e-10,inf,4409.363,744.2894,10.0,,1.0,251,35746908.0,-1.0,11,,2,2110.149,5153.360272884369,718.4779,-234.92697,-230.57466,3.0771892e-07
1.0,4999.26,11.0,1838118,,[-0.296  1.843 -3.17  -2.445],567.2774,450.8181818181818,1231.7538,0.41894197,4501.064736552329,3269.311,-24938888.0,1.0,1822.1675,-1.6726149e+16,True,10.0,9736407000.0,484.2174,5533,0.0145789,1.4780276e+19,4501.0645,20588136.0,10.0,,1.0,252,1.0,-1.0,11,,1,1729.9487,5168.434880018234,573.1947,-219.50085,-219.50085,11.0
27063406.0,4999.4062,4.064529e-07,1842917,,[-0.29   1.935 -3.16  -2.362],0.091503255,436.27272727272725,3858.443,0.41894197,4358.304007204188,499.86078,-inf,27063406.0,0.31857723,-inf,True,10.0,727238.94,0.029221583,5544,6.54123e-13,inf,4358.304,727238.94,10.0,,1.0,252,27063406.0,-1.0,11,,2,4499.5454,5185.236269712448,1294.1124,-238.46327,-228.8002,4.064529e-07
1.0,4999.379,11.0,1847915,,[-0.29   1.935 -3.16  -2.362],3362.4377,454.3636363636364,1428.6663,0.41894197,4538.313399418107,3109.647,-25321002.0,1.0,11846.903,-38139087000000.0,True,10.0,21809658000.0,1288.8984,5555,0.0068725185,76752660000000.0,4538.313,20970038.0,10.0,,1.0,253,1.0,-1.0,11,,1,1889.7319,5202.763911008835,611.3515,-237.21155,-237.21155,11.0
48430.26,4999.2046,0.00022713072,1852743,,[-0.235  1.959 -3.167 -2.346],0.12518631,438.90909090909093,2624.2556,0.41894197,4383.6290713328135,1759.3734,-3.5707224e+22,48430.26,0.38650033,-3.5707224e+22,True,10.0,2480204.8,0.11896102,5566,4.533669e-08,6.736317e+31,4383.6294,2480204.8,10.0,,1.0,253,48430.26,-1.0,11,,2,3239.831,5216.939914941788,1037.7728,-233.458,-232.72385,0.00022713072
1.0,4999.089,11.0,1857626,,[-0.235  1.959 -3.167 -2.346],1659.3777,443.90909090909093,4295.446,0.41894197,4435.325591849905,139.87982,-25980254.0,1.0,5800.9185,-494497660000.0,True,10.0,13903158000.0,557.97565,5577,0.15454832,12204164000.0,4435.3257,21629798.0,10.0,,1.0,254,1.0,-1.0,11,,1,4859.209,5231.879328489304,1399.1724,-231.74611,-231.74611,11.0
