MeanD2-0,EpisodesSoFar,MinTargetPdf,Epsilon,StdIW,StdWReturnMean,Penalization,VarianceInitializer,MinBehavPdf,MaxIW,Bound,MeanIW,InitialReturnMin,Inner Iteration,TimeElapsed,OptimizationReturnMin,ReturnStepMax,InitialReturnMean,ESSRenyiHarmonic,OptimizationReturnMean,WReturnMean,ReturnMeanIW,ReturnStepMaxmin,EmpiricalD2Harmonic,Iteration,InitialReturnStd,EmpiricalD2Arithmetic,LearnableVariance,OptimizationReturnMax,InitialReturnMax,EpLenMean,InitialBound,ESSRenyiArithmetic,MeanEntropy,DivergenceHarmonic,EpThisIter,MinIW,TimestepsSoFar,EpRewMean,Weights
1.0,121,-39.632023,1.0,1232.4851,,True,-1.0,-39.632023,4151.751,-98604920000000.0,767.4522,229.65527,1,8.95454716682434,,9.99996,439.6537,11.0,209.99843,217199.5,103106860.0,9.99996,1.0,6,154.60957,1.0,,620.0589,849.7142,45.0,-342886.34,11.0,0.41894197,6.154868e+17,11,0.36341327,3256,439.6536827348064,[-0.314  0.214 -0.902 -2.29 ]
49791.54,132,-29.432943,1.0,38.1464,,True,-1.0,-27.243095,132.7133,-3.234348e+21,12.083854,289.68024,2,9.533024549484253,,9.999993,487.01926,0.00022092107,197.33902,2030045.2,2030045.2,9.999993,49791.54,6,118.13982,49791.54,,450.1444,739.82465,49.72727272727273,-3.234348e+21,0.00022092107,0.41894197,1.1523177e+33,11,0.00095453294,3803,487.0192623744182,[-0.406  0.132 -0.898 -2.273]
1.0,143,-29.867058,1.0,49747.863,,True,-1.0,-29.867058,157720.27,-7.5948505e+17,22753.19,239.68843,1,10.014243364334106,,9.999994,453.38107,11.0,213.69264,235569.75,5019515400.0,9.999994,1.0,7,173.24931,1.0,,500.17462,739.86304,46.36363636363637,-330859.56,11.0,0.41894197,6.3525352e+25,11,0.79464304,4313,453.38106892253796,[-0.406  0.132 -0.898 -2.273]
343.00235,154,-33.28129,1.0,1983733500.0,,True,-1.0,-32.80281,6915401000.0,-5.3069743e+18,643422300.0,119.82796,2,10.405049800872803,,9.999988,304.32303,0.03206975,184.49506,50914.434,69124328000000.0,9.999988,343.00235,7,181.52754,343.00235,,719.9665,839.79443,31.454545454545453,-164402910000000.0,0.03206975,0.41894197,1.8685494e+27,11,43.650784,4659,304.3230123284318,[-0.547  0.008 -0.908 -2.439]
1.0,165,-50.446877,1.0,185.26042,,True,-1.0,-50.446877,536.6996,-7026517700000.0,120.64036,439.82297,1,11.30463171005249,,9.999996,732.5227,11.0,292.69974,579758.5,108143090.0,9.999996,1.0,8,207.77158,1.0,,799.92456,1239.7476,74.27272727272727,-847312.25,11.0,0.41894197,689680350000000.0,11,0.01355486,5476,732.5226743145248,[-0.332  0.454 -0.954 -2.384]
10017.457,176,-55.80235,1.0,0.091839686,,True,-1.0,-53.828026,0.32607982,-1.2431738e+20,0.037402894,609.7538,2,12.176592350006104,,10.0,851.6051,0.0010980831,241.85133,21661.924,21661.924,10.0,10017.457,8,246.29279,10017.457,,790.1106,1399.8644,86.18181818181819,-1.2431738e+20,0.0010980831,0.41894197,1.3281093e+29,11,4.3102176e-05,6424,851.6051331251216,[-0.489  0.631 -0.911 -2.313]
1.0,187,-85.909256,1.0,500.11154,,True,-1.0,-85.909256,1795.1427,-50411935000000.0,251.85088,549.7877,1,12.898969650268555,,9.999999,916.11835,11.0,366.33063,1084220.1,269696450.0,9.999999,1.0,9,494.9214,1.0,,1700.0082,2249.796,92.63636363636364,-1965332.2,11.0,0.41894197,3273433800000000.0,11,0.926763,7443,916.1183706520746,[-0.489  0.631 -0.911 -2.313]
5974.969,198,-40.079002,1.0,0.0014378066,,True,-1.0,-36.663643,0.004271071,-5.5598313e+16,0.0009139221,409.76343,2,13.650111198425293,,9.999999,646.12103,0.0018410137,236.35757,415.0527,415.0527,9.999999,5974.969,9,117.8651,5974.969,,379.93042,789.69385,65.63636363636364,-5.5598313e+16,0.0018410137,0.41894197,2.6230232e+23,11,3.5012255e-07,8165,646.1210103626022,[-0.598  0.599 -0.939 -2.356]
1.0,209,-37.610245,1.0,344.60437,,True,-1.0,-37.610245,1037.4242,-36968837000.0,207.91109,399.75327,1,14.19025468826294,,9.999994,597.05707,11.0,197.3038,373243.6,74231950.0,9.999994,1.0,10,129.48534,1.0,,440.0496,839.80286,60.72727272727273,-496015.47,11.0,0.41894197,90308860000.0,11,0.6914284,8833,597.0570631700916,[-0.598  0.599 -0.939 -2.356]
55387.324,220,-52.575096,1.0,0.6362421,,True,-1.0,-48.281506,2.2215273,-4.795733e+21,0.21033026,499.79742,2,14.902599096298218,,10.0,763.4426,0.0001986014,263.64523,59275.02,59275.02,10.0,55387.324,10,237.30113,55387.324,,720.02924,1219.8267,77.36363636363636,-4.795733e+21,0.0001986014,0.41894197,3.4279252e+32,11,1.01629625e-11,9684,763.4426401536144,[-0.477  0.598 -0.94  -2.384]
1.0,231,-53.253235,1.0,3279.843,,True,-1.0,-53.253235,11481.186,-1030255600000.0,1253.3999,439.8113,1,15.30240774154663,,9.999999,787.0744,11.0,347.26312,680630.44,1206434800.0,9.999999,1.0,11,247.2736,1.0,,800.0034,1239.8147,79.72727272727273,-948213.3,11.0,0.41894197,14789690000000.0,11,0.03548741,10561,787.0744302675295,[-0.477  0.598 -0.94  -2.384]
11727.948,242,-39.804436,1.0,0.028177736,,True,-1.0,-35.99411,0.098229386,-1.1821287e+19,0.009132393,389.75513,2,16.262989282608032,,10.0,629.7993,0.0009379305,240.04419,4113.272,4113.272,10.0,11727.948,11,135.65236,11727.948,,530.0419,919.797,64.0,-1.1821287e+19,0.0009379305,0.41894197,6.442814e+27,11,1.0455903e-09,11265,629.7993234270682,[-0.521  0.494 -0.932 -2.437]
1.0,253,-53.78326,1.0,163387.34,,True,-1.0,-53.78326,570691.7,-2802646500000000.0,54425.547,359.61456,1,16.704904317855835,,9.999997,667.0428,11.0,307.42822,539898.75,7626408000.0,9.999997,1.0,12,308.14395,1.0,,1010.20294,1369.8175,67.72727272727273,-866539.0,11.0,0.41894197,7.3620273e+19,11,0.045806024,12010,667.0427875514252,[-0.521  0.494 -0.932 -2.437]
8097258.0,264,-96.21512,1.0,0.004604126,,True,-1.0,-90.85419,0.016037038,-inf,0.0014785338,389.74326,2,17.588369846343994,,9.999999,917.0397,1.3584846e-06,527.2963,242.91534,242.91534,9.999999,8097258.0,12,423.75153,8097258.0,,1489.9086,1879.6519,92.72727272727273,-inf,1.3584846e-06,0.41894197,inf,11,3.1372342e-14,13030,917.0396352100412,[-0.41   0.55  -0.932 -2.443]
1.0,275,-73.4789,1.0,63396.16,,True,-1.0,-73.4789,168597.06,-9329266000000000.0,31475.688,379.7212,1,18.18452000617981,,10.0,737.03217,11.0,357.31094,664599.44,8960993000.0,10.0,1.0,13,348.4007,1.0,,1159.9524,1539.6736,74.72727272727273,-1077268.2,11.0,0.41894197,5.1108534e+20,11,22.676481,13852,737.0321176492765,[-0.41   0.55  -0.932 -2.443]
113859.02,286,-98.1974,1.0,0.19338042,,True,-1.0,-98.00168,0.6760766,-1.6294458e+22,0.06546246,409.7615,2,19.15831708908081,,9.999996,882.4879,9.66107e-05,472.72647,224904.23,224904.23,9.999996,113859.02,13,437.5817,113859.02,,1499.9016,1909.6631,89.27272727272727,-1.6294458e+22,9.66107e-05,0.41894197,6.5882e+32,11,2.228839e-12,14834,882.4879707171775,[-0.528  0.513 -0.935 -2.429]
1.0,297,-55.887306,1.0,269.74026,,True,-1.0,-55.887306,980.99274,-462373420000.0,196.4931,419.7843,1,19.520565509796143,,9.999992,801.58453,11.0,381.8002,745317.44,153414020.0,9.999992,1.0,14,320.59277,1.0,,889.9951,1309.7794,81.18181818181819,-1043952.5,11.0,0.41894197,2395624200000.0,11,0.52640444,15727,801.5845389149262,[-0.528  0.513 -0.935 -2.429]
18123.504,308,-99.27372,1.0,316.59482,,True,-1.0,-93.78824,1098.4335,-6.413226e+19,124.11707,419.77988,2,20.26064133644104,,10.0,805.2578,0.00060694665,385.4779,29794176.0,29794176.0,10.0,18123.504,14,434.04193,18123.504,,1559.9532,1979.7332,81.54545454545455,-6.413226e+19,0.00060694665,0.41894197,8.8356894e+27,11,1.0136886e-07,16624,805.2577962620984,[-0.419  0.538 -0.922 -2.484]
1.0,319,-63.00068,1.0,36.049393,,True,-1.0,-63.00068,127.42094,-9464929000.0,20.00196,9.981259,1,20.917797327041626,,9.999997,656.1982,11.0,646.217,530543.56,5593582.5,9.999997,1.0,15,316.14474,1.0,,1279.8256,1289.8068,66.63636363636364,-820140.2,11.0,0.41894197,1066931900.0,11,0.0540112,17357,656.1981828873105,[-0.419  0.538 -0.922 -2.484]
1109.889,330,-65.344986,1.0,175.07082,,True,-1.0,-63.695892,609.13086,-5886567000000000.0,55.509876,449.82263,2,22.368732929229736,,9.999999,867.9363,0.009910901,418.11368,11321015.0,11321015.0,9.999999,1109.889,15,333.95956,1109.889,,1079.9379,1529.7605,87.81818181818181,-5886567000000000.0,0.009910901,0.41894197,2.0880663e+20,11,3.3407762e-08,18323,867.9363134559727,[-0.539  0.643 -0.929 -2.292]
1.0,341,-68.769295,1.0,27917.506,,True,-1.0,-68.769295,93701.39,-14327661000000.0,12791.837,549.80975,1,23.170966863632202,,10.0,863.39374,11.0,313.58398,831262.0,6287246000.0,10.0,1.0,16,292.93893,1.0,,949.86383,1499.6736,87.36363636363636,-1222768.0,11.0,0.41894197,1338124000000000.0,11,0.17128618,19284,863.3937386503657,[-0.539  0.643 -0.929 -2.292]
88754.51,352,-46.688736,1.0,80.84863,,True,-1.0,-41.564484,281.23502,-1.10517976e+21,25.569183,389.71545,2,24.08494520187378,,9.999977,576.15765,0.00012393737,186.4422,19346420.0,19346420.0,9.999977,88754.51,16,161.46162,88754.51,,480.1571,869.87256,58.63636363636363,-1.10517976e+21,0.00012393737,0.41894197,7.0397506e+31,11,1.8091886e-11,19929,576.1576499146339,[-0.593  0.535 -0.924 -2.322]
1.0,363,-42.1189,1.0,439.94702,,True,-1.0,-42.1189,1519.9015,-69929220000.0,274.86368,449.81348,1,25.024469137191772,,9.999999,770.68854,11.0,320.8751,657942.75,215334580.0,9.999999,1.0,17,252.94635,1.0,,709.9281,1159.7416,78.0909090909091,-892078.25,11.0,0.41894197,88655900000.0,11,0.108201236,20788,770.6885743606455,[-0.593  0.535 -0.924 -2.322]
648.784,374,-46.921513,1.0,1982190000.0,,True,-1.0,-42.158936,6908545500.0,-6.049815e+16,802057000.0,399.71246,2,25.800867080688477,,9.99999,557.03375,0.016954796,157.3213,843927.1,169481930000000.0,9.99999,648.784,17,156.15477,648.784,,550.0213,949.73376,56.72727272727273,-320814830000000.0,0.016954796,0.41894197,1.4762294e+23,11,56.138645,21412,557.0337707007566,[-0.706  0.519 -0.914 -2.272]
1.0,385,-65.924675,1.0,2466.6204,,True,-1.0,-65.924675,7394.961,-664295900000000.0,1363.6626,619.802,1,26.631448984146118,,10.0,880.6643,11.0,260.86234,806784.9,977969540.0,10.0,1.0,18,176.678,1.0,,509.80615,1129.6082,89.0909090909091,-1028911.4,11.0,0.41894197,8.943848e+18,11,0.8963259,22392,880.664376145877,[-0.53   0.695 -0.927 -2.286]
10856332.0,396,-86.70207,1.0,0.021750357,,True,-1.0,-81.335754,0.073335044,-inf,0.009170563,569.7227,2,27.95518708229065,,10.0,1207.0272,1.0132336e-06,637.30444,5647.4106,5647.4106,10.0,10856332.0,18,448.15244,10856332.0,,1389.9795,1959.7021,121.72727272727273,-inf,1.0132336e-06,0.41894197,inf,11,9.3194346e-14,23731,1207.0271858711951,[-0.436  0.777 -0.932 -2.291]
1.0,407,-102.12637,1.0,3415.043,,True,-1.0,-102.12637,10880.001,-2257956600000.0,2441.6782,769.65356,1,28.917996168136597,,9.999997,1138.8387,11.0,369.1851,1426937.2,2246060500.0,9.999997,1.0,19,360.53253,1.0,,1200.0565,1969.7101,114.9090909090909,-2102319.5,11.0,0.41894197,11155049000000.0,11,1.043332,24995,1138.8386677429878,[-0.436  0.777 -0.932 -2.291]
207486.0,418,-93.538605,1.0,0.10519602,,True,-1.0,-88.48839,0.3678177,-1.615576e+24,0.039795678,559.7245,2,30.686720371246338,,9.999997,1244.1134,5.301563e-05,684.38904,16204.838,16204.838,9.999997,207485.98,19,389.70178,207486.0,,1279.7747,1839.4991,125.45454545454545,-1.615576e+24,5.3015625e-05,0.41894197,7.522642e+36,11,2.4046926e-08,26375,1244.1134612956525,[-0.404  0.893 -0.946 -2.26 ]
1.0,429,-74.90373,1.0,30222.924,,True,-1.0,-74.90373,85471.15,-2.955945e+17,19564.117,919.7827,1,32.511104106903076,,9.999999,1251.5448,11.0,331.7621,1601222.9,32452458000.0,9.999999,1.0,20,186.704,1.0,,749.9756,1669.7583,126.18181818181819,-2086570.6,11.0,0.41894197,3.7093005e+23,11,0.26750863,27763,1251.5447843952402,[-0.404  0.893 -0.946 -2.26 ]
3150847.0,440,-79.87256,1.0,7.579717,,True,-1.0,-75.93109,26.462439,-inf,2.5193536,559.7616,2,33.24299168586731,,9.999997,1155.142,3.4911247e-06,595.3804,4436071.5,4436071.5,9.999997,3150847.0,20,354.4085,3150847.0,,1239.8792,1799.6407,116.54545454545455,-inf,3.4911247e-06,0.41894197,inf,11,2.6975786e-09,29045,1155.1419677601066,[-0.526  0.871 -0.955 -2.254]
1.0,451,-78.21703,1.0,22430.988,,True,-1.0,-78.21703,78452.484,-7277666400000000.0,8541.677,779.67773,1,34.87459969520569,,9.999994,1206.91,11.0,427.2322,1567645.0,24004196000.0,9.999994,1.0,21,333.18646,1.0,,1099.7188,1879.3965,121.72727272727273,-2182513.5,11.0,0.41894197,1.4009468e+20,11,1.7863687,30384,1206.9099377863315,[-0.526  0.871 -0.955 -2.254]
3938.3108,462,-59.23079,1.0,11.4598675,,True,-1.0,-60.477474,38.159878,-6.2393705e+17,6.5730286,629.7002,2,35.688077449798584,,9.999998,859.75446,0.0027930757,230.05429,6918178.0,6918178.0,9.999998,3938.3108,21,166.03299,3938.3108,,490.13818,1119.8384,87.0,-6.2393705e+17,0.0027930757,0.41894197,8.169098e+24,11,1.8643175e-06,31341,859.7544983392424,[-0.457  0.705 -0.823 -2.367]
1.0,473,-85.847305,1.0,178537.77,,True,-1.0,-85.847305,534096.4,-5733421600000000.0,86023.36,9.983937,1,36.89085388183594,,9.999999,901.5705,11.0,891.58655,975364.9,64059490000.0,9.999999,1.0,22,403.15695,1.0,,1729.7452,1739.7291,91.18181818181819,-1502240.5,11.0,0.41894197,1.1841467e+20,11,0.95596707,32344,901.5705382755165,[-0.457  0.705 -0.823 -2.367]
104237700.0,484,-96.25651,1.0,5.7935475e-05,,True,-1.0,-90.87654,0.00018187928,-inf,2.9341929e-05,529.5742,2,38.23197674751282,,9.999999,1104.1915,1.05528045e-07,574.6173,25.439507,25.439507,9.999999,104237700.0,22,289.11017,104237700.0,,1150.007,1679.5812,111.45454545454545,-inf,1.05528045e-07,0.41894197,inf,11,9.459191e-14,33570,1104.1915093497319,[-0.36   0.779 -0.845 -2.358]
1.0,495,-123.02285,1.0,274.33026,,True,-1.0,-123.02285,919.65045,-7108034000000.0,162.14372,829.456,1,39.32760262489319,,10.0,1395.9984,11.0,566.5424,2344267.2,197744700.0,10.0,1.0,23,628.8527,1.0,,2120.2168,2949.6729,140.63636363636363,-3858851.8,11.0,0.41894197,22023860000000.0,11,3.4562917,35117,1395.9984174233261,[-0.36   0.779 -0.845 -2.358]
5837.329,506,-82.45355,1.0,0.08269555,,True,-1.0,-81.296814,0.28311077,-9.319213e+17,0.040939894,659.5841,2,40.58997464179993,,9.999999,990.635,0.0018844234,331.0509,89101.05,89101.05,9.999999,5837.329,23,355.2575,5837.329,,1230.2272,1889.8113,100.0909090909091,-9.319213e+17,0.0018844234,0.41894197,2.2469773e+24,11,5.619908e-06,36218,990.6349804042587,[-0.41   0.7   -0.855 -2.441]
1.0,517,-72.40608,1.0,2668211.0,,True,-1.0,-72.40608,9297514.0,-4.270232e+16,860381.44,839.6736,1,41.828912019729614,,9.999999,1104.3188,11.0,264.6453,1315991.2,962490300000.0,9.999999,1.0,24,310.59775,1.0,,940.09033,1779.7639,111.45454545454545,-1867395.2,11.0,0.41894197,5.9971903e+21,11,1.4325212,37444,1104.3188813621427,[-0.41   0.7   -0.855 -2.441]
304174620.0,528,-102.88016,1.0,2.669048e-05,,True,-1.0,-93.10075,9.210094e-05,-inf,1.1181701e-05,569.53265,2,42.83408761024475,,9.999998,1213.3173,3.616344e-08,643.7846,16.97603,16.97603,9.999998,304174620.0,24,415.49905,304174620.0,,1750.2703,2319.803,122.36363636363636,-inf,3.616344e-08,0.41894197,inf,11,3.980182e-17,38790,1213.3172205040357,[-0.308  0.763 -0.862 -2.477]
1.0,539,-86.73779,1.0,2519730.5,,True,-1.0,-86.73779,8828334.0,-2.728721e+21,1106525.8,789.77747,1,44.38228988647461,,10.0,1376.0175,11.0,586.23987,2073858.2,1465165200000.0,10.0,1.0,25,424.77557,1.0,,1219.7424,2009.5199,138.63636363636363,-2776818.0,11.0,0.41894197,1.5068255e+31,11,4.35535,40315,1376.01736479551,[-0.308  0.763 -0.862 -2.477]
10721901.0,550,-128.69485,1.0,8.2902705e-05,,True,-1.0,-121.93192,0.00028663446,-inf,3.432349e-05,529.68933,2,45.022488832473755,,9.999999,1215.1749,1.0259374e-06,685.48553,70.44271,70.44271,9.999999,10721901.0,25,609.32135,10721901.0,,1949.8783,2479.5676,122.54545454545455,-inf,1.0259374e-06,0.41894197,inf,11,5.2342796e-12,41663,1215.1748290473386,[-0.423  0.716 -0.872 -2.494]
1.0,561,-45.595,1.0,361756.8,,True,-1.0,-45.595,1269559.0,-3067293000000000.0,155973.64,589.78076,1,46.19167447090149,,9.999994,911.5444,11.0,321.76364,904832.5,110173620000.0,9.999994,1.0,26,271.8812,1.0,,850.0259,1439.8066,92.18181818181819,-1265704.4,11.0,0.41894197,7.2239823e+19,11,0.12807032,42677,911.5443718011309,[-0.423  0.716 -0.872 -2.494]
430742.12,572,-62.323803,1.0,0.96481615,,True,-1.0,-57.8696,3.3584232,-5.8038794e+22,0.30744144,489.833,2,46.67649221420288,,10.0,767.04047,2.5537322e-05,277.2075,107184.31,107184.31,10.0,430742.12,26,229.78989,430742.12,,689.96826,1179.8013,77.72727272727273,-5.8038794e+22,2.5537322e-05,0.41894197,5.737402e+34,11,2.503688e-11,43532,767.0405037676613,[-0.502  0.625 -0.86  -2.465]
1.0,583,-52.73206,1.0,14624.586,,True,-1.0,-52.73206,47166.19,-1924478500000000.0,9104.358,509.8482,1,47.83521580696106,,10.0,897.9937,11.0,388.14542,860959.8,4697503000.0,10.0,1.0,27,233.59628,1.0,,739.9217,1249.7699,90.81818181818181,-1132857.2,11.0,0.41894197,5.00977e+19,11,0.65912163,44531,897.9936652620089,[-0.502  0.625 -0.86  -2.465]
9453207.0,594,-66.48758,1.0,0.02447535,,True,-1.0,-55.294106,0.085529596,-inf,0.008197113,619.7825,2,48.49443697929382,,9.999996,885.2447,1.1636263e-06,265.4622,3220.8245,3220.8245,9.999996,9453207.0,27,204.88118,9453207.0,,710.0148,1329.7972,89.54545454545455,-inf,1.1636263e-06,0.41894197,inf,11,9.093425e-12,45516,885.2446489524277,[-0.405  0.704 -0.868 -2.468]
1.0,605,-52.04605,1.0,267560.06,,True,-1.0,-52.04605,936131.94,-1042145200000000.0,94258.78,579.7499,1,49.50840997695923,,10.0,914.31366,11.0,334.56378,888554.25,153122400000.0,10.0,1.0,28,229.31364,1.0,,739.9712,1319.7211,92.45454545454545,-1191740.5,11.0,0.41894197,1.1811748e+19,11,0.19501889,46533,914.3136846494028,[-0.405  0.704 -0.868 -2.468]
87732.82,616,-59.543186,1.0,0.043704282,,True,-1.0,-52.725945,0.15256025,-3.3581784e+22,0.017607383,489.79755,2,50.351866006851196,,9.999997,799.77325,0.00012538067,309.97574,16883.451,16883.451,9.999997,87732.82,28,208.56091,87732.82,,819.95746,1309.755,81.0,-3.3581784e+22,0.00012538067,0.41894197,1.2646236e+34,11,9.855553e-10,47424,799.7732959203207,[-0.528  0.698 -0.87  -2.444]
1.0,627,-53.523457,1.0,15154.701,,True,-1.0,-53.523457,52425.55,-1.1791846e+17,7002.1,629.83344,1,51.3327112197876,,9.999995,892.5016,11.0,262.66818,842118.44,6239764500.0,9.999995,1.0,29,213.44637,1.0,,710.0245,1339.8579,90.27272727272727,-1154627.4,11.0,0.41894197,1.4237786e+23,11,2.1162572,48417,892.5016020438038,[-0.528  0.698 -0.87  -2.444]
4657310000.0,638,-50.89402,1.0,0.23505983,,True,-1.0,-46.380375,0.7860356,-inf,0.102649376,389.70465,2,52.009047508239746,,9.999988,557.0635,2.3618782e-09,167.35887,41814.227,41814.227,9.999988,4657310000.0,29,101.4676,4657310000.0,,380.1123,769.81696,56.72727272727273,-inf,2.3618782e-09,0.41894197,inf,11,2.1676795e-18,49041,557.0635170932256,[-0.521  0.498 -0.88  -2.594]
1.0,649,-35.423798,1.0,30733774.0,,True,-1.0,-35.423798,107045624.0,-5.5344677e+22,9860027.0,419.7754,1,52.868876457214355,,9.999986,528.87317,11.0,109.09781,290187.6,1850059800000.0,9.999986,1.0,30,102.37544,1.0,,339.99158,759.76697,53.90909090909091,-390673.4,11.0,0.41894197,3.0335002e+35,11,2.7747726,49634,528.8731973992594,[-0.521  0.498 -0.88  -2.594]
7478139.0,660,-56.686836,1.0,0.00046900575,,True,-1.0,-48.096275,0.0016356263,-inf,0.00015263305,389.6024,2,53.76324248313904,,9.999995,536.10834,1.4709542e-06,146.50595,37.870403,37.870403,9.999995,7478139.0,30,188.5307,7478139.0,,710.1869,1099.7893,54.63636363636363,-inf,1.4709542e-06,0.41894197,inf,11,1.0274464e-08,50235,536.1083355119521,[-0.767  0.532 -0.898 -2.607]
1.0,671,-47.940117,1.0,326.8381,,True,-1.0,-47.940117,962.2719,-2533312000000.0,261.82272,399.70508,1,54.25793409347534,,9.999999,577.0279,11.0,177.32277,370998.53,61071850.0,9.999999,1.0,31,195.03168,1.0,,730.0215,1129.7266,58.72727272727273,-593171.4,11.0,0.41894197,130010060000000.0,11,1.0063756,50881,577.0278533523398,[-0.767  0.532 -0.898 -2.607]
60169.363,682,-64.416466,1.0,25.788263,,True,-1.0,-57.499695,89.80448,-3.9463872e+20,8.257536,,2,55.20331597328186,,9.999992,742.48926,0.0001828173,742.48926,6786131.5,6786131.5,9.999992,60169.363,31,358.0438,60169.363,,1309.7682,1309.7682,75.27272727272727,-3.9463872e+20,0.0001828173,0.41894197,1.746367e+30,11,5.6195907e-12,51709,742.4892345558359,[-0.681  0.604 -0.924 -2.655]
