Penalization,MinTargetPdf,InitialReturnMax,Weights,TimestepsSoFar,MinBehavPdf,StdWReturnMean,LearnableVariance,Iteration,InitialReturnMin,ReturnStepMaxmin,EpRewMean,EmpiricalD2Harmonic,EpThisIter,DivergenceHarmonic,OptimizationReturnMean,ESSRenyiHarmonic,InitialReturnMean,EpLenMean,EmpiricalD2Arithmetic,StdIW,MeanD2-0,InitialReturnStd,WReturnMean,InitialBound,MeanIW,OptimizationReturnMax,ESSRenyiArithmetic,ReturnStepMax,ReturnMeanIW,Epsilon,MinIW,VarianceInitializer,Inner Iteration,MaxIW,EpisodesSoFar,OptimizationReturnMin,TimeElapsed,MeanEntropy,Bound
True,-232.04025,4999.6763,[-0.267  2.837 -5.105 -3.391],5906312,-232.04025,,,817,4999.5513,10.0,4999.616363111989,1.0,11,85799610000.0,0.06503019,11.0,4999.6167,500.0,1.0,506.36365,1.0,0.04083211,24996164.0,-29347650.0,350.0835,0.125,11.0,10.0,8750689000.0,1.0,0.08098274,-1.0,1,1408.9646,17963,,17216.727534770966,0.41894197,-1283337500000.0
True,-243.81686,4999.675,[-0.265  2.921 -5.115 -3.299],5911812,-237.13133,,,817,4999.406,10.0,4999.547855228921,13483.975,11,3.3285884e+26,0.14208984,0.0008157832,4999.5474,500.0,13483.975,1.9388114,13483.975,0.076041296,15415803.0,-7.938831e+19,0.6167597,0.26904297,0.0008157832,10.0,15415803.0,1.0,3.0798486e-10,-1.0,2,6.7477574,17974,,17230.552163362503,0.41894197,-7.938831e+19
True,-232.20338,4999.667,[-0.265  2.921 -5.115 -3.299],5917312,-232.20338,,,818,4999.5225,10.0,4999.6009885800895,1.0,11,4.75136e+16,0.0785245,11.0,4999.601,500.0,1.0,187.58215,1.0,0.053127073,24996010.0,-29347488.0,97.897194,0.14453125,11.0,10.0,2446975500.0,1.0,0.052327886,-1.0,1,650.07086,17985,,17246.29714655876,0.41894197,-948495500000000.0
True,-254.77391,4999.669,[-0.177  2.876 -5.118 -3.376],5922812,-244.48412,,,818,4999.4434,10.0,4999.56764693831,55473.152,11,4.5693425e+33,0.12428977,0.00019829412,4999.5674,500.0,55473.152,17.0124,55473.152,0.07762597,135050050.0,-2.9413885e+23,5.4029636,0.22558594,0.00019829412,10.0,135050050.0,1.0,1.15451e-09,-1.0,2,59.200657,17996,,17261.357557296753,0.41894197,-2.9413885e+23
True,-244.41249,4999.6665,[-0.177  2.876 -5.118 -3.376],5928312,-244.41249,,,819,4999.439,10.0,4999.599808852439,1.0,11,3669169500000.0,0.1607777,11.0,4999.5996,500.0,1.0,19375.059,1.0,0.06785736,24995998.0,-29347466.0,6319.3423,0.22753906,11.0,10.0,157948460000.0,1.0,0.06645012,-1.0,1,67581.78,18007,,17275.878799676895,0.41894197,-8493013700000.0
True,-231.78056,4999.6694,[-0.158  2.788 -5.132 -3.461],5933812,-229.87724,,,819,4999.4956,10.0,4999.606605516398,2072.4424,11,1.2481838e+21,0.11106179,0.005307747,4999.6064,500.0,2072.4424,393.202,2072.4424,0.049893603,3142977800.0,-1.537322e+17,125.73575,0.17382812,0.005307747,10.0,3142977800.0,1.0,3.434842e-07,-1.0,2,1369.1205,18018,,17292.026595830917,0.41894197,-1.537322e+17
True,-225.83658,4999.665,[-0.158  2.788 -5.132 -3.461],5938814,-225.83658,,,820,9.980989,10.0,4546.015326541244,1.0,11,1585010200.0,4536.034,11.0,4546.015,454.72727272727275,1.0,232.38565,1.0,1434.42,22723818.0,-27075276.0,140.45454,4989.684,11.0,10.0,3508634600.0,1.0,0.013799236,-1.0,1,751.59106,18029,,17306.14435982704,0.41894197,-176745730000.0
True,-264.63406,4999.6953,[-0.203  2.697 -5.139 -3.533],5944314,-259.19778,,,820,4999.5586,10.0,4999.634261247237,61614.723,11,6.318303e+33,0.075727984,0.00017852876,4999.635,500.0,61614.723,0.010221116,61614.723,0.04390781,157375.88,-3.458839e+23,0.006295912,0.13671875,0.00017852876,10.0,157375.88,1.0,2.4700173e-06,-1.0,2,0.033151172,18040,,17322.518290519714,0.41894197,-3.458839e+23
True,-245.17906,4999.6924,[-0.203  2.697 -5.139 -3.533],5949814,-245.17906,,,821,4999.4233,10.0,4999.628639394615,1.0,11,37352874000.0,0.20543323,11.0,4999.6284,500.0,1.0,1691.3505,1.0,0.07215637,24996290.0,-29347800.0,819.90564,0.26904297,11.0,10.0,20494911000.0,1.0,0.030715074,-1.0,1,5853.735,18051,,17335.791316509247,0.41894197,-861486450000.0
True,-227.69897,4999.6895,[-0.239  2.774 -5.161 -3.444],5955314,-223.72716,,,821,4999.58,10.0,4999.625367065709,1107.3258,11,2.6566954e+19,0.04532138,0.009933842,4999.625,500.0,1107.3258,3.240095,1107.3258,0.036466885,33672468.0,-1.8417975e+16,1.0596541,0.109375,0.009933842,10.0,26487094.0,1.0,3.4924367e-06,-1.0,2,11.302437,18062,,17348.99431657791,0.41894197,-2.2428485e+16
True,-239.84935,4999.6836,[-0.187  2.805 -5.16  -3.464],5960316,-239.84935,,,822,9.97966,10.0,4546.007246930476,1.0,11,7.070537e+29,4536.028,11.0,4546.0073,454.72727272727275,1.0,8046.816,1.0,1434.4178,22723736.0,-27075214.0,2560.6897,4989.704,11.0,10.0,64003867000.0,1.0,0.10956441,-1.0,1,28006.836,18073,,17356.73256635666,0.41894197,-3.6589315e+21
True,-247.1435,4999.708,[-0.091  2.849 -5.155 -3.398],5965816,-244.82422,,,822,4999.5215,10.0,4999.589294256342,305.17276,11,8.055229e+20,0.06778231,0.036045156,4999.5894,500.0,305.17276,263.8996,305.17276,0.052763958,98855810.0,-1.066724e+16,117.50449,0.18652344,0.036045156,10.0,2937085000.0,1.0,0.001861833,-1.0,2,859.6285,18084,,17366.779727697372,0.41894197,-1.2350122e+17
True,-261.7538,4999.6494,[-0.168  2.879 -5.156 -3.352],5971316,-261.7538,,,823,4999.4346,10.0,4999.564124634455,1.0,11,485583530000000.0,0.1295721,11.0,4999.5645,500.0,1.0,108.25579,1.0,0.07207928,24995640.0,-29347078.0,63.07631,0.21484375,11.0,10.0,1576571100.0,1.0,1.2445581,-1.0,1,349.46896,18095,,17380.664573669434,0.41894197,-95887334000000.0
True,-238.823,4999.659,[-0.099  2.831 -5.159 -3.445],5976816,-238.294,,,823,4999.532,10.0,4999.58728978941,473.9982,11,5.78373e+17,0.055087004,0.02320684,4999.5874,500.0,473.99817,1.5443898,473.99817,0.04084405,4929954.0,-1853391100000000.0,0.71064854,0.12695312,0.023206841,10.0,17763028.0,1.0,0.0005892046,-1.0,2,5.4862227,18106,,17396.14366889,0.41894197,-3309237000000000.0
True,-226.05725,4999.6816,[-0.18   2.821 -5.161 -3.451],5982316,-226.05725,,,824,4999.55,10.0,4999.595770393448,1.0,11,38488095000000.0,0.045898438,11.0,4999.5957,500.0,1.0,39.945877,1.0,0.032126196,24995960.0,-29347458.0,28.061884,0.13183594,11.0,10.0,701429570.0,1.0,0.40631166,-1.0,1,143.93918,18117,,17412.008479356766,0.41894197,-26996174000000.0
True,-251.42052,4999.7314,[-0.277  2.769 -5.158 -3.51 ],5987804,-225.7064,,,824,4869.5674,10.0,4987.793166847656,4.3222764e+18,11,inf,118.22585,2.5449552e-18,4987.7925,498.90909090909093,4.3222761e+18,0.14155108,4.3222761e+18,37.386368,1119176.4,-inf,0.044775385,130.16406,2.5449554e-18,10.0,1119176.4,1.0,2.029326e-28,-1.0,2,0.4923992,18128,,17429.368173122406,0.41894197,-inf
True,-219.12871,4999.708,[-0.277  2.769 -5.158 -3.51 ],5993304,-219.12871,,,825,4999.5513,10.0,4999.64668303801,1.0,11,3.7311483e+23,0.09552557,11.0,4999.647,500.0,1.0,2350.6492,1.0,0.050425317,24996470.0,-29348006.0,937.0234,0.15673828,11.0,10.0,23421503000.0,1.0,0.6842964,-1.0,1,8163.149,18139,,17444.58717417717,0.41894197,-2.6579913e+18
True,-238.52649,4999.7065,[-0.342  2.705 -5.163 -3.595],5998728,-236.51587,,,825,4499.5576,10.0,4928.73434376633,4089937000.0,11,inf,429.17673,2.6895282e-09,4928.7344,493.09090909090907,4089937000.0,63.918987,4089937000.0,157.58087,505338140.0,-inf,20.216682,500.14893,2.6895282e-09,10.0,505338140.0,1.0,2.8265335e-15,-1.0,2,222.34625,18150,,17461.0419652462,0.41894197,-inf
True,-234.11473,4999.6934,[-0.342  2.705 -5.163 -3.595],6004206,-234.11473,,,826,4769.705,10.0,4978.720763136538,1.0,11,4.4233013e+16,209.01567,11.0,4978.7207,498.0,1.0,540.82,1.0,66.09658,24792030.0,-29143544.0,173.53781,229.98828,11.0,10.0,4335856600.0,1.0,0.63947165,-1.0,1,1883.7423,18161,,17474.312534332275,0.41894197,-915177130000000.0
True,-235.81792,4999.6846,[-0.282  2.72  -5.164 -3.589],6009207,-231.44354,,,826,,10.0,4545.096883630841,267212.28,11,inf,4545.097,4.116577e-05,4545.097,454.6363636363636,267212.28,1.2970195,267212.28,1437.2858,23751790.0,-inf,1.0319309,4999.6846,4.116577e-05,10.0,23751790.0,1.0,9.16053e-09,-1.0,2,4.182624,18172,,17488.25850200653,0.41894197,-inf
True,-218.01607,4999.6514,[-0.282  2.72  -5.164 -3.589],6014209,-218.01607,,,827,9.979401,10.0,4546.001054420748,1.0,11,898714900.0,4536.0215,11.0,4546.0005,454.72727272727275,1.0,47.494724,1.0,1434.4159,22723674.0,-27075104.0,22.920933,4989.672,11.0,10.0,570720600.0,1.0,0.20564497,-1.0,1,144.69229,18183,,17501.791715860367,0.41894197,-131017530000.0
True,-245.95624,4999.6836,[-0.223  2.74  -5.157 -3.586],6019210,-242.55753,,,827,,10.0,4545.094605674398,81.33532,11,1.5521324e+16,4545.094,0.1352426,4545.094,454.6363636363636,81.33532,0.7021217,81.33532,1437.2852,14818817.0,-742867140000000.0,0.56953603,4999.6836,0.1352426,10.0,12239467.0,1.0,0.00045073978,-1.0,2,1.9002743,18194,,17513.88760972023,0.41894197,-542116280000000.0
True,-250.87796,4999.735,[-0.223  2.728 -5.157 -3.599],6024710,-250.87796,,,828,4999.5786,10.0,4999.650342303892,1.0,11,271342240000000.0,0.07173295,11.0,4999.6504,500.0,1.0,427.98785,1.0,0.04240029,24996504.0,-29348086.0,242.17969,0.15625,11.0,10.0,6053644300.0,1.0,0.040875062,-1.0,1,1254.192,18205,,17530.536291360855,0.41894197,-71685670000000.0
True,-233.22855,4999.6865,[-0.256  2.634 -5.165 -3.674],6030181,-229.71146,,,828,4699.626,10.0,4972.342960709072,142287.47,11,1.1340088e+36,272.71692,7.730829e-05,4972.343,497.3636363636364,142287.47,3.8447633,142287.47,86.24068,31276880.0,-4.6337947e+24,1.2512952,300.06055,7.730829e-05,10.0,31276880.0,1.0,3.0345795e-08,-1.0,2,13.407646,18216,,17548.552975177765,0.41894197,-4.6337947e+24
True,-238.7459,4999.7065,[-0.256  2.634 -5.165 -3.674],6035183,-238.7459,,,829,9.981005,10.0,4546.024962127736,1.0,11,1257419900.0,4536.044,11.0,4546.025,454.72727272727275,1.0,18.291336,1.0,1434.4231,22723912.0,-27075432.0,9.644184,4989.7256,11.0,10.0,238776620.0,1.0,0.2185475,-1.0,1,62.685024,18227,,17563.229342222214,0.41894197,-154541020000.0
True,-239.22032,4999.692,[-0.305  2.615 -5.169 -3.708],6040641,-240.91394,,,829,4569.632,10.0,4960.5365577368375,3215.6614,11,1.5188999e+26,390.90482,0.0034207583,4960.537,496.1818181818182,3215.6616,8.356996,3215.6616,123.61496,81033970.0,-5.362831e+19,3.241917,430.06006,0.0034207578,10.0,81033970.0,1.0,1.982475e-06,-1.0,2,29.584114,18238,,17578.2188000679,0.41894197,-5.362831e+19
True,-229.07535,4999.676,[-0.305  2.615 -5.169 -3.708],6046043,-229.07535,,,830,4499.614,10.0,4907.813097824426,1.0,11,42807816000.0,408.1993,11.0,4907.813,491.09090909090907,1.0,442.04117,1.0,168.89455,24115156.0,-28466636.0,233.87433,500.062,11.0,10.0,5162318000.0,1.0,0.102299936,-1.0,1,1504.0978,18249,,17596.73331427574,0.41894197,-905464450000.0
True,-249.04987,4999.667,[-0.312  2.529 -5.174 -3.798],6051300,-243.49835,,,830,4149.5615,10.0,4775.09005930246,2657.9836,11,4.1027464e+22,625.5285,0.0041384753,4775.09,477.90909090909093,2657.9836,0.010799263,2657.9836,362.84854,147171.42,-8.813786e+17,0.005891909,850.10547,0.0041384753,10.0,147171.42,1.0,1.432161e-07,-1.0,2,0.03516346,18260,,17614.763157367706,0.41894197,-8.813786e+17
True,-239.42786,4999.69,[-0.312  2.529 -5.174 -3.798],6056513,-239.42786,,,831,3469.597,10.0,4735.078454772407,1.0,11,942811500000.0,1265.4816,11.0,4735.0786,473.90909090909093,1.0,1118.5734,1.0,459.02643,22631674.0,-26983172.0,526.61615,1530.093,11.0,10.0,11775087000.0,1.0,0.12089614,-1.0,1,3887.7837,18271,,17633.288999557495,0.41894197,-4236919700000.0
True,-236.79115,4999.715,[-0.266  2.557 -5.176 -3.767],6061940,-237.23235,,,831,4599.5596,10.0,4930.526819169328,8543.603,11,4.491929e+26,330.96738,0.0012875131,4930.5273,493.3636363636364,8543.603,3.1041656,8543.603,144.6637,37035576.0,-9.222527e+19,1.4816982,400.15527,0.0012875131,10.0,37035576.0,1.0,6.5106303e-07,-1.0,2,10.709099,18282,,17651.952956676483,0.41894197,-9.222527e+19
True,-231.10281,4999.6904,[-0.266  2.557 -5.176 -3.767],6067440,-231.10281,,,832,4999.4326,10.0,4999.610623206315,1.0,11,3659138300.0,0.17791194,11.0,4999.6104,500.0,1.0,158.99644,1.0,0.066380136,24996106.0,-29347608.0,53.25139,0.2578125,11.0,10.0,1331057300.0,1.0,0.2706206,-1.0,1,555.98413,18293,,17668.776692152023,0.41894197,-264550920000.0
True,-242.43375,4999.7007,[-0.223  2.535 -5.176 -3.807],6072940,-239.4068,,,832,4999.547,10.0,4999.613698709276,153.66832,11,7.421549e+23,0.06685014,0.07158274,4999.614,500.0,153.66832,4502505.5,153.66832,0.048349258,276557950.0,-446105870000000.0,1497481.5,0.1538086,0.07158274,10.0,37431374000000.0,1.0,6.8968225,-1.0,2,15728005.0,18304,,17688.417301654816,0.41894197,-3.748717e+18
True,-235.82289,4999.733,[-0.347  2.535 -5.175 -3.791],6077969,-235.82289,,,833,3339.7312,10.0,4566.939716326825,1.0,11,1.2303689e+34,1227.2085,11.0,4566.9395,457.1818181818182,1.0,645888500.0,1.0,585.6612,21199936.0,-25551504.0,206035090.0,1660.0017,11.0,10.0,2741042000000000.0,1.0,0.98645127,-1.0,1,2248453000.0,18315,,17706.34398841858,0.41894197,-4.8267448e+23
True,-255.73763,4999.6787,[-0.256  2.513 -5.202 -3.713],6083403,-237.03738,,,833,4329.6445,10.0,4938.708064262358,60120320000000.0,11,inf,609.06354,1.8296642e-13,4938.708,494.0,60120320000000.0,2.6183944,60120320000000.0,192.60283,21108920.0,-inf,0.84447247,670.0342,1.8296642e-13,10.0,21108920.0,1.0,5.717116e-17,-1.0,2,9.123988,18326,,17726.256249427795,0.41894197,-inf
True,-244.41498,4999.6465,[-0.256  2.513 -5.202 -3.713],6088882,-244.41498,,,834,4779.5586,9.999999,4979.598418065656,1.0,11,1.1872477e+20,200.03978,11.0,4979.598,498.09090909090907,1.0,1513.4177,1.0,63.258144,24800404.0,-29151816.0,717.5176,220.08789,11.0,9.999999,16969645000.0,1.0,0.12330693,-1.0,1,4935.5103,18337,,17746.248482465744,0.41894197,-4.7412458e+16
True,-226.04504,4999.715,[-0.195  2.523 -5.197 -3.722],6094382,-225.81926,,,834,4999.4756,10.0,4999.6368980744655,277.1255,11,2.1196023e+20,0.16135477,0.03969321,4999.637,500.0,277.1255,0.8245331,277.1255,0.06824132,17069562.0,-1.5373415e+16,0.68821067,0.23925781,0.03969321,10.0,17203084.0,1.0,1.1370159e-06,-1.0,2,3.1756668,18348,,17765.906317472458,0.41894197,-6.3352056e+16
True,-254.00089,4999.684,[-0.193  2.524 -5.201 -3.715],6099882,-254.00089,,,835,4999.49,10.0,4999.591591673766,1.0,11,2.056841e+27,0.101340555,11.0,4999.592,500.0,1.0,1753.9493,1.0,0.06243564,24995916.0,-29347408.0,570.5476,0.19384766,11.0,10.0,14260999000.0,1.0,0.26413396,-1.0,1,6116.529,18359,,17783.936453342438,0.41894197,-1.9734608e+20
True,-236.08902,4999.6973,[-0.283  2.538 -5.196 -3.801],6105206,-222.01765,,,835,4269.529,9.999999,4835.975030683903,23974898000000.0,11,inf,566.4462,4.588132e-13,4835.9746,484.0,23974898000000.0,1.187358,23974898000000.0,260.95374,9882705.0,-inf,0.39535686,730.16846,4.588132e-13,9.999999,9882705.0,1.0,2.2104764e-17,-1.0,2,4.147289,18370,,17799.114399671555,0.41894197,-inf
True,-235.37321,4999.6904,[-0.283  2.538 -5.196 -3.801],6110656,-235.37321,,,836,4489.7227,10.0,4953.259377158922,1.0,11,2.0774628e+17,463.53665,11.0,4953.26,495.45454545454544,1.0,334.7948,1.0,146.58316,24556268.0,-28907752.0,163.60631,509.96777,11.0,10.0,4019647000.0,1.0,0.088573754,-1.0,1,1193.0753,18381,,17819.60959291458,0.41894197,-1983338200000000.0
True,-231.81038,4999.667,[-0.223  2.555 -5.196 -3.794],6116156,-227.38066,,,836,4999.551,10.0,4999.619867655115,2015.0935,11,9.41079e+24,0.06902521,0.005458804,4999.6196,500.0,2015.0936,0.7159204,2015.0936,0.039444048,9951854.0,-1.3348677e+19,0.39813235,0.11621094,0.0054588034,10.0,9951854.0,1.0,2.240201e-05,-1.0,2,2.5179925,18392,,17839.643921136856,0.41894197,-1.3348677e+19
True,-235.61034,4999.6904,[-0.223  2.555 -5.196 -3.794],6121656,-235.61034,,,837,4999.5093,10.0,4999.624931797825,1.0,11,7518987000.0,0.115722656,11.0,4999.6255,500.0,1.0,165.66815,1.0,0.05670048,24996252.0,-29347742.0,121.86621,0.18115234,11.0,10.0,3046138400.0,1.0,0.021408577,-1.0,1,562.50354,18403,,17856.51300883293,0.41894197,-380365340000.0
True,-264.4364,4999.6963,[-0.24   2.627 -5.194 -3.693],6127156,-261.0468,,,837,4999.5283,10.0,4999.6197290775735,2045.2805,11,3.3127547e+21,0.091308594,0.005378235,4999.6196,500.0,2045.2804,0.13224068,2045.2804,0.058497865,1203671.0,-2.5045222e+17,0.048153292,0.16796875,0.0053782356,10.0,1203671.0,1.0,9.559807e-09,-1.0,2,0.46444747,18414,,17874.138028144836,0.41894197,-2.5045222e+17
True,-237.07703,4999.6777,[-0.24   2.627 -5.194 -3.693],6132656,-237.07703,,,838,4999.5522,10.0,4999.619689849529,1.0,11,1205419600000.0,0.06747159,11.0,4999.619,500.0,1.0,140.26506,1.0,0.039050013,24996200.0,-29347680.0,51.537674,0.12548828,11.0,10.0,1288254600.0,1.0,0.24585457,-1.0,1,493.5527,18425,,17891.79345536232,0.41894197,-4778739000000.0
True,-257.88266,4999.67,[-0.292  2.602 -5.194 -3.716],6138065,-257.89606,,,838,4579.676,10.0,4914.166004193892,45992.168,11,1.7346282e+31,334.49033,0.00023917116,4914.166,491.72727272727275,45992.168,3.1704247,45992.168,146.53802,33897308.0,-1.8122952e+22,1.3561146,419.99414,0.00023917116,10.0,33897308.0,1.0,1.9297332e-10,-1.0,2,11.27178,18436,,17909.252340316772,0.41894197,-1.8122952e+22
True,-245.00302,4999.6704,[-0.292  2.602 -5.194 -3.716],6143023,-245.00302,,,839,,10.0,4505.120076472039,1.0,11,3.0306314e+19,4505.12,11.0,4505.12,450.72727272727275,1.0,208.5911,1.0,1430.1924,22341556.0,-26693012.0,69.807045,4999.6704,11.0,10.0,1463811200.0,1.0,0.1314319,-1.0,1,729.2678,18447,,17925.28859424591,0.41894197,-2.3954791e+16
True,-242.26936,4999.7,[-0.23   2.606 -5.194 -3.724],6148523,-241.62766,,,839,4999.5596,10.0,4999.642466308172,7.5230923,11,8380961300.0,0.08291903,1.4621648,4999.6426,500.0,7.5230923,0.31061676,7.5230923,0.04325682,12722335.0,-398748650000.0,0.50713843,0.140625,1.4621648,10.0,12676720.0,1.0,0.015378664,-1.0,2,1.0205015,18458,,17944.272850751877,0.41894197,-398374630000.0
True,-233.07634,4999.6816,[-0.23   2.607 -5.194 -3.724],6154018,-233.07634,,,840,4939.6646,10.0,4994.189267740285,1.0,11,2880388000.0,54.52468,11.0,4994.1895,499.54545454545456,1.0,405.21982,1.0,17.242235,24942224.0,-29293716.0,197.02785,60.01709,11.0,10.0,4924803600.0,1.0,2.137449,-1.0,1,1309.018,18469,,17963.400653362274,0.41894197,-238460490000.0
True,-235.1319,4999.714,[-0.251  2.68  -5.196 -3.624],6159019,-232.86551,,,840,,10.0,4545.106154805318,1931.8094,11,3.0290417e+21,4545.1064,0.0056941435,4545.1064,454.6363636363636,1931.8094,0.28664184,1931.8094,1437.2887,69124.71,-2.394892e+17,0.093679674,4999.714,0.0056941435,10.0,69124.71,1.0,7.380663e-07,-1.0,2,1.000057,18480,,17981.30121922493,0.41894197,-2.394892e+17
True,-256.15405,4999.674,[-0.251  2.68  -5.196 -3.624],6164009,-256.15405,,,841,9.980154,10.0,4534.21554903009,1.0,11,4.0043328e+18,4524.235,11.0,4534.2153,453.6363636363636,1.0,140285.72,1.0,1431.1719,22607364.0,-26958830.0,44368.996,4989.694,11.0,10.0,1052152560000.0,1.0,0.2976634,-1.0,1,487991.34,18491,,17998.474319458008,0.41894197,-8708511000000000.0
True,-236.12933,4999.682,[-0.194  2.696 -5.197 -3.604],6169509,-234.21497,,,841,4999.5054,10.0,4999.617628076962,39.82661,11,234811060000000.0,0.11230469,0.27619725,4999.6177,500.0,39.82661,0.25207245,39.82661,0.055885956,5447684.5,-93945280000000.0,0.24865033,0.17675781,0.27619725,10.0,6215364.0,1.0,0.007202118,-1.0,2,0.9436656,18502,,18016.95215344429,0.41894197,-66678700000000.0
True,-229.76581,4999.714,[-0.192  2.682 -5.197 -3.619],6175009,-229.76581,,,842,4999.5454,10.0,4999.609367674211,1.0,11,4.1452752e+34,0.06392045,11.0,4999.6094,500.0,1.0,149219980.0,1.0,0.055743635,24996094.0,-29347636.0,47187836.0,0.16845703,11.0,10.0,1179551700000000.0,1.0,0.2027721,-1.0,1,519062820.0,18513,,18031.312750577927,0.41894197,-8.859516e+23
True,-235.25645,4999.682,[-0.067  2.674 -5.188 -3.622],6180010,-234.62471,,,842,,10.0,4545.082417613002,182.76088,11,6.189175e+18,4545.0825,0.060187936,4545.0825,454.6363636363636,182.76088,1.7037007,182.76088,1437.2812,16981742.0,-1.0356367e+16,0.8560276,4999.682,0.060187936,10.0,19138754.0,1.0,0.031712327,-1.0,2,6.167573,18524,,18043.90318775177,0.41894197,-1.0825407e+16
True,-234.3703,4999.6816,[-0.068  2.682 -5.188 -3.606],6185011,-234.3703,,,843,,10.0,4545.0952267286475,1.0,11,19003242000.0,4545.095,11.0,4545.095,454.6363636363636,1.0,494.21695,1.0,1437.2853,22723680.0,-27075156.0,192.33961,4999.6816,11.0,10.0,4805553700.0,1.0,0.035455476,-1.0,1,1738.3529,18535,,18057.29429626465,0.41894197,-604654100000.0
True,-253.84325,4999.681,[-0.039  2.765 -5.183 -3.517],6190511,-257.31674,,,843,4999.538,10.0,4999.620946910351,2228.484,11,4.509865e+21,0.08283026,0.004936091,4999.6206,500.0,2228.484,298.92236,2228.484,0.048699446,2368217300.0,-2.9221964e+17,94.74161,0.1430664,0.004936091,10.0,2368217300.0,1.0,4.589926e-09,-1.0,2,1040.0155,18546,,18071.568072795868,0.41894197,-2.9221964e+17
True,-247.05615,4999.6943,[-0.039  2.765 -5.183 -3.517],6196011,-247.05615,,,844,4999.4634,10.0,4999.618108868234,1.0,11,897178240.0,0.15474077,11.0,4999.6177,500.0,1.0,79.1392,1.0,0.060990572,24996182.0,-29347696.0,41.782986,0.23095703,11.0,10.0,1044401150.0,1.0,0.02968117,-1.0,1,281.4926,18557,,18085.50512099266,0.41894197,-131381880000.0
True,-231.64064,4999.6807,[-0.113  2.698 -5.189 -3.592],6201511,-225.90665,,,844,4999.505,10.0,4999.618494280453,2103.3057,11,5.2943226e+23,0.11368075,0.005229863,4999.6187,500.0,2103.3057,8.967942,2103.3057,0.046812072,104862530.0,-3.1661592e+18,4.195147,0.17578125,0.005229863,10.0,104862530.0,1.0,2.7592423e-10,-1.0,2,26.929245,18568,,18099.435993433,0.41894197,-3.1661592e+18
True,-226.55927,4999.7314,[-0.113  2.698 -5.189 -3.592],6207011,-226.55927,,,845,4999.5273,10.0,4999.614153597663,1.0,11,4.704789e+30,0.0867809,11.0,4999.6143,500.0,1.0,14592.654,1.0,0.046983767,24996142.0,-29347712.0,6714.8887,0.20410156,11.0,10.0,167851330000.0,1.0,11.030512,-1.0,1,52419.55,18579,,18114.45056796074,0.41894197,-9.4385754e+21
True,-237.85643,4999.6987,[ 0.062  2.773 -5.169 -3.432],6212511,-227.35068,,,845,4999.4414,10.0,4999.561839464373,1919619000.0,11,inf,0.120472305,5.730304e-09,4999.562,500.0,1919619000.0,4.627203e-06,1919619000.0,0.06873171,41.479626,-inf,1.6594927e-06,0.25732422,5.730304e-09,10.0,41.479626,1.0,3.354704e-11,-1.0,2,1.6262116e-05,18590,,18129.043529510498,0.41894197,-inf
True,-223.00557,4999.6694,[ 0.062  2.773 -5.169 -3.432],6218011,-223.00557,,,846,4999.4565,10.0,4999.563145202345,1.0,11,44197814000.0,0.10662287,11.0,4999.563,500.0,1.0,908.6843,1.0,0.069511086,24995632.0,-29347102.0,351.6351,0.21289062,11.0,10.0,8789363000.0,1.0,0.7153223,-1.0,1,3213.3628,18601,,18145.148041963577,0.41894197,-923589100000.0
True,-261.2407,4999.6514,[ 0.091  2.848 -5.138 -3.342],6223511,-253.67975,,,846,4999.41,10.0,4999.50885411588,6468.262,11,2.5505855e+24,0.09876598,0.0017006113,4999.509,500.0,6468.262,1.6701957,6468.262,0.074316375,13211173.0,-6.949322e+18,0.52856725,0.24121094,0.0017006113,10.0,13211173.0,1.0,6.447226e-10,-1.0,2,5.810189,18612,,18160.885145187378,0.41894197,-6.949322e+18
True,-227.68056,4999.6494,[ 0.091  2.848 -5.138 -3.342],6228512,-227.68056,,,847,,10.0,4545.025336057849,1.0,11,9.134981e+29,4545.0254,11.0,4545.0254,454.6363636363636,1.0,419865.84,1.0,1437.2632,22722980.0,-27074408.0,184015.06,4999.6494,11.0,10.0,4599481600000.0,1.0,0.81672317,-1.0,1,1474181.2,18623,,18176.076333761215,0.41894197,-4.158876e+21
True,-247.11932,4999.582,[ 0.078  3.096 -5.125 -3.313],6234012,-233.0534,,,847,4999.208,10.0,4999.457633434357,1623400400000.0,11,inf,0.24955611,6.775901e-12,4999.4575,500.0,1623400400000.0,1.3650344e-05,1623400400000.0,0.110253215,163.49182,-inf,6.540891e-06,0.37402344,6.775901e-12,10.0,163.49182,1.0,9.463111e-17,-1.0,2,3.986771e-05,18634,,18193.514065504074,0.41894197,-inf
True,-257.5466,4999.6416,[ 0.078  3.096 -5.125 -3.313],6239014,-257.5466,,,848,9.980599,10.0,4545.92117902726,1.0,11,5574232000000.0,4535.941,11.0,4545.9214,454.72727272727275,1.0,32208.818,1.0,1434.3904,22722876.0,-27074288.0,10340.098,4989.661,11.0,10.0,258447930000.0,1.0,0.5580125,-1.0,1,112187.82,18645,,18207.724298238754,0.41894197,-10531826000000.0
