ESSRenyi,VarRet,Delta,AvgNormIw,VarNormIw,VarDiscRet,ESSClassic,VarJ,MaxNormIw,Bound,AvgEpLen,AvgRet,eRenyi2,J,MaxVanillaIw,VanillaAvgRet,BatchSize,MinVanillaIw,AvgDiscRet,MinNormIw,AvgVanillaIw,EpsThisIter,VarVanillaIw,IterType
62.97938625675874,19627.149800525836,0.2,0.01,6.404057e-05,19627.149800525836,61.1994489295771,246.48022,0.033472702,2.9638214,13.51,125.02885165204749,1.5878211,202.02501,3.746816,125.02885165204749,100,0.020936988,125.02885165204749,0.00018704351,1.1193646,100,0.80241376,1
43.85903969258652,26702.358444783502,0.2,0.009999999,0.00029082253,26702.358444783502,25.778890051080722,418.19058,0.14998294,68.49129,17.28,162.71955183304738,2.2800317,310.03616,14.046565,162.71955183304738,100,8.763145e-06,162.71955183304738,9.356894e-08,0.9365442,100,2.5508478,1
38.68875117077106,95941.48426861869,0.2,0.01,0.00019817389,95941.48426861869,33.76186496780931,949.2308,0.06560558,50.270325,29.32,283.0721079793966,2.5847306,599.93097,6.6360645,283.0721079793966,100,7.670161e-05,283.0721079793966,7.582888e-07,1.0115092,100,2.027618,1
83.59356938201844,357280.78685387404,0.2,0.01,2.1304733e-05,357280.78685387404,82.58206851406946,1067.1514,0.021607937,-454.11328,49.54,485.3196735163323,1.1962643,639.505,2.1547296,485.3196735163323,100,0.08630577,485.3196735163323,0.0008654866,0.9971935,100,0.21185316,1
45.752198787949126,746529.3648897726,0.2,0.01,0.0001590241,746529.3648897726,38.84492897934685,3040.0684,0.07298177,-70.72107,72.0,709.9801298801367,2.1856873,1407.4784,6.6776223,709.9801298801367,100,0.0067377416,709.9801298801367,7.363883e-05,0.9149713,100,1.3313059,1
50.377149649106066,906322.8126217872,0.2,0.01,0.000111450194,906322.8126217872,47.54303967954829,2991.5503,0.07452663,145.71057,95.03,940.2380641685487,1.985027,1554.6012,6.86664,940.2380641685487,100,0.0070401537,940.2380641685487,7.640985e-05,0.9213673,100,0.9461205,1
18.440129143650417,2267084.826557,0.2,0.010000002,0.000459239,2267084.826557,18.029498625630303,2648.0366,0.11046592,1721.9016,175.76,1748.4145525302838,5.4229555,4050.6255,10.115702,1748.4145525302838,100,1.0637253e-11,1748.4145525302838,1.161614e-13,0.91573054,100,3.851005,1
52.93040490654782,2691645.189484244,0.2,0.009999999,0.00010897961,2691645.189484244,48.10240665939139,674.5718,0.037896775,3320.839,370.59,3700.888818874325,1.8892733,4695.347,3.577925,3700.888818874325,100,4.628022e-05,3700.888818874325,4.9019224e-07,0.9441239,100,0.9714114,1
86.41188202934124,928741.0521785631,0.2,0.01,1.2133636e-05,928741.0521785631,89.27591417852948,458.0284,0.018434461,3767.6365,467.17,4669.95266008946,1.1572483,4843.391,1.7854022,4669.95266008946,100,0.29979178,4669.95266008946,0.003095381,0.9685133,100,0.11381571,1
99.69692572321085,17002.6346674288,0.2,0.010000002,3.445384e-07,17002.6346674288,99.66004705883688,109.41145,0.010938922,3980.8596,497.97,4979.2556997534575,1.00304,4982.3784,1.0944984,4979.2556997534575,100,0.78116035,4979.2556997534575,0.0078072767,1.0005542,100,0.003449204,1
92.02751497861952,614442.8240841968,0.2,0.01,1.1513137e-05,614442.8240841968,89.7682146106495,281.71042,0.015173048,3887.432,481.26,4811.367844129701,1.0866315,4929.848,1.4996539,4811.367844129701,100,0.15859888,4811.367844129701,0.0016046558,0.988367,100,0.112468295,1
