MaxVanillaIw,ESSRenyi,VarJ,Delta,VarNormIw,AvgVanillaIw,AvgDiscRet,J,MaxNormIw,EpsThisIter,VarDiscRet,AvgRet,IterType,MinVanillaIw,Bound,eRenyi2,AvgEpLen,VarRet,AvgNormIw,MinNormIw,ESSClassic,VanillaAvgRet,VarVanillaIw,BatchSize
178.60912,7.427744511701961,2956.041,0.75,0.00030941158,1.4582766,494.4721656945712,4721.6724,0.24495918,100,793972.6480630618,494.4721656945712,1,,3662.4653,67.315186,50.43,793972.6480630618,0.002,,6.394009553485842,494.4721656945712,164.4964,500
1.0,500.0,2097.4614,0.75,3.5044917e-18,1.0,3338.6011993363295,3338.601,0.01,100,4443782.363566389,3338.6011993363295,2,1.0,3049.926,1.0,334.3,4443782.363566389,0.009999998,0.01,100.0,3338.6011993363295,,500
1.0,500.0,2121.9907,0.75,2.179301e-19,1.0,2984.5411475289957,3161.571,0.005,100,4589561.478555395,2984.5411475289957,2,1.0,2957.447,1.0,298.99,4589561.478555395,0.0049999994,0.005,200.00000010221265,2984.5411475289957,,500
1.0,500.0,2160.2585,0.75,5.4391416e-20,1.0,2888.909908479827,3070.684,0.0033333334,100,4994847.61039193,2888.909908479827,2,1.0,2904.0173,1.0,289.41,4994847.61039193,0.0033333336,0.0033333334,299.999969473632,2888.909908479827,,500
1.0,500.0,2149.1296,0.75,5.434597e-20,1.0,3216.740503344257,3107.1978,0.0025,100,4503919.847497552,3216.740503344257,2,1.0,2962.86,1.0,322.17,4503919.847497552,0.0024999997,0.0025,400.0,3216.740503344257,,500
17.218008,82.39015815013754,248.39583,0.75,2.4940457e-05,1.0010607,3037.5342147978367,4946.2686,0.034399528,100,4956449.409758786,3037.5342147978367,1,1.4319239e-25,4628.236,6.068686,304.23,4956449.409758786,0.002,2.8608134e-28,69.22672607044503,3037.5342147978367,6.248348,500
1.0,500.0,640.1254,0.75,3.5044917e-18,1.0,4908.704085608812,4908.704,0.01,100,413899.5257287308,4908.704085608812,2,1.0,4620.029,1.0,490.9,413899.5257287308,0.009999998,0.01,100.0,4908.704085608812,,500
1.0,500.0,556.09045,0.75,2.179301e-19,1.0,4954.120565019371,4931.412,0.005,100,209779.17165219024,4954.120565019371,2,1.0,4727.288,1.0,495.43,209779.17165219024,0.0049999994,0.005,200.00000010221265,4954.120565019371,,500
1.0,500.0,554.6197,0.75,5.4391416e-20,1.0,4922.603241718974,4928.4756,0.0033333334,100,307357.5704036131,4922.603241718974,2,1.0,4761.809,1.0,492.29,307357.5704036131,0.0033333336,0.0033333334,299.999969473632,4922.603241718974,,500
1.0,500.0,558.8204,0.75,5.434597e-20,1.0,4912.199748590405,4924.407,0.0025,100,329407.23388251645,4912.199748590405,2,1.0,4780.07,1.0,491.26,329407.23388251645,0.0024999997,0.0025,400.0,4912.199748590405,,500
1.8647046,420.7113820159622,70.42402,0.75,8.362753e-07,0.9840514,4919.360380227806,4991.391,0.0037898521,100,232652.30987716283,4919.360380227806,1,0.0031221653,4850.6514,1.1884632,491.98,232652.30987716283,0.002,6.345533e-06,413.6844139946125,4919.360380227806,0.20245327,500
1.0,500.0,294.86517,0.75,3.5044917e-18,1.0,4958.227484399464,4958.227,0.01,100,87823.69920798218,4958.227484399464,2,1.0,4669.552,1.0,495.85,87823.69920798218,0.009999998,0.01,100.0,4958.227484399464,,500
1.0,500.0,209.54161,0.75,2.179301e-19,1.0,4999.938188846703,4979.083,0.005,100,0.005228848010246305,4999.938188846703,2,1.0,4774.959,1.0,500.0,0.005228848010246305,0.0049999994,0.005,200.00000010221265,4999.938188846703,,500
1.0,500.0,287.10986,0.75,5.4391416e-20,1.0,4959.82656980716,4972.664,0.0033333334,100,160842.07383582863,4959.82656980716,2,1.0,4805.9976,1.0,496.0,160842.07383582863,0.0033333336,0.0033333334,299.999969473632,4959.82656980716,,500
1.0,500.0,267.4641,0.75,5.434597e-20,1.0,4980.117366313343,4974.5273,0.0025,100,39202.295035505085,4980.117366313343,2,1.0,4830.19,1.0,498.03,39202.295035505085,0.0024999997,0.0025,400.0,4980.117366313343,,500
1.3170934,467.84256108394186,34.82534,0.75,2.6515778e-07,0.99996114,4988.017196611987,4996.7705,0.0026342892,100,14159.904285770961,4988.017196611987,1,0.10097292,4863.308,1.0687356,498.82,14159.904285770961,0.002,0.00020195369,468.9741653519525,4988.017196611987,0.066284284,500
1.0,500.0,312.27203,0.75,3.5044917e-18,1.0,4959.102357421027,4959.1025,0.01,100,98498.82136554181,4959.102357421027,2,1.0,4670.4272,1.0,495.94,98498.82136554181,0.009999998,0.01,100.0,4959.102357421027,,500
1.0,500.0,349.51108,0.75,2.179301e-19,1.0,4961.423850096111,4960.263,0.005,100,148282.2685744742,4961.423850096111,2,1.0,4756.139,1.0,496.16,148282.2685744742,0.0049999994,0.005,200.00000010221265,4961.423850096111,,500
1.0,500.0,285.98648,0.75,5.4391416e-20,1.0,4999.926550089827,4973.4844,0.0033333334,100,0.006118989189332462,4999.926550089827,2,1.0,4806.818,1.0,500.0,0.006118989189332462,0.0033333336,0.0033333334,299.999969473632,4999.926550089827,,500
1.0,500.0,247.93602,0.75,5.434597e-20,1.0,4999.923488198176,4980.0947,0.0025,100,0.021498418561335313,4999.923488198176,2,1.0,4835.7573,1.0,500.0,0.021498418561335313,0.0024999997,0.0025,400.0,4999.923488198176,,500
1.3670874,475.7064221723464,56.372826,0.75,2.3400942e-07,0.9848141,4999.926834138656,4996.1133,0.002776336,100,0.004311050195251348,4999.926834138656,1,0.16016734,4863.7583,1.0510684,500.0,0.004311050195251348,0.002,0.00032527425,472.41766721620974,4999.926834138656,0.05673903,500
1.0,500.0,0.068403594,0.75,3.5044917e-18,1.0,4999.9305202922915,4999.9307,0.01,100,0.004726060889715035,4999.9305202922915,2,1.0,4711.2554,1.0,500.0,0.004726060889715035,0.009999998,0.01,100.0,4999.9305202922915,,500
1.0,500.0,0.07160351,0.75,2.179301e-19,1.0,4999.930253943336,4999.9307,0.005,100,0.005634264380453124,4999.930253943336,2,1.0,4795.8066,1.0,500.0,0.005634264380453124,0.0049999994,0.005,200.00000010221265,4999.930253943336,,500
1.0,500.0,0.067073226,0.75,5.4391416e-20,1.0,4999.938085434403,4999.933,0.0033333334,100,0.003236765138412877,4999.938085434403,2,1.0,4833.2666,1.0,500.0,0.003236765138412877,0.0033333336,0.0033333334,299.999969473632,4999.938085434403,,500
1.0,500.0,0.082084216,0.75,5.434597e-20,1.0,4999.924188786772,4999.9307,0.0025,100,0.01353365112473068,4999.924188786772,2,1.0,4855.5933,1.0,500.0,0.01353365112473068,0.0024999997,0.0025,400.0,4999.924188786772,,500
1.0,500.0,0.0787493,0.75,5.431875e-20,1.0,4999.935292739955,4999.932,0.002,100,0.004079983086570106,4999.935292739955,1,1.0,4870.8325,1.0,500.0,0.004079983086570106,0.0020000003,0.002,500.00000664260017,4999.935292739955,,500
1.0,500.0,0.07207764,0.75,3.5044917e-18,1.0,4999.939710287835,4999.94,0.01,100,0.005249198826170862,4999.939710287835,2,1.0,4711.2646,1.0,500.0,0.005249198826170862,0.009999998,0.01,100.0,4999.939710287835,,500
1.0,500.0,0.074811205,0.75,2.179301e-19,1.0,4999.925616719643,4999.9326,0.005,100,0.005958673398310336,4999.925616719643,2,1.0,4795.8086,1.0,500.0,0.005958673398310336,0.0049999994,0.005,200.00000010221265,4999.925616719643,,500
1.0,500.0,0.06921,0.75,5.4391416e-20,1.0,4999.945178437059,4999.9365,0.0033333334,100,0.0031034428522615683,4999.945178437059,2,1.0,4833.27,1.0,500.0,0.0031034428522615683,0.0033333336,0.0033333334,299.999969473632,4999.945178437059,,500
1.0,500.0,0.069315456,0.75,5.434597e-20,1.0,4999.935866257739,4999.9365,0.0025,100,0.004897440414647787,4999.935866257739,2,1.0,4855.599,1.0,500.0,0.004897440414647787,0.0024999997,0.0025,400.0,4999.935866257739,,500
1.0,500.0,0.06957707,0.75,5.431875e-20,1.0,4999.939319672459,4999.938,0.002,100,0.005025877319073545,4999.939319672459,1,1.0,4870.8384,1.0,500.0,0.005025877319073545,0.0020000003,0.002,500.00000664260017,4999.939319672459,,500
1.0,500.0,0.09977171,0.75,3.5044917e-18,1.0,4999.927191009023,4999.9272,0.01,100,0.010052463473101271,4999.927191009023,2,1.0,4711.252,1.0,500.0,0.010052463473101271,0.009999998,0.01,100.0,4999.927191009023,,500
1.0,500.0,0.08376433,0.75,2.179301e-19,1.0,4999.935074917665,4999.9307,0.005,100,0.0040863099061289685,4999.935074917665,2,1.0,4795.8066,1.0,500.0,0.0040863099061289685,0.0049999994,0.005,200.00000010221265,4999.935074917665,,500
1.0,500.0,0.07784834,0.75,5.4391416e-20,1.0,4999.941167252174,4999.9346,0.0033333334,100,0.0041229562850453386,4999.941167252174,2,1.0,4833.268,1.0,500.0,0.0041229562850453386,0.0033333336,0.0033333334,299.999969473632,4999.941167252174,,500
1.0,500.0,0.07518032,0.75,5.434597e-20,1.0,4999.937252255364,4999.9355,0.0025,100,0.004460566309208045,4999.937252255364,2,1.0,4855.598,1.0,500.0,0.004460566309208045,0.0024999997,0.0025,400.0,4999.937252255364,,500
1.0001094,500.0,0.074681506,0.75,1.8512305e-14,0.9999972,4999.924498192091,4999.9336,0.0020002245,100,0.005239850905630598,4999.924498192091,1,0.99975103,4870.834,1.0,500.0,0.005239850905630598,0.0019999999,0.0019995077,499.9999286003876,4999.924498192091,4.628423e-09,500
1.0,500.0,0.07588957,0.75,3.5044917e-18,1.0,4999.928191937721,4999.928,0.01,100,0.005814877441750214,4999.928191937721,2,1.0,4711.253,1.0,500.0,0.005814877441750214,0.009999998,0.01,100.0,4999.928191937721,,500
1.0,500.0,0.07327515,0.75,2.179301e-19,1.0,4999.92662536929,4999.927,0.005,100,0.0050237917194970155,4999.92662536929,2,1.0,4795.8027,1.0,500.0,0.0050237917194970155,0.0049999994,0.005,200.00000010221265,4999.92662536929,,500
1.0,500.0,0.08745423,0.75,5.4391416e-20,1.0,4999.92540904003,4999.927,0.0033333334,100,0.012335063768347363,4999.92540904003,2,1.0,4833.2603,1.0,500.0,0.012335063768347363,0.0033333336,0.0033333334,299.999969473632,4999.92540904003,,500
1.0,500.0,0.0832281,0.75,5.434597e-20,1.0,4999.93205952806,4999.928,0.0025,100,0.004787677914800233,4999.93205952806,2,1.0,4855.591,1.0,500.0,0.004787677914800233,0.0024999997,0.0025,400.0,4999.93205952806,,500
1.0,500.0,0.07944606,0.75,5.431875e-20,1.0,4999.939597488861,4999.931,0.002,100,0.003777891352236453,4999.939597488861,1,1.0,4870.8315,1.0,500.0,0.003777891352236453,0.0020000003,0.002,500.00000664260017,4999.939597488861,,500
1.0,500.0,0.0995838,0.75,3.5044917e-18,1.0,4999.92518192884,4999.9253,0.01,100,0.010014174162945989,4999.92518192884,2,1.0,4711.25,1.0,500.0,0.010014174162945989,0.009999998,0.01,100.0,4999.92518192884,,500
1.0,500.0,0.08382271,0.75,2.179301e-19,1.0,4999.931267522374,4999.928,0.005,100,0.004158099955165912,4999.931267522374,2,1.0,4795.804,1.0,500.0,0.004158099955165912,0.0049999994,0.005,200.00000010221265,4999.931267522374,,500
1.0,500.0,0.07951842,0.75,5.4391416e-20,1.0,4999.94152089485,4999.9336,0.0033333334,100,0.004840585061647633,4999.94152089485,2,1.0,4833.267,1.0,500.0,0.004840585061647633,0.0033333336,0.0033333334,299.999969473632,4999.94152089485,,500
1.0,500.0,0.078225,0.75,5.434597e-20,1.0,4999.940429716942,4999.9346,0.0025,100,0.005521897878026027,4999.940429716942,2,1.0,4855.597,1.0,500.0,0.005521897878026027,0.0024999997,0.0025,400.0,4999.940429716942,,500
1.0295045,499.7478207915532,8.171412,0.75,1.9433317e-09,1.00064,4997.73479983016,4999.5693,0.002057692,100,484.2282063572645,4997.73479983016,1,0.8313932,4870.4375,1.0005046,499.79,484.2282063572645,0.002,0.0016617228,499.7576492719271,4997.73479983016,0.0004864552,500
1.0,500.0,609.3056,0.75,3.5044917e-18,1.0,4914.0189666426695,4914.0186,0.01,100,375003.31421890017,4914.0189666426695,2,1.0,4625.3433,1.0,491.43,375003.31421890017,0.009999998,0.01,100.0,4914.0189666426695,,500
1.0,500.0,432.9805,0.75,2.179301e-19,1.0,4999.936915020612,4956.9775,0.005,100,0.0038795798667834447,4999.936915020612,2,1.0,4752.8535,1.0,500.0,0.0038795798667834447,0.0049999994,0.005,200.00000010221265,4999.936915020612,,500
1.0,500.0,354.10638,0.75,5.4391416e-20,1.0,4999.926062137232,4971.294,0.0033333334,100,0.005358062321612787,4999.926062137232,2,1.0,4804.6274,1.0,500.0,0.005358062321612787,0.0033333336,0.0033333334,299.999969473632,4999.926062137232,,500
1.0,500.0,306.91553,0.75,5.434597e-20,1.0,4999.921446538579,4978.4507,0.0025,100,0.008030289887819841,4999.921446538579,2,1.0,4834.1133,1.0,500.0,0.008030289887819841,0.0024999997,0.0025,400.0,4999.921446538579,,500
1.3587611,471.1616922308215,75.368675,0.75,2.7836785e-07,0.97692776,4996.342005870076,4995.135,0.0027817022,100,1295.7963250660655,4996.342005870076,1,0.122475654,4862.143,1.0612068,499.65,1295.7963250660655,0.002,0.00025073637,467.5287956526521,4996.342005870076,0.06641772,500
1.0,500.0,0.074187696,0.75,3.5044917e-18,1.0,4999.934944244668,4999.9346,0.01,100,0.005558130155639075,4999.934944244668,2,1.0,4711.2593,1.0,500.0,0.005558130155639075,0.009999998,0.01,100.0,4999.934944244668,,500
1.0,500.0,0.07204057,0.75,2.179301e-19,1.0,4999.927225121967,4999.9307,0.005,100,0.004889562551632594,4999.927225121967,2,1.0,4795.8066,1.0,500.0,0.004889562551632594,0.0049999994,0.005,200.00000010221265,4999.927225121967,,500
1.0,500.0,0.07143678,0.75,5.4391416e-20,1.0,4999.934850506683,4999.933,0.0033333334,100,0.004968136244364678,4999.934850506683,2,1.0,4833.2666,1.0,500.0,0.004968136244364678,0.0033333336,0.0033333334,299.999969473632,4999.934850506683,,500
1.0,500.0,0.068491235,0.75,5.434597e-20,1.0,4999.947199543014,4999.9365,0.0025,100,0.0033260144074736446,4999.947199543014,2,1.0,4855.599,1.0,500.0,0.0033260144074736446,0.0024999997,0.0025,400.0,4999.947199543014,,500
1.0018425,499.9998211861296,0.06664396,0.75,1.741077e-12,1.0000132,4999.939037584049,4999.9375,0.0020036586,100,0.0034909614730821706,4999.939037584049,1,0.99758846,4870.838,1.0000004,500.0,0.0034909614730821706,0.002,0.0019951507,499.9997982609035,4999.939037584049,4.3527982e-07,500
1.0,500.0,0.07115216,0.75,3.5044917e-18,1.0,4999.931369861504,4999.9316,0.01,100,0.005110894028818529,4999.931369861504,2,1.0,4711.2563,1.0,500.0,0.005110894028818529,0.009999998,0.01,100.0,4999.931369861504,,500
1.0,500.0,0.07054756,0.75,2.179301e-19,1.0,4999.937883565642,4999.9346,0.005,100,0.00491951762119931,4999.937883565642,2,1.0,4795.8105,1.0,500.0,0.00491951762119931,0.0049999994,0.005,200.00000010221265,4999.937883565642,,500
1.0,500.0,0.07063398,0.75,5.4391416e-20,1.0,4999.931116198134,4999.9336,0.0033333334,100,0.005056269928820195,4999.931116198134,2,1.0,4833.267,1.0,500.0,0.005056269928820195,0.0033333336,0.0033333334,299.999969473632,4999.931116198134,,500
1.0,500.0,0.0689502,0.75,5.434597e-20,1.0,4999.935676832942,4999.934,0.0025,100,0.004087371810506191,4999.935676832942,2,1.0,4855.5967,1.0,500.0,0.004087371810506191,0.0024999997,0.0025,400.0,4999.935676832942,,500
1.0,500.0,0.07594319,0.75,5.431875e-20,1.0,4999.934896032586,4999.9346,0.002,100,0.009918388637772807,4999.934896032586,1,1.0,4870.835,1.0,500.0,0.009918388637772807,0.0020000003,0.002,500.00000664260017,4999.934896032586,,500
1.0,500.0,0.06582205,0.75,3.5044917e-18,1.0,4999.926721865949,4999.9263,0.01,100,0.004376076992457323,4999.926721865949,2,1.0,4711.251,1.0,500.0,0.004376076992457323,0.009999998,0.01,100.0,4999.926721865949,,500
1.0,500.0,342.09097,0.75,2.179301e-19,1.0,4951.425878432947,4975.6763,0.005,100,235228.60427840435,4951.425878432947,2,1.0,4771.5522,1.0,495.16,235228.60427840435,0.0049999994,0.005,200.00000010221265,4951.425878432947,,500
1.0,500.0,285.5904,0.75,5.4391416e-20,1.0,4989.646752446412,4980.3335,0.0033333334,100,10609.054307082715,4989.646752446412,2,1.0,4813.667,1.0,498.98,10609.054307082715,0.0033333336,0.0033333334,299.999969473632,4989.646752446412,,500
1.0,500.0,247.47421,0.75,5.434597e-20,1.0,4999.9438122247175,4985.2354,0.0025,100,0.003649291201153997,4999.9438122247175,2,1.0,4840.898,1.0,500.0,0.003649291201153997,0.0024999997,0.0025,400.0,4999.9438122247175,,500
1.1995285,487.90646182594776,22.995102,0.75,1.3951019e-07,0.97459656,4999.934514607842,4998.4883,0.0024615899,100,0.004528020024899289,4999.934514607842,1,0.078565,4867.799,1.0247866,500.0,0.004528020024899289,0.002,0.00016122569,483.18150538534775,4999.934514607842,0.033128034,500
1.0,500.0,0.062866375,0.75,3.5044917e-18,1.0,4999.94304052392,4999.9434,0.01,100,0.00399337720020613,4999.94304052392,2,1.0,4711.268,1.0,500.0,0.00399337720020613,0.009999998,0.01,100.0,4999.94304052392,,500
1.0,500.0,0.06391705,0.75,2.179301e-19,1.0,4999.94508991144,4999.9434,0.005,100,0.0042580255978142915,4999.94508991144,2,1.0,4795.8193,1.0,500.0,0.0042580255978142915,0.0049999994,0.005,200.00000010221265,4999.94508991144,,500
1.0,500.0,0.0689246,0.75,5.4391416e-20,1.0,4999.925795698656,4999.9385,0.0033333334,100,0.005918667713275592,4999.925795698656,2,1.0,4833.272,1.0,500.0,0.005918667713275592,0.0033333336,0.0033333334,299.999969473632,4999.925795698656,,500
1.0,500.0,0.06748901,0.75,5.434597e-20,1.0,4999.942436046978,4999.9395,0.0025,100,0.003995035264613558,4999.942436046978,2,1.0,4855.602,1.0,500.0,0.003995035264613558,0.0024999997,0.0025,400.0,4999.942436046978,,500
1.0,500.0,0.06962823,0.75,5.431875e-20,1.0,4999.929736583949,4999.938,0.002,100,0.006009078129002835,4999.929736583949,1,1.0,4870.8384,1.0,500.0,0.006009078129002835,0.0020000003,0.002,500.00000664260017,4999.929736583949,,500
1.0,500.0,0.078491874,0.75,3.5044917e-18,1.0,4999.925763562624,4999.926,0.01,100,0.006220954403804489,4999.925763562624,2,1.0,4711.2505,1.0,500.0,0.006220954403804489,0.009999998,0.01,100.0,4999.925763562624,,500
1.0,500.0,0.07029044,0.75,2.179301e-19,1.0,4999.930582045699,4999.928,0.005,100,0.0037434299962629002,4999.930582045699,2,1.0,4795.804,1.0,500.0,0.0037434299962629002,0.0049999994,0.005,200.00000010221265,4999.930582045699,,500
1.0,500.0,0.0693386,0.75,5.4391416e-20,1.0,4999.933897840089,4999.93,0.0033333334,100,0.004569558105642041,4999.933897840089,2,1.0,4833.2637,1.0,500.0,0.004569558105642041,0.0033333336,0.0033333334,299.999969473632,4999.933897840089,,500
1.0,500.0,0.07044343,0.75,5.434597e-20,1.0,4999.933541665654,4999.9307,0.0025,100,0.005472060718846186,4999.933541665654,2,1.0,4855.5933,1.0,500.0,0.005472060718846186,0.0024999997,0.0025,400.0,4999.933541665654,,500
1.0026937,499.99880790994666,0.06822321,0.75,2.342602e-12,0.999971,4999.93341285254,4999.932,0.0020054455,100,0.003481112225396289,4999.93341285254,1,0.996685,4870.8325,1.0000024,500.0,0.003481112225396289,0.002,0.001993428,499.99969973812324,4999.93341285254,5.856171e-07,500
1.0,500.0,0.07425186,0.75,3.5044917e-18,1.0,4999.943221558217,4999.943,0.01,100,0.005570328335512565,4999.943221558217,2,1.0,4711.2676,1.0,500.0,0.005570328335512565,0.009999998,0.01,100.0,4999.943221558217,,500
1.0,500.0,0.06376206,0.75,2.179301e-19,1.0,4999.953902751067,4999.948,0.005,100,0.002587331905741441,4999.953902751067,2,1.0,4795.824,1.0,500.0,0.002587331905741441,0.0049999994,0.005,200.00000010221265,4999.953902751067,,500
1.0,500.0,0.06280972,0.75,5.4391416e-20,1.0,4999.942385269097,4999.947,0.0033333334,100,0.003714751226105871,4999.942385269097,2,1.0,4833.2803,1.0,500.0,0.003714751226105871,0.0033333336,0.0033333334,299.999969473632,4999.942385269097,,500
1.0,500.0,0.06707554,0.75,5.434597e-20,1.0,4999.935854344501,4999.9434,0.0025,100,0.0061356636399039636,4999.935854344501,2,1.0,4855.606,1.0,500.0,0.0061356636399039636,0.0024999997,0.0025,400.0,4999.935854344501,,500
1.0,500.0,0.067085,0.75,5.431875e-20,1.0,4999.936814447822,4999.9434,0.002,100,0.004506612045217174,4999.936814447822,1,1.0,4870.8438,1.0,500.0,0.004506612045217174,0.0020000003,0.002,500.00000664260017,4999.936814447822,,500
1.0,500.0,0.072031416,0.75,3.5044917e-18,1.0,4999.933020124403,4999.9326,0.01,100,0.005238801574805504,4999.933020124403,2,1.0,4711.2573,1.0,500.0,0.005238801574805504,0.009999998,0.01,100.0,4999.933020124403,,500
1.0,500.0,0.08806708,0.75,2.179301e-19,1.0,4999.9273819021355,4999.9307,0.005,100,0.010408828645192261,4999.9273819021355,2,1.0,4795.8066,1.0,500.0,0.010408828645192261,0.0049999994,0.005,200.00000010221265,4999.9273819021355,,500
1.0,500.0,0.105706215,0.75,5.4391416e-20,1.0,4999.923882410117,4999.9277,0.0033333334,100,0.018160392702061195,4999.923882410117,2,1.0,4833.261,1.0,500.0,0.018160392702061195,0.0033333336,0.0033333334,299.999969473632,4999.923882410117,,500
1.0,500.0,0.099012785,0.75,5.434597e-20,1.0,4999.931027871159,4999.9287,0.0025,100,0.005744180064615752,4999.931027871159,2,1.0,4855.5913,1.0,500.0,0.005744180064615752,0.0024999997,0.0025,400.0,4999.931027871159,,500
1.0,500.0,0.09328453,0.75,5.431875e-20,1.0,4999.943741720221,4999.9326,0.002,100,0.0041553558202956555,4999.943741720221,1,1.0,4870.833,1.0,500.0,0.0041553558202956555,0.0020000003,0.002,500.00000664260017,4999.943741720221,,500
1.0,500.0,0.057127755,0.75,3.5044917e-18,1.0,4999.9393308216495,4999.9395,0.01,100,0.00329651944829156,4999.9393308216495,2,1.0,4711.264,1.0,500.0,0.00329651944829156,0.009999998,0.01,100.0,4999.9393308216495,,500
1.0,500.0,0.06092212,0.75,2.179301e-19,1.0,4999.939876969028,4999.9395,0.005,100,0.004201533159437831,4999.939876969028,2,1.0,4795.8154,1.0,500.0,0.004201533159437831,0.0049999994,0.005,200.00000010221265,4999.939876969028,,500
1.0,500.0,0.06405473,0.75,5.4391416e-20,1.0,4999.929429956634,4999.9365,0.0033333334,100,0.004866748168418555,4999.929429956634,2,1.0,4833.27,1.0,500.0,0.004866748168418555,0.0033333336,0.0033333334,299.999969473632,4999.929429956634,,500
1.0,500.0,0.06971009,0.75,5.434597e-20,1.0,4999.9321401453335,4999.9355,0.0025,100,0.007185329307115507,4999.9321401453335,2,1.0,4855.598,1.0,500.0,0.007185329307115507,0.0024999997,0.0025,400.0,4999.9321401453335,,500
1.0008702,499.9989867230923,0.07080951,0.75,5.893232e-13,0.9999848,4999.930946976882,4999.935,0.0020017708,100,0.005687519241544672,4999.930946976882,1,0.99872196,4870.8354,1.000002,500.0,0.005687519241544672,0.002,0.0019974743,499.9999068499383,4999.930946976882,1.4732561e-07,500
