VarJ,AvgVanillaIw,MinNormIw,BatchSize,VarVanillaIw,MinVanillaIw,AvgRet,MaxNormIw,Bound,ESSRenyi,ESSClassic,AvgDiscRet,eRenyi2,MaxVanillaIw,VarDiscRet,AvgEpLen,J,VarRet,AvgNormIw,VarNormIw
49.889988,0.9892768,1.589774e-16,100,1.3244009,1.5727266e-14,-1608.5544895009277,0.031328578,-286.0101,44.32519569465937,42.73987520631851,-1608.5544895009277,2.2560532,3.0992637,4230828.776786032,200.0,-26.458076,4230828.776786032,0.01,0.00013532683
10.272978,0.99159265,0.00013254241,100,0.13789304,0.013142808,-39.79226753314251,0.013820345,-36.730705,88.40252057491196,87.8087554174048,-39.79226753314251,1.1311895,1.3704152,83013.98664099693,200.0,-11.051224,83013.98664099693,0.009999999,1.40241245e-05
6.7291875,0.34577924,,100,3.8167686,,-10.544021150285133,0.48332492,-4.1735296,3.8679972744123208,3.067169495664346,-10.544021150285133,25.853172,16.712372,72.11768873960875,200.0,-1.5674796,72.11768873960875,0.01,0.0031922576
16.990232,0.5092909,7.978607e-38,100,9.526823,4.0634316e-36,-8.600676372151547,0.53171706,-4.5407896,3.7668624478901243,2.6764940842593576,-8.600676372151547,26.547293,27.079865,54.12333718063436,200.0,-2.656285,54.12333718063436,0.01,0.0036729595
24.624403,0.03173246,,100,0.03561035,,-7.6377914007578465,0.51675487,-2.6000202,6.077688853462907,2.776931531297981,-7.6377914007578465,16.453623,1.6397903,49.02084561192077,200.0,-6.6644473,49.02084561192077,0.01,0.00353646
2.938162,0.43219277,,100,5.710379,,-7.22186605223292,0.50479853,-2.8653443,4.661332609741866,3.198432585546735,-7.22186605223292,21.453093,21.817026,47.665645942501186,200.0,-0.40704158,47.665645942501186,0.01,0.0030571006
3.1213202,0.35800904,,100,4.5166388,,-7.139091245060069,0.515545,-3.094358,4.136735860016534,2.786531029429463,-7.139091245060069,24.173649,18.456978,42.24734807661515,200.0,-1.1358609,42.24734807661515,0.01,0.0035239295
2.973554,0.5833303,,100,11.8845005,,-7.483090388472891,0.5159469,-3.4227245,3.748473193263204,2.810806240813219,-7.483090388472891,26.677528,30.096745,47.65892062343248,200.0,-0.72662544,47.65892062343248,0.01,0.0034926236
20.02431,0.60949004,,100,23.012535,,-7.7008347613465284,0.7746085,-5.2324934,2.658592231276754,1.604388344877165,-7.7008347613465284,37.61389,47.211617,52.073106339816206,200.0,-2.4780648,52.073106339816206,0.01,0.006194854
9.552716,0.93374604,1.1619233e-13,100,1.7057629,1.0849413e-11,-8.265419552789949,0.035832513,-7.5445175,39.61794969206219,34.05007508542452,-8.265419552789949,2.5241084,3.3458467,55.65737162518245,200.0,-7.012264,55.65737162518245,0.010000002,0.00019564157
7.107243,0.996278,0.0055965874,100,0.087340824,0.5575757,-7.721230188837277,0.011978345,-8.078363,95.46217676451968,91.98660470948514,-7.721230188837277,1.0475353,1.1933762,44.94984698269123,200.0,-7.529275,44.94984698269123,0.009999999,8.799462e-06
7.171707,0.9575383,0.0056749717,100,0.07424687,0.5434003,-7.652333667377621,0.011853583,-8.026231,97.46426540240309,92.57818573602857,-7.652333667377621,1.0260171,1.135026,48.46648944491263,200.0,-7.7627773,48.46648944491263,0.01,8.097778e-06
6.988441,0.9889984,0.007002355,100,0.02219502,0.6925318,-7.7045930983708715,0.010749408,-8.2282,99.33426708039525,97.80294370845829,-7.7045930983708715,1.006702,1.0631148,48.686934368052945,200.0,-7.7243824,48.686934368052945,0.009999996,2.2691563e-06
7.021039,0.99855894,0.009646245,100,0.00025815834,0.9632345,-7.336371619471156,0.010072456,-7.9286814,99.99351543517152,99.97438282581977,-7.336371619471156,1.0000648,1.005794,49.693326868217305,200.0,-7.346376,49.693326868217305,0.01,2.5890476e-08
6.926042,1.0025295,0.007252862,100,0.012472395,0.7271208,-7.808718617189256,0.01044721,-8.352581,99.6086121244153,98.78634905149067,-7.808718617189256,1.0039293,1.0473635,49.83550472695952,200.0,-7.738124,49.83550472695952,0.010000003,1.2409536e-06
6.631874,1.0014657,0.008471278,100,0.0032284458,0.84836936,-8.163557716657625,0.010208463,-8.709477,99.90657958861672,99.682313180793,-8.163557716657625,1.0009351,1.0223426,44.05600520390441,200.0,-8.139054,44.05600520390441,0.010000003,3.2190016e-07
6.488907,0.9994327,0.009979584,100,4.251762e-05,0.99739224,-6.686331700174036,0.010206417,-7.235023,99.99885560391688,99.99580539990687,-6.686331700174036,1.0000114,1.0200627,42.58536134545171,200.0,-6.6899805,42.58536134545171,0.01,4.2565813e-09
6.558176,1.00033,0.009930094,100,0.00036222683,0.99333704,-7.756487694325952,0.010512643,-8.310538,99.99084556467608,99.96418236580182,-7.756487694325952,1.0000916,1.0516112,43.55989884688595,200.0,-7.752877,43.55989884688595,0.01,3.619873e-08
7.2482233,1.0073986,0.004715611,100,0.046600025,0.47505003,-7.79132452343606,0.010860247,-8.156334,98.6368454112381,95.6518209037693,-7.79132452343606,1.0138199,1.0940597,52.00961818816744,200.0,-7.49021,52.00961818816744,0.01,4.591806e-06
7.0468893,1.0181237,0.009399311,100,0.027705573,0.95696616,-7.613116212452638,0.014405054,-8.17547,99.57632088126016,97.42215985609772,-7.613116212452638,1.0042548,1.4666128,51.700291232141126,200.0,-7.434714,51.700291232141126,0.009999999,2.6727964e-06
7.0394197,0.9982494,0.009141361,100,0.085341945,0.91253585,-8.189641795263242,0.019874353,-8.610966,97.96151353815709,92.18415859398421,-8.189641795263242,1.020809,1.9839562,47.58298622781515,200.0,-8.038888,47.58298622781515,0.010000003,8.564149e-06
7.3115654,0.930685,0.0028800655,100,0.16404496,0.26804337,-7.483258234297218,0.012633398,-7.2580476,96.09755141986213,84.21081838901132,-7.483258234297218,1.0406092,1.1757714,49.758910763921406,200.0,-7.148348,49.758910763921406,0.009999998,1.8939018e-05
6.991149,0.98536295,0.007786489,100,0.009152943,0.7672518,-7.331742674118905,0.01042162,-7.890552,99.86618805483147,99.075383467574,-7.331742674118905,1.0013399,1.0269078,48.17920855133288,200.0,-7.414925,48.17920855133288,0.009999999,9.426891e-07
5.7097,0.9991818,0.008228571,100,0.0035160864,0.82218385,-6.3977426776641115,0.010196827,-6.8693943,99.93288256402424,99.65252817861871,-6.3977426776641115,1.0006716,1.0188484,32.61582016514001,200.0,-6.3941493,32.61582016514001,0.010000002,3.521848e-07
7.3004494,1.0655357,0.008444076,100,0.28072208,0.8997464,-7.400017686626801,0.025732122,-7.7424383,97.19323320884973,80.33548299732033,-7.400017686626801,1.0288782,2.7418494,47.68088049580316,200.0,-6.7134037,47.68088049580316,0.010000002,2.4725246e-05
6.9790583,1.0032392,0.0070717605,100,0.010774301,0.7094667,-7.443269283930802,0.010361915,-7.993102,99.72115051417221,98.95134963170042,-7.443269283930802,1.0027963,1.0395479,49.91495724139729,200.0,-7.374195,49.91495724139729,0.01,1.0704839e-06
7.3497915,1.0032692,0.004985963,100,0.034855638,0.5002263,-8.17773813704454,0.010683729,-8.61279,99.15670896400097,96.68542060197616,-8.17773813704454,1.0085046,1.0718657,55.74296686169509,200.0,-7.956193,55.74296686169509,0.009999998,3.4628845e-06
6.469731,1.0018955,0.009348714,100,0.00027452293,0.9366435,-7.521179786727332,0.010041573,-8.06736,99.99275260048138,99.97289625253649,-7.521179786727332,1.0000725,1.0060607,42.378948041912864,200.0,-7.505609,42.378948041912864,0.010000003,2.7348523e-08
7.4314775,1.0025345,0.009176234,100,0.10793169,0.91994905,-7.97130058138996,0.022905685,-8.370968,98.33741167213766,90.39034440505063,-7.97130058138996,1.016907,2.2963738,47.19646176199264,200.0,-7.768631,47.19646176199264,0.01,1.0738662e-05
8.362963,0.98252106,0.0065032784,100,0.02270969,0.6389608,-9.050797083450762,0.010666041,-9.6589365,99.59949372739642,97.72406146296355,-9.050797083450762,1.0040212,1.047961,67.97908457354148,200.0,-9.1235895,67.97908457354148,0.009999999,2.3524874e-06
6.0732903,1.0025568,0.009725316,100,0.0077452967,0.97501826,-6.466578594298692,0.012777325,-6.9708157,99.86542716161789,99.24295902873665,-6.466578594298692,1.0013475,1.2809994,38.19696154485183,200.0,-6.434229,38.19696154485183,0.009999998,7.7058434e-07
7.2157984,1.0078354,0.00941124,100,0.035959825,0.9484981,-7.817942835676686,0.015953002,-8.341246,99.37595993974851,96.61381220162193,-7.817942835676686,1.0062796,1.6078001,49.08523991088767,200.0,-7.6899137,49.08523991088767,0.009999997,3.5402845e-06
7.294331,1.0395607,0.008831933,100,0.109219804,0.918133,-9.105316115129543,0.018565822,-9.575351,98.24967100223797,90.9045895970542,-9.105316115129543,1.0178151,1.93003,55.19498826634632,200.0,-8.604579,55.19498826634632,0.009999999,1.0106519e-05
7.7028565,1.0071694,0.009079154,100,0.070297964,0.9144245,-8.049756569033617,0.017450495,-8.576785,98.06208161077623,93.5797007351599,-8.049756569033617,1.0197622,1.7575604,58.82306626168874,200.0,-7.8689876,58.82306626168874,0.01,6.930069e-06
6.378791,1.0052963,0.009673209,100,0.005322547,0.9724441,-7.80593926838953,0.0115955025,-8.335484,99.83496529296427,99.48133140025857,-7.80593926838953,1.0016531,1.1656916,41.23558500115909,200.0,-7.7539043,41.23558500115909,0.009999999,5.2666115e-07
6.9559436,1.0032345,0.009825622,100,0.0013179063,0.9857403,-7.360883306131407,0.0107434,-7.9448495,99.9576628713391,99.87055528457614,-7.360883306131407,1.0004236,1.077815,48.6279466971178,200.0,-7.3345184,48.6279466971178,0.01,1.3094201e-07
7.27086,1.0136249,0.004776042,100,0.062169485,0.4841115,-8.063217359667446,0.011146721,-8.393521,97.62501421267373,94.34814875095502,-8.063217359667446,1.0243276,1.1298594,54.4519108381285,200.0,-7.661029,54.4519108381285,0.01,6.0509374e-06
6.478472,1.0000664,0.009978521,100,5.1789584e-07,0.99791837,-6.801038881827022,0.010002387,-7.348703,100.0,99.99993896892732,-6.801038881827022,1.0,1.0003052,42.40425470190158,200.0,-6.8005843,42.40425470190158,0.010000002,5.1780857e-11
7.1083345,1.0027678,0.006597919,100,0.019137459,0.66161805,-8.304663855443382,0.010553827,-8.817995,99.4244985637354,98.15069896903996,-8.304663855443382,1.0057883,1.0583037,50.85641829404166,200.0,-8.193814,50.85641829404166,0.01,1.9031963e-06
6.864428,0.9929714,0.0068115303,100,0.017867954,0.6763655,-7.247479746319572,0.0105626695,-7.767463,99.58544685789612,98.23757996884589,-7.247479746319572,1.0041628,1.0488429,45.800493685659475,200.0,-7.248047,45.800493685659475,0.009999999,1.8121798e-06
6.585496,1.00763,0.00964534,100,0.009460008,0.9718934,-7.48837043390852,0.012600835,-8.0389805,99.82772991439809,99.08602784346945,-7.48837043390852,1.0017257,1.269698,45.77300014478178,200.0,-7.4129243,45.77300014478178,0.01,9.317283e-07
7.196533,1.0033263,0.00829317,100,0.003291455,0.8320755,-7.678839742231597,0.010189649,-8.27042,99.90619883274952,99.6773311152807,-7.678839742231597,1.0009389,1.0223542,52.33172113440714,200.0,-7.6363273,52.33172113440714,0.010000003,3.269666e-07
7.297039,0.990832,0.0050949035,100,0.04210484,0.50481933,-7.69366085184185,0.010865604,-8.127145,99.05388433593129,95.92709080357096,-7.69366085184185,1.0095515,1.0765988,52.18694005064455,200.0,-7.586238,52.18694005064455,0.01,4.288763e-06
7.3195014,0.9916562,0.00734285,100,0.010479558,0.72815824,-7.794529273728727,0.010397044,-8.372617,99.82429674370042,98.95602838238959,-7.794529273728727,1.0017601,1.0310293,53.471358573004444,200.0,-7.8223486,53.471358573004444,0.009999999,1.065665e-06
7.073408,1.0065285,0.007575545,100,0.004527519,0.7625002,-7.545606429221703,0.010182486,-8.122048,99.88485734813732,99.55951022863728,-7.545606429221703,1.0011528,1.0248963,51.097076877431576,200.0,-7.4717355,51.097076877431576,0.01,4.4689776e-07
6.9705954,0.9975638,0.0094897365,100,0.04100244,0.9466618,-7.446127277685344,0.017994108,-7.956062,99.32669245721257,96.08079408143703,-7.446127277685344,1.0067787,1.795027,48.80836333133826,200.0,-7.384497,48.80836333133826,0.009999999,4.120295e-06
6.865598,1.0064653,0.009734374,100,0.0058412626,0.97973096,-7.661848718909023,0.012149172,-8.231779,99.91268397733714,99.43231906378358,-7.661848718909023,1.0008739,1.222772,47.76936326334777,200.0,-7.6011,47.76936326334777,0.0100000035,5.766459e-07
