VarJ,AvgVanillaIw,MinNormIw,BatchSize,VarVanillaIw,MinVanillaIw,AvgRet,MaxNormIw,Bound,ESSRenyi,ESSClassic,AvgDiscRet,eRenyi2,MaxVanillaIw,VarDiscRet,AvgEpLen,J,VarRet,AvgNormIw,VarNormIw
7.7312436,1.0009733,0.009893227,100,0.0010383901,0.9902857,-8.80364917793273,0.010960939,-9.453418,99.98054882816224,99.89753275384575,-8.80364917793273,1.0001945,1.0971608,60.33400505053475,200.0,-8.791527,60.33400505053475,0.009999998,1.0363717e-07
6.7027507,1.005551,0.0044387914,100,0.04307348,0.4463431,-7.2555385053399,0.010758346,-7.594674,98.93568113600311,95.95335496915692,-7.2555385053399,1.0107577,1.0818065,46.3279369801416,200.0,-6.980413,46.3279369801416,0.01,4.259922e-06
6.8791156,0.9876548,0.004801355,100,0.039790526,0.47420812,-7.180115319196597,0.010776809,-7.5490255,99.30964202108176,96.118396294278,-7.180115319196597,1.0069516,1.0643767,47.52275865462058,200.0,-7.0543227,47.52275865462058,0.01,4.079146e-06
6.9116616,0.9987271,0.009969467,100,0.00017846335,0.99567777,-8.23452720304222,0.010580126,-8.817674,99.99618544824797,99.9822757825009,-8.23452720304222,1.0000381,1.0566659,48.191541719011155,200.0,-8.244311,48.191541719011155,0.01,1.7891871e-08
6.605379,1.0016431,0.009050119,100,0.0005836517,0.90649885,-8.03475323913598,0.010060632,-8.58909,99.98855721772563,99.94243744538181,-8.03475323913598,1.0001144,1.0077162,43.91402896717478,200.0,-8.018553,43.91402896717478,0.01,5.8173825e-08
6.519877,0.9870101,0.009662542,100,0.026893789,0.9537026,-7.2162719424984285,0.018098928,-7.712602,99.50455353355532,97.33971517285691,-7.2162719424984285,1.0049791,1.7863824,45.579863918465286,200.0,-7.2373996,45.579863918465286,0.009999998,2.7606345e-06
6.726651,0.993775,0.006775694,100,0.012817886,0.6733515,-7.336813790895429,0.010398511,-7.865761,99.7976472161413,98.73136515708171,-7.336813790895429,1.0020276,1.033378,45.96726792658658,200.0,-7.3406677,45.96726792658658,0.01,1.2978969e-06
6.7334976,0.98690486,0.008657317,100,0.5734729,0.85439473,-8.17307315562071,0.053413425,-8.20279,92.90814876542349,63.17500516510133,-8.17307315562071,1.0763319,5.2713966,47.97274483116238,200.0,-7.699272,47.97274483116238,0.01,5.8879257e-05
6.890736,0.9996531,0.0085581355,100,0.002593669,0.8555167,-7.8133890888694815,0.010178207,-8.385751,99.94203829570905,99.74372121930628,-7.8133890888694815,1.00058,1.0174676,47.819074165822514,200.0,-7.8067083,47.819074165822514,0.01,2.59547e-07
7.18583,0.99955666,0.009815087,100,4.7056954e-05,0.98107356,-8.388040020543926,0.010025218,-8.995676,99.9992370663676,99.99530982261453,-8.388040020543926,1.0000076,1.0020773,52.19944668280374,200.0,-8.391757,52.19944668280374,0.010000003,4.7098943e-09
7.455637,0.9916118,0.0037552959,100,0.068350874,0.37237957,-9.379763495295283,0.011102005,-9.46656,98.4590306666853,93.56141913577424,-9.379763495295283,1.0156509,1.1008879,53.79471181426235,200.0,-8.919722,53.79471181426235,0.01,6.9512134e-06
7.1059356,0.9995155,0.009746615,100,0.008607854,0.9741892,-8.174364804799472,0.013366419,-8.755351,99.85590508805622,99.15418399387907,-8.174364804799472,1.001443,1.3359942,51.467251549892694,200.0,-8.155506,51.467251549892694,0.01,8.6162015e-07
7.538427,1.0431758,0.007987589,100,0.84579885,0.83324593,-7.721094538134646,0.048235822,-7.7164316,89.78521076749338,56.51434655828498,-7.721094538134646,1.1137692,5.031844,47.065228763055686,200.0,-6.813341,47.065228763055686,0.010000002,7.772347e-05
6.7649226,1.0121609,0.009710108,100,0.0034785226,0.98281914,-6.972503721224029,0.011159565,-7.5422864,99.937835261298,99.66498176902196,-6.972503721224029,1.000622,1.1295276,46.73753479568984,200.0,-6.8834295,46.73753479568984,0.01,3.3954373e-07
5.625793,1.0013173,0.008993232,100,0.0013997997,0.9005078,-6.627101116599624,0.010137287,-7.0959587,99.95651944405421,99.86196600402342,-6.627101116599624,1.000435,1.015064,31.66042417504529,200.0,-6.6139145,31.66042417504529,0.01,1.3961197e-07
6.205765,1.0169171,0.009020503,100,0.073492445,0.91731036,-6.618816787461339,0.01718297,-7.0543365,98.20920509929674,93.42680290084971,-6.618816787461339,1.0182345,1.7473656,41.01155396744133,200.0,-6.4025383,41.01155396744133,0.009999998,7.1067616e-06
6.9775324,1.0022756,0.009887462,100,0.0005854273,0.9909961,-7.5518364510949425,0.010512668,-8.141105,99.98321814880926,99.94235587318704,-7.5518364510949425,1.0001678,1.0536591,49.30287180523279,200.0,-7.5333743,49.30287180523279,0.01,5.827706e-08
7.159385,0.97214615,0.005728598,100,0.052024264,0.5569035,-7.693307612407949,0.0112758735,-8.104843,98.58230632266583,94.8318786728494,-7.693307612407949,1.0143808,1.0961797,47.352831446139795,200.0,-7.737473,47.352831446139795,0.01,5.504815e-06
7.5465465,0.9942341,0.005978381,100,0.030759891,0.594391,-7.165017919024167,0.010766024,-7.6892834,99.18773169322044,97.01140748050639,-7.165017919024167,1.0081892,1.0703948,57.41241284130345,200.0,-7.0903053,57.41241284130345,0.010000002,3.1117706e-06
8.358325,1.0074729,0.007912003,100,0.7002743,0.7971129,-9.086616315070373,0.04271197,-8.95536,81.89675060019583,59.41680946880076,-9.086616315070373,1.2210497,4.303115,55.51570351184282,200.0,-8.201625,55.51570351184282,0.010000002,6.899244e-05
7.081778,0.99421066,0.0057908474,100,0.04702221,0.57573223,-9.002370811521759,0.011118888,-9.393763,98.3359130767907,95.50226855561954,-9.002370811521759,1.0169225,1.1054517,48.57608790068639,200.0,-8.853914,48.57608790068639,0.01,4.757143e-06
7.3382263,0.9527391,0.0061049713,100,0.048873786,0.5816445,-7.295733584051967,0.011368524,-7.773334,98.90473421986646,94.9393083952747,-7.295733584051967,1.011074,1.0831238,52.810446358840984,200.0,-7.513889,52.810446358840984,0.01,5.3842814e-06
7.156506,0.9509509,0.004540599,100,0.08132201,0.43178868,-8.01136733934971,0.01163073,-8.274731,98.3201575352637,91.8249957573775,-8.01136733934971,1.0170854,1.1060253,48.94207377954977,200.0,-8.07755,48.94207377954977,0.009999999,8.992736e-06
6.702098,0.9967246,0.0078182,100,0.006513947,0.7792592,-8.023327517017472,0.010297519,-8.567164,99.87114603358252,99.35503690342931,-8.023327517017472,1.0012902,1.0263791,45.54862704183101,200.0,-8.025476,45.54862704183101,0.010000003,6.5568264e-07
7.8975935,0.9952282,0.007491737,100,0.008583322,0.7455988,-8.831659735228902,0.010342037,-9.451016,99.84296225976284,99.1493488839023,-8.831659735228902,1.0015728,1.0292687,61.75081451655105,200.0,-8.831744,61.75081451655105,0.0100000035,8.6658264e-07
7.2075753,1.0100993,0.009131724,100,0.10322702,0.9223948,-7.844862008421973,0.021535667,-8.289241,98.45076855981706,90.89573742942525,-7.844862008421973,1.0157361,2.175316,51.78682395286128,200.0,-7.602486,51.78682395286128,0.01,1.01173155e-05
6.9721017,0.9618669,0.005609046,100,0.045045633,0.5395156,-8.511529388905872,0.011097739,-8.925168,99.24829714783576,95.40152004805788,-8.511529388905872,1.007574,1.0674548,47.4124230791843,200.0,-8.674665,47.4124230791843,0.01,4.868809e-06
6.9217167,0.99968916,0.007828987,100,0.005286615,0.78265536,-7.363706043660319,0.010241225,-7.9329305,99.89438494443033,99.47899776124255,-7.363706043660319,1.0010573,1.0238042,49.01207597084459,200.0,-7.3461094,49.01207597084459,0.010000002,5.2899026e-07
7.055675,1.0062914,0.008649869,100,0.35425586,0.8704289,-7.383934775254449,0.035652466,-7.611709,94.74602045859714,74.27536345400554,-7.383934775254449,1.0554533,3.587677,48.98007961927512,200.0,-6.9632,48.98007961927512,0.01,3.4983997e-05
6.504806,0.97864294,0.0053159567,100,0.04659225,0.52024233,-6.88498933048133,0.011028203,-7.264785,98.9938245453376,95.40515680538464,-6.88498933048133,1.010164,1.0792674,41.14059881205278,200.0,-6.8693147,41.14059881205278,0.009999999,4.8648003e-06
8.445827,0.88679504,0.009036585,100,0.3612695,0.8013599,-8.442869179005353,0.057207175,-8.294424,83.03774152129598,68.73802627901964,-8.442869179005353,1.2042717,5.073104,51.1255976973016,200.0,-8.609094,51.1255976973016,0.009999998,4.593932e-05
6.7530537,0.9843875,0.006746705,100,0.027538216,0.66413724,-6.816659799052473,0.010864799,-7.296428,99.20590177932071,97.26355552953223,-6.816659799052473,1.0080045,1.0695173,43.767039165752,200.0,-6.8446717,43.767039165752,0.01,2.8418665e-06
6.6740055,0.9867404,0.004646609,100,0.066114545,0.4584997,-7.666403212622153,0.011255733,-7.9533873,98.19160513260934,93.70102607495116,-7.666403212622153,1.018417,1.1106486,45.10590069133014,200.0,-7.482582,45.10590069133014,0.01,6.790334e-06
7.1777573,0.99687093,0.004131706,100,0.06100123,0.41187775,-7.493385744687732,0.01103558,-7.774516,98.47969778268862,94.27107988768712,-7.493385744687732,1.0154377,1.1001049,50.34494391215917,200.0,-7.1956983,50.34494391215917,0.009999998,6.138479e-06
7.0500417,1.001356,0.008041036,100,0.0038441005,0.8051941,-8.214859423040116,0.010193742,-8.793923,99.91877721049805,99.62193558515753,-8.214859423040116,1.0008129,1.0207565,50.12713112972748,200.0,-8.187126,50.12713112972748,0.01,3.8336992e-07
6.888863,1.002614,0.009143273,100,0.1167595,0.9167174,-7.935813399689414,0.02342203,-8.322008,98.17961869556505,89.68692420705383,-7.935813399689414,1.0185413,2.3483255,45.84482350976047,200.0,-7.7271023,45.84482350976047,0.009999998,1.16151505e-05
6.8714,1.0005995,0.009973804,100,4.6444577e-05,0.9979783,-7.116244300067287,0.010175313,-7.697259,99.9992370663676,99.9954138265302,-7.116244300067287,1.0000076,1.0181413,47.726333573029045,200.0,-7.111973,47.726333573029045,0.01,4.6389292e-09
7.482615,0.98315424,0.004882881,100,0.04869675,0.48006248,-8.496240633590606,0.01097469,-8.893894,99.00061239502158,95.24932404411463,-8.496240633590606,1.0100948,1.0789813,54.25598646416243,200.0,-8.413008,54.25598646416243,0.010000002,5.037982e-06
6.962441,0.994255,0.004058564,100,0.052670445,0.40352476,-8.121018656973812,0.010887798,-8.4002905,98.91869467917785,94.98952081341962,-8.121018656973812,1.0109313,1.0825248,48.584895772020175,200.0,-7.856006,48.584895772020175,0.009999999,5.3280883e-06
7.5024843,0.9848421,0.009481452,100,0.063224375,0.9337734,-8.432086129138092,0.022445112,-8.894838,98.91568532470247,93.9378643206855,-8.432086129138092,1.010962,2.2104893,53.70192237575587,200.0,-8.4025135,53.70192237575587,0.009999998,6.5185536e-06
6.4897885,1.0010794,0.009886406,100,0.0013206946,0.9897079,-7.547783528969416,0.011148549,-8.093833,99.9782609524754,99.86971402649559,-7.547783528969416,1.0002174,1.1160583,42.69421404997658,200.0,-7.536102,42.69421404997658,0.009999999,1.3178479e-07
7.0348744,0.9999784,0.009259746,100,0.0005474009,0.92595464,-7.821512458750639,0.010073209,-8.414628,99.98970137810818,99.94588262256295,-7.821512458750639,1.000103,1.0072992,50.0679496143651,200.0,-7.819666,50.0679496143651,0.009999995,5.4742422e-08
7.7205205,0.9746959,0.009091245,100,0.19019799,0.8861199,-7.46541597785005,0.031810068,-7.7517843,96.18593315034717,83.4585802062816,-7.46541597785005,1.0396531,3.1005142,48.35397257392365,200.0,-7.34124,48.35397257392365,0.009999996,2.0020167e-05
6.887893,0.9857461,0.0075018983,100,0.012545434,0.7394967,-7.868608150047768,0.010511659,-8.406469,99.7645332819879,98.73795679357355,-7.868608150047768,1.0023602,1.0361826,46.553110851462506,200.0,-7.94521,46.553110851462506,0.009999999,1.2910874e-06
7.762008,1.0056069,0.009657337,100,0.009704087,0.9711485,-9.011036390692205,0.0127724605,-9.6375,99.81820315030451,99.05890326340105,-9.011036390692205,1.0018213,1.2844075,59.88786104116988,200.0,-8.935954,59.88786104116988,0.010000002,9.59617e-07
7.2251525,0.9947362,0.009072436,100,0.0016379727,0.902468,-8.565659550134336,0.010176677,-9.171729,99.97101670353139,99.83644753751977,-8.565659550134336,1.0002899,1.0123109,52.71988811381919,200.0,-8.606285,52.71988811381919,0.009999995,1.6553525e-07
6.8363442,0.9987099,0.008055386,100,0.0051952903,0.80449945,-7.510031233324638,0.010265177,-8.067592,99.88219327684865,99.48694067668603,-7.510031233324638,1.0011795,1.0251935,46.71229071424881,200.0,-7.5021167,46.71229071424881,0.010000003,5.2087216e-07
7.2620974,0.9873578,0.0052485135,100,0.039232474,0.5182161,-7.485274096538945,0.0108385,-7.941522,99.19303305769097,96.16850103909027,-7.485274096538945,1.0081353,1.0701478,54.071380666872166,200.0,-7.414307,54.071380666872166,0.010000003,4.0243576e-06
7.123684,0.9995517,0.007388067,100,0.0076499255,0.7384755,-9.014948369662752,0.010290216,-9.576966,99.85019984661702,99.24765379187495,-9.014948369662752,1.0015002,1.0285603,50.410902031204635,200.0,-8.983408,50.410902031204635,0.01,7.6567886e-07
6.6689487,0.9949632,0.009736809,100,0.010851532,0.9687767,-8.424962711290787,0.014123294,-8.96053,99.78546727867473,98.92646921147954,-8.424962711290787,1.0021499,1.4052157,45.81664284140182,200.0,-8.43312,45.81664284140182,0.009999998,1.096168e-06
7.20036,1.0000093,0.00999596,100,1.668202e-06,0.99960524,-7.673926158831546,0.010040864,-8.28251,100.0,99.9998207111384,-7.673926158831546,1.0,1.0040958,52.36224032750542,200.0,-7.6738534,52.36224032750542,0.01,1.668136e-10
7.1525025,0.9996574,0.009817731,100,0.0038564778,0.98143667,-7.595117883357398,0.012096094,-8.187094,99.92716852326974,99.61939783164453,-7.595117883357398,1.0007288,1.2091949,51.33824132684945,200.0,-7.5868716,51.33824132684945,0.01,3.8591224e-07
7.1937475,0.994969,0.0073020663,100,0.009925344,0.726533,-7.107033673036501,0.010367902,-7.686013,99.81820315030451,99.01714730559446,-7.107033673036501,1.0018213,1.0315741,52.85684091062554,200.0,-7.1097727,52.85684091062554,0.010000003,1.002597e-06
