eRenyi2,AvgNormIw,EpsThisIter,ESSRenyi,AvgEpLen,VarDiscRet,BatchSize,VarNormIw,AvgDiscRet,MaxVanillaIw,MinVanillaIw,VarJ,MinNormIw,AvgVanillaIw,AvgRet,VarVanillaIw,MaxNormIw,ESSClassic,VarRet,VanillaAvgRet,Bound,IterType,J
6.4117517,0.01,100,15.596361796874081,500.0,113.51092842245919,100,0.008816584,-4.519884667195712,1392.4567,0.0051708873,17.680943,3.488903e-06,14.820954,-4.519884667195712,19366.568,0.93951887,1.1327057329254497,113.51092842245919,-4.519884667195712,17.732718,1,25.462185
20.203869,0.01,100,9.899094145126723,500.0,142.32432123056267,200,0.00058077986,-1.3734716589062388,193.3904,0.0007181552,52.90852,6.4711e-07,11.097883,-4.519884667195712,715.30585,0.17425881,14.815427864201814,113.51092842245919,-4.519884667195712,-8.093316,,5.0163593
8.041631,0.005,100,24.870577416899216,500.0,149.3038503527618,200,0.00453205,-4.21981036261752,3253.713,0.0005289323,18.512682,1.5480408e-07,17.083925,-4.21981036261752,52909.066,0.9522732,1.1026843461932683,149.3038503527618,-4.21981036261752,22.797304,1,29.248753
1.0,0.009999998,100,200.0,500.0,180.41826918612088,200,3.5044917e-18,0.8388166098244446,1.0,1.0,13.364657,0.01,1.0,0.8388166098244446,,0.01,100.0,180.41826918612088,0.8388166098244446,-3.834177,2,0.83881676
2343.529,0.005,100,0.12801206780430863,500.0,161.47868405128239,300,0.00055952667,0.4715342646253554,1890.6011,0.0003073412,85.159424,4.907848e-08,31.311195,-4.21981036261752,21942.2,0.30190495,8.595067091733128,149.3038503527618,-4.21981036261752,-164.51315,,-4.5516744
10.380835,0.0033333334,100,28.899410514966615,500.0,127.9145156368423,300,0.003041112,-3.4272416150167495,6130.3574,0.00048615292,19.901123,7.575657e-08,21.391014,-3.4272416150167495,125238.42,0.9552855,1.0957392873902092,127.9145156368423,-3.4272416150167495,23.431158,1,29.41604
1.0,0.009999998,100,300.0,500.0,249.1962624512869,300,3.5044917e-18,2.549199667427213,1.0,1.0,15.706822,0.01,1.0,2.549199667427213,,0.01,100.0,249.1962624512869,2.549199667427213,-1.8081698,2,2.5491996
1.0,0.0049999994,100,300.0,500.0,216.5886991281282,300,2.179301e-19,1.7960743122413294,1.0,1.0,14.680114,0.005,1.0,1.7960743122413294,,0.005,200.00000010221265,216.5886991281282,1.7960743122413294,-1.2850513,2,1.7960742
143.6769,0.0033333332,100,2.7840245267395134,500.0,225.68242189656834,400,0.00018734919,1.2719297030693282,2056.9658,0.00016312263,80.342155,1.3614808e-08,39.937553,-3.4272416150167495,26894.113,0.17168185,16.84898789559384,127.9145156368423,-3.4272416150167495,-25.88105,,4.2737994
9.608413,0.0025,100,41.63018499673107,500.0,141.94657157050975,400,0.0021240672,-3.5293182688875855,5270.701,0.0005826943,34.120438,1.01912796e-07,14.293944,-3.5293182688875855,69437.21,0.9218416,1.1764668516331591,141.94657157050975,-3.5293182688875855,21.68878,1,28.768864
