VarNormIw,VarDiscRet,VanillaAvgRet,VarVanillaIw,AvgNormIw,MaxVanillaIw,AvgEpLen,AvgVanillaIw,eRenyi2,MinVanillaIw,Bound,VarJ,ESSRenyi,MinNormIw,AvgRet,BatchSize,MaxNormIw,IterType,VarRet,Delta,ESSClassic,AvgDiscRet,EpsThisIter,J
5.43187e-20,1296.35226642,-69.8172300908,,0.002,1.0,101.07,1.0,1.0,1.0,-70.4429,36.0133,500.0,0.002,-69.8172300908,500,0.002,1,1296.35226642,1.0,500.000006643,-69.8172300908,100,-70.4429
3.50449e-18,64.4754327626,-64.2548666544,,0.01,1.0,93.8,1.0,1.0,1.0,-64.2549,7.98941,500.0,0.01,-64.2548666544,500,0.01,2,64.4754327626,1.0,100.0,-64.2548666544,100,-64.2549
2.1793e-19,1283.83828111,-70.5679799636,,0.005,1.0,102.13,1.0,1.0,1.0,-67.4114,26.0265,500.0,0.005,-70.5679799636,500,0.005,2,1283.83828111,1.0,200.000000102,-70.5679799636,100,-67.4114
5.43914e-20,1299.88381064,-69.2475365183,,0.00333333,1.0,100.12,1.0,1.0,1.0,-68.0235,29.6866,500.0,0.00333333,-69.2475365183,500,0.00333333,2,1299.88381064,1.0,299.999969474,-69.2475365183,100,-68.0235
5.4346e-20,4847.06192591,-80.6532897227,,0.0025,1.0,113.16,1.0,1.0,1.0,-71.1809,43.4802,500.0,0.0025,-80.6532897227,500,0.0025,2,4847.06192591,1.0,400.0,-80.6532897227,100,-71.1809
5.43187e-20,78.9261123139,-66.7381121264,,0.002,1.0,97.04,1.0,1.0,1.0,-70.2924,39.1307,500.0,0.002,-66.7381121264,500,0.002,1,78.9261123139,1.0,500.000006643,-66.7381121264,100,-70.2924
3.50449e-18,1318.92158386,-69.8101962401,,0.01,1.0,100.52,1.0,1.0,1.0,-69.8102,36.1349,500.0,0.01,-69.8101962401,500,0.01,2,1318.92158386,1.0,100.0,-69.8101962401,100,-69.8102
2.1793e-19,1308.80809137,-71.0159150298,,0.005,1.0,102.41,1.0,1.0,1.0,-70.4131,36.0706,500.0,0.005,-71.0159150298,500,0.005,2,1308.80809137,1.0,200.000000102,-71.0159150298,100,-70.4131
5.43914e-20,2496.94339709,-73.8470454355,,0.00333333,1.0,105.62,1.0,1.0,1.0,-71.5577,41.1583,500.0,0.00333333,-73.8470454355,500,0.00333333,2,2496.94339709,1.0,299.999969474,-73.8470454355,100,-71.5577
5.4346e-20,93.6392517411,-67.1424947596,,0.0025,1.0,98.07,1.0,1.0,1.0,-70.4539,36.0185,500.0,0.0025,-67.1424947596,500,0.0025,2,93.6392517411,1.0,400.0,-67.1424947596,100,-70.4539
5.43187e-20,1319.17948088,-69.0346342464,,0.002,1.0,99.7,1.0,1.0,1.0,-70.1701,36.047,500.0,0.002,-69.0346342464,500,0.002,1,1319.17948088,1.0,500.000006643,-69.0346342464,100,-70.1701
3.50449e-18,2508.05329503,-73.2691450241,,0.01,1.0,104.94,1.0,1.0,1.0,-73.2691,49.8294,500.0,0.01,-73.2691450241,500,0.01,2,2508.05329503,1.0,100.0,-73.2691450241,100,-73.2691
2.1793e-19,1294.25706535,-69.7034090266,,0.005,1.0,100.94,1.0,1.0,1.0,-71.4863,43.4203,500.0,0.005,-69.7034090266,500,0.005,2,1294.25706535,1.0,200.000000102,-69.7034090266,100,-71.4863
5.43914e-20,69.7612449739,-67.3150678426,,0.00333333,1.0,98.51,1.0,1.0,1.0,-70.0959,35.8297,500.0,0.00333333,-67.3150678426,500,0.00333333,2,69.7612449739,1.0,299.999969474,-67.3150678426,100,-70.0959
5.4346e-20,1307.33981273,-69.5206565119,,0.0025,1.0,100.87,1.0,1.0,1.0,-69.9521,35.8672,500.0,0.0025,-69.5206565119,500,0.0025,2,1307.33981273,1.0,400.0,-69.5206565119,100,-69.9521
5.43187e-20,2489.99757845,-74.3325410406,,0.002,1.0,106.47,1.0,1.0,1.0,-70.8282,39.0545,500.0,0.002,-74.3325410406,500,0.002,1,2489.99757845,1.0,500.000006643,-74.3325410406,100,-70.8282
3.50449e-18,2520.54594164,-72.8376759872,,0.01,1.0,104.13,1.0,1.0,1.0,-72.8377,49.9534,500.0,0.01,-72.8376759872,500,0.01,2,2520.54594164,1.0,100.0,-72.8376759872,100,-72.8377
2.1793e-19,2495.02405614,-74.2911435615,,0.005,1.0,106.44,1.0,1.0,1.0,-73.5644,49.8321,500.0,0.005,-74.2911435615,500,0.005,2,2495.02405614,1.0,200.000000102,-74.2911435615,100,-73.5644
5.43914e-20,74.4907165625,-66.2333743156,,0.00333333,1.0,96.68,1.0,1.0,1.0,-71.1207,41.1341,500.0,0.00333333,-66.2333743156,500,0.00333333,2,74.4907165625,1.0,299.999969474,-66.2333743156,100,-71.1207
5.4346e-20,1307.73271977,-70.4125333917,,0.0025,1.0,101.92,1.0,1.0,1.0,-70.9437,39.9095,500.0,0.0025,-70.4125333917,500,0.0025,2,1307.73271977,1.0,400.0,-70.4125333917,100,-70.9437
5.43187e-20,3702.03423644,-76.2642410956,,0.002,1.0,108.06,1.0,1.0,1.0,-72.0078,44.8525,500.0,0.002,-76.2642410956,500,0.002,1,3702.03423644,1.0,500.000006643,-76.2642410956,100,-72.0078
3.50449e-18,2522.36453179,-73.6861066307,,0.01,1.0,105.67,1.0,1.0,1.0,-73.6861,49.9714,500.0,0.01,-73.6861066307,500,0.01,2,2522.36453179,1.0,100.0,-73.6861066307,100,-73.6861
2.1793e-19,2518.04760381,-72.4427352887,,0.005,1.0,103.3,1.0,1.0,1.0,-73.0644,49.9539,500.0,0.005,-72.4427352887,500,0.005,2,2518.04760381,1.0,200.000000102,-72.4427352887,100,-73.0644
5.43914e-20,123.727597371,-67.7896822868,,0.00333333,1.0,99.29,1.0,1.0,1.0,-71.3062,41.3595,500.0,0.00333333,-67.7896822868,500,0.00333333,2,123.727597371,1.0,299.999969474,-67.7896822868,100,-71.3062
5.4346e-20,2497.79075388,-74.0710598709,,0.0025,1.0,105.71,1.0,1.0,1.0,-71.9974,43.6187,500.0,0.0025,-74.0710598709,500,0.0025,2,2497.79075388,1.0,400.0,-74.0710598709,100,-71.9974
5.43187e-20,1310.06690057,-69.1751550636,,0.002,1.0,99.84,1.0,1.0,1.0,-71.433,42.2225,500.0,0.002,-69.1751550636,500,0.002,1,1310.06690057,1.0,500.000006643,-69.1751550636,100,-71.433
3.50449e-18,92.5837661005,-66.8538247147,,0.01,1.0,97.55,1.0,1.0,1.0,-66.8538,9.57381,500.0,0.01,-66.8538247147,500,0.01,2,92.5837661005,1.0,100.0,-66.8538247147,100,-66.8538
2.1793e-19,2544.47934568,-71.516589573,,0.005,1.0,102.16,1.0,1.0,1.0,-69.1852,36.2047,500.0,0.005,-71.516589573,500,0.005,2,2544.47934568,1.0,200.000000102,-71.516589573,100,-69.1852
5.43914e-20,1310.12824612,-69.8516203924,,0.00333333,1.0,100.58,1.0,1.0,1.0,-69.4073,36.1427,500.0,0.00333333,-69.8516203924,500,0.00333333,2,1310.12824612,1.0,299.999969474,-69.8516203924,100,-69.4073
5.4346e-20,67.5320413184,-66.2758586681,,0.0025,1.0,96.9,1.0,1.0,1.0,-68.6245,31.5955,500.0,0.0025,-66.2758586681,500,0.0025,2,67.5320413184,1.0,400.0,-66.2758586681,100,-68.6245
5.43187e-20,75.5664038394,-65.2144162679,,0.002,1.0,95.46,1.0,1.0,1.0,-67.9425,28.556,500.0,0.002,-65.2144162679,500,0.002,1,75.5664038394,1.0,500.000006643,-65.2144162679,100,-67.9425
3.50449e-18,65.3669647908,-66.8517590611,,0.01,1.0,97.9,1.0,1.0,1.0,-66.8518,8.04446,500.0,0.01,-66.8517590611,500,0.01,2,65.3669647908,1.0,100.0,-66.8517590611,100,-66.8518
2.1793e-19,67.1657788192,-66.4474986632,,0.005,1.0,97.11,1.0,1.0,1.0,-66.6496,8.10213,500.0,0.005,-66.4474986632,500,0.005,2,67.1657788192,1.0,200.000000102,-66.4474986632,100,-66.6496
5.43914e-20,1302.20343878,-69.1737889461,,0.00333333,1.0,99.81,1.0,1.0,1.0,-67.491,21.7923,500.0,0.00333333,-69.1737889461,500,0.00333333,2,1302.20343878,1.0,299.999969474,-69.1737889461,100,-67.491
5.4346e-20,91.9540753003,-66.3631613281,,0.0025,1.0,96.72,1.0,1.0,1.0,-67.209,19.4725,500.0,0.0025,-66.3631613281,500,0.0025,2,91.9540753003,1.0,400.0,-66.3631613281,100,-67.209
5.43187e-20,90.3297652942,-66.0090777205,,0.002,1.0,96.27,1.0,1.0,1.0,-66.9691,17.9292,500.0,0.002,-66.0090777205,500,0.002,1,90.3297652942,1.0,500.000006643,-66.0090777205,100,-66.9691
3.50449e-18,86.1141982664,-66.7669933039,,0.01,1.0,97.44,1.0,1.0,1.0,-66.767,9.23326,500.0,0.01,-66.7669933039,500,0.01,2,86.1141982664,1.0,100.0,-66.7669933039,100,-66.767
2.1793e-19,80.0300899725,-65.6073194964,,0.005,1.0,95.35,1.0,1.0,1.0,-66.1872,9.08722,500.0,0.005,-65.6073194964,500,0.005,2,80.0300899725,1.0,200.000000102,-65.6073194964,100,-66.1872
5.43914e-20,111.964681193,-67.8291816472,,0.00333333,1.0,99.4,1.0,1.0,1.0,-66.7345,9.62285,500.0,0.00333333,-67.8291816472,500,0.00333333,2,111.964681193,1.0,299.999969474,-67.8291816472,100,-66.7345
5.4346e-20,2515.95972029,-72.5866092013,,0.0025,1.0,103.73,1.0,1.0,1.0,-68.1975,26.4305,500.0,0.0025,-72.5866092013,500,0.0025,2,2515.95972029,1.0,400.0,-72.5866092013,100,-68.1975
5.43187e-20,103.975496229,-67.2372125584,,0.002,1.0,98.03,1.0,1.0,1.0,-68.0055,24.0747,500.0,0.002,-67.2372125584,500,0.002,1,103.975496229,1.0,500.000006643,-67.2372125584,100,-68.0055
3.50449e-18,1335.80797287,-71.014732147,,0.01,1.0,102.73,1.0,1.0,1.0,-71.0147,36.3655,500.0,0.01,-71.014732147,500,0.01,2,1335.80797287,1.0,100.0,-71.014732147,100,-71.0147
2.1793e-19,63.0317081224,-64.8083492619,,0.005,1.0,94.36,1.0,1.0,1.0,-67.9115,26.4963,500.0,0.005,-64.8083492619,500,0.005,2,63.0317081224,1.0,200.000000102,-64.8083492619,100,-67.9115
5.43914e-20,86.0496269472,-67.7531368192,,0.00333333,1.0,99.13,1.0,1.0,1.0,-67.8587,22.2809,500.0,0.00333333,-67.7531368192,500,0.00333333,2,86.0496269472,1.0,299.999969474,-67.7531368192,100,-67.8587
5.4346e-20,1324.60084071,-68.5569374354,,0.0025,1.0,99.13,1.0,1.0,1.0,-68.0333,26.4624,500.0,0.0025,-68.5569374354,500,0.0025,2,1324.60084071,1.0,400.0,-68.5569374354,100,-68.0333
5.43187e-20,84.63455042,-66.1205388339,,0.002,1.0,96.5,1.0,1.0,1.0,-67.6507,24.0323,500.0,0.002,-66.1205388339,500,0.002,1,84.63455042,1.0,500.000006643,-66.1205388339,100,-67.6507
3.50449e-18,1313.74488903,-69.6512611441,,0.01,1.0,100.75,1.0,1.0,1.0,-69.6513,36.0639,500.0,0.01,-69.6512611441,500,0.01,2,1313.74488903,1.0,100.0,-69.6512611441,100,-69.6513
2.1793e-19,1326.96215892,-71.3616577747,,0.005,1.0,103.08,1.0,1.0,1.0,-70.5065,36.1646,500.0,0.005,-71.3616577747,500,0.005,2,1326.96215892,1.0,200.000000102,-71.3616577747,100,-70.5065
5.43914e-20,3678.32422252,-79.7439005588,,0.00333333,1.0,113.43,1.0,1.0,1.0,-73.5856,45.8773,500.0,0.00333333,-79.7439005588,500,0.00333333,2,3678.32422252,1.0,299.999969474,-79.7439005588,100,-73.5856
5.4346e-20,67.8670884495,-63.6095000581,,0.0025,1.0,92.73,1.0,1.0,1.0,-71.0916,40.1747,500.0,0.0025,-63.6095000581,500,0.0025,2,67.8670884495,1.0,400.0,-63.6095000581,100,-71.0916
5.43187e-20,1317.29412702,-69.4058736704,,0.002,1.0,100.19,1.0,1.0,1.0,-70.7544,39.4016,500.0,0.002,-69.4058736704,500,0.002,1,1317.29412702,1.0,500.000006643,-69.4058736704,100,-70.7544
3.50449e-18,1313.52473529,-69.8336164796,,0.01,1.0,101.16,1.0,1.0,1.0,-69.8336,36.0609,500.0,0.01,-69.8336164796,500,0.01,2,1313.52473529,1.0,100.0,-69.8336164796,100,-69.8336
2.1793e-19,81.0094768067,-67.1928641962,,0.005,1.0,98.47,1.0,1.0,1.0,-68.5132,26.3066,500.0,0.005,-67.1928641962,500,0.005,2,81.0094768067,1.0,200.000000102,-67.1928641962,100,-68.5132
5.43914e-20,80.6863855851,-65.8861735427,,0.00333333,1.0,96.27,1.0,1.0,1.0,-67.6376,22.1251,500.0,0.00333333,-65.8861735427,500,0.00333333,2,80.6863855851,1.0,299.999969474,-65.8861735427,100,-67.6376
5.4346e-20,90.4087012037,-65.8322574161,,0.0025,1.0,96.13,1.0,1.0,1.0,-67.1862,19.7516,500.0,0.0025,-65.8322574161,500,0.0025,2,90.4087012037,1.0,400.0,-65.8322574161,100,-67.1862
5.43187e-20,85.3988053769,-67.6417487814,,0.002,1.0,99.01,1.0,1.0,1.0,-67.2773,18.1395,500.0,0.002,-67.6417487814,500,0.002,1,85.3988053769,1.0,500.000006643,-67.6417487814,100,-67.2773
3.50449e-18,1312.71511764,-70.6568537,,0.01,1.0,102.2,1.0,1.0,1.0,-70.6569,36.0498,500.0,0.01,-70.6568537,500,0.01,2,1312.71511764,1.0,100.0,-70.6568537,100,-70.6569
2.1793e-19,84.3200723866,-66.6944608846,,0.005,1.0,97.95,1.0,1.0,1.0,-68.6757,26.3715,500.0,0.005,-66.6944608846,500,0.005,2,84.3200723866,1.0,200.000000102,-66.6944608846,100,-68.6757
5.43914e-20,89.5304827442,-66.6893123952,,0.00333333,1.0,97.49,1.0,1.0,1.0,-68.0135,22.2275,500.0,0.00333333,-66.6893123952,500,0.00333333,2,89.5304827442,1.0,299.999969474,-66.6893123952,100,-68.0135
5.4346e-20,2529.00872629,-73.5361003798,,0.0025,1.0,105.36,1.0,1.0,1.0,-69.3942,31.6574,500.0,0.0025,-73.5361003798,500,0.0025,2,2529.00872629,1.0,400.0,-73.5361003798,100,-69.3942
5.43187e-20,85.6866754495,-66.9856725699,,0.002,1.0,97.48,1.0,1.0,1.0,-68.9125,28.6295,500.0,0.002,-66.9856725699,500,0.002,1,85.6866754495,1.0,500.000006643,-66.9856725699,100,-68.9125
3.50449e-18,1329.34905727,-68.2867789751,,0.01,1.0,98.57,1.0,1.0,1.0,-68.2868,36.2775,500.0,0.01,-68.2867789751,500,0.01,2,1329.34905727,1.0,100.0,-68.2867789751,100,-68.2868
2.1793e-19,80.1611577075,-65.7916097134,,0.005,1.0,95.79,1.0,1.0,1.0,-67.0392,26.4436,500.0,0.005,-65.7916097134,500,0.005,2,80.1611577075,1.0,200.000000102,-65.7916097134,100,-67.0392
5.43914e-20,1304.21613734,-69.762469039,,0.00333333,1.0,100.65,1.0,1.0,1.0,-67.947,29.9702,500.0,0.00333333,-69.762469039,500,0.00333333,2,1304.21613734,1.0,299.999969474,-69.762469039,100,-67.947
5.4346e-20,1309.82690519,-70.3686020413,,0.0025,1.0,101.95,1.0,1.0,1.0,-68.5524,31.6061,500.0,0.0025,-70.3686020413,500,0.0025,2,1309.82690519,1.0,400.0,-70.3686020413,100,-68.5524
5.43187e-20,1315.53566069,-69.7498665681,,0.002,1.0,100.36,1.0,1.0,1.0,-68.7919,32.5555,500.0,0.002,-69.7498665681,500,0.002,1,1315.53566069,1.0,500.000006643,-69.7498665681,100,-68.7919
3.50449e-18,62.7204491756,-66.783503989,,0.01,1.0,97.65,1.0,1.0,1.0,-66.7835,7.87993,500.0,0.01,-66.783503989,500,0.01,2,62.7204491756,1.0,100.0,-66.783503989,100,-66.7835
2.1793e-19,2508.80361103,-74.1495799291,,0.005,1.0,106.2,1.0,1.0,1.0,-70.4665,35.8674,500.0,0.005,-74.1495799291,500,0.005,2,2508.80361103,1.0,200.000000102,-74.1495799291,100,-70.4665
5.43914e-20,1314.30858941,-70.7810383742,,0.00333333,1.0,102.15,1.0,1.0,1.0,-70.5714,35.9359,500.0,0.00333333,-70.7810383742,500,0.00333333,2,1314.30858941,1.0,299.999969474,-70.7810383742,100,-70.5714
5.4346e-20,1306.13817495,-69.503213442,,0.0025,1.0,100.69,1.0,1.0,1.0,-70.3043,35.9448,500.0,0.0025,-69.503213442,500,0.0025,2,1306.13817495,1.0,400.0,-69.503213442,100,-70.3043
5.43187e-20,1315.29972883,-69.9012417471,,0.002,1.0,100.75,1.0,1.0,1.0,-70.2237,35.9733,500.0,0.002,-69.9012417471,500,0.002,1,1315.29972883,1.0,500.000006643,-69.9012417471,100,-70.2237
3.50449e-18,1299.0127918,-70.9829164085,,0.01,1.0,102.7,1.0,1.0,1.0,-70.9829,35.8612,500.0,0.01,-70.9829164085,500,0.01,2,1299.0127918,1.0,100.0,-70.9829164085,100,-70.9829
2.1793e-19,1326.20049123,-70.926212007,,0.005,1.0,102.6,1.0,1.0,1.0,-70.9546,36.0483,500.0,0.005,-70.926212007,500,0.005,2,1326.20049123,1.0,200.000000102,-70.926212007,100,-70.9546
5.43914e-20,2503.97752372,-73.9389371277,,0.00333333,1.0,105.69,1.0,1.0,1.0,-71.9493,41.1657,500.0,0.00333333,-73.9389371277,500,0.00333333,2,2503.97752372,1.0,299.999969474,-73.9389371277,100,-71.9493
5.4346e-20,85.0178445253,-65.6497289838,,0.0025,1.0,95.91,1.0,1.0,1.0,-70.3745,36.0478,500.0,0.0025,-65.6497289838,500,0.0025,2,85.0178445253,1.0,400.0,-65.6497289838,100,-70.3745
5.43187e-20,2509.9365902,-73.1348397,,0.002,1.0,104.18,1.0,1.0,1.0,-70.9265,39.214,500.0,0.002,-73.1348397,500,0.002,1,2509.9365902,1.0,500.000006643,-73.1348397,100,-70.9265
3.50449e-18,3682.43055119,-78.6023020321,,0.01,1.0,111.62,1.0,1.0,1.0,-78.6023,60.3789,500.0,0.01,-78.6023020321,500,0.01,2,3682.43055119,1.0,100.0,-78.6023020321,100,-78.6023
2.1793e-19,72.410649283,-66.6296238904,,0.005,1.0,97.47,1.0,1.0,1.0,-72.616,43.5257,500.0,0.005,-66.6296238904,500,0.005,2,72.410649283,1.0,200.000000102,-66.6296238904,100,-72.616
5.43914e-20,58.0436473459,-64.6302630712,,0.00333333,1.0,94.27,1.0,1.0,1.0,-69.9541,36.0044,500.0,0.00333333,-64.6302630712,500,0.00333333,2,58.0436473459,1.0,299.999969474,-64.6302630712,100,-69.9541
5.4346e-20,2504.13663474,-72.54024646,,0.0025,1.0,103.61,1.0,1.0,1.0,-70.6006,39.9157,500.0,0.0025,-72.54024646,500,0.0025,2,2504.13663474,1.0,400.0,-72.54024646,100,-70.6006
5.43187e-20,63.1787235626,-66.3181002869,,0.002,1.0,97.0,1.0,1.0,1.0,-69.7441,35.9173,500.0,0.002,-66.3181002869,500,0.002,1,63.1787235626,1.0,500.000006643,-66.3181002869,100,-69.7441
3.50449e-18,1301.88839433,-70.0497501019,,0.01,1.0,101.28,1.0,1.0,1.0,-70.0498,35.9008,500.0,0.01,-70.0497501019,500,0.01,2,1301.88839433,1.0,100.0,-70.0497501019,100,-70.0498
2.1793e-19,1286.20002039,-69.2165026046,,0.005,1.0,99.92,1.0,1.0,1.0,-69.6331,35.7949,500.0,0.005,-69.2165026046,500,0.005,2,1286.20002039,1.0,200.000000102,-69.2165026046,100,-69.6331
5.43914e-20,1300.35895488,-69.3528600213,,0.00333333,1.0,100.16,1.0,1.0,1.0,-69.5397,35.8235,500.0,0.00333333,-69.3528600213,500,0.00333333,2,1300.35895488,1.0,299.999969474,-69.3528600213,100,-69.5397
5.4346e-20,1291.97597767,-70.33126003,,0.0025,1.0,101.88,1.0,1.0,1.0,-69.7376,35.8102,500.0,0.0025,-70.33126003,500,0.0025,2,1291.97597767,1.0,400.0,-70.33126003,100,-69.7376
5.43187e-20,1288.64715961,-71.1687867589,,0.002,1.0,103.3,1.0,1.0,1.0,-70.0238,35.7963,500.0,0.002,-71.1687867589,500,0.002,1,1288.64715961,1.0,500.000006643,-71.1687867589,100,-70.0238
3.50449e-18,91.4343011314,-65.7506934901,,0.01,1.0,96.09,1.0,1.0,1.0,-65.7507,9.5142,500.0,0.01,-65.7506934901,500,0.01,2,91.4343011314,1.0,100.0,-65.7506934901,100,-65.7507
2.1793e-19,68.3851899625,-65.0728135048,,0.005,1.0,94.96,1.0,1.0,1.0,-65.4118,8.90087,500.0,0.005,-65.0728135048,500,0.005,2,68.3851899625,1.0,200.000000102,-65.0728135048,100,-65.4118
5.43914e-20,1322.59955949,-70.7825211118,,0.00333333,1.0,102.22,1.0,1.0,1.0,-67.202,22.264,500.0,0.00333333,-70.7825211118,500,0.00333333,2,1322.59955949,1.0,299.999969474,-70.7825211118,100,-67.202
5.4346e-20,80.2714836658,-65.3430043331,,0.0025,1.0,95.44,1.0,1.0,1.0,-66.7373,19.806,500.0,0.0025,-65.3430043331,500,0.0025,2,80.2714836658,1.0,400.0,-65.3430043331,100,-66.7373
5.43187e-20,1303.68558584,-70.2348843609,,0.002,1.0,101.67,1.0,1.0,1.0,-67.4368,23.9564,500.0,0.002,-70.2348843609,500,0.002,1,1303.68558584,1.0,500.000006643,-70.2348843609,100,-67.4368
3.50449e-18,63.794375061,-63.9206194845,,0.01,1.0,92.75,1.0,1.0,1.0,-63.9206,7.9471,500.0,0.01,-63.9206194845,500,0.01,2,63.794375061,1.0,100.0,-63.9206194845,100,-63.9206
2.1793e-19,2504.80689584,-73.4727483292,,0.005,1.0,105.17,1.0,1.0,1.0,-68.6967,35.9759,500.0,0.005,-73.4727483292,500,0.005,2,2504.80689584,1.0,200.000000102,-73.4727483292,100,-68.6967
5.43914e-20,87.0290361492,-65.1456820479,,0.00333333,1.0,94.81,1.0,1.0,1.0,-67.513,29.906,500.0,0.00333333,-65.1456820479,500,0.00333333,2,87.0290361492,1.0,299.999969474,-65.1456820479,100,-67.513
5.4346e-20,64.6196887823,-67.2990824622,,0.0025,1.0,98.62,1.0,1.0,1.0,-67.4595,26.2064,500.0,0.0025,-67.2990824622,500,0.0025,2,64.6196887823,1.0,400.0,-67.2990824622,100,-67.4595
5.43187e-20,1314.80474276,-69.1117487884,,0.002,1.0,99.02,1.0,1.0,1.0,-67.79,28.4638,500.0,0.002,-69.1117487884,500,0.002,1,1314.80474276,1.0,500.000006643,-69.1117487884,100,-67.79
3.50449e-18,2507.80925505,-73.5657678322,,0.01,1.0,105.35,1.0,1.0,1.0,-73.5658,49.827,500.0,0.01,-73.5657678322,500,0.01,2,2507.80925505,1.0,100.0,-73.5657678322,100,-73.5658
2.1793e-19,81.7804608112,-66.6950145182,,0.005,1.0,97.48,1.0,1.0,1.0,-70.1304,35.9673,500.0,0.005,-66.6950145182,500,0.005,2,81.7804608112,1.0,200.000000102,-66.6950145182,100,-70.1304
5.43914e-20,79.2030681973,-65.7354690589,,0.00333333,1.0,95.99,1.0,1.0,1.0,-68.6654,29.8808,500.0,0.00333333,-65.7354690589,500,0.00333333,2,79.2030681973,1.0,299.999969474,-65.7354690589,100,-68.6654
5.4346e-20,1301.99599987,-70.747882216,,0.0025,1.0,102.47,1.0,1.0,1.0,-69.186,31.5072,500.0,0.0025,-70.747882216,500,0.0025,2,1301.99599987,1.0,400.0,-70.747882216,100,-69.186
5.43187e-20,1327.71372252,-69.4335664365,,0.002,1.0,99.9,1.0,1.0,1.0,-69.2355,32.5125,500.0,0.002,-69.4335664365,500,0.002,1,1327.71372252,1.0,500.000006643,-69.4335664365,100,-69.2355
3.50449e-18,1313.76581897,-69.3177534162,,0.01,1.0,100.17,1.0,1.0,1.0,-69.3177,36.0642,500.0,0.01,-69.3177534162,500,0.01,2,1313.76581897,1.0,100.0,-69.3177534162,100,-69.3177
2.1793e-19,90.0784296357,-67.2737107661,,0.005,1.0,98.71,1.0,1.0,1.0,-68.2957,26.3808,500.0,0.005,-67.2737107661,500,0.005,2,90.0784296357,1.0,200.000000102,-67.2737107661,100,-68.2957
5.43914e-20,1307.77822875,-71.3312064859,,0.00333333,1.0,103.28,1.0,1.0,1.0,-69.3076,29.9596,500.0,0.00333333,-71.3312064859,500,0.00333333,2,1307.77822875,1.0,299.999969474,-71.3312064859,100,-69.3076
5.4346e-20,82.9598931739,-66.7756743489,,0.0025,1.0,97.48,1.0,1.0,1.0,-68.6746,26.3613,500.0,0.0025,-66.7756743489,500,0.0025,2,82.9598931739,1.0,400.0,-66.7756743489,100,-68.6746
5.43187e-20,1319.55921677,-70.3086337337,,0.002,1.0,101.75,1.0,1.0,1.0,-69.0014,28.5943,500.0,0.002,-70.3086337337,500,0.002,1,1319.55921677,1.0,500.000006643,-70.3086337337,100,-69.0014
3.50449e-18,1306.61115929,-70.5939523111,,0.01,1.0,102.29,1.0,1.0,1.0,-70.5939,35.9659,500.0,0.01,-70.5939523111,500,0.01,2,1306.61115929,1.0,100.0,-70.5939523111,100,-70.5939
2.1793e-19,58.0566237008,-68.0000449733,,0.005,1.0,100.25,1.0,1.0,1.0,-69.297,26.0229,500.0,0.005,-68.0000449733,500,0.005,2,58.0566237008,1.0,200.000000102,-68.0000449733,100,-69.297
5.43914e-20,2523.33815195,-72.4767870604,,0.00333333,1.0,103.25,1.0,1.0,1.0,-70.3569,35.8666,500.0,0.00333333,-72.4767870604,500,0.00333333,2,2523.33815195,1.0,299.999969474,-72.4767870604,100,-70.3569
5.4346e-20,72.3900860288,-65.2293333353,,0.0025,1.0,95.36,1.0,1.0,1.0,-69.075,31.427,500.0,0.0025,-65.2293333353,500,0.0025,2,72.3900860288,1.0,400.0,-65.2293333353,100,-69.075
5.43187e-20,93.2541104535,-66.9883107652,,0.002,1.0,97.95,1.0,1.0,1.0,-68.6577,28.4479,500.0,0.002,-66.9883107652,500,0.002,1,93.2541104535,1.0,500.000006643,-66.9883107652,100,-68.6577
3.50449e-18,76.2603034086,-65.9607582866,,0.01,1.0,96.6,1.0,1.0,1.0,-65.9608,8.68894,500.0,0.01,-65.9607582866,500,0.01,2,76.2603034086,1.0,100.0,-65.9607582866,100,-65.9608
2.1793e-19,75.8813559308,-65.6921406847,,0.005,1.0,96.12,1.0,1.0,1.0,-65.8264,8.67918,500.0,0.005,-65.6921406847,500,0.005,2,75.8813559308,1.0,200.000000102,-65.6921406847,100,-65.8264
5.43914e-20,90.6633433357,-66.2744134521,,0.00333333,1.0,96.83,1.0,1.0,1.0,-65.9758,8.95446,500.0,0.00333333,-66.2744134521,500,0.00333333,2,90.6633433357,1.0,299.999969474,-66.2744134521,100,-65.9758
5.4346e-20,1319.67882086,-70.0834780265,,0.0025,1.0,101.53,1.0,1.0,1.0,-67.0027,19.7464,500.0,0.0025,-70.0834780265,500,0.0025,2,1319.67882086,1.0,400.0,-70.0834780265,100,-67.0027
5.43187e-20,1285.39497513,-70.9532396494,,0.002,1.0,102.71,1.0,1.0,1.0,-67.7928,23.8525,500.0,0.002,-70.9532396494,500,0.002,1,1285.39497513,1.0,500.000006643,-70.9532396494,100,-67.7928
3.50449e-18,1276.40839818,-69.7886472249,,0.01,1.0,101.05,1.0,1.0,1.0,-69.7886,35.5478,500.0,0.01,-69.7886472249,500,0.01,2,1276.40839818,1.0,100.0,-69.7886472249,100,-69.7886
2.1793e-19,1306.526768,-70.1663797754,,0.005,1.0,101.29,1.0,1.0,1.0,-69.9775,35.7574,500.0,0.005,-70.1663797754,500,0.005,2,1306.526768,1.0,200.000000102,-70.1663797754,100,-69.9775
