AvgNormIw,VarVanillaIw,BatchSize,ESSRenyi,VarNormIw,VanillaAvgRet,VarJ,AvgEpLen,VarRet,VarDiscRet,AvgRet,AvgDiscRet,EpsThisIter,MaxNormIw,Bound,MinVanillaIw,IterType,eRenyi2,MaxVanillaIw,AvgVanillaIw,J,ESSClassic,MinNormIw
0.010000002,18.29562,100,5.017209911929347,0.0044627464,124.43734860743247,4320.545,13.45,52575.55293859691,52575.55293859691,124.43734860743247,124.43734860743247,100,0.65942353,674.8966,4.4208914e-34,1,19.931396,42.221817,0.64028376,1448.6495,2.2133101669032405,6.9045815e-36
0.01,inf,200,850962.816728184,0.010000003,124.43734860743247,1.0352621e-06,13.45,52575.55293859691,142526.81886576323,124.43734860743247,373.4481988959224,100,1.0,-inf,0.023684438,,0.0002350279,2.2619873e+33,2.2619873e+31,179.85844,,1.0470633e-35
0.005000001,59.56897,200,7.334302076502732,0.001202395,123.03956354423686,4604.717,13.31,42224.65703545851,42224.65703545851,123.03956354423686,123.03956354423686,100,0.37131518,579.8949,,1,27.269125,82.647385,1.1129007,1219.8567,4.093719777939589,
0.009999998,,200,200.0,3.5044917e-18,522.5536911331099,864.64014,53.26,755154.1654850722,755154.1654850722,522.5536911331099,522.5536911331099,100,0.01,101.743835,1.0,2,1.0,1.0,1.0,522.55365,100.0,0.01
0.005,inf,300,nan,0.0049995678,123.03956354423686,0.5748835,13.31,42224.65703545851,669011.0064394551,123.03956354423686,506.33836698822984,100,0.9999571,-inf,0.012099596,,nan,1.2162246e+38,6.081384e+35,789.76495,,9.9481e-41
0.003333333,56.942028,300,12.034036698033868,0.0004126931,118.73966180164275,3897.2554,12.88,31775.86450515918,31775.86450515918,118.73966180164275,118.73966180164275,100,0.25529,412.85376,2.4289987e-20,1,24.92929,94.82802,1.2381738,912.4599,7.890879921946476,6.539197e-23
0.009999998,,300,300.0,3.5044917e-18,604.7301259368002,788.8255,61.47,628530.9214395627,628530.9214395627,604.7301259368002,604.7301259368002,100,0.01,183.92029,1.0,2,1.0,1.0,1.0,604.7301,100.0,0.01
0.0049999994,,300,300.0,2.179301e-19,569.9249319250054,687.7157,58.0,475329.5098734437,475329.5098734437,569.9249319250054,569.9249319250054,100,0.005,272.36746,1.0,2,1.0,1.0,1.0,569.9249,200.00000010221265,0.005
0.0033333334,71.64115,300,8.783792462530506,0.00041047754,578.6932520823059,7986.239,58.88,487693.1786333237,487693.1786333237,578.6932520823059,578.6932520823059,100,0.22537804,1997.2218,2.6971374e-38,1,34.153812,94.15604,1.3925645,3417.0793,7.932345988522648,6.456e-41
0.009999998,,300,300.0,3.5044917e-18,2469.876416813496,1877.4178,247.74,3560300.684161007,3560300.684161007,2469.876416813496,2469.876416813496,100,0.01,2049.0657,1.0,2,1.0,1.0,1.0,2469.8762,100.0,0.01
0.0049999994,,300,300.0,2.179301e-19,2340.0238229760394,1868.9443,234.765,3510505.462843773,3510505.462843773,2340.0238229760394,2340.0238229760394,100,0.005,2042.466,1.0,2,1.0,1.0,1.0,2340.024,200.00000010221265,0.005
0.0033333332,7.360333,300,34.26360642024363,8.219996e-05,2289.794355649053,1099.8488,229.73666666666668,3739860.938864164,3739860.938864164,2289.794355649053,2289.794355649053,100,0.06872329,4021.1594,2.394124e-28,1,8.755646,20.56444,0.99745125,4740.062,35.82801385814368,8.000805e-31
0.009999998,,300,300.0,3.5044917e-18,4319.483960036038,1411.4263,432.21,2012246.418825911,2012246.418825911,4319.483960036038,4319.483960036038,100,0.01,3898.6733,1.0,2,1.0,1.0,1.0,4319.484,100.0,0.01
0.0049999994,,300,300.0,2.179301e-19,4226.330396005983,1487.4286,422.92,2223561.6318452302,2223561.6318452302,4226.330396005983,4226.330396005983,100,0.005,3928.772,1.0,2,1.0,1.0,1.0,4226.33,200.00000010221265,0.005
0.0033333334,1.1003786,300,142.20266151269294,1.3762936e-05,4268.8356838517475,218.3462,427.16,2099689.577060367,2099689.577060367,4268.8356838517475,4268.8356838517475,100,0.015835088,4586.1436,6.66296e-07,1,2.1096652,4.4775043,0.94252807,4939.0283,134.25611479459636,2.3564144e-09
0.009999998,,300,300.0,3.5044917e-18,4838.315552207819,818.3284,483.89,676425.7113263063,676425.7113263063,4838.315552207819,4838.315552207819,100,0.01,4417.5044,1.0,2,1.0,1.0,1.0,4838.315,100.0,0.01
0.0049999994,,300,300.0,2.179301e-19,4884.463673872983,685.67755,488.495,472516.359985184,472516.359985184,4884.463673872983,4884.463673872983,100,0.005,4586.9053,1.0,2,1.0,1.0,1.0,4884.4634,200.00000010221265,0.005
0.0033333334,0.16625223,300,256.47664100693316,1.9129322e-06,4891.571995035177,159.79448,489.21,442296.0688752086,442296.0688752086,4891.571995035177,4891.571995035177,100,0.005916194,4717.619,0.016810685,1,1.1696972,1.74412,0.9826813,4980.3813,256.0622348093228,5.7023186e-05
0.009999998,,300,300.0,3.5044917e-18,4999.798508230331,0.28731918,500.0,0.08336841091674484,0.08336841091674484,4999.798508230331,4999.798508230331,100,0.01,4578.988,1.0,2,1.0,1.0,1.0,4999.7983,100.0,0.01
0.0049999994,,300,300.0,2.179301e-19,4998.210846670233,22.571669,499.845,512.0404318572524,512.0404318572524,4998.210846670233,4998.210846670233,100,0.005,4700.653,1.0,2,1.0,1.0,1.0,4998.211,200.00000010221265,0.005
0.003333333,0.029719312,300,291.8857603615762,3.2443606e-07,4982.62535122899,77.32931,498.29,78068.25502595323,78068.25502595323,4982.62535122899,4982.62535122899,100,0.0041293018,4748.189,0.25716427,1,1.0277994,1.2497739,1.0088662,4994.498,291.5164090012266,0.0008496808
0.009999998,,300,300.0,3.5044917e-18,4999.780912877591,0.29397556,500.0,0.08729146345566212,0.08729146345566212,4999.780912877591,4999.780912877591,100,0.01,4578.97,1.0,2,1.0,1.0,1.0,4999.781,100.0,0.01
0.0049999994,,300,300.0,2.179301e-19,4999.815123074727,0.23844978,500.0,0.05714190885643495,0.05714190885643495,4999.815123074727,4999.815123074727,100,0.005,4702.257,1.0,2,1.0,1.0,1.0,4999.815,200.00000010221265,0.005
0.0033333332,0.01732551,300,295.86948450442395,1.963206e-07,4991.965291821165,37.466366,499.22333333333336,9274.067469225913,9274.067469225913,4991.965291821165,4991.965291821165,100,0.0038262508,4752.2383,0.28942558,1,1.0139606,1.1366677,0.9902363,4996.8833,294.80845579221995,0.00097426435
0.009999998,,300,300.0,3.5044917e-18,4990.268821086253,85.10608,499.07,7316.2081539871015,7316.2081539871015,4990.268821086253,4990.268821086253,100,0.01,4569.4585,1.0,2,1.0,1.0,1.0,4990.269,100.0,0.01
0.0049999994,,300,300.0,2.179301e-19,4972.275288234125,326.2237,497.265,106956.67059579791,106956.67059579791,4972.275288234125,4972.275288234125,100,0.005,4674.7173,1.0,2,1.0,1.0,1.0,4972.2754,200.00000010221265,0.005
0.0033333334,0.06510817,300,281.47163068015254,7.1771245e-07,4962.861683738235,104.12361,496.3233333333333,140389.76337026383,140389.76337026383,4962.861683738235,4962.861683738235,100,0.0052769254,4737.44,0.20857644,1,1.0658268,1.5893644,1.0039712,4988.264,281.8545281214294,0.0006925047
0.009999998,,300,300.0,3.5044917e-18,4999.8282591781235,0.15603742,500.0,0.02458493935571206,0.02458493935571206,4999.8282591781235,4999.8282591781235,100,0.01,4579.018,1.0,2,1.0,1.0,1.0,4999.8286,100.0,0.01
0.0049999994,,300,300.0,2.179301e-19,4999.836903075772,0.15579759,500.0,0.0243886644015239,0.0243886644015239,4999.836903075772,4999.836903075772,100,0.005,4702.279,1.0,2,1.0,1.0,1.0,4999.837,200.00000010221265,0.005
0.0033333336,4.4516605e-07,300,299.99985694892075,4.945969e-12,4999.835356840611,0.16236047,500.0,0.02646101170882295,0.02646101170882295,4999.835356840611,4999.835356840611,100,0.0033381677,4756.881,0.9979745,1,1.0000005,1.0014803,1.00003,4999.836,299.99980491460406,0.003326482
0.009999998,,300,300.0,3.5044917e-18,4949.8423953180245,497.47787,495.01,249984.10361620685,249984.10361620685,4949.8423953180245,4949.8423953180245,100,0.01,4529.0317,1.0,2,1.0,1.0,1.0,4949.8423,100.0,0.01
0.0049999994,,300,300.0,2.179301e-19,4974.82200344382,352.65576,497.505,124991.08371005689,124991.08371005689,4974.82200344382,4974.82200344382,100,0.005,4677.264,1.0,2,1.0,1.0,1.0,4974.8223,200.00000010221265,0.005
0.0033333334,0.017830456,300,294.9343389720026,2.0419685e-07,4983.163275809633,211.1575,498.33666666666664,83327.6756296377,83327.6756296377,4983.163275809633,4983.163275809633,100,0.0042685145,4742.596,0.41367835,1,1.0171756,1.2613437,0.98499817,4987.629,294.6038233405753,0.0013999293
0.009999998,,300,300.0,3.5044917e-18,4999.804917535043,0.1903117,500.0,0.03659176289696147,0.03659176289696147,4999.804917535043,4999.804917535043,100,0.01,4578.994,1.0,2,1.0,1.0,1.0,4999.8047,100.0,0.01
0.0049999994,,300,300.0,2.179301e-19,4999.817601545929,0.19883,500.0,0.039735870576873424,0.039735870576873424,4999.817601545929,4999.817601545929,100,0.005,4702.2593,1.0,2,1.0,1.0,1.0,4999.8174,200.00000010221265,0.005
0.0033333334,1.96995e-09,300,299.99942779650155,2.1888426e-14,4999.822505349259,0.18639243,500.0,0.03486127588808956,0.03486127588808956,4999.822505349259,4999.822505349259,100,0.0033336612,4756.868,0.99980795,1,1.0000019,1.0000951,0.9999967,4999.823,299.9999985234687,0.003332704
0.009999998,,300,300.0,3.5044917e-18,4999.835962529892,0.28211892,500.0,0.08038535387164854,0.08038535387164854,4999.835962529892,4999.835962529892,100,0.01,4579.026,1.0,2,1.0,1.0,1.0,4999.8364,100.0,0.01
0.0049999994,,300,300.0,2.179301e-19,4999.833254202773,0.22923006,500.0,0.052808080203919285,0.052808080203919285,4999.833254202773,4999.833254202773,100,0.005,4702.275,1.0,2,1.0,1.0,1.0,4999.833,200.00000010221265,0.005
0.0033333334,1.6834857e-08,300,300.0,1.8705598e-13,4999.822836112038,0.2178664,500.0,0.04765264665859091,0.04765264665859091,4999.822836112038,4999.822836112038,100,0.0033340207,4756.8687,0.9992401,1,1.0,1.0002056,0.9999994,4999.8237,299.99999969766077,0.0033308023
0.009999998,,300,300.0,3.5044917e-18,4999.81318077694,0.17074908,500.0,0.029453191877812677,0.029453191877812677,4999.81318077694,4999.81318077694,100,0.01,4579.0024,1.0,2,1.0,1.0,1.0,4999.813,100.0,0.01
0.0049999994,,300,300.0,2.179301e-19,4999.800339915957,0.20461307,500.0,0.04208006426290202,0.04208006426290202,4999.800339915957,4999.800339915957,100,0.005,4702.242,1.0,2,1.0,1.0,1.0,4999.8003,200.00000010221265,0.005
0.0033333334,8.057703e-09,300,299.99942779650155,8.9524986e-14,4999.795837121537,0.21980806,500.0,0.04848774185133441,0.04848774185133441,4999.795837121537,4999.795837121537,100,0.0033340615,4756.842,0.9996519,1,1.0000019,1.0002126,0.9999941,4999.797,299.9999973492705,0.0033321928
0.009999998,,300,300.0,3.5044917e-18,4999.7974274201315,0.24651437,500.0,0.06139171622064728,0.06139171622064728,4999.7974274201315,4999.7974274201315,100,0.01,4578.987,1.0,2,1.0,1.0,1.0,4999.7974,100.0,0.01
0.0049999994,,300,300.0,2.179301e-19,4999.8050420833715,0.22022685,500.0,0.0487466440210121,0.0487466440210121,4999.8050420833715,4999.8050420833715,100,0.005,4702.2466,1.0,2,1.0,1.0,1.0,4999.8047,200.00000010221265,0.005
