MaxVanillaIw,VanillaAvgRet,AvgDiscRet,ESSClassic,VarNormIw,MinNormIw,J,MaxNormIw,Bound,VarVanillaIw,VarJ,BatchSize,AvgNormIw,VarDiscRet,AvgEpLen,VarRet,AvgRet,ESSRenyi,eRenyi2,MinVanillaIw,AvgVanillaIw
182.50204,671.7725594006334,671.7725594006334,1.0882819609360979,0.009180605,,1613.5641,0.95839053,1367.6252,332.906,380.36603,100,0.01,105959.12632308535,68.2,105959.12632308535,671.7725594006334,1.2391018931395623,80.70361,,1.9042555
10.702167,618.6607713814842,618.6607713814842,1.0218344629429539,0.009784164,,1805.3771,0.98924214,1630.2881,1.1451485,162.91724,100,0.01,79587.16353943011,62.89,79587.16353943011,618.6607713814842,1.836320197686863,54.456734,,0.10818551
233.00975,646.1697392117578,646.1697392117578,1.085640625824872,0.009203186,4.532472e-39,1458.2823,0.9596232,1260.0354,542.6062,323.65756,100,0.010000002,73053.63357303999,65.64,73053.63357303999,646.1697392117578,1.3147759523353593,76.058586,1.1005465e-36,2.428138
138.18372,674.7768387103231,674.7768387103231,1.1053481483996357,0.009037298,,1194.6527,0.9507418,999.8783,190.90935,272.8505,100,0.01,102690.73678996498,68.5,102690.73678996498,674.7768387103231,1.9146546264526674,52.22874,,1.4534305
125.253525,705.9780362903984,705.9780362903984,1.9094232440292644,0.0051890756,1.6843979e-18,1344.8796,0.69447905,1130.7485,168.7919,3160.0847,100,0.010000002,144659.30612206913,71.62,144659.30612206913,705.9780362903984,2.231567524147918,44.81155,3.0379144e-16,1.803561
1.0,683.5795022015935,683.5795022015935,100.0,3.5044917e-18,0.01,683.57947,0.01,655.2592,,335.04483,100,0.009999998,113388.91063425287,69.38,113388.91063425287,683.5795022015935,100.0,1.0,1.0,1.0
1.0,746.2827613244929,746.2827613244929,100.0,3.5044917e-18,0.01,746.2827,0.01,717.66,,338.6238,100,0.009999998,115824.3260679224,75.65,115824.3260679224,746.2827613244929,100.0,1.0,1.0,1.0
1.0,651.6767834285496,651.6767834285496,100.0,3.5044917e-18,0.01,651.67676,0.01,628.2917,,276.65894,100,0.009999998,77313.3060582484,66.19,77313.3060582484,651.6767834285496,100.0,1.0,1.0,1.0
1.0,685.4878452888744,685.4878452888744,100.0,3.5044917e-18,0.01,685.4878,0.01,661.0148,,289.53018,100,0.009999998,84674.48223074079,69.57,84674.48223074079,685.4878452888744,100.0,1.0,1.0,1.0
1.0,635.1717726828551,635.1717726828551,100.0,3.5044917e-18,0.01,635.17175,0.01,610.47125,,292.22122,100,0.009999998,86255.79351079314,64.54,86255.79351079314,635.1717726828551,100.0,1.0,1.0,1.0
1.0,728.1799471796982,728.1799471796982,100.0,3.5044917e-18,0.01,728.18,0.01,701.9336,,310.51,100,0.009999998,97390.37472907301,73.84,97390.37472907301,728.1799471796982,100.0,1.0,1.0,1.0
1.0,646.7883298596837,646.7883298596837,100.0,3.5044917e-18,0.01,646.7883,0.01,620.63226,,309.44156,100,0.009999998,96721.29719383342,65.7,96721.29719383342,646.7883298596837,100.0,1.0,1.0,1.0
1.0,732.8673670881369,732.8673670881369,100.0,3.5044917e-18,0.01,732.8674,0.01,704.26013,,338.44037,100,0.009999998,115698.88176130013,74.31,115698.88176130013,732.8673670881369,100.0,1.0,1.0,1.0
1.0,666.2737943949605,666.2737943949605,100.0,3.5044917e-18,0.01,666.27374,0.01,638.7717,,325.3651,100,0.009999998,106931.79786828463,67.65,106931.79786828463,666.2737943949605,100.0,1.0,1.0,1.0
1.0,645.68401517859,645.68401517859,100.0,3.5044917e-18,0.01,645.68396,0.01,617.4021,,334.59094,100,0.009999998,113081.93055572447,65.59,113081.93055572447,645.68401517859,100.0,1.0,1.0,1.0
1.0,698.9752729798291,698.9752729798291,100.0,3.5044917e-18,0.01,698.9752,0.01,674.472,,289.8874,100,0.009999998,84883.52130160417,70.92,84883.52130160417,698.9752729798291,100.0,1.0,1.0,1.0
1.0,738.8719534017333,738.8719534017333,100.0,3.5044917e-18,0.01,738.87195,0.01,707.0838,,376.07196,100,0.009999998,142858.71262460042,74.91,142858.71262460042,738.8719534017333,100.0,1.0,1.0,1.0
1.0,677.1733989233347,677.1733989233347,100.0,3.5044917e-18,0.01,677.1734,0.01,650.74744,,312.63425,100,0.009999998,98727.45160700625,68.74,98727.45160700625,677.1733989233347,100.0,1.0,1.0,1.0
1.0,658.2779445836505,658.2779445836505,100.0,3.5044917e-18,0.01,658.278,0.01,632.9501,,299.64407,100,0.009999998,90693.5002635271,66.85,90693.5002635271,658.2779445836505,100.0,1.0,1.0,1.0
1.0,689.0808027012098,689.0808027012098,100.0,3.5044917e-18,0.01,689.0808,0.01,665.9454,,273.70575,100,0.009999998,75671.56104561102,69.93,75671.56104561102,689.0808027012098,100.0,1.0,1.0,1.0
1.0,724.5829165475532,724.5829165475532,100.0,3.5044917e-18,0.01,724.5829,0.01,696.6092,,330.94528,100,0.009999998,110631.10999989967,73.48,110631.10999989967,724.5829165475532,100.0,1.0,1.0,1.0
1.0,686.1824466426815,686.1824466426815,100.0,3.5044917e-18,0.01,686.18243,0.01,659.39185,,316.9485,100,0.009999998,101471.06402937534,69.64,101471.06402937534,686.1824466426815,100.0,1.0,1.0,1.0
1.0,664.2912218608512,664.2912218608512,100.0,3.5044917e-18,0.01,664.2912,0.01,638.5511,,304.52075,100,0.009999998,93669.58725410386,67.45,93669.58725410386,664.2912218608512,100.0,1.0,1.0,1.0
1.0,703.2850060134016,703.2850060134016,100.0,3.5044917e-18,0.01,703.285,0.01,677.8034,,301.46194,100,0.009999998,91797.2712106478,71.35,91797.2712106478,703.2850060134016,100.0,1.0,1.0,1.0
1.0,657.969536620769,657.969536620769,100.0,3.5044917e-18,0.01,657.96954,0.01,632.1913,,304.97168,100,0.009999998,93947.19106134835,66.82,93947.19106134835,657.969536620769,100.0,1.0,1.0,1.0
1.0,623.5708652153334,623.5708652153334,100.0,3.5044917e-18,0.01,623.57086,0.01,599.2751,,287.43314,100,0.009999998,83452.34707720709,63.38,83452.34707720709,623.5708652153334,100.0,1.0,1.0,1.0
1.0,679.777088981539,679.777088981539,100.0,3.5044917e-18,0.01,679.7771,0.01,654.7559,,296.01486,100,0.009999998,88509.905243258,69.0,88509.905243258,679.777088981539,100.0,1.0,1.0,1.0
1.0,635.176408250119,635.176408250119,100.0,3.5044917e-18,0.01,635.1764,0.01,610.8475,,287.82544,100,0.009999998,83680.28956964081,64.54,83680.28956964081,635.176408250119,100.0,1.0,1.0,1.0
1.0,721.7724284033555,721.7724284033555,100.0,3.5044917e-18,0.01,721.7724,0.01,692.9664,,340.79187,100,0.009999998,117312.22479474993,73.2,117312.22479474993,721.7724284033555,100.0,1.0,1.0,1.0
1.0,724.771155308323,724.771155308323,100.0,3.5044917e-18,0.01,724.7711,0.01,696.02423,,340.09216,100,0.009999998,116830.98504119714,73.5,116830.98504119714,724.771155308323,100.0,1.0,1.0,1.0
1.0,657.0752342318563,657.0752342318563,100.0,3.5044917e-18,0.01,657.0752,0.01,632.1082,,295.37366,100,0.009999998,88126.86204027134,66.73,88126.86204027134,657.0752342318563,100.0,1.0,1.0,1.0
1.0,676.9737732822251,676.9737732822251,100.0,3.5044917e-18,0.01,676.97375,0.01,651.57196,,300.51807,100,0.009999998,91223.3387957974,68.72,91223.3387957974,676.9737732822251,100.0,1.0,1.0,1.0
1.0,727.0832131993889,727.0832131993889,100.0,3.5044917e-18,0.01,727.0832,0.01,698.92487,,333.12943,100,0.009999998,112096.17188355814,73.73,112096.17188355814,727.0832131993889,100.0,1.0,1.0,1.0
1.0,705.4806952912566,705.4806952912566,100.0,3.5044917e-18,0.01,705.48065,0.01,676.0104,,348.65067,100,0.009999998,122785.15125257077,71.57,122785.15125257077,705.4806952912566,100.0,1.0,1.0,1.0
1.0,712.0714297751033,712.0714297751033,100.0,3.5044917e-18,0.01,712.0714,0.01,681.0373,,367.15167,100,0.009999998,136161.96178086087,72.23,136161.96178086087,712.0714297751033,100.0,1.0,1.0,1.0
1.0,644.8862655146016,644.8862655146016,100.0,3.5044917e-18,0.01,644.8863,0.01,618.4342,,312.94324,100,0.009999998,98922.70305384003,65.51,98922.70305384003,644.8862655146016,100.0,1.0,1.0,1.0
1.0,627.9718545753049,627.9718545753049,100.0,3.5044917e-18,0.01,627.9718,0.01,603.45154,,290.08893,100,0.009999998,85001.59527341531,63.82,85001.59527341531,627.9718545753049,100.0,1.0,1.0,1.0
1.0,704.8799253497444,704.8799253497444,100.0,3.5044917e-18,0.01,704.8798,0.01,679.00165,,306.1539,100,0.009999998,94676.9648602994,71.51,94676.9648602994,704.8799253497444,100.0,1.0,1.0,1.0
1.0,721.6817286278579,721.6817286278579,100.0,3.5044917e-18,0.01,721.6817,0.01,692.9357,,340.08142,100,0.009999998,116823.62779305896,73.19,116823.62779305896,721.6817286278579,100.0,1.0,1.0,1.0
1.0,709.6868678386087,709.6868678386087,100.0,3.5044917e-18,0.01,709.6869,0.01,677.31415,,382.98804,100,0.009999998,148161.45912446963,71.99,148161.45912446963,709.6868678386087,100.0,1.0,1.0,1.0
1.0,680.1929260556471,680.1929260556471,100.0,3.5044917e-18,0.01,680.19293,0.01,650.3393,,353.18588,100,0.009999998,126000.25195741192,69.04,126000.25195741192,680.1929260556471,100.0,1.0,1.0,1.0
1.0,732.3698940591972,732.3698940591972,100.0,3.5044917e-18,0.01,732.3699,0.01,703.02747,,347.13782,100,0.009999998,121721.88092766682,74.26,121721.88092766682,732.3698940591972,100.0,1.0,1.0,1.0
1.0,719.7766023326669,719.7766023326669,100.0,3.5044917e-18,0.01,719.7766,0.01,696.38995,,276.67792,100,0.009999998,77323.90689783696,73.0,77323.90689783696,719.7766023326669,100.0,1.0,1.0,1.0
1.0,716.8871873768135,716.8871873768135,100.0,3.5044917e-18,0.01,716.8872,0.01,688.6596,,333.94876,100,0.009999998,112648.27156770842,72.71,112648.27156770842,716.8871873768135,100.0,1.0,1.0,1.0
1.0,662.278940316629,662.278940316629,100.0,3.5044917e-18,0.01,662.27893,0.01,632.47253,,352.62695,100,0.009999998,125601.78313959717,67.25,125601.78313959717,662.278940316629,100.0,1.0,1.0,1.0
1.0,686.2620191349915,686.2620191349915,100.0,3.5044917e-18,0.01,686.262,0.01,660.0907,,309.62216,100,0.009999998,96834.22464745637,69.65,96834.22464745637,686.2620191349915,100.0,1.0,1.0,1.0
1.0,721.1734589559154,721.1734589559154,100.0,3.5044917e-18,0.01,721.1734,0.01,695.2698,,306.45456,100,0.009999998,94863.04322285113,73.14,94863.04322285113,721.1734589559154,100.0,1.0,1.0,1.0
1.0,719.6844900383064,719.6844900383064,100.0,3.5044917e-18,0.01,719.6845,0.01,688.8083,,365.2834,100,0.009999998,134779.7483408072,72.99,134779.7483408072,719.6844900383064,100.0,1.0,1.0,1.0
1.0,704.2816659066519,704.2816659066519,100.0,3.5044917e-18,0.01,704.2817,0.01,678.0459,,310.38425,100,0.009999998,97311.4994508615,71.45,97311.4994508615,704.2816659066519,100.0,1.0,1.0,1.0
1.0,726.1872479943253,726.1872479943253,100.0,3.5044917e-18,0.01,726.18726,0.01,694.5124,,374.7322,100,0.009999998,141842.6512071353,73.64,141842.6512071353,726.1872479943253,100.0,1.0,1.0,1.0
1.0,646.0784940619627,646.0784940619627,100.0,3.5044917e-18,0.01,646.0784,0.01,619.6064,,313.17987,100,0.009999998,99072.3437618938,65.63,99072.3437618938,646.0784940619627,100.0,1.0,1.0,1.0
1.0,630.7731149558961,630.7731149558961,100.0,3.5044917e-18,0.01,630.77313,0.01,603.5153,,322.47592,100,0.009999998,105041.14279523192,64.1,105041.14279523192,630.7731149558961,100.0,1.0,1.0,1.0
1.0,632.4802107182458,632.4802107182458,100.0,3.5044917e-18,0.01,632.4802,0.01,609.0504,,277.1883,100,0.009999998,77609.44697552217,64.27,77609.44697552217,632.4802107182458,100.0,1.0,1.0,1.0
1.0,685.9683896730993,685.9683896730993,100.0,3.5044917e-18,0.01,685.9684,0.01,657.9272,,331.7438,100,0.009999998,111165.59845368081,69.62,111165.59845368081,685.9683896730993,100.0,1.0,1.0,1.0
1.0,694.3852012874867,694.3852012874867,100.0,3.5044917e-18,0.01,694.38513,0.01,671.1842,,274.48013,100,0.009999998,76100.34976231513,70.46,76100.34976231513,694.3852012874867,100.0,1.0,1.0,1.0
1.0,700.2825496110944,700.2825496110944,100.0,3.5044917e-18,0.01,700.28253,0.01,675.68335,,291.02234,100,0.009999998,85549.5045843554,71.05,85549.5045843554,700.2825496110944,100.0,1.0,1.0,1.0
1.0,679.6716985267702,679.6716985267702,100.0,3.5044917e-18,0.01,679.67163,0.01,654.3856,,299.14786,100,0.009999998,90393.37562930377,68.99,90393.37562930377,679.6716985267702,100.0,1.0,1.0,1.0
1.0,666.3769797389241,666.3769797389241,100.0,3.5044917e-18,0.01,666.37695,0.01,641.51935,,294.07986,100,0.009999998,87356.52539102151,67.66,87356.52539102151,666.3769797389241,100.0,1.0,1.0,1.0
1.0,653.2829384492145,653.2829384492145,100.0,3.5044917e-18,0.01,653.2829,0.01,628.97925,,287.52664,100,0.009999998,83506.63687018327,66.35,83506.63687018327,653.2829384492145,100.0,1.0,1.0,1.0
1.0,701.4806120560878,701.4806120560878,100.0,3.5044917e-18,0.01,701.48065,0.01,675.8708,,302.9797,100,0.009999998,92723.95412974175,71.17,92723.95412974175,701.4806120560878,100.0,1.0,1.0,1.0
1.0,691.7722148536216,691.7722148536216,100.0,3.5044917e-18,0.01,691.7722,0.01,661.96136,,352.67944,100,0.009999998,125639.18277616883,70.2,125639.18277616883,691.7722148536216,100.0,1.0,1.0,1.0
1.0,743.9766907245138,743.9766907245138,100.0,3.5044917e-18,0.01,743.9767,0.01,715.7158,,334.34247,100,0.009999998,112914.04097350796,75.42,112914.04097350796,743.9766907245138,100.0,1.0,1.0,1.0
1.0,730.4706731373076,730.4706731373076,100.0,3.5044917e-18,0.01,730.47064,0.01,702.0979,,335.66568,100,0.009999998,113809.5485996252,74.07,113809.5485996252,730.4706731373076,100.0,1.0,1.0,1.0
1.0,689.8696719140305,689.8696719140305,100.0,3.5044917e-18,0.01,689.8697,0.01,663.9354,,306.81744,100,0.009999998,95087.82360748836,70.01,95087.82360748836,689.8696719140305,100.0,1.0,1.0,1.0
1.0,652.7880574071955,652.7880574071955,100.0,3.5044917e-18,0.01,652.7881,0.01,629.5351,,275.09607,100,0.009999998,76442.27345103315,66.3,76442.27345103315,652.7880574071955,100.0,1.0,1.0,1.0
1.0,678.2804008605493,678.2804008605493,100.0,3.5044917e-18,0.01,678.2804,0.01,652.00183,,310.89066,100,0.009999998,97629.27918758708,68.85,97629.27918758708,678.2804008605493,100.0,1.0,1.0,1.0
1.0,671.5835240528779,671.5835240528779,100.0,3.5044917e-18,0.01,671.58356,0.01,645.3265,,310.6368,100,0.009999998,97469.93001775457,68.18,97469.93001775457,671.5835240528779,100.0,1.0,1.0,1.0
1.0,663.5840827263637,663.5840827263637,100.0,3.5044917e-18,0.01,663.58405,0.01,639.0443,,290.31894,100,0.009999998,85136.46360249672,67.38,85136.46360249672,663.5840827263637,100.0,1.0,1.0,1.0
1.0,685.2823705628116,685.2823705628116,100.0,3.5044917e-18,0.01,685.28235,0.01,658.6167,,315.47015,100,0.009999998,100526.68262475834,69.55,100526.68262475834,685.2823705628116,100.0,1.0,1.0,1.0
1.0,685.4718218448645,685.4718218448645,100.0,3.5044917e-18,0.01,685.4718,0.01,658.23584,,322.21756,100,0.009999998,104872.86285517005,69.57,104872.86285517005,685.4718218448645,100.0,1.0,1.0,1.0
1.0,712.5742703051837,712.5742703051837,100.0,3.5044917e-18,0.01,712.5742,0.01,684.2593,,334.98184,100,0.009999998,113346.30414981904,72.28,113346.30414981904,712.5742703051837,100.0,1.0,1.0,1.0
1.0,710.9698084935981,710.9698084935981,100.0,3.5044917e-18,0.01,710.9698,0.01,678.7673,,380.97427,100,0.009999998,146607.48684909014,72.12,146607.48684909014,710.9698084935981,100.0,1.0,1.0,1.0
1.0,729.6792191141308,729.6792191141308,100.0,3.5044917e-18,0.01,729.67926,0.01,701.7866,,329.98575,100,0.009999998,109990.51162115039,73.99,109990.51162115039,729.6792191141308,100.0,1.0,1.0,1.0
1.0,671.5730698632933,671.5730698632933,100.0,3.5044917e-18,0.01,671.57306,0.01,647.4004,,285.97687,100,0.009999998,82608.87099633201,68.18,82608.87099633201,671.5730698632933,100.0,1.0,1.0,1.0
1.0,666.2649719692703,666.2649719692703,100.0,3.5044917e-18,0.01,666.26495,0.01,638.9416,,323.25146,100,0.009999998,105547.00220100382,67.65,105547.00220100382,666.2649719692703,100.0,1.0,1.0,1.0
1.0,716.0687300170503,716.0687300170503,100.0,3.5044917e-18,0.01,716.06866,0.01,686.20667,,353.2851,100,0.009999998,126071.07562853674,72.63,126071.07562853674,716.0687300170503,100.0,1.0,1.0,1.0
1.0,711.1817291304153,711.1817291304153,100.0,3.5044917e-18,0.01,711.1817,0.01,683.48535,,327.66425,100,0.009999998,108448.35759687002,72.14,108448.35759687002,711.1817291304153,100.0,1.0,1.0,1.0
1.0,647.9870473720999,647.9870473720999,100.0,3.5044917e-18,0.01,647.98706,0.01,623.4148,,290.70398,100,0.009999998,85362.42973062578,65.82,85362.42973062578,647.9870473720999,100.0,1.0,1.0,1.0
1.0,691.7848245435989,691.7848245435989,100.0,3.5044917e-18,0.01,691.7848,0.01,667.95215,,281.95386,100,0.009999998,80300.99743404648,70.2,80300.99743404648,691.7848245435989,100.0,1.0,1.0,1.0
1.0,683.8787600525959,683.8787600525959,100.0,3.5044917e-18,0.01,683.8788,0.01,656.27466,,326.57248,100,0.009999998,107726.85285878941,69.41,107726.85285878941,683.8787600525959,100.0,1.0,1.0,1.0
1.0,684.3712990174229,684.3712990174229,100.0,3.5044917e-18,0.01,684.37134,0.01,656.24884,,332.7057,100,0.009999998,111811.19958982519,69.46,111811.19958982519,684.3712990174229,100.0,1.0,1.0,1.0
1.0,704.5801620776714,704.5801620776714,100.0,3.5044917e-18,0.01,704.58014,0.01,677.85956,,316.11987,100,0.009999998,100941.17851558134,71.48,100941.17851558134,704.5801620776714,100.0,1.0,1.0,1.0
1.0,663.5909174198579,663.5909174198579,100.0,3.5044917e-18,0.01,663.59094,0.01,638.4586,,297.32986,100,0.009999998,89298.03174115601,67.38,89298.03174115601,663.5909174198579,100.0,1.0,1.0,1.0
1.0,689.0788917359777,689.0788917359777,100.0,3.5044917e-18,0.01,689.07886,0.01,661.27563,,328.92786,100,0.009999998,109286.4157847764,69.93,109286.4157847764,689.0788917359777,100.0,1.0,1.0,1.0
1.0,678.4717123969995,678.4717123969995,100.0,3.5044917e-18,0.01,678.4717,0.01,648.08405,,359.50348,100,0.009999998,130548.25884735171,68.87,130548.25884735171,678.4717123969995,100.0,1.0,1.0,1.0
1.0,653.0862472015586,653.0862472015586,100.0,3.5044917e-18,0.01,653.08624,0.01,627.4969,,302.7367,100,0.009999998,92575.26047688272,66.33,92575.26047688272,653.0862472015586,100.0,1.0,1.0,1.0
1.0,707.7712098958575,707.7712098958575,100.0,3.5044917e-18,0.01,707.77124,0.01,681.7442,,307.91513,100,0.009999998,95769.41838834838,71.8,95769.41838834838,707.7712098958575,100.0,1.0,1.0,1.0
1.0,670.7810729553629,670.7810729553629,100.0,3.5044917e-18,0.01,670.78107,0.01,644.6829,,308.7565,100,0.009999998,96293.52501235594,68.1,96293.52501235594,670.7810729553629,100.0,1.0,1.0,1.0
1.0,683.5822610780928,683.5822610780928,100.0,3.5044917e-18,0.01,683.5823,0.01,655.8337,,328.28192,100,0.009999998,108857.59902691818,69.38,108857.59902691818,683.5822610780928,100.0,1.0,1.0,1.0
1.0,628.1805007232911,628.1805007232911,100.0,3.5044917e-18,0.01,628.18054,0.01,604.099,,284.8985,100,0.009999998,81987.0224528435,63.84,81987.0224528435,628.1805007232911,100.0,1.0,1.0,1.0
1.0,673.9844464453904,673.9844464453904,100.0,3.5044917e-18,0.01,673.98444,0.01,647.7355,,310.54022,100,0.009999998,97409.32469360973,68.42,97409.32469360973,673.9844464453904,100.0,1.0,1.0,1.0
1.0,672.58940973577,672.58940973577,100.0,3.5044917e-18,0.01,672.58936,0.01,642.3264,,358.02792,100,0.009999998,129478.79340210481,68.28,129478.79340210481,672.58940973577,100.0,1.0,1.0,1.0
1.0,661.7717449225404,661.7717449225404,100.0,3.5044917e-18,0.01,661.7717,0.01,634.9034,,317.86813,100,0.009999998,102060.75119429831,67.2,102060.75119429831,661.7717449225404,100.0,1.0,1.0,1.0
1.0,709.0775857285117,709.0775857285117,100.0,3.5044917e-18,0.01,709.0776,0.01,679.58826,,348.87613,100,0.009999998,122943.9967837452,71.93,122943.9967837452,709.0775857285117,100.0,1.0,1.0,1.0
1.0,674.8703139223488,674.8703139223488,100.0,3.5044917e-18,0.01,674.8703,0.01,649.36975,,301.6866,100,0.009999998,91934.16174820857,68.51,91934.16174820857,674.8703139223488,100.0,1.0,1.0,1.0
1.0,663.4695425571038,663.4695425571038,100.0,3.5044917e-18,0.01,663.4695,0.01,637.2223,,310.51968,100,0.009999998,97396.44659729039,67.37,97396.44659729039,663.4695425571038,100.0,1.0,1.0,1.0
1.0,661.0746449401292,661.0746449401292,100.0,3.5044917e-18,0.01,661.0746,0.01,635.2487,,305.53467,100,0.009999998,94294.37563158007,67.13,94294.37563158007,661.0746449401292,100.0,1.0,1.0,1.0
1.0,712.2691280877273,712.2691280877273,100.0,3.5044917e-18,0.01,712.2691,0.01,687.5421,,292.53442,100,0.009999998,86440.78905734152,72.25,86440.78905734152,712.2691280877273,100.0,1.0,1.0,1.0
1.0,697.8724031441058,697.8724031441058,100.0,3.5044917e-18,0.01,697.8724,0.01,670.32477,,325.90405,100,0.009999998,107286.31799389885,70.81,107286.31799389885,697.8724031441058,100.0,1.0,1.0,1.0
1.0,711.978763271119,711.978763271119,100.0,3.5044917e-18,0.01,711.9787,0.01,682.6929,,346.46835,100,0.009999998,121252.84573756802,72.22,121252.84573756802,711.978763271119,100.0,1.0,1.0,1.0
1.0,703.5845078079831,703.5845078079831,100.0,3.5044917e-18,0.01,703.5845,0.01,673.1013,,360.63336,100,0.009999998,131370.13102576134,71.38,131370.13102576134,703.5845078079831,100.0,1.0,1.0,1.0
1.0,665.9746064332523,665.9746064332523,100.0,3.5044917e-18,0.01,665.9746,0.01,639.9146,,308.30493,100,0.009999998,96012.05191122925,67.62,96012.05191122925,665.9746064332523,100.0,1.0,1.0,1.0
1.0,718.576821643893,718.576821643893,100.0,3.5044917e-18,0.01,718.57684,0.01,688.0436,,361.22653,100,0.009999998,131802.64341615906,72.88,131802.64341615906,718.576821643893,100.0,1.0,1.0,1.0
1.0,714.9830337829611,714.9830337829611,100.0,3.5044917e-18,0.01,714.983,0.01,685.6492,,347.0357,100,0.009999998,121650.29660268976,72.52,121650.29660268976,714.9830337829611,100.0,1.0,1.0,1.0
1.0,691.3767927655724,691.3767927655724,100.0,3.5044917e-18,0.01,691.3768,0.01,666.3481,,296.10364,100,0.009999998,88562.98962794903,70.16,88562.98962794903,691.3767927655724,100.0,1.0,1.0,1.0
1.0,717.8780999914705,717.8780999914705,100.0,3.5044917e-18,0.01,717.8781,0.01,687.09265,,364.20953,100,0.009999998,133988.49936650926,72.81,133988.49936650926,717.8780999914705,100.0,1.0,1.0,1.0
1.0,711.2776397449812,711.2776397449812,100.0,3.5044917e-18,0.01,711.27765,0.01,681.1271,,356.69885,100,0.009999998,128519.27039014836,72.15,128519.27039014836,711.2776397449812,100.0,1.0,1.0,1.0
1.0,653.2805421832804,653.2805421832804,100.0,3.5044917e-18,0.01,653.2806,0.01,626.60614,,315.57385,100,0.009999998,100592.78444349009,66.35,100592.78444349009,653.2805421832804,100.0,1.0,1.0,1.0
1.0,700.4710818982568,700.4710818982568,100.0,3.5044917e-18,0.01,700.471,0.01,673.80725,,315.4481,100,0.009999998,100512.61980630824,71.07,100512.61980630824,700.4710818982568,100.0,1.0,1.0,1.0
1.0,691.8768331753735,691.8768331753735,100.0,3.5044917e-18,0.01,691.87683,0.01,664.9641,,318.39304,100,0.009999998,102398.11401905095,70.21,102398.11401905095,691.8768331753735,100.0,1.0,1.0,1.0
1.0,653.3777570581738,653.3777570581738,100.0,3.5044917e-18,0.01,653.37775,0.01,629.1856,,286.20718,100,0.009999998,82741.96268918608,66.36,82741.96268918608,653.3777570581738,100.0,1.0,1.0,1.0
1.0,676.679285942871,676.679285942871,100.0,3.5044917e-18,0.01,676.6793,0.01,649.4475,,322.1681,100,0.009999998,104840.68444218491,68.69,104840.68444218491,676.679285942871,100.0,1.0,1.0,1.0
1.0,676.4762875817174,676.4762875817174,100.0,3.5044917e-18,0.01,676.4763,0.01,648.83167,,327.0521,100,0.009999998,108043.4930912999,68.67,108043.4930912999,676.4762875817174,100.0,1.0,1.0,1.0
