AvgDiscRet,MinNormIw,IterType,Bound,MaxNormIw,J,ESSRenyi,MaxVanillaIw,VarVanillaIw,AvgEpLen,AvgNormIw,ESSClassic,VanillaAvgRet,AvgVanillaIw,VarJ,BatchSize,Delta,VarNormIw,VarRet,AvgRet,VarDiscRet,MinVanillaIw,eRenyi2,EpsThisIter
107.9389303763378,,1,261.91776,0.81689775,456.08206,2.9553529131777148,105.72541,112.1289,11.8,0.010000002,1.486504779948203,107.9389303763378,1.2942307,468.4493,100,0.7,0.0066941325,10041.270214612372,107.9389303763378,10041.270214612372,,33.836906,100
269.1614283891098,,1,698.2025,0.8348498,1320.634,2.4874028168500892,135.8587,184.93452,27.93,0.01,1.4258313649629593,269.1614283891098,1.6273432,1606.5715,100,0.7,0.006983286,47126.828018413304,269.1614283891098,47126.828018413304,,40.202576,100
688.7901652497893,nan,,nan,nan,nan,nan,inf,nan,27.93,nan,nan,269.1614283891098,inf,nan,200,0.7,nan,47126.828018413304,269.1614283891098,619184.3944942788,0.0073605888,nan,100
320.1697236270757,2.0633536e-29,1,601.6413,0.37467033,1017.46423,11.563609856532304,101.69414,62.43214,33.03,0.005,5.7589450286068775,320.1697236270757,1.3571149,4501.0366,200,0.7,0.000847452,101103.74462346555,320.1697236270757,101103.74462346555,5.600416e-27,17.295637,100
912.7225598113754,0.01,2,585.40686,0.01,912.72253,200.0,1.0,,92.29,0.009999998,100.0,912.7225598113754,1.0,836.98737,200,0.7,3.5044917e-18,707624.154629992,912.7225598113754,707624.154629992,1.0,1.0,100
900.19840626642,,1,1991.7515,0.52970976,3717.3833,3.5978031968273276,196.84514,219.58183,91.05,0.0049999994,3.111108575085749,900.19840626642,1.858047,10435.322,200,0.7,0.0015900945,576939.977467091,900.19840626642,576939.977467091,,55.589478,100
2130.6074516010585,0.01,2,1803.2808,0.01,2130.6074,200.0,1.0,,213.98,0.009999998,100.0,2130.6074516010585,1.0,1489.8958,200,0.7,3.5044917e-18,2242211.5072690817,2130.6074516010585,2242211.5072690817,1.0,1.0,100
1926.1979006832466,,1,3875.7356,0.2035802,4645.6963,18.072815672450897,37.014015,14.741437,193.55,0.005,10.667522158207246,1926.1979006832466,0.909077,1913.7341,200,0.7,0.0004459422,2123615.58055062,1926.1979006832466,2123615.58055062,,11.066344,100
4058.9662780456915,0.01,2,3731.6394,0.01,4058.966,200.0,1.0,,406.45,0.009999998,100.0,4058.9662780456915,1.0,1262.7465,200,0.7,3.5044917e-18,1610635.0120192554,4058.9662780456915,1610635.0120192554,1.0,1.0,100
4301.5788989057255,3.370316e-06,1,4376.7637,0.032360855,4791.467,62.30006640996859,7.4204063,2.6782267,430.6,0.005,66.06577730834024,4301.5788989057255,1.1465096,635.12836,200,0.7,5.093683e-05,1321266.171538002,4301.5788989057255,1321266.171538002,0.00077281997,3.2102695,100
