VarRet,VarNormIw,AvgNormIw,MaxVanillaIw,J,MinNormIw,AvgEpLen,ESSRenyi,Bound,VarJ,MaxNormIw,eRenyi2,MinVanillaIw,VarDiscRet,VarVanillaIw,BatchSize,AvgDiscRet,AvgVanillaIw,ESSClassic,AvgRet
5688470.842681565,0.0100000035,0.01,17166.879,2645.1938,,200.0,0.006464679114540983,452091.34,,1.0,15468.672,,5688470.842681565,2947017.8,100,4.956746124662459e-13,171.6688,1.0,-2654.305220661724
114.64283842312986,0.010000002,0.01,1983.684,10.7973795,,200.0,0.043217797122619,205.18086,1.4756917e-17,1.0,2313.8616,,114.64283842312983,39350.023,100,4.245492846166599e-15,19.83684,1.0,-13.679906597995648
104.23593243360206,3.766544e-05,0.009999999,1.6834229,0.36528292,0.00044942787,200.0,76.23794986036779,-0.6573761,11.337982,0.017633988,1.3116827,0.042904485,104.23593243360203,0.3432642,100,-3.197442310920451e-15,0.95464677,72.83917803595342,-14.952573757186926
115.53768830561755,7.019347e-05,0.010000002,10443982000000.0,0.45390564,,200.0,,2796943800000.0,13.726011,0.016949154,inf,,115.53768830561755,2.6652188e+25,100,1.4210854715202005e-15,6161948500000.0,58.999993012696756,-16.199936087140532
125.30442478379928,3.5044917e-18,0.009999998,1.0,-5.9604645e-08,0.01,200.0,nan,-0.94144464,11.137836,0.01,nan,1.0,125.30442478379926,,100,2.0605739337042904e-15,1.0,100.0,-13.592770352745259
114.66217769657065,3.5044917e-18,0.009999998,1.0,2.9802322e-08,0.01,200.0,nan,-0.9005785,10.654368,0.01,nan,1.0,114.66217769657067,,100,-1.5276668818842154e-15,1.0,100.0,-13.935649750082812
112.13579761524466,3.5044917e-18,0.009999998,1.0,8.195639e-08,0.01,200.0,nan,-0.89060193,10.536339,0.01,nan,1.0,112.13579761524464,,100,-1.9184653865522706e-15,1.0,100.0,-15.977502453007048
109.26585102308348,3.5044917e-18,0.009999998,1.0,,0.01,200.0,nan,-0.8791315,10.400635,0.01,nan,1.0,109.26585102308348,,100,9.237055564881303e-16,1.0,100.0,-13.235589373535039
116.19383203321892,3.5044917e-18,0.009999998,1.0,1.7881393e-07,0.01,200.0,nan,-0.90657365,10.725292,0.01,nan,1.0,116.19383203321891,,100,-3.623767952376511e-15,1.0,100.0,-14.160843776332642
112.77321058805451,3.5044917e-18,0.009999998,1.0,2.0861626e-07,0.01,200.0,nan,-0.89312947,10.566243,0.01,nan,1.0,112.77321058805451,,100,-1.2789769243681803e-15,1.0,100.0,-14.306157221364119
114.54632008966207,3.5044917e-18,0.009999998,1.0,1.0430813e-07,0.01,200.0,nan,-0.90012354,10.648984,0.01,nan,1.0,114.54632008966207,,100,4.618527782440651e-16,1.0,100.0,-14.761889612025218
105.37661858409095,3.5044917e-18,0.009999998,1.0,-5.9604645e-08,0.01,200.0,nan,-0.8633436,10.213857,0.01,nan,1.0,105.37661858409095,,100,-3.3750779948604757e-15,1.0,100.0,-16.190213438461022
107.9282984931187,3.5044917e-18,0.009999998,1.0,1.1920929e-07,0.01,200.0,nan,-0.8737338,10.336779,0.01,nan,1.0,107.92829849311873,,100,-1.3322676295501878e-15,1.0,100.0,-13.189357983465197
107.3703507936151,3.5044917e-18,0.009999998,1.0,,0.01,200.0,nan,-0.87147266,10.310026,0.01,nan,1.0,107.37035079361513,,100,-1.2612133559741778e-15,1.0,100.0,-15.16746204698518
107.67375646971533,3.5044917e-18,0.009999998,1.0,-4.4703484e-08,0.01,200.0,nan,-0.8727031,10.324584,0.01,nan,1.0,107.67375646971533,,100,-2.3092638912203257e-15,1.0,100.0,-14.796944330482697
113.70015284679188,3.5044917e-18,0.009999998,1.0,-1.4901161e-07,0.01,200.0,nan,-0.8967927,10.609578,0.01,nan,1.0,113.70015284679188,,100,8.171241461241152e-16,1.0,100.0,-14.827819608035695
115.8244337818433,3.5044917e-18,0.009999998,1.0,2.9802322e-08,0.01,200.0,nan,-0.90513134,10.70823,0.01,nan,1.0,115.8244337818433,,100,1.0658141036401502e-15,1.0,100.0,-14.468436317889624
104.34780105261729,3.5044917e-18,0.009999998,1.0,,0.01,200.0,nan,-0.85911864,10.163873,0.01,nan,1.0,104.34780105261729,,100,1.2612133559741778e-15,1.0,100.0,-16.513372313902874
110.46097247637196,3.5044917e-18,0.009999998,1.0,-1.3411045e-07,0.01,200.0,nan,-0.8839261,10.457359,0.01,nan,1.0,110.46097247637196,,100,-3.854694341498543e-15,1.0,100.0,-15.018587373672661
109.22307700875177,3.5044917e-18,0.009999998,1.0,-2.9802322e-08,0.01,200.0,nan,-0.8789591,10.398599,0.01,nan,1.0,109.22307700875179,,100,2.6290081223123707e-15,1.0,100.0,-14.735358776524077
117.36488027518416,3.5044917e-18,0.009999998,1.0,1.4901161e-07,0.01,200.0,nan,-0.9111304,10.779203,0.01,nan,1.0,117.36488027518415,,100,1.9895196601282807e-15,1.0,100.0,-16.48267993096039
100.4436586342581,3.5044917e-18,0.009999998,1.0,2.9802322e-08,0.01,200.0,nan,-0.8428936,9.971922,0.01,nan,1.0,100.4436586342581,,100,1.7408297026122454e-15,1.0,100.0,-15.63145858347892
103.7311971805891,3.5044917e-18,0.009999998,1.0,,0.01,200.0,nan,-0.8565767,10.133799,0.01,nan,1.0,103.7311971805891,,100,-2.255973186038318e-15,1.0,100.0,-13.331824688447073
99.15131724465762,3.5044917e-18,0.009999998,1.0,7.4505806e-08,0.01,200.0,nan,-0.83745354,9.907562,0.01,nan,1.0,99.15131724465762,,100,-2.486899575160351e-16,1.0,100.0,-12.279647263291551
109.94481815564941,3.5044917e-18,0.009999998,1.0,,0.01,200.0,nan,-0.8818585,10.4328985,0.01,nan,1.0,109.94481815564943,,100,-3.517186542012496e-15,1.0,100.0,-14.943618828366075
111.49605249437833,3.5044917e-18,0.009999998,1.0,-1.1920929e-07,0.01,200.0,nan,-0.8880577,10.506241,0.01,nan,1.0,111.49605249437833,,100,-1.2434497875801752e-15,1.0,100.0,-12.705384310828492
114.79573443170943,3.5044917e-18,0.009999998,1.0,-7.450581e-09,0.01,200.0,nan,-0.9011028,10.660571,0.01,nan,1.0,114.79573443170945,,100,1.2434497875801752e-15,1.0,100.0,-13.300728211767561
97.36386525950302,3.5044917e-18,0.009999998,1.0,,0.01,200.0,nan,-0.8298706,9.817853,0.01,nan,1.0,97.36386525950302,,100,-2.3092638912203257e-16,1.0,100.0,-13.320994883816745
112.24694911268509,3.5044917e-18,0.009999998,1.0,8.940697e-08,0.01,200.0,nan,-0.89104325,10.54156,0.01,nan,1.0,112.24694911268509,,100,5.861977570020827e-16,1.0,100.0,-14.718931503243338
112.83985754908531,3.5044917e-18,0.009999998,1.0,-5.9604645e-08,0.01,200.0,nan,-0.8933934,10.569365,0.01,nan,1.0,112.83985754908531,,100,-2.9487523534044156e-15,1.0,100.0,-16.392024772483968
118.59827129571046,3.5044917e-18,0.009999998,1.0,8.940697e-08,0.01,200.0,nan,-0.9159054,10.835694,0.01,nan,1.0,118.59827129571046,,100,-2.3092638912203257e-16,1.0,100.0,-15.237006255562415
112.85631691415878,3.5044917e-18,0.009999998,1.0,-5.9604645e-08,0.01,200.0,nan,-0.89345855,10.570135,0.01,nan,1.0,112.85631691415881,,100,-2.042810365310288e-15,1.0,100.0,-13.022187067085724
117.99452488196182,3.5044917e-18,0.009999998,1.0,-5.9604645e-08,0.01,200.0,nan,-0.9135714,10.80808,0.01,nan,1.0,117.99452488196182,,100,3.552713678800501e-16,1.0,100.0,-13.475644626468906
