VanillaAvgRet,VarDiscRet,MaxNormIw,ESSRenyi,MinNormIw,VarVanillaIw,eRenyi2,BatchSize,AvgRet,MaxVanillaIw,MinVanillaIw,AvgNormIw,VarNormIw,AvgVanillaIw,J,AvgDiscRet,ESSClassic,Bound,VarRet,VarJ,AvgEpLen
107.93890164360731,10227.808512365953,0.443857,6.404661204846594,7.007067e-19,13.568516,15.613628,100,107.93890164360731,34.90705,5.5106948e-17,0.01,0.0021937757,0.7864481,326.5755,107.93890164360731,4.401723345503091,166.98619,10227.808512365953,409.0743,11.8
387.23321934834865,155534.21045524487,0.5793716,9.549096740046254,3.7691116e-14,58.830257,10.472195,100,387.23321934834865,75.54366,4.9145063e-12,0.010000002,0.0034603414,1.3038898,2053.7751,387.23321934834865,2.8362854414905767,1256.0327,155534.21045524487,5247.603,39.74
1126.409129227345,1514766.8702566666,0.52624565,7.918164508427873,4.9461064e-11,62.669666,12.6291895,100,1126.409129227345,77.86482,7.3184014e-09,0.01,0.0028625417,1.4796288,3955.9429,1126.409129227345,3.4084135349570164,2460.501,1514766.8702566666,5889.5664,113.62
3594.593904297602,3346944.0752220172,0.046612978,35.43594757718567,9.671253e-10,2.184498,2.821993,100,3594.593904297602,5.6444445,1.17110844e-07,0.010000003,0.00014897827,1.210917,4861.8125,3594.593904297602,40.40591058124449,4154.902,3346944.0752220172,396.4004,359.93
4565.918838532935,1359706.0022675353,0.02131048,67.0779222960033,4.9487664e-08,0.47082883,1.4908035,100,4565.918838532935,2.3300061,5.4107913e-06,0.01,3.938541e-05,1.0933616,4933.0005,4565.918838532935,71.9468103159495,4419.1973,1359706.0022675353,271.6174,456.8
4959.3240875968295,86693.87291733311,0.012495589,96.3921520320861,0.0011878692,0.04644103,1.0374289,100,4959.3240875968295,1.2273437,0.11667507,0.01,4.813744e-06,0.98222154,4991.8154,4959.3240875968295,95.45119075035038,4563.202,86693.87291733311,57.71147,495.98
4969.684500175396,90067.96503241465,0.0139180655,97.6207311481591,0.005465307,0.022660935,1.0243726,100,4969.684500175396,1.3851478,0.5439159,0.01,2.2879333e-06,0.9952158,4980.699,4969.684500175396,97.78510963339487,4554.7915,90067.96503241465,189.85234,497.01
4839.855443259516,621488.725574586,0.015526979,87.17798161018781,0.0004958001,0.15322456,1.1470786,100,4839.855443259516,1.5912397,0.05081071,0.01,1.4589185e-05,1.0248225,4978.435,4839.855443259516,87.3795158069469,4527.7397,621488.725574586,116.50287,484.07
4947.898001135331,170330.24355049623,0.013631071,94.9133288459826,0.0029162366,0.066497386,1.0535928,100,4947.898001135331,1.350258,0.28887472,0.01,6.776899e-06,0.99057364,4980.212,4947.898001135331,93.71270132090933,4548.2725,170330.24355049623,134.95929,494.84
4880.619512484052,520313.44291386293,0.017259037,93.96477987534102,0.0032631182,0.07384612,1.0642285,100,4880.619512484052,1.6395528,0.3099857,0.01,8.182952e-06,0.94996774,4917.565,4880.619512484052,92.50599375419839,4483.4507,520313.44291386293,577.00616,488.13
