AvgVanillaIw,AvgDiscRet,AvgEpLen,ESSRenyi,MaxNormIw,VarJ,VarRet,MinVanillaIw,AvgNormIw,VarDiscRet,VarNormIw,VarVanillaIw,J,Bound,MinNormIw,ESSClassic,AvgRet,MaxVanillaIw,eRenyi2,BatchSize
1.119505,-1704.5819581729843,200.0,40.0617100468327,0.031069173,169.29312,4553425.762000742,1.9451814e-12,0.009999998,4553425.762000742,0.00012038337,1.5087544,-73.248,-838.0482,1.737537e-14,45.624701915283936,-1704.5819581729843,3.4782095,2.496149,100
1.0212207,-57.866896171165735,200.0,91.34570853836443,0.012716499,53.59917,98067.03997574466,0.1602714,0.01,98067.03997574466,1.05931695e-05,0.11047529,-18.893084,-274.39743,0.0015694101,90.50820107133393,-57.866896171165735,1.2986352,1.0947422,100
0.9431416,-12.363208375108,200.0,89.38107664425873,0.014273642,9.606411,211.90178117060714,0.07607036,0.01,211.90178117060714,1.6419512e-05,0.1460542,-10.325503,-21.051903,0.00080656353,86.01757484907546,-12.363208375108,1.3462064,1.118805,100
0.96784735,-8.831945532447484,200.0,61.77080861906889,0.025880206,8.714974,64.79388977791125,0.0024654872,0.01,64.79388977791125,6.7388515e-05,0.6312474,-7.214547,-10.109743,2.5473926e-05,59.98274703699074,-8.831945532447484,2.504809,1.6188877,100
0.98811394,-8.99564568699339,200.0,57.730919500590794,0.024428586,8.566162,55.40350587413188,0.000688152,0.010000002,55.40350587413188,6.9496906e-05,0.6785465,-8.055269,-10.740157,6.964298e-06,59.2410180886166,-8.99564568699339,2.4138227,1.732174,100
1.0216639,-9.393870153530901,200.0,93.55828521921923,0.012368674,7.9787064,64.22801595132195,0.22466503,0.01,64.22801595132195,6.511613e-06,0.067968026,-9.156361,-11.574843,0.0021990112,93.94389112599106,-9.393870153530901,1.2636628,1.0688524,100
0.7449318,-8.52754813719024,200.0,8.659008754502812,0.20733918,10.5051155,62.049637236315434,,0.01,62.049637236315434,0.0016067656,8.916315,-2.2430563,-9.6825905,,5.914717685555783,-8.52754813719024,15.445354,11.548666,100
0.9475763,-10.191862639269226,200.0,15.414138775553404,0.096070156,9.81171,69.64688808951345,,0.01,69.64688808951345,0.00057827076,5.192297,-4.73929,-10.26669,,14.870153550567798,-10.191862639269226,9.10338,6.4875503,100
1.0296986,-8.484617746597278,200.0,60.92412025206871,0.024421372,8.22714,63.150237695751585,0.00022830903,0.01,63.150237695751585,6.044997e-05,0.64093846,-7.3542504,-10.078675,2.2172414e-06,62.560416653825456,-8.484617746597278,2.5146651,1.641386,100
1.0270069,-8.851766525998249,200.0,75.38625014199052,0.046134844,9.2782755,61.088522179742625,0.65933347,0.01,61.088522179742625,3.2596166e-05,0.34380588,-8.135651,-10.633472,0.0064199516,75.60280636212555,-8.851766525998249,4.7380805,1.3265018,100
0.9748724,-9.58943068651111,200.0,85.73506820135078,0.043323703,8.486216,70.78253112866791,0.8012224,0.01,70.78253112866791,1.8486922e-05,0.1756953,-9.234674,-11.536743,0.008218741,84.52939757421571,-9.58943068651111,4.2235084,1.1663839,100
0.98987794,-8.790880848271154,200.0,87.15196026790325,0.015509585,8.720627,71.97369138719016,0.07363306,0.01,71.97369138719016,1.9847115e-05,0.1944736,-8.344081,-10.652302,0.00074386003,83.57803988066502,-8.790880848271154,1.5352596,1.1474211,100
