AvgDiscRet,EpsThisIter,BatchSize,VarVanillaIw,AvgEpLen,Bound,VarNormIw,VanillaAvgRet,VarRet,VarDiscRet,MaxNormIw,AvgVanillaIw,AvgNormIw,J,ESSClassic,Delta,IterType,ESSRenyi,VarJ,eRenyi2,MinVanillaIw,AvgRet,MinNormIw,MaxVanillaIw
-1084.13345289,100,100,0.210324,500.0,-1454.76,2.16808e-05,-1084.13345289,52805.5341769,52805.5341769,0.0205729,0.984934,0.01,-1028.85,82.328924357,0.2,1,84.7550737714,258.419,1.17987,0.278965,-1084.13345289,0.00283232,2.0263
-1112.39972318,100,100,0.0659715,500.0,-1494.59,6.36885e-06,-1112.39972318,55520.923771,55520.923771,0.0156391,1.01777,0.01,-1091.67,94.0688184246,0.2,1,94.8864566979,246.104,1.05389,0.398077,-1112.39972318,0.00391128,1.59169
-1051.22616489,100,100,0.20789,500.0,-1417.05,1.81275e-05,-1051.22616489,71033.0986751,71033.0986751,0.0236378,1.0709,0.01,-991.679,84.7843959431,0.2,1,85.0259549573,276.182,1.17611,0.200202,-1051.22616489,0.00186948,2.53136
-1009.49712199,100,100,0.263704,500.0,-1370.69,2.40915e-05,-1009.49712199,60214.7872591,60214.7872591,0.0251663,1.04623,0.01,-938.464,80.7424389696,0.2,1,82.1824783158,319.731,1.2168,0.266736,-1009.49712199,0.0025495,2.63296
-1046.58681471,100,100,0.466848,500.0,-1395.55,7.17297e-05,-1046.58681471,74210.3743417,74210.3743417,0.0336697,0.806748,0.01,-913.614,58.4752722362,0.2,1,66.4340008458,390.268,1.50525,6.55432e-06,-1046.58681471,8.12436e-08,2.7163
-890.014220623,100,100,0.204677,500.0,-1245.14,2.09669e-05,-890.014220623,83041.265996,83041.265996,0.0201156,0.988024,0.01,-811.637,82.8108010747,0.2,1,81.7016555171,232.876,1.22397,0.0301119,-890.014220623,0.000304769,1.98747
-777.216333704,100,100,0.186957,500.0,-1143.83,1.65872e-05,-777.216333704,63356.5674957,63356.5674957,0.0210574,1.06166,0.01,-727.265,85.8949030357,0.2,1,88.5974533564,230.778,1.1287,0.0794421,-777.216333704,0.000748284,2.23557
-778.541181395,100,100,0.0691361,500.0,-1157.85,6.94523e-06,-778.541181395,55491.8467813,55491.8467813,0.0146728,0.997721,0.01,-751.597,93.5665608066,0.2,1,93.2138915968,201.22,1.0728,0.257057,-778.541181395,0.00257644,1.46393
-731.316252782,100,100,0.256287,500.0,-958.816,2.75318e-05,-731.316252782,27366.6581538,27366.6581538,0.0216364,0.964819,0.01,-674.862,78.581450729,0.2,1,81.4539228805,119.56,1.22769,0.130969,-731.316252782,0.00135744,2.08752
-691.259167609,100,100,0.0758153,500.0,-1066.81,7.25781e-06,-691.259167609,50162.5410255,50162.5410255,0.0187898,1.02206,0.01,-661.042,93.2964540636,0.2,1,93.3316748172,178.153,1.07145,0.416494,-691.259167609,0.00407505,1.92043
-702.959207269,100,100,0.109047,500.0,-1068.45,1.09539e-05,-702.959207269,61147.4936494,61147.4936494,0.0176032,0.997749,0.01,-658.98,90.2165814013,0.2,1,91.6465444175,137.63,1.09115,0.111288,-702.959207269,0.00111539,1.75635
-669.632191806,100,100,0.102707,500.0,-1042.22,1.07246e-05,-669.632191806,44839.6925978,44839.6925978,0.0172705,0.978609,0.01,-634.618,90.4017553241,0.2,1,92.5039516438,114.169,1.08103,0.275888,-669.632191806,0.00281919,1.69011
-625.046110335,100,100,0.0631374,500.0,-812.407,6.45618e-06,-625.046110335,6001.85576758,6001.85576758,0.0206831,0.988908,0.01,-613.734,93.9923858077,0.2,1,94.9324911194,65.4834,1.05338,0.309054,-625.046110335,0.00312521,2.04537
-611.414299897,100,100,0.0300025,500.0,-996.454,2.76355e-06,-611.414299897,22028.242004,22028.242004,0.0140052,1.04195,0.01,-599.44,97.3369473048,0.2,1,97.3436892952,94.0383,1.02729,0.540832,-611.414299897,0.0051906,1.45927
-627.866224938,100,100,0.0561603,500.0,-901.816,5.60798e-06,-627.866224938,10863.4730533,10863.4730533,0.0157501,1.00072,0.01,-612.591,94.7401194323,0.2,1,95.4484254598,70.3885,1.04769,0.274471,-627.866224938,0.00274274,1.57614
-629.63396461,100,100,0.0750366,500.0,-1005.83,7.50012e-06,-629.63396461,42082.2359552,42082.2359552,0.0143269,1.00024,0.01,-602.02,93.0880720466,0.2,1,94.3257100115,98.5588,1.06016,0.352048,-629.63396461,0.00351965,1.43302
-609.476804408,100,100,0.0529933,500.0,-990.38,5.18132e-06,-609.476804408,25502.2341094,25502.2341094,0.0136643,1.01132,0.01,-590.293,95.1208000471,0.2,1,95.907675545,89.0998,1.04267,0.402035,-609.476804408,0.00397533,1.38191
-598.459250445,100,100,0.0433798,500.0,-765.359,4.40752e-06,-598.459250445,4001.63867056,4001.63867056,0.0143436,0.99208,0.01,-590.586,95.8189698312,0.2,1,95.8620600598,57.3977,1.04317,0.337941,-598.459250445,0.00340639,1.423
-584.036510629,100,100,0.0487621,500.0,-760.583,4.86324e-06,-584.036510629,4869.6272494,4869.6272494,0.0135031,1.00133,0.01,-576.504,95.4065735185,0.2,1,96.2557196458,62.2778,1.0389,0.31028,-584.036510629,0.00309867,1.35211
-574.32730359,100,100,0.035904,500.0,-731.5,3.47017e-06,-574.32730359,3531.19837586,3531.19837586,0.0138784,1.01718,0.01,-569.375,96.6786447129,0.2,1,96.9050730657,57.2761,1.03194,0.587614,-574.32730359,0.00577692,1.41168
-570.448370309,100,100,0.103783,500.0,-711.673,9.66779e-06,-570.448370309,3099.93330402,3099.93330402,0.0217534,1.0361,0.01,-559.885,91.2649325986,0.2,1,92.7283493947,58.4374,1.07842,0.477643,-570.448370309,0.00461003,2.25386
-576.408113883,100,100,0.0492223,500.0,-721.077,5.05095e-06,-576.408113883,3514.81068316,3514.81068316,0.0143919,0.987176,0.01,-570.379,95.2377089601,0.2,1,96.2867880296,55.3643,1.03856,0.453332,-576.408113883,0.00459221,1.42074
-564.901551222,100,100,0.0708805,500.0,-706.424,6.86542e-06,-564.901551222,3117.5236515,3117.5236515,0.0149178,1.01608,0.01,-555.961,93.635801231,0.2,1,94.1941192455,54.4094,1.06164,0.378226,-564.901551222,0.00372238,1.51578
-553.10582153,100,100,0.0737509,500.0,-700.099,7.29649e-06,-553.10582153,3397.3638388,3397.3638388,0.0151982,1.00537,0.01,-544.074,93.26312546,0.2,1,94.4263983927,53.3489,1.05903,0.269958,-553.10582153,0.00268516,1.52799
-554.553589063,100,100,0.0957857,500.0,-699.304,9.81741e-06,-554.553589063,3716.36516346,3716.36516346,0.0176067,0.987761,0.01,-543.664,91.1417058339,0.2,1,92.859707874,60.6314,1.07689,0.267307,-554.553589063,0.00270619,1.73912
-555.243234653,100,100,0.0710251,500.0,-686.63,7.03005e-06,-555.243234653,2948.89319165,2948.89319165,0.0158135,1.00514,0.01,-546.583,93.493101629,0.2,1,93.9429972632,52.8166,1.06448,0.397306,-555.243234653,0.00395274,1.58948
-540.533256775,100,100,0.0992816,500.0,-693.071,1.03333e-05,-540.533256775,3131.57150171,3131.57150171,0.0228924,0.980201,0.01,-530.882,90.7194506735,0.2,1,93.7136212953,56.7661,1.06708,0.189034,-540.533256775,0.00192853,2.24392
-547.107284264,100,100,0.0540178,500.0,-683.53,5.4349e-06,-547.107284264,3137.29574662,3137.29574662,0.0180277,0.996949,0.01,-540.242,94.8941832358,0.2,1,95.2955384631,57.5121,1.04937,0.448459,-547.107284264,0.00449832,1.79727
-532.591726665,100,100,0.0422448,500.0,-662.32,4.00935e-06,-532.591726665,2239.4883527,2239.4883527,0.0136426,1.02648,0.01,-527.37,96.1822864495,0.2,1,96.1966985869,43.9409,1.03954,0.379455,-532.591726665,0.00369667,1.40039
-540.819395052,100,100,0.0332682,500.0,-671.262,3.2769e-06,-540.819395052,2219.48915698,2219.48915698,0.0155274,1.00759,0.01,-536.998,96.8578255129,0.2,1,97.1333046401,45.9939,1.02951,0.578746,-540.819395052,0.00574388,1.56452
-522.058909152,100,100,0.0560597,500.0,-648.691,6.00893e-06,-522.058909152,1987.81239678,1987.81239678,0.0168097,0.965889,0.01,-516.185,94.3851909611,0.2,1,95.8741556617,41.6189,1.04303,0.180389,-522.058909152,0.0018676,1.62363
-520.114593513,100,100,0.0761776,500.0,-650.76,7.391e-06,-520.114593513,2353.07025895,2353.07025895,0.0192728,1.01522,0.01,-511.511,93.181784111,0.2,1,94.4013628462,45.3522,1.05931,0.173177,-520.114593513,0.0017058,1.95663
-524.975032405,100,100,0.0865734,500.0,-668.517,8.66147e-06,-524.975032405,3000.29988717,3000.29988717,0.0217775,0.999762,0.01,-516.907,92.1023626714,0.2,1,94.8080530371,54.666,1.05476,0.291677,-524.975032405,0.00291746,2.17723
-512.091212887,100,100,0.0652806,500.0,-634.469,6.59067e-06,-512.091212887,2126.14801336,2126.14801336,0.0159048,0.995239,0.01,-505.376,93.8748664694,0.2,1,94.8508474503,46.4283,1.05429,0.351615,-512.091212887,0.00353297,1.58291
-510.799920556,100,100,0.0696607,500.0,-633.564,7.17359e-06,-510.799920556,2011.11321262,2011.11321262,0.0150817,0.985429,0.01,-504.605,93.3690771823,0.2,1,95.1824146328,43.4207,1.05061,0.298162,-510.799920556,0.00302571,1.48619
-510.846867306,100,100,0.0528826,500.0,-632.845,5.09357e-06,-510.846867306,2237.82295444,2237.82295444,0.0163661,1.01893,0.01,-506.264,95.1994567445,0.2,1,96.532126424,48.6026,1.03592,0.512824,-510.846867306,0.00503295,1.6676
-512.595475092,100,100,0.0338121,500.0,-637.625,3.31098e-06,-512.595475092,1780.44306555,1780.44306555,0.0139359,1.01055,0.01,-508.63,96.8261796927,0.2,1,96.8167621665,41.3584,1.03288,0.617004,-512.595475092,0.00610563,1.40829
-510.551764701,100,100,0.0243996,500.0,-651.893,2.4945e-06,-510.551764701,2234.67713177,2234.67713177,0.014943,0.989009,0.01,-508.01,97.5899456735,0.2,1,98.1198566253,47.1219,1.01916,0.568132,-510.551764701,0.00574446,1.47787
-497.551143303,100,100,0.0769764,500.0,-618.959,7.95143e-06,-497.551143303,2058.62907065,2058.62907065,0.0175471,0.983912,0.01,-491.886,92.7025435569,0.2,1,95.224185735,48.8493,1.05015,0.331243,-497.551143303,0.00336659,1.72648
-499.556557573,100,100,0.0453614,500.0,-621.394,4.46642e-06,-499.556557573,2176.78929639,2176.78929639,0.01698,1.00777,0.01,-494.973,95.7654881954,0.2,1,96.3090520388,47.5298,1.03832,0.519446,-499.556557573,0.00515438,1.7112
-486.875866185,100,100,0.0247449,500.0,-609.508,2.45662e-06,-486.875866185,1636.98994926,1636.98994926,0.0152624,1.00363,0.01,-484.594,97.625714266,0.2,1,98.2040658547,40.4432,1.01829,0.688651,-486.875866185,0.0068616,1.53178
-493.746820624,100,100,0.0428352,500.0,-613.303,4.28686e-06,-493.746820624,2203.34295157,2203.34295157,0.0136256,0.99961,0.01,-489.419,95.9287740201,0.2,1,96.430602013,47.8961,1.03702,0.495327,-493.746820624,0.00495521,1.36203
-490.797598336,100,100,0.0396928,500.0,-608.54,4.22343e-06,-490.797598336,1810.65215792,1810.65215792,0.0205042,0.969445,0.01,-486.486,95.9866431561,0.2,1,96.1297735808,43.2158,1.04026,0.534128,-490.797598336,0.00550962,1.98777
-496.197593771,100,100,0.0236234,500.0,-621.613,2.35169e-06,-496.197593771,2141.44471151,2141.44471151,0.0147057,1.00226,0.01,-492.904,97.7248050188,0.2,1,97.3154235507,47.0174,1.02759,0.681802,-496.197593771,0.00680264,1.4739
-492.215697018,100,100,0.0470881,500.0,-622.272,4.7153e-06,-492.215697018,2335.95176975,2335.95176975,0.0154247,0.999312,0.01,-487.469,95.5400271777,0.2,1,96.5783819872,46.4566,1.03543,0.407861,-492.215697018,0.00408142,1.54141
-489.390495596,100,100,0.0606121,500.0,-610.578,6.19248e-06,-489.390495596,2187.82567804,2187.82567804,0.0138949,0.989344,0.01,-483.584,94.2235434439,0.2,1,95.5645234788,45.8955,1.04641,0.413027,-489.390495596,0.00417476,1.37468
-478.486959056,100,100,0.0214358,500.0,-606.404,2.08805e-06,-478.486959056,2104.93221035,2104.93221035,0.0159144,1.01321,0.01,-476.052,97.9746792114,0.2,1,98.1599158142,46.3972,1.01875,0.691415,-478.486959056,0.00682401,1.61246
-486.628194868,100,100,0.0305498,500.0,-609.864,3.24538e-06,-486.628194868,1823.385538,1823.385538,0.0130587,0.970223,0.01,-483.167,96.8870896652,0.2,1,97.2566409541,40.6187,1.02821,0.55904,-486.628194868,0.00576198,1.26699
-483.975323739,100,100,0.0287152,500.0,-605.455,2.9324e-06,-483.975323739,2196.03247676,2196.03247676,0.0155402,0.989564,0.01,-480.835,97.1788038052,0.2,1,97.430508847,50.0262,1.02637,0.628562,-483.975323739,0.00635191,1.5378
-495.469525967,100,100,0.025675,500.0,-624.164,2.61848e-06,-495.469525967,2451.17142101,2451.17142101,0.015121,0.990216,0.01,-491.796,97.4731834394,0.2,1,97.2932899404,45.7742,1.02782,0.60075,-495.469525967,0.00606685,1.4973
-474.508831004,100,100,0.0441055,500.0,-591.684,4.34809e-06,-474.508831004,1786.3767099,1786.3767099,0.0243576,1.00716,0.01,-471.665,95.8730277095,0.2,1,97.3373752259,46.2558,1.02735,0.518733,-474.508831004,0.00515047,2.45319
-482.537711145,100,100,0.0699542,500.0,-605.286,7.34055e-06,-482.537711145,1809.92905471,1809.92905471,0.0163734,0.976209,0.01,-477.085,93.2251601273,0.2,1,95.6021306744,42.9292,1.046,0.309629,-482.537711145,0.00317175,1.59839
-474.290437137,100,100,0.0433495,500.0,-592.527,4.25483e-06,-474.290437137,1904.23633594,1904.23633594,0.0157023,1.00937,0.01,-470.884,95.9579780991,0.2,1,97.323891388,43.3015,1.0275,0.444181,-474.290437137,0.00440057,1.58494
-470.6036608,100,100,0.0189479,500.0,-595.739,1.92701e-06,-470.6036608,1476.84646148,1476.84646148,0.0126478,0.991603,0.01,-468.268,98.1279822251,0.2,1,98.328835713,37.5148,1.017,0.383404,-470.6036608,0.00386651,1.25416
-466.387639914,100,100,0.0394717,500.0,-578.82,3.82495e-06,-466.387639914,1652.94963495,1652.94963495,0.0227946,1.01585,0.01,-464.241,96.3514598468,0.2,1,98.0021533676,41.3735,1.02039,0.705587,-466.387639914,0.00694578,2.31559
-469.175778048,100,100,0.0209593,500.0,-580.909,2.11265e-06,-469.175778048,1537.91363019,1537.91363019,0.0138343,0.996035,0.01,-466.75,97.9513565068,0.2,1,97.9628749016,39.4557,1.02079,0.523446,-469.175778048,0.00525529,1.37795
-465.437142492,100,100,0.0416147,500.0,-583.205,3.99067e-06,-465.437142492,2291.83330546,2291.83330546,0.0153883,1.02118,0.01,-461.21,96.1993421131,0.2,1,96.4729768163,49.3021,1.03656,0.632785,-465.437142492,0.00619664,1.57141
-472.42804972,100,100,0.0264469,500.0,-589.272,2.69332e-06,-472.42804972,1793.84706757,1793.84706757,0.0131286,0.99093,0.01,-469.563,97.4028731969,0.2,1,97.6415365019,42.3671,1.02415,0.510593,-472.42804972,0.00515267,1.30095
-469.652058682,100,100,0.0199795,500.0,-608.433,1.94613e-06,-469.652058682,2234.88449431,2234.88449431,0.0123707,1.01323,0.01,-466.317,98.1097462011,0.2,1,97.8580006941,42.0545,1.02189,0.466101,-469.652058682,0.00460017,1.25343
-468.280116544,100,100,0.0356973,500.0,-581.664,3.71601e-06,-468.280116544,1526.08802115,1526.08802115,0.0161908,0.980121,0.01,-465.2,96.4516430643,0.2,1,97.4128361721,39.0638,1.02656,0.473465,-468.280116544,0.00483068,1.58689
-460.328418199,100,100,0.0281035,500.0,-573.95,2.83848e-06,-460.328418199,2128.45281525,2128.45281525,0.012792,0.995033,0.01,-457.361,97.2666703587,0.2,1,97.5878424692,45.3429,1.02472,0.443843,-460.328418199,0.00446059,1.27285
-465.322823275,100,100,0.0170807,500.0,-576.053,1.62455e-06,-465.322823275,1382.00748537,1382.00748537,0.0120609,1.02538,0.01,-463.489,98.4171858268,0.2,1,98.4201473074,36.4888,1.01605,0.664965,-465.322823275,0.00648503,1.2367
-461.938889941,100,100,0.0155734,500.0,-582.736,1.59825e-06,-461.938889941,1481.38999327,1481.38999327,0.0122576,0.98712,0.01,-460.008,98.4423888183,0.2,1,98.398108566,36.8966,1.01628,0.595101,-461.938889941,0.00602866,1.20997
-464.471617594,100,100,0.0416349,500.0,-576.447,4.30229e-06,-464.471617594,1555.89708789,1555.89708789,0.0159758,0.983737,0.01,-461.673,95.9147306461,0.2,1,97.6372292591,38.2206,1.0242,0.556464,-464.471617594,0.00565663,1.5716
-457.325504087,100,100,0.0376659,500.0,-565.383,3.75697e-06,-457.325504087,1364.15074374,1364.15074374,0.0185212,1.00128,0.01,-454.624,96.4139715126,0.2,1,97.5238548753,36.984,1.02539,0.468658,-457.325504087,0.00468059,1.85449
-458.876678803,100,100,0.518088,500.0,-569.933,4.74011e-05,-458.876678803,1646.21007826,1646.21007826,0.0690269,1.04546,0.01,-447.545,68.0609608905,0.2,1,87.8782205929,81.7071,1.13794,0.398241,-458.876678803,0.00380924,7.2165
-462.561086361,100,100,0.0162564,500.0,-580.291,1.52872e-06,-462.561086361,2233.10853202,2233.10853202,0.0128159,1.03122,0.01,-460.454,98.5091203652,0.2,1,98.2364969446,45.9081,1.01795,0.718925,-462.561086361,0.00697163,1.32159
-457.306676895,100,100,0.0209104,500.0,-578.71,2.12962e-06,-457.306676895,1688.14619114,1688.14619114,0.0140327,0.990901,0.01,-455.255,97.9352017758,0.2,1,98.3427378191,40.0101,1.01685,0.527865,-457.306676895,0.00532712,1.3905
-452.067428948,100,100,0.0265813,500.0,-563.575,2.6173e-06,-452.067428948,1717.04355989,1717.04355989,0.0171988,1.00777,0.01,-449.652,97.4743453322,0.2,1,97.8644624104,42.5194,1.02182,0.751174,-452.067428948,0.00745382,1.73324
-460.051331493,100,100,0.0338708,500.0,-582.276,3.55139e-06,-460.051331493,2005.90360766,2005.90360766,0.0134176,0.976592,0.01,-456.271,96.6035137928,0.2,1,97.1429894897,42.5189,1.02941,0.507958,-460.051331493,0.00520133,1.31036
-451.064738102,100,100,0.0200714,500.0,-558.601,2.01037e-06,-451.064738102,1665.26776008,1665.26776008,0.0134513,0.999196,0.01,-449.45,98.0485920986,0.2,1,98.5035312154,41.1508,1.01519,0.568298,-451.064738102,0.00568756,1.34405
-453.517913389,100,100,0.0177945,500.0,-566.309,1.74884e-06,-453.517913389,1235.55208518,1235.55208518,0.0125295,1.00871,0.01,-451.543,98.2981128703,0.2,1,98.30895769,34.8537,1.0172,0.640953,-453.517913389,0.00635416,1.26387
-449.107949616,100,100,0.0641242,500.0,-565.745,6.71611e-06,-449.107949616,1775.38624884,1775.38624884,0.0139666,0.977129,0.01,-443.406,93.7655764755,0.2,1,95.5653073407,39.0938,1.0464,0.353133,-449.107949616,0.00361398,1.36472
-455.949991571,100,100,0.0106755,500.0,-564.682,1.05673e-06,-455.949991571,1397.14926683,1397.14926683,0.0118627,1.00511,0.01,-454.656,98.964684078,0.2,1,98.7843155819,37.588,1.01231,0.689663,-455.949991571,0.0068616,1.19232
-453.192197575,100,100,0.0190703,500.0,-562.151,1.88525e-06,-453.192197575,1674.94256947,1674.94256947,0.0140803,1.00576,0.01,-451.294,98.16779235,0.2,1,98.3640251094,41.1136,1.01663,0.672899,-453.192197575,0.00669045,1.41614
-451.898186581,100,100,0.0913153,500.0,-559.212,9.45486e-06,-451.898186581,1739.95094906,1739.95094906,0.0158375,0.982752,0.01,-445.238,91.4407930887,0.2,1,94.1301514232,42.4382,1.06236,0.228924,-451.898186581,0.00232942,1.55644
-446.011102191,100,100,0.0495983,500.0,-553.116,5.17368e-06,-446.011102191,1489.6205862,1489.6205862,0.0142674,0.979114,0.01,-441.998,95.1276232124,0.2,1,96.6265517384,38.858,1.03491,0.339742,-446.011102191,0.0034699,1.39694
-444.817397697,100,100,0.0332017,500.0,-551.632,3.49183e-06,-444.817397697,1490.6866424,1490.6866424,0.0154481,0.97511,0.01,-441.7,96.6585936171,0.2,1,97.127467667,40.7353,1.02957,0.438491,-444.817397697,0.00449683,1.50636
-459.267284726,100,100,0.0343253,500.0,-574.143,3.54217e-06,-459.267284726,2114.47572882,2114.47572882,0.0163041,0.984403,0.01,-455.843,96.6120864901,0.2,1,97.1631190066,46.0124,1.0292,0.503784,-459.267284726,0.00511766,1.60498
-439.15756463,100,100,0.0502446,500.0,-539.581,4.90473e-06,-439.15756463,1290.95172417,1290.95172417,0.0158747,1.01213,0.01,-435.284,95.3691670992,0.2,1,96.2661140526,36.3574,1.03879,0.476646,-439.15756463,0.00470933,1.60673
-447.042345696,100,100,0.0613284,500.0,-560.608,6.10154e-06,-447.042345696,2265.86343886,2265.86343886,0.0156238,1.00256,0.01,-441.822,94.3035543057,0.2,1,95.7892660993,46.3817,1.04396,0.348562,-447.042345696,0.00347671,1.56639
-440.349417102,100,100,0.0611962,500.0,-549.298,6.10759e-06,-440.349417102,2099.31579762,2099.31579762,0.0146475,1.00098,0.01,-435.221,94.2982683509,0.2,1,95.6629550731,46.0805,1.04534,0.472577,-440.349417102,0.00472112,1.46619
-454.674222006,100,100,0.024279,500.0,-567.695,2.45251e-06,-454.674222006,1549.58804317,1549.58804317,0.0128112,0.99497,0.01,-452.448,97.6295801558,0.2,1,98.0298686626,38.566,1.0201,0.507391,-454.674222006,0.00509956,1.27467
-440.469122254,100,100,0.0259233,500.0,-547.584,2.74194e-06,-440.469122254,1425.31456856,1425.31456856,0.0144831,0.972335,0.01,-437.982,97.357215675,0.2,1,97.8112642939,36.4589,1.02238,0.510459,-440.469122254,0.00524983,1.40824
-441.300251296,100,100,0.0383374,500.0,-553.784,3.76676e-06,-441.300251296,1683.62732468,1683.62732468,0.0137635,1.00885,0.01,-437.632,96.4049635472,0.2,1,96.8051648759,40.5385,1.033,0.424769,-441.300251296,0.00421043,1.38854
-442.879493355,100,100,0.0181579,500.0,-555.529,1.82412e-06,-442.879493355,1316.40251654,1316.40251654,0.0126062,0.997712,0.01,-441.346,98.2261623208,0.2,1,98.6763877273,34.4593,1.01341,0.697254,-442.879493355,0.00698852,1.25774
-441.942568028,100,100,0.0313846,500.0,-553.376,3.05605e-06,-441.942568028,1684.17783049,1684.17783049,0.0155059,1.01339,0.01,-439.294,97.0633424212,0.2,1,97.8095764119,39.143,1.02239,0.514734,-441.942568028,0.00507932,1.57135
-430.199396937,100,100,0.0344642,500.0,-535.805,3.32051e-06,-430.199396937,1344.13305243,1344.13305243,0.0148041,1.01878,0.01,-427.332,96.8173052351,0.2,1,97.471479342,35.3122,1.02594,0.395405,-430.199396937,0.00388115,1.50822
-437.433639573,100,100,0.0829605,500.0,-550.723,8.09822e-06,-437.433639573,1837.9597485,1837.9597485,0.0209959,1.01214,0.01,-431.014,92.5778523039,0.2,1,94.8773023864,40.6981,1.05399,0.337637,-437.433639573,0.00333587,2.12508
-438.333380268,100,100,0.0360252,500.0,-544.374,3.61303e-06,-438.333380268,1497.5476464,1497.5476464,0.0141455,0.998544,0.01,-435.254,96.5466109035,0.2,1,97.2497519082,38.2182,1.02828,0.568011,-438.333380268,0.00568839,1.4125
-434.79207602,100,100,0.0300731,500.0,-548.244,3.00412e-06,-434.79207602,1401.62820902,1401.62820902,0.0167677,1.00053,0.01,-432.229,97.1118082829,0.2,1,97.7715802766,36.0558,1.02279,0.541162,-434.79207602,0.00540875,1.67766
-433.976842344,100,100,0.0246339,500.0,-539.547,2.42837e-06,-433.976842344,1395.40433772,1395.40433772,0.0138963,1.00719,0.01,-431.991,97.6523379463,0.2,1,98.2023413965,36.261,1.01831,0.571897,-433.976842344,0.00567816,1.39962
-437.706002568,100,100,0.0425781,500.0,-540.184,4.24504e-06,-437.706002568,1392.48241429,1392.48241429,0.0132857,1.0015,0.01,-434.589,95.9668841256,0.2,1,96.9241073848,38.3039,1.03174,0.36621,-437.706002568,0.00365661,1.33057
-433.799286564,100,100,0.056322,500.0,-541.944,5.15463e-06,-433.799286564,1632.8631909,1632.8631909,0.019337,1.0453,0.01,-429.85,95.1446751788,0.2,1,96.4939062441,42.0148,1.03633,0.667394,-433.799286564,0.00638471,2.0213
-431.674181458,100,100,0.0316981,500.0,-532.045,3.02177e-06,-431.674181458,1523.39674959,1523.39674959,0.0139748,1.0242,0.01,-429.2,97.0953458147,0.2,1,97.5699651446,39.0445,1.02491,0.457574,-431.674181458,0.00446761,1.4313
-432.01031512,100,100,0.0228875,500.0,-539.683,2.2878e-06,-432.01031512,1310.81569706,1310.81569706,0.0139367,1.00021,0.01,-429.64,97.7852467492,0.2,1,97.8307247614,34.8616,1.02217,0.612242,-432.01031512,0.00612114,1.39396
