BatchSize,VarDiscRet,AvgRet,EpsThisIter,VarVanillaIw,VanillaAvgRet,IterType,VarJ,AvgVanillaIw,AvgNormIw,MaxNormIw,VarRet,eRenyi2,VarNormIw,MaxVanillaIw,AvgEpLen,ESSRenyi,Delta,ESSClassic,MinNormIw,AvgDiscRet,J,Bound,MinVanillaIw
500,105113.42907,1242.14659411,100,,1242.14659411,2,311.454,1.0,0.0025,0.0025,105113.42907,1.0,5.4346e-20,1.0,134.5,500.0,0.9,400.0,0.0025,1242.14659411,1261.09,1224.86,1.0
500,90161.9477011,1207.06849042,100,,1207.06849042,1,309.713,1.0,0.002,0.002,90161.9477011,1.0,5.43187e-20,1.0,130.74,500.0,0.9,500.000006643,0.002,1207.06849042,1250.29,1217.88,1.0
500,121980.13878,1164.09755007,100,,1164.09755007,2,347.506,1.0,0.01,0.01,121980.13878,1.0,3.50449e-18,1.0,126.28,500.0,0.9,100.0,0.01,1164.09755007,1164.1,1085.59,1.0
500,100778.81312,1249.84232978,100,,1249.84232978,2,334.819,1.0,0.005,0.005,100778.81312,1.0,2.1793e-19,1.0,135.49,500.0,0.9,200.000000102,0.005,1249.84232978,1206.97,1151.46,1.0
500,88165.0881362,1179.69084732,100,,1179.69084732,2,322.484,1.0,0.00333333,0.00333333,88165.0881362,1.0,5.43914e-20,1.0,128.14,500.0,0.9,299.999969474,0.00333333,1179.69084732,1197.88,1152.55,1.0
500,108568.635714,1175.43832123,100,,1175.43832123,2,323.978,1.0,0.0025,0.0025,108568.635714,1.0,5.4346e-20,1.0,127.65,500.0,0.9,400.0,0.0025,1175.43832123,1192.27,1153.01,1.0
500,107345.849407,1207.18720635,100,,1207.18720635,1,324.437,1.0,0.002,0.002,107345.849407,1.0,5.43187e-20,1.0,130.81,500.0,0.9,500.000006643,0.002,1207.18720635,1195.25,1160.14,1.0
500,116622.815582,1211.44517511,100,,1211.44517511,2,339.789,1.0,0.01,0.01,116622.815582,1.0,3.50449e-18,1.0,131.42,500.0,0.9,100.0,0.01,1211.44517511,1211.45,1131.25,1.0
500,94657.8419214,1184.38421312,100,,1184.38421312,2,323.677,1.0,0.005,0.005,94657.8419214,1.0,2.1793e-19,1.0,128.53,500.0,0.9,200.000000102,0.005,1184.38421312,1197.91,1141.21,1.0
500,94091.2448704,1197.49913713,100,,1197.49913713,2,317.639,1.0,0.00333333,0.00333333,94091.2448704,1.0,5.43914e-20,1.0,129.63,500.0,0.9,299.999969474,0.00333333,1197.49913713,1197.78,1151.48,1.0
500,125710.784321,1187.9129247,100,,1187.9129247,2,326.807,1.0,0.0025,0.0025,125710.784321,1.0,5.4346e-20,1.0,128.94,500.0,0.9,400.0,0.0025,1187.9129247,1195.31,1155.21,1.0
500,91960.3626211,1209.87707296,100,,1209.87707296,1,322.001,1.0,0.002,0.002,91960.3626211,1.0,5.43187e-20,1.0,131.27,500.0,0.9,500.000006643,0.002,1209.87707296,1198.22,1162.36,1.0
500,110957.084139,1242.19272421,100,,1242.19272421,2,331.432,1.0,0.01,0.01,110957.084139,1.0,3.50449e-18,1.0,134.6,500.0,0.9,100.0,0.01,1242.19272421,1242.19,1165.58,1.0
500,110122.616753,1235.51247558,100,,1235.51247558,2,330.826,1.0,0.005,0.005,110122.616753,1.0,2.1793e-19,1.0,134.17,500.0,0.9,200.000000102,0.005,1235.51247558,1238.85,1184.68,1.0
500,107396.782781,1204.0118287,100,,1204.0118287,2,329.658,1.0,0.00333333,0.00333333,107396.782781,1.0,5.43914e-20,1.0,130.5,500.0,0.9,299.999969474,0.00333333,1204.0118287,1227.24,1183.0,1.0
500,115659.474373,1193.62541356,100,,1193.62541356,2,332.18,1.0,0.0025,0.0025,115659.474373,1.0,5.4346e-20,1.0,129.25,500.0,0.9,400.0,0.0025,1193.62541356,1218.84,1180.53,1.0
500,101716.338142,1225.7459783,100,,1225.7459783,1,329.275,1.0,0.002,0.002,101716.338142,1.0,5.43187e-20,1.0,132.91,500.0,0.9,500.000006643,0.002,1225.7459783,1220.22,1185.95,1.0
500,131264.714422,1183.32101297,100,,1183.32101297,2,360.489,1.0,0.01,0.01,131264.714422,1.0,3.50449e-18,1.0,128.44,500.0,0.9,100.0,0.01,1183.32101297,1183.32,1108.35,1.0
500,109675.74715,1165.27041658,100,,1165.27041658,2,345.466,1.0,0.005,0.005,109675.74715,1.0,2.1793e-19,1.0,126.53,500.0,0.9,200.000000102,0.005,1165.27041658,1174.3,1121.28,1.0
500,78199.2749156,1261.15702703,100,,1261.15702703,2,327.18,1.0,0.00333333,0.00333333,78199.2749156,1.0,5.43914e-20,1.0,136.84,500.0,0.9,299.999969474,0.00333333,1261.15702703,1203.25,1159.96,1.0
500,98247.8726625,1138.91219247,100,,1138.91219247,2,324.619,1.0,0.0025,0.0025,98247.8726625,1.0,5.4346e-20,1.0,123.46,500.0,0.9,400.0,0.0025,1138.91219247,1187.17,1149.68,1.0
500,101722.827643,1160.51675179,100,,1160.51675179,1,323.353,1.0,0.002,0.002,101722.827643,1.0,5.43187e-20,1.0,125.92,500.0,0.9,500.000006643,0.002,1160.51675179,1181.84,1148.31,1.0
500,93626.6660439,1175.56878085,100,,1175.56878085,2,304.451,1.0,0.01,0.01,93626.6660439,1.0,3.50449e-18,1.0,127.54,500.0,0.9,100.0,0.01,1175.56878085,1175.57,1105.19,1.0
500,106285.547007,1182.57411519,100,,1182.57411519,2,314.593,1.0,0.005,0.005,106285.547007,1.0,2.1793e-19,1.0,128.33,500.0,0.9,200.000000102,0.005,1182.57411519,1179.07,1129.3,1.0
500,108979.409591,1240.36834696,100,,1240.36834696,2,320.589,1.0,0.00333333,0.00333333,108979.409591,1.0,5.43914e-20,1.0,134.43,500.0,0.9,299.999969474,0.00333333,1240.36834696,1199.5,1158.87,1.0
500,86075.5218971,1215.89051093,100,,1215.89051093,2,313.747,1.0,0.0025,0.0025,86075.5218971,1.0,5.4346e-20,1.0,131.68,500.0,0.9,400.0,0.0025,1215.89051093,1203.6,1168.41,1.0
500,86808.7517776,1275.06751889,100,,1275.06751889,1,311.055,1.0,0.002,0.002,86808.7517776,1.0,5.43187e-20,1.0,138.14,500.0,0.9,500.000006643,0.002,1275.06751889,1217.89,1186.42,1.0
500,86708.5384596,1225.62852061,100,,1225.62852061,2,292.987,1.0,0.01,0.01,86708.5384596,1.0,3.50449e-18,1.0,133.09,500.0,0.9,100.0,0.01,1225.62852061,1225.63,1150.67,1.0
500,92141.3374308,1274.55454334,100,,1274.55454334,2,298.545,1.0,0.005,0.005,92141.3374308,1.0,2.1793e-19,1.0,137.96,500.0,0.9,200.000000102,0.005,1274.55454334,1250.09,1197.09,1.0
500,131671.760773,1192.90491085,100,,1192.90491085,2,321.866,1.0,0.00333333,0.00333333,131671.760773,1.0,5.43914e-20,1.0,129.38,500.0,0.9,299.999969474,0.00333333,1192.90491085,1231.03,1187.75,1.0
500,102215.795471,1195.93447111,100,,1195.93447111,2,321.291,1.0,0.0025,0.0025,102215.795471,1.0,5.4346e-20,1.0,129.95,500.0,0.9,400.0,0.0025,1195.93447111,1222.26,1184.78,1.0
500,104619.20008,1232.08325325,100,,1232.08325325,1,321.422,1.0,0.002,0.002,104619.20008,1.0,5.43187e-20,1.0,133.69,500.0,0.9,500.000006643,0.002,1232.08325325,1224.22,1190.7,1.0
500,116649.883637,1212.8709032,100,,1212.8709032,2,339.828,1.0,0.01,0.01,116649.883637,1.0,3.50449e-18,1.0,131.62,500.0,0.9,100.0,0.01,1212.8709032,1212.87,1150.21,1.0
500,106060.824058,1169.6508127,100,,1169.6508127,2,332.729,1.0,0.005,0.005,106060.824058,1.0,2.1793e-19,1.0,127.08,500.0,0.9,200.000000102,0.005,1169.6508127,1191.26,1145.14,1.0
500,115451.846069,1232.0872354,100,,1232.0872354,2,335.075,1.0,0.00333333,0.00333333,115451.846069,1.0,5.43914e-20,1.0,133.38,500.0,0.9,299.999969474,0.00333333,1232.0872354,1204.87,1160.23,1.0
500,97139.9427362,1215.23943383,100,,1215.23943383,2,329.042,1.0,0.0025,0.0025,97139.9427362,1.0,5.4346e-20,1.0,131.78,500.0,0.9,400.0,0.0025,1215.23943383,1207.46,1168.8,1.0
500,111007.88506,1189.85545749,100,,1189.85545749,1,329.612,1.0,0.002,0.002,111007.88506,1.0,5.43187e-20,1.0,128.92,500.0,0.9,500.000006643,0.002,1189.85545749,1203.94,1169.36,1.0
500,107050.308338,1227.05050421,100,,1227.05050421,2,325.545,1.0,0.01,0.01,107050.308338,1.0,3.50449e-18,1.0,132.93,500.0,0.9,100.0,0.01,1227.05050421,1227.05,1158.28,1.0
500,101938.741867,1165.17484058,100,,1165.17484058,2,323.12,1.0,0.005,0.005,101938.741867,1.0,2.1793e-19,1.0,126.46,500.0,0.9,200.000000102,0.005,1165.17484058,1196.11,1145.5,1.0
500,97594.3525117,1247.25231006,100,,1247.25231006,2,319.987,1.0,0.00333333,0.00333333,97594.3525117,1.0,5.43914e-20,1.0,135.18,500.0,0.9,299.999969474,0.00333333,1247.25231006,1213.16,1171.83,1.0
500,115951.331663,1217.67470076,100,,1217.67470076,2,324.801,1.0,0.0025,0.0025,115951.331663,1.0,5.4346e-20,1.0,131.89,500.0,0.9,400.0,0.0025,1217.67470076,1214.29,1178.5,1.0
500,98520.6227116,1195.7675873,100,,1195.7675873,1,322.426,1.0,0.002,0.002,98520.6227116,1.0,5.43187e-20,1.0,129.74,500.0,0.9,500.000006643,0.002,1195.7675873,1210.58,1178.57,1.0
500,99492.6447189,1235.71708166,100,,1235.71708166,2,313.843,1.0,0.01,0.01,99492.6447189,1.0,3.50449e-18,1.0,133.78,500.0,0.9,100.0,0.01,1235.71708166,1235.72,1167.2,1.0
500,117718.80954,1192.57905866,100,,1192.57905866,2,328.611,1.0,0.005,0.005,117718.80954,1.0,2.1793e-19,1.0,129.48,500.0,0.9,200.000000102,0.005,1192.57905866,1214.15,1155.94,1.0
500,94084.2126532,1189.95991222,100,,1189.95991222,2,321.197,1.0,0.00333333,0.00333333,94084.2126532,1.0,5.43914e-20,1.0,129.25,500.0,0.9,299.999969474,0.00333333,1189.95991222,1206.09,1158.56,1.0
500,91040.2237927,1252.56704699,100,,1252.56704699,2,316.723,1.0,0.0025,0.0025,91040.2237927,1.0,5.4346e-20,1.0,135.64,500.0,0.9,400.0,0.0025,1252.56704699,1217.71,1176.54,1.0
500,93192.777512,1209.17816347,100,,1209.17816347,1,314.189,1.0,0.002,0.002,93192.777512,1.0,5.43187e-20,1.0,131.14,500.0,0.9,500.000006643,0.002,1209.17816347,1216.0,1179.18,1.0
500,115777.399437,1224.09377599,100,,1224.09377599,2,338.555,1.0,0.01,0.01,115777.399437,1.0,3.50449e-18,1.0,132.54,500.0,0.9,100.0,0.01,1224.09377599,1224.09,1149.9,1.0
500,90825.8576182,1224.00495431,100,,1224.00495431,2,319.795,1.0,0.005,0.005,90825.8576182,1.0,2.1793e-19,1.0,132.53,500.0,0.9,200.000000102,0.005,1224.00495431,1224.05,1171.59,1.0
500,98632.9477411,1243.46075213,100,,1243.46075213,2,317.509,1.0,0.00333333,0.00333333,98632.9477411,1.0,5.43914e-20,1.0,134.88,500.0,0.9,299.999969474,0.00333333,1243.46075213,1230.52,1187.69,1.0
500,93855.7838331,1181.13196088,100,,1181.13196088,2,315.112,1.0,0.0025,0.0025,93855.7838331,1.0,5.4346e-20,1.0,127.94,500.0,0.9,400.0,0.0025,1181.13196088,1218.17,1181.08,1.0
500,108060.482224,1236.44477979,100,,1236.44477979,1,317.625,1.0,0.002,0.002,108060.482224,1.0,5.43187e-20,1.0,133.97,500.0,0.9,500.000006643,0.002,1236.44477979,1221.83,1187.88,1.0
500,105750.538965,1200.38398475,100,,1200.38398475,2,323.563,1.0,0.01,0.01,105750.538965,1.0,3.50449e-18,1.0,130.1,500.0,0.9,100.0,0.01,1200.38398475,1200.38,1127.27,1.0
500,111086.260454,1180.00652086,100,,1180.00652086,2,327.777,1.0,0.005,0.005,111086.260454,1.0,2.1793e-19,1.0,128.12,500.0,0.9,200.000000102,0.005,1180.00652086,1190.2,1138.5,1.0
500,109041.285611,1190.52385887,100,,1190.52385887,2,328.038,1.0,0.00333333,0.00333333,109041.285611,1.0,5.43914e-20,1.0,129.16,500.0,0.9,299.999969474,0.00333333,1190.52385887,1190.3,1148.09,1.0
500,124959.296942,1225.3031529,100,,1225.3031529,2,334.461,1.0,0.0025,0.0025,124959.296942,1.0,5.4346e-20,1.0,132.89,500.0,0.9,400.0,0.0025,1225.3031529,1199.05,1161.38,1.0
500,94747.936755,1172.99844125,100,,1172.99844125,1,329.181,1.0,0.002,0.002,94747.936755,1.0,5.43187e-20,1.0,127.33,500.0,0.9,500.000006643,0.002,1172.99844125,1193.84,1160.14,1.0
500,116296.670311,1208.77080167,100,,1208.77080167,2,339.314,1.0,0.01,0.01,116296.670311,1.0,3.50449e-18,1.0,131.28,500.0,0.9,100.0,0.01,1208.77080167,1208.77,1141.75,1.0
500,89774.2545065,1293.12755442,100,,1293.12755442,2,322.155,1.0,0.005,0.005,89774.2545065,1.0,2.1793e-19,1.0,140.28,500.0,0.9,200.000000102,0.005,1293.12755442,1250.95,1203.06,1.0
500,89793.5668028,1237.86024454,100,,1237.86024454,2,314.419,1.0,0.00333333,0.00333333,89793.5668028,1.0,5.43914e-20,1.0,134.07,500.0,0.9,299.999969474,0.00333333,1237.86024454,1246.59,1193.86,1.0
500,92130.6011053,1259.04231087,100,,1259.04231087,2,311.41,1.0,0.0025,0.0025,92130.6011053,1.0,5.4346e-20,1.0,136.38,500.0,0.9,400.0,0.0025,1259.04231087,1249.7,1204.04,1.0
500,96127.6543875,1269.93592673,100,,1269.93592673,1,310.933,1.0,0.002,0.002,96127.6543875,1.0,5.43187e-20,1.0,137.42,500.0,0.9,500.000006643,0.002,1269.93592673,1253.75,1212.91,1.0
500,126286.598568,1222.4400449,100,,1222.4400449,2,353.587,1.0,0.01,0.01,126286.598568,1.0,3.50449e-18,1.0,132.34,500.0,0.9,100.0,0.01,1222.4400449,1222.44,1156.94,1.0
500,95287.1771343,1196.3184527,100,,1196.3184527,2,331.436,1.0,0.005,0.005,95287.1771343,1.0,2.1793e-19,1.0,129.62,500.0,0.9,200.000000102,0.005,1196.3184527,1209.38,1163.06,1.0
500,111366.251603,1227.17449096,100,,1227.17449096,2,331.744,1.0,0.00333333,0.00333333,111366.251603,1.0,5.43914e-20,1.0,132.92,500.0,0.9,299.999969474,0.00333333,1227.17449096,1215.31,1171.96,1.0
500,82467.6515336,1237.16389823,100,,1237.16389823,2,321.0,1.0,0.0025,0.0025,82467.6515336,1.0,5.4346e-20,1.0,134.18,500.0,0.9,400.0,0.0025,1237.16389823,1220.77,1183.23,1.0
500,94535.9413476,1211.99158134,100,,1211.99158134,1,318.062,1.0,0.002,0.002,94535.9413476,1.0,5.43187e-20,1.0,131.59,500.0,0.9,500.000006643,0.002,1211.99158134,1219.02,1185.44,1.0
500,101633.790332,1195.75361371,100,,1195.75361371,2,317.203,1.0,0.01,0.01,101633.790332,1.0,3.50449e-18,1.0,129.77,500.0,0.9,100.0,0.01,1195.75361371,1195.75,1124.66,1.0
500,73317.1225179,1204.96743821,100,,1204.96743821,2,294.316,1.0,0.005,0.005,73317.1225179,1.0,2.1793e-19,1.0,130.44,500.0,0.9,200.000000102,0.005,1204.96743821,1200.36,1150.09,1.0
500,148189.384413,1157.81574243,100,,1157.81574243,2,327.189,1.0,0.00333333,0.00333333,148189.384413,1.0,5.43914e-20,1.0,125.61,500.0,0.9,299.999969474,0.00333333,1157.81574243,1186.18,1140.74,1.0
500,108830.424142,1195.33723995,100,,1195.33723995,2,327.476,1.0,0.0025,0.0025,108830.424142,1.0,5.4346e-20,1.0,129.72,500.0,0.9,400.0,0.0025,1195.33723995,1188.47,1147.4,1.0
500,88418.6812143,1248.75415032,100,,1248.75415032,1,322.306,1.0,0.002,0.002,88418.6812143,1.0,5.43187e-20,1.0,135.14,500.0,0.9,500.000006643,0.002,1248.75415032,1200.53,1163.79,1.0
500,93948.7201261,1222.22328959,100,,1222.22328959,2,304.974,1.0,0.01,0.01,93948.7201261,1.0,3.50449e-18,1.0,132.22,500.0,0.9,100.0,0.01,1222.22328959,1222.22,1164.73,1.0
500,93254.5353963,1242.33391062,100,,1242.33391062,2,304.576,1.0,0.005,0.005,93254.5353963,1.0,2.1793e-19,1.0,134.39,500.0,0.9,200.000000102,0.005,1242.33391062,1232.28,1186.23,1.0
500,108584.052228,1205.57538967,100,,1205.57538967,2,312.787,1.0,0.00333333,0.00333333,108584.052228,1.0,5.43914e-20,1.0,130.65,500.0,0.9,299.999969474,0.00333333,1205.57538967,1223.38,1185.78,1.0
500,100814.672201,1198.07148611,100,,1198.07148611,2,313.765,1.0,0.0025,0.0025,100814.672201,1.0,5.4346e-20,1.0,129.83,500.0,0.9,400.0,0.0025,1198.07148611,1217.05,1184.49,1.0
500,102048.98819,1208.68333406,100,,1208.68333406,1,314.604,1.0,0.002,0.002,102048.98819,1.0,5.43187e-20,1.0,131.1,500.0,0.9,500.000006643,0.002,1208.68333406,1215.38,1186.25,1.0
500,114492.136793,1200.61757351,100,,1200.61757351,2,336.671,1.0,0.01,0.01,114492.136793,1.0,3.50449e-18,1.0,130.21,500.0,0.9,100.0,0.01,1200.61757351,1200.62,1123.97,1.0
500,98017.695653,1211.95377002,100,,1211.95377002,2,324.383,1.0,0.005,0.005,98017.695653,1.0,2.1793e-19,1.0,131.13,500.0,0.9,200.000000102,0.005,1211.95377002,1206.29,1152.09,1.0
500,99955.1978308,1250.38778494,100,,1250.38778494,2,321.818,1.0,0.00333333,0.00333333,99955.1978308,1.0,5.43914e-20,1.0,135.51,500.0,0.9,299.999969474,0.00333333,1250.38778494,1220.99,1176.74,1.0
500,110306.928513,1164.15400355,100,,1164.15400355,2,324.934,1.0,0.0025,0.0025,110306.928513,1.0,5.4346e-20,1.0,126.35,500.0,0.9,400.0,0.0025,1164.15400355,1206.78,1168.46,1.0
500,127631.271172,1289.46796452,100,,1289.46796452,1,332.912,1.0,0.002,0.002,127631.271172,1.0,5.43187e-20,1.0,139.49,500.0,0.9,500.000006643,0.002,1289.46796452,1223.32,1182.76,1.0
500,128745.464653,1236.6669573,100,,1236.6669573,2,357.013,1.0,0.01,0.01,128745.464653,1.0,3.50449e-18,1.0,134.17,500.0,0.9,100.0,0.01,1236.6669573,1236.67,1156.56,1.0
500,125368.910888,1211.98740924,100,,1211.98740924,2,354.879,1.0,0.005,0.005,125368.910888,1.0,2.1793e-19,1.0,131.26,500.0,0.9,200.000000102,0.005,1211.98740924,1224.33,1165.05,1.0
500,118101.452042,1205.28347749,100,,1205.28347749,2,350.733,1.0,0.00333333,0.00333333,118101.452042,1.0,5.43914e-20,1.0,130.4,500.0,0.9,299.999969474,0.00333333,1205.28347749,1217.98,1169.58,1.0
500,98435.4440057,1222.73831455,100,,1222.73831455,2,341.507,1.0,0.0025,0.0025,98435.4440057,1.0,5.4346e-20,1.0,132.34,500.0,0.9,400.0,0.0025,1222.73831455,1219.17,1177.25,1.0
500,84024.7990573,1218.21977007,100,,1218.21977007,1,331.57,1.0,0.002,0.002,84024.7990573,1.0,5.43187e-20,1.0,132.15,500.0,0.9,500.000006643,0.002,1218.21977007,1218.98,1181.49,1.0
500,105234.158479,1243.29298432,100,,1243.29298432,2,322.772,1.0,0.01,0.01,105234.158479,1.0,3.50449e-18,1.0,135.04,500.0,0.9,100.0,0.01,1243.29298432,1243.29,1162.84,1.0
500,93269.2617737,1166.77507502,100,,1166.77507502,2,315.789,1.0,0.005,0.005,93269.2617737,1.0,2.1793e-19,1.0,126.37,500.0,0.9,200.000000102,0.005,1166.77507502,1205.03,1148.15,1.0
500,99214.0554434,1227.88366667,100,,1227.88366667,2,315.18,1.0,0.00333333,0.00333333,99214.0554434,1.0,5.43914e-20,1.0,133.1,500.0,0.9,299.999969474,0.00333333,1227.88366667,1212.65,1166.2,1.0
500,121692.241796,1224.77600202,100,,1224.77600202,2,323.497,1.0,0.0025,0.0025,121692.241796,1.0,5.4346e-20,1.0,132.75,500.0,0.9,400.0,0.0025,1224.77600202,1215.68,1175.46,1.0
500,91847.4291267,1207.47751704,100,,1207.47751704,1,319.244,1.0,0.002,0.002,91847.4291267,1.0,5.43187e-20,1.0,131.0,500.0,0.9,500.000006643,0.002,1207.47751704,1214.04,1178.06,1.0
500,100166.901239,1209.77893525,100,,1209.77893525,2,314.905,1.0,0.01,0.01,100166.901239,1.0,3.50449e-18,1.0,131.18,500.0,0.9,100.0,0.01,1209.77893525,1209.78,1141.97,1.0
500,95414.8362077,1185.16445236,100,,1185.16445236,2,311.391,1.0,0.005,0.005,95414.8362077,1.0,2.1793e-19,1.0,128.48,500.0,0.9,200.000000102,0.005,1185.16445236,1197.47,1149.52,1.0
500,107007.406409,1317.62418705,100,,1317.62418705,2,321.191,1.0,0.00333333,0.00333333,107007.406409,1.0,5.43914e-20,1.0,142.59,500.0,0.9,299.999969474,0.00333333,1317.62418705,1237.52,1191.98,1.0
500,89144.5739521,1176.62766871,100,,1176.62766871,2,316.435,1.0,0.0025,0.0025,89144.5739521,1.0,5.4346e-20,1.0,127.56,500.0,0.9,400.0,0.0025,1176.62766871,1222.3,1182.85,1.0
500,111074.487083,1233.30890342,100,,1233.30890342,1,319.558,1.0,0.002,0.002,111074.487083,1.0,5.43187e-20,1.0,133.72,500.0,0.9,500.000006643,0.002,1233.30890342,1224.5,1189.22,1.0
500,93124.3534929,1193.8468744,100,,1193.8468744,2,303.633,1.0,0.01,0.01,93124.3534929,1.0,3.50449e-18,1.0,129.53,500.0,0.9,100.0,0.01,1193.8468744,1193.85,1128.11,1.0
500,108854.149068,1161.64037085,100,,1161.64037085,2,316.605,1.0,0.005,0.005,108854.149068,1.0,2.1793e-19,1.0,125.84,500.0,0.9,200.000000102,0.005,1161.64037085,1177.74,1131.26,1.0
500,100185.564094,1190.880641,100,,1190.880641,2,316.11,1.0,0.00333333,0.00333333,100185.564094,1.0,5.43914e-20,1.0,129.48,500.0,0.9,299.999969474,0.00333333,1190.880641,1182.12,1144.17,1.0
500,86611.6418153,1224.6552306,100,,1224.6552306,2,310.998,1.0,0.0025,0.0025,86611.6418153,1.0,5.4346e-20,1.0,132.41,500.0,0.9,400.0,0.0025,1224.6552306,1192.76,1158.81,1.0
500,102355.795703,1201.36396546,100,,1201.36396546,1,312.496,1.0,0.002,0.002,102355.795703,1.0,5.43187e-20,1.0,130.14,500.0,0.9,500.000006643,0.002,1201.36396546,1194.48,1162.75,1.0
500,112227.398209,1225.13505805,100,,1225.13505805,2,333.324,1.0,0.01,0.01,112227.398209,1.0,3.50449e-18,1.0,132.72,500.0,0.9,100.0,0.01,1225.13505805,1225.14,1151.98,1.0
500,102702.788005,1227.91902791,100,,1227.91902791,2,326.178,1.0,0.005,0.005,102702.788005,1.0,2.1793e-19,1.0,132.99,500.0,0.9,200.000000102,0.005,1227.91902791,1226.53,1174.8,1.0
500,99817.137702,1178.8891128,100,,1178.8891128,2,323.067,1.0,0.00333333,0.00333333,99817.137702,1.0,5.43914e-20,1.0,127.65,500.0,0.9,299.999969474,0.00333333,1178.8891128,1210.65,1168.41,1.0
500,125036.148006,1167.75475738,100,,1167.75475738,2,331.014,1.0,0.0025,0.0025,125036.148006,1.0,5.4346e-20,1.0,126.4,500.0,0.9,400.0,0.0025,1167.75475738,1199.92,1163.35,1.0
500,90329.009593,1218.20363253,100,,1218.20363253,1,324.954,1.0,0.002,0.002,90329.009593,1.0,5.43187e-20,1.0,132.29,500.0,0.9,500.000006643,0.002,1218.20363253,1203.58,1170.86,1.0
500,128391.694796,1188.40899876,100,,1188.40899876,2,356.522,1.0,0.01,0.01,128391.694796,1.0,3.50449e-18,1.0,128.9,500.0,0.9,100.0,0.01,1188.40899876,1188.41,1113.73,1.0
500,71095.0754018,1274.86961649,100,,1274.86961649,2,317.198,1.0,0.005,0.005,71095.0754018,1.0,2.1793e-19,1.0,138.42,500.0,0.9,200.000000102,0.005,1274.86961649,1231.64,1178.83,1.0
500,97460.1612443,1159.04311166,100,,1159.04311166,2,316.875,1.0,0.00333333,0.00333333,97460.1612443,1.0,5.43914e-20,1.0,125.52,500.0,0.9,299.999969474,0.00333333,1159.04311166,1207.44,1164.33,1.0
500,129860.611654,1197.80894414,100,,1197.80894414,2,327.819,1.0,0.0025,0.0025,129860.611654,1.0,5.4346e-20,1.0,129.95,500.0,0.9,400.0,0.0025,1197.80894414,1205.03,1165.77,1.0
500,98167.6584755,1152.29592806,100,,1152.29592806,1,325.353,1.0,0.002,0.002,98167.6584755,1.0,5.43187e-20,1.0,124.84,500.0,0.9,500.000006643,0.002,1152.29592806,1194.49,1159.37,1.0
500,125229.13817,1221.03903844,100,,1221.03903844,2,352.103,1.0,0.01,0.01,125229.13817,1.0,3.50449e-18,1.0,132.3,500.0,0.9,100.0,0.01,1221.03903844,1221.04,1150.37,1.0
500,124205.546484,1195.07156182,100,,1195.07156182,2,351.623,1.0,0.005,0.005,124205.546484,1.0,2.1793e-19,1.0,129.5,500.0,0.9,200.000000102,0.005,1195.07156182,1208.06,1145.48,1.0
500,82244.8750275,1173.86766214,100,,1173.86766214,2,331.401,1.0,0.00333333,0.00333333,82244.8750275,1.0,5.43914e-20,1.0,127.54,500.0,0.9,299.999969474,0.00333333,1173.86766214,1196.66,1145.56,1.0
500,92349.1982122,1234.96436733,100,,1234.96436733,2,324.81,1.0,0.0025,0.0025,92349.1982122,1.0,5.4346e-20,1.0,133.83,500.0,0.9,400.0,0.0025,1234.96436733,1206.24,1161.99,1.0
500,96653.6717428,1151.47243796,100,,1151.47243796,1,322.519,1.0,0.002,0.002,96653.6717428,1.0,5.43187e-20,1.0,124.89,500.0,0.9,500.000006643,0.002,1151.47243796,1195.28,1155.7,1.0
500,87778.9396747,1258.50637098,100,,1258.50637098,2,294.79,1.0,0.01,0.01,87778.9396747,1.0,3.50449e-18,1.0,136.38,500.0,0.9,100.0,0.01,1258.50637098,1258.51,1182.05,1.0
500,93980.064657,1189.30762168,100,,1189.30762168,2,301.94,1.0,0.005,0.005,93980.064657,1.0,2.1793e-19,1.0,129.15,500.0,0.9,200.000000102,0.005,1189.30762168,1223.91,1169.85,1.0
500,97746.4478598,1243.9407308,100,,1243.9407308,2,305.162,1.0,0.00333333,0.00333333,97746.4478598,1.0,5.43914e-20,1.0,134.85,500.0,0.9,299.999969474,0.00333333,1243.9407308,1230.58,1186.44,1.0
500,102710.767211,1252.22044956,100,,1252.22044956,2,308.791,1.0,0.0025,0.0025,102710.767211,1.0,5.4346e-20,1.0,135.63,500.0,0.9,400.0,0.0025,1252.22044956,1235.99,1197.77,1.0
500,67511.5740906,1172.80745249,100,,1172.80745249,1,300.479,1.0,0.002,0.002,67511.5740906,1.0,5.43187e-20,1.0,127.14,500.0,0.9,500.000006643,0.002,1172.80745249,1223.36,1189.17,1.0
500,92684.0405991,1179.52026505,100,,1179.52026505,2,302.914,1.0,0.01,0.01,92684.0405991,1.0,3.50449e-18,1.0,127.69,500.0,0.9,100.0,0.01,1179.52026505,1179.52,1117.22,1.0
500,98982.321606,1192.88810284,100,,1192.88810284,2,308.09,1.0,0.005,0.005,98982.321606,1.0,2.1793e-19,1.0,129.39,500.0,0.9,200.000000102,0.005,1192.88810284,1186.2,1142.12,1.0
500,108282.76675,1233.84567016,100,,1233.84567016,2,315.464,1.0,0.00333333,0.00333333,108282.76675,1.0,5.43914e-20,1.0,133.63,500.0,0.9,299.999969474,0.00333333,1233.84567016,1202.08,1162.05,1.0
