VarVanillaIw,AvgNormIw,ESSRenyi,MaxVanillaIw,AvgRet,AvgDiscRet,VarNormIw,ESSClassic,J,MaxNormIw,MinNormIw,Bound,BatchSize,VarJ,AvgVanillaIw,VarDiscRet,eRenyi2,VarRet,MinVanillaIw,AvgEpLen
1.0285767,0.010000002,50.84373080353395,2.6833072,-1608.5544895009277,-1608.5544895009277,0.000106766565,48.61474096521756,-57.252018,0.027338184,1.6303678e-12,-736.841,100,134.4886,0.9815235,4230828.776786032,1.9668108,4230828.776786032,1.6002444e-10,200.0
0.04612327,0.01,95.69356550763936,1.1873121,-43.63463653589677,-43.63463653589677,4.667833e-06,95.58295464528916,-15.598664,0.01194435,0.001339929,-291.3663,100,44.045155,0.9940366,102085.33277724293,1.0450023,102085.33277724293,0.13319385,200.0
0.87640226,0.01,52.646261965832615,2.6301517,-11.077851572669694,-11.077851572669694,8.259221e-05,55.01570374504485,-8.172812,0.02553281,1.9892137e-07,-11.987251,100,9.533371,1.0301067,79.97551635402665,1.8994701,79.97551635402665,2.0491023e-05,200.0
0.012653358,0.01,98.9406521778104,1.091316,-9.180518159582718,-9.180518159582718,1.2840785e-06,98.74472225658394,-9.130772,0.010993687,0.0054089627,-12.08675,100,7.772649,0.99267507,64.02710592177415,1.0107069,64.02710592177415,0.53693426,200.0
0.3587402,0.010000002,77.18543487224059,1.6570139,-8.160988669039819,-8.160988669039819,3.8603866e-05,72.34956806701268,-7.35955,0.017189035,3.4396522e-05,-9.886126,100,8.245835,0.9639947,56.29863149755096,1.2955812,56.29863149755096,0.0033158064,200.0
0.1481861,0.01,87.18554728870313,1.4000682,-7.502153069948726,-7.502153069948726,1.5544698e-05,86.66318494955462,-7.1913466,0.014339586,0.00019101946,-9.350069,100,7.5081406,0.9763658,51.870719078964775,1.1469791,51.870719078964775,0.018650487,200.0
0.22599176,0.010000002,87.84553292078526,3.9157922,-7.299669902499294,-7.299669902499294,2.0568581e-05,83.08207592487331,-6.9666452,0.037357304,0.007847474,-9.016758,100,6.489559,1.0481999,43.867092284062075,1.1383618,43.867092284062075,0.82257205,200.0
0.22950351,0.010000002,77.13831346377971,3.3495622,-7.653373153385349,-7.653373153385349,2.1730022e-05,82.29589900169196,-7.1514416,0.032592934,0.0057425415,-9.339144,100,7.4890857,1.0276958,49.78856456351339,1.2963727,49.78856456351339,0.5901586,200.0
0.039802372,0.010000002,96.09827799739197,1.2770885,-7.87466999791514,-7.87466999791514,3.839534e-06,96.33804331479698,-7.781598,0.012543127,0.0044100625,-9.80551,100,7.4050803,1.0181581,54.636935388008986,1.0406014,54.636935388008986,0.44901404,200.0
1.4008484,0.01,41.791812148559224,3.3333645,-8.526352952379872,-8.526352952379872,0.00017264814,36.911039859478464,-6.786637,0.037005663,1.8240288e-13,-10.076982,100,10.158267,0.9007715,60.00623246547438,2.3928132,60.00623246547438,1.6430331e-11,200.0
