MinNormIw,ESSClassic,AvgRet,MinVanillaIw,VarVanillaIw,AvgVanillaIw,VanillaAvgRet,J,MaxNormIw,eRenyi2,VarNormIw,AvgDiscRet,AvgNormIw,VarJ,VarRet,MaxVanillaIw,Bound,ESSRenyi,VarDiscRet,BatchSize,AvgEpLen
1.1601072e-07,66.6627613954439,-6.09361450187862e-13,1.3187271e-05,0.6527166,1.1367286,4948.754832238126,50.058975,0.02038296,1.6044884,5.051391e-05,-6.09361450187862e-13,0.010000002,0.9240167,249874.43390832059,2.3169894,44.819954,62.32516339480798,249874.43390832059,100,495.01
4.706082e-10,51.420809716487994,4.82032191939652e-13,4.0436426e-08,0.70453495,0.8592375,4948.969810682936,49.84641,0.029453231,1.7857659,9.542803e-05,4.82032191939652e-13,0.01,2.2325969,248889.22269872998,2.5307322,43.9107,55.99838185217846,248889.22269872998,100,495.02
2.0973802e-08,56.233096169117594,9.094947017729283e-15,2.049326e-06,0.7505615,0.97708845,4949.146041076617,49.765102,0.02738838,1.9628255,7.861738e-05,9.094947017729283e-15,0.01,1.7768874,248906.97969919458,2.6760871,44.116814,50.94696300248024,248906.97969919458,100,495.02
3.8655235e-09,46.542782029959426,1.6370904631912708e-13,3.1771427e-07,0.78374636,0.8219178,4799.389743686109,198.94205,0.035514925,2.2136326,0.000116016214,1.6370904631912708e-13,0.01,5.7025967,967436.5066942788,2.919035,174.20676,45.174615128112556,967436.5066942788,100,480.06
2.328722e-11,46.813811324841076,-6.366462912410498e-14,2.495038e-09,1.3173727,1.0714195,4899.236754032996,99.570694,0.03399791,3.127846,0.00011475973,-6.366462912410498e-14,0.01,4.2458434,494795.33145013073,3.642602,87.243866,31.970883450641608,494795.33145013073,100,490.02
,5.189846829377582,-1.4370016288012267e-12,,7.6012596e-13,2.0295991e-07,4999.218777037366,0.1693854,0.25198242,8.019484e+21,0.001845292,-1.4370016288012267e-12,0.010000002,0.23384228,0.013529636964741243,5.114233e-06,0.077786624,1.246963043607387e-20,0.013529636964741243,100,500.0
2.9500592e-07,57.93252744674761,-2.5465851649641993e-13,3.143682e-05,0.832922,1.0656334,4899.9827768440155,99.586136,0.02816231,1.972665,7.3348056e-05,-2.5465851649641993e-13,0.010000002,2.4910064,493939.0064132168,3.00107,88.52683,50.69284567788095,493939.0064132168,100,490.03
2.0248772e-06,66.78683373523097,4.4565240386873483e-13,0.00019423236,0.46220013,0.95923036,4949.960403436943,49.778175,0.021485396,1.5443686,5.0232444e-05,4.4565240386873483e-13,0.01,1.2554437,248988.93952542637,2.0609443,44.625122,64.75138020901879,248988.93952542637,100,495.02
0.00051354175,inf,3.0013325158506633e-13,4.4893263e-35,,8.741892e-34,4800.190130061226,186.1805,0.25986874,,0.0011180203,3.0013325158506633e-13,0.010000002,83.67784,966752.5095505241,2.2717444e-32,127.76137,inf,966752.5095505241,100,480.07
,3.6516433204488568,-8.384404281969182e-15,,2.04365e-05,0.00087567477,118.40216797577166,340.35562,0.3330907,nan,0.0026651449,-8.384404281969182e-15,0.010000002,170.22832,19963.7055426522,0.029167911,154.75694,nan,19963.7055426522,100,12.85
,4.240886474459859,5.456968210637569e-14,,1.66021e-05,0.0008531735,381.5589034085843,461.75345,0.34802344,nan,0.0022808062,5.456968210637569e-14,0.01,664.2398,62177.62933744345,0.029692437,205.12091,nan,62177.62933744345,100,39.18
,2.2256114226701547,-9.947598300641403e-14,,0.0033000081,0.008623573,485.831870146987,573.5563,0.58687764,nan,0.0044375225,-9.947598300641403e-14,0.01,892.3103,110270.01025517896,0.5060982,165.29608,nan,110270.01025517896,100,49.61
1.11607894e-35,3.192261937533406,2.1032064978498965e-14,3.116115e-34,2.3878858,0.279202,449.5489438897471,452.02695,0.42723015,nan,0.0030632077,2.1032064978498965e-14,0.01,675.3027,67969.74118410175,11.928352,98.819305,nan,67969.74118410175,100,45.98
,2.8302453151818883,5.684341886080802e-16,,0.048358373,0.037342202,370.1779926830313,785.5812,0.40655905,nan,0.0034679428,5.684341886080802e-16,0.010000002,603.2351,88935.00923799023,1.518181,285.74075,nan,88935.00923799023,100,38.04
1.4643203e-16,5.782627299461149,2.0463630789890885e-14,1.7847613e-15,0.24448864,0.12188326,508.316914469811,509.06815,0.26460296,nan,0.0016457755,2.0463630789890885e-14,0.009999999,653.4885,99956.2968495222,3.2250671,123.63785,nan,99956.2968495222,100,51.86
,1.0,-1.8189894035458565e-14,,3.83977e-14,1.9595333e-08,479.8252218908142,1309.3378,1.0,nan,0.010000002,-1.8189894035458565e-14,0.01,2.0459413e-05,112076.01437347535,1.9595334e-06,207.37134,nan,112076.01437347535,100,49.01
1.5645737e-17,4.010853467067707,-4.774847184307873e-14,3.791925e-16,1.4199646,0.24236155,467.83456034683906,435.6155,0.37627414,nan,0.0024174089,-4.774847184307873e-14,0.010000002,763.78015,79797.80778637117,9.119438,94.51517,nan,79797.80778637117,100,47.81
,2.383697308308352,1.0231815394945442e-14,,5.4287307e-07,0.000114559516,468.3388486855996,680.18274,0.57431084,nan,0.004136528,1.0231815394945442e-14,0.01,1233.9286,92737.47471647272,0.006579277,205.27005,nan,92737.47471647272,100,47.86
,4.699164949746426,1.1937117960769683e-14,,3.6316957,0.4210506,460.93662189279536,509.71603,0.33314556,115.208244,0.0020485232,1.1937117960769683e-14,0.010000002,1004.32043,88795.93962815996,14.027114,75.42471,0.8679934373359954,88795.93962815996,100,47.12
,2.5427447508358534,3.012701199622825e-14,,4.9227965e-06,0.0003565889,463.54932133140886,856.3726,0.47574726,nan,0.0038714735,3.012701199622825e-14,0.010000002,667.92737,108915.30482457837,0.016964618,346.6355,nan,108915.30482457837,100,47.38
,3.40621005962559,-9.72022462519817e-14,,2.3129198e-05,0.00089858467,449.5430627099444,440.18335,0.4371622,79541.164,0.0028644586,-9.72022462519817e-14,0.010000002,969.99603,81421.1933808139,0.039282724,98.21973,0.0012572106679432594,81421.1933808139,100,45.98
2.3937603e-17,3.5811977517326135,-3.524291969370097e-14,1.7728507e-17,0.0014916989,0.0074061328,516.2186170148055,604.55096,0.38726977,323064.4,0.0027195571,-3.524291969370097e-14,0.010000002,933.82446,98704.83159517394,0.28681713,65.04193,0.00030953580173303293,98704.83159517394,100,52.65
2.9109855e-34,2.6239723306282223,-2.3305801732931285e-14,1.4120117e-32,8.819707,0.48506314,474.2262361728888,660.51056,0.5347389,12341.054,0.0037485003,-2.3305801732931285e-14,0.010000002,1330.2417,99662.01631217859,25.938213,127.87305,0.008103035797613704,99662.01631217859,100,48.45
,1.9285785910962827,1.1368683772161604e-14,,0.17086542,0.057675604,480.42052650310393,997.91077,0.59658957,954.9614,0.0051365322,1.1368683772161604e-14,0.01,849.32605,124228.51706490455,3.4408662,332.04822,0.10471627156896983,124228.51706490455,100,49.07
,2.8020515692058154,1.1311840353300795e-13,,9.319437,0.5157294,511.71149376274514,682.16254,0.5179026,106.97202,0.0035038516,1.1311840353300795e-13,0.01,1327.084,103304.41965395962,26.709763,185.4953,0.9348238650251047,103304.41965395962,100,52.2
,7.376360357666669,5.684341886080802e-14,,0.43693396,0.18560329,454.21812670392734,356.31775,0.27060804,nan,0.0012683659,5.684341886080802e-14,0.01,1171.404,90569.45971442484,5.0225744,51.004913,nan,90569.45971442484,100,46.45
,1.0,-8.526512829121202e-15,,0.042814415,0.020691643,469.5137440375332,1209.7601,1.0,nan,0.010000003,-8.526512829121202e-15,0.01,6.604319e-05,118123.0823261544,2.0691643,191.60034,nan,118123.0823261544,100,47.98
,1.7468605854384343,2.3874235921539365e-14,,3.913691e-10,2.6246219e-06,456.637287874947,1094.2633,0.7113049,nan,0.0056813713,2.3874235921539365e-14,0.01,1839.4337,122239.17737774341,0.00018669064,271.2154,nan,122239.17737774341,100,46.69
,2.038990008954915,1.9895196601282804e-14,,24.671034,0.71300447,485.03154357659616,737.0369,0.6685065,114.045235,0.0048529175,1.9895196601282804e-14,0.01,1686.7152,106980.84068500651,47.66481,174.5946,0.8768450543368715,106980.84068500651,100,49.53
1.1526725e-13,56.88801384201616,7.275957614183426e-14,2.7784843e-12,0.04447809,0.24104716,522.8105609045194,84.07085,0.055029746,nan,7.654946e-05,7.275957614183426e-14,0.01,695.06726,126222.61871399234,1.3264763,-53.901962,nan,126222.61871399234,100,53.31
0.00076929684,51.50460605990109,-6.8212102632969615e-15,0.080019206,1.0290103,1.0401604,424.33921741048914,57.187138,0.069158524,1.6976577,9.510843e-05,-6.8212102632969615e-15,0.01,493.15973,94547.02880046413,7.193596,-67.671265,58.9046895281471,94547.02880046413,100,43.46
0.003388261,87.12325720121302,8.185452315956354e-14,0.31607407,0.12991555,0.9328504,543.8092028155821,19.04032,0.026616061,1.1225082,1.4929218e-05,8.185452315956354e-14,0.01,364.60678,130076.58817724124,2.4828804,-111.28014,89.08621142465906,130076.58817724124,100,55.41
1.02889295e-07,13.895518969090393,-1.7053025658242404e-15,5.538196e-06,1.8134773,0.5382675,479.22251181626336,186.45891,0.21522482,nan,0.00062591565,-1.7053025658242404e-15,0.01,1186.4738,92169.25056413094,11.584852,-50.568817,nan,92169.25056413094,100,48.95
0.002924036,40.06397352887097,5.798028723802418e-14,0.20883855,0.77082306,0.7142133,498.73514265333876,97.76556,0.075955905,0.06711618,0.00015111196,5.798028723802418e-14,0.01,439.9545,109917.98700054268,5.424872,-36.625343,1489.9537209565394,109917.98700054268,100,50.9
,inf,-2.4442670110147446e-14,,,1.400613e-39,458.33537473832433,611.81616,0.9160603,1495568900.0,0.008446592,-2.4442670110147446e-14,0.01,511.001,76994.15508262154,1.2830465e-37,107.60672,6.686418811427327e-08,76994.15508262154,100,46.86
,15.122268842380596,1.5347723092418165e-14,,7.643236,1.1610951,445.7528822483224,211.56699,0.09658578,5.8659043,0.00056694594,1.5347723092418165e-14,0.01,492.81177,89908.95969408896,11.214528,13.858658,17.047669780086366,89908.95969408896,100,45.6
,11.074381449576483,-6.480149750132113e-14,,15.474326,1.3812419,488.8006276399704,319.8496,0.12971522,9.939419,0.00081109593,-6.480149750132113e-14,0.01,1454.3711,148428.40645844696,17.91681,-59.468536,10.06095045247488,148428.40645844696,100,49.91
0.009295167,99.79112657162958,-9.094947017729283e-15,0.93038386,0.0021181412,1.0009328,479.03297927333676,0.23036623,0.011477879,1.0019947,2.1141949e-07,-9.094947017729283e-15,0.01,331.04865,109044.84525781582,1.1488587,-100.89084,99.80092419807833,109044.84525781582,100,48.93
0.00028352498,77.39257139919468,-9.663381206337362e-14,0.026431067,0.25642687,0.9322307,431.63574942562957,27.077465,0.031147331,1.2931341,2.9506436e-05,-9.663381206337362e-14,0.009999999,354.23297,100992.55724141253,2.9036498,-98.96777,77.33150066904231,100992.55724141253,100,44.19
0.002007031,44.05507371973929,3.808509063674137e-14,0.21126032,1.4212072,1.0526012,483.42941936639164,82.18802,0.082772754,2.199549,0.00012827138,3.808509063674137e-14,0.01,851.9672,127304.67328828199,8.712669,-61.82126,45.46386637930614,127304.67328828199,100,49.37
,1.5962106633131778,1.9895196601282804e-14,,0.011908543,0.013828849,453.22231867065364,661.4312,0.7795823,nan,0.006227109,1.9895196601282804e-14,0.010000002,1077.8225,96090.23880008013,1.0780727,111.182434,nan,96090.23880008013,100,46.35
0.0067437473,89.71320172266967,-3.808509063674137e-14,0.673068,0.1153726,0.9980623,502.11488895326903,8.648555,0.028924776,1.1075798,1.1582104e-05,-3.808509063674137e-14,0.010000002,369.591,117233.98473227504,2.8868728,-83.51784,90.28694594681572,117233.98473227504,100,51.24
3.5581283e-07,70.89247560872889,1.3301360013429075e-13,3.6369856e-05,0.43332124,1.0221627,517.2223271654374,36.63819,0.019008728,1.474324,4.147343e-05,1.3301360013429075e-13,0.01,434.09485,131989.43552099157,1.943001,-82.52517,67.82769650130511,131989.43552099157,100,52.75
9.216915e-08,46.19282912171888,-2.1032064978498965e-14,8.498985e-06,1.0004452,0.92210734,512.5272271670972,52.571606,0.028502582,1.9001333,0.000117660406,-2.1032064978498965e-14,0.01,487.53693,111675.15774187908,2.628244,-88.19112,52.627888011103,111675.15774187908,100,52.28
0.006315095,55.03541184549004,1.0459189070388675e-13,0.65412074,0.88541985,1.0358051,490.84277350376993,42.841625,0.08371837,nan,8.252647e-05,1.0459189070388675e-13,0.010000002,604.42395,94300.29463054592,8.671591,-61.376247,nan,94300.29463054592,100,50.11
3.821597e-05,66.88260625022106,-4.547473508864641e-15,0.0037509422,0.4818355,0.9815117,441.7488655899766,40.18799,0.019626841,1.4645809,5.0015875e-05,-4.547473508864641e-15,0.009999999,393.8082,102263.29042290272,1.9263973,-72.74821,68.27891886524233,102263.29042290272,100,45.2
0.008178984,96.8074305273649,2.955857780762017e-14,0.8076204,0.032479875,0.9874336,447.93938112410797,2.3407488,0.018817576,1.0337639,3.3311833e-06,2.955857780762017e-14,0.01,303.62042,90334.4312034036,1.8581107,-74.77916,96.73388807911586,90334.4312034036,100,45.82
2.8469129e-05,57.545835619531786,3.865352482534945e-14,0.0028193248,0.73082435,0.99030954,490.12628633131413,65.63202,0.029508535,1.7628425,7.451969e-05,3.865352482534945e-14,0.01,424.73642,106367.47168122667,2.9222584,-50.75853,56.7265640347327,106367.47168122667,100,50.04
0.004943338,35.370109129763236,-1.1368683772161603e-15,3.7646263e-05,1.0704462e-08,7.615555e-05,476.9517307055506,84.74995,0.11712235,nan,0.00018457028,-1.1368683772161603e-15,0.01,638.0015,106528.72048632876,0.0008919517,-6.1910095,nan,106528.72048632876,100,48.72
0.0065495213,94.77553387471349,-6.8212102632969615e-15,0.65745807,0.056108013,1.0038261,489.9270124913604,5.9651527,0.019494047,1.0598258,5.5681107e-06,-6.8212102632969615e-15,0.010000002,357.4098,99079.79307187373,1.9568635,-107.218216,94.35513088575927,99079.79307187373,100,50.02
9.978911e-11,50.52190630626043,3.467448550509289e-14,9.5115915e-09,0.89874864,0.95316935,500.72850900674837,57.359886,0.026434472,1.8531054,9.8923185e-05,3.467448550509289e-14,0.01,494.9002,91261.65489747182,2.5196528,-64.43288,53.96347051056692,91261.65489747182,100,51.1
0.0036135495,94.0622063780809,2.7853275241795927e-14,0.35158113,0.060361434,0.97295225,485.03666414209226,6.206304,0.014277317,1.0621109,6.376413e-06,2.7853275241795927e-14,0.01,340.19943,113941.17624034733,1.3891147,-100.0522,94.15212659737237,113941.17624034733,100,49.53
0.0059866915,58.14509225985027,3.4106051316484808e-15,0.6459816,0.8465736,1.0790294,527.1158197456128,46.74116,0.06542914,nan,7.2710674e-05,3.4106051316484808e-15,0.01,609.6896,122021.4562404152,7.059997,-87.074326,nan,122021.4562404152,100,53.74
0.004789801,84.31043265174978,2.7853275241795927e-14,0.48400667,0.19193849,1.0104944,523.3003515287849,20.654385,0.0363391,1.1658523,1.8797253e-05,2.7853275241795927e-14,0.009999999,428.39337,110307.77371489625,3.6720455,-108.18271,85.77415791894336,110307.77371489625,100,53.36
0.008071641,92.64753620146107,-1.20508047984913e-13,0.77825284,0.07452128,0.9641816,468.52470663989584,7.1877193,0.021681571,1.291983,8.016093e-06,-1.20508047984913e-13,0.010000003,344.9925,97473.39573607537,2.0904973,-77.71559,77.40039872894653,97473.39573607537,100,47.88
1.0283607e-07,55.00941027710584,8.697043085703626e-14,1.0845815e-05,0.9189311,1.0546703,472.9275999062556,41.050247,0.024767192,1.9198709,8.2613224e-05,8.697043085703626e-14,0.009999998,377.29916,80696.75504694121,2.6121223,-49.357857,52.08683689408113,80696.75504694121,100,48.32
0.0003940185,59.93569789066333,4.376943252282217e-14,0.041475378,0.74814266,1.0526252,468.8394782403634,49.332047,0.03869891,1.6429433,6.7520705e-05,4.376943252282217e-14,0.01,358.03253,82893.90963450255,4.0735445,-55.093575,60.86637454182109,82893.90963450255,100,47.91
0.008634993,99.77847302711568,-1.1368683772161603e-13,0.8673793,0.002262663,1.0044934,505.612690316221,0.19268751,0.010729935,1.0023782,2.2424648e-07,-1.1368683772161603e-13,0.010000002,322.97397,105876.3350042838,1.0778148,-86.03504,99.76274172099426,105876.3350042838,100,51.59
0.008161197,92.98748713851697,4.149569576838985e-14,0.831889,0.07914746,1.0193222,491.81870964226647,9.725443,0.028351469,1.0565685,7.617528e-06,4.149569576838985e-14,0.01,434.79736,142383.61368253527,2.889928,-124.44907,94.64601649596153,142383.61368253527,100,50.21
0.005858714,94.88054180887748,-6.8212102632969615e-15,0.6106258,0.059204794,1.0422523,506.81772235972426,5.8348927,0.01991018,1.0566698,5.4501847e-06,-6.8212102632969615e-15,0.010000002,364.81046,140316.35826449556,2.0751429,-111.88091,94.63694054674481,140316.35826449556,100,51.71
3.7022147e-08,66.32630113352073,1.9326762412674726e-14,3.8085211e-06,0.5426997,1.0287143,460.0288177329289,29.67236,0.020420805,1.5626152,5.1282597e-05,1.9326762412674726e-14,0.010000002,347.70178,89479.07256378517,2.1007173,-56.03365,63.99528355072708,89479.07256378517,100,47.03
0.0050412104,38.92676525256924,1.1368683772161603e-15,0.5154361,1.6567135,1.0224452,425.7402998984828,76.34758,0.081747174,nan,0.00015847743,1.1368683772161603e-15,0.01,613.4159,64427.76526179733,8.3582,-48.260025,nan,64427.76526179733,100,43.6
0.00038310268,92.09776319755676,-7.73070496506989e-14,0.040495984,0.0968408,1.057053,450.1404306083439,15.004346,0.013020622,1.1342244,8.666921e-06,-7.73070496506989e-14,0.01,353.8067,107679.03218027878,1.3763487,-101.576454,88.16597376401063,107679.03218027878,100,46.04
4.540269e-09,62.059262082345555,-5.115907697472721e-15,4.4342318e-07,0.5890304,0.9766451,439.44070182916766,40.89646,0.021724874,1.5910388,6.175387e-05,-5.115907697472721e-15,0.01,360.52826,92987.64250087058,2.1217492,-70.198265,62.85201752865767,92987.64250087058,100,44.97
0.003678983,97.32104693128578,-9.208633855450899e-14,0.37020046,0.028154047,1.0062575,476.94002836432696,2.54139,0.011648235,1.0340335,2.7804974e-06,-9.208633855450899e-14,0.010000002,364.3896,131206.76261513573,1.1721125,-97.47208,96.70866217621143,131206.76261513573,100,48.72
0.007841265,76.54163257228184,3.4106051316484808e-15,0.76453465,0.29429787,0.97501445,521.3080560593845,29.358034,0.05931479,1.4213529,3.0957443e-05,3.4106051316484808e-15,0.01,452.2406,96144.64060075047,5.7832775,-108.93474,70.35550606835162,96144.64060075047,100,53.16
,1.9174397787581259,1.0174971976084635e-13,,304.88776,2.42914,453.4264766847675,909.0602,0.6058654,114.36566,0.0051669586,1.0174971976084635e-13,0.010000002,911.52106,108693.75103916862,147.17319,242.92639,0.8743883310998646,108693.75103916862,100,46.37
0.0077513484,90.68029297341131,7.048583938740194e-14,0.748144,0.09670969,0.96517915,492.5121715142445,9.48081,0.023003016,1.61355,1.0381356e-05,7.048583938740194e-14,0.01,325.37823,89072.65916439886,2.2202032,-80.39562,61.97514997298203,89072.65916439886,100,50.28
1.9486683e-24,30.39887580935929,2.3874235921539365e-14,1.6726614e-22,1.7039773,0.8583613,501.9222010115141,85.57703,0.047219347,2.902391,0.0002312723,2.3874235921539365e-14,0.01,471.00342,78131.00458364958,4.053126,-34.626793,34.45435211372891,78131.00458364958,100,51.22
1.8349988e-15,66.00548939435657,-1.0686562745831906e-13,2.0404261e-13,0.6432259,1.1119494,414.8540653436388,29.291542,0.019067936,1.5891805,5.2022766e-05,-1.0686562745831906e-13,0.010000002,327.40598,68797.38541883598,2.120258,-57.193573,62.92551533221934,68797.38541883598,100,42.51
0.00853859,96.90115439973015,4.092726157978177e-14,0.84323573,0.031503707,0.98755854,430.04178152409025,2.5649242,0.01744439,1.0861791,3.2302485e-06,4.092726157978177e-14,0.01,315.63156,100333.48519266289,1.7227356,-71.752884,92.06584491673243,100333.48519266289,100,44.03
1.7993738e-05,71.39547531252025,-9.094947017729283e-15,0.0017927788,0.40173495,0.99633485,510.2245521435333,38.49641,0.018549144,1.4145274,4.046961e-05,-9.094947017729283e-15,0.010000002,422.11768,125638.4865888492,1.8481158,-125.74303,70.69498890772529,125638.4865888492,100,52.05
0.0066449726,64.0012336845544,-9.322320693172514e-14,0.6206938,0.4957158,0.9340803,481.23991539755554,42.313488,0.06778296,nan,5.6815174e-05,-9.322320693172514e-14,0.01,396.99536,99439.22705912753,6.3314724,-73.204666,nan,99439.22705912753,100,49.15
,13.846615629603289,8.242295734817162e-14,,13.082504,1.4427752,486.21500142698926,185.87372,0.0988394,10.166738,0.0006284831,8.242295734817162e-14,0.01,1096.9185,84047.68019652953,14.260304,-18.385757,9.835996989662023,84047.68019652953,100,49.65
0.00862005,99.71908686351071,-6.423306331271305e-14,0.8681935,0.0028865298,1.0071793,483.7265008783816,0.22738361,0.011527192,1.0031834,2.8455258e-07,-6.423306331271305e-14,0.01,310.2507,97481.56082297847,1.1609949,-88.73517,99.68267367864674,97481.56082297847,100,49.4
0.0046706465,91.36552844034809,-5.2295945351943376e-14,0.47787175,0.09992788,1.0231384,459.03443267850673,8.030887,0.017947327,1.0816051,9.5459245e-06,-5.2295945351943376e-14,0.01,316.01212,98640.67111538968,1.8362598,-83.572945,92.45518733768749,98640.67111538968,100,46.93
0.008154272,84.85304669812375,2.955857780762017e-14,0.84636605,0.19425347,1.0379418,491.7158400420233,25.477026,0.04469807,1.0864267,1.8031127e-05,2.955857780762017e-14,0.009999998,427.57315,121425.25704724439,4.6393995,-151.50618,92.04486302241659,121425.25704724439,100,50.2
0.0029259508,13.600784499398138,1.1141310096718371e-13,0.20694964,3.210007,0.7072902,431.35129536487256,197.94254,0.23474273,nan,0.00064166845,1.1141310096718371e-13,0.01,1457.572,95637.16409541902,16.603123,-59.523285,nan,95637.16409541902,100,44.16
,inf,-6.8212102632969615e-15,,,8.7944e-40,429.8481126401982,779.8078,1.0,nan,0.010000002,-6.8212102632969615e-15,0.01,,99025.89439805665,8.7943894e-38,14.353882,nan,99025.89439805665,100,44.01
0.0033658333,98.41808937926837,-3.808509063674137e-14,0.34083307,0.0166484,1.0126262,414.4437810780971,2.2667599,0.011204475,1.0254188,1.6235821e-06,-3.808509063674137e-14,0.01,304.7185,91785.18121915306,1.1345943,-91.44327,97.5211338602596,91785.18121915306,100,42.47
1.4939159e-06,4.060236191058565,5.5706550483591854e-14,6.4281616e-05,4.419095,0.4302894,465.1320384521129,373.48474,0.47153968,134022.8,0.0023867788,5.5706550483591854e-14,0.01,1631.6638,94646.08222514049,20.289852,16.659698,0.000746141718660503,94646.08222514049,100,47.54
4.5241813e-06,74.91275163773658,2.7284841053187846e-14,0.00046103046,0.35127032,1.0190363,448.84762676075445,26.748013,0.016887598,1.3341538,3.38269e-05,2.7284841053187846e-14,0.01,394.9754,106048.7458481474,1.7209074,-79.30237,74.9538787384536,106048.7458481474,100,45.91
0.0027306904,96.27535252029703,-2.4442670110147446e-14,0.26836616,0.03774391,0.9827777,530.5223226447662,4.782397,0.011931818,1.0395353,3.907836e-06,-2.4442670110147446e-14,0.01,325.20547,98918.80966636707,1.1726325,-85.204834,96.1968309638687,98918.80966636707,100,54.08
0.003710862,96.51989206523669,-3.183231456205249e-14,0.36744186,0.035708144,0.9901793,465.94387183058444,6.4044933,0.0116882315,1.0337301,3.6419974e-06,-3.183231456205249e-14,0.01,421.90573,163805.3084892049,1.1573445,-170.3407,96.7370450312441,163805.3084892049,100,47.62
0.0049657575,75.68635278901272,1.7053025658242404e-15,0.5178949,0.35294706,1.0429324,527.3147612499805,34.43977,0.037361786,1.2435535,3.2448705e-05,1.7053025658242404e-15,0.01,548.7775,108301.4116268546,3.8965816,-110.857346,80.41471352225714,108301.4116268546,100,53.76
4.2882252e-08,15.545933387097998,-3.865352482534945e-14,5.766215e-06,9.921906,1.3446623,427.45395744033425,200.47867,0.15406948,6.947234,0.00054874254,-3.865352482534945e-14,0.01,1120.3984,111206.78220946628,20.717142,-4.874298,14.394217581691388,111206.78220946628,100,43.77
0.0057447013,49.35540784050407,2.842170943040401e-14,0.60382015,1.1451001,1.0510906,449.8299260907402,66.008385,0.095227465,1.8612831,0.00010364852,2.842170943040401e-14,0.01,595.91235,86286.50411415994,10.00927,-68.11457,53.72637936708149,86286.50411415994,100,46.01
1.6926645e-10,46.53643911482574,-2.5011104298755527e-14,1.695605e-08,1.1644936,1.0017372,437.6493496439704,61.814793,0.02878646,2.0787492,0.00011604581,-2.5011104298755527e-14,0.01,465.15564,96476.03572365039,2.883647,-63.010082,48.10585181214249,96476.03572365039,100,44.79
0.0069527198,77.26975494287132,-6.30961949354969e-14,0.7418835,0.338315,1.0670407,501.31476228181754,27.252739,0.039918214,1.5735433,2.9713872e-05,-6.30961949354969e-14,0.010000002,324.56186,105924.6863628848,4.259436,-88.40081,63.55084054819461,105924.6863628848,100,51.16
