MaxNormIw,ESSClassic,AvgDiscRet,AvgRet,VarDiscRet,MinNormIw,delta,VanillaAvgRet,AvgVanillaIw,Bound,J,AvgEpLen,EpsThisIter,AvgNormIw,VarJ,MaxVanillaIw,VarRet,IterType,VarVanillaIw,ESSRenyi,VarNormIw,renyi2,MinVanillaIw,BatchSize,SamplesThisIter
0.280242,0.639974963124,-406.321655414,-406.321655414,1335.10067804,,0.7,-406.321655414,4.84844e+11,nan,nan,495.04950495,101,5.50055e-05,nan,2.47018e+15,1335.10067804,1,5.24241e+26,nan,6.74744e-06,nan,,100,50000
0.00446389,4.17134327977,-298.302341819,-298.302341819,20951.2539576,,0.7,-298.302341819,39.0622,-120.566,-21826.5,384.615384615,130,4.2735e-05,1970.24,4080.24,20951.2539576,1,51599.4,nan,6.1759e-08,nan,,100,50000
0.0975837,9.9973826277,-365.477020164,-365.477020164,7895.5129521,,0.7,-365.477020164,1.47944e+16,-210.91,-37596.5,454.545454545,110,5.05051e-05,1455.98,2.85851e+19,7895.5129521,1,inf,nan,4.80834e-06,nan,,100,50000
0.051635,5.32668150094,-359.339518431,-359.339518431,9157.70440627,,0.7,-359.339518431,1.29979e+09,-224.642,-39394.4,442.477876106,113,4.91642e-05,1834.32,1.36512e+12,9157.70440627,1,1.71841e+21,nan,2.45853e-06,nan,,100,50000
0.00152402,1.14537731169,-307.385146841,-307.385146841,22886.2003257,,0.7,-307.385146841,17.4308,-122.302,-20583.2,381.679389313,131,4.24088e-05,1474.75,626.399,22886.2003257,1,3646.44,nan,2.15848e-08,nan,,100,50000
0.00743929,10.0030635232,-291.952494462,-291.952494462,21715.8389043,,0.7,-291.952494462,18.2648,-118.558,-20547.7,375.939849624,133,4.17711e-05,1517.01,3252.9,21715.8389043,1,7345.37,nan,3.8418e-08,nan,,100,50000
0.240788,1.33347715804,-398.891752969,-398.891752969,2802.20689482,,0.7,-398.891752969,46826.8,nan,nan,490.196078431,102,5.44662e-05,nan,2.07015e+08,2802.20689482,1,6.6253e+12,nan,8.96337e-06,nan,,100,50000
0.00297574,4.01310152037,-275.826058717,-275.826058717,26925.1087297,,0.7,-275.826058717,17.3489,-92.5056,-16622.7,347.222222222,144,3.85802e-05,1839.09,1338.14,26925.1087297,1,4440.68,nan,2.19603e-08,nan,,100,50000
0.00325849,2.85423245689,-315.648681429,-315.648681429,14790.2958726,,0.7,-315.648681429,40.2633,nan,nan,409.836065574,122,4.55373e-05,nan,2881.1,14790.2958726,1,40438.8,nan,5.17269e-08,nan,,100,50000
0.0230272,8.8619617037,-328.235384035,-328.235384035,16325.1365264,,0.7,-328.235384035,130.052,-132.964,-25152.0,413.223140496,121,4.59137e-05,1627.91,65225.2,16325.1365264,1,2.31916e+06,nan,2.89055e-07,nan,,100,50000
0.099997,10.000000688,-324.900311751,-324.900311751,16660.6541975,,0.7,-324.900311751,7.99721e+06,-139.685,-24250.7,409.836065574,122,4.55374e-05,1784.98,1.75614e+10,16660.6541975,1,1.4038e+17,nan,4.55159e-06,nan,,100,50000
0.012929,6.77839806056,-325.67882073,-325.67882073,16557.333537,,0.7,-325.67882073,129.268,-123.364,-22873.2,413.223140496,121,4.59137e-05,1770.39,36401.1,16557.333537,1,1.05792e+06,nan,1.33461e-07,nan,,100,50000
0.0842115,9.70563716824,-335.918852809,-335.918852809,8457.00744308,,0.7,-335.918852809,3.21798e+18,-181.928,-30588.8,450.45045045,111,5.00501e-05,1845.44,5.41441e+21,8457.00744308,1,inf,nan,3.65467e-06,nan,,100,50000
0.098337,9.99735027021,-355.872984549,-355.872984549,11287.4459863,,0.7,-355.872984549,2.93031e+17,-169.14,-31329.2,442.477876106,113,4.91642e-05,2291.73,5.86114e+20,11287.4459863,1,inf,nan,4.75334e-06,nan,,100,50000
0.0954568,9.98714885918,-337.06479372,-337.06479372,12702.005466,,0.7,-337.06479372,7.26867e+16,-154.353,-28184.1,434.782608696,115,4.83092e-05,2509.26,1.43626e+20,12702.005466,1,inf,nan,4.40548e-06,nan,,100,50000
0.0202769,5.38016602337,-291.259701966,-291.259701966,22403.5932208,,0.7,-291.259701966,181.986,-97.6091,-18387.5,375.939849624,133,4.17711e-05,1848.68,88341.2,22403.5932208,1,6.04624e+06,nan,3.18538e-07,nan,,100,50000
0.00215295,1.59967971515,-298.785032458,-298.785032458,20930.8693741,,0.7,-298.785032458,18.7589,-119.964,-22844.3,384.615384615,130,4.2735e-05,1714.1,945.054,20930.8693741,1,4076.91,nan,2.11586e-08,nan,,100,50000
0.059492,7.89914160353,-346.888790607,-346.888790607,10262.3478715,,0.7,-346.888790607,1.11331e+19,-138.878,-30318.6,450.45045045,111,5.00501e-05,1915.58,1.32333e+22,10262.3478715,1,inf,nan,2.24016e-06,nan,,100,50000
0.0630735,9.92163648389,-310.30603637,-310.30603637,18319.2422807,,0.7,-310.30603637,122.003,-141.139,-26199.4,396.825396825,126,4.40917e-05,1992.11,174527.0,18319.2422807,1,1.35379e+07,nan,1.76816e-06,nan,,100,50000
0.00743055,8.22432517693,-290.499575106,-290.499575106,22695.2471633,,0.7,-290.499575106,11.9861,-121.261,-23638.0,370.37037037,135,4.11523e-05,1781.41,2164.23,22695.2471633,1,3504.62,nan,4.1312e-08,nan,,100,50000
0.00415331,6.38039906541,-250.842759009,-250.842759009,23357.8009157,,0.7,-250.842759009,7.88933,-100.843,-18375.0,331.125827815,151,3.67918e-05,1494.81,890.602,23357.8009157,1,664.566,nan,1.4453e-08,nan,,100,50000
0.0991724,9.99999824018,-236.029221393,-236.029221393,24104.6360409,,0.7,-236.029221393,4386.12,nan,nan,306.748466258,163,3.40832e-05,nan,1.27624e+07,24104.6360409,1,5.54997e+10,nan,3.35128e-06,nan,,100,50000
0.0104763,9.71869088358,-308.644697165,-308.644697165,16389.5159824,,0.7,-308.644697165,159.77,nan,nan,403.225806452,124,4.48029e-05,nan,37359.2,16389.5159824,1,2.20086e+06,nan,1.73067e-07,nan,,100,50000
0.00115427,2.42151402389,-262.544093981,-262.544093981,23973.1945975,,0.7,-262.544093981,8.51259,-103.62,-21186.6,335.570469799,149,3.72856e-05,2051.23,263.53,23973.1945975,1,645.441,nan,1.23827e-08,nan,,100,50000
0.000679525,4.7753145849,-232.062109386,-232.062109386,25810.5263115,,0.7,-232.062109386,5.81112,-97.6048,-18760.1,299.401197605,167,3.32668e-05,1584.7,118.701,25810.5263115,1,193.634,nan,6.34577e-09,nan,,100,50000
0.00575508,10.9675434759,-164.329702086,-164.329702086,22343.4661069,,0.7,-164.329702086,2.61575,-81.0922,-14812.1,217.391304348,230,2.41546e-05,1184.26,623.23,22343.4661069,1,121.167,nan,1.03322e-08,nan,,100,50000
0.00331786,9.54996137871,-165.89950918,-165.89950918,21049.4181036,,0.7,-165.89950918,2.05067,-87.1024,-15652.4,223.214285714,224,2.48016e-05,1172.91,274.331,21049.4181036,1,31.2492,nan,4.57095e-09,nan,,100,50000
0.000345822,5.0690094838,-146.798361122,-146.798361122,18233.5747937,,0.7,-146.798361122,2.01226,-80.7108,-13886.7,200.0,250,2.22222e-05,1010.86,31.3148,18233.5747937,1,10.027,nan,1.22286e-09,nan,,100,50000
0.0274564,19.1316712577,-131.349582894,-131.349582894,15829.3076386,,0.7,-131.349582894,2.76179,-78.0825,-13318.1,178.571428571,280,1.98413e-05,889.028,3821.77,15829.3076386,1,4080.35,nan,2.10598e-07,nan,,100,50000
0.000425992,6.33150342024,-117.149447465,-117.149447465,12404.518491,,0.7,-117.149447465,1.40374,-79.7858,-13271.7,164.473684211,304,1.82749e-05,821.418,32.7216,12404.518491,1,3.6026,nan,6.10591e-10,nan,,100,50000
0.00124367,28.5547556608,-104.345035441,-104.345035441,8964.10894704,,0.7,-104.345035441,1.59341,-76.3328,-12556.7,148.367952522,337,1.64853e-05,698.174,120.209,8964.10894704,1,10.5317,nan,1.12729e-09,nan,,100,50000
0.000201169,4.70927969596,-93.3491643907,-93.3491643907,7338.90266469,1.69684e-31,0.7,-93.3491643907,1.18836,-73.2572,-11780.7,131.233595801,381,1.45815e-05,589.365,16.3948,7338.90266469,1,1.77966,nan,2.67944e-10,nan,1.38288e-26,100,50000
0.000457843,5.47409872543,-104.768708484,-104.768708484,10814.8266027,,0.7,-104.768708484,1.15238,-73.8779,-12230.5,148.367952522,337,1.64853e-05,675.374,32.0049,10814.8266027,1,1.87202,nan,3.831e-10,nan,,100,50000
8.36762e-05,5.18529656166,-68.7981835297,-68.7981835297,2915.75297932,,0.7,-68.7981835297,1.09314,-68.3811,-10578.0,99.0099009901,505,1.10011e-05,364.084,8.31459,2915.75297932,1,0.734194,nan,7.4359e-11,nan,,100,50000
0.000104263,4.98626588995,-80.6125691713,-80.6125691713,6562.16090279,2.6933e-42,0.7,-80.6125691713,1.07603,-68.833,-10841.8,116.009280742,431,1.28899e-05,492.018,8.7037,6562.16090279,1,0.963869,nan,1.38315e-10,nan,2.24809e-37,100,50000
0.000233155,2.72791519947,-78.5883131237,-78.5883131237,3644.62912897,,0.7,-78.5883131237,1.28892,-65.5877,-10204.0,116.009280742,431,1.28899e-05,625.71,23.3142,3644.62912897,1,4.37034,nan,4.37081e-10,nan,,100,50000
8.90268e-05,4.4907336691,-72.6181259836,-72.6181259836,3295.54609996,2.02164e-17,0.7,-72.6181259836,1.01006,-69.5409,-10985.2,104.384133612,479,1.15982e-05,375.473,7.75312,3295.54609996,1,0.531738,nan,7.0111e-11,nan,1.7606e-12,100,50000
5.23056e-05,5.11639256468,-64.830523434,-64.830523434,1666.05010191,4.78868e-14,0.7,-64.830523434,1.05745,-67.0563,-10427.1,94.696969697,528,1.05219e-05,270.335,5.25669,1666.05010191,1,0.476686,nan,4.71959e-11,nan,4.81261e-09,100,50000
7.26524e-05,4.28518733683,-68.2972319678,-68.2972319678,2526.1786841,1.54576e-14,0.7,-68.2972319678,0.997998,-69.0031,-10619.3,98.231827112,509,1.09146e-05,259.646,6.64309,2526.1786841,1,0.476291,nan,5.69681e-11,nan,1.41339e-09,100,50000
0.00121146,6.32543515964,-59.3003004269,-59.3003004269,117.940988084,,0.7,-59.3003004269,1.60114,-54.5998,-9588.42,86.6551126516,577,9.62835e-06,437.601,201.459,117.940988084,1,14.6062,nan,5.28182e-10,nan,,100,50000
0.000115033,6.42481247682,-58.2788853264,-58.2788853264,318.52916363,8.29037e-08,0.7,-58.2788853264,1.06762,-63.7232,-10014.4,84.7457627119,590,9.4162e-06,346.124,13.0426,318.52916363,1,0.472208,,3.67326e-11,inf,0.00939971,100,50000
5.17481e-05,4.96642513333,-60.4764605326,-60.4764605326,258.347142725,2.15224e-08,0.7,-60.4764605326,1.03056,-66.9565,-10343.9,88.6524822695,564,9.85028e-06,167.407,5.41404,258.347142725,1,0.315841,,2.88546e-11,inf,0.00225174,100,50000
0.000119913,4.88892760295,-71.1688435979,-71.1688435979,3016.7518819,5.51197e-30,0.7,-71.1688435979,1.07626,-68.5123,-10571.9,102.669404517,487,1.14077e-05,488.293,11.3132,3016.7518819,1,1.00308,nan,1.12693e-10,nan,5.20027e-25,100,50000
5.90929e-05,4.10778923199,-66.5865020946,-66.5865020946,1827.97279899,3.03341e-12,0.7,-66.5865020946,1.02432,-68.569,-10763.2,97.0873786408,515,1.07875e-05,233.01,5.61112,1827.97279899,1,0.406783,nan,4.51164e-11,nan,2.88035e-07,100,50000
0.000878089,6.64280747654,-59.1946434774,-59.1946434774,66.9566749827,,0.7,-59.1946434774,1.56474,-55.2318,-9849.23,86.6551126516,577,9.62835e-06,261.6,142.701,66.9566749827,1,8.41326,nan,3.18556e-10,nan,,100,50000
0.00259384,4.34663394561,-60.3344588808,-60.3344588808,75.4209124002,,0.7,-60.3344588808,2.97439,-53.0289,-9476.03,88.0281690141,568,9.78091e-06,225.776,788.791,75.4209124002,1,202.987,nan,2.19498e-09,nan,,100,50000
8.13968e-05,5.0258064585,-64.6366304913,-64.6366304913,2551.74287434,6.99005e-15,0.7,-64.6366304913,1.07718,-65.8552,-10060.5,92.4214417745,541,1.0269e-05,357.916,8.53817,2551.74287434,1,0.651133,nan,5.91772e-11,nan,7.33226e-10,100,50000
0.000124921,3.60980516302,-60.5688292953,-60.5688292953,383.809213031,9.10346e-11,0.7,-60.5688292953,1.12904,-64.7597,-9789.32,88.9679715302,562,9.88533e-06,510.478,14.2677,383.809213031,1,1.1699,nan,8.96835e-11,nan,1.03974e-05,100,50000
0.00111962,1.86234335407,-59.7497833879,-59.7497833879,105.348127864,,0.7,-59.7497833879,6.03709,-51.2706,-8837.35,88.0281690141,568,9.78091e-06,195.526,691.068,105.348127864,1,1336.35,nan,3.50771e-09,nan,,100,50000
0.00019459,3.69489184244,-74.049112031,-74.049112031,4727.73475472,4.03556e-24,0.7,-74.049112031,1.06996,-67.7462,-10689.9,105.708245243,473,1.17454e-05,519.152,17.7264,4727.73475472,1,0.966677,nan,1.16488e-10,nan,3.67624e-19,100,50000
0.0987133,9.99999930305,-59.0022618957,-59.0022618957,104.048710704,,0.7,-59.0022618957,1418.73,-46.8822,-8321.83,86.3557858377,579,9.59509e-06,288.869,1.45958e+07,104.048710704,1,2.04393e+10,nan,9.34896e-07,nan,,100,50000
0.0211287,5.70867332013,-58.5999594239,-58.5999594239,75.2922298004,,0.7,-58.5999594239,4.78661,-47.7918,-8792.36,86.2068965517,580,9.57854e-06,779.749,10558.5,75.2922298004,1,3636.73,nan,1.45631e-08,nan,,100,50000
0.000884281,3.20505747902,-59.239137791,-59.239137791,272.63493307,,0.7,-59.239137791,1.61105,-55.2521,-9126.11,86.6551126516,577,9.62835e-06,377.641,147.961,272.63493307,1,22.8045,nan,8.14529e-10,nan,,100,50000
8.62057e-05,5.20213473268,-66.9746264598,-66.9746264598,2410.61907737,5.55765e-14,0.7,-66.9746264598,1.01183,-68.8693,-10637.1,96.3391136802,519,1.07043e-05,308.525,8.14861,2410.61907737,1,0.425562,nan,4.76287e-11,nan,5.25337e-09,100,50000
6.30503e-05,6.90712990706,-56.8984701474,-56.8984701474,91.7065049805,9.59594e-09,0.7,-56.8984701474,1.15506,-59.6292,-9786.86,82.6446280992,605,9.18274e-06,107.29,7.93087,91.7065049805,1,0.758535,nan,4.79412e-11,nan,0.00120704,100,50000
0.000335504,3.48178824647,-58.2481322191,-58.2481322191,108.397148544,4.99319e-26,0.7,-58.2481322191,2.02499,-54.4736,-9135.3,85.3242320819,586,9.48047e-06,185.908,71.6623,108.397148544,1,29.4466,nan,6.45431e-10,nan,1.06652e-20,100,50000
6.84012e-05,4.43985279509,-56.7658368807,-56.7658368807,269.36023793,1.64647e-08,0.7,-56.7658368807,1.03586,-64.1955,-9745.59,82.5082508251,606,9.16758e-06,222.644,7.72879,269.36023793,1,0.290357,,2.27425e-11,inf,0.00186038,100,50000
0.0499014,9.2322948505,-58.0212740918,-58.0212740918,114.169045757,,0.7,-58.0212740918,1.11879e+08,-32.8286,-5762.76,85.1788756388,587,9.46432e-06,369.48,5.89891e+11,114.169045757,1,3.56594e+19,nan,2.55186e-07,nan,,100,50000
6.70732e-05,5.35196051671,-64.6264297863,-64.6264297863,2212.90145543,4.07207e-16,0.7,-64.6264297863,1.04814,-66.0577,-10179.6,92.7643784787,539,1.03072e-05,312.476,6.82074,2212.90145543,1,0.587277,nan,5.67909e-11,nan,4.14093e-11,100,50000
9.28034e-05,4.55859194581,-71.6758465749,-71.6758465749,4492.77326364,3.75857e-24,0.7,-71.6758465749,1.04689,-67.1075,-10509.8,102.249488753,489,1.13611e-05,471.349,8.5516,4492.77326364,1,0.717098,nan,8.44525e-11,nan,3.46342e-19,100,50000
0.000168391,4.5942604957,-73.7293585235,-73.7293585235,5528.42690623,1.62188e-32,0.7,-73.7293585235,1.16048,-65.3115,-10293.5,103.519668737,483,1.15022e-05,702.423,16.9894,5528.42690623,1,1.59284,nan,1.56479e-10,nan,1.63636e-27,100,50000
0.000117558,6.04212738654,-82.7823142538,-82.7823142538,7594.46172199,2.37049e-21,0.7,-82.7823142538,1.04334,-69.6711,-11503.9,115.740740741,432,1.28601e-05,624.358,9.53752,7594.46172199,1,0.704243,nan,1.06994e-10,nan,1.92319e-16,100,50000
0.000138519,5.37626415118,-59.4505626239,-59.4505626239,105.942489001,1.46275e-10,0.7,-59.4505626239,1.18123,-61.2269,-10071.8,86.9565217391,575,9.66184e-06,206.605,16.9349,105.942489001,1,1.56612,nan,1.0478e-10,nan,1.78832e-05,100,50000
0.0999481,9.9999996807,-58.3595173315,-58.3595173315,59.249888491,,0.7,-58.3595173315,8.04447e+14,-52.5374,-8178.3,84.8896434635,589,9.43218e-06,184.336,8.52432e+18,59.249888491,1,inf,nan,9.42159e-07,nan,,100,50000
6.97541e-05,6.80940226797,-66.9309940153,-66.9309940153,1597.11250158,8.50444e-27,0.7,-66.9309940153,1.04345,-65.6059,-10645.1,98.231827112,509,1.09146e-05,284.076,6.66856,1597.11250158,1,0.626386,nan,6.85359e-11,nan,8.13032e-22,100,50000
0.00123181,2.90439807386,-57.7866866135,-57.7866866135,89.7321644514,,0.7,-57.7866866135,5.2252,-48.1088,-8728.75,84.7457627119,590,9.4162e-06,223.314,683.549,89.7321644514,1,851.939,nan,2.76665e-09,nan,,100,50000
7.82099e-05,6.50073403974,-68.4852847791,-68.4852847791,1833.01367925,2.67039e-15,0.7,-68.4852847791,0.977584,-67.9571,-10979.1,101.419878296,493,1.12689e-05,291.222,6.78477,1833.01367925,1,0.406377,nan,5.39986e-11,nan,2.31659e-10,100,50000
7.54685e-05,3.91238952512,-65.5219424017,-65.5219424017,2346.35384196,2.23232e-13,0.7,-65.5219424017,0.976231,-68.1385,-10510.4,94.3396226415,530,1.04822e-05,313.12,7.02856,2346.35384196,1,0.341901,nan,3.94184e-11,nan,2.07901e-08,100,50000
0.1,9.99999855593,-57.5466818155,-57.5466818155,117.086192872,,0.7,-57.5466818155,7.98187e+16,-18.3444,-5600.13,84.8896434635,589,9.43218e-06,272.45,8.46238e+20,117.086192872,1,inf,nan,9.43138e-07,nan,,100,50000
0.000172584,3.05815927799,-70.2906652514,-70.2906652514,3301.63257707,4.42568e-25,0.7,-70.2906652514,1.2022,-63.4934,-10049.5,101.419878296,493,1.12689e-05,650.101,18.4118,3301.63257707,1,2.32898,nan,2.04632e-10,nan,4.72146e-20,100,50000
8.90819e-05,5.87455958683,-73.0627684083,-73.0627684083,4246.83453475,1.0223e-22,0.7,-73.0627684083,1.01201,-68.6479,-10929.4,104.60251046,478,1.16225e-05,440.281,7.75669,4246.83453475,1,0.573541,nan,7.56468e-11,nan,8.90154e-18,100,50000
3.78937e-05,4.64426973149,-59.4192000393,-59.4192000393,282.106130394,8.11656e-08,0.7,-59.4192000393,1.02872,-67.3716,-10265.9,87.260034904,573,9.69556e-06,170.099,4.02061,282.106130394,1,0.219695,,1.95151e-11,inf,0.00861185,100,50000
3.98455e-05,4.61034206334,-60.4462236111,-60.4462236111,399.954601401,1.32984e-08,0.7,-60.4462236111,1.03823,-66.983,-10388.4,89.1265597148,561,9.90295e-06,175.027,4.17743,399.954601401,1,0.211169,,1.9212e-11,inf,0.00139421,100,50000
0.000236601,3.89682971755,-59.4962290012,-59.4962290012,204.938262092,2.83729e-35,0.7,-59.4962290012,1.75209,-55.4557,-9537.21,88.1834215168,567,9.79816e-06,175.618,42.3085,204.938262092,1,15.5322,nan,4.85749e-10,nan,5.07358e-30,100,50000
0.000116001,5.82036626394,-59.76859014,-59.76859014,472.632723337,2.81963e-10,0.7,-59.76859014,1.10476,-64.0964,-9816.99,87.260034904,573,9.69556e-06,380.707,13.2177,472.632723337,1,0.785628,nan,6.05096e-11,nan,3.21283e-05,100,50000
0.0243955,7.39809600692,-56.965736622,-56.965736622,59.6613169632,,0.7,-56.965736622,56.3132,-46.137,-8350.75,83.4724540902,599,9.27472e-06,190.465,148122.0,59.6613169632,1,3.13413e+06,nan,8.50154e-08,nan,,100,50000
0.000130499,4.76183175458,-59.129977035,-59.129977035,421.510963535,1.57293e-08,0.7,-59.129977035,1.13795,-63.2889,-9760.92,86.5051903114,578,9.61169e-06,424.26,15.45,421.510963535,1,1.17829,,8.40635e-11,inf,0.00186223,100,50000
0.000406884,2.62525814607,-59.1397128704,-59.1397128704,222.691190443,1.74179e-35,0.7,-59.1397128704,2.15203,-53.3252,-9192.35,86.6551126516,577,9.62835e-06,189.008,90.9425,222.691190443,1,42.0475,nan,8.41682e-10,nan,3.89308e-30,100,50000
5.39721e-05,4.98665662188,-58.4779402932,-58.4779402932,237.684802537,3.02316e-08,0.7,-58.4779402932,1.04361,-64.8057,-10076.5,85.6164383562,584,9.51294e-06,158.709,5.92099,237.684802537,1,0.269046,,2.23551e-11,inf,0.00331654,100,50000
0.000136815,6.39108950708,-56.83208644,-56.83208644,258.068038508,4.51855e-08,0.7,-56.83208644,1.10173,-61.1166,-9640.23,82.9187396352,603,9.21319e-06,374.406,16.3606,258.068038508,1,0.825149,nan,5.7703e-11,nan,0.00540339,100,50000
0.0982594,9.99686301915,-57.0758538345,-57.0758538345,60.3345527684,,0.7,-57.0758538345,1.43679e+15,-45.1151,-7769.07,83.3333333333,600,9.25926e-06,202.555,1.52472e+19,60.3345527684,1,inf,nan,8.94175e-07,nan,,100,50000
0.000103169,5.32661848465,-74.9264403858,-74.9264403858,4799.63887135,1.67312e-26,0.7,-74.9264403858,1.1313,-67.4234,-10942.1,107.296137339,466,1.19218e-05,539.229,9.7901,4799.63887135,1,0.817905,nan,9.083e-11,nan,1.58768e-21,100,50000
0.00018128,5.66606575635,-60.327508411,-60.327508411,421.766846082,1.87893e-14,0.7,-60.327508411,1.1343,-59.106,-9973.5,87.8734622144,569,9.76372e-06,218.225,21.0602,421.766846082,1,1.12852,nan,8.36154e-11,nan,2.18284e-09,100,50000
7.35014e-05,4.19459951523,-64.8876795289,-64.8876795289,1775.5863551,1.64051e-15,0.7,-64.8876795289,1.09977,-65.3385,-10374.2,95.0570342205,526,1.05619e-05,319.682,7.65339,1775.5863551,1,0.639977,nan,5.90266e-11,nan,1.70819e-10,100,50000
0.00012262,6.42234817356,-64.1549079841,-64.1549079841,2130.24169901,1.85897e-24,0.7,-64.1549079841,1.10222,-64.1861,-10074.6,92.936802974,538,1.03263e-05,456.992,13.0884,2130.24169901,1,0.975467,nan,8.56178e-11,nan,1.98425e-19,100,50000
0.0920705,7.80974855939,-58.8315225304,-58.8315225304,51.9071760913,,0.7,-58.8315225304,4.51566,-50.7318,-9093.94,86.5051903114,578,9.61169e-06,1100.91,43255.6,51.9071760913,1,28728.3,nan,1.30157e-07,nan,,100,50000
9.89196e-05,6.10684229347,-65.6508784665,-65.6508784665,2370.89769901,2.92042e-18,0.7,-65.6508784665,1.04754,-66.9217,-10363.5,94.3396226415,530,1.04822e-05,380.088,9.88558,2370.89769901,1,0.558423,nan,5.59145e-11,nan,2.91853e-13,100,50000
0.0942774,9.99916677363,-56.0097038209,-56.0097038209,45.9307789001,,0.7,-56.0097038209,609.474,-49.7909,-8506.41,82.1018062397,609,9.12242e-06,192.042,6.29872e+06,45.9307789001,1,3.6193e+09,nan,8.1084e-07,nan,,100,50000
0.099078,9.99918587675,-59.7304483157,-59.7304483157,64.4009216964,,0.7,-59.7304483157,2.13922e+18,-48.6616,-8263.39,87.8734622144,569,9.76372e-06,126.355,2.17079e+22,64.4009216964,1,inf,nan,9.58442e-07,nan,,100,50000
0.0519881,8.93504206169,-56.0665307643,-56.0665307643,52.3618743854,,0.7,-56.0665307643,102.388,nan,nan,81.9672131148,610,9.10747e-06,nan,584459.0,52.3618743854,1,3.56516e+07,nan,2.82083e-07,nan,,100,50000
0.0036575,3.06359970866,-58.2832374525,-58.2832374525,62.676434818,,0.7,-58.2832374525,4.86151,-50.554,-9086.65,84.8896434635,589,9.43218e-06,174.297,1885.14,62.676434818,1,1363.47,nan,5.13251e-09,nan,,100,50000
0.000361757,9.09749357741,-58.7124106463,-58.7124106463,53.8609237531,,0.7,-58.7124106463,1.38194,-55.151,-9905.12,85.910652921,582,9.54563e-06,124.493,52.3721,53.8609237531,1,4.61298,nan,2.20097e-10,nan,,100,50000
0.0562435,9.11490522221,-56.1994666201,-56.1994666201,80.0219793513,,0.7,-56.1994666201,2.61378e+10,nan,nan,82.2368421053,608,9.13743e-06,nan,1.60886e+14,80.0219793513,1,2.59416e+24,nan,3.17034e-07,nan,,100,50000
0.000171995,4.56100772008,-62.626394523,-62.626394523,613.987319992,2.6988e-12,0.7,-62.626394523,1.10178,-66.1343,-10387.9,91.9117647059,544,1.02124e-05,303.31,18.5559,613.987319992,1,0.690451,,5.93199e-11,inf,2.91164e-07,100,50000
