AvgVanillaIw,ESSRenyi,VarNormIw,IterType,AvgEpLen,VarJ,VarVanillaIw,BatchSize,MaxNormIw,J,AvgNormIw,Bound,MinVanillaIw,ESSClassic,MinNormIw,VarRet,AvgRet,MaxVanillaIw,AvgDiscRet,EpsThisIter,Delta,eRenyi2,VarDiscRet,VanillaAvgRet
0.87620264,34.764330834306676,0.00022587735,1,200.0,142.78731,1.7341305,100,0.046338644,-61.478695,0.01,-700.708,1.993576e-15,30.900572645640295,2.2752453e-17,5241326.926508991,-2281.75755841767,4.060204,-2281.75755841767,100,0.7,2.8765116,5241326.926508991,-2281.75755841767
0.9738756,90.00640771707161,1.4170403e-05,1,200.0,42.923473,0.13439688,100,0.01367788,-16.951616,0.01,-215.59224,0.11202924,87.69722790884764,0.0011503445,121738.82072263249,-60.89451182664834,1.3320553,-60.89451182664834,100,0.7,1.111032,121738.82072263249,-60.89451182664834
0.7816323,17.646113449638342,0.0005845008,1,200.0,8.036521,3.571002,100,0.10219846,-3.146889,0.01,-8.994394,,14.735009153158753,,75.18939651830036,-9.178425631558564,7.988162,-9.178425631558564,100,0.7,5.6669703,75.18939651830036,-9.178425631558564
0.95456946,75.77812385952615,3.000565e-05,1,200.0,8.324547,0.2734123,100,0.058673993,-7.556678,0.01,-9.311452,0.7689441,77.09768238843957,0.008055402,57.19904425385571,-8.133499192115726,5.60084,-8.133499192115726,100,0.7,1.3196421,57.19904425385571,-8.133499192115726
1.0041676,93.96935866528374,6.3018692e-06,1,200.0,7.187018,0.063545056,100,0.020238172,-8.356643,0.01,-10.0631,0.7681133,94.12751510659179,0.0076492545,57.553734510991205,-8.464457683512856,2.0322516,-8.464457683512856,100,0.7,1.0641767,57.553734510991205,-8.464457683512856
0.5983824,24.002365955872726,0.0006248353,1,200.0,11.406283,2.2372944,100,0.09452578,-3.7281141,0.01,-7.041208,,13.916200314330428,,48.36262871534953,-7.240827390961291,5.656256,-7.240827390961291,100,0.7,4.166256,48.36262871534953,-7.240827390961291
inf,nan,nan,,200.0,nan,nan,200,nan,nan,nan,nan,0.1767954,nan,nan,48.36262871534953,-7.240827390961291,inf,-7.559590317848631,100,0.7,nan,44.83912920097467,-7.240827390961291
0.99086565,165.70427013132317,6.0677366e-06,1,200.0,7.867038,0.23829575,200,0.008233335,-7.138535,0.005,-8.399473,0.06031975,161.0959819776291,0.00030437906,55.73676382490847,-7.691266150844101,1.6316258,-7.691266150844101,100,0.7,1.2069695,55.73676382490847,-7.691266150844101
1.0,200.0,3.5044917e-18,2,200.0,7.1126266,,200,0.01,-6.9037004,0.009999998,-8.434932,1.0,100.0,0.01,51.10045574831017,-6.903700604246174,1.0,-6.903700604246174,100,0.7,1.0,51.10045574831017,-6.903700604246174
0.99981916,190.56548845166654,1.1835211e-06,1,200.0,7.2231717,0.047323726,200,0.006084985,-7.18332,0.005,-8.292542,0.22922274,191.00298396811755,0.001146321,48.124543985603694,-7.6345334868632015,1.216777,-7.6345334868632015,100,0.7,1.049508,48.124543985603694,-7.6345334868632015
