eRenyi2,VarRet,VanillaAvgRet,EpsThisIter,AvgRet,AvgEpLen,ESSRenyi,MinVanillaIw,MaxVanillaIw,AvgVanillaIw,BatchSize,Bound,IterType,AvgDiscRet,AvgNormIw,J,Delta,VarDiscRet,VarJ,VarVanillaIw,MaxNormIw,MinNormIw,VarNormIw,ESSClassic
1.0,146.208300907,6.64850457045,100,6.64850457045,500.0,500.0,1.0,1.0,1.0,500,4.46561,2,6.64850457045,0.01,6.6485,0.6,146.208300907,12.0311,,0.01,0.01,3.50449e-18,100.0
1.0,152.681394979,6.92619100722,100,6.92619100722,500.0,500.0,1.0,1.0,1.0,500,5.24381,2,6.92619100722,0.005,6.78735,0.6,152.681394979,12.1643,,0.005,0.005,2.1793e-19,200.000000102
1.0,122.178335564,2.98713223427,100,2.98713223427,500.0,500.0,1.0,1.0,1.0,500,4.15504,2,2.98713223427,0.00333333,5.52061,0.6,122.178335564,11.9237,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,169.517385108,-0.142106864285,100,-0.142106864285,500.0,500.0,1.0,1.0,1.0,500,2.92231,2,-0.142106864285,0.0025,4.10493,0.6,169.517385108,12.4338,,0.0025,0.0025,5.4346e-20,400.0
3.16152,85.465440151,0.491713298207,100,0.491713298207,500.0,158.151846442,0.00758076,1184.1,24.4359,500,26.4711,1,0.491713298207,0.002,28.3519,0.6,85.465440151,4.3152,27500.8,0.0969148,6.20461e-07,0.000184225,10.6464298831
1.0,419.144346062,8.01151552933,100,8.01151552933,500.0,500.0,1.0,1.0,1.0,500,4.97686,2,8.01151552933,0.01,8.01152,0.6,419.144346062,20.3704,,0.01,0.01,3.50449e-18,100.0
1.0,55.8067988233,-4.21517864976,100,-4.21517864976,500.0,500.0,1.0,1.0,1.0,500,-0.247657,2,-4.21517864976,0.005,1.89817,0.6,55.8067988233,16.5068,,0.005,0.005,2.1793e-19,200.000000102
1.0,221.708499844,3.62194699092,100,3.62194699092,500.0,500.0,1.0,1.0,1.0,500,0.720702,2,3.62194699092,0.00333333,2.47276,0.6,221.708499844,15.9835,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,247.553161287,2.5125891201,100,2.5125891201,500.0,500.0,1.0,1.0,1.0,500,0.96539,2,2.5125891201,0.0025,2.48272,0.6,247.553161287,15.902,,0.0025,0.0025,5.4346e-20,400.0
1.00001,514.16700793,14.3304789703,100,14.3304789703,500.0,499.997377409,0.00109024,364.861,15.2392,500,43.4125,1,14.3304789703,0.002,45.2546,0.6,514.16700793,22.4274,3508.59,0.0478846,1.43084e-07,6.04324e-05,31.0986057228
1.0,310.15484931,1.53940446281,100,1.53940446281,500.0,500.0,1.0,1.0,1.0,500,-1.51132,2,1.53940446281,0.01,1.5394,0.6,310.15484931,17.5229,,0.01,0.01,3.50449e-18,100.0
1.0,406.319903001,3.45607803576,100,3.45607803576,500.0,500.0,1.0,1.0,1.0,500,0.340551,2,3.45607803576,0.005,2.49774,0.6,406.319903001,18.8567,,0.005,0.005,2.1793e-19,200.000000102
1.0,235.564539221,10.7215896289,100,10.7215896289,500.0,500.0,1.0,1.0,1.0,500,3.36025,2,10.7215896289,0.00333333,5.23902,0.6,235.564539221,18.1608,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,91.8854739865,13.7787914366,100,13.7787914366,500.0,500.0,1.0,1.0,1.0,500,5.7469,2,13.7787914366,0.0025,7.37397,0.6,91.8854739865,16.8457,,0.0025,0.0025,5.4346e-20,400.0
6.58048,284.252264891,1.61943449835,100,1.61943449835,500.0,75.9822429651,1.69855e-06,767.058,15.8015,500,35.4715,1,1.61943449835,0.002,39.2047,0.6,284.252264891,4.59131,11541.7,0.0970867,2.14986e-10,0.000184898,10.608485845
1.0,609.053206773,27.0237927621,100,27.0237927621,500.0,500.0,1.0,1.0,1.0,500,21.1154,2,27.0237927621,0.01,27.0238,0.6,609.053206773,24.5553,,0.01,0.01,3.50449e-18,100.0
1.0,435.508615823,24.3910235351,100,24.3910235351,500.0,500.0,1.0,1.0,1.0,500,21.2801,2,24.3910235351,0.005,25.7074,0.6,435.508615823,22.777,,0.005,0.005,2.1793e-19,200.000000102
1.0,137.586153059,16.8032567102,100,16.8032567102,500.0,500.0,1.0,1.0,1.0,500,19.1245,2,16.8032567102,0.00333333,22.7394,0.6,137.586153059,20.2208,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,616.233594043,24.639428021,100,24.639428021,500.0,500.0,1.0,1.0,1.0,500,20.0838,2,24.639428021,0.0025,23.2144,0.6,616.233594043,21.4443,,0.0025,0.0025,5.4346e-20,400.0
6.62954,390.456835547,29.8893896102,100,29.8893896102,500.0,75.4199873151,4.16727e-06,393.224,10.1081,500,64.2293,1,29.8893896102,0.002,71.4389,0.6,390.456835547,5.99705,3622.91,0.0778038,8.24542e-10,0.000141834,13.740991051
1.0,580.975894539,34.9633543648,100,34.9633543648,500.0,500.0,1.0,1.0,1.0,500,29.8975,2,34.9633543648,0.01,34.9634,0.6,580.975894539,23.9826,,0.01,0.01,3.50449e-18,100.0
1.0,79.0114524013,26.5402522341,100,26.5402522341,500.0,500.0,1.0,1.0,1.0,500,27.1697,2,26.5402522341,0.005,30.7518,0.6,79.0114524013,18.5589,,0.005,0.005,2.1793e-19,200.000000102
1.0,345.311451534,7.44711890086,100,7.44711890086,500.0,500.0,1.0,1.0,1.0,500,20.0588,2,7.44711890086,0.00333333,22.9836,0.6,345.311451534,21.5468,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,418.717926417,36.788725526,100,36.788725526,500.0,500.0,1.0,1.0,1.0,500,23.2977,2,36.788725526,0.0025,26.4349,0.6,418.717926417,22.0809,,0.0025,0.0025,5.4346e-20,400.0
6.48777,229.856593162,17.713974984,100,17.713974984,500.0,77.0680428789,0.000909956,801.354,16.4639,500,68.7173,1,17.713974984,0.002,75.8645,0.6,229.856593162,6.98587,12598.7,0.0973466,1.10539e-07,0.000185916,10.5516084354
1.0,859.915120525,42.2577921741,100,42.2577921741,500.0,500.0,1.0,1.0,1.0,500,35.197,2,42.2577921741,0.01,42.2578,0.6,859.915120525,29.1773,,0.01,0.01,3.50449e-18,100.0
1.0,715.107787049,36.661403406,100,36.661403406,500.0,500.0,1.0,1.0,1.0,500,34.4669,2,36.661403406,0.005,39.4596,0.6,715.107787049,28.0618,,0.005,0.005,2.1793e-19,200.000000102
1.0,491.703734488,48.3725403904,100,48.3725403904,500.0,500.0,1.0,1.0,1.0,500,38.354,2,48.3725403904,0.00333333,42.4306,0.6,491.703734488,26.5498,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,566.000700277,37.2049073722,100,37.2049073722,500.0,500.0,1.0,1.0,1.0,500,37.5938,2,37.2049073722,0.0025,41.1242,0.6,566.000700277,25.9591,,0.0025,0.0025,5.4346e-20,400.0
6.04662,333.674233727,28.291226969,100,28.291226969,500.0,82.6907814466,6.01572e-12,403.196,10.2111,500,74.8428,1,28.291226969,0.002,82.6075,0.6,333.674233727,14.6685,3806.21,0.0789723,1.17827e-15,0.000146019,13.357648717
1.0,704.657218794,37.2768407614,100,37.2768407614,500.0,500.0,1.0,1.0,1.0,500,31.5001,2,37.2768407614,0.01,37.2768,0.6,704.657218794,26.4123,,0.01,0.01,3.50449e-18,100.0
1.0,809.594043784,33.3740488358,100,33.3740488358,500.0,500.0,1.0,1.0,1.0,500,30.3408,2,33.3740488358,0.005,35.3254,0.6,809.594043784,27.4474,,0.005,0.005,2.1793e-19,200.000000102
1.0,383.508747098,35.0764082519,100,35.0764082519,500.0,500.0,1.0,1.0,1.0,500,31.1725,2,35.0764082519,0.00333333,35.2424,0.6,383.508747098,25.0761,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,282.009632151,35.8323544169,100,35.8323544169,500.0,500.0,1.0,1.0,1.0,500,31.8653,2,35.8323544169,0.0025,35.3899,0.6,282.009632151,23.2696,,0.0025,0.0025,5.4346e-20,400.0
3.61044,496.764935705,33.212507138,100,33.212507138,500.0,138.487101426,0.0123076,478.786,11.963,500,78.7678,1,33.212507138,0.002,84.758,0.6,496.764935705,10.0154,5369.75,0.0800444,2.05761e-06,0.000150084,13.0052949514
1.0,662.009000453,55.7576031512,100,55.7576031512,500.0,500.0,1.0,1.0,1.0,500,48.2341,2,55.7576031512,0.01,55.7576,0.6,662.009000453,25.6006,,0.01,0.01,3.50449e-18,100.0
1.0,724.599255652,42.3748648031,100,42.3748648031,500.0,500.0,1.0,1.0,1.0,500,43.7463,2,42.3748648031,0.005,49.0662,0.6,724.599255652,27.0397,,0.005,0.005,2.1793e-19,200.000000102
1.0,366.234231776,33.4086475929,100,33.4086475929,500.0,500.0,1.0,1.0,1.0,500,39.5033,2,33.4086475929,0.00333333,43.847,0.6,366.234231776,25.7443,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,278.410276685,48.7945435589,100,48.7945435589,500.0,500.0,1.0,1.0,1.0,500,41.3222,2,48.7945435589,0.0025,45.0839,0.6,278.410276685,23.8866,,0.0025,0.0025,5.4346e-20,400.0
5.46438,581.960589537,33.7196097424,100,33.7196097424,500.0,91.5016128336,0.000107092,233.15,5.752,500,83.3599,1,33.7196097424,0.002,91.2251,0.6,581.960589537,5.90087,1274.18,0.0810675,3.72365e-08,0.000154047,12.6791554672
1.0,323.492600341,37.4425108492,100,37.4425108492,500.0,500.0,1.0,1.0,1.0,500,31.6388,2,37.4425108492,0.01,37.4425,0.6,323.492600341,17.8957,,0.01,0.01,3.50449e-18,100.0
1.0,668.333280267,37.8723446533,100,37.8723446533,500.0,500.0,1.0,1.0,1.0,500,32.997,2,37.8723446533,0.005,37.6574,0.6,668.333280267,22.1585,,0.005,0.005,2.1793e-19,200.000000102
1.0,321.349710856,49.2748560068,100,49.2748560068,500.0,500.0,1.0,1.0,1.0,500,37.7247,2,49.2748560068,0.00333333,41.5299,0.6,321.349710856,21.5261,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,257.641196823,42.8853963263,100,42.8853963263,500.0,500.0,1.0,1.0,1.0,500,38.5734,2,42.8853963263,0.0025,41.8688,0.6,257.641196823,20.2889,,0.0025,0.0025,5.4346e-20,400.0
3.0835,647.137882753,53.1293493225,100,53.1293493225,500.0,162.153351777,0.001495,307.144,7.99901,500,73.4516,1,53.1293493225,0.002,78.7449,0.6,647.137882753,6.25877,2207.73,0.0767956,3.73796e-07,0.000138017,14.1102145355
1.0,268.189036543,59.151469012,100,59.151469012,500.0,500.0,1.0,1.0,1.0,500,52.5531,2,59.151469012,0.01,59.1515,0.6,268.189036543,16.2944,,0.01,0.01,3.50449e-18,100.0
1.0,339.947687065,49.2096736955,100,49.2096736955,500.0,500.0,1.0,1.0,1.0,500,49.5148,2,49.2096736955,0.005,54.1806,0.6,339.947687065,18.0482,,0.005,0.005,2.1793e-19,200.000000102
1.0,760.091900243,54.1427883949,100,54.1427883949,500.0,500.0,1.0,1.0,1.0,500,49.9829,2,54.1427883949,0.00333333,54.168,0.6,760.091900243,21.6331,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,190.405844889,53.343088545,100,53.343088545,500.0,500.0,1.0,1.0,1.0,500,50.3374,2,53.343088545,0.0025,53.9618,0.6,190.405844889,19.9561,,0.0025,0.0025,5.4346e-20,400.0
3.80595,306.137984092,57.4578187069,100,57.4578187069,500.0,131.37315654,0.0180949,327.558,8.62513,500,74.9123,1,57.4578187069,0.002,81.2366,0.6,306.137984092,6.98903,2507.51,0.0759542,4.19586e-06,0.000134825,14.4346402001
1.0,265.978174827,61.1353258251,100,61.1353258251,500.0,500.0,1.0,1.0,1.0,500,54.4456,2,61.1353258251,0.01,61.1353,0.6,265.978174827,16.2271,,0.01,0.01,3.50449e-18,100.0
1.0,459.064897251,55.1929973989,100,55.1929973989,500.0,500.0,1.0,1.0,1.0,500,53.1403,2,55.1929973989,0.005,58.1642,0.6,459.064897251,19.1761,,0.005,0.005,2.1793e-19,200.000000102
1.0,214.355956715,49.9416982686,100,49.9416982686,500.0,500.0,1.0,1.0,1.0,500,51.3214,2,49.9416982686,0.00333333,55.4233,0.6,214.355956715,18.191,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,506.870381267,56.8017704019,100,56.8017704019,500.0,500.0,1.0,1.0,1.0,500,52.2155,2,56.8017704019,0.0025,55.7679,0.6,506.870381267,19.3388,,0.0025,0.0025,5.4346e-20,400.0
2.59499,375.265690283,54.9619623695,100,54.9619623695,500.0,192.678968745,0.00624074,535.767,13.6269,500,71.3886,1,54.9619623695,0.002,76.507,0.6,375.265690283,3.79024,6718.06,0.0786336,9.15944e-07,0.000144714,13.4748850482
1.0,201.757374874,62.3520579582,100,62.3520579582,500.0,500.0,1.0,1.0,1.0,500,55.6575,2,62.3520579582,0.01,62.3521,0.6,201.757374874,14.1329,,0.01,0.01,3.50449e-18,100.0
1.0,192.213880392,61.0967436108,100,61.0967436108,500.0,500.0,1.0,1.0,1.0,500,56.9906,2,61.0967436108,0.005,61.7244,0.6,192.213880392,13.9789,,0.005,0.005,2.1793e-19,200.000000102
1.0,106.980276312,54.7821298853,100,54.7821298853,500.0,500.0,1.0,1.0,1.0,500,55.5452,2,54.7821298853,0.00333333,59.4103,0.6,106.980276312,13.2773,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,675.006944823,64.8317074032,100,64.8317074032,500.0,500.0,1.0,1.0,1.0,500,56.9691,2,64.8317074032,0.0025,60.7657,0.6,675.006944823,17.4582,,0.0025,0.0025,5.4346e-20,400.0
2.87707,159.137834702,62.4710248378,100,62.4710248378,500.0,173.787616761,0.0410902,420.288,9.09706,500,77.7092,1,62.4710248378,0.002,83.4691,0.6,159.137834702,8.04141,3457.86,0.0924008,9.03374e-06,0.000167134,11.7095887657
1.0,153.968362508,58.1009596651,100,58.1009596651,500.0,500.0,1.0,1.0,1.0,500,50.8121,2,58.1009596651,0.01,58.101,0.6,153.968362508,12.3462,,0.01,0.01,3.50449e-18,100.0
1.0,517.565065023,64.6876946534,100,64.6876946534,500.0,500.0,1.0,1.0,1.0,500,56.2404,2,64.6876946534,0.005,61.3943,0.6,517.565065023,18.5272,,0.005,0.005,2.1793e-19,200.000000102
1.0,262.749187666,64.7536260516,100,64.7536260516,500.0,500.0,1.0,1.0,1.0,500,58.3059,2,64.7536260516,0.00333333,62.5141,0.6,262.749187666,17.834,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,285.577457936,68.5886907439,100,68.5886907439,500.0,500.0,1.0,1.0,1.0,500,60.3883,2,68.5886907439,0.0025,64.0327,0.6,285.577457936,17.7803,,0.0025,0.0025,5.4346e-20,400.0
3.62607,294.178492822,53.0679191937,100,53.0679191937,500.0,137.890459132,0.00234221,353.11,9.04235,500,81.1337,1,53.0679191937,0.002,87.3409,0.6,294.178492822,6.17746,2917.62,0.0781015,5.18053e-07,0.000142734,13.6566860749
1.0,268.173294413,73.1835986503,100,73.1835986503,500.0,500.0,1.0,1.0,1.0,500,65.945,2,73.1835986503,0.01,73.1836,0.6,268.173294413,16.2939,,0.01,0.01,3.50449e-18,100.0
1.0,294.384301791,66.4874975478,100,66.4874975478,500.0,500.0,1.0,1.0,1.0,500,64.4213,2,66.4874975478,0.005,69.8356,0.6,294.384301791,17.0199,,0.005,0.005,2.1793e-19,200.000000102
1.0,87.7114786123,60.2276593962,100,60.2276593962,500.0,500.0,1.0,1.0,1.0,500,62.2122,2,60.2276593962,0.00333333,66.6329,0.6,87.7114786123,15.5748,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,171.605285764,65.6749415205,100,65.6749415205,500.0,500.0,1.0,1.0,1.0,500,62.5649,2,65.6749415205,0.0025,66.3934,0.6,171.605285764,14.9859,,0.0025,0.0025,5.4346e-20,400.0
2.95964,167.349375861,60.0586106641,100,60.0586106641,500.0,168.939572995,0.0136529,437.718,11.4218,500,81.9387,1,60.0586106641,0.002,87.8298,0.6,167.349375861,5.00618,4481.0,0.0766463,2.39068e-06,0.000137394,14.1723337954
1.0,134.070015956,60.8719054407,100,60.8719054407,500.0,500.0,1.0,1.0,1.0,500,54.3968,2,60.8719054407,0.01,60.8719,0.6,134.070015956,11.5208,,0.01,0.01,3.50449e-18,100.0
1.0,111.947202208,69.3193094255,100,69.3193094255,500.0,500.0,1.0,1.0,1.0,500,60.4127,2,69.3193094255,0.005,65.0956,0.6,111.947202208,11.816,,0.005,0.005,2.1793e-19,200.000000102
1.0,171.768644711,76.448514487,100,76.448514487,500.0,500.0,1.0,1.0,1.0,500,64.6077,2,76.448514487,0.00333333,68.8799,0.6,171.768644711,13.3568,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,383.463353214,58.1210438819,100,58.1210438819,500.0,500.0,1.0,1.0,1.0,500,62.4904,2,58.1210438819,0.0025,66.1902,0.6,383.463353214,15.8245,,0.0025,0.0025,5.4346e-20,400.0
3.1529,386.696313446,65.8549806215,100,65.8549806215,500.0,158.584101633,0.000610366,282.782,7.49889,500,84.6521,1,65.8549806215,0.002,90.6348,0.6,386.696313446,9.77532,1868.1,0.0754198,1.62788e-07,0.000132882,14.6395436725
1.0,586.657756235,60.0866667812,100,60.0866667812,500.0,500.0,1.0,1.0,1.0,500,52.8287,2,60.0866667812,0.01,60.0867,0.6,586.657756235,24.0996,,0.01,0.01,3.50449e-18,100.0
1.0,415.40672154,59.2835993513,100,59.2835993513,500.0,500.0,1.0,1.0,1.0,500,54.553,2,59.2835993513,0.005,59.6851,0.6,415.40672154,22.2752,,0.005,0.005,2.1793e-19,200.000000102
1.0,170.957454671,74.6805475192,100,74.6805475192,500.0,500.0,1.0,1.0,1.0,500,60.1905,2,74.6805475192,0.00333333,64.6836,0.6,170.957454671,20.9087,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,136.248782136,72.2583654181,100,72.2583654181,500.0,500.0,1.0,1.0,1.0,500,62.6862,2,72.2583654181,0.0025,66.5773,0.6,136.248782136,19.2966,,0.0025,0.0025,5.4346e-20,400.0
3.18369,321.614342464,72.4417704685,100,72.4417704685,500.0,157.050321956,0.00132369,659.461,16.6909,500,87.3329,1,72.4417704685,0.002,93.5428,0.6,321.614342464,5.75494,10180.7,0.0790206,1.58613e-07,0.000146178,13.3435368229
1.0,899.704672018,68.5839887807,100,68.5839887807,500.0,500.0,1.0,1.0,1.0,500,60.7983,2,68.5839887807,0.01,68.584,0.6,899.704672018,29.8447,,0.01,0.01,3.50449e-18,100.0
1.0,94.6880334515,69.4818606345,100,69.4818606345,500.0,500.0,1.0,1.0,1.0,500,63.5276,2,69.4818606345,0.005,69.0329,0.6,94.6880334515,22.1907,,0.005,0.005,2.1793e-19,200.000000102
1.0,269.537001031,72.6263602016,100,72.6263602016,500.0,500.0,1.0,1.0,1.0,500,65.7357,2,72.6263602016,0.00333333,70.2307,0.6,269.537001031,20.4964,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,154.600239681,70.2152984108,100,70.2152984108,500.0,500.0,1.0,1.0,1.0,500,66.3341,2,70.2152984108,0.0025,70.2269,0.6,154.600239681,18.7973,,0.0025,0.0025,5.4346e-20,400.0
3.31199,165.361146112,73.1654529414,100,73.1654529414,500.0,150.966638359,0.0238038,845.001,17.7148,500,88.2148,1,73.1654529414,0.002,94.5513,0.6,165.361146112,5.5109,13996.3,0.0954007,2.68745e-06,0.000178403,10.9862169362
1.0,113.445257794,79.9037127614,100,79.9037127614,500.0,500.0,1.0,1.0,1.0,500,72.615,2,79.9037127614,0.01,79.9037,0.6,113.445257794,10.5977,,0.01,0.01,3.50449e-18,100.0
1.0,46.9460731468,75.2571140984,100,75.2571140984,500.0,500.0,1.0,1.0,1.0,500,72.4137,2,75.2571140984,0.005,77.5804,0.6,46.9460731468,9.20823,,0.005,0.005,2.1793e-19,200.000000102
1.0,78.7414363907,71.421170408,100,71.421170408,500.0,500.0,1.0,1.0,1.0,500,71.3088,2,71.421170408,0.00333333,75.5273,0.6,78.7414363907,9.53638,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,195.022073391,77.3603795263,100,77.3603795263,500.0,500.0,1.0,1.0,1.0,500,72.2158,2,77.3603795263,0.0025,75.9856,0.6,195.022073391,10.8215,,0.0025,0.0025,5.4346e-20,400.0
2.92138,145.848125903,74.5818781763,100,74.5818781763,500.0,171.152015228,6.48621e-07,28.4973,1.71483,500,81.2639,1,74.5818781763,0.002,87.027,0.6,145.848125903,8.87037,20.2828,0.0332362,7.56483e-10,2.75895e-05,63.422907805
1.0,93.7370336062,77.5782999494,100,77.5782999494,500.0,500.0,1.0,1.0,1.0,500,70.4071,2,77.5782999494,0.01,77.5783,0.6,93.7370336062,9.63326,,0.01,0.01,3.50449e-18,100.0
1.0,117.538055694,72.4190229394,100,72.4190229394,500.0,500.0,1.0,1.0,1.0,500,69.9279,2,72.4190229394,0.005,74.9987,0.6,117.538055694,10.5468,,0.005,0.005,2.1793e-19,200.000000102
1.0,218.745190604,80.0630413565,100,80.0630413565,500.0,500.0,1.0,1.0,1.0,500,72.2327,2,80.0630413565,0.00333333,76.6868,0.6,218.745190604,12.3306,,0.00333333,0.00333333,5.43914e-20,299.999969474
1.0,76.6207246601,78.4207777482,100,78.4207777482,500.0,500.0,1.0,1.0,1.0,500,73.263,2,78.4207777482,0.0025,77.1203,0.6,76.6207246601,11.5568,,0.0025,0.0025,5.4346e-20,400.0
