Bound,InitialReturnMean,TimeElapsed,MinD2w0t,Weights,TimestepsSoFar,MeanIW,Iteration,InitialReturnStd,MeanEntropy,ReturnStepMax,StdIW,J_sample_variance,EpRewMean,EpLenMean,InitialReturnMin,ReturnStepMaxmin,InitialBound,MinIW,EpisodesSoFar,StdD2w0t,MeanD2w0t,MaxD2w0t,ReturnMeanIW,InitialReturnMax,EmpiricalD2,EntropyCoefficient,MaxIW,EpThisIter
4.0914726,8.201599e-07,4658.194194078445,,[-1.317 -1.569 -0.426 -1.044 -0.962],2317909,0.747572,79,10.8410845,0.4712593,100.0,4.2234507,1321.5876,-54.742859241121614,443.8,-34.830463,98.753296,-1.7073431,9.257327e-09,7900,102687834000.0,5840235500.0,8417784600000.0,-0.6211207,21.376402,204764630000.0,10.0,200.14616,100
1.9883177,-1.4781951e-06,4737.367070436478,,[-1.327 -1.581 -0.408 -1.057 -0.948],2361185,0.44186753,80,11.774613,0.47974026,100.0,2.33257,398.8413,-52.201499885029605,432.76,-43.198395,98.75876,-2.9548874,4.531101e-12,8000,35315640000000.0,1971156000000.0,1996125200000000.0,-2.8090847,20.94994,66919382000000.0,10.0,64.50584,100
7.367177,-4.5776366e-07,4813.278639793396,,[-1.314 -1.587 -0.429 -1.065 -0.939],2404225,0.3708639,81,12.901923,0.48632914,100.0,9.702237,6652.472,-46.72847804573176,430.4,-46.498936,98.78287,-1.248631,2.2423402e-26,8100,inf,1.1759744e+32,3.1249738e+35,2.5038855,21.576702,7.427035e+33,10.0,960.03345,100
2.8648498,-1.411438e-06,4890.386130094528,,[-1.32  -1.566 -0.391 -1.053 -0.933],2448417,1.0003918,82,10.145087,0.47849473,100.0,7.499133,1591.9756,-48.02667513658785,441.92,-39.024445,98.78264,-2.3005605,2.426669e-09,8200,649677400.0,61923612.0,24661820000.0,-1.9200976,15.499411,1505778400.0,10.0,267.2785,100
18.591309,-1.9073487e-07,4954.582235813141,,[-1.322 -1.561 -0.379 -1.07  -0.94 ],2485201,0.70055795,83,16.710264,0.46385098,100.0,9.676789,77495.75,-41.54710598944821,367.84,-46.179893,98.77411,-2.3822136,1.0002785e-15,8300,inf,7.2057436e+21,1.1798007e+25,13.9528,28.147343,3.1058826e+23,10.0,305.59637,100
5.850545,-1.7547608e-06,5034.673530101776,,[-1.296 -1.579 -0.345 -1.064 -0.955],2531246,0.4955156,84,9.289074,0.47442952,100.0,3.9071805,2154.2751,-45.94794052801599,460.45,-33.76919,98.800415,-1.5415969,9.2986166e-12,8400,47628910000.0,7041394700.0,1522223500000.0,1.1062499,15.619597,189150430000.0,10.0,148.0459,100
5.6965384,6.8664554e-07,5100.185499429703,,[-1.301 -1.561 -0.352 -1.077 -0.945],2568333,0.42342946,85,17.36586,0.419036,100.0,2.5847888,1320.6547,-38.16654186748668,370.87,-48.269043,98.794174,-3.1897292,1.00978755e-13,8500,186597100000000.0,4302720200000.0,1.7479932e+16,1.5061783,30.69131,175366600000000.0,10.0,154.89294,100
18.780354,6.1035155e-07,5167.296662330627,,[-1.271 -1.566 -0.37  -1.069 -1.   ],2606587,0.87126154,86,14.9533,0.40812466,100.0,15.316106,44185.586,-43.299030043715064,382.54,-38.714005,98.77362,-3.5401187,1.2556586e-13,8600,2597262700000.0,114382905000.0,127938970000000.0,14.699106,28.024776,2775953700000.0,10.0,672.7014,100
32.1697,1.9836425e-06,5228.391309738159,,[-1.283 -1.567 -0.385 -1.093 -1.011],2644097,3.3200197,87,18.824327,0.4113587,100.0,40.696938,84895.555,-16.21180882262748,375.1,-44.331345,98.91356,-10.184786,6.9689435e-11,8700,346144540000.0,39869374000.0,13749134000000.0,28.056112,27.423304,996499260000.0,10.0,1864.4719,100
5.7673097,-1.5258789e-07,5285.306932210922,1.2841269,[-1.278 -1.542 -0.37  -1.101 -1.008],2681418,0.0020642832,88,20.374704,0.6542968,100.0,0.0760621,3.5540109,-11.557844282269876,373.21,-49.20936,98.938065,-11.515799,,8800,nan,nan,inf,-0.7756587,31.617281,inf,10.0,8.395856,100
10.464898,-4.196167e-06,5360.673747301102,inf,[-1.224 -1.785 -0.492 -0.452 -0.765],2731418,0.0058370857,89,6.2638617,1.093894,1.0,0.13717584,1.1744237,-316.96052208368246,500.0,-15.076836,0.36335927,1.5192685,,8900,nan,nan,-inf,-0.47404188,13.033695,nan,10.0,22.52995,100
15.0998,-1.4877319e-06,5434.645794868469,1.4916071,[-1.45  -1.526 -0.268 -0.629 -0.325],2781418,0.018111037,90,4.9444923,1.3359092,1.0,0.7313909,623.47815,-290.9728545494378,500.0,-12.3775215,0.5749327,6.7625446,,9000,nan,inf,inf,1.7407072,13.604988,inf,10.0,83.1657,100
451.7255,-2.2315978e-06,5506.979256153107,,[-1.465 -1.475 -0.549 -0.817 -0.083],2829324,18.200947,91,9.27622,1.3218117,100.0,662.14136,19920522.0,-133.69127028323544,479.06,-27.5757,98.441864,10.5323925,1.7504167e-35,9100,nan,nan,inf,438.5074,36.741604,inf,10.0,50887.266,100
119.23239,2.1362305e-06,5574.364795684814,1.3124787,[-1.465 -1.464 -0.456 -0.9   -0.097],2873947,1.321021,92,10.091196,1.5143064,100.0,43.61956,1172446.4,-121.4474451486164,446.23,-26.335953,98.45567,11.954511,,9200,nan,nan,inf,104.089325,32.146973,inf,10.0,3364.744,100
38.107872,-5.722046e-07,5631.053825855255,,[-1.447 -1.442 -0.612 -0.865  0.095],2912644,0.62670135,93,12.648315,1.4468287,100.0,8.127628,60646.33,-90.76125601862304,386.97,-39.034992,98.530914,14.973288,5.0043668e-20,9300,8635069300000000.0,865643700000000.0,3.9336695e+17,23.639584,22.82776,3.2243513e+16,10.0,442.21573,100
31.637388,-9.536743e-07,5668.109901189804,,[-1.428 -1.331 -0.625 -0.88   0.028],2938147,0.81154054,94,18.218664,1.4759165,100.0,5.72218,4193.881,-90.76592748326784,255.03,-53.021233,98.28819,24.195107,5.0795386e-09,9400,6663077400.0,332116830.0,457268000000.0,16.878223,25.39806,10779486000.0,10.0,294.8279,100
26.262913,-1.14440915e-07,5714.30294585228,,[-1.475 -1.336 -0.582 -0.87   0.057],2969822,1.1522607,95,14.929173,1.4804904,100.0,6.8535886,2923.5579,-93.56479725533323,316.75,-42.939922,98.409225,19.437061,1.8186141e-06,9500,675892.3,116886.336,16658566.0,11.458008,28.03356,2044645.0,10.0,230.82172,100
98.60231,1.0871887e-06,5764.090070009232,,[-1.494 -1.375 -0.561 -0.852  0.062],3004512,0.9606549,96,15.567871,1.6177881,100.0,17.712952,586762.3,-90.65004717271906,346.9,-41.905807,98.47737,13.86567,1.3441043e-13,9600,inf,6.0411138e+29,2.8355447e+33,82.42443,25.220259,3.4138564e+31,10.0,1225.1177,100
144.53938,6.8664554e-07,5801.526443481445,,[-1.474 -1.186 -0.595 -0.75   0.199],3030800,2.323794,97,18.520992,1.5755004,100.0,52.94562,1226017.4,-97.77438762854608,262.88,-42.6356,98.256134,24.797253,8.1247525e-19,9700,inf,2.9144947e+17,4.3595003e+20,128.78438,37.786655,1.5145736e+19,10.0,5081.237,100
210.06593,7.6293946e-07,5840.381866455078,,[-1.594 -0.99  -0.551 -0.581  0.157],3058214,7.0564938,98,15.297883,1.5137763,100.0,130.3594,3534920.0,-109.55034973849472,274.14,-41.321804,98.200775,26.666819,1.4208368e-11,9800,3057795500000.0,129766930000.0,234069540000000.0,194.92818,29.186518,5100935300000.0,10.0,6629.546,100
120.4686,9.918213e-07,5893.494033575058,,[-1.574 -0.852 -0.563 -0.445  0.095],3096093,21.733282,99,14.96834,1.4799182,100.0,507.9042,1105167.4,-99.39936004974348,378.79,-45.089836,98.475174,15.50312,6.1380182e-24,9900,inf,4.0625136e+29,1.2318683e+33,105.66941,30.848808,2.8903944e+31,10.0,42746.152,100
5.4354835,5.722046e-07,5961.948720693588,,[-1.57  -0.804 -0.473 -0.41   0.061],3145630,1.4986066,100,10.228696,1.5125898,100.0,24.04017,1709.5668,-115.24793077909499,495.37,-27.60026,98.5347,-1.3092304,4.6982307e-11,10000,59477055000000.0,4306198000000.0,2603904700000000.0,5.4354835,23.834883,130007320000000.0,,1242.0332,100
341.55844,8.010864e-07,6014.0039122104645,,[-1.538 -0.771 -0.505 -0.438  0.094],3183298,3.6207538,101,15.185207,1.7479564,100.0,143.77785,11906398.0,-93.63403005754098,376.68,-44.973995,98.50284,1.5057733,7.6188787e-28,10100,nan,nan,inf,341.55844,20.0767,inf,,16315.565,100
6.473019,-1.5258789e-06,6079.899168252945,,[-1.578 -0.854 -0.421 -0.486  0.329],3230576,4.8066173,102,11.266126,1.7819558,100.0,119.94563,9589.418,-84.28781855174118,472.78,-47.17347,98.64343,-3.3167152,1.4000616e-06,10200,395935.2,67643.23,9776120.0,6.473019,16.916916,1060809.0,,8324.994,100
-0.016024278,-2.3651123e-06,6147.600749969482,,[-1.592 -0.814 -0.38  -0.468  0.363],3280197,0.44219157,103,9.253159,1.7217548,100.0,2.488215,1300.9045,-72.04932181568687,496.21,-18.714325,98.709595,-5.8870983,1.4059197e-13,10300,2301139200.0,434010300.0,67608680000.0,-0.016024278,23.56323,10225765000.0,,112.15256,100
12.918385,-8.392334e-07,6199.874388694763,,[-1.585 -0.774 -0.409 -0.522  0.303],3318270,0.20719977,104,15.416295,1.6302706,100.0,3.4787755,15976.38,-80.82190077713531,380.73,-57.062042,98.57544,0.9283546,,10400,nan,nan,inf,12.918385,27.475159,inf,,221.20868,100
0.07206177,-8.6784365e-07,6265.212961912155,,[-1.653 -0.667 -0.288 -0.561  0.211],3366139,0.4445386,105,8.294179,1.5280011,100.0,4.1043997,1753.0553,-49.81307858207298,478.69,-25.826141,98.79187,-4.6364093,5.88326e-13,10500,637546400.0,90747624.0,20631835000.0,0.07206177,16.545633,2063309200.0,,206.07307,100
67.498474,5.7220458e-08,6328.573301315308,,[-1.653 -0.653 -0.25  -0.596  0.109],3411796,2.8040426,106,13.760774,1.6712755,100.0,53.336758,344262.66,-53.76985285569071,456.57,-71.88354,98.764465,-3.371769,4.3727635e-15,10600,inf,6.6722647e+27,5.693638e+30,67.498474,26.013618,4.18845e+29,,2703.9338,100
24.363056,-9.536743e-08,6396.685376167297,,[-1.673 -0.684 -0.259 -0.546  0.252],3461339,0.28224364,107,9.5659685,1.52109,100.0,8.376004,94744.0,-41.72337788849632,495.43,-27.03106,98.83157,-5.2621155,,10700,nan,inf,inf,24.363056,30.683784,inf,,787.5078,100
784.4231,5.722046e-07,6447.673699378967,,[-1.574 -0.545 -0.367 -0.472  0.102],3497473,14.564825,108,18.464191,1.6465768,100.0,311.59958,60994950.0,-78.43618778358804,361.34,-62.26159,98.56586,2.1855528,2.9556236e-15,10800,inf,6.5585514e+32,5.7426905e+36,784.4231,23.430431,5.960892e+34,,15324.469,100
656.06616,8.392334e-07,6512.953505039215,,[-1.661 -0.689 -0.348 -0.535  0.228],3544306,18.343113,109,11.021017,1.4980252,100.0,917.9479,43190310.0,-52.670714903436675,468.33,-48.080544,98.77507,-3.5519142,6.1778255e-27,10900,inf,6.6973846e+21,5.6269473e+25,656.06616,20.091805,6.290698e+23,,131577.16,100
39.96896,-1.1253356e-06,6582.965477228165,,[-1.548 -0.785 -0.251 -0.574  0.079],3593749,0.4688113,110,8.749968,1.7061306,100.0,13.411791,196385.56,-54.13126412338707,494.43,-52.05867,98.78104,-5.856325,2.6618096e-33,11000,nan,nan,inf,39.96896,16.200703,inf,,1103.8401,100
28.053684,4.196167e-07,6644.370076656342,,[-1.662 -0.772 -0.38  -0.554  0.287],3637590,1.4637381,111,11.478964,1.5810738,100.0,30.301973,84294.625,-64.9785958328901,438.41,-43.86341,98.70357,-2.2448702,2.2401622e-24,11100,inf,1.2481233e+17,1.7332958e+20,28.053684,20.59202,4.5447024e+18,,2604.9282,100
29.069582,-4.196167e-07,6712.78585934639,1.0034096,[-1.652 -0.814 -0.321 -0.517  0.162],3687590,0.1944562,112,10.47396,1.6201233,1.0,3.5928333,81514.87,-80.98563591539505,500.0,-22.239986,0.3239426,-5.2217155,,11200,nan,inf,inf,29.069582,26.39368,inf,,248.24585,100
19.404263,-2.1743774e-06,6752.93297123909,,[-1.479 -0.913 -0.27  -0.73   0.201],3715974,3.4979231,113,16.800943,1.590517,100.0,53.63415,5083.8213,-95.11630727691124,283.84,-46.74492,98.32979,8.959712,6.6653465e-06,11300,53337.293,6480.1816,2424677.5,19.404263,25.519897,89397.26,,2385.3838,100
15.839558,4.5776366e-07,6803.77879858017,,[-1.501 -0.976 -0.253 -0.726  0.172],3753141,4.1227164,114,15.250063,1.5371099,100.0,76.27457,19803.686,-80.43747199878156,371.67,-45.906467,98.567154,-1.1179912,1.3465704e-09,11400,10893241.0,1140837.8,583219650.0,15.839558,28.023254,21766182.0,,4549.6855,100
1132.3939,4.5776366e-07,6871.993330717087,,[-1.574 -0.976 -0.253 -0.678  0.118],3802388,3.7291524,115,9.524454,1.4116786,100.0,273.30426,130483200.0,-63.60078340795799,492.47,-33.14308,98.741714,-5.942988,,11500,nan,inf,inf,1132.3939,21.39505,inf,,35915.527,100
52.377842,-1.6975403e-06,6902.851032972336,,[-1.633 -1.075 -0.459 -0.758 -0.007],3823572,1.32807,116,17.536423,1.5234325,100.0,14.360609,62637.23,-104.8424729849757,211.84,-37.131386,98.01018,16.608883,2.985046e-10,11600,3.97225e+16,529745020000000.0,6.09001e+18,52.377842,31.659296,6.3072565e+16,,747.36255,100
30.473312,1.926422e-06,6941.580596446991,,[-1.688 -1.002 -0.427 -0.716  0.104],3850912,0.7465838,117,16.000797,1.5384239,100.0,6.0352736,18378.602,-98.92515098647526,273.4,-43.179882,98.27634,8.152707,1.5553684e-13,11700,4776311000000000.0,204607540000000.0,1.7800987e+17,30.473312,36.11165,4658683400000000.0,,210.20285,100
4.4103837,-6.8664554e-07,7000.06275510788,,[-1.78  -1.111 -0.396 -0.763  0.12 ],3892384,0.60023373,118,12.348654,1.5146496,100.0,3.2770624,600.9918,-95.23776175268051,414.72,-44.386295,98.54071,0.5913718,4.3810684e-12,11800,2999601000.0,201452050.0,113266000000.0,4.4103837,31.408707,4054173000.0,,147.324,100
34.295288,-9.536743e-08,7062.193806409836,,[-1.822 -1.063 -0.36  -0.763  0.096],3937620,1.9240692,119,10.175337,1.6744419,100.0,33.887672,85384.375,-73.18084574332255,452.36,-35.80371,98.67645,-3.418311,1.4983572e-15,11900,nan,inf,inf,34.295288,22.828936,inf,,1599.7666,100
1706.0865,-1.6975403e-06,7128.0974106788635,,[-1.827 -1.034 -0.3   -0.768  0.255],3984736,13.8352,120,8.828707,1.3807709,100.0,817.77783,295764640.0,-55.302666737580374,471.16,-29.458626,98.76524,-6.4313474,,12000,nan,nan,inf,1706.0865,19.320349,inf,,87962.05,100
14.310935,2.3269654e-06,7166.089342832565,,[-1.885 -1.005 -0.319 -0.9   -0.038],4010584,0.7138931,121,20.118767,1.3534915,100.0,1.490584,706.0859,-98.16077549826394,258.48,-42.989822,98.24048,9.206852,1.3908145e-07,12100,18670.98,1527.0072,726305.9,14.310935,35.865593,20770.557,,40.12684,100
276.32916,-1.0299683e-06,7217.774392604828,,[-1.897 -1.021 -0.288 -0.914 -0.066],4048368,1.4845846,122,15.282215,1.1762775,100.0,55.96756,8274875.0,-72.72849656168812,377.84,-54.18465,98.615036,-0.59240234,,12200,nan,nan,inf,276.32916,25.32537,inf,,6099.857,100
1.037263,3.1471254e-07,7286.794688940048,1.0029551,[-1.946 -0.96  -0.251 -0.792 -0.243],4098368,0.56365293,123,6.9146867,1.2124352,1.0,4.0997686,1077.851,-66.03598189593556,500.0,-14.263144,0.26414394,-3.7005534,3.9279976e-15,12300,inf,9.619105e+18,2.2725869e+22,1.037263,20.778238,4.0460135e+20,,125.555084,100
3.8701422,3.1471254e-07,7356.540489435196,1.0010698,[-1.936 -0.986 -0.293 -0.777 -0.206],4148368,0.287306,124,7.334906,1.235222,1.0,3.023058,8098.7676,-62.60924759686847,500.0,-14.303024,0.25043702,-4.556285,6.045012e-28,12400,nan,inf,inf,3.8701422,20.20849,inf,,115.60236,100
5.8175015,-3.8146972e-08,7425.882380485535,1.0002364,[-1.987 -1.043 -0.364 -0.756 -0.184],4198368,1.975297,125,7.6456833,1.2459658,1.0,33.392475,15465.558,-67.89880184935488,500.0,-25.830381,0.27159524,-4.710825,1.538623e-10,12500,548051400000.0,23314905000.0,27729393000000.0,5.8175015,18.144312,546568860000.0,,3513.0266,100
102.8362,5.531311e-07,7494.334634065628,,[-1.93  -1.044 -0.369 -0.79  -0.173],4247878,1.6111397,126,6.627589,1.2685553,100.0,44.036453,1160258.4,-64.84975864083881,495.1,-12.505838,98.73804,-2.9782443,3.4630365e-22,12600,inf,4.4502666e+33,5.0791154e+37,102.8362,22.124672,7.061823e+35,,3463.0376,100
30.716442,1.7166137e-06,7547.330817461014,,[-1.959 -0.967 -0.444 -0.752 -0.15 ],4286490,0.78908336,127,14.070992,1.3012406,100.0,15.083725,105336.41,-85.69410245411805,386.12,-50.57836,98.55612,0.96759903,2.3586081e-20,12700,inf,3.7032784e+28,2.1699685e+32,30.716442,21.69256,2.5692856e+30,,1194.0958,100
160.68425,3.8146972e-08,7615.937496423721,1.0399002,[-1.867 -0.986 -0.388 -0.702 -0.118],4336490,2.8281736,128,7.8866186,1.1611242,1.0,77.26501,2562347.0,-68.65668690479929,500.0,-22.695456,0.2746268,-4.349665,,12800,nan,inf,inf,160.68425,19.765612,inf,,7181.057,100
10.528195,-1.0585785e-06,7679.148566007614,,[-1.842 -1.009 -0.462 -0.697 -0.258],4381835,1.3476381,129,11.5527935,1.1821306,100.0,16.125305,10976.159,-78.48819404220039,453.45,-49.420628,98.653824,-2.3131828,3.2470701e-12,12900,12860817000000.0,861522950000.0,885940760000000.0,10.528195,19.60071,31741900000000.0,,886.53796,100
64.61501,-3.8146973e-07,7746.120554924011,,[-1.853 -1.014 -0.424 -0.709 -0.237],4430567,0.41496712,130,9.3296585,1.2250975,100.0,10.81984,449718.75,-74.07746296510678,487.32,-38.370045,98.695984,-1.801282,,13000,nan,nan,inf,64.61501,27.358425,inf,,845.1518,100
137.12875,3.967285e-06,7769.77388381958,,[-1.807 -0.922 -0.506 -0.74  -0.194],4447082,3.319708,131,20.410416,1.1968045,100.0,67.0407,2442863.2,-103.65491776242918,165.15,-34.468506,97.74472,22.539303,1.559695e-19,13100,inf,6.953831e+25,7.8552e+29,137.12875,42.595676,8.1775815e+27,,7395.0806,100
31.163845,2.5939942e-06,7804.861481428146,,[-1.791 -1.016 -0.467 -0.727 -0.222],4471540,4.001891,132,16.552288,1.1489524,100.0,72.08828,16618.584,-112.31170916596842,244.58,-41.158333,98.08159,14.55408,5.0792895e-08,13200,83422.95,5552.735,3242987.0,31.163845,30.766434,63383.395,,4253.5645,100
18.50014,1.6021728e-06,7849.2266047000885,,[-1.815 -1.032 -0.446 -0.746 -0.27 ],4503403,1.6429311,133,16.884289,1.1097192,100.0,23.707912,8414.452,-101.58474207221582,318.63,-47.158348,98.362366,5.948269,8.135494e-09,13300,304189540.0,17700306.0,15152870000.0,18.50014,28.310837,383118940.0,,1373.6443,100
5.161174,-1.4305115e-07,7916.524766921997,,[-1.81  -1.029 -0.421 -0.721 -0.309],4549633,0.3106297,134,10.184407,1.1036333,100.0,1.9371254,2507.3318,-75.61712521210305,462.3,-50.486046,98.67287,-3.08113,3.6927447e-22,13400,inf,inf,1.1223978e+38,5.161174,22.253176,1.12267415e+36,,87.56226,100
531.8406,-1.335144e-07,7989.247185707092,1.0370845,[-1.832 -1.022 -0.374 -0.701 -0.315],4599633,4.1252713,135,7.3963814,1.0313686,1.0,157.42566,29331424.0,-76.37816947523169,500.0,-16.528913,0.3055129,-3.936935,,13500,nan,inf,inf,531.8406,22.113682,inf,,10313.461,100
29.76413,-2.861023e-07,8062.382220983505,1.0773517,[-1.865 -1.045 -0.26  -0.738 -0.388],4649633,0.2985782,136,7.1437335,1.1894852,1.0,5.050311,77371.92,-76.45769834652525,500.0,-16.692812,0.30583072,-4.757601,2.4887924e-28,13600,nan,inf,inf,29.76413,21.873081,inf,,316.84308,100
193.83707,-4.959106e-07,8136.446630239487,1.1441898,[-1.866 -1.047 -0.23  -0.814 -0.229],4699633,2.4601061,137,7.0777774,1.3876668,1.0,78.67451,3538085.2,-63.26364293386524,500.0,-17.559649,0.25305438,-3.9185662,9.586125e-19,13700,nan,inf,inf,193.83707,20.646303,inf,,6112.9424,100
-2.7414298,-9.441376e-07,8209.569548368454,1.007467,[-1.737 -0.93  -0.22  -0.758 -0.031],4749633,0.53749055,138,7.3901105,1.4448956,1.0,3.7998438,465.68762,-53.19509133131178,500.0,-23.825294,0.21278024,-5.5791516,6.144056e-11,13800,82976490000000.0,6523271000000.0,4144363200000000.0,-2.7414298,15.478903,201216430000000.0,,166.19456,100
89.32377,6.7710874e-07,8281.541761636734,1.0801978,[-1.622 -0.989 -0.21  -0.748  0.026],4799215,1.0253526,139,7.717949,1.6051686,100.0,41.505825,957760.2,-52.36090216859654,495.82,-15.936038,98.78879,-4.664252,,13900,nan,nan,inf,89.32377,25.0905,inf,,4693.4546,100
2002.1245,1.2207031e-06,8312.98251080513,,[-1.588 -1.091 -0.34  -0.871  0.186],4819961,463.53073,140,20.11685,1.664745,100.0,10309.664,394683400.0,-102.8191813976345,207.46,-37.861897,98.00877,16.828485,6.7473565e-08,14000,1275327200000000.0,35566490000000.0,7.493263e+16,2002.1245,39.056187,938461600000000.0,,458742.97,100
17.41835,7.6293946e-07,8352.029615879059,,[-1.58  -1.171 -0.31  -0.851  0.246],4845147,0.79483736,141,16.436453,1.6551951,100.0,1.6461544,587.0453,-104.30911786201813,251.86,-46.95636,98.17169,11.925156,0.00016087877,14100,160.42941,29.855604,4892.1494,17.41835,30.987373,283.8596,,33.897774,100
25.756998,1.1444092e-06,8410.093787670135,,[-1.648 -1.173 -0.311 -0.818  0.236],4885538,0.2611352,142,14.864702,1.6806461,100.0,9.35979,119665.586,-84.37317522308766,403.91,-51.088318,98.582214,-1.0473506,,14200,nan,nan,inf,25.756998,32.347294,inf,,1121.9932,100
69.57829,1.2969971e-06,8444.103895902634,,[-1.755 -1.029 -0.287 -0.904  0.262],4907744,0.48799446,143,23.049086,1.5665033,100.0,10.592521,190864.73,-99.44942993491127,222.06,-41.45472,98.104294,12.338911,2.5525415e-27,14300,inf,2.7025006e+25,1.572878e+29,69.57829,41.85753,1.724143e+27,,616.6468,100
152.38727,-1.2588501e-06,8501.694435358047,,[-1.745 -0.958 -0.327 -0.74   0.148],4947283,2.505819,144,16.086002,1.596104,100.0,99.103516,2517872.5,-77.09789849976306,395.39,-50.807217,98.610016,-1.9091513,,14400,nan,nan,inf,152.38727,32.310375,inf,,9848.365,100
2.0364473,-3.2424927e-07,8569.81061553955,,[-1.832 -1.099 -0.485 -0.654  0.177],4994144,0.6354561,145,12.100633,1.6464614,100.0,4.044797,3511.629,-98.05679208573929,468.61,-46.31344,98.5815,-3.9103258,2.2926891e-11,14500,84463690000000.0,3754261700000.0,6891142000000000.0,2.0364473,25.422737,153880640000000.0,,196.8488,100
39.38629,-7.05719e-07,8640.531773805618,,[-1.888 -1.034 -0.445 -0.645  0.227],5043809,0.89067096,146,9.269105,1.7594061,100.0,16.993395,97778.05,-92.61581906926554,496.65,-25.099394,98.627045,-3.318893,2.0953341e-20,14600,nan,inf,inf,39.38629,31.614878,inf,,915.0889,100
33.710342,1.5640259e-06,8696.225726604462,,[-1.889 -0.912 -0.419 -0.687  0.34 ],5082117,4.7343783,147,13.652909,1.7323307,100.0,118.50345,110064.695,-77.92421376364035,383.08,-49.841034,98.59317,0.43366924,1.6513391e-12,14700,3780997300000.0,208694970000.0,218812760000000.0,33.710342,23.169174,5735029700000.0,,8190.239,100
-0.37752086,1.1634827e-06,8764.859260082245,,[-1.819 -0.889 -0.33  -0.676  0.313],5129939,0.5170925,148,10.030213,1.6370165,100.0,3.06048,1558.6735,-53.34906697564359,478.22,-55.385155,98.776886,-5.2540574,2.750522e-16,14800,2234095200000.0,101395005000.0,108179770000000.0,-0.37752086,26.683998,3114213600000.0,,108.35144,100
0.6557904,-2.9563904e-07,8830.922925710678,,[-1.807 -0.934 -0.275 -0.756  0.218],5176352,1.3703257,149,10.370687,1.5153081,100.0,12.992453,1900.0532,-56.30118589838102,464.13,-52.319336,98.757385,-4.904343,4.635959e-13,14900,58621324.0,13930825.0,1042684300.0,0.6557904,26.654873,275363040.0,,390.37183,100
486.21542,-1.5258789e-07,8896.517483234406,,[-1.762 -0.9   -0.302 -0.719  0.096],5221192,7.554871,150,12.684537,1.4168795,100.0,429.13995,24316020.0,-65.08045862034768,448.4,-51.61934,98.70972,-3.526156,4.4513503e-27,15000,inf,8.329331e+22,1.4928088e+26,486.21542,29.588894,3.7226674e+24,,57016.586,100
1.5814542,-1.8119812e-07,8969.345350503922,1.0128036,[-1.857 -0.903 -0.253 -0.716 -0.002],5271192,0.42601475,151,6.15256,1.3305347,1.0,4.502153,6047.0317,-63.201970301101746,500.0,-21.244272,0.25280786,-5.8142176,2.5540362e-16,15100,4463652000000.0,353583820000.0,318323300000000.0,1.5814542,22.021847,10737533000000.0,,242.87064,100
433.7156,1.2207031e-06,9041.111422300339,,[-1.816 -0.838 -0.296 -0.687 -0.088],5320827,10.319214,152,6.3908715,1.3495203,100.0,238.07498,19140462.0,-62.2998802013151,496.35,-12.488516,98.74896,-4.11355,3.2623202e-21,15200,inf,4.5921603e+31,2.0205616e+35,433.7156,19.855848,2.0320835e+33,,10412.09,100
23.548988,-5.340576e-07,9110.906137943268,,[-1.919 -0.646 -0.323 -0.619 -0.069],5368724,2.0555406,153,10.811873,1.2763907,100.0,49.502384,88960.93,-53.959560240364006,478.97,-66.39735,98.77469,-3.7849672,4.669126e-26,15300,inf,7.310825e+20,2.0542179e+24,23.548988,23.733578,4.7717647e+22,,2348.4646,100
-1.4697839,-1.9073487e-07,9182.75375175476,1.0032524,[-1.98  -0.703 -0.271 -0.661 -0.143],5418724,0.6008858,154,7.2940702,1.2344073,1.0,3.4726222,295.2589,-52.03975513341865,500.0,-16.110779,0.20815915,-5.1876154,5.712541e-12,15400,107283780.0,18903490.0,3956913200.0,-1.4697839,24.717194,385105060.0,,133.84523,100
33.127945,-4.5776366e-07,9252.544774532318,,[-1.881 -0.685 -0.259 -0.682 -0.184],5467438,3.284792,155,9.167103,1.1826088,100.0,66.860245,86289.38,-48.21811576803655,487.14,-57.172874,98.80203,-4.4240994,9.532365e-21,15500,inf,3.3670477e+20,1.0752369e+24,33.127945,22.36472,1.4596693e+22,,3743.5867,100
155.24474,-1.335144e-07,9317.598140239716,,[-1.856 -0.561 -0.29  -0.622 -0.236],5511815,1.092451,156,9.003147,1.2382555,100.0,40.85419,2747489.2,-61.6679992271275,443.77,-39.75334,98.72208,-1.7873122,,15600,nan,nan,inf,155.24474,18.298435,inf,,3177.9497,100
1291.6545,3.9100647e-07,9390.758594036102,1.0822545,[-1.949 -0.7   -0.278 -0.61  -0.181],5561815,16.063232,157,6.339907,1.0307231,1.0,636.1972,168413920.0,-61.215741351357146,500.0,-12.361362,0.24486303,-3.9672244,,15700,nan,inf,inf,1291.6545,18.51002,inf,,58561.0,100
-1.7001474,3.7193297e-07,9460.86490035057,,[-1.999 -0.635 -0.378 -0.632 -0.388],5609869,0.91836095,158,9.386937,1.0093094,100.0,1.3251784,85.746155,-65.21631598573724,480.54,-54.789803,98.72858,-2.3863893,0.0051948996,15800,2.7379408,3.6911924,14.588019,-1.7001474,21.38047,9.8127365,,18.828688,100
