ReturnMeanIW,TimestepsSoFar,Weights,MeanIW,J_sample_variance,TimeElapsed,ReturnStepMax,EpRewMean,Iteration,EpThisIter,EpisodesSoFar,InitialReturnMean,EmpiricalD2,InitialReturnMin,ReturnStepMaxmin,Bound,MinIWNorm,MaxIWNorm,InitialReturnStd,MinIW,MeanEntropy,InitialReturnMax,MaxIW,MeanIWNorm,StdIW,ESSClassic,InitialBound,ESSRenyi,StdIWNorm,EpLenMean,EntropyCoefficient
289.52692,4573,[-0.365 -0.68  -0.484 -0.253  0.   ],28.294008,8382897.0,9.773544311523438,100.0,-121.62483749719935,1,100,100,1.2969971e-06,85565.98,-16.882248,93.704056,300.5571,3.544017e-13,28.145342,8.854463,3.544017e-11,1.1030183,25.629276,2814.5342,0.2829401,280.02823,1.0105879,14.189453,0.0011686889,2.8002822,45.73,10.0
17.62431,9518,[-0.301 -0.704 -0.416 -0.353 -0.316],2.1717906,32972.668,25.25798225402832,100.0,-116.74689707416839,2,100,200,-1.411438e-06,2399.1184,-21.646782,94.278534,27.901169,2.6136031e-09,1.7267843,10.456092,2.6136033e-07,1.0276859,44.8798,172.67844,0.021717904,17.212677,1.5670388,11.030181,0.04168198,0.17212677,49.45,10.0
27.62477,15215,[-0.309 -0.793 -0.38  -0.415 -0.391],1.9334557,57711.78,39.9534797668457,100.0,-117.12064978606142,3,100,300,4.234314e-06,124.02399,-19.332336,94.93065,37.991005,2.8271761e-05,0.86815494,10.225153,0.0028271761,1.0366235,27.20224,86.8155,0.019334557,9.047621,4.367233,10.276863,0.80629563,0.09047621,56.97,10.0
4.656658,21491,[-0.391 -0.716 -0.349 -0.398 -0.382],0.98192805,2988.8525,55.097370624542236,100.0,-116.25454148398029,4,100,400,7.858276e-06,2133.2913,-21.283684,95.296196,15.878435,2.728983e-05,0.5682054,11.437973,0.002728983,1.1221777,26.431541,56.82054,0.009819279,5.688141,2.8937807,10.366242,0.046875924,0.056881413,62.76,10.0
25.643944,27732,[-0.353 -0.696 -0.338 -0.345 -0.297],1.8108221,50921.96,69.67349624633789,100.0,-119.07924041592727,5,100,500,4.9591063e-06,119.907166,-18.682365,95.183975,35.774574,1.9565905e-06,1.1829526,10.910803,0.00019565906,1.0130631,28.244198,118.29527,0.01810822,12.095958,2.192025,11.221782,0.83397853,0.120959565,62.41,10.0
75.83651,35785,[-0.382 -0.728 -0.309 -0.37  -0.406],2.5938425,581406.44,88.05452680587769,100.0,-120.73995352797047,6,100,600,-4.53949e-06,1573.0261,-26.91529,96.00137,85.613434,9.53498e-06,2.2213547,12.26401,0.00095349795,0.97769266,34.323105,222.13547,0.025938425,22.071781,1.3622462,10.130626,0.063571736,0.2207178,80.53,10.0
4.2502794,47134,[-0.425 -0.655 -0.277 -0.354 -0.441],0.9257107,427.69302,114.52419519424438,100.0,-122.88827760871254,7,100,700,2.4795531e-06,5.4298296,-29.102161,96.8344,13.929255,0.00060091703,0.08733092,14.206735,0.060091704,0.9678975,33.610405,8.733092,0.009257107,1.3641111,31.531363,9.77693,18.416784,0.013641111,113.49,10.0
14.070106,66999,[-0.438 -0.66  -0.262 -0.354 -0.451],1.5032567,4759.8555,155.43662762641907,100.0,-125.69758794758712,8,100,800,1.1062622e-06,15.370912,-38.22294,97.73448,23.614353,0.00012807954,0.33600825,15.4913025,0.012807954,0.9544247,35.202255,33.600826,0.015032567,4.3260183,10.774087,9.678976,6.505795,0.043260183,198.65,10.0
3357.517,95838,[-0.449 -0.65  -0.261 -0.332 -0.465],242.58293,1127261300.0,212.3639953136444,100.0,-125.61062522509881,9,100,900,7.6293944e-08,23891304.0,-38.26212,98.12889,3366.1875,6.4961196e-12,242.53711,15.204334,6.49612e-10,0.867049,36.48837,24253.71,2.4258294,2413.2087,1.0003779,9.544247,4.1856233e-06,24.13209,288.39,10.0
2.8109505,137642,[-0.483 -0.636 -0.247 -0.334 -0.552],0.9527615,544.8118,295.6824309825897,100.0,-86.57791619430066,10,100,1000,3.1661987e-06,4.642469,-38.240448,98.585785,11.734965,0.0002076296,0.09904432,9.967483,0.02076296,0.89240146,21.185535,9.904432,0.009527614,1.3224401,34.16975,8.670493,21.540262,0.0132244015,418.04,10.0
924.8369,179579,[-0.485 -0.617 -0.241 -0.327 -0.527],1135.7755,85529430.0,376.24330854415894,100.0,-81.81700619574116,11,100,1100,2.0599366e-06,2771286000000.0,-45.416183,98.60982,933.8081,3.3355502e-13,1135.7382,12.799963,3.3355502e-11,0.897117,29.26296,113573.81,11.357757,11300.448,1.0000658,8.924017,3.608433e-11,113.004486,419.37,10.0
1.5841453,221089,[-0.487 -0.58  -0.202 -0.328 -0.522],1.1963919,464.00192,459.14946007728577,100.0,-79.09587353257899,12,100,1200,8.201599e-07,6.358883,-30.188864,98.61891,10.675591,0.00014343667,0.10407115,10.47213,0.014343667,0.9091446,24.68554,10.407115,0.011963917,1.7996027,30.650465,8.971171,15.726032,0.017996028,415.1,10.0
15.979486,261466,[-0.501 -0.573 -0.199 -0.331 -0.51 ],4.9742036,25085.52,538.3834638595581,100.0,-71.9960276626044,13,100,1300,2.479553e-07,50807810000.0,-34.439537,98.64339,25.165451,9.597012e-13,4.025579,12.121585,9.597012e-11,0.9185963,25.333532,402.55792,0.049742036,40.820763,1.4631325,9.091446,1.9682014e-09,0.40820763,403.77,10.0
2.0951908,304154,[-0.486 -0.602 -0.224 -0.321 -0.5  ],1.0004402,262.6931,623.0709035396576,100.0,-80.50474008933203,14,100,1400,-2.8419495e-06,7.6409907,-40.50553,98.62282,11.169114,0.00013056314,0.096599475,11.253947,0.0130563155,0.9073923,20.815243,9.659947,0.010004402,1.7220055,25.23536,9.185961,13.087308,0.017220054,426.88,10.0
50.924854,348717,[-0.49  -0.592 -0.23  -0.306 -0.512],2.85168,204697.73,708.2992980480194,100.0,-82.33191812046488,15,100,1500,-2.0980835e-07,821.1136,-36.753334,98.63049,59.694477,1.8943726e-07,1.6650566,11.079507,1.8943727e-05,0.87696224,26.688637,166.50566,0.028516797,17.666836,2.5392976,9.073923,0.12178583,0.17666836,445.63,10.0
43.481804,388328,[-0.496 -0.566 -0.235 -0.311 -0.542],2.6442301,192522.28,786.0536549091339,100.0,-78.30301751310405,16,100,1600,-4.959106e-07,3805478.5,-40.027332,98.604645,51.679565,1.0704683e-13,2.3952065,12.816901,1.0704684e-11,0.819776,27.561779,239.52065,0.026442304,23.8361,1.2156713,8.769622,2.6277905e-05,0.23836099,396.11,10.0
3.82455,415775,[-0.489 -0.54  -0.255 -0.298 -0.599],1.0154667,419.94388,840.6053340435028,100.0,-103.85452093157613,17,100,1700,-3.3950805e-06,2.5010636,-38.07657,98.24324,12.0487795,0.0009095344,0.05685115,16.486774,0.09095344,0.822423,30.168722,5.685115,0.010154667,1.0113236,50.204422,8.197756,39.98299,0.010113236,274.47,10.0
89.53772,448692,[-0.492 -0.553 -0.252 -0.3   -0.597],4.8729362,751840.6,905.9508357048035,100.0,-90.934101545413,18,100,1800,-2.2125244e-06,45414.594,-45.807755,98.447495,97.511345,8.560176e-09,4.4569635,16.777012,8.5601755e-07,0.7973627,29.537472,445.69638,0.048729364,44.355522,1.1925476,8.224228,0.0022019353,0.44355524,329.17,10.0
65.53678,493109,[-0.505 -0.535 -0.236 -0.279 -0.622],3.8872552,432589.75,994.5224328041077,100.0,-71.40924676820615,19,100,1900,-8.9645386e-07,54896.91,-43.526814,98.67847,73.490906,1.3589839e-07,3.6536071,9.742895,1.3589839e-05,0.7954127,18.000685,365.36072,0.03887255,36.34685,1.1308717,7.973626,0.0018215962,0.3634685,444.17,10.0
10.895838,541252,[-0.512 -0.551 -0.236 -0.263 -0.624],1.5082991,12445.711,1086.7922065258026,100.0,-79.78878061153992,20,100,2000,2.784729e-06,9038.052,-29.031427,98.66854,18.947128,8.500703e-08,1.1748517,9.118735,8.500703e-06,0.8051292,20.694336,117.48517,0.01508299,11.737586,1.6244433,7.95413,0.011064331,0.117375866,481.43,10.0
259.78952,589368,[-0.502 -0.542 -0.213 -0.272 -0.614],22.846926,6680812.5,1181.2416806221008,100.0,-75.63429474017099,21,100,2100,1.335144e-07,21915.668,-22.741276,98.68562,267.9779,3.8702441e-07,22.418493,8.69584,3.870244e-05,0.8188379,21.518007,2241.8494,0.22846918,223.0274,1.0384972,8.051291,0.0045629456,2.230274,481.16,10.0
34.965008,631996,[-0.499 -0.468 -0.204 -0.243 -0.6  ],4.833144,127719.32,1265.322373867035,100.0,-68.4673480826553,22,100,2200,5.340576e-07,26288.338,-33.205452,98.67877,43.134068,5.9706706e-10,3.4561565,10.208083,5.970671e-08,0.81690603,20.087505,345.61566,0.048331447,35.49317,1.8205004,8.18838,0.0038039682,0.35493168,426.28,10.0
6.8096323,668085,[-0.503 -0.452 -0.203 -0.258 -0.602],1.6647431,2863.2783,1338.1917579174042,100.0,-71.69632241363493,23,100,2300,,135.57141,-37.874634,98.60268,15.208047,3.9966326e-06,0.3971083,13.891457,0.00039966326,0.8398414,27.665733,39.71083,0.01664743,5.7423425,7.752979,8.169061,0.7376186,0.05742342,360.89,10.0
2.8477607,697956,[-0.499 -0.439 -0.205 -0.267 -0.579],1.0345964,1407.1459,1397.9283730983734,100.0,-72.50514408313593,24,100,2400,3.1089783e-06,4.7041154,-49.968376,98.51454,11.145134,0.00014286069,0.09739247,17.541977,0.01428607,0.82973737,29.29343,9.739247,0.010345965,1.3638275,36.526897,8.398417,21.257982,0.013638273,298.71,10.0
34.6112,726465,[-0.5   -0.443 -0.216 -0.267 -0.589],2.5154502,111139.21,1454.4788467884064,100.0,-81.74489755436413,25,100,2500,-3.1280517e-06,982.44806,-54.971634,98.42653,42.66308,8.3029573e-07,1.9853503,17.936905,8.3029576e-05,0.80518806,38.970062,198.53503,0.0251545,19.778172,1.5918065,8.29737,0.101786554,0.19778173,285.09,10.0
3.0303361,762592,[-0.495 -0.429 -0.208 -0.242 -0.614],1.0890713,650.0983,1526.7086005210876,100.0,-68.15620546825983,26,100,2600,1.964569e-06,9.723171,-45.0422,98.62268,11.228586,0.0001082597,0.15960866,16.779676,0.01082597,0.819825,27.081165,15.960867,0.010890713,2.1436667,20.515444,8.051883,10.28471,0.021436667,361.27,10.0
61.504288,801053,[-0.507 -0.442 -0.207 -0.241 -0.599],3.7602978,395957.78,1601.5282695293427,100.0,-68.70760573963484,27,100,2700,4.959106e-07,54974.26,-35.069733,98.642715,69.63614,5.4453967e-08,3.5619245,13.841498,5.4453967e-06,0.81318486,31.598242,356.19244,0.037602983,35.423496,1.1142824,8.198251,0.0018190331,0.354235,384.61,10.0
2189.8252,844328,[-0.502 -0.448 -0.209 -0.22  -0.606],112.298676,480198400.0,1687.396057844162,100.0,-72.583888512463,28,100,2800,1.6403199e-06,162844140.0,-31.045307,98.66455,2197.9712,7.0829495e-11,112.173965,11.997465,7.0829493e-09,0.8146029,23.49033,11217.396,1.1229868,1116.1045,1.0022244,8.13185,6.140841e-07,11.161046,432.75,10.0
4.6618385,887596,[-0.497 -0.493 -0.233 -0.254 -0.604],0.9705617,2645.5576,1774.2625122070312,100.0,-69.03598772759558,29,100,2900,-1.2779236e-06,649846.5,-44.34962,98.68089,12.781857,2.4731321e-09,0.81358916,9.909326,2.473132e-07,0.8120018,18.807549,81.35892,0.009705616,8.099528,1.4155823,8.1460285,0.00015388249,0.080995284,432.68,10.0
7.371741,931435,[-0.496 -0.509 -0.219 -0.281 -0.607],1.0027242,2252.0186,1858.5481750965118,100.0,-58.387266436363426,30,100,3000,-5.912781e-07,162.99706,-30.89357,98.73363,15.594004,3.190681e-06,0.20999376,10.040362,0.0003190681,0.8222262,21.563988,20.999376,0.010027243,2.890305,10.742829,8.120017,0.61350805,0.028903052,438.39,10.0
9.848251,968719,[-0.494 -0.507 -0.213 -0.296 -0.597],1.7462572,10354.875,1934.1143980026245,100.0,-64.04589145767144,31,100,3100,-4.7683716e-07,95.970085,-51.34449,98.65645,18.29588,2.4545066e-05,0.38320038,16.16667,0.0024545067,0.8447627,28.665298,38.320038,0.01746257,5.5463653,9.018845,8.222261,1.0419914,0.055463653,372.84,10.0
18.385998,1007708,[-0.489 -0.497 -0.218 -0.279 -0.574],2.2435246,28558.299,2011.7686128616333,100.0,-68.974198886535,32,100,3200,1.3732911e-06,561.20044,-42.36783,98.64618,26.737045,4.6186372e-08,0.9272691,13.310017,4.6186374e-06,0.8351047,28.282095,92.72691,0.022435242,10.517769,4.352014,8.447628,0.17818946,0.10517768,389.89,10.0
27.564829,1044304,[-0.503 -0.474 -0.207 -0.279 -0.584],3.3066702,37304.8,2084.042055606842,100.0,-69.60297385387427,33,100,3300,1.7738342e-06,363.5678,-44.374176,98.61961,35.763092,3.6528625e-06,2.1755414,14.487051,0.00036528625,0.81982654,31.541668,217.55414,0.033066705,22.014566,2.2063384,8.351049,0.27505186,0.22014566,365.96,10.0
41.732502,1078744,[-0.5   -0.419 -0.198 -0.25  -0.599],3.0931897,257027.44,2152.1270112991333,100.0,-70.92434953832284,34,100,3400,1.2588501e-06,1773.9961,-38.881783,98.588135,49.81553,2.0073307e-06,2.1522665,13.405114,0.00020073308,0.80830264,26.116817,215.22665,0.030931896,21.468845,2.0336342,8.198266,0.05636991,0.2146884,344.4,10.0
10.482027,1100615,[-0.504 -0.405 -0.213 -0.256 -0.611],1.2045825,7905.0107,2197.5289175510406,100.0,-87.3805273623696,35,100,3500,7.8201293e-07,27.910446,-59.34122,98.20094,18.458937,2.280415e-05,0.3572447,19.493551,0.002280415,0.7976909,35.549953,35.724472,0.012045825,3.8489592,8.920833,8.083028,3.582888,0.03848959,218.71,10.0
11.137994,1128847,[-0.514 -0.42  -0.206 -0.269 -0.621],1.6497874,7098.245,2253.024517059326,100.0,-75.54539138303437,36,100,3600,3.8146973e-07,317.4648,-49.528458,98.46483,19.031498,1.3936075e-06,0.92894995,16.283377,0.00013936075,0.78935045,26.086586,92.895,0.016497873,9.344528,3.0228093,7.976909,0.31499553,0.09344528,282.32,10.0
12.476724,1166022,[-0.513 -0.418 -0.195 -0.253 -0.63 ],1.215398,15504.717,2328.002948284149,100.0,-62.94466670996231,37,100,3700,2.0599366e-06,67.1688,-43.150063,98.66136,20.198517,2.6295781e-06,0.5116611,14.398581,0.00026295782,0.77217925,29.776653,51.16611,0.012153979,5.1761274,5.225394,7.8935065,1.4887865,0.051761273,371.75,10.0
1.2659323,1197926,[-0.512 -0.425 -0.189 -0.27  -0.647],1.0054284,276.55817,2391.742659807205,100.0,-73.74701777890627,38,100,3800,1.1825562e-06,1.9783568,-40.265434,98.53769,8.987705,0.00060429034,0.038089305,14.3919935,0.060429033,0.77217734,25.084772,3.8089306,0.010054283,0.7863336,62.04777,7.721793,50.546997,0.007863335,319.04,10.0
353.81805,1233040,[-0.505 -0.44  -0.184 -0.276 -0.647],79.02857,13057798.0,2460.956794977188,100.0,-67.55753154443936,39,100,3900,8.583069e-08,1992812800000.0,-46.913868,98.615204,361.64844,2.092607e-14,78.72683,14.58401,2.092607e-12,0.7830397,26.227434,7872.683,0.79028565,783.2928,1.0076776,7.7217727,5.018033e-11,7.8329287,351.14,10.0
32.726032,1257123,[-0.507 -0.398 -0.161 -0.283 -0.636],1.9293518,103538.11,2511.252722263336,100.0,-81.89544186963157,40,100,4000,1.7547608e-06,2540.7908,-38.007744,98.319885,40.613304,2.7877783e-07,1.068828,20.248356,2.7877784e-05,0.7887271,38.735497,106.8828,0.019293519,10.872722,3.052686,7.8303986,0.039357826,0.10872722,240.83,10.0
24.808825,1291989,[-0.508 -0.423 -0.166 -0.278 -0.63 ],3.3906722,72570.99,2582.396470308304,100.0,-59.52768939517402,41,100,4100,1.335144e-06,24427.21,-41.795082,98.65854,32.829765,8.353646e-09,2.6684158,16.512749,8.353646e-07,0.802094,30.60754,266.84158,0.033906724,26.92381,1.5612223,7.887272,0.004093795,0.2692381,348.66,10.0
2.9312081,1327431,[-0.506 -0.463 -0.155 -0.29  -0.617],0.8300147,1550.0624,2653.3635737895966,100.0,-66.32384037979342,42,100,4200,-2.0217894e-06,8.425693,-39.6308,98.62573,10.939396,6.0662514e-06,0.11193975,16.52218,0.00060662517,0.80081874,31.90125,11.193975,0.008300147,1.2764314,29.718058,8.020938,11.868461,0.012764314,354.42,10.0
2.5117233,1364806,[-0.512 -0.475 -0.151 -0.302 -0.618],1.1332573,396.8921,2726.791924238205,100.0,-67.86346325978813,43,100,4300,-1.5258789e-07,3.453952,-42.41188,98.636856,10.721217,0.00023005673,0.24803527,12.808009,0.023005674,0.8209493,27.099564,24.803528,0.011332572,2.5797231,16.176256,8.008187,28.952341,0.025797227,373.75,10.0
113.38046,1402130,[-0.509 -0.493 -0.147 -0.31  -0.598],5.944879,1321507.6,2801.1017739772797,100.0,-70.70558465186326,44,100,4400,6.580353e-07,2054736.1,-39.663116,98.621124,121.94795,1.3779521e-08,5.799748,13.125842,1.3779521e-06,0.85674906,27.600777,579.9748,0.059448794,57.693947,1.0506034,8.209495,4.866805e-05,0.5769394,373.24,10.0
10.886562,1429506,[-0.487 -0.481 -0.151 -0.327 -0.562],2.1497707,7915.5303,2857.4430255889893,100.0,-82.73238853263,45,100,4500,6.8664554e-07,11724.523,-38.8321,98.395584,19.336823,2.2459895e-07,1.0886995,18.261015,2.2459895e-05,0.8450261,31.105774,108.86995,0.021497704,11.521641,3.3642886,8.567492,0.008529131,0.11521641,273.76,10.0
18439.643,1459248,[-0.5   -0.49  -0.132 -0.335 -0.574],691.5133,33994797000.0,2916.2757439613342,100.0,-78.93953746964219,46,100,4600,1.5068055e-06,1081186.4,-39.713043,98.46918,18447.229,1.48426e-10,691.0043,15.5299425,1.4842599e-08,0.75849867,29.78367,69100.43,6.915133,6875.355,1.0014735,8.450263,9.249099e-05,68.75355,297.42,10.0
9.113768,1490290,[-0.499 -0.512 -0.157 -0.347 -0.66 ],1.344495,11834.682,2980.167372226715,100.0,-71.68968243688462,47,100,4700,2.2888183e-07,6207.6973,-40.500084,98.53812,16.530794,4.9587193e-08,0.6898115,17.561571,4.9587193e-06,0.7417027,24.486397,68.981155,0.013444951,7.0790067,3.4816384,7.5849867,0.016109033,0.07079006,310.42,10.0
