EpLenMean,EpisodesSoFar,Weights,InitialReturnMax,TimestepsSoFar,ESSClassic,MaxIWNorm,InitialBound,StdIWNorm,EntropyCoefficient,EpRewMean,Iteration,MinIW,ReturnStepMax,ESSRenyi,InitialReturnMin,ReturnMeanIW,MeanIW,MinIWNorm,InitialReturnMean,ReturnStepMaxmin,EpThisIter,MeanIWNorm,TimeElapsed,MaxIW,EmpiricalD2,MeanEntropy,Bound,InitialReturnStd,J_sample_variance,StdIW
56.95,15000,[ 0.753  0.52   3.358 -2.564 28.809],26.17102,815745,49.799767,0.08211499,-3.0845404e-06,0.009819202,,-142.02440403528178,150,0.108170286,100.0,35.10974,-8.75853,0.48238754,0.9779957,0.0010817029,-3.0517579e-06,94.440834,100,0.009779956,1848.9027879238129,8.211499,2.8482122,30.308125,0.48238754,7.0841994,122.664894,0.98192024
51.34,15100,[ 0.753  0.52   3.358 -2.564 28.888],28.687096,820879,100.0,0.01,-4.351139e-06,9.313226e-10,,-137.81615305641037,151,1.0,100.0,100.0,-8.31266,-4.351139e-06,1.0,0.01,-4.348755e-06,94.02418,100,0.009999999,1859.9720697402954,1.0,1.0,30.308125,-4.351139e-06,6.7405095,45.893402,
56.72,15200,[ 0.753  0.52   3.358 -2.564 28.888],24.719093,826551,18.498407,0.1521768,-6.765127e-06,0.023272905,,-140.73898601261942,152,0.0074139335,100.0,0.08148171,-9.26786,1.7408847,1.1087528,7.413933e-05,-6.713867e-06,94.19076,100,0.0110875275,1871.9653022289276,15.21768,1227.2693,30.438782,1.7408847,7.472692,292.72955,2.3272905
53.6,15300,[ 0.753  0.52   3.358 -2.564 29.022],29.126842,831911,2.3949444,6.149666e-11,-3.4570694e-06,6.7884283e-12,,-139.29855873854513,153,,100.0,nan,-8.906616,-7.292754e-10,1.06336114e-10,,-3.5095215e-06,94.35109,100,1.0633611e-12,1883.742564201355,6.1496666e-09,nan,32.05071,-7.292754e-10,6.7010326,2.413383e-17,6.7884265e-10
55.76,15400,[ 0.753  0.52   3.358 -2.564 30.632],21.81717,837487,100.0,0.01,4.1872263e-06,9.313226e-10,,-141.46414623073298,154,1.0,100.0,100.0,-7.8213196,4.1872263e-06,1.0,0.01,4.348755e-06,93.925964,100,0.009999999,1895.302741765976,1.0,1.0,32.05071,4.1872263e-06,7.0637,50.399864,
53.21,15500,[ 0.753  0.52   3.358 -2.564 30.632],26.861778,842808,57.930134,0.055343475,3.5390258e-07,0.009833202,,-140.4312527210649,155,0.03848237,100.0,31.50339,-7.532303,0.517347,1.1538827,0.0003848237,3.0517577e-07,94.21202,100,0.011538828,1906.6202025413513,5.5343475,3.1742616,32.135544,0.517347,6.4987655,91.01212,0.9833201
55.82,15600,[ 0.753  0.52   3.358 -2.564 30.714],27.013977,848390,47.36507,0.050400324,-2.4363399e-06,0.008861851,,-142.6895711203508,156,0.0009844517,100.0,22.458136,-7.189728,0.526909,0.8406527,9.844517e-06,-2.4414062e-06,94.494514,100,0.008406527,1918.5231602191925,5.0400324,4.452729,32.02068,0.526909,6.1677256,155.03746,0.88618517
53.55,15700,[ 0.753  0.52   3.358 -2.564 30.604],37.829113,853745,3.3192408,0.55946445,8.866191e-07,0.056235086,,-139.2718654724253,157,1.7852844e-05,100.0,0.041075915,-8.08802,4.8774047,1.0419736,1.7852844e-07,8.773804e-07,94.04016,100,0.010419736,1929.8055515289307,55.94645,2434.5166,31.80076,4.8774047,6.799512,1708.4261,5.623509
58.06,15800,[ 0.753  0.52   3.358 -2.564 30.382],31.54749,859551,97.7422,0.015259875,5.5134296e-06,0.0015293703,,-142.46271918842632,158,0.7237654,100.0,96.5123,-8.936264,0.042634964,1.0062588,0.0072376537,5.531311e-06,94.62454,100,0.010062588,1942.3165774345398,1.5259875,1.0361373,31.782234,0.042634964,7.5582776,56.526253,0.15293702
57.03,15900,[ 0.753  0.52   3.358 -2.564 30.365],28.153625,865254,100.0,0.01,-1.16974115e-05,9.313226e-10,,-142.29458416846964,159,1.0,100.0,100.0,-8.323357,-1.16974115e-05,1.0,0.01,-1.1749267e-05,94.28035,100,0.009999999,1954.686001777649,1.0,1.0,31.782234,-1.16974115e-05,7.7407665,60.524715,
55.19,16000,[ 0.753  0.52   3.358 -2.564 30.365],37.5036,870773,1.1163344,5.743555,-2.4586916e-06,0.5712287,,-139.44513996875278,160,7.1020274e-08,100.0,2.3562428e-23,-8.567444,48.150322,6.0693884,7.1020273e-10,-2.5177003e-06,94.20408,100,0.06069388,1965.8388118743896,574.3555,4.2440447e+24,32.019543,48.150322,8.429858,239265.58,57.122875
49.94,16100,[ 0.753  0.52   3.358 -2.564 30.601],26.38221,875767,2.4684072,1.4926368,-2.346933e-06,0.15812908,,-136.72063979354266,161,6.7285614e-06,100.0,1.27312e-22,-8.4414215,15.252443,2.515634,6.728561e-08,-2.2888185e-06,93.96198,100,0.025156341,1977.4460580348969,149.26369,7.854719e+23,32.29276,15.252443,6.404121,24275.13,15.812908
52.72,16200,[ 0.753  0.52   3.358 -2.564 30.872],36.28773,881039,1.4579202,1.483393,-9.305775e-06,0.14785483,,-139.18929459122964,162,2.189458e-21,100.0,3.680249e-15,-7.898361,5.0276923,1.7984214,2.189458e-23,-9.3460085e-06,94.04356,100,0.01798421,1988.9474675655365,148.3393,2.7172076e+16,31.90627,5.0276923,6.547305,3901.4514,14.7854805
55.57,16300,[ 0.753  0.52   3.358 -2.564 30.488],37.181873,886596,2.0425637,1.5160614,-3.5017729e-06,0.15072493,,-138.5437225520848,163,3.4050905e-07,100.0,1.04893934e-10,-9.843468,26.253197,2.1764777,3.4050904e-09,-3.4713746e-06,94.018364,100,0.021764778,2002.0668559074402,151.60614,953344000000.0,32.078205,26.253197,8.747317,67103.61,15.072494
56.83,16400,[ 0.753  0.52   3.358 -2.564 30.66 ],26.191635,892279,5.7287273,0.32002088,5.90086e-06,0.04513146,,-142.37660875634182,164,1.1811904e-08,100.0,1.8086841e-07,-7.95916,3.0538998,1.1125481,1.1811904e-10,5.9509275e-06,94.52875,100,0.011125481,2014.8936929702759,32.00209,552888100.0,31.83886,3.0538998,6.723013,595.0005,4.513146
55.91,16500,[ 0.753  0.52   3.358 -2.564 30.418],27.600834,897870,36.523804,0.0810822,-4.0233135e-06,0.013771983,,-140.99238730356961,165,0.0088469535,100.0,28.144245,-8.512558,3.1369073,1.0446697,8.846953e-05,-3.929138e-06,94.08093,100,0.010446697,2027.376068353653,8.10822,3.5531242,31.73923,3.1369073,6.8058596,698.03143,1.3771985
51.16,16600,[ 0.753  0.52   3.358 -2.564 30.322],29.122955,902986,1.2055225,6.9980612e-09,-1.437962e-06,6.96593e-10,,-136.94964346876176,166,,100.0,nan,-8.467285,-2.2865013e-08,7.694856e-09,,-1.4495849e-06,93.728745,100,7.6948566e-11,2038.1910343170166,6.9980615e-07,nan,33.21844,-2.2865013e-08,6.5805054,4.2784756e-14,6.965931e-08
53.02,16700,[ 0.753  0.52   3.358 -2.564 31.798],31.037327,908288,5.735535,0.48467696,-1.0825694e-05,0.049941074,,-138.21563314505215,167,0.00021541923,100.0,2.2704208,-9.232925,12.240951,1.2318871,2.1541923e-06,-1.0795593e-05,94.19226,100,0.012318871,2049.2740354537964,48.467697,44.0447,33.03621,12.240951,7.9974966,15379.109,4.9941072
50.92,16800,[ 0.753  0.52   3.358 -2.564 31.62 ],32.05981,913380,100.0,0.01,2.965331e-06,9.313226e-10,,-136.05160616024546,168,1.0,100.0,100.0,-8.429161,2.965331e-06,1.0,0.01,2.9754638e-06,93.91622,100,0.009999999,2060.730777978897,1.0,1.0,33.03621,2.965331e-06,8.001869,64.67668,
61.77,16900,[ 0.753  0.52   3.358 -2.564 31.62 ],35.190968,919557,93.52459,0.020020504,3.889203e-06,0.002685312,,-145.216379966052,169,0.62217075,100.0,93.394936,-9.909332,0.027534872,1.0205264,0.0062217074,3.852844e-06,94.709625,100,0.010205264,2073.5380849838257,2.0020504,1.0707219,33.06244,0.027534872,8.081546,77.09187,0.2685312
54.84,17000,[ 0.753  0.52   3.358 -2.564 31.643],31.99522,925041,94.977295,0.016962556,-9.6187e-06,0.002382519,,-140.90045119717132,170,0.41163468,100.0,94.39175,-7.8624954,0.09677325,1.0360415,0.0041163466,-9.765625e-06,94.07047,100,0.010360415,2085.549750804901,1.6962557,1.0594146,33.03615,0.09677325,7.911838,70.81571,0.23825191
55.92,17100,[ 0.753  0.52   3.358 -2.564 31.62 ],29.885685,930633,58.4853,0.04719309,-3.5762787e-06,0.009598286,,-140.38640482614449,171,0.037173606,100.0,23.140497,-9.304092,1.300418,1.1392423,0.00037173607,-3.5476685e-06,94.36609,100,0.011392422,2097.3377940654755,4.7193093,4.3214283,33.125946,1.300418,7.7391305,372.7636,0.9598287
57.94,17200,[ 0.753  0.52   3.358 -2.564 31.708],24.726364,936427,1.9559174,0.38521132,3.993511e-06,0.03856864,,-141.1049128857048,172,2.1732451e-09,100.0,nan,-9.582977,0.15805447,0.5447521,2.1732451e-11,4.043579e-06,94.63577,100,0.0054475213,2110.196706533432,38.521133,nan,33.48535,0.15805447,7.394614,110.36723,3.856864
59.09,17300,[ 0.753  0.52   3.358 -2.564 32.068],47.798428,942336,84.7038,0.024942834,5.055219e-06,0.004103665,,-143.06907601371165,173,0.26532358,100.0,77.99192,-8.526466,0.39656729,0.96567565,0.0026532358,4.9591063e-06,94.15784,100,0.009656755,2122.8366215229034,2.4942834,1.2821841,33.438496,0.39656729,9.398442,108.59664,0.4103665
49.44,17400,[ 0.753  0.52   3.358 -2.564 32.021],22.301071,947280,73.57076,0.028523233,4.9471855e-06,0.0053659305,,-136.52290911194078,174,0.17136852,100.0,61.14224,-7.689865,0.13765836,0.89527273,0.0017136852,4.8828124e-06,93.9907,100,0.008952727,2133.585733652115,2.8523233,1.6355306,33.50098,0.13765836,6.2718854,46.010822,0.5365931
61.09,17500,[ 0.753  0.52   3.358 -2.564 32.084],19.633606,953389,100.0,0.01,-4.7944486e-06,9.313226e-10,,-145.12339962733486,175,1.0,100.0,100.0,-8.863159,-4.7944486e-06,1.0,0.01,-4.8065185e-06,94.73828,100,0.009999999,2145.8862748146057,1.0,1.0,33.50098,-4.7944486e-06,6.9803314,49.217197,
56.27,17600,[ 0.753  0.52   3.358 -2.564 32.084],21.364876,959016,87.06703,0.025217026,1.5497208e-06,0.003917657,,-141.39266469856474,176,0.33101147,100.0,84.722374,-8.756416,0.15939038,1.0164924,0.0033101146,1.6021728e-06,94.33833,100,0.010164922,2157.1087489128113,2.5217028,1.1803257,33.536137,0.15939038,7.5057716,76.771805,0.39176568
58.73,17700,[ 0.753  0.52   3.358 -2.564 32.12 ],40.978554,964889,46.391335,0.075498104,-4.351139e-06,0.0098075485,,-142.29244918383915,177,0.028907135,100.0,24.342691,-9.29657,0.3363066,0.91234976,0.00028907135,-4.272461e-06,94.27274,100,0.009123498,2169.8040866851807,7.549811,4.1080093,33.62502,0.3363066,8.281644,127.95821,0.98075485
51.63,17800,[ 0.753  0.52   3.358 -2.564 32.206],19.666817,970052,69.40256,0.0402196,4.3064356e-06,0.006835692,,-138.69320996300456,178,0.19540986,100.0,60.518982,-7.7160416,0.31484702,1.0295031,0.0019540987,4.272461e-06,94.11506,100,0.01029503,2180.8463361263275,4.0219603,1.6523741,33.687252,0.31484702,5.8434877,48.03368,0.68356925
54.6,17900,[ 0.753  0.52   3.358 -2.564 32.267],23.535278,975512,4.7719393,1.0543317,7.5101852e-06,0.11220612,,-140.87343704977252,179,1.0139174e-06,100.0,0.4647297,-7.559662,25.27965,2.5117795,1.0139174e-08,7.5531007e-06,94.14126,100,0.025117792,2192.5566053390503,105.43317,215.17885,33.488102,25.27965,6.723934,61839.082,11.220611
53.21,18000,[ 0.753  0.52   3.358 -2.564 32.07 ],26.993103,980833,45.560505,0.10979799,-1.4871359e-05,0.012288716,,-140.05122483055965,180,0.018088795,100.0,59.764065,-7.6168594,0.3660679,1.1242001,0.00018088795,-1.4801026e-05,94.1596,100,0.011242001,2204.4464180469513,10.979799,1.6732463,33.42088,0.3660679,6.724567,153.34706,1.2288716
53.47,18100,[ 0.753  0.52   3.358 -2.564 32.   ],47.904636,986180,78.55021,0.028386138,2.9876828e-06,0.004866434,,-140.25492401053143,181,0.10701329,100.0,71.62496,-7.492035,0.23001917,0.93126464,0.001070133,3.0517579e-06,93.95374,100,0.009312647,2216.1987159252167,2.838614,1.3961613,33.360527,0.23001917,7.7116494,145.75545,0.48664334
55.35,18200,[ 0.753  0.52   3.358 -2.564 31.943],24.4684,991715,75.384445,0.02743984,-1.2181699e-06,0.0058080917,,-141.1952602097952,182,0.12470715,100.0,71.2199,-7.988785,0.34837794,1.0164113,0.0012470714,-1.2969971e-06,94.376854,100,0.010164112,2228.024747610092,2.743984,1.4041018,33.30787,0.34837794,6.818113,65.81641,0.58080924
50.31,18300,[ 0.753  0.52   3.358 -2.564 31.887],33.71808,996746,1.2502384,4.3312807,6.6906214e-06,0.4305479,,-136.41235600505314,183,8.4214287e-07,100.0,3.009455e-23,-8.0312805,65.96153,4.8445106,8.421429e-09,6.6375733e-06,93.91943,100,0.0484451,2238.3898310661316,433.12808,3.3228607e+24,33.56252,65.96153,7.2883253,443212.66,43.05479
56.14,18400,[ 0.753  0.52   3.358 -2.564 32.144],25.82151,1002360,93.57172,0.01872227,5.1930547e-06,0.002644557,,-142.41057996852336,184,0.48613003,100.0,92.58083,-8.04657,0.025527313,1.0089685,0.0048613003,5.1879883e-06,94.221634,100,0.010089684,2251.185826063156,1.872227,1.0801371,33.53515,0.025527313,6.3575487,55.401802,0.2644557
55.98,18500,[ 0.753  0.52   3.358 -2.564 32.117],32.71569,1007958,16.371351,0.1873521,9.953976e-06,0.023541544,,-138.85547336277295,185,6.0821385e-05,100.0,1.2954093,-9.449768,2.466253,1.0415969,6.0821384e-07,9.994506e-06,94.24428,100,0.0104159685,2262.6368956565857,18.73521,77.19568,33.3713,2.466253,8.255183,622.4484,2.3541543
51.79,18600,[ 0.753  0.52   3.358 -2.564 31.952],21.562492,1013137,52.508823,0.03916073,-9.23872e-07,0.008588273,,-139.53274753978502,186,0.014986987,100.0,32.933743,-6.7321854,0.43035662,0.9030578,0.00014986987,-9.155273e-07,94.164986,100,0.009030578,2273.5498135089874,3.916073,3.0363996,33.266853,0.43035662,6.026599,68.48241,0.8588273
52.24,18700,[ 0.753  0.52   3.358 -2.564 31.85 ],20.810486,1018361,31.130653,0.080920435,3.1590462e-06,0.015454391,,-139.09330345625023,187,0.013330312,100.0,0.5892135,-7.522705,1.2795026,1.0390419,0.00013330313,3.1280517e-06,94.27355,100,0.010390419,2285.0024333000183,8.092044,169.71777,33.405254,1.2795026,6.2199793,195.76501,1.5454391
54.78,18800,[ 0.753  0.52   3.358 -2.564 31.984],40.275436,1023839,84.15173,0.022908747,2.8461218e-06,0.0042669913,,-140.86495541291868,188,0.18076043,100.0,80.643585,-7.8500137,0.16704425,0.98324704,0.0018076042,2.7465821e-06,93.87205,100,0.009832471,2297.065413713455,2.2908747,1.2400242,33.3593,0.16704425,6.5969977,55.25977,0.42669907
56.0,18900,[ 0.753  0.52   3.358 -2.564 31.939],22.348885,1029439,86.64264,0.02391949,-6.7055225e-07,0.0038153434,,-141.21272515776334,189,0.33364964,100.0,84.17241,-8.007935,0.09065814,0.97171575,0.0033364962,-6.1035155e-07,94.12044,100,0.009717159,2309.4238653182983,2.391949,1.1880378,33.39438,0.09065814,7.013752,51.095436,0.38153437
49.4,19000,[ 0.753  0.52   3.358 -2.564 31.976],48.22969,1034379,55.83546,0.052088354,3.963709e-06,0.008395023,,-135.77543199348162,190,0.0044689467,100.0,44.702633,-7.7231293,0.17998229,0.9439307,4.4689466e-05,3.890991e-06,93.50302,100,0.009439306,2320.253741979599,5.2088356,2.2370048,33.308517,0.17998229,8.828195,146.85175,0.8395024
59.7,19100,[ 0.753  0.52   3.358 -2.564 31.888],25.125603,1040349,93.521355,0.018643446,4.1276217e-06,0.0027253176,,-143.67900814759506,191,0.37581557,100.0,92.371056,-8.906334,0.037790723,1.0354515,0.0037581555,4.196167e-06,94.297775,100,0.010354514,2333.187378883362,1.8643446,1.0825902,33.28123,0.037790723,7.862158,78.74807,0.27253178
53.27,19200,[ 0.753  0.52   3.358 -2.564 31.862],27.026016,1045676,30.409294,0.10959002,-3.8668513e-06,0.016965685,,-138.86229570335462,192,0.013620168,100.0,6.6219916,-9.01123,0.9883206,1.1214993,0.00013620168,-3.890991e-06,94.152054,100,0.011214992,2344.1145029067993,10.959002,15.101197,33.391834,0.9883206,6.838411,379.24582,1.6965686
56.22,19300,[ 0.753  0.52   3.358 -2.564 31.975],26.73616,1051298,67.34265,0.03160102,-1.5743077e-05,0.0065507293,,-139.7915514483026,193,0.06606013,100.0,37.35413,-9.91761,1.0532907,0.9406851,0.0006606013,-1.5792846e-05,94.36113,100,0.009406851,2356.3140444755554,3.160102,2.6770802,33.469,1.0532907,8.282297,146.07011,0.655073
51.17,19400,[ 0.753  0.52   3.358 -2.564 32.051],21.57351,1056415,62.77564,0.03567067,4.3064356e-06,0.0077559524,,-138.10944366742936,194,0.0072040414,100.0,41.12615,-7.8298035,0.8841197,1.0072031,7.204041e-05,4.348755e-06,94.22713,100,0.010072031,2367.6273753643036,3.5670674,2.431543,33.37525,0.8841197,6.622856,125.73384,0.77559525
60.53,19500,[ 0.753  0.52   3.358 -2.564 31.957],39.550964,1062468,73.76961,0.04369562,-5.0365925e-06,0.0058407043,,-144.248085362225,195,0.14228754,100.0,66.947655,-8.508125,0.49233013,0.9794934,0.0014228753,-5.0354006e-06,94.500694,100,0.009794935,2380.651042699814,4.369562,1.4937043,33.317123,0.49233013,8.324255,142.19672,0.5840704
62.71,19600,[ 0.753  0.52   3.358 -2.564 31.9  ],24.567451,1068739,13.584583,0.2405043,-1.296401e-06,0.028705671,,-145.81743385606237,196,0.00076588645,100.0,2.3595304,-8.896835,2.5643325,1.1381389,7.658864e-06,-1.2207031e-06,94.7212,100,0.011381388,2394.310967206955,24.05043,42.381313,33.17158,2.5643325,7.6462355,985.0969,2.870567
56.85,19700,[ 0.753  0.52   3.358 -2.564 31.751],30.804253,1074424,36.016495,0.089438625,4.172325e-06,0.013454863,,-142.06320658742456,197,0.0019453128,100.0,18.17843,-9.089272,3.5198548,1.0094761,1.9453128e-05,4.196167e-06,94.50467,100,0.010094761,2406.29953956604,8.943863,5.5010247,33.05181,3.5198548,7.515586,1125.0516,1.3454863
57.54,19800,[ 0.753  0.52   3.358 -2.564 31.635],28.299076,1080178,96.33971,0.015243527,6.839633e-06,0.0019403242,,-141.58204487912508,198,0.44073766,100.0,96.49165,-9.700127,0.07180555,0.9954485,0.0044073765,6.828308e-06,94.58786,100,0.009954485,2418.7057037353516,1.5243527,1.0363591,33.035217,0.07180555,7.7808094,70.407616,0.19403243
51.88,19900,[ 0.753  0.52   3.358 -2.564 31.618],25.46453,1085366,1.0426028,6.054197,5.5506825e-06,0.6022957,,-137.12868961505444,199,4.5096874e-18,100.0,nan,-7.996559,6.745186,6.182229,4.5096872e-20,5.569458e-06,94.13967,100,0.061822295,2429.530382871628,605.4197,nan,33.47364,6.745186,7.2287655,4785.526,60.229565
50.56,20000,[ 0.753  0.52   3.358 -2.564 32.057],16.441147,1090422,73.62398,0.03845695,-1.3828278e-05,0.0063564386,,-139.2786058908972,200,0.20854664,100.0,70.960884,-6.4960938,0.25065988,1.0619862,0.0020854664,-1.3809204e-05,94.22563,100,0.010619862,2441.0159347057343,3.845695,1.409227,33.41796,0.25065988,4.888413,45.220623,0.6356438
64.83,20100,[ 0.753  0.52   3.358 -2.564 31.998],51.908043,1096905,20.879375,0.16633655,-6.2957406e-06,0.019310543,,-145.8844600622164,201,0.005590602,100.0,0.011622657,-10.361427,4.979942,0.9919926,5.5906017e-05,-6.3323973e-06,94.49948,100,0.009919926,2454.7232191562653,16.633656,8603.885,33.547123,4.979942,9.550657,2426.084,1.9310545
48.89,20200,[ 0.753  0.52   3.358 -2.564 32.129],34.999336,1101794,62.27843,0.038374446,9.0152025e-06,0.007475656,,-135.35089277058026,202,0.069893286,100.0,50.58526,-8.344749,1.1876322,0.9605576,0.00069893285,9.002685e-06,93.58279,100,0.009605575,2465.6143836975098,3.8374445,1.9768605,33.464153,1.1876322,7.6805224,178.55869,0.7475656
55.1,20300,[ 0.753  0.52   3.358 -2.564 32.044],31.264183,1107304,15.307509,0.22835903,-2.7120113e-06,0.030045573,,-140.61901120758338,203,0.0092269825,100.0,0.30541462,-8.247681,0.15368813,1.2773511,9.2269824e-05,-2.7465821e-06,94.10752,100,0.012773511,2478.1127700805664,22.835903,327.42374,33.593445,0.15368813,7.4507647,147.00166,3.0045574
57.31,20400,[ 0.753  0.52   3.358 -2.564 32.173],26.334198,1113035,93.49193,0.01976689,-1.10678375e-05,0.0026716099,,-142.9064481863723,204,0.3284894,100.0,93.17932,-8.423912,0.09039524,1.012592,0.003284894,-1.1062622e-05,94.33686,100,0.010125921,2490.4985938072205,1.976689,1.0731995,33.566174,0.09039524,7.175383,57.422634,0.267161
52.44,20500,[ 0.753  0.52   3.358 -2.564 32.148],27.10228,1118279,32.182796,0.09390338,3.412366e-06,0.012706137,,-137.17913586989616,205,0.010582743,100.0,0.0042356327,-9.294403,0.6935021,0.8752972,0.00010582743,3.3569336e-06,94.12774,100,0.008752972,2501.784287214279,9.390338,23609.225,33.70284,0.6935021,8.143816,128.8877,1.2706138
52.54,20600,[ 0.753  0.52   3.358 -2.564 32.283],42.013046,1123533,97.22747,0.01633384,2.3841858e-07,0.0017108191,,-137.97489180795944,206,0.47235575,100.0,96.581474,-8.284988,0.03934592,1.013118,0.0047235573,1.5258789e-07,93.747955,100,0.01013118,2512.9801003932953,1.6333841,1.0353953,33.718822,0.03934592,7.5197425,64.46449,0.17108192
53.39,20700,[ 0.753  0.52   3.358 -2.564 32.301],25.807747,1128872,26.60478,0.12850992,2.6077032e-06,0.01614085,,-139.94396034664763,207,0.000998409,100.0,8.030172,-7.409889,1.7853627,0.97178996,9.98409e-06,2.5939942e-06,94.21928,100,0.009717899,2524.4790332317352,12.850992,12.453033,33.58186,1.7853627,6.548995,321.41504,1.614085
59.68,20800,[ 0.753  0.52   3.358 -2.564 32.164],31.776085,1134840,69.113434,0.046249762,1.07213855e-05,0.0071922867,,-142.79175244794268,208,0.16675442,100.0,67.24868,-9.1453705,0.52766657,1.0758791,0.0016675442,1.0681152e-05,94.68563,100,0.010758791,2537.5988507270813,4.624976,1.4870181,33.636,0.52766657,8.577852,196.83913,0.7192287
54.56,20900,[ 0.753  0.52   3.358 -2.564 32.215],25.653488,1140296,34.61408,0.09511871,-5.4836273e-06,0.015896482,,-138.62711415517714,209,0.0052697044,100.0,21.031843,-9.647797,1.2572372,1.1566057,5.2697043e-05,-5.4931643e-06,94.292336,100,0.011566057,2550.10866355896,9.511871,4.754695,33.52751,1.2572372,8.383737,245.56952,1.5896484
53.12,21000,[ 0.753  0.52   3.358 -2.564 32.108],25.214058,1145608,66.54035,0.04641325,-1.2218952e-05,0.0069866506,,-140.2622676498604,210,0.097520374,100.0,63.670036,-7.8919144,0.5238327,0.98526,0.0009752037,-1.2130738e-05,94.12173,100,0.0098526,2562.0063066482544,4.641325,1.5705975,33.45795,0.5238327,6.1799955,91.12498,0.6986651
56.47,21100,[ 0.753  0.52   3.358 -2.564 32.041],32.925106,1151255,94.34995,0.01870856,4.313886e-06,0.0023329633,,-142.05005482095237,211,0.4811726,100.0,94.77599,-8.024834,0.057573,0.9533518,0.0048117256,4.310608e-06,94.36311,100,0.009533517,2574.584780216217,1.8708562,1.0551195,33.483223,0.057573,6.627767,47.67386,0.23329633
53.32,21200,[ 0.753  0.52   3.358 -2.564 32.062],27.109085,1156587,84.68781,0.027550386,7.107854e-06,0.0044632554,,-139.10725536840837,212,0.28838313,100.0,79.753296,-7.601097,0.22495027,1.0496476,0.0028838313,7.171631e-06,93.99291,100,0.010496476,2585.925565481186,2.7550387,1.2538667,33.526424,0.22495027,7.548377,76.63403,0.44632554
48.69,21300,[ 0.753  0.52   3.358 -2.564 32.105],32.261723,1161456,90.62246,0.022048866,1.0706484e-05,0.003273456,,-136.33004132240723,213,0.48816675,100.0,86.108765,-6.9553757,0.11395143,1.0176069,0.0048816674,1.0719299e-05,93.6643,100,0.010176067,2596.2751882076263,2.2048867,1.161322,33.562252,0.11395143,6.2236724,50.774483,0.32734558
59.4,21400,[ 0.753  0.52   3.358 -2.564 32.142],18.830963,1167396,71.459625,0.0368027,5.5879354e-06,0.0059760003,,-142.99855897747867,214,0.07123919,100.0,62.197002,-9.626625,0.1696348,0.9456082,0.00071239186,5.569458e-06,94.36531,100,0.009456082,2608.9942412376404,3.6802702,1.6077945,33.499023,0.1696348,6.5513964,64.90822,0.5976001
56.79,21500,[ 0.753  0.52   3.358 -2.564 32.079],25.13176,1173075,100.0,0.01,8.85129e-06,9.313226e-10,,-140.71043155763368,215,1.0,100.0,100.0,-9.055061,8.85129e-06,1.0,0.01,8.850097e-06,94.389725,100,0.009999999,2621.0762853622437,1.0,1.0,33.499023,8.85129e-06,7.81035,61.61774,
52.9,21600,[ 0.753  0.52   3.358 -2.564 32.079],32.42992,1178365,100.0,0.01,3.3527613e-06,9.313226e-10,,-138.96364582987363,216,1.0,100.0,100.0,-8.5208435,3.3527613e-06,1.0,0.01,3.3950805e-06,94.19079,100,0.009999999,2632.0146515369415,1.0,1.0,33.499023,3.3527613e-06,7.76811,60.95306,
56.04,21700,[ 0.753  0.52   3.358 -2.564 32.079],30.33437,1183969,100.0,0.01,-2.1755695e-06,9.313226e-10,,-140.3209121020341,217,1.0,100.0,100.0,-9.036736,-2.1755695e-06,1.0,0.01,-2.0980835e-06,93.99584,100,0.009999999,2643.6071197986603,1.0,1.0,33.499023,-2.1755695e-06,8.096073,66.20849,
53.65,21800,[ 0.753  0.52   3.358 -2.564 32.079],29.408112,1189334,2.7080095,0.937277,2.4810433e-06,0.09465957,,-138.17992767938625,218,1.0577061e-08,100.0,0.00016746917,-8.887535,8.343494,1.5792507,1.0577061e-10,2.4795531e-06,94.1039,100,0.015792506,2654.878696680069,93.72771,597124.8,33.265377,8.343494,8.159458,8745.299,9.465957
56.72,21900,[ 0.753  0.52   3.358 -2.564 31.845],25.31894,1195006,87.80527,0.02337618,-2.1010637e-06,0.003673147,,-142.49104944200982,219,0.32438755,100.0,81.93382,-8.140564,0.3234825,0.9856265,0.0032438755,-2.0599366e-06,94.28754,100,0.009856266,2667.0502490997314,2.337618,1.2204971,33.21991,0.3234825,6.9608736,59.472023,0.36731473
54.15,22000,[ 0.753  0.52   3.358 -2.564 31.803],40.321766,1200421,10.0070915,0.28504103,-2.7865171e-06,0.035652686,,-140.67032435043663,220,8.59923e-07,100.0,7.665169e-08,-7.709091,5.975548,1.1888912,8.59923e-09,-2.670288e-06,94.05409,100,0.011888912,2678.5407214164734,28.504105,1304602800.0,33.402554,5.975548,7.321446,2862.3252,3.565269
56.33,22100,[ 0.753  0.52   3.358 -2.564 31.983],32.606705,1206054,98.35043,0.013849612,5.558133e-06,0.0012617536,,-142.03536939317416,221,0.6796268,100.0,97.648926,-8.042259,0.03127455,0.9742665,0.0067962683,5.569458e-06,94.00717,100,0.009742665,2691.2387096881866,1.3849612,1.0240768,33.417908,0.03127455,6.714931,47.36116,0.12617537
55.71,22200,[ 0.753  0.52   3.358 -2.564 31.997],33.072464,1211625,93.98037,0.016692635,-6.9215894e-06,0.0023959102,,-139.64370098034095,222,0.22272623,100.0,92.09298,-8.9856415,0.11847246,0.94668275,0.0022272621,-7.019043e-06,94.25026,100,0.009466827,2703.2811753749847,1.6692635,1.0858591,33.390316,0.11847246,8.0325365,67.504135,0.23959102
