MinIW,EpThisIter,Iteration,EpRewMean,InitialReturnMax,StdIW,ReturnMeanIW,EmpiricalD2,TimestepsSoFar,ReturnStepMaxmin,EpisodesSoFar,J_sample_variance,MeanEntropy,InitialReturnMin,MinD2w0t,Bound,ReturnStepMax,TimeElapsed,MeanD2w0t,MaxIW,InitialReturnMean,EpLenMean,MaxD2w0t,InitialBound,StdD2w0t,Weights,MeanIW,InitialReturnStd
0.0010553938,100,1,-108.1894935537418,33.495453,2.3296893,315.63715,58.371128,3509,92.833694,100,288810.34,1.4163601,-16.371025,,315.63715,100.0,7.806836366653442,1.8095889,37.07706,-4.119873e-06,35.09,717.18384,226.41742,15.195565,[-0.822 -0.493 -0.474 -0.749  0.   ],1.2965258,10.794412
6.535753e-10,100,2,-106.26123616424904,34.15975,26.862915,608.96606,5062100.5,7347,93.46268,200,12039114.0,1.2705333,-18.933784,,608.96606,100.0,20.348824977874756,34148.977,270.9406,-3.3569336e-06,38.38,470292960.0,198.49947,2904712.5,[-0.837 -0.457 -0.371 -0.769 -0.003],3.9294112,12.614388
2.1512603e-08,100,3,-107.04350478645274,46.515385,37.143635,620.72046,1576.4081,11029,93.185585,300,21776920.0,1.0840212,-16.631538,,620.72046,100.0,33.30132985115051,17.726568,395.48224,5.264282e-06,36.82,27318.14,210.9131,295.46497,[-0.854 -0.613 -0.495 -0.824 -0.148],4.0177026,12.469051
3.5806927e-08,100,4,-106.51704284996589,41.18272,41.596123,691.24786,2220.5784,15219,93.91566,400,26225022.0,0.9444973,-19.559082,,691.24786,100.0,46.8254771232605,50.376896,939.2452,5.264282e-06,41.9,128645.92,178.31308,1547.9706,[-0.9   -0.6   -0.414 -0.812 -0.335],4.970046,13.282941
0.0055288505,100,5,-106.49866290957391,58.984264,2.475724,250.4756,9.028532,18642,92.777466,500,181037.98,0.91978306,-16.233612,,250.4756,100.0,60.9825279712677,0.45964044,29.460663,-2.7465821e-06,34.23,51.573868,229.77274,2.7852015,[-1.001 -0.619 -0.511 -0.841 -0.474],1.1623756,13.536712
0.003254538,100,6,-106.62810860213617,54.1184,2.5520942,292.08865,6.9672737,22233,93.061386,600,170362.78,0.8070819,-17.260056,,292.08865,100.0,72.90401554107666,0.2722558,29.54053,5.722046e-07,35.91,42.58767,216.87926,1.5248983,[-0.986 -0.599 -0.524 -0.794 -0.499],1.4099611,13.749934
0.00064913894,100,7,-106.89211454993757,34.376842,14.796437,351.94913,303.1127,26241,93.66607,700,3597060.8,0.80501735,-16.966751,,351.94913,100.0,86.11645293235779,6.2706,154.13934,1.2588501e-06,40.08,3980.6934,189.63647,72.00252,[-0.936 -0.628 -0.514 -0.787 -0.612],2.3008313,12.56339
0.00013986537,100,8,-107.06061925256707,46.10015,33.391026,689.95184,192747820.0,30004,93.30983,800,28485176.0,0.9092236,-16.001915,,689.95184,100.0,100.37123656272888,3367888.5,693.4383,-9.536743e-07,37.63,10332118000.0,205.5215,143281650.0,[-0.893 -0.666 -0.488 -0.852 -0.614],4.006662,12.217496
3.349985e-26,100,9,-107.61817812223546,51.797676,10077.869,79769.336,inf,33732,93.22652,900,636021960000.0,0.9932854,-16.539047,,79769.336,100.0,113.54210329055786,nan,2094934.2,1.14440915e-07,37.28,inf,208.76242,nan,[-0.842 -0.563 -0.455 -0.776 -0.51 ],90.73952,13.112117
2.6153656e-13,100,10,-100.13705711650651,53.548058,1071.8997,9849.202,6961405000000000.0,38947,95.15965,1000,7993050000.0,0.85577077,-27.606411,,9849.202,100.0,131.4549069404602,199066800000000.0,16863.621,4.005432e-06,52.15,6.9440317e+17,127.2184,9938345000000000.0,[-0.847 -0.581 -0.204 -0.805 -0.426],114.37899,13.706315
