EpRewMean,InitialReturnStd,MinD2w0t,InitialBound,EpThisIter,MeanEntropy,ReturnStepMax,MeanD2w0t,ReturnStepMaxmin,InitialReturnMin,MeanIW,Iteration,Bound,InitialReturnMean,J_sample_variance,TimeElapsed,InitialReturnMax,ReturnMeanIW,MaxIW,TimestepsSoFar,EpisodesSoFar,StdIW,EpLenMean,EmpiricalD2,Weights,StdD2w0t,MinIW,MaxD2w0t
-108.13435524134475,3.4719133,,536.8008,100,-0.03848184,100.0,3161980700000000.0,86.6821,-5.014595,1.7155293,82,929.97076,5.340576e-06,18430806.0,721.9357697963715,11.805962,929.97076,237.48041,135932,8200,8.198259,17.06,1.1866096e+18,[-0.528  0.993 -0.677  0.016 -1.463],inf,1.0851763e-09,1.1866086e+20
-107.9380239750963,2.4515324,,581.13586,100,-0.044783227,100.0,0.40591586,85.79926,-3.9654846,1.2966961,83,742.0785,9.841919e-06,2906595.0,731.7390840053558,6.5288544,742.0785,30.98248,137521,8300,3.1955168,15.89,55.47191,[-0.553  0.968 -0.686 -0.033 -1.457],5.796265,0.00087032677,305.13174
-107.83350641009288,2.70374,,553.46844,100,-0.045795806,100.0,0.70212483,86.32778,-4.290283,1.4674733,84,787.32855,-1.5258789e-07,8411210.0,739.1104316711426,7.9742966,787.32855,57.095943,139178,8400,5.9600353,16.57,193.6552,[-0.564  0.957 -0.68  -0.017 -1.464],11.554367,0.0003780837,650.046
-108.15227734554246,2.4819047,,560.1289,100,-0.047396474,100.0,0.5545883,86.204895,-3.5699997,1.3465918,85,746.9814,-1.1520386e-05,3723919.2,746.3686673641205,7.8406677,746.9814,51.0157,140822,8500,3.6170583,16.44,21.471624,[-0.59   0.935 -0.673 -0.024 -1.465],20.16369,0.0038499385,1509.9307
-108.36326923318225,2.6490843,,555.80786,100,-0.038391307,100.0,3.6217315,86.288055,-3.7998276,1.2100755,86,663.78973,1.3732911e-06,6691460.5,755.329293012619,10.406914,663.78973,52.08638,142480,8600,5.1649876,16.58,729.8519,[-0.593  0.912 -0.71  -0.014 -1.466],365.51083,0.00019688808,63262.195
-107.99174366558218,2.8533738,,562.8259,100,-0.044521686,100.0,1.4250128,86.16804,-4.2122574,1.9423736,87,1038.9113,-3.4332274e-06,15609067.0,763.2694013118744,8.664482,1038.9113,78.86374,144115,8700,7.8759236,16.35,361.04337,[-0.592  0.934 -0.722  0.007 -1.457],31.965338,1.2003014e-05,2904.0933
-107.60506188618429,2.53423,,572.7875,100,-0.03842169,100.0,0.094001055,85.946396,-4.2420883,1.2150072,88,688.6392,-1.5258789e-07,666533.8,771.9154334068298,6.982849,688.6392,16.050827,145720,8800,1.5229588,16.05,5.2328577,[-0.589  0.908 -0.706 -0.008 -1.463],0.69762456,0.025009627,13.429687
-108.27554615812637,2.7640703,,553.0674,100,-0.06728208,100.0,3.685551,86.3797,-3.8241806,1.5212436,89,826.7472,-3.0517577e-07,4852303.0,778.383772611618,13.145317,826.7472,72.62023,147384,8900,4.185669,16.64,197.47342,[-0.583  0.911 -0.692  0.005 -1.457],108.42125,0.0002646603,6437.0396
-107.81672065587314,3.238686,,560.34076,100,-0.065589905,100.0,0.24603203,86.212006,-4.21566,1.4285018,90,775.6581,1.5258789e-07,3447785.2,786.9516596794128,12.622986,775.6581,52.463707,149023,9000,3.8141851,16.39,33.21965,[-0.58   0.941 -0.645 -0.006 -1.486],3.156094,0.0029905005,191.71722
-107.80231452205042,2.5178106,,572.58813,100,-0.067312926,100.0,0.044677477,85.943245,-3.6024704,1.0707531,91,609.3023,,213100.14,796.284515619278,7.1164246,609.3023,5.6173306,150631,9100,0.8782442,16.08,1.9516823,[-0.594  0.915 -0.655  0.005 -1.485],0.25534198,0.07756563,2.7559147
-108.20575979858002,2.6815848,,546.68524,100,-0.06488094,100.0,180917500.0,86.52322,-4.3177185,2.588985,92,1338.4001,6.8664554e-07,28145626.0,803.0584106445312,7.977669,1338.4001,104.479774,152311,9200,10.544211,16.8,75396400000.0,[-5.904e-01  9.149e-01 -6.621e-01 -1.027e-03 -1.486e+00],34206843000.0,3.789636e-05,7539654000000.0
-108.23181003616892,2.751204,,565.25336,100,-0.055693887,100.0,0.34755468,86.0999,-4.1100845,1.2340482,93,697.7099,2.7465821e-06,2432615.0,812.8771390914917,7.0233536,697.7099,48.85198,153943,9300,2.8345962,16.32,69.900154,[-0.572  0.948 -0.616 -0.034 -1.484],16.88943,0.0062540127,3038.613
-107.67746881376758,3.4820883,,557.6917,100,-0.0327595,100.0,952337.4,86.25999,-4.6778946,21.325596,94,10098.905,4.9591063e-06,9910029000.0,820.9406814575195,14.164192,10098.905,3096.574,155587,9400,214.68025,16.44,311699360.0,[-0.553  0.967 -0.602 -0.007 -1.475],47246736.0,8.789149e-10,7712391700.0
-107.94415024406061,3.46597,,539.1108,100,-0.037369758,100.0,3934668500.0,86.66146,-4.5376205,2.4105234,95,1198.5735,1.1444092e-06,86032584.0,830.9185118675232,12.324455,1198.5735,208.48291,157284,9500,20.365692,16.97,1901985700000.0,[-0.555  0.932 -0.598  0.02  -1.452],629237900000.0,1.1647278e-10,124285900000000.0
-108.32231789510817,3.1522148,,540.2627,100,-0.02641853,100.0,0.037296366,86.63207,-4.522957,1.030659,96,554.0828,4.043579e-06,54306.566,839.5978419780731,9.4235,554.0828,2.8694644,158983,9600,0.4790647,16.99,1.2497424,[-0.573  0.907 -0.57  -0.016 -1.456],0.19992764,0.35963497,1.7991301
-108.0638652285733,2.6554916,,557.7298,100,-0.0253293,100.0,1.2260404,86.28966,-4.5373306,1.6156684,97,882.1286,-2.1362305e-06,13469178.0,847.0957107543945,9.647072,882.1286,92.61203,160632,9700,7.2023807,16.49,159.88419,[-0.563  0.909 -0.571 -0.007 -1.445],19.550053,0.0011782267,1411.5839
-108.63674757194919,3.0920408,,542.93353,100,-0.04419277,100.0,38808.04,86.553764,-3.9235382,3.2428925,98,1632.9908,6.4849855e-06,60399212.0,855.0963590145111,13.72654,1632.9908,142.22833,162328,9800,16.151485,16.96,3884120.2,[-0.559  0.889 -0.57   0.011 -1.444],2274222.5,3.9135482e-08,287302340.0
-108.33862548719816,3.041894,,554.1434,100,-0.04184049,100.0,2345.869,86.35395,-4.448883,2.194752,99,1188.7777,1.6021728e-06,46568164.0,865.658807516098,9.935341,1188.7777,230.52814,163990,9900,12.961769,16.62,702817.6,[-0.592  0.87  -0.61  -0.014 -1.463],274041.6,8.925226e-06,58332280.0
-107.76708941392943,3.2532303,,558.1381,100,-0.045165204,100.0,580.17285,86.275696,-4.4690323,1.4374663,100,784.73175,1.0604858e-05,6081064.0,875.0431439876556,13.192421,784.73175,35.49168,165634,10000,4.783599,16.44,41611.793,[-0.631  0.858 -0.629 -0.055 -1.461],25028.064,4.1597177e-06,1762961.1
-107.8684850612601,2.6321445,,564.9352,100,-0.041079573,100.0,4.5910087,86.11473,-3.948166,2.0859165,101,1161.2693,-9.536743e-06,38512220.0,882.2323637008667,9.945999,1161.2693,238.64601,167262,10100,11.49779,16.28,881.89557,[-0.638  0.882 -0.584 -0.033 -1.464],213.9918,0.00012405645,31019.49
-108.65731388250504,2.6890259,,560.0044,100,-0.053152114,100.0,22.106316,86.235634,-3.3936768,2.1731882,102,1159.9237,2.822876e-06,37100690.0,890.5263955593109,9.500763,1159.9237,155.07053,168913,10200,12.1126995,16.51,6279.4517,[-0.596  0.89  -0.542 -0.038 -1.46 ],876.4006,2.7008211e-06,146734.97
-108.3170843271883,3.0255263,,547.6377,100,-0.053647023,100.0,1.4681892,86.464134,-4.5067673,1.3017594,103,703.3145,-5.41687e-06,2687855.5,900.0098526477814,9.15696,703.3145,31.306612,170592,10300,3.291807,16.79,373.83417,[-0.617  0.864 -0.54  -0.021 -1.472],165.66884,0.00091762043,34815.336
-108.2230278120543,2.7797072,,559.3302,100,-0.0724482,100.0,0.71058357,86.24228,-3.7696075,1.3048787,104,717.8916,-4.577637e-06,4044032.0,908.6098284721375,11.367142,717.8916,36.969,172239,10400,3.9328537,16.47,53.53378,[-0.637  0.848 -0.551 -0.051 -1.473],12.433913,0.00036999083,793.3048
-107.40867011368051,3.3517175,,553.19525,100,-0.07913196,100.0,39325130.0,86.36304,-4.7764053,3.0678475,105,1578.5089,3.6621093e-06,142551790.0,916.6571869850159,12.451935,1578.5089,436.337,173891,10500,24.048758,16.52,6384549400.0,[-0.617  0.841 -0.54  -0.031 -1.491],4044071400.0,5.8579467e-08,574468800000.0
-107.99162315702664,2.673578,,563.5976,100,-0.09619303,100.0,8212.456,86.1477,-3.954338,8.01211,106,3890.8108,-3.4332274e-06,1120410000.0,925.7856965065002,11.063591,3890.8108,738.6883,175524,10600,71.55823,16.33,3522243.2,[-0.62   0.861 -0.531 -0.085 -1.498],1589561.9,6.7111205e-07,352110200.0
-108.54593291858758,2.8994284,,542.83765,100,-0.10087245,100.0,31833.016,86.60553,-3.853218,1.4467006,107,785.7217,1.5258789e-06,28612174.0,935.164379119873,11.950775,785.7217,219.25824,177219,10700,10.493474,16.95,4805678.5,[-0.6    0.899 -0.487 -0.079 -1.515],1147144.5,6.599209e-07,83170120.0
-107.78303465583096,3.3084166,,545.6728,100,-0.101435736,100.0,0.98241615,86.503914,-4.519081,1.4319274,108,769.067,7.400513e-06,8023538.0,944.3447608947754,11.197388,769.067,54.79154,178896,10800,5.764231,16.77,261.2485,[-0.598  0.894 -0.526 -0.102 -1.52 ],79.98024,0.00044218465,16227.998
-108.02140236830337,2.7201324,,563.75305,100,-0.11297737,100.0,0.060061246,86.13216,-4.0460587,1.0980105,109,612.048,5.8746336e-06,409712.03,953.1924405097961,11.205681,612.048,8.84541,180529,10900,1.2311823,16.33,2.9591398,[-0.588  0.927 -0.522 -0.096 -1.52 ],0.3982955,0.014238357,7.71325
-107.4096919014791,3.164509,,549.7818,100,-0.11321497,100.0,0.04023077,86.41624,-4.5945435,1.0435253,110,571.8415,5.41687e-06,83538.19,960.1041638851166,11.304001,571.8415,3.5751405,182190,11000,0.5742364,16.61,1.4456922,[-0.596  0.926 -0.523 -0.079 -1.532],0.21913293,0.18220875,2.042188
-108.2311803248561,3.087635,,536.1961,100,-0.1151736,100.0,0.06920202,86.691795,-4.6772537,1.2345269,111,646.50586,-1.8310546e-06,1096256.9,966.8099439144135,9.74955,646.50586,42.905144,183899,11100,2.3202875,17.09,5.59671,[-0.599  0.925 -0.532 -0.079 -1.532],0.7965175,0.007418966,67.938225
-108.30655140544846,2.922781,,540.189,100,-0.1143745,100.0,0.81067765,86.6031,-4.6660233,1.5234019,112,783.3672,-1.8310546e-06,8543233.0,975.2193751335144,12.011665,783.3672,76.72548,185598,11200,6.2644787,16.99,134.12054,[-0.593  0.9   -0.54  -0.086 -1.534],12.294054,0.00024623855,839.1604
-107.76481817438396,3.2375197,,562.8187,100,-0.11716741,100.0,0.04881542,86.15106,-4.3628616,1.0997598,113,611.0897,1.0681152e-06,239290.12,982.9473049640656,12.152214,611.0897,5.7483196,187230,11300,0.9918346,16.32,2.861686,[-0.588  0.89  -0.518 -0.086 -1.533],0.45227626,0.018995084,54.1689
-107.99785893023062,2.7073865,,552.03625,100,-0.10265963,100.0,1.9440036e+16,86.398224,-4.5210724,5.2322645,114,2706.055,-3.8146973e-07,249212030.0,990.4295003414154,6.808304,2706.055,300.23743,188893,11400,31.275465,16.63,5.211114e+18,[-0.6    0.881 -0.52  -0.099 -1.536],inf,1.1674669e-08,5.1136762e+20
-107.24125830506247,3.230056,,550.43207,100,-0.10911253,100.0,0.13007845,86.41331,-4.3459396,1.240591,115,673.14545,-5.8746336e-06,1339675.0,999.4453103542328,14.566849,673.14545,24.979618,190550,11500,2.3045998,16.57,11.155246,[-0.6    0.892 -0.499 -0.163 -1.522],1.0841087,0.014498138,30.392048
-107.64003394381433,2.6174233,,571.73785,100,-0.124821834,100.0,0.042190693,85.96307,-4.0104523,1.1036993,116,631.2638,-1.1062622e-05,251696.98,1006.9765765666962,9.916237,631.2638,6.8348455,192158,11600,0.9613632,16.08,1.9119889,[-0.601  0.881 -0.494 -0.154 -1.528],0.24419624,0.056533147,5.5522394
-108.05994314930246,2.803387,,563.963,100,-0.1338501,100.0,8.151041,86.137955,-4.221588,4.9145346,117,2377.7246,9.231568e-06,353033630.0,1014.0267000198364,13.352348,2377.7246,423.77753,193791,11700,41.049988,16.33,3203.8672,[-0.617  0.879 -0.49  -0.167 -1.544],1239.8396,0.00021852882,268306.6
-107.62921393013568,2.9733999,,565.2847,100,-0.13988917,100.0,0.22137325,86.10762,-4.2036667,1.3058915,118,732.27466,1.0681152e-06,3249528.2,1024.3127644062042,11.100838,732.27466,28.923944,195415,11800,3.5174053,16.24,36.4994,[-0.591  0.904 -0.479 -0.144 -1.553],5.1052833,0.0002484329,753.8566
-108.38192618710542,3.1404638,,532.2888,100,-0.1332574,100.0,0.12128773,86.785675,-3.8808365,1.1429769,119,605.4941,-7.6293944e-08,357177.12,1033.1677405834198,11.024094,605.4941,13.718978,197137,11900,1.1848117,17.22,7.509781,[-0.598  0.919 -0.493 -0.123 -1.559],2.0220356,0.008709296,135.03445
-108.17414393802774,3.2778795,,544.67786,100,-0.14189023,100.0,0.10011094,86.530716,-4.6471863,1.243235,120,663.4753,-1.1444092e-06,1690479.9,1040.6615993976593,9.957329,663.4753,33.38298,198822,12000,2.7375848,16.85,9.823992,[-0.597  0.913 -0.5   -0.104 -1.552],0.8412944,0.003981919,52.369404
-108.2524460651815,3.099857,,534.14874,100,-0.15344626,100.0,0.0353105,86.750755,-4.3916855,1.0175637,121,543.16876,-2.9754638e-06,19657.268,1048.574989080429,9.562027,543.16876,1.9715276,200537,12100,0.29672256,17.15,1.1016834,[-0.604  0.931 -0.508 -0.1   -1.561],0.18748994,0.30175528,1.3134993
-107.64489148116301,3.114287,,550.612,100,-0.16217332,100.0,198591.33,86.40366,-4.781189,1.3995078,122,760.42975,-2.2888185e-06,3477426.5,1055.824217557907,12.323273,760.42975,37.652466,202199,12200,3.6340792,16.62,47300384.0,[-0.603  0.933 -0.51  -0.097 -1.572],24476190.0,3.3347047e-07,4504076000.0
-107.7125810890523,3.151848,,562.9204,100,-0.16322312,100.0,65489250000.0,86.16469,-4.2975235,5.4752975,123,2769.586,-1.5258789e-06,245873650.0,1064.2439205646515,14.542816,2769.586,273.06393,203830,12300,32.130943,16.31,32181183000000.0,[-0.623  0.915 -0.537 -0.069 -1.581],14393848000000.0,2.149559e-11,3218117500000000.0
-107.68722118950939,3.051424,,565.1664,100,-0.14721593,100.0,4163.596,86.12026,-4.243843,4.52332,124,2370.673,8.392334e-07,378367580.0,1073.136821269989,10.439682,2370.673,410.61902,205455,12400,38.413406,16.25,488744.72,[-0.62   0.917 -0.568 -0.014 -1.582],153169.56,1.0366712e-07,12720805.0
-108.02495300382309,2.6882524,,559.4662,100,-0.13592522,100.0,0.1262244,86.25494,-4.098648,1.2014388,125,660.51514,-2.7465821e-06,2532991.2,1082.3286230564117,9.776703,660.51514,51.38875,207099,12500,3.1460292,16.44,22.692232,[-0.616  0.928 -0.534  0.011 -1.566],1.9100623,0.00028612974,154.50331
-107.56727737147652,2.7325501,,586.29333,100,-0.13513625,100.0,0.03530063,85.68385,-4.112465,1.0473588,126,610.32715,-2.2125244e-06,84110.24,1089.9531693458557,11.343086,610.32715,6.6068087,208671,12600,0.57439905,15.72,1.2408563,[-0.604  0.953 -0.531  0.023 -1.555],0.20046243,0.24109976,4.1926055
-107.56762684831929,2.662333,,577.0806,100,-0.13531524,100.0,0.11051725,85.86926,-4.2285385,1.1343386,127,648.4281,-7.6293944e-08,1480417.0,1096.9735825061798,9.182037,648.4281,29.605198,210265,12700,2.2621503,15.94,5.780646,[-0.604  0.962 -0.526  0.031 -1.554],0.91295135,0.036434457,28.443121
-108.8775122726861,2.4062314,,542.6559,100,-0.15508705,100.0,30.861637,86.56741,-3.9010315,1.10837,128,603.58154,6.027222e-06,430260.88,1105.2420644760132,7.7008133,603.58154,13.447792,211965,12800,1.241504,17.0,2100.8333,[-0.624  0.959 -0.542  0.02  -1.554],1342.7516,0.0001877571,78860.17
-108.19258774505025,2.8661249,,561.1067,100,-0.1609621,100.0,0.9383534,86.21061,-4.118561,1.0941333,129,610.81177,3.967285e-06,1792666.9,1113.1026265621185,9.031929,610.81177,36.05893,213607,12900,2.6060314,16.42,80.90174,[-0.62   0.984 -0.512  0.018 -1.574],25.184553,0.0013597579,3265.4353
-107.839779719623,2.2004833,,580.19604,100,-0.16608971,100.0,4484490.0,85.82913,-3.5444412,1.9872704,130,1086.6597,9.613037e-06,20823626.0,1120.4831056594849,6.6771774,1086.6597,94.42175,215197,13000,9.082124,15.9,2114474000.0,[-0.609  0.995 -0.499  0.044 -1.58 ],405945820.0,1.44758415e-11,58144090000.0
-107.96464343783808,3.0566127,,537.0429,100,-0.16448861,100.0,0.06460809,86.73129,-4.6929092,1.1446608,131,605.0997,-7.705688e-06,560670.06,1129.2649807929993,9.916046,605.0997,18.490364,216900,13100,1.6051083,17.03,3.9401777,[-0.641  0.951 -0.52   0.043 -1.585],0.70756596,0.012759663,76.2837
-107.79520217533954,2.8232038,,559.4508,100,-0.16984689,100.0,0.28405043,86.238846,-4.702614,1.1754205,132,639.1776,2.2125244e-06,2905745.5,1136.409925699234,10.340263,639.1776,67.003914,218541,13200,3.5514383,16.41,33.565964,[-0.646  0.939 -0.525  0.026 -1.583],3.1972806,0.00013648982,159.35396
-107.33035618600161,2.9687603,,555.89496,100,-0.17285517,100.0,0.3732686,86.32093,-5.024414,1.1612755,133,642.69196,-1.9836425e-06,476299.5,1144.5611493587494,9.829384,642.69196,9.919689,220185,13300,1.3245871,16.44,82.83554,[-0.623  0.931 -0.542  0.013 -1.589],24.549768,0.00022122751,3557.5503
-108.37227399863303,3.405626,,540.88715,100,-0.1785088,100.0,11.242252,86.618675,-4.352852,2.1132114,134,1099.876,1.1444092e-06,16283093.0,1152.4655680656433,11.697983,1099.876,90.39099,221883,13400,8.191468,16.98,1769.9331,[-0.623  0.96  -0.52   0.025 -1.592],263.2127,0.0003966582,22212.414
-108.52548507414696,2.6180787,,549.7974,100,-0.18574049,100.0,2.1767306,86.450005,-3.7732468,1.7117767,135,915.06964,-8.392334e-07,9424155.0,1159.9323782920837,10.889626,915.06964,85.85457,223559,13500,6.1555915,16.76,352.47583,[-0.629  0.943 -0.528  0.052 -1.597],40.643852,5.498586e-05,2248.9866
-108.78528147369867,2.9858835,,534.2588,100,-0.18811351,100.0,0.40927204,86.69829,-4.120346,1.6116229,136,829.1527,-9.155273e-07,3677294.5,1168.4607026576996,10.27327,829.1527,32.237747,225281,13600,4.058447,17.22,46.32513,[-0.643  0.94  -0.523  0.076 -1.605],4.8086667,0.0007853743,220.08974
-108.5204105772911,3.1190665,,529.0816,100,-0.1704101,100.0,0.095814295,86.8495,-4.8194504,1.1870445,137,619.6917,-4.043579e-06,1198297.9,1177.0440282821655,11.858543,619.6917,19.839401,227014,13700,2.331228,17.33,12.152501,[-0.648  0.946 -0.54   0.07  -1.607],2.474601,0.015271827,392.9693
-108.56024402562447,3.273518,,536.01483,100,-0.176988,100.0,0.12162054,86.69922,-4.825012,1.1140845,138,595.8097,-4.8065185e-06,526637.8,1186.0767636299133,9.577362,595.8097,13.58988,228728,13800,1.4624969,17.14,8.316719,[-0.681  0.935 -0.552  0.064 -1.589],2.3548534,0.010987445,228.773
-108.32545338790351,2.6357598,,550.664,100,-0.15826437,100.0,nan,86.40748,-4.301468,79.88644,139,43168.81,1.0681152e-06,185880280000.0,1194.2592668533325,7.2697144,43168.81,38184.035,230399,13900,823.28674,16.71,inf,[-0.674  0.933 -0.545  0.04  -1.596],nan,2.3322697e-26,inf
-108.46248089289762,3.0369694,,546.117,100,-0.17138398,100.0,123.25177,86.49353,-4.0170593,1.1214772,140,607.59985,-4.9591063e-06,1890217.4,1205.7588341236115,9.833572,607.59985,36.718204,232084,14000,2.6824093,16.85,9182.122,[-0.659  0.949 -0.568  0.157 -1.577],8013.133,0.00020117308,842356.9
-108.33344277544646,3.2104461,,540.6921,100,-0.17492323,100.0,3.8250585,86.591446,-4.2752075,1.5913419,141,814.71045,-5.9509275e-06,4858316.5,1214.0377128124237,10.662117,814.71045,43.31238,233782,14100,4.765058,16.98,1223.7429,[-0.659  0.932 -0.604  0.166 -1.59 ],251.42177,2.177465e-05,50671.91
-107.85784531813039,2.899335,,553.5992,100,-0.17320676,100.0,13.389495,86.33975,-4.50589,3.9203305,142,1920.2601,-4.5013426e-06,128896376.0,1221.832558631897,9.376205,1920.2601,221.8724,235439,14200,24.622896,16.57,4518.475,[-0.671  0.917 -0.591  0.138 -1.594],283.8473,2.9753776e-06,25678.516
-108.20136007780417,2.6275408,,560.36957,100,-0.15729132,100.0,619348950000.0,86.20065,-4.2946167,6.14457,143,3236.856,-9.994506e-06,833182340.0,1231.5965673923492,10.035339,3236.856,1156.6318,237083,14300,55.778908,16.44,121234810000000.0,[-0.653  0.941 -0.6    0.14  -1.592],69708230000000.0,3.1655727e-08,1.1477008e+16
-108.11535625682707,2.4744391,,566.6197,100,-0.19274881,100.0,19.377134,86.07196,-3.74395,2.2187657,144,1187.714,-8.7738035e-06,77814320.0,1241.3855094909668,8.08329,1187.714,329.77542,238710,14400,17.326143,16.27,5299.6562,[-0.684  0.972 -0.571  0.085 -1.576],470.08456,8.850417e-06,55656.984
-108.76231399639273,2.7453196,,553.63464,100,-0.20751882,100.0,0.06158396,86.32779,-4.007408,1.1444005,145,622.90063,2.3651123e-06,493947.06,1249.603868484497,8.679405,622.90063,11.633522,240379,14500,1.4153094,16.69,4.4999676,[-0.688  0.962 -0.544  0.086 -1.612],0.4213239,0.0052913968,17.668877
-108.10279012545959,3.0247142,,548.0369,100,-0.19892494,100.0,3213.0642,86.45689,-4.2476807,9.582302,146,4784.735,2.2125244e-06,1462463400.0,1256.734785079956,9.722519,4784.735,2212.1882,242054,14600,83.37794,16.75,1312939.5,[-0.681  0.968 -0.554  0.095 -1.626],369561.1,3.298766e-07,81370650.0
-108.17315412580189,2.8823714,,534.1155,100,-0.20931245,100.0,8834894.0,86.73655,-4.713745,2.1345372,147,1285.4318,-3.967285e-06,85837790.0,1266.7376849651337,9.521309,1285.4318,1333.6831,243768,14700,21.042824,17.14,4209917200.0,[-0.666  1.012 -0.547  0.091 -1.618],583924300.0,1.1619941e-10,79869100000.0
-108.09260216018254,3.5579753,,546.1226,100,-0.21256043,100.0,0.049522877,86.488335,-4.5757904,1.0341626,148,565.1408,3.5858154e-06,93837.99,1275.9592170715332,11.573898,565.1408,5.0568914,245448,14800,0.57393044,16.8,1.8864211,[-0.647  1.039 -0.577  0.104 -1.628],0.36057925,0.042973578,33.08534
-108.57244069334611,2.9892426,,555.3221,100,-0.21785837,100.0,1614750000.0,86.31343,-3.9090347,4.577783,149,2221.9412,6.4849855e-06,236011800.0,1283.404973268509,12.586212,2221.9412,346.5912,247110,14900,34.019367,16.62,727005500000.0,[-0.653  1.028 -0.592  0.107 -1.632],314020660000.0,1.7484814e-05,69798300000000.0
-107.63909034837272,3.1078684,,556.6932,100,-0.23209858,100.0,14362.384,86.27404,-4.6003723,12.12966,150,6001.621,-4.4250487e-06,3273026000.0,1291.8143458366394,10.129608,6001.621,1208.709,248756,15000,118.36095,16.46,5645513.5,[-0.663  1.011 -0.575  0.073 -1.637],1411946.5,3.2329865e-08,300002800.0
-108.23300532306402,2.47582,,557.4385,100,-0.21971573,100.0,3246843600.0,86.28063,-4.2968903,7.11171,151,3874.984,-2.3651123e-06,1441133200.0,1301.5510442256927,6.2697906,3874.984,1536.581,250408,15100,70.63628,16.52,1435373500000.0,[-0.671  0.999 -0.543  0.07  -1.651],513775240000.0,1.6871038e-09,112660940000000.0
-107.6421592233185,2.9299135,,566.5431,100,-0.22440092,100.0,7475.775,86.08266,-3.7552032,2.406977,152,1342.3198,1.9836425e-06,59446252.0,1311.6607089042664,11.356979,1342.3198,342.54413,252029,15200,14.18676,16.21,656511.0,[-0.68   1.001 -0.6    0.076 -1.639],330249.16,1.6117453e-06,24624508.0
-108.19764018282552,2.880797,,558.4248,100,-0.23303154,100.0,0.049031317,86.245766,-3.9833374,1.1408429,153,627.474,-6.1035155e-07,379434.34,1320.6543962955475,11.609581,627.474,8.636439,253678,15300,1.2312645,16.49,3.0567431,[-0.687  0.995 -0.63   0.054 -1.643],0.308829,0.03427248,7.8012137
-108.45409969997736,3.018146,,552.82446,100,-0.23216912,100.0,0.18317442,86.35586,-3.8782196,1.331478,154,716.4127,-5.340576e-07,1916817.8,1328.2871181964874,11.123329,716.4127,54.62164,255345,15400,2.8026695,16.67,13.993725,[-0.683  0.983 -0.625  0.042 -1.652],6.619427,0.015827859,943.03143
-107.75615582989796,3.2368758,,545.5405,100,-0.22875972,100.0,0.056858566,86.50572,-4.7165146,1.2438805,155,669.18494,5.41687e-06,418183.8,1336.02254652977,11.66777,669.18494,12.852316,257022,15500,1.3260995,16.77,3.7012382,[-0.686  0.971 -0.636  0.025 -1.651],0.45477334,0.019412488,51.270103
-108.33308436142214,3.0455859,,543.2485,100,-0.23963396,100.0,31181.303,86.57155,-4.1628265,1.4059799,156,753.15857,-1.6784668e-06,4265185.0,1344.0168554782867,10.554398,753.15857,53.891144,258713,15600,3.9756243,16.91,6696531.0,[-0.688  0.992 -0.63   0.027 -1.648],3815924.5,1.5164183e-06,669628200.0
-108.23403751126806,2.694261,,560.55817,100,-0.23917559,100.0,10.311245,86.213,-4.0732803,1.549545,157,852.9899,4.5776366e-07,5620281.0,1352.0430102348328,12.629372,852.9899,42.47755,260357,15700,4.564629,16.44,784.6442,[-0.674  1.005 -0.605 -0.003 -1.659],664.64417,1.7489891e-06,65663.5
-108.15913558926766,2.828106,,547.2253,100,-0.2408472,100.0,0.047790244,86.44714,-4.0867615,1.0774732,158,579.7422,7.095337e-06,255505.95,1360.9041347503662,7.0299683,579.7422,7.3746605,262035,15800,1.0800586,16.78,2.3774023,[-0.686  1.008 -0.63  -0.005 -1.658],0.2854433,0.05542245,11.75115
-108.19325597619623,3.014749,,553.015,100,-0.2439354,100.0,0.039950304,86.3559,-4.353348,1.0622969,159,583.711,1.7547608e-06,71863.49,1368.7692708969116,11.431244,583.711,2.8151827,263698,15900,0.5158557,16.63,1.342693,[-0.683  1.002 -0.622 -0.012 -1.66 ],0.21749221,0.25305304,1.9178618
-108.19510556818788,2.708975,,563.4914,100,-0.2133884,100.0,10237251000.0,86.13437,-4.086708,2.0196254,160,1135.1366,1.0604858e-05,51137700.0,1375.9698944091797,10.145294,1135.1366,229.62677,265334,16000,12.975676,16.36,1089135200000.0,[-0.684  0.998 -0.629 -0.016 -1.663],823667400000.0,2.4205465e-07,108438000000000.0
-108.17621437118459,3.5524883,,540.63556,100,-0.21296574,100.0,132.53938,86.59229,-4.64386,5.619424,161,2695.3064,3.0517579e-06,443172700.0,1384.8771479129791,11.379303,2695.3064,463.821,267030,16100,45.644783,16.96,49693.08,[-0.718  0.966 -0.685 -0.043 -1.632],5993.1245,1.1776963e-05,1172898.9
-108.21952140516196,2.7348733,,551.64,100,-0.22093607,100.0,40.35909,86.382195,-4.2589645,1.8437546,162,985.47614,8.621216e-06,33758556.0,1394.3699152469635,11.698952,985.47614,210.55827,268697,16200,11.401852,16.67,9296.222,[-0.731  0.939 -0.673 -0.046 -1.632],3854.0134,3.9634433e-06,813814.3
-107.75946452065344,2.531193,,564.36115,100,-0.22464502,100.0,3069.1682,86.13684,-4.46315,12.260978,163,6384.052,3.8146973e-07,1905701600.0,1403.613300561905,7.01033,6384.052,948.79626,270325,16300,85.59392,16.28,503782.2,[-0.744  0.937 -0.672 -0.084 -1.64 ],102848.81,1.8876477e-05,12119261.0
