MinIWNorm,MeanIW,InitialBound,InitialReturnMean,ESSRenyi,ReturnStepMax,MinIW,EpisodesSoFar,ReturnStepMaxmin,EntropyCoefficient,StdIW,InitialReturnMin,MeanIWNorm,MeanEntropy,Weights,Bound,InitialReturnMax,TimeElapsed,MaxIW,J_sample_variance,MaxIWNorm,EpRewMean,EpThisIter,EmpiricalD2,StdIWNorm,TimestepsSoFar,EpLenMean,Iteration,ReturnMeanIW,InitialReturnStd,ESSClassic
3.6842813e-09,3.8441868,14.189451,-1.2207031e-06,0.021244995,100.0,3.6842815e-07,100,92.924065,10.0,31.15301,-16.716774,0.038441867,1.2984612,[-0.563 -1.093 -0.809 -1.04   0.   ],46.41238,33.927227,7.547577142715454,312.96365,111929.05,3.1296365,-107.5568281044892,100,4706.9907,0.31153002,3540,35.4,1,33.42777,12.600159,1.4998435
6.1056693e-09,4.256168,12.984616,4.653931e-06,0.00179909,100.0,6.1056693e-07,200,93.37187,10.0,37.93695,-17.587708,0.042561684,1.2769514,[-0.562 -1.056 -0.799 -0.899 -0.12 ],36.17994,49.959854,18.186746835708618,381.59662,68755.85,3.8159661,-106.73755452616192,100,55583.656,0.3793695,7333,37.93,2,23.410425,14.164257,1.2430266
2.826416e-05,0.90495706,12.769517,2.670288e-06,8.082291,100.0,0.002826416,300,94.03125,10.0,2.8467474,-21.007881,0.009049569,1.1254865,[-0.529 -1.011 -0.644 -0.97  -0.142],23.34307,39.796146,29.44416069984436,25.635046,11764.34,0.25635046,-105.31279839941908,100,12.372729,0.028467475,11572,42.39,3,12.088204,15.163853,9.1780205
6.182545e-07,0.83481497,11.254865,-1.5258789e-07,0.38471925,100.0,6.182545e-05,400,93.86327,10.0,4.631475,-21.133362,0.00834815,1.097766,[-0.483 -0.995 -0.588 -0.947 -0.293],27.343792,54.910942,40.53578853607178,45.943924,24586.719,0.45943922,-106.40746449745515,100,259.9298,0.04631475,15715,41.43,4,16.36613,14.794546,3.146706
1.4207876e-06,0.9983431,10.977661,6.1035155e-07,0.0897647,100.0,0.00014207876,500,94.1582,10.0,6.2996674,-22.832077,0.009983432,1.0605491,[-0.427 -1.121 -0.567 -1.015 -0.321],18.978119,42.49951,52.15455913543701,63.032505,9770.169,0.630325,-104.19557528596279,100,1114.0237,0.06299667,20019,43.04,5,8.372628,14.360843,2.4499211
2.599639e-08,5.8195205,10.605492,2.670288e-07,0.003973012,100.0,2.5996392e-06,600,93.82243,10.0,50.48002,-21.487648,0.05819521,1.0253594,[-0.338 -1.171 -0.64  -1.045 -0.358],115.08969,40.959297,63.75385117530823,507.49866,1038374.7,5.0749865,-104.30197106333353,100,25169.822,0.5048002,24048,40.29,6,104.8361,15.69802,1.3115999
5.6862865e-07,3.114323,10.2535925,-1.3732911e-06,0.22701657,100.0,5.6862867e-05,700,94.21774,10.0,24.827417,-24.428139,0.031143224,0.94595987,[-0.255 -1.318 -0.61  -1.184 -0.394],47.78604,41.078556,76.50808668136597,249.8881,188006.12,2.498881,-103.3444060119752,100,440.4965,0.24827416,28370,43.22,7,38.326443,15.39412,1.5491157
1.3087704e-07,1.3204705,9.459598,-4.196167e-07,0.039168525,100.0,1.3087704e-05,800,94.140366,10.0,7.2804084,-22.226883,0.013204702,0.96727717,[-0.244 -1.356 -0.695 -1.167 -0.473],23.071325,39.950386,89.12506699562073,73.06123,30249.803,0.73061234,-103.3399914951576,100,2553.0703,0.072804086,32623,42.53,8,13.398554,16.492516,3.1848505
1.4043192e-08,0.59731805,9.672775,3.7384034e-06,0.0014840451,100.0,1.4043193e-06,900,94.07385,10.0,3.4877024,-22.211983,0.0059731808,0.9794515,[-0.214 -1.347 -0.708 -1.101 -0.452],18.092842,53.203926,101.3062014579773,34.23107,7359.1235,0.3423107,-104.3112324655491,100,67383.4,0.03487702,36858,42.35,9,8.298328,16.318998,2.8495567
8.301244e-05,0.8629433,9.794513,-1.6784668e-06,22.963272,100.0,0.008301244,1000,92.83095,10.0,1.3105037,-18.456154,0.008629432,0.933943,[-0.254 -1.334 -0.807 -1.096 -0.44 ],11.610641,58.59552,110.45531630516052,7.6386747,688.3971,0.07638674,-104.68872238142829,100,4.35478,0.013105037,40252,33.94,10,2.2712107,15.969995,30.245476
1.6568802e-09,3.887049,9.339433,3.1280517e-06,3.6192123e-08,100.0,1.6568802e-07,1100,93.94197,10.0,28.390352,-21.80175,0.03887049,0.97953296,[-0.262 -1.338 -0.77  -1.098 -0.485],50.887726,38.71057,121.73997235298157,284.70782,241301.11,2.847078,-104.97936268809924,100,2763032000.0,0.28390348,44403,41.51,11,41.092396,14.588804,1.8400633
1.531438e-12,4.987423,9.795333,3.1280517e-06,2.0733464e-07,100.0,1.531438e-10,1200,94.06744,10.0,48.244946,-23.24633,0.049874235,0.96350354,[-0.069 -1.412 -0.755 -1.094 -0.439],155.56528,33.806595,134.0508952140808,484.98422,2142107.8,4.849842,-103.63317667979837,100,482312100.0,0.4824494,48605,42.02,12,145.93024,15.784293,1.0573825
3.0353422e-07,3.3218107,9.635033,-3.2424928e-06,0.0025189621,100.0,3.0353423e-05,1300,94.175896,10.0,28.026434,-20.891212,0.033218104,1.0112206,[-0.097 -1.518 -0.729 -1.102 -0.455],71.82537,38.817287,147.65715384483337,282.06595,410450.88,2.8206594,-104.41774472578292,100,39698.89,0.28026432,52934,43.29,13,61.713165,15.834256,1.3853375
5.6756916e-10,2.192321,10.1122,-5.722046e-06,7.1999824e-09,100.0,5.6756917e-08,1400,94.34854,10.0,13.455044,-22.901413,0.02192321,0.9937737,[-0.13  -1.52  -0.706 -1.169 -0.408],29.975054,48.204323,160.73816466331482,125.867096,26466.402,1.2586709,-104.05326962965535,100,13888923000.0,0.13455045,57408,44.74,14,20.037317,16.445616,2.5861793
2.2791517e-05,1.5780395,9.93774,3.7384034e-06,0.761128,100.0,0.0022791517,1500,94.11594,10.0,5.16647,-23.873787,0.015780395,1.0154971,[-0.189 -1.424 -0.773 -1.17  -0.425],25.221209,32.797955,172.49267959594727,34.41412,18485.568,0.3441412,-103.95723284904516,100,131.38394,0.051664706,61665,42.57,15,15.066237,15.5758915,8.533188
7.1082314e-07,1.4772038,10.154972,9.155273e-07,8.4294225e-05,100.0,7.1082315e-05,1600,94.3067,10.0,10.5177,-23.264374,0.014772037,1.1020503,[-0.296 -1.402 -0.788 -1.102 -0.403],41.47418,40.78591,183.2614450454712,105.17853,99030.99,1.0517852,-104.59014169605773,100,1186320.9,0.10517699,66122,44.57,16,30.453674,15.252555,1.9344422
9.248002e-06,4.330033,11.020503,4.5776366e-07,0.3005417,100.0,0.00092480023,1700,93.74228,10.0,25.5274,-20.810974,0.043300323,1.0952153,[-0.271 -1.359 -0.843 -1.085 -0.317],114.26919,47.06266,195.11961483955383,201.07933,553948.6,2.0107932,-104.3395936897358,100,332.73254,0.255274,70091,39.69,17,103.31703,16.703953,2.796727
8.961881e-07,0.8555249,10.952154,8.773804e-07,0.83390343,100.0,8.9618814e-05,1800,93.826675,10.0,3.9135706,-21.30613,0.008555249,1.0667516,[-0.377 -1.208 -0.837 -1.019 -0.324],21.444118,38.923985,207.22804188728333,38.799023,18901.45,0.3879902,-104.21756546814952,100,119.91796,0.039135702,74120,40.29,18,10.776603,16.299454,4.5608473
3.00258e-06,1.5595369,10.667518,1.9836425e-06,1.6824417,100.0,0.000300258,1900,93.80426,10.0,6.022187,-22.788841,0.015595368,1.0278339,[-0.337 -1.249 -0.771 -1.071 -0.352],32.52666,41.431633,217.59111094474792,50.536514,13386.212,0.50536513,-105.00584472501545,100,59.437424,0.06022187,78162,40.42,19,22.248322,15.836696,6.2848186
9.775805e-05,1.0864866,10.278348,8.31604e-06,5.4472036,100.0,0.009775805,2000,94.01454,10.0,2.463588,-22.782417,0.010864866,1.0487041,[-0.369 -1.224 -0.699 -1.051 -0.391],22.088081,47.899548,229.350195646286,22.786705,9576.462,0.22786705,-104.7943981987438,100,18.358044,0.024635877,82366,42.04,20,11.60104,14.751984,16.282745
1.1969515e-06,1.479266,10.4870405,-9.918213e-07,10.11415,100.0,0.000119695156,2100,94.50125,10.0,4.0249577,-22.478775,0.01479266,0.91957474,[-0.345 -1.337 -0.719 -1.135 -0.37 ],24.364521,45.518555,242.01059913635254,28.067703,7212.067,0.28067702,-103.04377706400531,100,9.887138,0.04024958,86947,45.81,21,15.168773,16.866123,11.899972
8.468746e-05,1.6196051,9.195745,-1.7547608e-06,5.303343,100.0,0.008468746,2200,94.075195,10.0,6.093622,-23.737144,0.016196052,0.96790516,[-0.318 -1.362 -0.689 -1.165 -0.499],20.154509,49.663177,254.0599594116211,60.138237,13659.644,0.6013824,-103.7656037340024,100,18.856031,0.060936227,91161,42.14,22,10.475457,15.242245,6.5981565
3.1036525e-06,1.263175,9.679053,2.0980835e-06,0.44536507,100.0,0.00031036526,2300,94.291855,10.0,5.6414332,-22.242958,0.012631749,0.94398326,[-0.296 -1.467 -0.718 -1.249 -0.451],26.666618,51.47063,265.2428979873657,46.780117,13881.159,0.46780115,-102.0254803540714,100,224.5349,0.056414332,95495,43.34,23,17.226786,16.758617,4.7742224
1.0825938e-06,6.571665,9.439833,-3.0517577e-07,9.132751e-05,100.0,0.00010825939,2400,94.050354,10.0,42.68369,-22.914833,0.06571665,1.046502,[-0.296 -1.496 -0.669 -1.249 -0.475],138.1029,33.746708,277.0593719482422,344.8293,1027064.6,3.448293,-104.85836162038957,100,1094960.4,0.42683688,99732,42.37,24,127.63788,13.518257,2.31554
3.2271723e-09,119.95737,10.465019,-7.6293946e-07,2.5140434e-08,100.0,3.2271723e-07,2500,94.66167,10.0,1184.7362,-24.516304,1.1995735,1.1743186,[-0.288 -1.501 -0.686 -1.178 -0.372],1105.9274,32.97818,290.09272170066833,11907.798,119375120.0,119.07797,-104.68382695203712,100,3977656000.0,11.847362,104558,48.26,25,1094.1842,13.647389,1.0148007
2.227365e-06,1.3161156,11.743185,-3.4332277e-07,0.0011501253,100.0,0.0002227365,2600,94.22499,10.0,8.588549,-24.43003,0.013161158,1.2446227,[-0.289 -1.509 -0.776 -1.123 -0.245],18.383003,51.91828,302.00003123283386,85.96079,10222.687,0.85960793,-104.42952101740804,100,86947.05,0.08588549,108932,43.74,26,5.936776,15.0546665,2.294393
