MeanIW,MaxD2w0t,MinIW,InitialReturnMax,MeanD2w0t,ReturnStepMaxmin,InitialBound,StdD2w0t,Bound,Iteration,EpisodesSoFar,MaxIW,MinD2w0t,StdIW,InitialReturnStd,EpThisIter,EpRewMean,Weights,TimestepsSoFar,EpLenMean,ReturnMeanIW,InitialReturnMean,EmpiricalD2,J_sample_variance,InitialReturnMin,ReturnStepMax,MeanEntropy,TimeElapsed
6.04543,3.906255e+22,2.8404449e-11,18.697823,2.0306612e+18,95.98062,101.184326,inf,2067.9968,12,1200,17747.102,,242.70932,8.73682,100,-151.6427803276376,[-0.099 -0.77  -0.224 -0.18  -0.616],56967,82.6,2067.9968,1.6784668e-06,4.090126e+20,411864100.0,-18.14814,100.0,0.8746859,176.1526334285736
1.3530203,291.0302,0.0012209988,16.623222,3.4057524,96.44679,79.59847,16.79892,106.68984,13,1300,50.219135,,3.5652103,7.75944,100,-150.88277184858217,[-0.065 -0.854 -0.189 -0.278 -0.544],66769,98.02,106.68984,-7.133484e-06,61.45102,25555.129,-15.875458,100.0,0.8564446,200.87852787971497
4.157935,5.888065e+17,1.6124511e-17,26.14497,24350944000000.0,96.71494,66.351585,2957866700000000.0,1054.5732,14,1400,13216.352,,179.45825,9.775868,100,-154.76475061347986,[-0.089 -0.859 -0.176 -0.304 -0.563],78095,113.26,1054.5732,6.1035155e-07,7449170000000000.0,105836390.0,-27.028748,100.0,0.824707,224.99222803115845
13.754925,5.722815e+22,7.438764e-18,18.752052,6.197452e+18,97.310135,40.516956,inf,1454.7734,15,1500,52181.387,,588.90594,8.711465,100,-191.89431581199534,[-0.241 -0.876 -0.223 -0.239 -0.594],96066,179.71,1454.7734,-1.4877319e-06,5.8855658e+20,207002940.0,-23.159134,100.0,0.67384,264.24531292915344
1.03885923e-19,inf,,15.51395,nan,98.592186,-9.879093,nan,-8.001078e-18,16,1600,5.168497e-15,1.228611e+25,2.3113926e-17,8.815823,100,-259.74440293681033,[-0.239 -0.814 -0.162 -0.194 -0.745],145918,498.52,-8.001078e-18,1.1444092e-06,inf,6.2809286e-33,-23.918087,100.0,0.5520156,359.2300429344177
1.3355246,38.735664,0.0006470372,6.6655884,0.15531875,86.294426,556.86487,1.2487638,723.7909,17,1700,33.482944,,3.5321035,2.4197528,100,-108.120829052012,[-0.31  -0.557 -2.112 -0.198 -0.867],147570,16.52,723.7909,-6.5612794e-06,14.086198,2870145.2,-4.111824,100.0,0.54339725,365.98092579841614
17.74227,2.6979903e+21,0.0003849463,7.028839,5.418721e+16,86.11694,564.32794,inf,9332.75,18,1800,3210.909,,165.54024,2.4770734,100,-107.75239942548531,[-0.322 -0.546 -2.145 -0.203 -0.876],149198,16.28,9332.75,-7.5531007e-06,2.7015405e+19,7456681500.0,-4.191742,100.0,0.7716504,372.8272511959076
1.4394239,228.9631,0.0010229476,7.831398,0.18873504,86.08285,567.73303,2.1470735,795.31366,19,1900,48.08217,,4.8921747,2.7626178,100,-107.86837953296808,[-0.283 -0.617 -2.138 -0.342 -0.647],150819,16.21,795.31366,-5.569458e-06,17.705025,6088668.0,-4.1934433,100.0,0.7352973,383.69575786590576
1.6396545,14498494.0,3.0292158e-10,8.420029,3941.7417,86.266815,558.00916,135434.56,868.54047,20,2000,169.34265,,12.148732,2.5094826,100,-107.66758160629362,[-0.313 -0.497 -2.074 -0.346 -0.684],152462,16.43,868.54047,-6.790161e-06,938872.94,36638930.0,-4.3383713,100.0,0.62884635,392.7610158920288
1.3481209,2865.901,0.002171058,5.934288,0.9067711,85.99496,571.03827,22.435326,752.1652,21,2100,32.529068,,3.721302,2.47479,100,-107.73338917398641,[-0.342 -0.518 -2.061 -0.251 -0.79 ],154073,16.11,752.1652,-2.1362305e-06,89.08212,3859508.0,-4.5674667,100.0,0.65379405,401.08510160446167
113.3537,6.2027557e+16,1.5187741e-12,6.6046677,1800770600000.0,85.80661,579.2862,284335500000000.0,59953.31,22,2200,16072.853,,1135.344,2.4192755,100,-107.98133997542804,[-0.359 -0.57  -2.118 -0.193 -0.765],155667,15.94,59953.31,-1.7547608e-06,635195060000000.0,356008430000.0,-3.4713745,100.0,0.6220582,409.0399749279022
1.3073652,46.95742,0.010763975,9.666016,0.108541965,85.96152,571.53107,0.89686984,739.02527,23,2300,14.345584,,1.6030875,2.6006603,100,-108.05620814860983,[-0.371 -0.663 -2.225 -0.024 -0.797],157281,16.14,739.02527,-7.858276e-06,5.870928,751664.8,-3.5448837,100.0,0.6420772,419.65557646751404
1.4637653,237.20166,0.011898436,7.669159,0.37595907,85.67037,586.57904,5.879689,819.46075,24,2400,62.42474,,6.120534,2.5464873,100,-107.93261190897634,[-0.395 -0.737 -2.288 -0.027 -0.777],158857,15.76,819.46075,3.3569336e-06,30.816189,9561156.0,-3.8229294,100.0,0.69922954,428.1829535961151
2.0201106,545459.56,4.805392e-07,8.080742,104.70852,86.0769,566.45215,4600.9663,1098.1504,25,2500,81.44925,,7.7390113,2.6108181,100,-108.1597887029344,[-0.38  -0.743 -2.289  0.028 -0.72 ],160485,16.28,1098.1504,6.027222e-06,10889.96,16885136.0,-4.058876,100.0,0.6902529,436.4031283855438
1.0313827,1.6785432,0.17253727,6.7601624,0.035848226,86.024796,571.0955,0.19753861,589.7779,26,2600,2.838547,,0.4327245,2.690268,100,-107.90001093743896,[-0.488 -0.803 -2.375 -0.033 -0.729],162098,16.13,589.7779,-2.2888185e-06,1.2476238,52964.51,-4.3453903,100.0,0.67671275,445.2690191268921
1.9677906,11804.656,4.9134624e-06,9.303459,6.123178,86.069725,566.6104,150.34465,1094.5369,27,2700,114.929565,,7.729365,2.7222533,100,-108.2620646673071,[-0.464 -0.801 -2.377 -0.013 -0.742],163727,16.29,1094.5369,6.790161e-06,853.012,16556839.0,-3.594574,100.0,0.60906905,452.3522951602936
1.2465202,67.525955,0.00079265924,7.888176,0.22642559,86.1619,562.2856,2.2371998,691.30475,28,2800,30.322905,,2.8728034,2.5853858,100,-108.2677300230527,[-0.511 -0.794 -2.447 -0.031 -0.81 ],165367,16.4,691.30475,-6.2561035e-06,24.038002,2172611.5,-4.362297,100.0,0.61376923,461.1414771080017
1.7430497,834224.9,2.4868864e-06,7.1957703,219.8374,86.09425,566.5817,8977.159,939.9219,29,2900,83.87099,,10.126482,2.6829689,100,-108.10986723834017,[-0.497 -0.796 -2.481 -0.053 -0.805],166994,16.27,939.9219,-6.790161e-06,37781.6,25834542.0,-4.0477905,100.0,0.53613186,469.1982810497284
6.492616,4.2313502e+17,3.6545658e-10,8.477821,100806970000000.0,86.101456,564.97546,5432285000000000.0,3453.3623,30,3000,530.86865,,50.896152,2.66612,100,-108.1785985846779,[-0.491 -0.805 -2.395 -0.115 -0.883],168626,16.32,3453.3623,5.4931643e-06,7957956500000000.0,705636000.0,-3.5821457,100.0,0.6237831,478.3664197921753
15.032613,17107785000.0,8.2508995e-09,7.357231,2423355.2,86.49555,546.45483,130090840.0,9537.852,31,3100,10533.84,,156.20303,2.695722,100,-108.60214657145953,[-0.455 -0.73  -2.236 -0.17  -0.795],170312,16.86,9537.852,4.196167e-06,488455700.0,8461669000.0,-4.0930023,100.0,0.61004514,488.1640269756317
1.1304479,47.73301,0.006317856,8.675957,0.11185257,85.82298,581.36255,1.0628695,650.68005,32,3200,19.476025,,2.0987754,2.2807546,100,-107.82495641598642,[-0.518 -0.76  -2.248 -0.311 -0.809],171899,15.87,650.68005,-5.8746336e-06,5.9026184,1244468.8,-4.231735,100.0,0.64721584,497.34567880630493
2.1061459,235739.0,0.00045295534,8.154457,109.45166,86.22885,559.2116,2984.9246,1160.2664,33,3300,122.306946,,8.508486,2.76352,100,-107.82261425451198,[-0.553 -0.768 -2.27  -0.345 -0.772],173541,16.42,1160.2664,-5.1116945e-06,7949.7407,20690708.0,-4.3943863,100.0,0.68848026,505.9457242488861
1.061816,2.5613577,0.1681706,7.621933,0.04286669,86.2635,557.9234,0.23643689,590.7925,34,3400,4.386283,,0.729033,2.715238,100,-108.47626352367857,[-0.555 -0.883 -2.383 -0.412 -0.73 ],175195,16.54,590.7925,-3.6621093e-06,1.6719818,140727.56,-4.073311,100.0,0.7201601,514.5465157032013
1.9133575,360189.62,1.0108414e-06,9.200371,95.10482,86.096535,565.4192,3254.9878,1020.0441,35,3500,105.10368,,11.703048,2.7711413,100,-107.65914030854758,[-0.535 -0.892 -2.362 -0.421 -0.699],176819,16.24,1020.0441,-3.0517579e-06,28437.97,34439244.0,-4.1615524,100.0,0.66742337,522.2265884876251
1.1292608,394.64978,0.0006980725,7.552063,0.2869228,86.02195,568.6882,4.848696,631.21387,36,3600,36.470154,,3.9544175,2.4563112,100,-108.12732973219232,[-0.603 -0.933 -2.357 -0.369 -0.752],178441,16.22,631.21387,2.2125244e-06,58.41921,3963425.0,-4.1091003,100.0,0.6440306,531.6349382400513
2.7723038,1809668800000.0,4.9190276e-06,7.0765076,102698700.0,86.49134,545.9129,10722947000.0,1372.989,37,3700,216.99208,,21.266552,2.834603,100,-108.19830800472626,[-0.635 -0.965 -2.331 -0.398 -0.775],180123,16.82,1372.989,-8.392334e-07,19572007000.0,98209650.0,-4.5794983,100.0,0.7444576,539.5662970542908
4.9066486,9988.24,5.7717795e-09,8.498764,3.9504168,86.18382,561.1413,131.27364,2549.7583,38,3800,376.66418,,37.035385,2.8187876,100,-108.19502222343831,[-0.591 -0.971 -2.418 -0.315 -0.674],181765,16.42,2549.7583,2.2888183e-07,541.9706,345987070.0,-4.164818,100.0,0.52544796,549.5605218410492
3.1771407,1315632500.0,6.409102e-08,10.194847,330513.1,86.17694,560.9108,14143811.0,1719.9894,39,3900,473.91745,,22.311636,2.9254606,100,-108.4543956212411,[-0.418 -1.062 -2.375 -0.435 -0.893],183411,16.46,1719.9894,-5.264282e-06,40918524.0,137162480.0,-3.906746,100.0,0.49119183,559.4444003105164
1.4388764,582.1337,0.00038792827,7.082039,0.72823924,86.07869,567.32764,11.769664,808.2046,40,4000,36.995293,,3.4298794,2.8269982,100,-108.09846214204553,[-0.387 -1.071 -2.362 -0.338 -0.928],185036,16.25,808.2046,6.866455e-06,45.225704,3317933.0,-4.446205,100.0,0.5090285,568.2449407577515
2.4110456,4.071588e+29,3.3960767e-17,8.400627,3.17368e+25,86.288956,556.63776,inf,1354.9884,41,4100,494.7056,,22.695774,2.7871172,100,-107.92273921688484,[-0.424 -1.121 -2.419 -0.376 -0.91 ],186686,16.5,1354.9884,6.6375733e-06,4.2540417e+27,147196560.0,-4.0997925,100.0,0.5502929,576.0578346252441
1.0838593,3.1379337,0.045891,9.538208,0.050190143,86.41127,549.2595,0.28103957,594.56555,42,4200,5.108943,,0.72937137,2.7745366,100,-108.42118158814459,[-0.449 -1.168 -2.522 -0.506 -0.869],188362,16.76,594.56555,-1.0681152e-05,1.5657272,156688.02,-4.0518417,100.0,0.5410745,584.9444968700409
3.5145214,2653749.0,1.8634617e-05,7.810364,245.44888,86.21472,559.72345,13640.688,1837.3215,43,4300,263.1686,,22.843716,2.5707886,100,-108.45263649841976,[-0.442 -1.137 -2.485 -0.506 -0.878],190011,16.49,1837.3215,6.6375733e-06,79225.7,123560580.0,-3.8845215,100.0,0.5706102,592.4330072402954
75.68594,24285736.0,3.0433668e-08,8.191055,6380.016,86.12604,565.045,224190.72,36266.297,44,4400,7858.5957,,765.90106,2.6656508,100,-107.66343296168789,[-0.46  -1.263 -2.546 -0.489 -0.848],191636,16.25,36266.297,-9.918213e-07,2654807.5,130480680000.0,-4.4321747,100.0,0.5410202,600.8324711322784
3.8486059,637346050.0,1.1263884e-08,8.196632,124984.195,85.79768,580.0668,5740527.5,2062.732,45,4500,320.30914,,31.49512,2.3385727,100,-107.89297491793924,[-0.427 -1.204 -2.588 -0.484 -0.878],193227,15.91,2062.732,2.9754638e-06,14726106.0,265615860.0,-3.7700882,100.0,0.5184956,611.5182926654816
6.9896636,4272056.0,8.514093e-09,8.398735,1410.7738,85.97852,572.53235,44513.99,3573.4814,46,4600,636.49524,,62.185307,2.6090028,100,-107.70911553043283,[-0.405 -1.171 -2.562 -0.366 -0.9  ],194834,16.07,3573.4814,1.0070801e-05,209211.16,956711800.0,-4.372406,100.0,0.43239507,620.5038838386536
2.4418666,167605.36,2.1392982e-06,8.834343,27.805655,85.73893,584.37,1242.2828,1338.3716,47,4700,158.43211,,15.810156,2.4146562,100,-107.9137527467459,[-0.435 -1.172 -2.615 -0.423 -0.987],196415,15.81,1338.3716,5.569458e-06,7476.705,67283416.0,-4.091835,100.0,0.35899806,630.3302998542786
1.3001078,63.975315,0.002757742,8.906662,0.16503307,85.98428,570.66876,1.5875262,734.99445,48,4800,55.50287,,3.1369681,2.6394224,100,-108.04805142741647,[-0.349 -1.101 -2.534 -0.477 -1.06 ],198031,16.16,734.99445,2.2125244e-06,21.079231,2671207.8,-3.8754578,100.0,0.37573075,640.0265054702759
4.982195,15558263.0,5.0321767e-05,8.345558,2488.3396,85.8569,577.9295,162067.61,2725.724,49,4900,474.25494,,40.575855,2.6720495,100,-108.49875245458303,[-0.343 -1.133 -2.524 -0.479 -1.043],199635,16.04,2725.724,2.5939942e-06,179432.36,479242050.0,-3.2990875,100.0,0.3508372,648.6554098129272
1.5313628,547.6338,7.581061e-05,7.815483,0.4672737,85.962326,571.9827,7.498494,847.35364,50,5000,49.167328,,5.436583,2.7131999,100,-108.06906379090101,[-0.316 -1.086 -2.433 -0.535 -1.068],201248,16.13,847.35364,-2.1362305e-06,46.63796,7538085.0,-4.135025,100.0,0.25073195,658.5257074832916
1.3482175,105.00469,0.0025196627,7.3301544,0.15546887,86.22199,560.795,1.6009109,740.6507,51,5100,26.041483,,3.0886643,2.5122395,100,-108.35683262086368,[-0.255 -1.02  -2.366 -0.535 -1.168],202893,16.45,740.6507,3.1280517e-06,16.838682,2363986.5,-4.3745575,100.0,0.22460102,669.1422069072723
7.020814,652163.8,4.0217463e-07,7.5074615,143.67433,86.011795,569.40674,5400.1,3605.1587,52,5200,612.3921,,60.11932,2.5621529,100,-107.88179606965372,[-0.259 -1.084 -2.401 -0.534 -1.194],204510,16.17,3605.1587,5.340576e-06,60999.33,911788800.0,-4.0450363,100.0,0.21577467,678.2808270454407
1.1304138,29.71259,0.014992677,6.8348694,0.07212568,85.93059,574.98975,0.5431468,646.6214,53,5300,14.753772,,1.6447593,2.631629,100,-107.86920548245538,[-0.207 -1.037 -2.407 -0.519 -1.203],206113,16.03,646.6214,3.890991e-06,4.767778,774488.9,-3.9089355,100.0,0.21821864,688.2897338867188
1.1179914,2.685145,0.023921654,5.89196,0.042540547,85.97457,572.6782,0.24181673,636.64374,54,5400,5.182923,,0.93088514,2.2291324,100,-108.35342047834003,[-0.179 -1.022 -2.4   -0.488 -1.201],207728,16.15,636.64374,-6.1035157e-06,2.0131252,227012.36,-3.797493,100.0,0.18647252,696.4412100315094
1.321348,38.63464,0.012672223,5.967041,0.17493355,86.607704,540.6784,1.3961276,706.75037,55,5500,34.65179,,2.5128477,2.985661,100,-108.10722870453596,[-0.187 -1.033 -2.399 -0.484 -1.232],209423,16.95,706.75037,-5.1879883e-06,12.195273,1652205.4,-4.475418,100.0,0.18781377,704.5313937664032
2.0173938,303.74048,0.0021781567,8.668045,0.45876414,86.02953,569.3132,6.929228,1124.4934,56,5600,116.71167,,9.01305,2.8446467,100,-107.94138043412464,[-0.198 -1.016 -2.369 -0.469 -1.231],211041,16.18,1124.4934,3.1280517e-06,27.653187,23903534.0,-3.9350204,100.0,0.18913731,712.6639204025269
2.0013967,7078.4146,0.00022564872,7.078003,1.2764447,86.022064,570.2128,57.2607,1079.9646,57,5700,41.05184,,6.2883234,2.837317,100,-107.57889099768579,[-0.143 -1.012 -2.334 -0.455 -1.23 ],212652,16.11,1079.9646,-1.9836425e-06,278.6271,9931237.0,-4.425522,100.0,0.1760909,722.2423117160797
1.4540966,11266.359,2.514991e-05,7.2826385,4.614419,86.091965,566.72235,155.54709,808.90906,58,5800,157.54956,,3.7060463,2.6939895,100,-108.05846384404755,[-0.168 -1.026 -2.319 -0.508 -1.243],214278,16.26,808.90906,-3.8146973e-07,441.03806,3789497.2,-3.8803864,100.0,0.17839733,731.1438338756561
4.163245,210034980.0,5.9556687e-06,4.9111633,48886.355,85.76623,584.60236,2313352.5,2387.1956,59,5900,294.10156,,23.964876,2.009056,100,-108.11628192828277,[-0.168 -1.024 -2.28  -0.547 -1.241],215861,15.83,2387.1956,-5.340576e-06,4044380.5,185108320.0,-3.6328735,100.0,0.17210463,739.1054937839508
3.1384494,1152733400000.0,6.229436e-07,8.012321,66141756.0,85.92675,573.63654,6096542000.0,1641.0162,60,6000,211.70224,,22.559189,3.0217159,100,-107.91911083689106,[-0.208 -1.076 -2.368 -0.498 -1.247],217468,16.07,1641.0162,1.487732e-05,24915310000.0,128817530.0,-3.5278015,100.0,0.23873748,749.6642363071442
1.024577,1.6952386,0.25114292,6.1841354,0.035619147,86.54878,543.95,0.19151914,555.89996,61,6100,2.850317,,0.3804105,2.7684095,100,-107.73148553488929,[-0.218 -1.154 -2.404 -0.46  -1.18 ],219149,16.81,555.89996,-3.0517577e-07,1.1809086,34815.332,-4.988434,100.0,0.24633011,758.6456182003021
1.7957089,307754.7,0.00012456682,7.244957,56.875645,85.970505,572.3762,2324.1675,996.72656,62,6200,151.01854,,10.813971,2.49094,100,-108.06567080281378,[-0.214 -1.164 -2.403 -0.472 -1.173],220761,16.12,996.72656,-2.5939942e-06,6262.39,33429814.0,-4.028511,100.0,0.28136322,765.2802736759186
1.8331159,9334402.0,6.2849745e-07,7.532654,1948.7594,86.11784,564.1011,109330.51,1020.23285,63,6300,114.71789,,7.403746,2.6991243,100,-108.61488684428808,[-0.253 -1.097 -2.328 -0.442 -1.138],222401,16.4,1020.23285,-6.3323973e-06,122948.26,16460940.0,-3.9110107,100.0,0.26196292,773.9946796894073
1.0963397,2.6154,0.106093355,7.8792343,0.045667853,86.353035,552.2551,0.2538807,602.3881,64,6400,4.2354116,,0.76096493,2.9345233,100,-108.26475102218963,[-0.263 -1.125 -2.396 -0.391 -1.157],224067,16.66,602.3881,3.2806397e-06,1.705687,150898.02,-4.2502975,100.0,0.24780269,782.2526888847351
1.1266917,4.867473,0.05491114,7.0505066,0.058169164,85.62759,589.1766,0.34512043,662.8341,65,6500,6.21006,,1.0616271,2.404754,100,-107.94010551561243,[-0.267 -1.127 -2.41  -0.399 -1.171],225637,15.7,662.8341,8.392334e-07,2.4343917,345614.2,-3.8527374,100.0,0.23575965,788.449221611023
1.9715625,27523018.0,9.182471e-08,6.9070053,1438.9077,85.615616,588.4817,172799.16,1104.4807,66,6600,114.44705,,11.54074,2.3230157,100,-108.12877317654565,[-0.261 -1.115 -2.381 -0.399 -1.183],227211,15.74,1104.4807,-5.340576e-07,588473.94,36662292.0,-3.6714478,100.0,0.20533201,796.5956892967224
1.3851937,590.3631,0.001295025,8.078522,0.35442102,85.84665,577.69183,5.3876204,792.86285,67,6700,87.85804,,4.039617,2.5365372,100,-107.99060107461538,[-0.275 -1.077 -2.4   -0.325 -1.214],228809,15.98,792.86285,2.3651123e-06,48.74607,4585138.0,-3.8789444,100.0,0.21248853,804.8983952999115
1.2746807,92.95845,0.003918589,7.4902267,0.23546472,86.041336,569.02997,2.5118926,699.61194,68,6800,43.62677,,4.4709682,2.674106,100,-107.50819804905471,[-0.22  -1.025 -2.353 -0.304 -1.206],230422,16.13,699.61194,1.4495849e-06,14.010763,4927069.5,-4.239212,100.0,0.2174078,813.393661737442
8.222563,6342018000000.0,3.470467e-08,6.394165,172825710.0,85.83339,577.9095,29289798000.0,4085.544,69,6900,820.13763,,79.948845,2.4952543,100,-107.79860272560266,[-0.2   -1.008 -2.331 -0.274 -1.202],232017,15.95,4085.544,-7.6293944e-08,66796384000.0,1468228400.0,-4.3669586,100.0,0.21070449,821.8429887294769
1.4051559,253.2878,0.0051419334,7.99308,0.54201025,85.85081,577.01166,7.9567127,787.8589,70,7000,46.328278,,4.351861,2.8631477,100,-108.01388814129001,[-0.224 -1.023 -2.273 -0.33  -1.208],233617,16.0,787.8589,4.8828124e-06,46.74787,5072985.0,-3.801056,100.0,0.22041416,830.1673159599304
63.50741,1536801200000.0,2.411558e-09,7.4112167,50701092.0,86.04651,569.9389,7073602600.0,33573.93,71,7100,6600.9673,,632.44446,2.4625738,100,-108.14148198898052,[-0.229 -1.025 -2.282 -0.366 -1.199],235236,16.19,33573.93,1.4495849e-06,16094884000.0,110771020000.0,-3.9354248,100.0,0.23156752,838.4579010009766
1.5793191,28811.748,2.7359107e-05,7.01075,23.111498,86.23109,558.5898,481.12225,866.0643,72,7200,23.202248,,3.776197,2.5540886,100,-108.60676883833683,[-0.254 -1.039 -2.274 -0.473 -1.187],236890,16.54,866.0643,-1.5258789e-06,2182.49,3853776.2,-3.6348495,100.0,0.20060903,849.6674761772156
1.3685019,2149.719,0.00042246905,7.104767,0.95026034,85.97378,573.0015,19.560661,776.7963,73,7300,47.086952,,3.8214312,2.690636,100,-107.64690636611094,[-0.26  -1.059 -2.298 -0.528 -1.218],238495,16.05,776.7963,-2.3651123e-06,94.200905,4036160.0,-4.0764923,100.0,0.19242255,857.4442207813263
26.037565,2.0106178e+18,9.935408e-14,6.9242783,161276020000000.0,86.056046,568.61475,1.259127e+16,14333.571,74,7400,3133.664,,242.72397,2.5751357,100,-107.73307115619264,[-0.208 -1.003 -2.24  -0.507 -1.227],240112,16.17,14333.571,9.231568e-06,2.4292692e+16,17877168000.0,-4.445198,100.0,0.18455936,866.182582616806
5.271529,1459965300000.0,3.2046902e-08,7.6237793,34458496.0,86.09291,565.7551,6573616000.0,2670.881,75,7500,482.20602,,47.34229,2.602065,100,-107.8729585588184,[-0.307 -1.127 -2.406 -0.478 -1.234],241738,16.26,2670.881,2.9754638e-06,15531260000.0,542894460.0,-4.3470993,100.0,0.19677435,877.0916304588318
1.0310261,2.0553021,0.11387639,7.703087,0.03803417,85.756645,582.84045,0.21442914,600.8902,76,7600,3.5826502,,0.5764771,2.4219172,100,-107.94251765165431,[-0.232 -1.028 -2.315 -0.498 -1.222],243323,15.85,600.8902,-1.1367798e-05,1.4572712,96939.14,-3.9062653,100.0,0.19625004,885.9570868015289
106.32346,2.989285e+20,1.5519608e-09,7.9477234,5.1953075e+16,86.31356,553.861,inf,53777.902,77,7700,48980.25,,1082.8049,2.6929188,100,-108.5808994271487,[-0.244 -1.025 -2.311 -0.487 -1.223],244989,16.66,53777.902,2.4414062e-06,3.5906108e+18,287037230000.0,-3.9014893,100.0,0.25332794,892.3383224010468
6.1344905,6.2228295e+16,9.815395e-20,6.3499985,7555125300000.0,86.1337,565.62213,488425300000000.0,3123.1145,78,7800,685.55493,,60.89578,2.597792,100,-107.69530872356125,[-0.278 -1.09  -2.447 -0.44  -1.166],246613,16.24,3123.1145,-2.1362305e-06,2362279800000000.0,906959700.0,-4.0107803,100.0,0.24282877,902.7091028690338
1.1404212,8.759959,0.056918092,7.1252594,0.07222089,86.022804,569.3953,0.4731949,646.0158,79,7900,13.311989,,1.5178286,2.652231,100,-108.03436002041718,[-0.308 -1.08  -2.524 -0.476 -1.176],248232,16.19,646.0158,7.5531007e-06,4.81371,627280.94,-4.18071,100.0,0.24793437,913.7875809669495
1.1337849,25.517303,0.0125211645,6.2121277,0.06690987,86.34249,555.3824,0.54764324,622.28796,80,8000,20.332611,,1.7163209,2.620616,100,-108.20630894503864,[-0.298 -1.079 -2.541 -0.484 -1.171],249889,16.57,622.28796,6.2561035e-06,6.751393,710503.7,-4.308525,100.0,0.24207371,920.7064480781555
