InitialReturnMin,EpThisIter,ESSRenyi,ESSClassic,InitialReturnMean,InitialReturnStd,Bound,ReturnStepMax,EpRewMean,ReturnMeanIW,MaxIWNorm,MeanIWNorm,TimeElapsed,MeanEntropy,InitialBound,EmpiricalD2,Weights,J_sample_variance,StdIWNorm,Iteration,MaxIW,StdIW,InitialReturnMax,MinIWNorm,EpLenMean,MinIW,EntropyCoefficient,ReturnStepMaxmin,MeanIW,EpisodesSoFar,TimestepsSoFar
-41.277267,100,5.0737992e-05,1.5924745,3.6239624e-07,19.962975,63.726723,100.0,-95.5956354487194,44.947216,2.3794742,0.030108105,201.15690279006958,1.8779508,18.642574,1970909.6,[-0.888 -0.845  0.039 -0.732  0.445],214908.14,0.23667988,11,237.94742,23.667994,39.26608,2.80361e-07,222.15,2.8036102e-05,10.0,98.13936,3.0108109,1100,83554
-42.88513,100,0.06451684,1.4790882,-3.8146972e-08,16.177032,50.95497,100.0,-96.45040532319665,32.03975,2.4029052,0.029275045,251.19010305404663,1.8915222,18.779509,1549.9829,[-0.92  -0.857  0.098 -0.744  0.459],121374.414,0.23892672,12,240.29053,23.892672,33.356937,1.8673569e-05,249.96,0.001867357,10.0,98.22827,2.9275043,1200,108550
-36.238377,100,0.000101469835,1.2275766,-4.196167e-07,16.49647,135.5319,100.0,-86.63856437658887,116.43098,6.079313,0.06739125,303.9675934314728,1.9100924,18.915222,985514.56,[-0.903 -0.771  0.061 -0.666  0.472],1470637.9,0.604501,13,607.9313,60.4501,27.839977,4.6084164e-08,267.25,4.6084165e-06,10.0,98.35162,6.7391243,1300,135275
-42.759842,100,0.039458722,1.2432439,1.7166138e-07,16.980917,87.538925,100.0,-86.30099483119801,68.49611,3.3248425,0.03715399,362.71975684165955,1.9042811,19.100924,2534.294,[-0.96  -0.805  0.003 -0.672  0.491],383899.84,0.3311393,14,332.48425,33.113934,27.580572,4.3529913e-06,291.16,0.00043529912,10.0,98.407196,3.7153997,1400,164391
-50.529568,100,0.07100435,2.944557,1.14440915e-07,13.232587,25.429607,100.0,-41.81978492491422,6.0610704,0.43445975,0.007730495,451.07585525512695,1.9368538,19.042812,1408.3644,[-1.009 -0.791  0.001 -0.606  0.485],4623.881,0.044382054,15,43.445976,4.4382057,18.51761,8.171395e-06,446.87,0.0008171395,10.0,98.812836,0.7730497,1500,209078
-45.29143,100,0.0034481587,2.374207,-9.918213e-07,12.184548,39.577286,100.0,-35.74417032349977,19.48875,1.7030604,0.03598961,541.3023996353149,2.0088537,19.368538,29000.984,[-1.007 -0.805 -0.033 -0.582  0.518],28906.61,0.23078103,16,170.30605,23.078106,18.716433,8.054174e-07,463.51,8.0541744e-05,10.0,98.845764,3.598961,1600,255429
-41.263187,100,9.3952964e-05,1.0797071,2.2888183e-07,11.7275,114.7168,100.0,-36.76811126731076,94.70385,10.717146,0.11139428,634.311408996582,2.001295,20.088537,1064362.4,[-1.027 -0.876 -0.01  -0.621  0.59 ],969171.8,1.0662345,17,1071.7146,106.62347,21.727844,1.0464353e-09,472.42,1.0464353e-07,10.0,98.844345,11.139431,1700,302671
-45.971813,100,7.662335e-05,1.1002787,9.155273e-07,11.1469145,51.4507,100.0,-38.559531060181556,30.66041,4.1942797,0.044001155,728.7636511325836,2.079029,20.01295,1305085.2,[-1.177 -0.828  0.026 -0.605  0.583],102532.07,0.41716737,18,419.42798,41.716736,25.637178,6.001481e-08,482.15,6.0014813e-06,10.0,98.84006,4.400116,1800,350886
-50.28411,100,3.5669918,14.8760395,1.1062622e-06,14.413224,24.262325,100.0,-43.720995110847014,3.374409,0.21508682,0.012069711,811.8236720561981,2.0887916,20.790293,28.034828,[-1.157 -0.855  0.047 -0.668  0.66 ],1048.2822,0.028872155,19,21.508682,2.8872154,20.3396,5.476079e-05,432.66,0.005476079,10.0,98.7979,1.2069712,1900,394152
-39.08396,100,12.001868,24.883396,1.9073486e-08,11.782707,24.421494,100.0,-39.47957029040164,3.3984256,0.10423487,0.008575242,904.4512934684753,2.1023068,20.887917,8.332036,[-1.181 -0.872  0.028 -0.636  0.67 ],937.0139,0.014899083,20,10.423487,1.4899083,26.029259,0.00021094545,474.89,0.021094546,10.0,98.833725,0.8575243,2000,441641
-42.406754,100,0.0014589112,1.2598279,-7.343292e-07,11.496151,93.02497,100.0,-30.844216155410358,72.18508,2.1003633,0.023589022,1000.868894815445,2.0839891,21.023067,68544.266,[-1.263 -0.876  0.007 -0.648  0.683],527886.3,0.20883398,21,210.03633,20.883402,34.587593,3.765915e-09,491.59,3.7659152e-07,10.0,98.87451,2.358902,2100,490800
-52.39984,100,0.0034162535,1.4488665,4.959106e-07,12.220763,41.079857,100.0,-44.50737031433154,19.607529,1.2232794,0.014741622,1086.2324261665344,2.147233,20.839891,29271.832,[-1.161 -0.975  0.004 -0.744  0.665],46057.816,0.12157992,22,122.32794,12.157993,26.476578,1.3499039e-06,440.73,0.00013499039,10.0,98.798035,1.4741621,2200,534873
-44.50357,100,0.016172491,2.0371542,7.6293944e-08,15.517912,40.343067,100.0,-65.80682180798308,18.517069,1.1310712,0.016422108,1156.5852015018463,2.1825998,21.47233,6183.3394,[-1.163 -0.919 -0.011 -0.762  0.728],32547.975,0.11388004,23,113.107124,11.388005,32.918755,1.1956612e-06,349.98,0.000119566124,10.0,98.62393,1.6422107,2300,569871
-48.337475,100,6.420624e-05,1.0018762,4.5776366e-07,14.963276,1259.6226,100.0,-46.226694435771186,1238.6686,89.95132,0.90035677,1243.3811631202698,2.095399,21.825998,1557481.1,[-1.19  -0.905  0.006 -0.692  0.764],153658340.0,8.949958,24,8995.132,894.9958,22.902733,5.2166236e-12,434.62,5.216624e-10,10.0,98.78728,90.035675,2400,613333
-42.34603,100,0.058942597,2.0092156,,13.168277,35.81633,100.0,-41.400865772039154,14.280897,0.95417255,0.013674256,1334.4585962295532,2.1535435,20.953989,1696.5659,[-1.348 -0.804  0.016 -0.682  0.676],32046.844,0.09549555,25,95.41726,9.549555,26.734192,1.0145384e-06,442.53,0.00010145384,10.0,98.8129,1.3674258,2500,657586
-41.50314,100,18.982021,38.08278,2.7656554e-07,12.49483,23.776302,100.0,-39.344662340207094,2.4160268,0.0487294,0.00889034,1419.0076277256012,2.1360276,21.535435,5.2681427,[-1.3   -0.766 -0.012 -0.645  0.735],300.90298,0.011335996,26,4.87294,1.1335996,33.506413,0.00012949738,431.98,0.012949739,10.0,98.81784,0.889034,2600,700784
-42.838177,100,0.0020951724,1.4225619,3.2424927e-07,9.949168,28.074093,100.0,-41.953586206611774,7.6250677,0.6162708,0.0073809205,1507.2498786449432,2.0449023,21.360275,47728.77,[-1.34  -0.746  0.007 -0.647  0.717],5643.707,0.061441768,27,61.62708,6.144177,19.460709,2.7753397e-09,439.02,2.7753399e-07,10.0,98.80888,0.73809206,2700,744686
-46.3944,100,0.00097121,1.1694871,-1.335144e-06,15.249091,39.730804,100.0,-36.78617195754263,19.357195,1.8161508,0.01965342,1592.4956390857697,2.0373607,20.449022,102964.34,[-1.302 -0.762 -0.034 -0.648  0.626],37761.793,0.18066996,28,181.61508,18.066998,21.205399,4.3211138e-08,431.36,4.321114e-06,10.0,98.82944,1.9653423,2800,787822
-22.8349,100,0.08529035,2.6333299,-6.580353e-07,9.522164,34.570522,100.0,-27.23100854194654,14.749532,0.71376866,0.012066655,1690.7192161083221,1.982099,20.373608,1172.4656,[-1.359 -0.814  0.018 -0.657  0.619],22755.584,0.07337354,29,71.37687,7.3373547,21.69962,2.4177401e-08,497.49,2.4177402e-06,10.0,98.89053,1.2066658,2900,837571
-54.427658,100,1.05819545e-05,1.6121498,-3.8146973e-07,12.502342,128.34482,100.0,-42.55280108299459,108.719124,14.506985,0.18849525,1779.5489296913147,1.9625686,19.820992,9450050.0,[-1.283 -0.813  0.004 -0.688  0.563],754369.56,1.4725448,30,1450.6985,147.25447,25.028645,5.6513943e-11,441.24,5.6513945e-09,10.0,98.80713,18.849525,3000,881695
-46.667282,100,0.0007663739,1.1599113,-3.8146972e-08,11.005217,52.579193,100.0,-41.34542980929618,33.701565,3.629796,0.039132524,1868.9252572059631,1.887763,19.625687,130484.61,[-1.231 -0.874  0.072 -0.713  0.544],129918.54,0.36123687,31,362.9796,36.12369,22.083462,8.601259e-10,447.27,8.601259e-08,10.0,98.815125,3.9132526,3100,926422
-42.173992,100,5.407736,35.033375,-5.340576e-07,12.189547,22.338623,100.0,-43.38851565367493,3.2368903,0.07900624,0.012334193,1954.4782361984253,1.9101733,18.87763,18.492027,[-1.225 -0.864  0.035 -0.743  0.469],455.12622,0.016796345,32,7.900624,1.6796346,27.346909,3.844413e-05,430.92,0.003844413,10.0,98.79863,1.2334192,3200,969514
-50.32703,100,1.9412986e-05,1.0223628,-1.2397766e-06,14.482669,328.98846,100.0,-45.423909639146515,310.7105,26.97019,0.27271193,2038.6153037548065,1.8277956,19.10173,5151191.0,[-1.245 -0.865  0.055 -0.731  0.491],9952844.0,2.6833057,33,2697.019,268.3306,23.138391,1.0313368e-12,420.07,1.0313368e-10,10.0,98.78374,27.271194,3300,1011521
-31.847178,100,0.0995762,2.976439,-1.2397766e-07,8.314095,48.073723,100.0,-36.603866229478044,29.72433,3.0334344,0.058401987,2136.5706951618195,1.8349392,18.277956,1004.25604,[-1.278 -0.824  0.076 -0.658  0.409],33974.965,0.33344007,34,303.34344,33.344,26.229706,2.7734072e-06,489.31,0.00027734073,10.0,98.85039,5.840199,3400,1060452
-49.69812,100,0.017623771,1.7922785,1.6212464e-07,8.85147,26.798225,100.0,-21.731396763446032,8.291503,1.0254126,0.01380046,2232.625967025757,1.8506724,18.349392,5674.1543,[-1.353 -0.807  0.06  -0.686  0.416],5925.8877,0.10215595,35,102.54126,10.215596,16.234356,6.577027e-08,492.29,6.5770273e-06,10.0,98.91171,1.3800462,3500,1109681
-31.207851,100,3.4640584e-06,1.4593462,7.6293944e-08,11.489903,34.270657,100.0,-43.81313159907093,15.637841,2.5708382,0.031321175,2318.6312408447266,1.8632817,18.506723,28867874.0,[-1.409 -0.833  0.091 -0.737  0.432],36945.773,0.25737512,36,257.08383,25.737514,25.239864,6.097333e-10,434.78,6.0973335e-08,10.0,98.79846,3.1321173,3600,1153159
-54.65046,100,0.17638525,4.2214546,-5.912781e-07,12.683378,29.215961,100.0,-48.260442722202825,10.908745,0.36571383,0.008428648,2402.7098095417023,1.8307217,18.632816,566.9408,[-1.409 -0.811  0.033 -0.74   0.444],9735.019,0.040147744,37,36.571384,4.0147743,26.84377,1.2464286e-08,425.33,1.2464286e-06,10.0,98.77307,0.84286505,3700,1195692
-40.920475,100,0.000560687,1.4943944,8.010864e-07,9.665304,29.676704,100.0,-34.02787856399726,11.422109,1.4376228,0.017625235,2494.6910083293915,1.8254597,18.307217,178352.64,[-1.398 -0.902  0.03  -0.77   0.412],13150.312,0.14309776,38,143.76228,14.309774,22.45737,5.15315e-08,471.16,5.15315e-06,10.0,98.85556,1.7625237,3800,1242808
-26.829994,100,0.15800744,2.94252,-9.3460085e-07,7.936034,22.11849,100.0,-33.60960967993166,3.4011514,0.41826576,0.00732697,2589.856881380081,1.8717338,18.254595,632.8816,[-1.439 -0.831 -0.017 -0.74   0.407],940.4244,0.042080335,39,41.826576,4.208033,18.921808,1.559054e-06,477.17,0.0001559054,10.0,98.85913,0.7326969,3900,1290525
-49.537407,100,0.023460843,2.1386366,1.1825562e-06,13.835227,45.171318,100.0,-44.17371910834482,26.134796,0.92768705,0.014135707,2672.084473848343,1.9036523,18.717339,4262.4214,[-1.452 -0.81  -0.026 -0.761  0.453],72954.06,0.09562131,40,92.76871,9.562131,29.614414,1.1157102e-06,417.55,0.000111571026,10.0,98.78842,1.4135709,4000,1332280
-51.2978,100,0.0024194818,1.4873368,1.5258789e-07,11.875205,34.551376,100.0,-37.036587750237416,16.026194,2.025147,0.025040234,2758.1420073509216,1.8525184,19.036524,41331.164,[-1.383 -0.773 -0.026 -0.694  0.485],26312.445,0.20378856,41,202.5147,20.378853,23.346554,1.5583782e-09,434.12,1.5583782e-07,10.0,98.82938,2.5040236,4100,1375692
-27.687672,100,9.5733795,25.07175,1.3828278e-06,8.956757,20.79282,100.0,-23.982600113163276,2.0460234,0.098700196,0.0081251105,2856.297533273697,1.8746797,18.525187,10.445632,[-1.398 -0.839  0.005 -0.695  0.433],195.34647,0.01404623,42,9.87002,1.404623,21.322493,0.0002349209,491.8,0.02349209,10.0,98.902466,0.81251115,4200,1424872
-45.333363,100,1.7891925e-05,1.0016038,3.8146973e-07,10.417706,60.100655,100.0,-31.79734857393623,42.168243,28.702538,0.28725547,2948.6895558834076,1.7932409,18.746798,5589113.5,[-1.422 -0.842  0.01  -0.722  0.456],177834.36,2.8558435,43,2870.254,285.58435,33.237114,4.2134677e-13,470.63,4.2134678e-11,10.0,98.86487,28.72555,4300,1471935
-26.918604,100,0.009939885,1.1490512,5.340576e-07,8.55924,24.979874,1.0,-36.95230282313492,7.2321415,1.7171798,0.018413432,3046.9688992500305,1.7747732,17.93241,10060.479,[-1.4   -0.884 -0.027 -0.698  0.374],5317.878,0.17078725,44,171.71799,17.078726,23.675974,3.9167446e-08,500.0,3.916745e-06,10.0,0.1478092,1.8413433,4400,1521935
-43.465176,100,0.0010489943,1.1529896,6.294251e-07,10.397168,31.038483,100.0,-32.62064399096706,12.736993,4.0879083,0.043907274,3140.966086626053,1.830149,17.747732,95329.41,[-1.423 -0.861 -0.034 -0.74   0.356],15209.115,0.40654215,45,408.79083,40.65422,17.003702,2.8587345e-07,472.51,2.8587347e-05,10.0,98.86192,4.390728,4500,1569186
-38.17218,100,0.6055561,9.882091,6.67572e-07,10.335375,23.373802,100.0,-28.3866284057967,4.4869127,0.2877112,0.010909216,3231.4449198246,1.8886888,18.30149,165.13748,[-1.457 -0.847 -0.004 -0.754  0.411],2760.667,0.032943867,46,28.77112,3.2943869,26.02493,1.6888402e-05,465.06,0.0016888402,10.0,98.87793,1.0909215,4600,1615692
-55.181747,100,0.0011548903,1.1083257,2.3841858e-07,12.169875,89.462555,100.0,-39.88176270196445,70.06801,5.07049,0.05339083,3318.53803563118,1.9394543,18.886889,86588.31,[-1.482e+00 -8.213e-01 -7.634e-04 -7.523e-01  4.698e-01],554056.6,0.50432765,47,507.049,50.43277,20.338245,4.858389e-07,440.46,4.858389e-05,10.0,98.81891,5.339083,4700,1659738
-45.375153,100,0.0004093504,1.3441148,-4.005432e-07,11.777304,55.367275,100.0,-51.55152589893054,35.92716,5.0461626,0.059006553,3400.904798746109,1.9440117,19.394543,244289.48,[-1.51  -0.751  0.024 -0.711  0.521],173301.33,0.505526,48,504.61627,50.5526,18.208706,9.064797e-09,413.16,9.0647967e-07,10.0,98.75046,5.900655,4800,1701054
-20.858885,100,0.04407429,2.3793364,3.4332277e-07,8.024324,27.66932,100.0,-30.759414292650202,7.558913,0.8102079,0.013022696,3498.483693599701,2.0110407,19.440117,2268.8965,[-1.549 -0.85   0.028 -0.713  0.525],8590.544,0.08341493,49,81.02079,8.341493,22.4166,7.7940246e-07,490.23,7.794025e-05,10.0,98.87451,1.3022695,4900,1750077
-47.234703,100,0.015278217,1.0858,-8.5830686e-07,11.490327,90.00639,100.0,-31.898479252153724,70.57297,5.752098,0.059965298,3593.1192424297333,1.9433429,20.110407,6545.266,[-1.5   -0.794  0.026 -0.694  0.592],488495.16,0.57234055,50,575.20984,57.234055,31.024014,8.836926e-09,481.41,8.836926e-07,10.0,98.86748,5.9965305,5000,1798218
-55.189117,100,0.004296586,1.9371278,1.5258789e-07,14.103494,56.871674,100.0,-49.99445589520243,37.9043,3.1495295,0.04885032,3672.08744764328,1.8967375,19.43343,23274.293,[-1.426 -0.719  0.038 -0.68   0.524],78734.48,0.34756863,51,314.95294,34.75686,19.785646,6.371303e-09,402.3,6.371303e-07,10.0,98.75145,4.8850317,5100,1838448
-41.554695,100,0.9262218,5.8343034,1.0299683e-06,10.711981,25.917143,100.0,-27.802331389167385,7.4921794,0.48283353,0.013650135,3765.56267619133,1.8424963,18.967377,107.9655,[-1.491 -0.804  0.005 -0.713  0.478],1577.422,0.054838907,52,48.283356,5.483891,23.771954,4.247319e-06,469.62,0.0004247319,10.0,98.88159,1.3650136,5200,1885410
-49.625175,100,0.0001226655,1.2115741,-1.1110305e-06,10.0412655,101.66459,100.0,-29.14085788587612,82.615204,3.8151422,0.04205863,3861.666290998459,1.9049385,18.424961,815225.2,[-1.467 -0.859  0.003 -0.752  0.424],694342.44,0.37978098,53,381.51422,37.9781,21.838455,4.8839414e-08,484.06,4.8839415e-06,10.0,98.87959,4.2058635,5300,1933816
-42.420174,100,1.5950249e-05,1.1481035,-1.0871887e-06,12.077312,71.28357,100.0,-39.52957564155686,52.866474,3.3821955,0.0362999,3948.096462726593,1.84171,19.049383,6269495.0,[-1.541 -0.872  0.024 -0.801  0.486],311567.2,0.33682743,54,338.21954,33.68274,25.617197,2.591196e-10,441.63,2.591196e-08,10.0,98.820984,3.6299899,5400,1977979
-40.95137,100,0.042363927,1.8213403,-1.1444092e-06,11.111337,34.83824,100.0,-36.46866707750528,17.182001,2.0758774,0.028243335,4036.7752707004547,1.7656238,18.417097,2360.4988,[-1.437 -0.837  0.067 -0.749  0.423],33259.098,0.20736188,55,207.58774,20.736187,23.347553,7.993455e-09,447.87,7.9934546e-07,10.0,98.83714,2.8243332,5500,2022766
-49.950813,100,0.0014258213,1.7327348,3.8146973e-07,13.155398,46.70834,100.0,-60.840030092517445,28.427963,2.1359656,0.028374342,4117.479474782944,1.8280376,17.656239,70135.016,[-1.409 -0.804  0.09  -0.739  0.347],103838.03,0.21368016,56,213.59656,21.368017,19.78124,3.10342e-07,404.11,3.10342e-05,10.0,98.6989,2.8374343,5600,2063177
-44.273277,100,1.1093585,8.995739,-8.9645386e-07,14.40594,23.16602,100.0,-77.90778389233748,4.750834,0.27974105,0.011356311,4187.88144493103,1.8415186,18.280376,90.14218,[-1.46  -0.821  0.111 -0.784  0.409],641.7515,0.03612016,57,27.974106,3.6120167,23.267567,8.603927e-06,347.07,0.0008603927,10.0,98.551056,1.1356311,5700,2097884
-36.691837,100,0.012497198,1.9639333,4.386902e-07,11.114376,47.462246,100.0,-50.31736342887676,29.812307,2.0774608,0.02957927,4274.26692199707,1.7649938,18.415186,8001.794,[-1.454 -0.864  0.095 -0.777  0.423],74741.47,0.20898591,58,207.74608,20.89859,21.358303,6.911386e-08,429.36,6.9113858e-06,10.0,98.76561,2.957927,5800,2140820
-32.34152,100,1.1366029e-07,1.8654292,1.4591217e-06,8.678284,132.34116,100.0,-40.81250061479496,114.580246,7.47194,0.117536455,4368.423691511154,1.7760912,17.64994,879814700.0,[-1.51  -0.882  0.069 -0.772  0.346],1273649.8,0.85249966,59,747.19403,85.24996,21.648647,3.872677e-11,470.6,3.872677e-09,10.0,98.82655,11.753646,5900,2187880
-30.41566,100,8.8873736e-10,1.0091014,1.7166138e-07,8.077707,133.45488,100.0,-36.66834284455174,115.378876,65.836716,0.66135955,4468.059203624725,1.8076001,17.760912,112519184000.0,[-1.597 -0.926  0.023 -0.768  0.357],1308129.1,6.5504003,60,6583.672,655.0399,20.682323,1.74145e-13,496.87,1.74145e-11,10.0,98.8524,66.135956,6000,2237567
-18.856844,100,0.13131668,1.23672,3.0517577e-07,7.4268436,109.71778,100.0,-25.64380559132204,92.09423,5.2213364,0.058115564,4565.460515737534,1.7623549,18.076002,761.5179,[-1.577 -0.891 -0.02  -0.798  0.389],830099.06,0.5193433,61,522.13367,51.934334,21.029188,1.05018245e-07,494.36,1.0501824e-05,10.0,98.896255,5.811557,6100,2287003
-50.813736,100,2.4910696e-07,1.0047909,-1.4877319e-06,9.483269,122.86624,100.0,-39.255359477390776,105.18053,9.180771,0.09202742,4659.419546365738,1.7685717,17.623547,401434000.0,[-1.66  -0.945 -0.022 -0.854  0.343],1109402.4,0.91345346,62,918.0771,91.34535,19.540583,8.6824116e-12,476.73,8.682412e-10,10.0,98.83531,9.202742,6200,2334676
-17.532,100,1.6486374e-07,1.0230122,-1.6021728e-06,6.742343,257.40558,100.0,-35.58656881261463,239.53375,30.670893,0.31022483,4751.133206367493,1.7871819,17.685715,606561540.0,[-1.671 -1.014 -0.064 -0.846  0.35 ],5633801.5,3.051429,63,3067.0894,305.14288,19.909885,3.1000255e-10,498.31,3.1000255e-08,10.0,98.85718,31.022484,6300,2384507
-20.902416,100,2.5422928e-06,1.0166532,2.9563904e-07,8.5735445,218.21873,100.0,-33.196898260137125,200.11305,32.48693,0.32756668,4834.6718492507935,1.8105688,17.871819,39334572.0,[-1.593 -1.078 -0.023 -0.925  0.368],4032399.8,3.2321718,64,3248.693,323.21722,27.296806,1.2387963e-09,476.15,1.2387963e-07,10.0,98.860565,32.75667,6400,2432122
-51.169544,100,0.035528317,3.7326634,1.0681152e-06,14.6806,31.70003,100.0,-71.18210852939866,13.56521,0.41959196,0.0098959915,4897.4657282829285,1.8134819,18.105688,2814.6562,[-1.592 -1.1    0.011 -1.     0.392],17867.973,0.050256167,65,41.959198,5.0256166,31.835926,3.3321106e-07,352.76,3.3321106e-05,10.0,98.59642,0.98959905,6500,2467398
-55.32126,100,0.05545237,3.8062901,6.4849854e-07,12.21928,27.077698,100.0,-37.10767827537925,8.744946,0.69030243,0.013946217,4978.270574808121,1.8332752,18.134819,1803.3495,[-1.613 -1.132  0.019 -0.972  0.395],5087.862,0.07010981,66,69.03024,7.010981,35.946182,1.6873205e-06,460.73,0.00016873205,10.0,98.83891,1.3946216,6600,2513471
-23.590752,100,0.09075195,5.5779624,3.4332277e-07,8.362223,23.095543,100.0,-35.73320053901407,5.0717354,0.35695416,0.009449784,5063.044521570206,1.8023807,18.332752,1101.9047,[-1.65  -1.141 -0.018 -0.961  0.414],1777.381,0.038879514,67,35.695415,3.8879516,37.749382,9.7254365e-08,482.92,9.725437e-06,10.0,98.852005,0.9449785,6700,2561763
-52.23031,100,0.30052817,6.4076824,-4.386902e-07,11.069777,21.832775,100.0,-35.2649633526228,3.8082614,0.40404156,0.012078852,5146.980446338654,1.8024513,18.023808,332.7475,[-1.631 -1.127  0.02  -0.954  0.383],833.64703,0.046163134,68,40.404156,4.6163135,30.05892,5.97988e-06,477.44,0.000597988,10.0,98.85228,1.2078853,6800,2609507
-24.23364,100,0.026472747,1.3824373,5.7220458e-08,8.044856,56.976566,100.0,-32.24396542246453,39.643494,2.0950599,0.02468375,5228.101938486099,1.7333072,18.024513,3777.4697,[-1.648 -1.126  0.049 -0.938  0.383],157210.55,0.20848058,69,209.50598,20.848057,20.077728,3.044682e-08,495.2,3.044682e-06,10.0,98.86978,2.4683752,6900,2659027
-25.849007,100,0.0128951175,1.1113435,9.536743e-08,7.3630114,100.67465,100.0,-37.96198690794035,83.48628,4.6944637,0.049506154,5302.239124536514,1.7188374,17.333073,7754.873,[-1.639 -1.157  0.024 -0.963  0.314],690111.75,0.46699077,70,469.44638,46.69907,17.696476,3.056743e-07,490.79,3.056743e-05,10.0,98.84531,4.9506154,7000,2708106
-20.681973,100,0.10952859,4.5924406,-3.8146972e-08,7.559046,27.964592,1.0,-38.779639254735706,10.735068,0.48534626,0.011777272,5376.890063047409,1.7229525,17.188374,913.0036,[-1.637 -1.097  0.015 -0.882  0.3  ],7492.724,0.05368023,71,48.534626,5.3680234,18.4591,2.1941298e-06,500.0,0.00021941299,10.0,0.15511853,1.1777272,7100,2758106
