MinIWNorm,InitialReturnMean,ReturnStepMaxmin,InitialReturnMin,MinIW,InitialReturnMax,Iteration,TimeElapsed,MaxIWNorm,Weights,EpRewMean,EntropyCoefficient,MeanEntropy,InitialReturnStd,J_sample_variance,MeanIWNorm,TimestepsSoFar,ReturnStepMax,InitialBound,EpThisIter,ReturnMeanIW,EpLenMean,ESSRenyi,ESSClassic,StdIWNorm,MaxIW,EpisodesSoFar,EmpiricalD2,MeanIW,Bound,StdIW
0.002593099,-1.5258789e-06,93.65196,-8.690338,0.2593099,23.862274,77,790.7682914733887,0.036404476,[ -2.204   9.357 -10.398  -6.358  60.558],-137.47484058375827,10.0,62.0232,6.713188,43.430157,0.010337157,325402,100.0,619.7668,100,-0.30142412,51.41,nan,75.36139,0.0059106443,3.6404476,7700,nan,1.0337157,619.93054,0.59106445
6.81654e-05,2.2888183e-07,94.033165,-9.657272,0.00681654,25.779892,78,803.6459996700287,0.7254135,[ -2.204   9.357 -10.398  -6.358  60.603],-137.35997586344857,10.0,62.18948,8.010823,3194.1484,0.013038443,330687,100.0,620.232,100,5.132893,52.85,nan,3.1508338,0.07228713,72.54135,7800,nan,1.3038443,627.02765,7.228714
4.8205762e-05,5.0354006e-06,93.85227,-7.901985,0.0048205764,24.323982,79,815.8930587768555,0.0356296,[ -2.204   9.357 -10.398  -6.358  60.773],-136.31725942106573,10.0,62.322857,6.5064945,31.11683,0.007025189,335674,100.0,621.8948,100,-0.76804036,49.87,nan,50.85657,0.0069058496,3.5629601,7900,nan,0.70251894,622.4605,0.690585
0.0020476745,6.6375733e-06,93.9556,-7.607025,0.20476747,32.7576,80,828.0268709659576,0.0290337,[ -2.204   9.357 -10.398  -6.358  60.908],-136.84015220653174,10.0,62.372505,6.924088,51.681156,0.0100349095,340643,100.0,623.2286,100,-0.23324427,49.69,nan,85.85375,0.004073376,2.9033701,8000,nan,1.0034909,623.4918,0.40733764
0.00025729474,-2.8991699e-06,94.544174,-9.467018,0.025729474,37.069885,81,842.8591225147247,0.046790656,[ -2.204   9.357 -10.398  -6.358  60.95 ],-145.60478708318232,10.0,62.3099,7.947748,135.61179,0.0094086835,346843,100.0,623.72504,100,0.7707638,62.0,nan,58.76848,0.007880821,4.6790657,8100,nan,0.9408683,623.86975,0.78808206
0.0017213508,2.8991699e-06,94.177795,-7.780594,0.17213508,19.582626,82,855.9687585830688,0.02850539,[ -2.204   9.357 -10.398  -6.358  60.886],-137.84478937043667,10.0,62.343716,6.186194,51.68837,0.009854042,351915,100.0,623.099,100,-0.082233846,50.72,nan,86.40288,0.003909073,2.8505392,8200,nan,0.98540425,623.3549,0.3909073
0.0017726284,-2.0599366e-06,93.7431,-7.47596,0.17726284,21.98024,83,866.947402715683,0.027934222,[ -2.204   9.357 -10.398  -6.358  60.924],-137.44315065953325,10.0,62.403755,6.0624495,50.83437,0.0102290055,356921,100.0,623.43713,100,-0.3167543,50.06,nan,78.55391,0.0053447024,2.7934222,8300,nan,1.0229006,623.72076,0.53447026
8.838335e-05,2.1362305e-06,94.50437,-8.964516,0.008838335,28.131287,84,880.3436012268066,0.05125303,[ -2.204   9.357 -10.398  -6.358  60.981],-141.0220408477296,10.0,62.49742,7.9568443,105.6605,0.008404028,362608,100.0,624.03754,100,0.25163907,56.87,nan,53.06805,0.007903241,5.125303,8400,nan,0.84040284,625.2259,0.79032403
0.00024657388,-1.4495849e-06,94.575455,-9.333862,0.02465739,28.896591,85,895.1833271980286,0.06987176,[ -2.204   9.357 -10.398  -6.358  61.074],-144.69462085504853,10.0,62.59322,6.9072204,112.50586,0.010901948,368676,100.0,624.97424,100,0.049614534,60.68,nan,37.548985,0.01405966,6.9871764,8500,nan,1.090195,625.9818,1.405966
0.01,3.8146973e-07,93.88993,-7.64373,1.0,21.568733,86,906.8632483482361,0.01,[ -2.204   9.357 -10.398  -6.358  61.172],-137.119304341059,10.0,62.59322,5.4826965,30.363596,0.009999999,373663,100.0,625.9322,100,4.61936e-07,49.87,nan,100.0,9.313226e-10,1.0,8600,nan,1.0,625.9322,
6.3152445e-05,5.340576e-07,94.26724,-7.493065,0.0063152444,19.673294,87,920.1163499355316,0.09294187,[ -2.204   9.357 -10.398  -6.358  61.172],-140.1626987410469,10.0,62.71075,5.5448475,111.13823,0.0090337135,378909,100.0,625.9322,100,-0.62564456,52.46,nan,27.594559,0.014633228,9.294188,8700,nan,0.90337133,626.4818,1.4633229
4.749292e-08,-3.7384034e-06,93.55684,-8.25148,4.749292e-06,25.398567,88,932.4861755371094,0.14360675,[ -2.204   9.357 -10.398  -6.358  61.29 ],-136.16534510658684,10.0,62.927235,7.506304,89.53712,0.0064640534,383912,100.0,627.1075,100,-2.0935671,50.03,nan,11.874283,0.017609723,14.360675,8800,nan,0.64640534,627.1788,1.7609724
2.577516e-11,-3.3569336e-06,94.440865,-9.8973465,2.577516e-09,39.383278,89,946.0808889865875,5.8373423,[ -2.204   9.357 -10.398  -6.358  61.504],-140.45661161079045,10.0,63.228497,9.295226,153796.39,0.06059979,389669,100.0,629.27234,100,38.404285,57.57,nan,1.0775476,0.5806313,583.73425,8900,nan,6.0599804,670.6893,58.063126
1.1904894e-05,1.7166137e-06,94.068275,-8.91481,0.0011904894,40.15529,90,957.6039018630981,0.496184,[ -2.204   9.357 -10.398  -6.358  61.812],-137.14038339380787,10.0,63.43737,9.146216,2815.7605,0.01471318,394919,100.0,632.285,100,1.4772094,52.5,nan,5.24731,0.06252217,49.6184,9000,nan,1.4713182,635.85095,6.2522173
0.0018747487,9.765625e-06,94.54831,-8.658829,0.18747488,31.066593,91,971.5567307472229,0.028998392,[ -2.204   9.357 -10.398  -6.358  62.017],-144.8516884861575,10.0,63.499386,8.333331,86.79472,0.008923153,401080,100.0,634.3737,100,-0.04850559,61.61,nan,75.44347,0.0050908565,2.8998392,9100,nan,0.8923152,634.9453,0.50908566
1.2230524e-05,-1.0986329e-05,94.19487,-7.904274,0.0012230524,28.195274,92,984.1680130958557,0.23565197,[ -2.204   9.357 -10.398  -6.358  62.078],-138.07828144381642,10.0,63.67917,7.0749645,239.40396,0.009614836,406299,100.0,634.99384,100,0.97261596,52.19,nan,12.339999,0.025626253,23.565197,9200,nan,0.9614838,637.7643,2.5626254
8.2092805e-12,-4.272461e-06,94.10295,-8.35672,8.2092805e-10,43.881668,93,996.8010909557343,2.1760113,[ -2.204   9.357 -10.398  -6.358  62.258],-141.4802669473599,10.0,64.02101,8.019312,5878.1646,0.02436132,411924,100.0,636.7917,100,6.966042,56.25,nan,1.2501941,0.21651112,217.60114,9300,nan,2.436132,647.17615,21.651114
7.06632e-05,3.0517579e-06,94.30856,-7.603874,0.0070663197,35.453888,94,1008.2936692237854,0.1074843,[ -2.204   9.357 -10.398  -6.358  62.597],-140.62226313043723,10.0,63.927254,7.2062817,1504.165,0.011419089,417303,100.0,640.2101,100,3.165884,53.79,nan,39.45209,0.014146403,10.74843,9400,nan,1.1419089,642.4384,1.4146403
0.003250676,9.460449e-06,94.12765,-8.247993,0.3250676,21.040077,95,1019.129878282547,0.027916007,[ -2.204   9.357 -10.398  -6.358  62.503],-139.3824802893356,10.0,63.966797,5.9493365,45.201496,0.01015163,422651,100.0,639.2725,100,-0.17574778,53.48,nan,81.3769,0.0048563634,2.7916007,9500,nan,1.0151631,639.49225,0.48563635
7.4034546e-07,6.408691e-06,94.31817,-9.835701,7.403455e-05,39.556553,96,1033.3507888317108,0.43895957,[ -2.204   9.357 -10.398  -6.358  62.545],-142.3189863502181,10.0,64.11526,9.020279,233.42786,0.010357081,428724,100.0,639.66797,100,1.6458778,60.73,nan,5.1440864,0.04447495,43.895958,9600,nan,1.0357082,642.79846,4.4474955
4.7120857e-06,-9.155274e-06,94.0905,-7.8491592,0.0004712086,30.575066,97,1044.10555768013,0.08668986,[ -2.204   9.357 -10.398  -6.358  62.693],-138.0600013532763,10.0,64.25012,6.5194173,59.651608,0.008974183,433861,100.0,641.1526,100,-0.41997588,51.37,nan,34.70347,0.012309876,8.668986,9700,nan,0.8974185,642.08124,1.2309875
0.01,3.6621093e-06,94.355515,-8.426773,1.0,29.167587,98,1055.873428106308,0.01,[ -2.204   9.357 -10.398  -6.358  62.832],-139.8162745347149,10.0,64.25012,7.4435387,55.965923,0.009999999,439273,100.0,642.5012,100,3.6656857e-06,54.12,nan,100.0,9.313226e-10,1.0,9800,nan,1.0,642.5012,
0.0038552552,-3.0517579e-06,94.44989,-8.881599,0.38552552,30.696594,99,1069.2723519802094,0.03896805,[ -2.204   9.357 -10.398  -6.358  62.832],-142.05098902717867,10.0,64.30231,7.5399547,54.303646,0.010012411,445020,100.0,642.5012,100,-0.16394861,57.47,nan,82.145836,0.0046678376,3.896805,9900,nan,1.0012411,642.85913,0.4667838
1.0335602e-08,-1.7547608e-06,93.752716,-8.2614975,1.0335602e-06,41.47187,100,1080.238513469696,0.10414437,[ -2.204   9.357 -10.398  -6.358  62.878],-136.5510791232125,,64.5855,7.2012324,34.671577,0.0035474931,449952,100.0,-1.6242266e-06,100,0.26408404,49.32,nan,8.796811,0.011422575,10.414437,10000,nan,0.35474938,0.26408404,1.1422576
0.01,3.8146973e-06,94.24353,-8.778252,1.0,21.544754,101,1092.1325542926788,0.01,[ -2.204   9.357 -10.398  -6.358  63.163],-139.340864599607,,64.5855,7.8162394,61.710705,0.009999999,455457,100.0,3.7550926e-06,100,3.7550926e-06,55.05,nan,100.0,9.313226e-10,1.0,10100,nan,1.0,3.7550926e-06,
0.0001340696,-5.9509275e-06,94.01595,-8.296455,0.013406961,25.108124,102,1102.3329479694366,0.095728785,[ -2.204   9.357 -10.398  -6.358  63.163],-136.80963449631534,,64.690025,6.6761827,82.21308,0.008940743,460549,100.0,-5.9381127e-06,100,0.7182367,50.92,nan,37.35477,0.011578295,9.572879,10200,nan,0.8940743,0.7182367,1.1578295
0.0019735836,9.9182125e-06,94.25695,-9.770073,0.19735837,23.007118,103,1115.2095255851746,0.042502087,[ -2.204   9.357 -10.398  -6.358  63.276],-139.25800119841833,,64.64817,7.3362956,88.930695,0.010333751,466127,100.0,9.894371e-06,100,0.09238604,55.78,nan,73.58597,0.006191242,4.250209,10300,nan,1.0333751,0.09238604,0.61912423
0.0012583684,5.0735475e-06,94.05315,-9.898743,0.12583683,39.059216,104,1127.3942642211914,0.0683376,[ -2.204   9.357 -10.398  -6.358  63.228],-139.23399091162344,,64.69711,8.829648,197.6523,0.010597494,471756,100.0,5.1259995e-06,100,0.31618497,56.29,nan,61.761765,0.008338584,6.83376,10400,nan,1.0597495,0.31618497,0.8338583
0.00021844651,-3.6621093e-06,94.42125,-9.428368,0.021844652,28.259811,105,1140.2618820667267,0.044918556,[ -2.204   9.357 -10.398  -6.358  63.281],-141.60494465976944,,64.61486,7.989071,170.50574,0.009627952,477487,100.0,-3.6731362e-06,100,0.5540497,57.31,nan,57.779747,0.008230127,4.4918556,10500,nan,0.9627952,0.5540497,0.8230127
0.00631607,2.5939942e-06,94.35404,-9.157387,0.631607,29.463135,106,1152.489006280899,0.017824342,[ -2.204   9.357 -10.398  -6.358  63.191],-138.8057298344391,,64.62552,7.217825,57.052013,0.009767288,482797,100.0,2.5629997e-06,100,0.04832208,53.1,nan,96.6166,0.0018277847,1.7824343,10600,nan,0.9767288,0.04832208,0.1827785
5.0138418e-08,9.07898e-06,94.41469,-8.988007,5.013842e-06,25.20829,107,1164.0029983520508,0.21279882,[ -2.204   9.357 -10.398  -6.358  63.209],-141.33472935995817,,64.42975,7.7700815,2681.4614,0.012481836,488433,100.0,8.9854e-06,100,3.823308,56.36,nan,14.417404,0.030410782,21.279882,10700,nan,1.2481836,3.823308,3.0410786
0.01,-3.8146973e-06,93.99045,-8.014534,1.0,30.894188,108,1176.2590005397797,0.01,[ -2.204   9.357 -10.398  -6.358  63.01 ],-137.7903844149707,,64.42975,7.55699,57.684944,0.009999999,493589,100.0,-3.6656857e-06,100,-3.6656857e-06,51.56,nan,100.0,9.313226e-10,1.0,10800,nan,1.0,-3.6656857e-06,
0.001136802,5.0354006e-06,93.74728,-8.191788,0.113680206,34.61795,109,1186.6652023792267,0.066399,[ -2.204   9.357 -10.398  -6.358  63.01 ],-136.21278230924347,,64.50762,8.048239,136.52066,0.009660739,498752,100.0,4.917383e-06,100,0.6596445,51.63,nan,54.7089,0.008789978,6.6399,10900,nan,0.96607393,0.6596445,0.8789977
0.0007674958,7.6293946e-07,94.18018,-9.620071,0.07674958,30.065277,110,1197.7118909358978,0.0335932,[ -2.204   9.357 -10.398  -6.358  63.089],-137.7861291885953,,64.58553,7.891161,132.49231,0.00967325,504105,100.0,8.493662e-07,100,0.42200983,53.53,nan,65.74899,0.006981753,3.3593202,11000,nan,0.9673249,0.42200983,0.69817525
2.6998105e-05,-1.0986329e-05,94.59602,-9.081558,0.0026998105,29.553726,111,1210.752104997635,0.17235602,[ -2.204   9.357 -10.398  -6.358  63.164],-146.44046473046043,,64.72649,8.245162,294.4359,0.008730381,510377,100.0,-1.090765e-05,100,1.205405,62.72,nan,16.870272,0.019379849,17.235603,11100,nan,0.8730382,1.205405,1.9379851
0.0024753718,6.8664554e-07,94.03814,-8.138802,0.24753718,27.094193,112,1223.2177608013153,0.021410722,[ -2.204   9.357 -10.398  -6.358  63.309],-142.03341056512392,,64.77318,6.4418383,58.534916,0.009996045,516102,100.0,7.264316e-07,100,0.21112494,57.25,nan,86.71106,0.0039132363,2.1410723,11200,nan,0.99960446,0.21112494,0.3913236
1.773364e-35,-6.4849855e-06,94.29962,-8.160118,1.773364e-33,19.746521,113,1234.6130721569061,0.1273713,[ -2.204   9.357 -10.398  -6.358  63.352],-138.19185578743134,,64.27106,7.2631288,125.33427,0.0020818962,521391,100.0,-6.4000487e-06,100,0.47640407,52.89,nan,2.138536,0.01408337,12.73713,11300,nan,0.2081896,0.47640407,1.4083372
1.6678644e-08,-4.005432e-06,93.82934,-8.741631,1.6678645e-06,35.88648,114,1245.4906687736511,0.36667073,[ -2.204   9.357 -10.398  -6.358  62.847],-135.60113362488326,,64.03112,7.4572897,1190.3267,0.014406256,526424,100.0,-4.053116e-06,100,2.564587,50.33,nan,6.5332227,0.054489907,36.667072,11400,nan,1.4406258,2.564587,5.448991
3.2636817e-05,-9.155274e-06,94.20155,-9.399467,0.003263682,22.082695,115,1257.2994465827942,0.689246,[ -2.204   9.357 -10.398  -6.358  62.611],-139.37333334631444,,64.17932,6.560948,3576.04,0.014564241,531840,100.0,-9.123236e-06,100,4.801183,54.16,nan,4.2567973,0.06907173,68.9246,11500,nan,1.4564241,4.801183,6.907173
0.01,6.1798096e-06,94.16,-8.727066,1.0,29.006516,116,1269.4002854824066,0.01,[ -2.204   9.357 -10.398  -6.358  62.758],-139.67727402528237,,64.17932,7.490563,56.67528,0.009999999,537359,100.0,6.1690807e-06,100,6.1690807e-06,55.19,nan,100.0,9.313226e-10,1.0,11600,nan,1.0,6.1690807e-06,
0.00033594063,-7.43866e-06,94.24096,-8.185837,0.033594064,30.501244,117,1281.5508198738098,0.08813669,[ -2.204   9.357 -10.398  -6.358  62.758],-142.15464307502444,,64.27109,7.6809263,428.04623,0.011583483,543079,100.0,-7.480383e-06,100,0.5062161,57.2,nan,40.25522,0.014111659,8.813669,11700,nan,1.1583484,0.5062161,1.411166
0.0010171237,1.0566711e-05,94.25193,-8.426262,0.10171237,26.673908,118,1293.4105286598206,0.036596347,[ -2.204   9.357 -10.398  -6.358  62.848],-141.01795618470774,,64.34362,7.0793643,136.77101,0.009777675,548657,100.0,1.0639429e-05,100,0.76694334,55.78,nan,69.77643,0.0064350814,3.6596346,11800,nan,0.97776747,0.76694334,0.64350814
5.198742e-13,-1.335144e-05,93.85723,-8.773842,5.1987418e-11,26.101585,119,1305.1721968650818,0.93636215,[ -2.204   9.357 -10.398  -6.358  62.923],-138.61000416708634,,64.65641,7.6684017,4243.686,0.010725787,553979,100.0,-1.3366342e-05,100,6.0563126,53.22,nan,1.3098104,0.09310261,93.636215,11900,nan,1.0725785,6.0563126,9.310262
5.5840366e-05,7.5912476e-06,93.90984,-8.0618515,0.005584037,27.366581,120,1317.2291235923767,0.50409585,[ -2.204   9.357 -10.398  -6.358  63.239],-139.40108504419638,,64.78124,6.1137147,576.80457,0.014138972,559255,100.0,7.5548887e-06,100,1.6143492,52.76,nan,7.2422915,0.05060051,50.409584,12000,nan,1.4138973,1.6143492,5.060051
1.15351504e-11,5.7983398e-06,94.52237,-10.260559,1.1535151e-09,30.370422,121,1331.4334783554077,0.77745986,[ -2.204   9.357 -10.398  -6.358  63.362],-144.22008882410978,,64.54128,8.616866,10466.181,0.02237545,565476,100.0,5.7965517e-06,100,8.729006,62.21,nan,5.192489,0.09561044,77.74599,12100,nan,2.237545,8.729006,9.561045
0.00019844915,-4.8065185e-06,94.03301,-7.9818573,0.019844916,23.998863,122,1343.2226333618164,0.033560667,[ -2.204   9.357 -10.398  -6.358  63.127],-138.53218914802684,,64.4668,6.5383,49.96973,0.008697698,570689,100.0,-4.8577785e-06,100,0.7312479,52.13,nan,64.52816,0.00644869,3.3560667,12200,nan,0.8697698,0.7312479,0.644869
0.0031877416,2.670288e-06,94.68914,-7.6016693,0.31877416,31.3479,123,1355.6640710830688,0.015695164,[ -2.204   9.357 -10.398  -6.358  63.045],-145.9433040762501,,64.43763,6.920138,53.422688,0.009777176,576709,100.0,2.7269125e-06,100,0.13411972,60.2,nan,94.76646,0.0022976573,1.5695164,12300,nan,0.97771776,0.13411972,0.22976574
0.01,9.155273e-07,94.168045,-8.358673,1.0,23.910889,124,1366.9059541225433,0.01,[ -2.204   9.357 -10.398  -6.358  63.02 ],-138.5883249124353,,64.43763,7.4236865,55.66779,0.009999999,582012,100.0,9.685755e-07,100,9.685755e-07,53.03,nan,100.0,9.313226e-10,1.0,12400,nan,1.0,9.685755e-07,
0.01,-4.7683716e-06,93.82072,-8.830124,1.0,41.398106,125,1378.4030320644379,0.01,[ -2.204   9.357 -10.398  -6.358  63.02 ],-138.67827970515702,,64.43763,8.626338,75.16535,0.009999999,587367,100.0,-4.7311187e-06,100,-4.7311187e-06,53.55,nan,100.0,9.313226e-10,1.0,12500,nan,1.0,-4.7311187e-06,
0.01,-3.890991e-06,94.320076,-8.430389,1.0,30.303879,126,1390.0262024402618,0.01,[ -2.204   9.357 -10.398  -6.358  63.02 ],-140.0957266430191,,64.43763,7.6169753,58.604355,0.009999999,592869,100.0,-3.9339066e-06,100,-3.9339066e-06,55.02,nan,100.0,9.313226e-10,1.0,12600,nan,1.0,-3.9339066e-06,
5.8455946e-05,-6.027222e-06,94.1815,-8.52726,0.0058455947,28.847267,127,1401.3524425029755,0.15511015,[ -2.204   9.357 -10.398  -6.358  63.02 ],-140.38105955579192,,64.59122,6.9253554,159.90327,0.011633301,598410,100.0,-6.0647726e-06,100,1.2666694,55.41,nan,17.673964,0.025107566,15.511016,12700,nan,1.1633302,1.2666694,2.510757
0.003751667,-4.234314e-06,94.139694,-8.142212,0.3751667,31.991959,128,1411.987464427948,0.032338075,[ -2.204   9.357 -10.398  -6.358  63.167],-138.47610973073736,,64.62563,7.6015897,111.23044,0.010138121,603662,100.0,-4.23193e-06,100,0.26160184,52.52,nan,81.7837,0.0047846995,3.2338076,12800,nan,1.0138123,0.26160184,0.47846994
0.0057246257,-1.3542175e-05,93.71516,-8.288002,0.57246256,28.709217,129,1421.9917764663696,0.019296693,[ -2.204   9.357 -10.398  -6.358  63.21 ],-136.79262259246386,,64.65573,6.456202,39.696747,0.009975472,608673,100.0,-1.3574958e-05,100,0.050518215,50.11,nan,95.25036,0.0022275655,1.9296693,12900,nan,0.9975473,0.050518215,0.22275653
0.00041178055,-2.861023e-06,94.522675,-9.5596695,0.041178055,32.969467,130,1434.5429003238678,0.036533576,[ -2.204   9.357 -10.398  -6.358  63.235],-144.0487381835955,,64.72887,7.9631543,111.601456,0.009288129,614722,100.0,-2.9541552e-06,100,0.6029987,60.49,nan,64.75886,0.0068517877,3.6533577,13000,nan,0.92881304,0.6029987,0.6851788
0.00085643865,9.155273e-07,94.44587,-8.8619995,0.085643865,28.581528,131,1447.2465188503265,0.07490143,[ -2.204   9.357 -10.398  -6.358  63.315],-139.68395737435648,,64.81059,7.747458,184.86935,0.00944951,620284,100.0,9.0897083e-07,100,0.5658064,55.62,nan,49.76531,0.009493969,7.4901433,13100,nan,0.9449511,0.5658064,0.94939685
0.0037467757,9.536743e-06,94.55225,-8.631203,0.37467757,26.791122,132,1459.5669431686401,0.031387407,[ -2.204   9.357 -10.398  -6.358  63.389],-142.5875769509214,,64.84577,6.444868,44.729794,0.00937167,625921,100.0,9.560958e-06,100,0.25940478,56.37,nan,83.93944,0.004099343,3.1387408,13200,nan,0.937167,0.25940478,0.4099343
5.1412735e-05,1.2207031e-06,94.27144,-9.221191,0.0051412736,37.23445,133,1471.5134303569794,0.072817184,[ -2.204   9.357 -10.398  -6.358  63.43 ],-139.3202883767261,,64.74795,8.20588,142.19888,0.007977036,631482,100.0,1.1697412e-06,100,0.23527965,55.61,nan,40.589363,0.009650895,7.2817183,13300,nan,0.7977037,0.23527965,0.96508956
5.452769e-05,-2.3651123e-06,94.24011,-9.19603,0.005452769,29.358818,134,1483.3237569332123,0.06601914,[ -2.204   9.357 -10.398  -6.358  63.326],-139.7780292441429,,64.65819,8.134804,89.62146,0.009136537,637013,100.0,-2.3655593e-06,100,0.3195875,55.31,nan,53.789856,0.008468375,6.601914,13400,nan,0.9136536,0.3195875,0.84683746
0.000458569,-7.171631e-06,94.55515,-8.26873,0.0458569,26.947342,135,1495.994589805603,0.0680504,[ -2.204   9.357 -10.398  -6.358  63.242],-143.82038903576637,,64.739914,6.962343,132.88791,0.011991262,642838,100.0,-7.122755e-06,100,0.76562077,58.25,nan,54.534916,0.010948804,6.8050404,13500,nan,1.1991265,0.76562077,1.0948805
1.1446816e-05,7.2479247e-06,93.7833,-8.4272,0.0011446816,32.002983,136,1506.8256723880768,0.6740583,[ -2.204   9.357 -10.398  -6.358  63.316],-136.34449075260463,,64.89864,7.2456446,10131.819,0.019368151,647852,100.0,7.2047114e-06,100,6.0299945,50.14,nan,5.985063,0.07676305,67.40583,13600,nan,1.936815,6.0299945,7.676305
0.01,-2.0599366e-06,93.76975,-7.412834,1.0,23.802956,137,1518.3613352775574,0.01,[ -2.204   9.357 -10.398  -6.358  63.479],-140.1341560173801,,64.89864,6.386563,41.200184,0.009999999,653206,100.0,-2.026558e-06,100,-2.026558e-06,53.54,nan,100.0,9.313226e-10,1.0,13700,nan,1.0,-2.026558e-06,
1.5648568e-05,-5.4931643e-06,94.01343,-8.381836,0.0015648569,21.169525,138,1529.141812324524,0.22886485,[ -2.204   9.357 -10.398  -6.358  63.479],-138.15287997923227,,65.09326,6.782758,1035.8624,0.010177519,658427,100.0,-5.528331e-06,100,3.9267292,52.21,nan,8.005333,0.03450115,22.886486,13800,nan,1.017752,3.9267292,3.4501157
0.00256414,7.5531007e-06,94.35153,-8.473038,0.256414,29.040749,139,1541.2938253879547,0.020073041,[ -2.204   9.357 -10.398  -6.358  63.672],-140.69297402071624,,65.12548,7.1098466,46.895874,0.009254133,663996,100.0,7.584691e-06,100,0.08553891,55.69,nan,91.1877,0.0028768198,2.0073042,13900,nan,0.9254133,0.08553891,0.28768197
3.1762796e-05,-3.3569336e-06,93.89523,-8.069923,0.0031762798,19.835068,140,1552.418312549591,0.43643165,[ -2.204   9.357 -10.398  -6.358  63.708],-136.49310636508636,,65.28113,6.2934823,684.5197,0.015117484,669071,100.0,-3.4086406e-06,100,2.276725,50.75,nan,9.534629,0.046565976,43.643166,14000,nan,1.5117483,2.276725,4.656598
0.0059797526,-3.3569336e-06,94.507286,-9.738754,0.59797525,19.397415,141,1564.67192196846,0.014122824,[ -2.204   9.357 -10.398  -6.358  63.861],-140.50366158921022,,65.30262,7.9327974,70.49367,0.009799703,674837,100.0,-3.3043325e-06,100,0.068035945,57.66,nan,96.53449,0.0018567584,1.4122825,14100,nan,0.9799704,0.068035945,0.18567584
0.0033621772,-4.005432e-06,94.13068,-9.003769,0.33621773,42.102543,142,1576.4367752075195,0.020300979,[ -2.204   9.357 -10.398  -6.358  63.88 ],-138.69027120465296,,65.27136,8.819676,107.89136,0.009503483,680279,100.0,-4.1127205e-06,100,0.14825882,54.42,nan,91.077675,0.0029745158,2.030098,14200,nan,0.9503484,0.14825882,0.29745162
8.9504815e-10,7.6293946e-07,94.17729,-7.959671,8.9504816e-08,35.6958,143,1588.6006639003754,0.23836702,[ -2.204   9.357 -10.398  -6.358  63.848],-142.85444618042928,,65.06187,7.8377867,3028.3503,0.009500601,685988,100.0,7.748604e-07,100,4.070063,57.09,nan,10.753662,0.02736958,23.836702,14300,nan,0.9500601,4.070063,2.7369578
,-4.997253e-06,94.23266,-8.056862,,41.78915,144,1601.0642688274384,1.6582849e-08,[ -2.204   9.357 -10.398  -6.358  63.64 ],-142.46920875144073,,64.054665,7.3570046,6.297309e-13,1.7417352e-10,691630,100.0,-4.976988e-06,100,-8.477877e-08,56.42,nan,1.1016934,1.6502365e-09,1.6582849e-06,14400,nan,1.7417353e-08,-8.477877e-08,1.6502365e-07
0.01,5.722046e-06,94.12312,-7.913368,1.0,21.189514,145,1612.7446115016937,0.01,[ -2.204   9.357 -10.398  -6.358  62.634],-142.39743475148626,,64.054665,6.325937,40.421696,0.009999999,697276,100.0,5.742535e-06,100,5.742535e-06,56.46,nan,100.0,9.313226e-10,1.0,14500,nan,1.0,5.742535e-06,
4.7013335e-05,2.9754638e-06,94.21561,-8.309105,0.0047013336,41.149944,146,1625.5789802074432,0.18436095,[ -2.204   9.357 -10.398  -6.358  62.634],-145.56497246286293,,64.16646,9.009552,224.40901,0.008232964,703361,100.0,3.0361116e-06,100,0.9844517,60.85,nan,15.388654,0.019305019,18.436096,14600,nan,0.8232964,0.9844517,1.9305018
0.00014837267,5.340576e-06,94.38866,-7.1784363,0.014837267,20.615616,147,1637.4399557113647,0.053644318,[ -2.204   9.357 -10.398  -6.358  62.753],-141.2207651843153,,64.08593,5.742188,129.04968,0.010982532,708726,100.0,5.349517e-06,100,0.5843929,53.65,nan,57.573666,0.009427758,5.364432,14700,nan,1.0982534,0.5843929,0.9427758
0.01,5.340576e-07,93.894844,-7.221596,1.0,26.012619,148,1648.2913060188293,0.01,[ -2.204   9.357 -10.398  -6.358  62.665],-137.1197326150371,,64.08593,6.76102,46.173122,0.009999999,713684,100.0,5.8859587e-07,100,5.8859587e-07,49.58,nan,100.0,9.313226e-10,1.0,14800,nan,1.0,5.8859587e-07,
0.004594675,-3.2043456e-06,94.606926,-7.9589005,0.4594675,33.021507,149,1660.834968328476,0.041075964,[ -2.204   9.357 -10.398  -6.358  62.665],-143.2201344164986,,64.11541,7.556389,62.397038,0.010246576,719488,100.0,-3.2484531e-06,100,0.12622714,58.04,nan,84.80555,0.004337196,4.1075964,14900,nan,1.0246576,0.12622714,0.43371952
4.81982e-06,7.3242186e-06,94.07462,-8.470474,0.00048198202,28.164146,150,1672.3512015342712,0.17515776,[ -2.204   9.357 -10.398  -6.358  62.694],-137.94647587715184,,63.977066,7.1442866,2521.477,0.00889365,724712,100.0,7.3201954e-06,100,4.464592,52.24,nan,18.111023,0.018911295,17.515776,15000,nan,0.889365,4.464592,1.8911296
9.328568e-10,6.5612794e-06,93.679245,-7.3790665,9.3285685e-08,19.964676,151,1682.8925466537476,0.13556173,[ -2.204   9.357 -10.398  -6.358  62.561],-134.63483644223297,,63.80994,5.8565593,119.575554,0.011798425,729379,100.0,6.4969063e-06,100,0.4151919,46.67,nan,19.653751,0.023855258,13.556173,15100,nan,1.1798425,0.4151919,2.3855257
