InitialReturnMean,ReturnStepMaxmin,InitialReturnMin,StdD2w0t,TimeElapsed,TimestepsSoFar,EpLenMean,MaxD2w0t,MeanIW,InitialReturnStd,EpisodesSoFar,EmpiricalD2,ReturnMeanIW,Iteration,EpRewMean,ReturnStepMax,InitialBound,MeanD2w0t,MaxIW,InitialReturnMax,MeanEntropy,EpThisIter,MinIW,J_sample_variance,StdIW,Weights,MinD2w0t,Bound
-3.8146973e-07,93.5906,-17.247025,2.938722,165.95536541938782,51615,42.05,94.62074,1.3453325,8.5744,1300,24.691486,248.14037,13,-113.89696594115938,100.0,190.21162,0.51000744,53.64972,22.631065,1.2475843,100,0.011352165,214031.61,2.923139,[-0.69  -1.341 -0.948 -0.579 -0.24 ],,248.14037
-2.0599366e-06,93.88589,-16.062294,2143.2412,178.0586941242218,56038,44.23,219461.7,2.1674967,8.428554,1400,11296.077,305.3056,14,-115.25381939822051,100.0,180.53142,75.44259,129.82521,22.392796,1.2187506,100,7.83489e-06,1821430.1,12.613388,[-0.683 -1.261 -0.886 -0.518 -0.171],,305.3056
1.6784668e-06,93.34321,-14.294861,58.17609,190.78902530670166,60029,39.91,1612.9958,2.7628872,7.5067697,1500,187.1644,458.93033,15,-114.25052630673827,100.0,203.9286,7.0499935,317.24432,18.915955,1.1327772,100,1.0487302e-05,9765935.0,21.900286,[-0.506 -1.277 -0.896 -0.532 -0.2  ],,458.93033
7.095337e-06,93.84079,-16.077354,47309.836,204.95220255851746,64479,44.5,4206702.5,3.2033231,9.114054,1600,255319.12,473.25323,16,-115.87045329485355,100.0,179.94333,2704.1182,329.94592,25.421856,1.1080207,100,9.851193e-10,12722437.0,27.17807,[-0.496 -1.326 -0.827 -0.572 -0.286],,473.25323
4.9591063e-06,93.74055,-14.718422,118.84955,218.13825821876526,68755,42.76,3484.6145,1.4766207,6.927598,1700,443.99442,255.75323,17,-118.19854998833758,100.0,193.03738,13.262677,94.872925,16.826477,1.127555,100,0.00035593004,1190510.9,7.7234855,[-0.511 -1.334 -0.883 -0.471 -0.311],,255.75323
-4.196167e-07,93.57971,-13.734467,1.01168,229.63518714904785,73049,42.94,28.613754,1.3815498,8.266788,1800,4.868138,259.70715,18,-119.01726683340188,100.0,193.3183,0.236321,27.651005,25.807255,1.0501783,100,0.0031545702,292918.66,3.1953592,[-0.487 -1.35  -0.92  -0.409 -0.291],,259.70715
-1.1444092e-06,93.34066,-11.500191,117.14603,241.62069988250732,77086,40.37,10344.589,13.59432,6.78724,1900,1261.3738,1957.2864,19,-118.09926700222827,100.0,207.55861,7.3276305,869.49896,16.940659,0.94938517,100,1.6414226e-06,108121560.0,78.4329,[-0.385 -1.275 -0.849 -0.391 -0.369],,1957.2864
-8.010864e-07,93.77557,-14.007774,5087.2593,255.66774773597717,81464,43.78,394622.53,2.754452,7.390237,2000,35201.562,454.974,20,-120.78057104180355,100.0,191.3073,343.48135,251.69662,20.883945,0.86587006,100,2.0065639e-07,12606297.0,24.284134,[-0.452 -1.234 -0.845 -0.304 -0.469],,454.974
-8.468628e-06,93.806816,-16.795135,3109138000.0,268.6714401245117,85930,44.66,306449970000.0,32.907074,8.013926,2100,4457141000.0,4819.115,21,-120.92719369169532,100.0,186.70166,63562924.0,4590.8345,22.614555,0.68989515,100,3.2561586e-14,2269848000.0,333.44464,[-0.391 -1.296 -0.8   -0.395 -0.553],,4819.115
-7.6293945e-06,94.12331,-14.734917,151836500.0,283.35560154914856,90699,47.69,12560734000.0,7.1753263,7.819054,2200,359062200.0,1187.1493,22,-119.50157734784406,100.0,169.80844,4996761.0,1101.5627,21.47625,0.86687493,100,0.00022425684,59635468.0,51.644672,[-0.517 -1.245 -0.757 -0.438 -0.729],,1187.1493
-4.997253e-06,94.12255,-13.605705,1850112800.0,298.07411336898804,95401,47.02,241320690000.0,6.9815736,8.217884,2300,8350160000.0,977.4106,23,-118.57439260570183,100.0,171.55754,43952956.0,2499.8477,22.823898,0.8222536,100,1.1087506e-14,82878500.0,70.06791,[-0.558 -1.096 -0.732 -0.408 -0.552],,977.4106
4.7302246e-06,94.16723,-15.288948,120029.625,313.42749285697937,100116,47.15,16342968.0,6.790956,7.2155714,2400,361166.62,896.8457,24,-122.5921727339522,100.0,176.39706,2762.1123,534.8397,19.85278,0.8539687,100,2.7249232e-06,31902422.0,47.46606,[-0.481 -1.08  -0.673 -0.316 -0.597],,896.8457
-1.2207031e-06,94.04189,-15.097824,nan,327.8470106124878,104876,47.6,inf,112.91248,7.4291935,2500,inf,14018.821,25,-122.21860307230392,100.0,173.7548,nan,19389.594,18.727554,1.0610275,100,1.1893634e-11,19530584000.0,1156.1456,[-0.554 -1.037 -0.719 -0.238 -0.565],,14018.821
-1.0795593e-05,93.7363,-15.583282,164738.8,343.4930181503296,109231,43.55,19351126.0,16.172033,7.4108596,2600,662277.2,2217.553,26,-119.7331308052583,100.0,191.0245,4271.2627,5903.8115,18.741192,1.0509049,100,4.731178e-08,405069950.0,158.22632,[-0.488 -1.16  -0.845 -0.266 -0.358],,2217.553
3.2043456e-06,93.428474,-12.072876,127759660000000.0,357.91851139068604,113264,40.33,1.0390271e+16,5.757103,6.5661488,2700,105892754000000.0,983.9015,27,-120.11527554697048,100.0,211.19908,1955483600000.0,707.7814,21.626732,1.0574735,100,8.368248e-12,81902750.0,56.9829,[-0.294 -1.265 -0.842 -0.28  -0.368],,983.9015
-7.095337e-06,92.76944,-9.977821,75.22834,371.05124044418335,116882,36.18,2647.2373,1.3326316,6.22415,2800,327.78964,327.45862,28,-121.4728971268317,100.0,244.71098,7.04804,75.62032,15.80352,1.1021618,100,0.002235618,1101825.5,4.727605,[-0.155 -1.212 -0.806 -0.164 -0.362],,327.45862
2.5177003e-06,92.68845,-10.999283,9237.554,381.64726758003235,120408,35.26,810635.4,7.1716714,5.4586287,2900,34074.766,1417.9792,29,-119.02148434539772,100.0,247.81673,441.82864,713.2955,16.7211,1.0501482,100,6.8056063e-09,159991250.0,68.37168,[-0.187 -1.195 -0.844 -0.22  -0.317],,1417.9792
-8.010864e-06,93.03505,-12.100533,0.40215585,394.94355273246765,124148,37.4,2.8998852,1.1018183,5.9460907,3000,2.1053162,247.73358,30,-118.80769611826777,100.0,229.76357,0.109520614,7.4534607,17.920746,1.0335661,100,0.034321804,32695.088,0.9489359,[-0.202 -1.276 -0.85  -0.327 -0.369],,247.73358
6.866455e-06,93.01131,-12.10672,8.991161,405.56834292411804,127876,37.28,205.21605,1.1905106,6.5403495,3100,44.77586,270.93445,31,-118.97383660353424,100.0,231.01013,1.2371246,73.00067,17.450539,0.98922557,100,0.00030010514,461362.06,3.4388518,[-0.216 -1.277 -0.866 -0.298 -0.385],,270.93445
-1.8310546e-06,92.654854,-10.519722,14.603926,416.14923334121704,131456,35.8,416.68857,1.5578732,5.0974565,3200,85.47624,378.58008,32,-119.54609865214499,100.0,244.19388,2.2495456,47.793285,14.886932,1.0146486,100,0.0006439083,642387.25,3.727187,[-0.203 -1.306 -0.909 -0.247 -0.43 ],,378.58008
-9.918213e-07,93.132164,-10.1612015,3.7306306,428.61541843414307,135266,38.1,61.721657,1.3456484,6.185476,3300,16.073494,306.69543,33,-121.58462162254946,100.0,229.52954,0.6695414,50.74238,15.2155,1.0506581,100,0.0036790082,345684.78,2.7484722,[-0.196 -1.288 -0.829 -0.247 -0.404],,306.69543
-8.31604e-06,93.312386,-10.572517,51731630.0,440.1871585845947,139310,40.44,9269462000.0,12.599808,5.8214545,3400,217972290.0,1919.4673,34,-124.39786154163015,100.0,217.60797,1030573.94,1325.6405,14.759842,0.93844455,100,2.6534083e-12,323552830.0,126.16533,[-0.169 -1.335 -0.796 -0.241 -0.368],,1919.4673
1.0681152e-06,93.79549,-9.255241,3201.8923,454.2156720161438,143619,43.09,179728.4,10.102307,5.5320582,3500,13346.445,1510.3644,35,-128.6119724316551,100.0,207.21619,183.58833,968.97687,14.722755,0.8739889,100,1.2854194e-06,157333760.0,92.00456,[-0.162 -1.476 -0.783 -0.157 -0.481],,1510.3644
-8.087158e-06,93.76951,-10.864334,3.7799385,468.86284708976746,148035,44.16,70.59137,1.265194,6.0845513,3600,14.025268,246.0836,36,-126.92115788799777,100.0,198.29454,0.60707873,25.450947,14.380394,0.83695275,100,7.4616415e-05,148964.4,2.342007,[-0.367 -1.351 -0.839 -0.127 -0.545],,246.0836
-9.460449e-06,93.63314,-9.768509,110310470000.0,480.65352749824524,152317,42.82,7153544000000.0,116.46508,5.769046,3700,156067380000.0,18541.285,37,-127.77789365499822,100.0,207.58684,3290857000.0,14815.594,14.755104,0.9033292,100,1.7986046e-06,33991770000.0,1191.3756,[-0.307 -1.384 -0.837 -0.098 -0.582],,18541.285
-1.0681152e-06,93.8335,-10.677582,274.78784,495.3724114894867,156783,44.66,13723.933,2.064231,6.307238,3800,1149.202,368.53546,38,-125.86543309124285,100.0,193.87367,26.140724,169.23923,17.38678,1.0047615,100,0.002522543,2774054.2,10.833714,[-0.481 -1.284 -0.855 -0.151 -0.516],,368.53546
4.7302246e-06,93.76474,-11.879654,inf,508.7892818450928,161168,43.85,6.0241053e+23,5.157655,6.953782,3900,1.0941507e+22,4513.5312,39,-123.68317683798159,100.0,195.26947,3.3243585e+19,44626.848,15.746262,1.0423558,100,2.7620366e-15,2016847200.0,320.01932,[-0.472 -1.136 -0.825 -0.147 -0.414],,4513.5312
-2.5558472e-06,93.71176,-14.292465,11.079963,522.5599534511566,165556,43.88,446.83463,1.9684497,7.574596,4000,95.11956,308.58032,40,-119.72258573650605,100.0,189.12283,1.5580965,106.46367,20.843353,0.99182975,100,6.112947e-05,1215879.9,9.478162,[-0.468 -1.019 -0.741 -0.306 -0.377],,308.58032
-1.0299683e-06,93.90253,-16.728745,1.8262987,536.2824375629425,170024,44.68,39.590847,1.243522,8.392266,4100,9.299435,211.84773,41,-117.18580499755949,100.0,181.0528,0.34055218,26.163858,20.310616,0.9619141,100,0.00857809,111930.86,2.7404354,[-0.428 -1.062 -0.725 -0.376 -0.427],,211.84773
-1.5258789e-06,94.03105,-14.511482,3868678.5,548.6352424621582,174565,45.41,286309440.0,11.100795,7.524064,4200,10724769.0,1481.8147,42,-118.02304920730529,100.0,178.60452,187946.72,958.8481,18.928837,0.9638752,100,1.5044817e-07,133133480.0,92.1834,[-0.49  -1.055 -0.713 -0.383 -0.457],,1481.8147
-2.2888185e-06,93.852745,-15.370674,111995.42,562.912219285965,178991,44.26,3647283.8,4.7072754,9.832821,4300,159389.94,1173.7416,43,-113.92269110920712,100.0,178.14621,6797.875,2417.0342,29.67635,0.96919703,100,2.2980374e-05,106351660.0,44.588696,[-0.604 -1.003 -0.768 -0.429 -0.455],,1173.7416
-3.0517577e-07,93.77389,-16.406319,153080430.0,576.472341299057,183287,42.96,26614718000.0,7.106686,10.95699,4400,310432100.0,919.35223,44,-112.25695214873882,100.0,182.14148,1509583.1,698.915,44.243557,0.8777821,100,3.052223e-10,61104916.0,67.00831,[-0.662 -0.976 -0.721 -0.479 -0.45 ],,919.35223
-3.013611e-06,93.55055,-16.98935,2665012.5,589.721194267273,187266,39.79,395192580.0,1.476,13.833615,4500,9675708.0,474.92892,45,-108.41681710368805,100.0,193.72969,38197.953,2747.5088,37.34212,0.8253867,100,1.8045423e-08,14085545.0,19.663425,[-0.641 -0.893 -0.751 -0.507 -0.541],,474.92892
4.119873e-06,94.031784,-16.641426,305.7677,603.314544916153,191712,44.46,11535.359,1.8311532,11.527607,4600,366.74243,308.93448,46,-110.44359482423886,100.0,171.69783,20.08555,61.873386,37.26041,0.8118176,100,4.120537e-05,703528.75,5.246053,[-0.643 -0.952 -0.717 -0.478 -0.594],,308.93448
1.8310546e-06,94.3474,-20.28199,39.150448,616.340824842453,196439,47.27,1132.6316,1.4871608,13.842846,4700,113.01666,212.3776,47,-109.96439490363375,100.0,157.8559,4.467953,58.850918,58.373737,0.86444014,100,0.00031483307,249454.55,4.4314117,[-0.693 -0.908 -0.68  -0.495 -0.607],,212.3776
-1.7929077e-06,93.95936,-15.429886,455.73,627.9658243656158,200835,43.96,42116.72,3.1343927,10.357449,4800,3256.6418,374.74365,48,-110.80488999446384,100.0,174.85931,17.455154,238.52007,26.85374,0.87758046,100,1.7140006e-05,4000456.8,22.476252,[-0.657 -0.92  -0.684 -0.462 -0.554],,374.74365
7.6293944e-08,93.67601,-14.841507,inf,640.2283320426941,205020,41.85,4.887363e+19,12.970233,10.266665,4900,1.0886151e+18,12887.044,49,-111.40456180154506,100.0,187.04823,2363327800000000.0,82637.82,28.064068,0.9497071,100,1.0713942e-10,16481866000.0,771.7752,[-0.589 -0.928 -0.712 -0.492 -0.541],,12887.044
-2.5558472e-06,94.58583,-21.609253,15979.698,655.8462662696838,210113,50.93,2165051.0,4.8060527,12.561587,5000,65439.855,522.3939,50,-112.40677627608295,100.0,146.77905,930.8355,582.3858,42.604733,0.97217774,100,2.2858821e-05,18955246.0,44.23355,[-0.707 -0.922 -0.661 -0.421 -0.469],,522.3939
4.7302246e-06,94.009926,-18.761528,15.707846,670.4530341625214,214613,45.0,656.3279,1.3494267,11.1210375,5100,29.270205,213.19904,51,-112.27781362031087,100.0,171.73964,1.4480687,31.387829,34.99007,1.0149792,100,0.0011083102,117632.305,2.6994145,[-0.751 -0.855 -0.727 -0.391 -0.447],,213.19904
1.4877319e-06,93.80911,-14.127335,8418.596,683.0639176368713,218944,43.31,593822.25,2.8516047,8.965901,5200,42971.5,390.5119,52,-112.43703515033964,100.0,180.81999,382.8545,192.26175,33.929195,1.0148059,100,1.5697226e-06,4670444.5,19.553082,[-0.675 -0.92  -0.728 -0.399 -0.404],,390.5119
-3.929138e-06,94.13783,-23.980835,91.54966,696.2737936973572,223510,45.66,4839.412,1.6575279,13.391525,5300,298.83102,246.5638,53,-111.00321312960742,100.0,166.57062,9.575111,64.38157,48.82905,1.1035087,100,0.0034200745,508468.56,5.7845244,[-0.675 -0.949 -0.735 -0.492 -0.404],,246.5638
2.2125244e-06,94.114746,-20.207352,8.290923,709.2352793216705,228039,45.29,249.99287,1.3942406,11.750629,5400,24.048334,220.19568,54,-110.62748691545421,100.0,167.98894,1.2160758,32.90148,37.217514,1.0405364,100,0.0012006552,144525.11,2.9452868,[-0.641 -1.012 -0.702 -0.525 -0.315],,220.19568
,93.93694,-18.245064,31.231754,722.2755179405212,232462,44.23,887.16046,1.6403775,11.985936,5500,32.852814,306.11777,55,-111.9695019906741,100.0,175.14522,2.6649806,134.26169,42.32442,1.036102,100,0.0022373754,822468.1,5.3833666,[-0.589 -1.019 -0.731 -0.5   -0.378],,306.11777
-7.2860717e-06,93.69789,-16.36605,574.2683,734.9899787902832,236777,43.15,30108.676,2.6139302,8.629214,5600,2732.9,430.0623,56,-114.63857670951496,100.0,185.19357,56.34783,184.40439,24.758,1.0302755,100,5.4201573e-05,5480719.5,18.10537,[-0.432 -0.957 -0.628 -0.478 -0.383],,430.0623
3.013611e-06,94.16191,-16.690903,29.456427,748.4955050945282,241501,47.24,1785.7821,1.3535212,9.960578,5700,31.97371,202.0627,57,-114.27594958727778,100.0,164.46352,1.335511,17.397974,48.019363,1.0057079,100,0.0014018974,97504.664,2.6168387,[-0.462 -1.065 -0.614 -0.512 -0.389],,202.0627
-2.9754638e-06,94.255936,-16.198372,2.715642,761.635445356369,246366,48.65,64.228714,1.2011595,8.193546,5800,15.832166,179.26787,58,-116.96920051586311,100.0,162.1645,0.63851875,24.962175,25.028301,1.0561239,100,0.017588362,114236.89,3.005889,[-0.466 -1.103 -0.651 -0.48  -0.413],,179.26787
1.1825562e-06,94.081184,-15.918625,3280845600.0,774.3941810131073,251109,47.43,462438470000.0,4.702343,8.681669,5900,4625432000.0,635.05444,59,-116.65238595368895,100.0,167.07053,34391260.0,949.8918,42.12887,1.0264919,100,3.3570948e-09,25603026.0,42.775124,[-0.487 -1.103 -0.7   -0.487 -0.363],,635.05444
-2.5177003e-06,94.449646,-16.057442,8.419304,789.5324625968933,256021,49.12,202.4893,1.2190132,7.5189233,6000,41.111588,191.59265,60,-120.05635278050296,100.0,164.15045,1.5439469,38.332264,19.40136,1.0382022,100,0.0011283169,250084.88,4.0127354,[-0.438 -1.208 -0.673 -0.457 -0.392],,191.59265
-2.2125244e-06,94.07444,-17.48288,0.45682326,802.2447214126587,260660,46.39,2.7040029,1.1098965,7.866505,6100,2.0199609,188.11615,61,-118.61805690326803,100.0,174.65318,0.14047387,5.0764565,19.479912,1.054688,100,0.09093124,13185.984,0.8205208,[-0.419 -1.163 -0.701 -0.433 -0.381],,188.11615
-1.8310546e-06,94.08815,-14.738312,3889420500.0,814.2393171787262,265338,46.78,681774550000.0,143.93286,7.4406605,6200,24434407000.0,16493.951,62,-117.81748164526479,100.0,171.70357,67337384.0,15415.582,16.764042,0.82572013,100,2.7595728e-22,26933000000.0,1479.9587,[-0.416 -1.185 -0.696 -0.46  -0.364],,16493.951
3.7002565e-06,93.05709,-13.183556,49.57581,828.7725667953491,269164,38.26,2755.5212,1.9325212,6.5799446,6300,290.2758,386.85733,63,-114.81558041540582,100.0,216.036,4.520133,108.26488,22.635578,0.7885235,100,2.201344e-06,1447812.0,7.391541,[-0.268 -1.223 -0.765 -0.522 -0.593],,386.85733
1.1444092e-06,93.36954,-13.989365,7.6016617,841.5700912475586,273183,40.19,370.33932,1.5098734,7.3869257,6400,27.662514,292.07166,64,-115.98717303096988,100.0,205.07658,0.8028287,47.721508,20.632195,0.84866893,100,0.016858118,273128.94,3.2467332,[-0.257 -1.247 -0.774 -0.472 -0.63 ],,292.07166
2.7465821e-06,93.33325,-14.76001,115.01511,854.0378210544586,277115,39.32,3042.0547,2.2796843,6.58104,6500,291.77768,426.72604,65,-115.48220420155893,100.0,209.91379,12.050921,157.8356,16.681335,0.8227516,100,0.00016740203,5638216.5,13.807628,[-0.334 -1.196 -0.79  -0.466 -0.57 ],,426.72604
3.0517579e-06,92.9966,-14.9698105,59068874000000.0,866.5138523578644,280798,36.83,1.2005157e+16,54.6202,7.37189,6600,126517950000000.0,13515.863,66,-113.83844377702103,100.0,224.64153,465859350000.0,25400.055,20.234238,0.86817557,100,1.6925226e-08,18181740000.0,579.6428,[-0.387 -1.147 -0.849 -0.44  -0.596],,13515.863
9.918213e-07,92.89688,-13.848839,20.824818,880.4878232479095,284425,36.27,683.37213,1.9306344,6.419947,6700,170.06558,378.84332,67,-111.95171791960291,100.0,225.33385,2.822371,90.38513,13.852005,0.805176,100,1.7580454e-05,1887612.0,8.938464,[-0.43  -1.303 -1.047 -0.514 -0.551],,378.84332
4.9209593e-06,92.07558,-13.029839,0.36813158,891.7053995132446,287595,31.7,4.181806,1.1501274,6.5513577,6800,2.452922,298.92245,68,-112.00349932962997,100.0,266.3399,0.09108189,7.8615146,21.428577,0.78446656,100,0.053451985,49836.46,1.0519621,[-0.445 -1.314 -1.082 -0.456 -0.614],,298.92245
6.1416627e-06,92.350266,-12.010506,2021.7208,901.6843433380127,290926,33.31,224536.72,4.4664545,6.989999,6900,10195.727,922.6353,69,-112.005465197095,100.0,250.54329,109.15922,402.46405,24.555576,0.7607552,100,8.941226e-06,53023760.0,38.49685,[-0.416 -1.318 -1.095 -0.467 -0.634],,922.6353
4.0817263e-06,92.202156,-11.9615555,819484.75,914.1545329093933,294127,32.01,170655300.0,4.751212,7.8219366,7000,2513244.2,943.18536,70,-110.63513781255985,100.0,259.79123,7419.883,430.456,23.8933,0.7215029,100,1.0605243e-06,52070060.0,41.254025,[-0.442 -1.247 -1.1   -0.504 -0.658],,943.18536
5.4931643e-06,91.761116,-11.297661,0.26250148,925.061931848526,297105,29.78,1.9579934,1.057421,7.5627985,7100,1.2490321,296.54468,71,-110.45377299914038,100.0,283.45932,0.06543987,3.962632,19.307823,0.70431805,100,0.19784465,10754.126,0.45427984,[-0.303 -1.28  -1.118 -0.546 -0.697],,296.54468
3.3187866e-06,91.51868,-10.543404,330575900000000.0,933.9630010128021,299992,28.87,3.733596e+16,5.77377,7.8941073,7200,433346870000000.0,1578.6919,72,-109.98259056388616,100.0,292.98486,6552547000000.0,1035.7664,23.137798,0.75666654,100,1.7800607e-10,236911920.0,57.28659,[-0.331 -1.273 -1.116 -0.543 -0.715],,1578.6919
-2.7465821e-06,92.14381,-12.860077,190.71371,945.7090692520142,303160,31.68,8974.986,2.400986,6.054082,7300,362.57474,551.66327,73,-111.62620846899439,100.0,265.6461,9.053818,152.69302,17.29979,0.6902115,100,1.9231222e-05,7329552.0,13.813825,[-0.226 -1.337 -1.025 -0.527 -0.662],,551.66327
-3.1280517e-06,92.36759,-11.731239,539948100000000.0,956.9207494258881,306442,32.82,5.87292e+16,8.096148,6.8545866,7400,610943100000000.0,1680.7837,74,-111.68167971648704,100.0,254.42097,7650433600000.0,649.954,18.732048,0.6943387,100,5.4077077e-13,158118530.0,63.788437,[-0.28  -1.276 -1.011 -0.56  -0.729],,1680.7837
1.9073486e-06,91.75768,-10.843117,62788.85,968.3981311321259,309450,30.08,5693014.5,15.547772,6.275921,7500,436201.47,3420.8337,75,-111.28767171466794,100.0,282.09814,2439.1536,5254.4854,19.27819,0.7119246,100,4.3844025e-07,982365100.0,151.09467,[-0.146 -1.271 -1.02  -0.505 -0.725],,3420.8337
4.196167e-06,91.36186,-12.778229,28.952862,980.1988158226013,312265,28.15,1291.538,1.8028384,7.306277,7600,274.25055,511.89307,76,-109.38815870900179,100.0,300.7309,2.5684357,95.926926,21.808804,0.6572256,100,0.00018613206,5935852.5,9.818716,[-0.14  -1.23  -1.013 -0.578 -0.707],,511.89307
2.0217894e-06,92.085205,-12.3474655,14.834382,990.9244227409363,315412,31.47,2305.0552,1.9367661,7.3414383,7700,88.826965,454.70346,77,-110.29442121584181,100.0,264.56018,0.69905627,32.15351,24.369553,0.6433259,100,0.0009394045,1096616.9,5.3003416,[-0.175 -1.269 -0.994 -0.57  -0.762],,454.70346
-1.2207031e-06,91.844696,-13.497696,74.11814,1002.039208650589,318434,30.22,2514.5574,1.658305,7.2931376,7800,255.45529,431.16248,78,-109.95629967523497,100.0,277.15268,7.012197,125.11397,22.750118,0.6318231,100,0.00012379065,5522447.0,10.267526,[-0.09  -1.194 -0.932 -0.573 -0.776],,431.16248
-3.3187866e-06,91.75742,-11.832558,560312.56,1012.3688187599182,321446,30.12,25887212.0,4.31339,8.210715,7900,758274.0,996.07623,79,-109.81210293588254,100.0,277.9055,20007.92,367.52112,31.197369,0.59203684,100,1.4032334e-08,59851180.0,35.530983,[-0.121 -1.167 -0.878 -0.587 -0.787],,996.07623
-1.9073486e-06,92.409584,-13.915184,8369.923,1024.3873975276947,324717,32.71,1415594.5,3.9029963,9.980958,8000,49347.816,737.55676,80,-108.99085153126056,100.0,249.06291,159.32986,261.49554,24.970982,0.5712324,100,4.5019583e-08,19268380.0,27.17314,[-0.21  -1.122 -0.88  -0.622 -0.827],,737.55676
-4.5013426e-06,92.81161,-17.666702,11.300659,1036.0597217082977,328215,34.98,1799.7968,1.302336,11.70751,8100,86.428535,270.84595,81,-108.23549677298115,100.0,227.45795,0.7165689,48.799454,35.484406,0.58470315,100,0.00047228296,579716.9,4.8773885,[-0.129 -1.102 -0.888 -0.65  -0.848],,270.84595
