MaxVanillaIw,ESSClassic,ESSRenyi,MinVanillaIw,AvgVanillaIw,MaxNormIw,VarJ,J,VarVanillaIw,AvgNormIw,VarRet,AvgEpLen,AvgDiscRet,MinNormIw,VarDiscRet,VarNormIw,Bound,AvgRet,eRenyi2,BatchSize
14.927948,25.3474525845575,14.678128541970455,0.002158722,1.2628673,0.11820678,267.53983,676.27325,4.744501,0.01,278879.6132693077,77.72,480.2043922670448,1.7093813e-05,48060.716549030214,0.00029749188,1079.211,767.6510452428844,6.8128576,100
8.836983,33.126103089758146,23.21713723444487,1.4566516e-06,1.1773034,0.07506122,89.08167,822.488,2.8263621,0.01,342319.37446300476,132.97,684.542139642352,1.2372779e-08,37092.41986947244,0.0002039159,1637.9084,1321.8632749961575,4.3071632,100
11.785962,32.278346120556016,35.69497695568595,0.001181119,1.1874601,0.09925355,36.883705,852.74005,2.9882643,0.010000002,129678.85142631044,175.04,813.7651641420764,9.946601e-06,6841.103155615267,0.00021192439,1808.4377,1745.9004851991172,2.8015146,100
4.700328,58.935971887728265,57.43554238282437,0.028486071,1.0324452,0.045526173,12.432415,861.19836,0.750205,0.01,103595.09512391903,185.49,833.9872751353322,0.0002759088,5967.544587340471,7.037947e-05,1878.6686,1852.3094862705336,1.7410822,100
2.1604738,74.73849831420499,80.50301331802211,0.020843659,0.88289243,0.024470408,5.9618773,864.26624,0.26613098,0.01,23585.116535615678,195.97,858.0044847512582,0.00023608378,1260.8865950783775,3.4141285e-05,1908.0089,1958.2583374386002,1.2421895,100
1.4595526,92.7898102061024,93.67411653944117,0.2980403,0.96310776,0.015154614,4.8462825,865.1869,0.072805114,0.01,3801.1106936438787,198.96,864.2528807992079,0.0030945686,101.07597111572218,7.848959e-06,1919.6359,1989.209746130053,1.0675308,100
1.2374066,97.83959710635307,97.66759262525736,0.384102,0.98816633,0.01252225,2.8878722,865.4769,0.02177916,0.01,1103.2716252713492,199.47,865.1423680202595,0.0038870175,25.24254706361789,2.2303914e-06,1922.666,1994.2173942803777,1.0238811,100
1.1173499,98.9086099679534,99.098257046122,0.42651692,0.99721384,0.011204717,0.93637437,865.9069,0.011083674,0.01,225.98265009647514,199.86,865.7806794558226,0.004277086,4.782416432619241,1.1145696e-06,1926.0903,1998.4426908979005,1.0090995,100
1.5224807,94.77713118193756,95.86712143488553,0.16479251,0.99722403,0.015267189,4.7185802,865.4267,0.055354863,0.01,3505.3055172509967,199.18,864.5896933773853,0.0016525124,98.71333464108811,5.5663477e-06,1922.0681,1991.5358616893552,1.0431105,100
1.0026065,99.9995648616383,99.99958276922739,0.9921337,0.9993926,0.010032158,0.033039957,865.9961,4.548237e-06,0.01,0.0132342173012827,200.0,865.9959683716203,0.009927367,0.0011133779498941011,4.553761e-10,1927.0516,1999.9377375507354,1.0000042,100
