BatchSize,AvgVanillaIw,VarNormIw,AvgEpLen,MinNormIw,Delta,AvgRet,eRenyi2,VarDiscRet,VarRet,VanillaAvgRet,MinVanillaIw,J,Bound,IterType,AvgNormIw,MaxNormIw,ESSClassic,VarVanillaIw,MaxVanillaIw,AvgDiscRet,VarJ,ESSRenyi,EpsThisIter
100,1.0569845,7.042442e-06,200.0,0.0017518562,0.2,-8.267316004272693,1.0960697,59.59438974004356,59.59438974004356,-8.267316004272693,0.18516849,-7.7857494,-13.314373,1,0.01,0.012313423,93.48238138823466,0.078679316,1.3015097,-8.267316004272693,7.500863,91.23507436348625,100
100,0.9900538,6.3304465e-06,200.0,0.0031580345,0.2,-7.968888873023548,1.0703826,52.015210307764114,52.015210307764114,-7.968888873023548,0.3126624,-7.609355,-12.867737,1,0.01,0.012964833,94.10247936573425,0.062051445,1.2835882,-7.968888873023548,7.438308,93.42453853538582,100
100,1.0237132,2.8348304e-06,200.0,0.007549209,0.2,-8.508452526176267,1.0268384,56.60621872183438,56.60621872183438,-8.508452526176267,0.7728225,-8.368923,-13.615973,1,0.01,0.014481489,97.27012386581255,0.029708708,1.4824891,-8.508452526176267,7.431977,97.38630525979119,100
100,1.001629,2.8824633e-07,200.0,0.0082394825,0.2,-7.589882474889603,1.0034198,49.72611322823152,49.72611322823152,-7.589882474889603,0.82529044,-7.571947,-12.6075945,1,0.01,0.010433255,99.71546294310868,0.0028918611,1.045025,-7.589882474889603,7.0514674,99.65918979909817,100
100,1.0262005,1.0437063e-05,200.0,0.0017520324,0.2,-8.833788053227007,1.1088543,58.549031924594345,58.549031924594345,-8.833788053227007,0.17979366,-8.156502,-14.091301,1,0.009999999,0.0133050615,90.63496760118997,0.10991138,1.3653661,-8.833788053227007,7.2984276,90.18317425205424,100
100,0.9716397,1.974478e-06,200.0,0.0090994155,0.2,-8.233077348234337,1.032174,51.525468383414896,51.525468383414896,-8.233077348234337,0.88413537,-8.061153,-12.824787,1,0.01,0.016875917,98.08275756841411,0.018640725,1.6397312,-8.233077348234337,7.0420637,96.88289072602966,100
100,1.0114694,2.9600058e-06,200.0,0.006280128,0.2,-8.465875195573608,1.0349224,46.477229094362684,46.477229094362684,-8.465875195573608,0.6352157,-8.301644,-13.403669,1,0.01,0.015683088,97.15303129037294,0.030282935,1.5862963,-8.465875195573608,6.7698255,96.62560568045505,100
100,1.0059975,1.3740943e-07,200.0,0.009474656,0.2,-8.32878915923857,1.0014871,61.01928388496257,61.01928388496257,-8.32878915923857,0.953148,-8.320732,-13.173267,1,0.01,0.0113379955,99.86415526734974,0.0013906262,1.1405996,-8.32878915923857,7.777057,99.85150724019748,100
100,0.982139,4.89767e-06,200.0,0.0043967343,0.2,-7.251717835360511,1.0467832,52.475256340065485,52.475256340065485,-7.251717835360511,0.4318204,-7.0230546,-11.887953,1,0.009999999,0.012496389,95.37555244111394,0.04724278,1.2273191,-7.251717835360511,7.176453,95.53076430232635,100
100,1.039002,1.3840948e-05,200.0,0.00068064866,0.2,-7.848873241637201,1.1541443,49.01091549553514,49.01091549553514,-7.848873241637201,0.070719525,-7.1151724,-12.263187,1,0.01,0.013839745,87.94878029894828,0.14941649,1.4379522,-7.848873241637201,7.211711,86.64427933049525,100
100,1.0035236,2.6833413e-06,200.0,0.005054045,0.2,-7.803567765711015,1.032602,58.86603425960442,58.86603425960442,-7.803567765711015,0.50718534,-7.649115,-12.459246,1,0.01,0.011506053,97.41222115767869,0.02702285,1.1546596,-7.803567765711015,7.7927294,96.84273766167138,100
100,0.9915741,4.2824154e-06,200.0,0.0025458303,0.2,-8.893761578755868,1.0485276,59.421530899838174,59.421530899838174,-8.893761578755868,0.25243795,-8.634578,-13.799285,1,0.01,0.012063905,95.93283954121048,0.04210553,1.1962255,-8.893761578755868,7.7525444,95.37183394543257,100
100,1.0159318,3.890011e-06,200.0,0.0027487106,0.2,-8.985664050065655,1.0382154,51.80428541262222,51.80428541262222,-8.985664050065655,0.27925026,-8.823934,-13.488864,1,0.010000002,0.011615949,96.29169523711174,0.04014949,1.1801013,-8.985664050065655,7.2028294,96.31912618199964,100
100,0.97784007,4.748197e-06,200.0,0.0035620735,0.2,-6.859986320124456,1.0337603,47.484192442358264,47.484192442358264,-6.859986320124456,0.3483138,-6.7154326,-11.307423,1,0.01,0.011977571,95.51033246651488,0.045400884,1.1712148,-6.859986320124456,6.8988447,96.73422272858838,100
100,1.0290252,1.06132065e-05,200.0,0.0076014632,0.2,-7.641155410995907,1.0851858,47.35078273826936,47.35078273826936,-7.641155410995907,0.7822097,-7.234252,-12.070625,1,0.01,0.022987226,90.4919589884513,0.112382464,2.3654435,-7.641155410995907,6.655273,92.1501213090169,100
100,0.9874365,8.257825e-07,200.0,0.0088107465,0.2,-8.530615837407494,1.0098722,47.89977534101314,47.89977534101314,-8.530615837407494,0.87000525,-8.4878645,-13.392195,1,0.009999998,0.013716084,99.18911969944247,0.008051632,1.3543761,-8.530615837407494,6.88093,99.0224309448874,100
100,0.94379747,2.0576184e-05,200.0,0.00012477364,0.2,-9.031485967558547,1.1389294,63.35021299547096,63.35021299547096,-9.031485967558547,0.011776105,-8.208474,-13.569429,1,0.01,0.0146766845,83.07689082090849,0.18328314,1.3851818,-9.031485967558547,8.082995,87.80175741508926,100
100,1.0126057,5.574822e-06,200.0,0.008511868,0.2,-7.790155240846146,1.0639559,49.786130600184656,49.786130600184656,-7.790155240846146,0.8619166,-7.4325037,-12.159504,1,0.01,0.019204821,94.76959649750886,0.057162568,1.9446912,-7.790155240846146,7.122907,93.98885772711571,100
100,1.0217094,2.9862938e-06,200.0,0.003936832,0.2,-6.449389213062022,1.037273,42.801999807301954,42.801999807301954,-6.449389213062022,0.40222985,-6.266521,-11.144039,1,0.010000002,0.011560387,97.12843940824331,0.031173626,1.1811357,-6.449389213062022,6.376816,96.40663088877643,100
100,0.98239344,2.2336696e-06,200.0,0.0057891337,0.2,-7.141209033877056,1.0200127,45.147318404801524,45.147318404801524,-7.141209033877056,0.5687207,-7.0586324,-11.874317,1,0.01,0.011597192,97.83649175155459,0.021557074,1.1393005,-7.141209033877056,6.5774446,98.03799152619527,100
100,0.98225206,2.9329492e-06,200.0,0.0025682931,0.2,-8.136668341169626,1.0195168,49.615681290613225,49.615681290613225,-8.136668341169626,0.25227112,-8.062391,-12.733974,1,0.010000002,0.011381865,97.17830562002324,0.028297648,1.117986,-8.136668341169626,6.8517985,98.08567890353116,100
100,1.0079848,2.3340925e-07,200.0,0.008476587,0.2,-8.145102606641892,1.0039248,50.13308425031001,50.13308425031001,-8.145102606641892,0.8544271,-8.127016,-12.759983,1,0.01,0.010524514,99.76944026266591,0.0023715151,1.060855,-8.145102606641892,7.0738125,99.6090497548427,100
100,1.0031291,4.851715e-07,200.0,0.0064288364,0.2,-8.128516728467904,1.0049903,50.85664837772038,50.85664837772038,-8.128516728467904,0.6448953,-8.096634,-12.958899,1,0.01,0.010505853,99.52198245058477,0.0048821256,1.0538727,-8.128516728467904,7.127713,99.50344405472056,100
100,0.9755295,5.0312146e-06,200.0,0.0023174735,0.2,-8.538500941546701,1.0398101,50.56399054667581,50.56399054667581,-8.538500941546701,0.22607636,-8.373259,-13.31041,1,0.01,0.012030851,95.25543539959102,0.04787994,1.173645,-8.538500941546701,7.0830226,96.17141024784127,100
100,0.96009743,3.7744507e-05,200.0,9.551822e-05,0.2,-7.80714264719074,1.3302375,55.67377586706103,55.67377586706103,-7.80714264719074,0.009170679,-6.620856,-11.916477,1,0.01,0.020562273,72.79766284594551,0.34792396,1.9741786,-7.80714264719074,7.977723,75.17454545682656,100
100,1.019917,4.560174e-06,200.0,0.0084054405,0.2,-7.993602828764029,1.0722318,53.21278034102472,53.21278034102472,-7.993602828764029,0.85728526,-7.551637,-12.465036,1,0.010000002,0.020360764,95.68043114541155,0.047436338,2.0766292,-7.993602828764029,7.238741,93.26341826345161,100
100,1.0223063,4.9196606e-06,200.0,0.008632259,0.2,-7.743233704830341,1.0382429,54.637657294150394,54.637657294150394,-7.743233704830341,0.88248134,-7.557812,-12.482569,1,0.01,0.023326125,95.35574218725375,0.05141587,2.3846445,-7.743233704830341,7.249052,96.31657150717275,100
100,0.9884388,2.090174e-06,200.0,0.005714514,0.2,-8.357301703648714,1.0203598,47.500817757633996,47.500817757633996,-8.357301703648714,0.5648447,-8.280709,-12.775795,1,0.01,0.011415313,97.97268064005739,0.020421233,1.1283338,-8.357301703648714,6.8581324,98.00464939239886,100
100,1.0048873,6.608767e-06,200.0,0.0014050188,0.2,-7.250678518820101,1.0492448,41.8874403549631,41.8874403549631,-7.250678518820101,0.14118856,-7.0574713,-11.804616,1,0.01,0.011983301,93.8590923262543,0.06673523,1.2041867,-7.250678518820101,6.763964,95.30664690685427,100
100,1.001384,4.2905713e-06,200.0,0.0050499425,0.2,-7.931089315828436,1.0437497,50.33445066627574,50.33445066627574,-7.931089315828436,0.5056932,-7.7199664,-12.479063,1,0.01,0.0152220735,95.9254071609645,0.043024562,1.5243142,-7.931089315828436,7.0842113,95.80841168407855,100
100,0.99210984,1.3085661e-06,200.0,0.008625847,0.2,-7.858209111801943,1.0142167,56.08134098766118,56.08134098766118,-7.858209111801943,0.8557788,-7.796275,-12.585045,1,0.01,0.014055669,98.72109411931555,0.012879977,1.3944768,-7.858209111801943,7.4246755,98.59826189081963,100
100,1.0087432,3.0520882e-06,200.0,0.0068086707,0.2,-8.333559567058165,1.0512506,54.40548262710809,54.40548262710809,-8.333559567058165,0.68682,-8.096178,-12.94859,1,0.01,0.015600072,97.06704238234718,0.03105691,1.5736465,-8.333559567058165,7.331041,95.12479915868055,100
100,0.9983069,7.0846184e-08,200.0,0.009232294,0.2,-7.746678897255309,1.000748,48.52828619750081,48.52828619750081,-7.746678897255309,0.92166626,-7.7431417,-12.364956,1,0.010000002,0.010252698,99.92990699238021,0.0007060651,1.0235339,-7.746678897255309,6.91588,99.92525208510946,100
100,1.011039,4.7774847e-06,200.0,0.0059330715,0.2,-8.485245201313605,1.0450011,53.79606276564972,53.79606276564972,-8.485245201313605,0.5998567,-8.281974,-13.111568,1,0.01,0.01612833,95.48388606960872,0.04883544,1.630637,-8.485245201313605,7.374069,95.69367467079165,100
100,0.99695426,2.4582807e-06,200.0,0.008078028,0.2,-8.265843300453325,1.03043,49.73369317277016,49.73369317277016,-8.265843300453325,0.8053425,-8.11266,-12.879394,1,0.010000002,0.015498573,97.62410077411525,0.02443329,1.5451368,-8.265843300453325,6.926273,97.04686776402198,100
100,1.0156602,1.2494099e-06,200.0,0.009293632,0.2,-7.306307680786881,1.0075715,44.58494443545779,44.58494443545779,-7.306307680786881,0.94391716,-7.278398,-12.0687895,1,0.009999999,0.016633034,98.77821435279017,0.012888486,1.6893511,-7.306307680786881,6.6649942,99.24854373848366,100
100,1.0108627,1.7606202e-05,200.0,0.0008889331,0.2,-7.574709414228733,1.1898506,49.00586762658836,49.00586762658836,-7.574709414228733,0.089858934,-6.811386,-11.8837595,1,0.01,0.015742367,85.15702574127063,0.17990783,1.5913372,-7.574709414228733,6.5572033,84.04416707827423,100
100,1.000368,1.475984e-06,200.0,0.0056813215,0.2,-6.126616915281395,1.0151862,40.288507968045224,40.288507968045224,-6.126616915281395,0.56834126,-6.057709,-10.465136,1,0.009999999,0.010989946,98.55983291697468,0.014770706,1.0993991,-6.126616915281395,6.3204846,98.50409799249624,100
100,0.9645667,8.94106e-06,200.0,0.0011466182,0.2,-7.493221073628138,1.0805445,47.98351395866715,47.98351395866715,-7.493221073628138,0.110598974,-7.1754494,-12.106725,1,0.010000002,0.013169687,91.86814237729958,0.08318664,1.2703042,-7.493221073628138,6.8026304,92.54593643786191,100
100,1.0249332,5.297821e-06,200.0,0.008802132,0.2,-8.07201835948244,1.0272169,54.919062428475655,54.919062428475655,-8.07201835948244,0.90215975,-7.953319,-12.626236,1,0.01,0.02294788,95.0165554734263,0.05565299,2.3520045,-8.07201835948244,7.4334226,97.35042219261639,100
100,0.99209917,4.0327795e-06,200.0,0.003800375,0.2,-7.621996027856739,1.0408024,48.6126743296786,48.6126743296786,-7.621996027856739,0.37703487,-7.411123,-12.247355,1,0.01,0.01196572,96.1608233999731,0.039693065,1.187118,-7.621996027856739,7.046076,96.07972068804496,100
100,1.0043589,9.635286e-06,200.0,0.001664033,0.2,-7.735496751919665,1.0962311,49.20657330531435,49.20657330531435,-7.735496751919665,0.16712864,-7.3237424,-12.252169,1,0.01,0.012963824,91.29174421838042,0.09719467,1.3020332,-7.735496751919665,7.01455,91.22164088529905,100
100,1.0018445,1.9116608e-06,200.0,0.008753397,0.2,-6.867895620422365,1.023684,42.774407135974265,42.774407135974265,-6.867895620422365,0.87695426,-6.755453,-11.550667,1,0.009999999,0.01623556,98.14261729323987,0.019187195,1.6265507,-6.867895620422365,6.461666,97.6863930434815,100
100,1.0116444,2.3935804e-06,200.0,0.0059760297,0.2,-8.466670110504564,1.0305873,59.16558008821646,59.16558008821646,-8.466670110504564,0.6045617,-8.323329,-13.1472435,1,0.01,0.012301519,97.68519712552153,0.024496486,1.2444762,-8.466670110504564,7.736239,97.03205006527905,100
100,1.0098673,5.708367e-06,200.0,0.008492022,0.2,-7.614329005027526,1.0589088,54.73532392069836,54.73532392069836,-7.614329005027526,0.8575815,-7.3170896,-12.214519,1,0.01,0.023399437,94.6510041694869,0.058215756,2.3630326,-7.614329005027526,7.480382,94.43683733375542,100
100,0.9853197,3.4413445e-06,200.0,0.003807792,0.2,-8.25707787126553,1.0346868,53.35314037870591,53.35314037870591,-8.25707787126553,0.37518924,-8.09712,-12.905402,1,0.01,0.0124458065,96.70532850725156,0.033410452,1.2263098,-8.25707787126553,7.1819715,96.64760353666802,100
100,0.97413236,1.6732112e-05,200.0,0.00019090607,0.2,-6.959958988460917,1.1531129,45.82965374670849,45.82965374670849,-6.959958988460917,0.018596778,-6.3739448,-11.400316,1,0.01,0.014484905,85.78919400319786,0.1587767,1.4110215,-6.959958988460917,6.7520256,86.72177807698367,100
100,0.9745126,1.07409605e-05,200.0,0.0036351013,0.2,-7.919295153338651,1.1267096,48.22482449161223,48.22482449161223,-7.919295153338651,0.3542452,-7.4259233,-12.369005,1,0.01,0.017657265,90.38849771990081,0.10200418,1.7207227,-7.919295153338651,7.013865,88.75401588632522,100
100,0.99852777,8.657524e-07,200.0,0.009282062,0.2,-8.322976723215923,1.0137755,58.81487757826531,58.81487757826531,-8.322976723215923,0.92683965,-8.253374,-12.995707,1,0.01,0.013696805,99.15018811385801,0.00863205,1.367664,-8.322976723215923,7.6869316,98.64117170821592,100
100,0.99360657,2.1349599e-05,200.0,0.00015236739,0.2,-8.127337991522422,1.2205881,48.88689949537092,48.88689949537092,-8.127337991522422,0.015139324,-7.4279327,-12.693926,1,0.009999999,0.015407387,82.55179726808765,0.21077478,1.5308881,-8.127337991522422,7.43827,81.9277207275881,100
100,1.0072385,4.4523317e-06,200.0,0.008713285,0.2,-7.5623958147468215,1.0414982,52.85491173412946,52.85491173412946,-7.5623958147468215,0.8776357,-7.356504,-12.224024,1,0.01,0.019935735,95.77828630851162,0.045170214,2.008004,-7.5623958147468215,7.1739216,96.01552985559798,100
100,0.993458,8.463871e-06,200.0,0.00864421,0.2,-7.229810750407313,1.0517023,47.504427534421254,47.504427534421254,-7.229810750407313,0.85876596,-7.013209,-11.762882,1,0.01,0.031595666,92.26858623585282,0.08353493,3.1388965,-7.229810750407313,6.7946935,95.08394505843022,100
100,1.0214707,8.704893e-06,200.0,0.0012759396,0.2,-8.01598191478515,1.0921416,50.77008760738352,50.77008760738352,-8.01598191478515,0.1303335,-7.5520444,-12.542799,1,0.010000002,0.012660399,92.06589267143852,0.090827085,1.2932227,-8.01598191478515,6.9742365,91.56321617263808,100
100,1.0163622,8.675275e-07,200.0,0.0060764397,0.2,-7.368964378899027,1.0140855,45.10143441088614,45.10143441088614,-7.368964378899027,0.6175863,-7.306816,-11.90597,1,0.010000002,0.010794279,99.14846330455427,0.00896149,1.0970896,-7.368964378899027,6.6737275,98.61101151718526,100
100,1.0010417,7.2121685e-07,200.0,0.005171992,0.2,-7.467169821257478,1.0057888,42.028902094050494,42.028902094050494,-7.467169821257478,0.5177379,-7.433184,-12.1438,1,0.010000002,0.010605167,99.29104116353199,0.007227201,1.0616213,-7.467169821257478,6.4417067,99.42445142730357,100
100,0.986239,1.0684236e-06,200.0,0.008965439,0.2,-8.182536494343669,1.0136535,55.73004439520452,55.73004439520452,-8.182536494343669,0.8842066,-8.114849,-12.91775,1,0.01,0.013628232,98.95332421722449,0.010392207,1.3440695,-8.182536494343669,7.434248,98.65303907661426,100
100,0.9830067,1.8557542e-06,200.0,0.008967924,0.2,-7.320641730478252,1.0347043,47.64175287319214,47.64175287319214,-7.320641730478252,0.88155293,-7.1357255,-11.946055,1,0.01,0.015858158,98.19594833402986,0.017932197,1.5588677,-7.320641730478252,6.772791,96.6459667116335,100
100,0.9514209,8.675229e-06,200.0,0.0043308106,0.2,-7.636744808171218,1.0928341,45.288690922669545,45.288690922669545,-7.636744808171218,0.41204238,-7.2640085,-12.023611,1,0.01,0.020963203,92.09080110374403,0.078528315,1.994483,-7.636744808171218,6.7990007,91.50519609959555,100
100,1.0176076,5.4044262e-06,200.0,0.008878602,0.2,-7.886191328619332,1.0222157,45.59424316872716,45.59424316872716,-7.886191328619332,0.9034932,-7.806478,-12.542854,1,0.01,0.026153326,94.92134060724361,0.055964194,2.6613822,-7.886191328619332,6.6974087,97.82670883748007,100
100,1.0027589,2.9202083e-06,200.0,0.007387852,0.2,-8.560623110874264,1.0266967,60.54792933482758,60.54792933482758,-8.560623110874264,0.7408234,-8.442987,-13.177927,1,0.010000002,0.01575618,97.19022529520339,0.029363437,1.579965,-8.560623110874264,7.770219,97.39974985358586,100
100,1.0219253,4.9264972e-06,200.0,0.0060431217,0.2,-8.015997241026989,1.0611337,45.208585777789956,45.208585777789956,-8.015997241026989,0.6175619,-7.729768,-12.547943,1,0.01,0.01747924,95.34958439674472,0.051448956,1.7862478,-8.015997241026989,6.7038927,94.2388277845089,100
100,1.0223527,1.4469815e-05,200.0,0.008179874,0.2,-6.941257891931616,1.09431,46.484330817504045,46.484330817504045,-6.941257891931616,0.83627164,-6.4813204,-11.498627,1,0.010000002,0.03596502,87.46983184091286,0.15123925,3.6768935,-6.941257891931616,6.6652246,91.38178017716845,100
100,0.9804028,6.273595e-06,200.0,0.0035522308,0.2,-8.034701484250874,1.0668691,51.22123852199742,51.22123852199742,-8.034701484250874,0.3482617,-7.748107,-12.703453,1,0.01,0.014183369,94.15232293581725,0.060301144,1.3905416,-8.034701484250874,7.041301,93.7322078983439,100
100,0.96130544,3.0942572e-06,200.0,0.0068569444,0.2,-7.090561895783282,1.0423967,49.02843836592198,49.02843836592198,-7.090561895783282,0.6591618,-6.921423,-11.693069,1,0.01,0.015671195,97.02773778120974,0.028594285,1.5064806,-7.090561895783282,6.995735,95.93277050297127,100
100,1.0053356,3.9443426e-06,200.0,0.0032911438,0.2,-7.949351786601877,1.041546,54.37752031400126,54.37752031400126,-7.949351786601877,0.3308704,-7.723845,-12.585083,1,0.01,0.011729903,96.24186587631532,0.039865457,1.1792488,-7.949351786601877,7.329212,96.01112311481093,100
100,1.0055686,2.5216696e-07,200.0,0.008806352,0.2,-8.957653441308668,1.0027457,47.131811995510695,47.131811995510695,-8.957653441308668,0.8855391,-8.945128,-13.50219,1,0.010000002,0.011584671,99.75096664238369,0.002549832,1.1649182,-8.957653441308668,6.815569,99.726177091961,100
100,0.983907,3.964259e-06,200.0,0.008488628,0.2,-7.86491094656377,1.0453916,60.065372664267976,60.065372664267976,-7.86491094656377,0.83520204,-7.647329,-12.408712,1,0.01,0.018112151,96.22359444050903,0.038376927,1.7820672,-7.86491094656377,7.495308,95.65793704914144,100
100,0.99065286,2.2600366e-06,200.0,0.009039821,0.2,-6.769545543987078,1.0319396,43.28646593414493,43.28646593414493,-6.769545543987078,0.8955325,-6.5891976,-11.457315,1,0.01,0.015925707,97.81152496115531,0.02217984,1.5776846,-6.769545543987078,6.415397,96.90489395470729,100
100,1.0665455,7.907758e-05,200.0,0.0070178974,0.2,-8.399883793431387,1.226591,62.36026361894803,62.36026361894803,-8.399883793431387,0.7484907,-7.578653,-12.8118105,1,0.01,0.09047746,56.08940894316281,0.8995228,9.649833,-8.399883793431387,10.314937,81.52676868825375,100
100,1.0373373,8.511069e-06,200.0,0.008540546,0.2,-8.270285150986416,1.0398104,49.752258666608554,49.752258666608554,-8.270285150986416,0.88594264,-8.107012,-12.799313,1,0.01,0.025484456,92.22883426073942,0.09158495,2.6435978,-8.270285150986416,6.8203707,96.1713771710651,100
100,0.9813198,1.6138065e-06,200.0,0.009107065,0.2,-8.66198550325388,1.0324507,52.64576252067832,52.64576252067832,-8.66198550325388,0.89369434,-8.474439,-13.313408,1,0.01,0.014500411,98.42746308498235,0.015540774,1.4229541,-8.66198550325388,7.248266,96.85692723925575,100
100,0.9809736,5.3433696e-06,200.0,0.0022108506,0.2,-8.12812544123466,1.0428996,38.852264994272936,38.852264994272936,-8.12812544123466,0.2168786,-7.910323,-12.719839,1,0.01,0.012115305,94.97585315823414,0.05141973,1.1884794,-8.12812544123466,6.2789364,95.88650640408683,100
100,0.9833831,1.3224025e-05,200.0,0.00085926685,0.2,-8.508119735524287,1.1305319,48.32520468975812,48.32520468975812,-8.508119735524287,0.08449885,-8.04792,-13.081604,1,0.01,0.013969875,88.4237533039924,0.12788191,1.3737739,-8.508119735524287,7.4229617,88.45393869346299,100
100,1.0167905,1.1638199e-05,200.0,0.005204773,0.2,-8.238542130980923,1.1137513,54.68518141833167,54.68518141833167,-8.238542130980923,0.5292164,-7.7783875,-12.689699,1,0.009999999,0.019760923,89.66855995921343,0.120323054,2.009272,-8.238542130980923,7.366019,89.78665227843875,100
100,1.0075742,2.600312e-05,200.0,0.0002153627,0.2,-8.501102156262071,1.2329111,54.903188098000676,54.903188098000676,-8.501102156262071,0.021699391,-7.610827,-12.745834,1,0.010000002,0.017802777,79.5272369876044,0.26398525,1.793762,-8.501102156262071,7.845491,81.10884815219048,100
100,0.9972783,5.3534536e-06,200.0,0.0029626824,0.2,-8.30350308653654,1.0590941,47.1089529379287,47.1089529379287,-8.30350308653654,0.2954619,-8.095592,-12.897232,1,0.01,0.012275405,94.96682453711365,0.053243537,1.2241995,-8.30350308653654,6.809782,94.4203189325019,100
100,1.0175482,1.0822678e-06,200.0,0.007438452,0.2,-9.128019284879446,1.0104606,58.74738567839188,58.74738567839188,-9.128019284879446,0.75689834,-9.078951,-13.876313,1,0.01,0.012249545,98.93992143153453,0.011205847,1.2464503,-9.128019284879446,7.615709,98.9647676513899,100
100,1.0036358,1.1654998e-06,200.0,0.0063027814,0.2,-8.481127671708993,1.0128107,48.1305990102642,48.1305990102642,-8.481127671708993,0.6325697,-8.418219,-13.170275,1,0.009999999,0.010870209,98.85933007332969,0.0117399,1.090973,-8.481127671708993,6.8909864,98.7351331297569,100
100,1.0317837,1.7142804e-05,200.0,0.008278515,0.2,-7.577964807641499,1.0597441,43.13730343334937,43.13730343334937,-7.577964807641499,0.85416377,-7.306477,-12.178747,1,0.010000002,0.04356025,85.49098586120532,0.18249847,4.494476,-7.577964807641499,6.539761,94.36240140079988,100
100,0.99785024,7.954996e-07,200.0,0.004742595,0.2,-6.861772298674548,1.0063522,46.01456925253315,46.01456925253315,-6.861772298674548,0.47323996,-6.806324,-11.39702,1,0.01,0.0106361825,99.21858755282236,0.0079208305,1.0613317,-6.861772298674548,6.697879,99.36879093719963,100
100,1.0069808,1.2201815e-06,200.0,0.006003641,0.2,-8.344409345531501,1.0147297,47.564359934401025,47.564359934401025,-8.344409345531501,0.6045551,-8.277496,-12.898372,1,0.010000002,0.011130786,98.80643817509076,0.012372764,1.1208487,-8.344409345531501,6.8938026,98.54840775031514,100
100,1.0350357,1.134709e-05,200.0,6.638438e-05,0.2,-7.39272427357558,1.1292421,53.846562426397405,53.846562426397405,-7.39272427357558,0.0068710214,-6.701693,-11.742027,1,0.01,0.013262394,89.9008742327647,0.12156126,1.3727052,-7.39272427357558,7.177191,88.55497268011075,100
100,1.0023828,2.6115874e-08,200.0,0.009432049,0.2,-8.139444770413235,1.0003566,49.426324788689556,49.426324788689556,-8.139444770413235,0.94545233,-8.137244,-12.907039,1,0.010000002,0.010112701,99.97413815590998,0.0002624048,1.0136797,-8.139444770413235,7.000685,99.96435721010978,100
