VarJ,eRenyi2,AvgEpLen,AvgRet,ESSRenyi,Delta,VarRet,BatchSize,AvgVanillaIw,AvgNormIw,EpsThisIter,VanillaAvgRet,AvgDiscRet,VarNormIw,IterType,VarVanillaIw,MaxNormIw,Bound,J,ESSClassic,MaxVanillaIw,MinVanillaIw,VarDiscRet,MinNormIw
221.95157,1.0133038,492.85,4928.080157882032,98.68709095118614,0.05,269216.1582241472,100,0.990988,0.01,100,4928.080157882032,4928.080157882032,1.7852522e-06,1,0.017532198,0.0112658385,2773.6748,4967.5737,98.26329063372813,1.1164311,0.34741592,269216.1582241472,0.0035057531
429.33105,1.0269941,483.86,4837.906979419103,97.37154196765637,0.05,540678.7665462825,100,0.9838514,0.01,100,4837.906979419103,4837.906979419103,3.0320348e-06,1,0.02934899,0.012657773,2696.9988,4905.6685,97.08577509983265,1.2453368,0.43419808,540678.7665462825,0.0044132485
538.40375,1.0086088,490.26,4902.280256669582,99.14646611252049,0.05,471752.8692509815,100,0.9926995,0.01,100,4902.280256669582,4902.280256669582,1.4465236e-06,1,0.0142548,0.012030408,2741.603,4930.414,98.58817557103104,1.194258,0.3885223,471752.8692509815,0.0039137956
206.03108,1.0041745,496.51,4964.818900372968,99.5842882863033,0.05,83895.66607730459,100,1.001467,0.010000002,100,4964.818900372968,4964.818900372968,4.451704e-07,1,0.004464775,0.010904013,2790.6526,4974.6465,99.56120014700147,1.092001,0.70962405,83895.66607730459,0.007085846
141.07835,1.0028946,497.88,4978.604659528379,99.71137147876651,0.05,45370.49620402279,100,1.0044887,0.01,100,4978.604659528379,4978.604659528379,3.1797677e-07,1,0.0032083772,0.010617281,2803.1729,4985.7744,99.68620381417375,1.0664939,0.66638106,45370.49620402279,0.0066340324
253.39484,1.006934,495.11,4950.77122833874,99.31137031588979,0.05,152799.5485460574,100,0.99404335,0.01,100,4950.77122833874,4950.77122833874,7.7470406e-07,1,0.007655023,0.011293481,2780.9775,4967.97,99.23887603358614,1.1226209,0.6426932,152799.5485460574,0.006465445
179.9194,1.0054165,495.7,4956.6140181758565,99.46126680614107,0.05,63982.25781159691,100,0.9988073,0.010000002,100,4956.6140181758565,4956.6140181758565,5.812081e-07,1,0.0057982267,0.0108321905,2784.0332,4969.3774,99.4278716639082,1.0819271,0.67897636,63982.25781159691,0.0067978716
168.9528,1.0086702,495.07,4950.318829799223,99.14043155580931,0.05,195334.64631566088,100,0.9813501,0.01,100,4950.318829799223,4950.318829799223,1.6613045e-06,1,0.01599916,0.011180072,2789.4077,4978.285,98.38193094163107,1.0971565,0.36377656,195334.64631566088,0.003706899
156.7669,1.0027523,497.75,4977.3180988441345,99.72552503086179,0.05,51079.109719710104,100,0.9981515,0.010000002,100,4977.3180988441345,4977.3180988441345,3.1098193e-07,1,0.0030983326,0.010684476,2801.7651,4984.212,99.69305278273845,1.0664725,0.69369894,51079.109719710104,0.0069498364
134.33281,1.0013486,498.35,4983.328689844329,99.86532016193962,0.05,27554.889007289697,100,1.0008835,0.010000002,100,4983.328689844329,4983.328689844329,1.0416485e-07,1,0.0010434897,0.010445312,2805.5344,4986.453,99.89698318491298,1.045454,0.8124982,27554.889007289697,0.00811781
203.95316,1.0046674,496.76,4967.41430217138,99.53542821159736,0.05,105700.40521969169,100,0.99556595,0.01,100,4967.41430217138,4967.41430217138,5.218099e-07,1,0.005171927,0.010831145,2794.978,4979.508,99.48606431504595,1.0783119,0.62532705,105700.40521969169,0.006281121
145.78857,1.0035925,497.61,4975.925638917094,99.64203686440638,0.05,57596.76220477096,100,0.99067926,0.010000002,100,4975.925638917094,4975.925638917094,5.265738e-07,1,0.0051680347,0.010727494,2801.9702,4985.331,99.48136506554344,1.0627506,0.6024437,57596.76220477096,0.006081118
21.535517,1.0000142,499.79,4997.720947592465,99.99858142957805,0.05,484.0493483605862,100,0.9990008,0.010000002,100,4997.720947592465,4997.720947592465,2.1735618e-09,1,2.169221e-05,0.010061636,2818.292,4997.757,99.99783112000664,1.0051582,0.9810654,484.0493483605862,0.009820467
431.3193,1.0098759,491.84,4918.12953042769,99.02206858728957,0.05,347930.3766333161,100,0.9977812,0.01,100,4918.12953042769,4918.12953042769,1.3028184e-06,1,0.012970435,0.011584328,2751.689,4941.874,98.72663999473573,1.1558625,0.60564214,347930.3766333161,0.0060698893
0.09891032,1.0,500.0,4999.918074425132,100.0,0.05,0.009881864476124784,100,1.0,0.009999998,100,4999.918074425132,4999.918074425132,3.5044917e-18,1,,0.01,2820.4683,4999.918,100.0,1.0,1.0,0.009881864476124784,0.01
0.08106524,1.0,500.0,4999.9325290538945,100.0,0.05,0.006635761372689355,100,1.0000015,0.01,100,4999.9325290538945,4999.9325290538945,4.4111579e-13,1,4.4105115e-09,0.0100010205,2820.483,4999.9326,100.0,1.0001036,0.99970555,0.006635761372689355,0.00999704
0.09784893,1.0,500.0,4999.924092608401,100.0,0.05,0.00967527732589684,100,1.000005,0.01,100,4999.924092608401,4999.924092608401,2.565359e-12,1,2.5655128e-08,0.010003386,2820.4753,4999.925,100.00001525871397,1.0003437,0.999191,0.00967527732589684,0.009991859
0.07954173,1.0,500.0,4999.91807528905,100.0,0.05,0.006391472371301023,100,1.0000007,0.01,100,4999.91807528905,4999.91807528905,3.9863195e-13,1,3.9865475e-09,0.010001027,2820.4692,4999.919,99.99998474122316,1.0001034,0.9998704,0.006391472371301023,0.009998698
52.712746,1.00022,499.43,4994.133715643756,99.97801072242464,0.05,3364.1902139045137,100,1.00008,0.01,100,4994.133715643756,4994.133715643756,2.0704375e-08,1,0.00020707693,0.010152916,2814.9521,4994.641,99.97950460843728,1.0153729,0.91266006,3364.1902139045137,0.009125871
222.38907,1.0079317,495.37,4953.415258647187,99.21307076496863,0.05,202600.93943649452,100,0.9969558,0.01,100,4953.415258647187,4953.415258647187,1.0220211e-06,1,0.010158082,0.011250008,2788.231,4976.3066,98.99831732148249,1.1215761,0.49176964,202600.93943649452,0.0049327128
0.079677135,1.0,500.0,4999.928702669078,100.0,0.05,0.006415037237209099,100,0.99999434,0.01,100,4999.928702669078,4999.928702669078,1.2033727e-12,1,1.20326975e-08,0.010002411,2820.4795,4999.929,99.9999961852813,1.0002354,0.99966246,0.006415037237209099,0.0099966815
102.670204,1.0016915,498.57,4985.517446090354,99.83113955983941,0.05,20737.450231504517,100,0.9931657,0.010000002,100,4985.517446090354,4985.517446090354,3.3414392e-07,1,0.0032959213,0.010591011,2808.337,4989.629,99.6702619107657,1.0518628,0.70960283,20737.450231504517,0.0071448586
0.0683663,1.0,500.0,4999.9250954364215,100.0,0.05,0.0047159990772012725,100,1.0,0.009999998,100,4999.9250954364215,4999.9250954364215,3.5044917e-18,1,,0.01,2820.4756,4999.9253,100.0,1.0,1.0,0.0047159990772012725,0.01
131.66435,1.0053545,496.69,4966.6281876195835,99.46739945633647,0.05,56301.811962439686,100,0.9900351,0.01,100,4966.6281876195835,4966.6281876195835,8.830844e-07,1,0.008655722,0.0111199,2796.4631,4981.7397,99.13334167754462,1.1009091,0.49948025,56301.811962439686,0.0050450764
0.10421375,1.0000001,500.0,4999.917032241694,99.99998807907247,0.05,0.01098684037252734,100,0.9999793,0.010000002,100,4999.917032241694,4999.917032241694,2.348513e-11,1,2.3484147e-07,0.010008895,2820.4678,4999.9175,99.99994659315546,1.0008688,0.99790937,0.01098684037252734,0.0099793
0.07937517,1.0000001,500.0,4999.932881418935,99.99998807907247,0.05,0.00637394329434132,100,0.99998546,0.01,100,4999.932881418935,4999.932881418935,1.7824346e-11,1,1.7823557e-07,0.010008571,2820.4841,4999.9336,100.00000381475296,1.0008425,0.99807113,0.00637394329434132,0.009980856
0.1354503,1.0,500.0,4999.928270064346,100.0,0.05,0.01854544612633352,100,1.0000001,0.01,100,4999.928270064346,4999.928270064346,6.543314e-13,1,6.542799e-09,0.010000922,2820.4797,4999.929,99.99999618530313,1.0000923,0.999484,0.01854544612633352,0.009994839
0.11572822,1.0,500.0,4999.921177713012,100.0,0.05,0.013529780770092854,100,1.0,0.009999998,100,4999.921177713012,4999.921177713012,3.5044917e-18,1,,0.01,2820.4717,4999.9214,100.0,1.0,1.0,0.013529780770092854,0.01
0.07952375,1.0,500.0,4999.9279907701475,100.0,0.05,0.006385021303305135,100,1.0,0.009999998,100,4999.9279907701475,4999.9279907701475,3.5044917e-18,1,,0.01,2820.4785,4999.928,100.0,1.0,1.0,0.006385021303305135,0.01
0.083041824,1.0000001,500.0,4999.934833850272,99.99998807907247,0.05,0.006970221335737849,100,0.999923,0.009999999,100,4999.934833850272,4999.934833850272,2.362835e-11,1,2.3624577e-07,0.010008448,2820.4858,4999.9355,100.00001525996554,1.0007677,0.9981424,0.006970221335737849,0.009982193
62.20422,1.0000004,490.02,4899.89251794072,99.99996423722592,0.05,494927.79649478203,100,2.874567,0.01,100,4899.89251794072,4899.89251794072,0.0048998133,1,404.8782,0.70247024,2813.6968,4993.1465,2.019869155446424,201.92978,0.10395558,494927.79649478203,0.0003616391
236.9231,1.0089636,493.69,4936.425496006748,99.11160471655758,0.05,135909.99200379386,100,0.9934995,0.01,100,4936.425496006748,4936.425496006748,1.1040507e-06,1,0.010897435,0.011373113,2768.9,4958.0957,98.91881823583769,1.1299182,0.62460846,135909.99200379386,0.0062869526
277.0169,1.020442,488.66,4886.127187476517,97.99674956612596,0.05,359743.9963334583,100,1.0029117,0.01,100,4886.127187476517,4886.127187476517,2.3762943e-06,1,0.023901526,0.011966198,2744.5825,4946.1953,97.70155237986344,1.200104,0.36414114,359743.9963334583,0.0036308395
309.84158,1.0065637,495.23,4952.1322479964365,99.3479137265937,0.05,228494.47047369837,100,0.9997278,0.01,100,4952.1322479964365,4952.1322479964365,8.3788194e-07,1,0.008374259,0.011124689,2782.315,4968.9053,99.17731770487684,1.112166,0.6489543,228494.47047369837,0.00649131
0.19755368,1.0000006,500.0,4999.922767111123,99.99994039539075,0.05,0.03983417470054944,100,1.0001332,0.009999999,100,4999.922767111123,4999.922767111123,9.445713e-11,1,9.4482095e-07,0.0100195315,2820.4734,4999.924,99.99990464533141,1.0020865,0.9943331,0.03983417470054944,0.009942007
83.72835,1.0003208,499.1,4990.829054454462,99.96793106764518,0.05,8281.186374098044,100,0.9965952,0.01,100,4990.829054454462,4990.829054454462,4.2163155e-08,1,0.00041876506,0.010227096,2811.7224,4991.5215,99.95826019442072,1.0192275,0.9208595,8281.186374098044,0.009240055
295.32135,1.0075693,495.11,4950.933940756931,99.24875510287143,0.05,240100.77993715132,100,1.0177844,0.01,100,4950.933940756931,4950.933940756931,5.736835e-07,1,0.005942702,0.0116794,2782.6892,4970.3716,99.43525728209585,1.188711,0.6140318,240100.77993715132,0.0060330243
207.4132,1.0074297,495.08,4950.533430375615,99.26250746515207,0.05,135380.10787727498,100,0.99361044,0.010000002,100,4950.533430375615,4950.533430375615,8.835602e-07,1,0.00872305,0.011189457,2783.39,4970.921,99.13284754720274,1.1117961,0.50464433,135380.10787727498,0.005078895
0.079772934,1.0,500.0,4999.916662357909,100.0,0.05,0.006424705527320135,100,1.0,0.009999998,100,4999.916662357909,4999.916662357909,3.5044917e-18,1,,0.01,2820.4668,4999.9165,100.0,1.0,1.0,0.006424705527320135,0.01
181.89711,1.0030454,497.45,4974.349223861235,99.6963806823145,0.05,65536.84302452434,100,0.98346984,0.01,100,4974.349223861235,4974.349223861235,5.951445e-07,1,0.005756315,0.0109956525,2798.956,4981.7217,99.41426269389558,1.0813893,0.70025134,65536.84302452434,0.0071202116
235.47935,1.0072095,495.67,4956.528752838778,99.28420659938838,0.05,188380.28737062862,100,1.0013375,0.010000002,100,4956.528752838778,4956.528752838778,7.775094e-07,1,0.0077959066,0.01118106,2789.0842,4976.376,99.23613701947467,1.1196015,0.54348093,188380.28737062862,0.00542755
0.074177444,1.0000002,500.0,4999.935334497662,99.99997615814777,0.05,0.005566755646071404,100,0.9999859,0.01,100,4999.935334497662,4999.935334497662,4.5595954e-11,1,4.5594723e-07,0.010012658,2820.4863,4999.936,99.99996185249982,1.0012517,0.99733484,0.005566755646071404,0.009973489
0.06808322,1.0,500.0,4999.929392775343,100.0,0.05,0.00468239757205631,100,1.0,0.009999998,100,4999.929392775343,4999.929392775343,3.5044917e-18,1,,0.01,2820.4802,4999.9297,100.0,1.0,1.0,0.00468239757205631,0.01
159.11273,1.010758,494.48,4944.530325167986,98.93564613043769,0.05,151979.968985678,100,0.9847809,0.010000002,100,4944.530325167986,4944.530325167986,1.979052e-06,1,0.019192718,0.011283114,2786.4766,4977.618,98.07836347491244,1.1111394,0.34377617,151979.968985678,0.00349089
0.09482413,1.0,500.0,4999.927204655822,100.0,0.05,0.009079739146629991,100,1.0,0.009999998,100,4999.927204655822,4999.927204655822,3.5044917e-18,1,,0.01,2820.4778,4999.9272,100.0,1.0,1.0,0.009079739146629991,0.01
0.052964427,1.0,500.0,4999.939027427474,100.0,0.05,0.0028343127339325244,100,1.0,0.009999998,100,4999.939027427474,4999.939027427474,3.5044917e-18,1,,0.01,2820.4893,4999.939,100.0,1.0,1.0,0.0028343127339325244,0.01
0.08848828,1.0,500.0,4999.932529592593,100.0,0.05,0.007906908184747381,100,1.0,0.009999998,100,4999.932529592593,4999.932529592593,3.5044917e-18,1,,0.01,2820.483,4999.9326,100.0,1.0,1.0,0.007906908184747381,0.01
0.10014978,1.0,500.0,4999.910088644298,100.0,0.05,0.010130735960204766,100,1.0,0.009999998,100,4999.910088644298,4999.910088644298,3.5044917e-18,1,,0.01,2820.4604,4999.91,100.0,1.0,1.0,0.010130735960204766,0.01
183.75604,1.0061787,496.4,4963.824299302196,99.38592056645395,0.05,130361.81231781289,100,1.001267,0.010000002,100,4963.824299302196,4963.824299302196,7.8968026e-07,1,0.007916826,0.01118719,2795.3833,4981.5557,99.22427720007099,1.1201364,0.5096098,130361.81231781289,0.00508965
0.072444655,1.0,500.0,4999.940336921652,100.0,0.05,0.005299875988449211,100,1.0,0.009999998,100,4999.940336921652,4999.940336921652,3.5044917e-18,1,,0.01,2820.491,4999.9404,100.0,1.0,1.0,0.005299875988449211,0.01
14.600575,1.0000172,499.86,4998.424135579964,99.99828341569759,0.05,224.91591182950404,100,1.0003238,0.01,100,4998.424135579964,4998.424135579964,1.6962977e-09,1,1.6973965e-05,0.010058895,2818.9888,4998.457,99.9983259109826,1.0062152,0.9785606,224.91591182950404,0.009782439
0.078108594,1.0,500.0,4999.9243727636,100.0,0.05,0.0061619685492485905,100,1.0,0.009999998,100,4999.9243727636,4999.9243727636,3.5044917e-18,1,,0.01,2820.4746,4999.9243,100.0,1.0,1.0,0.0061619685492485905,0.01
506.99155,1.0044613,492.43,4924.02883954686,99.55585262434323,0.05,314493.76440719713,100,1.000315,0.01,100,4924.02883954686,4924.02883954686,5.499158e-07,1,0.0055026226,0.011322969,2751.0537,4935.3594,99.45852639043007,1.1326535,0.62596136,314493.76440719713,0.006257643
468.89075,1.0012313,495.02,4950.038771173912,99.87702015147869,0.05,248996.82877079948,100,1.0036342,0.01,100,4950.038771173912,4950.038771173912,1.2150551e-07,1,0.0012239027,0.011204054,2772.0493,4952.8403,99.87987117138887,1.1244771,0.947292,248996.82877079948,0.009438618
0.06675971,1.0000002,500.0,4999.930982868772,99.99997615814777,0.05,0.004503810016920105,100,0.99995613,0.009999999,100,4999.930982868772,4999.930982868772,3.1501184e-11,1,3.149856e-07,0.010010275,2820.482,4999.9316,99.99998092567962,1.0009836,0.997198,0.004503810016920105,0.009972418
0.053674527,1.0,500.0,4999.943812954371,100.0,0.05,0.0029114747058076084,100,1.0,0.009999998,100,4999.943812954371,4999.943812954371,3.5044917e-18,1,,0.01,2820.4941,4999.944,100.0,1.0,1.0,0.0029114747058076084,0.01
420.71432,1.0034761,495.01,4949.944914629417,99.65358988273375,0.05,249994.43932475356,100,0.99091375,0.01,100,4949.944914629417,4949.944914629417,4.5128814e-07,1,0.004431244,0.010864166,2774.4944,4957.7285,99.55521554507195,1.0765451,0.62565154,249994.43932475356,0.0063138846
0.07123099,1.0,500.0,4999.928684311633,100.0,0.05,0.005127613999797077,100,1.0,0.009999998,100,4999.928684311633,4999.928684311633,3.5044917e-18,1,,0.01,2820.4792,4999.9287,100.0,1.0,1.0,0.005127613999797077,0.01
395.08557,1.004552,495.01,4949.949740154116,99.54686201500381,0.05,249994.9262883869,100,0.99792486,0.010000002,100,4949.949740154116,4949.949740154116,4.841809e-07,1,0.004821735,0.011057814,2775.9224,4960.3267,99.52294460137219,1.1034868,0.7656281,249994.9262883869,0.007672202
0.08371301,1.0,500.0,4999.925730006263,100.0,0.05,0.007082057060167694,100,1.0,0.009999998,100,4999.925730006263,4999.925730006263,3.5044917e-18,1,,0.01,2820.476,4999.926,100.0,1.0,1.0,0.007082057060167694,0.01
385.16574,1.0049232,495.01,4949.931140918684,99.51008949446299,0.05,249993.04948698083,100,0.99193823,0.01,100,4949.931140918684,4949.931140918684,6.2126185e-07,1,0.006112853,0.011367592,2776.5024,4961.3105,99.38870477020821,1.127595,0.68851435,249993.04948698083,0.006941101
462.10516,1.001587,495.02,4950.037702027949,99.84154814119294,0.05,248996.64744669327,100,0.99503624,0.009999999,100,4950.037702027949,4950.037702027949,2.370006e-07,1,0.0023465361,0.012283076,2772.3496,4953.528,99.76592565794856,1.2222105,0.8933978,248996.64744669327,0.008978546
114.3094,1.0008307,498.67,4986.552979703243,99.91700390777238,0.05,17957.407643563973,100,0.99824494,0.01,100,4986.552979703243,4986.552979703243,1.1847436e-07,1,0.0011805886,0.010412162,2808.128,4988.4824,99.88283944443431,1.0393888,0.84704757,17957.407643563973,0.008485368
188.22359,1.0085804,495.07,4950.430932960181,99.14925514615655,0.05,135094.86243245567,100,1.0035678,0.01,100,4950.430932960181,4950.430932960181,1.2531922e-06,1,0.012621505,0.011072077,2785.7998,4974.5796,98.7745505279835,1.111158,0.5085187,135094.86243245567,0.0050671087
0.057846803,1.0,500.0,4999.942595318281,100.0,0.05,0.0033775019850378596,100,1.0,0.009999998,100,4999.942595318281,4999.942595318281,3.5044917e-18,1,,0.01,2820.4927,4999.9424,100.0,1.0,1.0,0.0033775019850378596,0.01
0.104771204,1.0,500.0,4999.932837438125,100.0,0.05,0.011090746323458007,100,1.0,0.009999998,100,4999.932837438125,4999.932837438125,3.5044917e-18,1,,0.01,2820.483,4999.9326,100.0,1.0,1.0,0.011090746323458007,0.01
0.0671639,1.0,500.0,4999.936349341819,100.0,0.05,0.004561187158635141,100,1.0,0.009999998,100,4999.936349341819,4999.936349341819,3.5044917e-18,1,,0.01,2820.487,4999.9365,100.0,1.0,1.0,0.004561187158635141,0.01
0.061735317,1.0,500.0,4999.935505597159,100.0,0.05,0.0038482447688312884,100,1.0,0.009999998,100,4999.935505597159,4999.935505597159,3.5044917e-18,1,,0.01,2820.486,4999.9355,100.0,1.0,1.0,0.0038482447688312884,0.01
0.059711028,1.0,500.0,4999.9343003886115,100.0,0.05,0.0036016968528166647,100,1.0,0.009999998,100,4999.9343003886115,4999.9343003886115,3.5044917e-18,1,,0.01,2820.4849,4999.9346,100.0,1.0,1.0,0.0036016968528166647,0.01
0.052543215,1.0,500.0,4999.9466747823135,100.0,0.05,0.0027872119910360028,100,1.0,0.009999998,100,4999.9466747823135,4999.9466747823135,3.5044917e-18,1,,0.01,2820.497,4999.947,100.0,1.0,1.0,0.0027872119910360028,0.01
396.01892,1.0056782,493.82,4937.928611058755,99.435388277242,0.05,263180.26877128717,100,0.9915895,0.010000002,100,4937.928611058755,4937.928611058755,5.6856123e-07,1,0.0055903764,0.011368536,2765.1597,4950.788,99.44024116581315,1.1272922,0.7588648,263180.26877128717,0.007653014
0.07122805,1.0,500.0,4999.931792141048,100.0,0.05,0.005126390791498007,100,1.0,0.009999998,100,4999.931792141048,4999.931792141048,3.5044917e-18,1,,0.01,2820.4822,4999.9316,100.0,1.0,1.0,0.005126390791498007,0.01
454.68283,1.0019133,495.02,4950.0362972827825,99.80903446636377,0.05,248996.5824473166,100,0.99557793,0.01,100,4950.0362972827825,4950.0362972827825,2.2899444e-07,1,0.0022697365,0.01184104,2772.7441,4954.278,99.77380419617255,1.1788678,0.85220164,248996.5824473166,0.008559869
0.09171792,1.0,500.0,4999.932485765968,100.0,0.05,0.008498747544454104,100,1.0,0.009999998,100,4999.932485765968,4999.932485765968,3.5044917e-18,1,,0.01,2820.483,4999.9326,100.0,1.0,1.0,0.008498747544454104,0.01
0.062440824,1.0,500.0,4999.931587066039,100.0,0.05,0.00393651770359418,100,1.0,0.009999998,100,4999.931587066039,4999.931587066039,3.5044917e-18,1,,0.01,2820.482,4999.9316,100.0,1.0,1.0,0.00393651770359418,0.01
229.48903,1.006418,496.02,4960.045915035733,99.36229381863977,0.05,159224.9245044508,100,0.99614304,0.01,100,4960.045915035733,4960.045915035733,6.9175445e-07,1,0.006864286,0.010887046,2790.5508,4976.983,99.31981107198527,1.0845056,0.5733129,159224.9245044508,0.0057553267
0.075758055,1.0000001,500.0,4999.930450733056,99.99998807907247,0.05,0.005801820629016699,100,0.99995774,0.01,100,4999.930450733056,4999.930450733056,1.921325e-11,1,1.9211186e-07,0.010006281,2820.4814,4999.931,99.99997711085288,1.0005858,0.99851835,0.005801820629016699,0.009985605
137.79462,1.0091357,495.11,4950.9331719796555,99.09469827449746,0.05,240101.4048434898,100,0.97943723,0.01,100,4950.9331719796555,4950.9331719796555,1.3484121e-06,1,0.012935282,0.011109895,2796.8022,4986.1846,98.68266247209408,1.0881445,0.2748095,240101.4048434898,0.00280579
93.47068,1.0014426,498.72,4987.022291801598,99.85595263447406,0.05,16675.899677410653,100,1.0000067,0.01,100,4987.022291801598,4987.022291801598,1.8522297e-07,1,0.0018522543,0.010417632,2809.5476,4990.5684,99.81696809596623,1.0417701,0.72545576,16675.899677410653,0.0072545093
