VarRet,ESSClassic,MaxNormIw,AvgRet,AvgNormIw,VarDiscRet,MinVanillaIw,VanillaAvgRet,MinNormIw,MaxVanillaIw,eRenyi2,AvgDiscRet,VarNormIw,VarVanillaIw,AvgVanillaIw,J,AvgEpLen,VarJ,ESSRenyi,Bound,BatchSize
256.62887337303863,1.0,1.0,2.2382096176443156e-15,0.01,256.62887337303863,,34.07641874443197,,4957260.0,1993589.6,2.2382096176443156e-15,0.010000002,245744320000.0,49572.6,45.885044,4.41,,5.016077468802036e-05,2274594.0,100
1670.0994061077122,1.0,1.0,3.623767952376511e-15,0.01,1670.0994061077122,,72.1561946772076,,2563741.0,816515.8,3.623767952376511e-15,0.010000002,65727685000.0,25637.41,57.808212,8.22,1.09080354e-13,0.0001224716024712626,1481903.1,100
2024.93171378135,1.0,1.0,7.815970093361103e-15,0.01,2024.93171378135,,75.75499314079536,,3417788.2,2490324.0,7.815970093361103e-15,0.0100000035,116812750000.0,34177.883,184.21556,8.58,,4.015541752800037e-05,6295943.0,100
1870.011375602236,1.0,1.0,9.805489753489382e-15,0.01,1870.011375602236,,76.95454803612309,,335589.6,inf,9.805489753489382e-15,0.010000003,1126203900.0,3355.896,143.00659,8.7,,,479794.9,100
2123.4280950311677,1.0,1.0,2.4868995751603505e-15,0.01,2123.4280950311677,,75.95426959208227,,1285836.9,nan,2.4868995751603505e-15,0.010000003,16533757000.0,12858.369,194.0028,8.6,,nan,2494320.8,100
1404.9216028680785,1.0175341456264362,0.99130875,5.542233338928782e-15,0.01,1404.9216028680785,,72.854295290248,,6885540.0,nan,5.542233338928782e-15,0.009825941,474058650000.0,69459.086,56.40393,8.29,9.729351,nan,3917659.8,100
2253.7470325593026,2.1053544292155886,0.54065996,-1.5631940186722204e-15,0.01,2253.7470325593026,,80.05546740303238,,1062943.6,nan,-1.5631940186722204e-15,0.0046967613,18153927000.0,19660.113,115.25772,9.01,1014.2888,nan,2265835.0,100
1481.6410139787768,2.3099648103671915,0.53933954,-6.1817218011128716e-15,0.01,1481.6410139787768,2.1863282e-21,77.05630997953087,5.8898544e-28,2002041.4,nan,-6.1817218011128716e-15,0.0042717876,58861502000.0,37120.242,32.950386,8.71,156.28392,nan,1223069.4,100
776.9283371964138,3.2835560351473676,0.47087193,8.171241461241152e-15,0.01,776.9283371964138,,68.95432988708852,,27691888.0,nan,8.171241461241152e-15,0.0029752308,10290117000000.0,588098.06,39.430458,7.9,114.14372,nan,23188932.0,100
2060.8471361703537,2.00000000317595,0.5,1.7053025658242404e-15,0.01,2060.8471361703537,,73.95592767860599,,682511200.0,nan,1.7053025658242404e-15,0.004949495,9222326000000000.0,13650225.0,15.992628,8.4,282.88278,nan,218302830.0,100
2473.419975061567,100.0,0.01,2.2737367544323206e-15,0.009999998,2473.419975061567,1.0,85.75552324720289,0.01,1.0,nan,2.2737367544323206e-15,3.5044917e-18,,1.0,-4.172325e-07,9.58,49.484196,nan,-15.502835,100
1752.3466938341567,100.0,0.01,-1.5489831639570185e-14,0.009999998,1752.3466938341567,1.0,68.75395852296572,0.01,1.0,nan,-1.5489831639570185e-14,3.5044917e-18,,1.0,2.3841858e-07,7.88,41.65121,nan,-14.408812,100
1450.7249401936735,100.0,0.01,-2.0605739337042904e-15,0.009999998,1450.7249401936735,1.0,73.95535932874783,0.01,1.0,nan,-2.0605739337042904e-15,3.5044917e-18,,1.0,1.4901161e-07,8.4,37.89746,nan,-9.763657,100
1349.9732960120973,100.0,0.01,-7.815970093361103e-15,0.009999998,1349.9732960120973,1.0,74.05431737786903,0.01,1.0,nan,-7.815970093361103e-15,3.5044917e-18,,1.0,-5.9604645e-08,8.41,36.55781,nan,-15.646985,100
1170.91328124402,100.0,0.01,-1.2789769243681803e-15,0.009999998,1170.91328124402,1.0,70.9546995215523,0.01,1.0,nan,-1.2789769243681803e-15,3.5044917e-18,,1.0,-2.682209e-07,8.1,34.047085,nan,-11.698836,100
1860.1098219277428,100.0,0.01,5.755396159656812e-15,0.009999998,1860.1098219277428,1.0,71.2539334002027,0.01,1.0,nan,5.755396159656812e-15,3.5044917e-18,,1.0,-8.6426735e-07,8.13,42.912804,nan,-16.723179,100
1918.9074761006611,100.0,0.01,-1.3926637620897963e-14,0.009999998,1918.9074761006611,1.0,76.85500428176357,0.01,1.0,nan,-1.3926637620897963e-14,3.5044917e-18,,1.0,-5.9604645e-08,8.69,43.585762,nan,-12.044602,100
1788.8006745691857,100.0,0.01,-8.526512829121202e-16,0.009999998,1788.8006745691857,1.0,77.05454681569417,0.01,1.0,nan,-8.526512829121202e-16,3.5044917e-18,,1.0,3.5762787e-07,8.71,42.082214,nan,-9.502093,100
1276.763102190045,100.0,0.01,-1.5631940186722204e-15,0.009999998,1276.763102190045,1.0,70.35357836784209,0.01,1.0,nan,-1.5631940186722204e-15,3.5044917e-18,,1.0,5.9604645e-08,8.04,35.552715,nan,-12.591063,100
1992.9422810581143,100.0,0.01,9.379164112033323e-15,0.009999998,1992.9422810581143,1.0,75.4539333369433,0.01,1.0,nan,9.379164112033323e-15,3.5044917e-18,,1.0,3.5762787e-07,8.55,44.418606,nan,-19.73668,100
2305.799948607122,100.0,0.01,-1.0658141036401503e-14,0.009999998,2305.799948607122,1.0,80.65581319940713,0.01,1.0,nan,-1.0658141036401503e-14,3.5044917e-18,,1.0,3.427267e-07,9.07,47.77805,nan,-11.724925,100
1640.3537618840865,100.0,0.01,4.618527782440651e-15,0.009999998,1640.3537618840865,1.0,72.65477685527384,0.01,1.0,nan,4.618527782440651e-15,3.5044917e-18,,1.0,-5.9604645e-08,8.27,40.298264,nan,-14.080454,100
1900.0776670007406,100.0,0.01,-1.6342482922482305e-15,0.009999998,1900.0776670007406,1.0,71.75570376655008,0.01,1.0,nan,-1.6342482922482305e-15,3.5044917e-18,,1.0,-2.9802322e-08,8.18,43.371384,nan,-15.840285,100
991.4349662968286,100.0,0.01,7.389644451905042e-15,0.009999998,991.4349662968286,1.0,70.7524091191139,0.01,1.0,nan,7.389644451905042e-15,3.5044917e-18,,1.0,2.9802322e-08,8.08,31.32923,nan,-12.5581875,100
953.7256872587741,100.0,0.01,5.4711790653527716e-15,0.009999998,953.7256872587741,1.0,68.55436084360619,0.01,1.0,nan,5.4711790653527716e-15,3.5044917e-18,,1.0,-3.7252903e-08,7.86,30.72765,nan,-7.693689,100
2220.9617990570337,100.0,0.01,1.2150280781497713e-14,0.009999998,2220.9617990570337,1.0,76.55375400335497,0.01,1.0,nan,1.2150280781497713e-14,3.5044917e-18,,1.0,1.1920929e-07,8.66,46.890854,nan,-15.435683,100
1384.7640047953983,100.0,0.01,-3.694822225952521e-15,0.009999998,1384.7640047953983,1.0,69.45362356270611,0.01,1.0,nan,-3.694822225952521e-15,3.5044917e-18,,1.0,-5.9604645e-08,7.95,37.025887,nan,-14.349883,100
1233.0630162157613,100.0,0.01,3.623767952376511e-15,0.009999998,1233.0630162157613,1.0,68.75457289417221,0.01,1.0,nan,3.623767952376511e-15,3.5044917e-18,,1.0,-1.1920929e-07,7.88,34.938984,nan,-14.409448,100
2161.311402503229,100.0,0.01,-1.8829382497642654e-14,0.009999998,2161.311402503229,1.0,80.75448647940965,0.01,1.0,nan,-1.8829382497642654e-14,3.5044917e-18,,1.0,,9.08,46.256874,nan,-11.716682,100
1472.6999415618768,100.0,0.01,1.3358203432289883e-14,0.009999998,1472.6999415618768,1.0,72.2544133422365,0.01,1.0,nan,1.3358203432289883e-14,3.5044917e-18,,1.0,2.3841858e-07,8.23,38.18341,nan,-14.114318,100
1819.0078180958135,100.0,0.01,-8.313350008393172e-15,0.009999998,1819.0078180958135,1.0,77.85480676633154,0.01,1.0,nan,-8.313350008393172e-15,3.5044917e-18,,1.0,-1.4901161e-07,8.79,42.436043,nan,-16.16754,100
2669.1769894044482,100.0,0.01,-5.115907697472721e-15,0.009999998,2669.1769894044482,1.0,80.8550583785245,0.01,1.0,nan,-5.115907697472721e-15,3.5044917e-18,,1.0,5.9604645e-08,9.09,51.40511,nan,-20.964552,100
2120.2078180468184,100.0,0.01,-5.826450433232821e-15,0.009999998,2120.2078180468184,1.0,74.35428992496477,0.01,1.0,nan,-5.826450433232821e-15,3.5044917e-18,,1.0,1.1920929e-07,8.44,45.814907,nan,-18.145864,100
