AvgRet,VarJ,MaxNormIw,MinVanillaIw,VanillaAvgRet,EpsThisIter,ESSClassic,Bound,VarNormIw,IterType,VarDiscRet,MinNormIw,MaxVanillaIw,Delta,AvgNormIw,AvgVanillaIw,AvgDiscRet,J,AvgEpLen,VarRet,BatchSize,eRenyi2,ESSRenyi,VarVanillaIw
107.9389303763378,135.20757,0.9548896,,107.9389303763378,100,1.0962635549501634,402.73102,0.009113026,1,10041.270214612372,,174.4951,0.95,0.009999998,1.8273851,107.9389303763378,496.75104,11.8,10041.270214612372,100,64.60551,1.5478556674661101,304.31454
107.9389303763378,nan,nan,0.00573082,107.9389303763378,100,nan,nan,nan,,69221.0019797164,nan,inf,0.95,nan,inf,295.7799262301293,nan,11.8,10041.270214612372,200,2.7811238e-05,7191337.442344004,nan
123.04601348114109,876.6845,0.97850424,,123.04601348114109,100,1.0443432747621224,2530.772,0.00478663,1,109465.09810933674,,323.4104,0.95,0.0049999994,1.6525754,123.04601348114109,3010.9822,13.31,109465.09810933674,200,92.977646,2.1510546768519228,522.89264
633.8433008716652,818.5067,0.01,1.0,633.8433008716652,100,100.0,528.5426,3.5044917e-18,2,676720.522482496,0.01,1.0,0.95,0.009999998,1.0,633.8433008716652,633.84326,64.4,676720.522482496,200,1.0,200.0,
123.04601348114109,nan,nan,0.0030920466,123.04601348114109,100,nan,nan,nan,,1157682.0232565068,nan,inf,0.95,nan,inf,745.2585301494354,nan,13.31,109465.09810933674,300,nan,nan,nan
110.94332469995949,1079.2351,0.9776854,,110.94332469995949,100,1.0460850136572273,2617.101,0.0031859933,1,33471.33381293208,,267.47482,0.95,0.0033333336,0.9119322,110.94332469995949,3010.8853,12.1,33471.33381293208,300,93.782875,3.198878257941612,238.45827
904.2503455158176,1114.152,0.01,1.0,904.2503455158176,100,100.0,789.5427,3.5044917e-18,2,1253873.6768713836,0.01,1.0,0.95,0.009999998,1.0,904.2503455158176,904.25037,91.43,1253873.6768713836,300,1.0,300.0,
535.4108020155728,894.98083,0.005,1.0,535.4108020155728,100,200.00000010221265,638.72,2.179301e-19,2,295581.0764290953,0.005,1.0,0.95,0.0049999994,1.0,535.4108020155728,719.8305,54.56,295581.0764290953,300,1.0,300.0,
110.94332469995949,nan,nan,0.0037386694,110.94332469995949,100,nan,nan,nan,,786190.4647571584,nan,inf,0.95,nan,inf,613.837899755842,nan,12.1,33471.33381293208,400,nan,nan,nan
148.62291367543708,2371.412,0.95579386,,148.62291367543708,100,1.0943854930496661,2508.9907,0.0022838467,1,59720.56863648268,,575.8256,0.95,0.0025,1.5061449,148.62291367543708,2952.6829,15.87,59720.56863648268,400,158.74829,2.5197121647163403,828.935
797.3878949215427,1027.4701,0.01,1.0,797.3878949215427,100,100.0,682.693,3.5044917e-18,2,1066358.2555347206,0.01,1.0,0.95,0.009999998,1.0,797.3878949215427,797.3879,80.74,1066358.2555347206,400,1.0,400.0,
692.0782921729542,940.96924,0.005,1.0,692.0782921729542,100,200.00000010221265,663.62244,2.179301e-19,2,716774.2680329425,0.005,1.0,0.95,0.0049999994,1.0,692.0782921729542,744.73315,70.22,716774.2680329425,400,1.0,400.0,
868.0901817161925,941.578,0.0033333334,1.0,868.0901817161925,100,299.999969473632,719.6255,5.4391416e-20,2,887592.2612952178,0.0033333334,1.0,0.95,0.0033333336,1.0,868.0901817161925,785.8521,87.83,887592.2612952178,400,1.0,400.0,
148.62291367543708,nan,nan,0.0017366367,148.62291367543708,100,nan,nan,nan,,1256293.4881514302,nan,inf,0.95,nan,inf,841.4242460567144,nan,15.87,59720.56863648268,500,nan,nan,nan
96.64660090130778,2898.0618,0.95087916,,96.64660090130778,100,1.105702236415174,2486.0173,0.0018084222,1,12408.800009560162,,813.1145,0.95,0.0019999999,1.7102373,96.64660090130778,2940.3523,10.67,12408.800009560162,500,208.06917,2.4030470472288066,1322.369
979.3326353945297,1087.4688,0.01,1.0,979.3326353945297,100,100.0,864.6396,3.5044917e-18,2,1194533.5576401125,0.01,1.0,0.95,0.009999998,1.0,979.3326353945297,979.3326,98.92,1194533.5576401125,500,1.0,500.0,
933.1638754322336,1024.0746,0.005,1.0,933.1638754322336,100,200.00000010221265,875.14655,2.179301e-19,2,923033.8530763021,0.005,1.0,0.95,0.0049999994,1.0,933.1638754322336,956.2483,94.32,923033.8530763021,500,1.0,500.0,
1000.751753935224,1094.9258,0.0033333334,1.0,1000.751753935224,100,299.999969473632,904.8584,5.4391416e-20,2,1512938.7019202267,0.0033333334,1.0,0.95,0.0033333336,1.0,1000.751753935224,971.0828,101.05,1512938.7019202267,500,1.0,500.0,
1130.2306294900593,1144.6521,0.0025,1.0,1130.2306294900593,100,400.0,953.51587,5.434597e-20,2,1641747.7957991539,0.0025,1.0,0.95,0.0024999997,1.0,1130.2306294900593,1010.86975,114.01,1641747.7957991539,500,1.0,500.0,
1081.8253879340284,3001.9453,0.8687463,,1081.8253879340284,100,1.3217798414747002,4261.917,0.0015121357,1,1241839.0953525852,,535.32556,0.95,0.002,1.2324095,1081.8253879340284,4852.711,109.18,1241839.0953525852,500,132.63455,3.769756767396758,574.1704
3629.234160558379,1747.2924,0.01,1.0,3629.234160558379,100,100.0,3514.5264,3.5044917e-18,2,3083869.297806411,0.01,1.0,0.95,0.009999998,1.0,3629.234160558379,3629.2341,363.44,3083869.297806411,500,1.0,500.0,
3483.0335915261157,1782.1211,0.005,1.0,3483.0335915261157,100,200.00000010221265,3475.0232,2.179301e-19,2,3321407.948417224,0.005,1.0,0.95,0.0049999994,1.0,3483.0335915261157,3556.1338,348.85,3321407.948417224,500,1.0,500.0,
3642.6328286464573,1792.2828,0.0033333334,1.0,3642.6328286464573,100,299.999969473632,3518.7402,5.4391416e-20,2,3313063.0451769438,0.0033333334,1.0,0.95,0.0033333336,1.0,3642.6328286464573,3584.9668,364.81,3313063.0451769438,500,1.0,500.0,
3610.6990490559656,1784.1154,0.0025,1.0,3610.6990490559656,100,400.0,3534.046,5.434597e-20,2,3126203.5831716103,0.0025,1.0,0.95,0.0024999997,1.0,3610.6990490559656,3591.4,361.63,3126203.5831716103,500,1.0,500.0,
4018.66322770313,107.46855,0.029258749,1.4600153e-18,4018.66322770313,100,75.56213733999014,4846.463,2.2513308e-05,1,2526230.6632634783,2.280047e-21,18.735676,0.95,0.002,1.2806889,4018.66322770313,4979.095,402.27,2526230.6632634783,500,6.684698,74.79769350191043,9.231379
4999.49034044259,0.6260335,0.01,1.0,4999.49034044259,100,100.0,4884.782,3.5044917e-18,2,0.39587133708357464,0.01,1.0,0.95,0.009999998,1.0,4999.49034044259,4999.49,500.0,0.39587133708357464,500,1.0,500.0,
4926.798522525543,355.15143,0.005,1.0,4926.798522525543,100,200.00000010221265,4882.0337,2.179301e-19,2,252144.10220396446,0.005,1.0,0.95,0.0049999994,1.0,4926.798522525543,4963.1445,492.75,252144.10220396446,500,1.0,500.0,
4855.959382790064,519.39856,0.0033333334,1.0,4855.959382790064,100,299.999969473632,4861.1895,5.4391416e-20,2,554949.9869464431,0.0033333334,1.0,0.95,0.0033333336,1.0,4855.959382790064,4927.416,485.68,554949.9869464431,500,1.0,500.0,
4995.7751993104,451.18134,0.0025,1.0,4995.7751993104,100,400.0,4887.152,5.434597e-20,2,1443.2680057812559,0.0025,1.0,0.95,0.0024999997,1.0,4995.7751993104,4944.506,499.63,1443.2680057812559,500,1.0,500.0,
4986.884567589279,43.467514,0.0046436912,0.00802778,4986.884567589279,100,380.97753789230075,4935.7456,1.2521579e-06,1,14709.23544974295,1.6564944e-05,2.2504473,0.95,0.0019999999,0.96924925,4986.884567589279,4994.5728,498.75,14709.23544974295,500,1.3150493,380.213885177021,0.2940831
4965.987517282146,335.4234,0.01,1.0,4965.987517282146,100,100.0,4851.2793,3.5044917e-18,2,113645.29445520019,0.01,1.0,0.95,0.009999998,1.0,4965.987517282146,4965.9873,496.64,113645.29445520019,500,1.0,500.0,
4993.00223688321,242.19731,0.005,1.0,4993.00223688321,100,200.00000010221265,4898.384,2.179301e-19,2,4490.228515699673,0.005,1.0,0.95,0.0049999994,1.0,4993.00223688321,4979.4946,499.34,4490.228515699673,500,1.0,500.0,
4989.434895102991,206.46945,0.0033333334,1.0,4989.434895102991,100,299.999969473632,4916.5815,5.4391416e-20,2,10610.053202532778,0.0033333334,1.0,0.95,0.0033333336,1.0,4989.434895102991,4982.808,498.98,10610.053202532778,500,1.0,500.0,
4999.696046469907,178.95734,0.0025,1.0,4999.696046469907,100,400.0,4929.6763,5.434597e-20,2,0.15643312090148603,0.0025,1.0,0.95,0.0024999997,1.0,4999.696046469907,4987.0303,500.0,0.15643312090148603,500,1.0,500.0,
4986.08868096638,23.301159,0.0029091476,0.024133008,4986.08868096638,100,444.4104874024426,4943.7417,5.013461e-07,1,18491.11821315737,4.9120117e-05,1.4292817,0.95,0.002,0.982612,4986.08868096638,4997.862,498.65,18491.11821315737,500,1.1130228,449.2270940776582,0.12101571
4999.642612311757,0.40370026,0.01,1.0,4999.642612311757,100,100.0,4884.9346,3.5044917e-18,2,0.16461688044072362,0.01,1.0,0.95,0.009999998,1.0,4999.642612311757,4999.6426,500.0,0.16461688044072362,500,1.0,500.0,
