InitialReturnMin,MinIW,J_sample_variance,Iteration,EpRewMean,EpThisIter,EpisodesSoFar,InitialReturnMean,MaxIW,InitialBound,TimestepsSoFar,TimeElapsed,Weights,InitialReturnMax,StdIW,ReturnMeanIW,EmpiricalD2,MeanIW,EpLenMean,InitialReturnStd,Bound
-13.699785,1.1615502,1967.9094,17,-110.19937824402028,100,1700,1.2016296e-06,76.931,36.82867,78392,216.3663136959076,[  1.078 -11.773 -41.029  29.449 -29.608],13.100502,14.975243,66.70631,1.9063283,18.85333,18.28,6.4791656,66.70631
-20.181704,1.1594098,2633.905,18,-110.135185110995,100,1800,4.749298e-06,98.02702,35.898643,80255,222.38508343696594,[  1.078 -11.773 -41.029  29.449 -29.758],14.458689,20.173565,65.319336,1.9100022,20.950405,18.63,7.338261,65.319336
-13.699398,1.168062,2462.1436,19,-110.08039552362925,100,1900,8.773804e-07,105.675964,37.346077,82053,229.13742446899414,[  1.078 -11.773 -41.029  29.449 -29.906],14.294905,19.838203,69.114555,1.9706765,20.677553,17.98,6.408875,69.114555
-11.300533,1.1836038,4004.267,20,-109.40274535623121,100,2000,-9.536743e-07,132.73457,38.176704,83789,235.2058448791504,[  1.078 -11.773 -41.029  29.449 -30.061],14.874169,29.451689,75.182945,2.1405346,25.833965,17.36,6.5276203,75.182945
-19.908503,1.1612113,2392.4717,21,-109.94273995778062,100,2100,1.4495849e-06,138.69823,36.326786,85630,241.74839782714844,[  1.078 -11.773 -41.029  29.449 -30.23 ],15.568263,19.810446,66.19695,1.9152108,20.23737,18.41,7.148878,66.19695
-10.283392,1.1723429,2188.6838,22,-110.2144742287426,100,2200,-2.07901e-06,100.59697,38.279175,87395,248.27631902694702,[  1.078 -11.773 -41.029  29.449 -30.379],13.929842,17.18828,71.16134,1.9972501,20.023138,17.65,5.680511,71.16134
-15.417408,1.1736943,3342.4329,23,-109.94528059209284,100,2300,2.7465821e-06,168.17413,37.348938,89179,254.6353154182434,[  1.078 -11.773 -41.029  29.449 -30.538],16.030857,26.324781,71.16899,2.042039,23.628038,17.84,6.9285984,71.16899
-14.915562,1.1625786,2163.926,24,-109.8873354791201,100,2400,-2.1362305e-06,106.68228,36.999283,90999,261.16524600982666,[  1.078 -11.773 -41.029  29.449 -30.699],14.258316,18.380537,66.96648,1.9147137,19.402653,18.2,6.2359858,66.96648
-14.163326,1.1574985,2801.677,25,-110.24284806069849,100,2500,5.1498415e-07,144.44247,35.456787,92882,267.5602777004242,[  1.078 -11.773 -41.029  29.449 -30.849],15.855593,23.633274,64.427536,1.9012791,21.69284,18.83,7.694335,64.427536
-13.465937,1.1680797,2920.8398,26,-110.06330821393976,100,2600,3.9100647e-07,144.2514,36.94696,94692,273.7637231349945,[  1.078 -11.773 -41.029  29.449 -30.995],15.491997,22.92902,68.89792,1.9845839,22.088345,18.1,6.8401475,68.89792
-15.299248,1.1652114,3154.2563,27,-109.8835707452678,100,2700,-8.010864e-07,210.94366,36.223644,96527,280.50812673568726,[  1.078 -11.773 -41.029  29.449 -31.151],17.211182,28.153778,67.45443,1.9692407,23.1845,18.35,7.337107,67.45443
-15.828407,1.1593368,2459.422,28,-110.20363805541211,100,2800,9.918213e-07,131.49756,36.152805,98383,286.75639605522156,[  1.078 -11.773 -41.029  29.449 -31.304],14.970335,20.747726,65.5095,1.9021114,20.365355,18.56,7.0847187,65.5095
-13.710239,1.172126,2792.0894,29,-109.78512721366548,100,2900,-9.536743e-08,137.46855,37.56111,100162,293.2166485786438,[  1.078 -11.773 -41.029  29.449 -31.452],15.56788,23.549223,70.6246,2.0118055,21.96697,17.79,6.390325,70.6246
-16.273184,1.1492578,1628.3108,30,-110.64783391442934,100,3000,-1.7738342e-06,74.63465,35.92421,102064,299.4195182323456,[  1.078 -11.773 -41.029  29.449 -31.61 ],13.165302,13.543516,62.097553,1.79957,16.965652,19.02,6.227016,62.097553
-12.8928585,1.1444781,1553.3129,31,-110.32039750799395,100,3100,-5.531311e-07,75.06538,35.127808,104003,306.20791006088257,[  1.078 -11.773 -41.029  29.449 -31.749],13.021888,13.850439,60.022015,1.7637928,16.6448,19.39,6.3304796,60.022015
-17.00925,1.1554757,2232.9475,32,-110.4605129711774,100,3200,1.1825562e-06,101.94054,35.877876,105883,312.4600028991699,[  1.078 -11.773 -41.029  29.449 -31.884],14.574669,18.400192,64.01186,1.8673481,19.446005,18.8,6.888596,64.01186
-15.319771,1.1570195,2020.9376,33,-110.36159848479045,100,3300,-3.4332277e-07,106.39028,36.27406,107743,318.5199761390686,[  1.078 -11.773 -41.029  29.449 -32.029],14.896914,16.565014,64.839775,1.871595,18.726603,18.6,6.755902,64.839775
-17.42677,1.1709529,3101.0007,34,-109.63979784472691,100,3400,4.7683716e-07,156.04913,36.829605,109539,325.09857416152954,[  1.078 -11.773 -41.029  29.449 -32.175],15.369882,24.9568,70.012405,2.0155156,23.170193,17.96,7.399718,70.012405
-13.561245,1.1649071,2843.4797,35,-109.85216425920375,100,3500,5.912781e-07,132.22717,36.47021,111367,331.38533878326416,[  1.078 -11.773 -41.029  29.449 -32.333],15.181807,21.643965,67.50882,1.9575855,21.760105,18.28,7.2082396,67.50882
-20.525616,1.1528517,2228.5117,36,-110.31491752209378,100,3600,-3.528595e-07,82.21988,35.588806,113264,338.4400098323822,[  1.078 -11.773 -41.029  29.449 -32.485],13.955553,17.07821,62.898663,1.8460803,19.11569,18.97,7.1391864,62.898663
-15.792862,1.1674783,2873.1917,37,-109.90941631245278,100,3700,1.0299683e-06,193.40192,36.82945,115075,344.9524030685425,[  1.078 -11.773 -41.029  29.449 -32.627],16.447453,24.427212,68.683846,1.9787942,22.167652,18.11,7.0272064,68.683846
-15.865738,1.172164,3169.123,38,-110.12572643174136,100,3800,5.1498415e-07,137.6068,37.34695,116865,350.9441730976105,[  1.078 -11.773 -41.029  29.449 -32.782],15.094162,25.08944,70.605934,2.024151,23.040203,17.9,6.775586,70.605934
-13.964289,1.155921,2042.8755,39,-110.45214124806675,100,3900,1.5830993e-06,119.297005,36.149456,118735,357.3410949707031,[  1.078 -11.773 -41.029  29.449 -32.941],14.92267,16.997334,64.35149,1.8650677,18.809351,18.7,6.751074,64.35149
-17.39101,1.1542554,2765.1792,40,-110.33764836463732,100,4000,-3.33786e-07,113.75326,35.202007,120641,363.9023666381836,[  1.078 -11.773 -41.029  29.449 -33.086],14.907297,22.964432,63.073612,1.8750403,21.44104,19.06,7.591135,63.073612
-14.8274,1.1537184,2247.7847,41,-110.0385647200669,100,4100,-2.4414062e-06,97.09439,35.50074,122532,370.5501263141632,[  1.078 -11.773 -41.029  29.449 -33.23 ],14.755961,17.486643,63.142475,1.8539708,19.31779,18.91,7.417226,63.142475
-15.569002,1.1714354,3213.0808,42,-109.76149570265608,100,4200,-1.3732911e-06,158.12004,37.073486,124326,376.6155652999878,[  1.078 -11.773 -41.029  29.449 -33.372],15.960902,23.864328,70.17299,2.019812,23.03167,17.94,7.30143,70.17299
-14.46582,1.1779374,3396.4783,43,-109.64194716681621,100,4300,1.1634827e-06,188.7604,37.73957,126085,382.7288966178894,[  1.078 -11.773 -41.029  29.449 -33.531],15.991785,27.162512,72.939255,2.079094,24.077444,17.59,6.830539,72.939255
-15.567003,1.1718109,4082.9307,44,-110.02709647256323,100,4400,2.4223327e-06,187.19647,36.891426,127893,388.6560320854187,[  1.078 -11.773 -41.029  29.449 -33.694],16.757725,36.50868,70.01843,2.040443,26.18726,18.08,6.729164,70.01843
-16.199223,1.1570504,2268.0872,45,-110.03838606359862,100,4500,6.294251e-07,123.204155,35.837852,129761,395.493604183197,[  1.078 -11.773 -41.029  29.449 -33.853],15.241137,19.264782,64.53056,1.8805804,19.796919,18.68,7.1691594,64.53056
-16.179024,1.1599318,2437.1064,46,-110.27776044798392,100,4600,-2.6893615e-06,133.74297,36.51044,131610,402.16821908950806,[  1.078 -11.773 -41.029  29.449 -33.999],15.222521,22.983025,65.737946,1.9029919,20.336632,18.49,6.41132,65.737946
-16.321474,1.1683694,2992.5676,47,-109.7466121552074,100,4700,-1.6403199e-06,169.88153,36.759537,133419,409.1579909324646,[  1.078 -11.773 -41.029  29.449 -34.147],15.763716,24.292206,68.886284,1.9893029,22.452866,18.09,7.2101083,68.886284
-14.4435005,1.1701089,3329.324,48,-109.72196510954218,100,4800,1.6212464e-06,130.32127,36.63393,135227,415.74589228630066,[  1.078 -11.773 -41.029  29.449 -34.303],15.277853,24.928083,69.480995,2.0146973,23.56382,18.08,7.3915668,69.480995
-14.108883,1.1700196,3279.456,49,-109.82734146082903,100,4900,1.8119812e-06,152.11826,36.954998,137030,422.7088077068329,[  1.078 -11.773 -41.029  29.449 -34.46 ],15.524172,27.733885,69.540695,2.008092,23.482452,18.03,6.9377055,69.540695
-16.59601,1.1566224,2381.1323,50,-110.08347160693538,100,5000,-1.411438e-06,90.97856,35.73427,138905,429.26924324035645,[  1.078 -11.773 -41.029  29.449 -34.617],14.164175,17.754726,64.280785,1.8808881,19.899942,18.75,7.4013014,64.280785
-13.722551,1.1743436,2970.7412,51,-109.7561592518189,100,5100,-1.964569e-06,201.02104,37.634743,140676,435.85897064208984,[  1.078 -11.773 -41.029  29.449 -34.763],16.04658,26.374115,71.517944,2.0369723,22.84664,17.71,6.5127053,71.517944
-15.367741,1.1664546,3105.071,52,-109.94385016719075,100,5200,2.4318695e-06,137.96527,36.68198,142498,442.2175738811493,[  1.078 -11.773 -41.029  29.449 -34.923],15.000315,25.63996,68.08806,1.9744412,22.720438,18.22,6.902877,68.08806
-18.654255,1.161969,2189.1975,53,-109.8348143876272,100,5300,-4.005432e-07,121.96217,36.59483,144327,448.6652066707611,[  1.078 -11.773 -41.029  29.449 -35.077],14.60878,18.535717,66.6193,1.914716,19.688116,18.29,6.7121973,66.6193
-14.477924,1.1769313,4117.612,54,-109.79510248711955,100,5400,6.67572e-07,254.41217,37.459457,146103,454.82052302360535,[  1.078 -11.773 -41.029  29.449 -35.227],17.089005,37.321068,72.28245,2.084903,26.453117,17.76,6.646802,72.28245
-15.640152,1.157227,2033.4526,55,-110.12009772272074,100,5500,-1.0871887e-06,92.464516,36.16677,147962,461.573881149292,[  1.078 -11.773 -41.029  29.449 -35.39 ],13.836561,15.823952,64.804985,1.8742688,18.79329,18.59,6.863431,64.804985
-15.127361,1.1790073,3838.7488,56,-109.66189525416024,100,5600,1.3732911e-06,194.32486,37.71198,149722,467.9089319705963,[  1.078 -11.773 -41.029  29.449 -35.536],16.194035,32.33266,73.290115,2.0979812,25.492395,17.6,6.933892,73.290115
-12.686131,1.1545725,2641.414,57,-110.17913248669696,100,5700,-1.3732911e-06,114.78897,35.355377,151620,474.3919322490692,[  1.078 -11.773 -41.029  29.449 -35.701],15.19212,23.437803,63.23593,1.8720064,21.085278,18.98,7.1543455,63.23593
-16.616379,1.1589278,2445.9316,58,-110.02814950138529,100,5800,1.5258789e-06,150.63191,35.99771,153479,481.0874536037445,[  1.078 -11.773 -41.029  29.449 -35.845],15.600753,21.774422,65.21785,1.8995613,20.439003,18.59,7.2604103,65.21785
-16.598602,1.1602947,2329.4053,59,-110.24071213286976,100,5900,6.8664554e-07,86.50657,36.323765,155326,488.2350957393646,[  1.078 -11.773 -41.029  29.449 -35.992],13.665405,17.359423,65.985825,1.907505,19.846727,18.47,7.283389,65.985825
-14.706957,1.1744735,2664.5403,60,-109.83703297330321,100,6000,-1.3923645e-06,124.536674,37.918404,157090,494.7548656463623,[  1.078 -11.773 -41.029  29.449 -36.141],14.288553,20.328022,71.73552,2.0299108,21.634037,17.64,6.325623,71.73552
-16.360912,1.1575935,2365.6877,61,-109.85555705944589,100,6100,2.0980835e-07,108.09207,35.696255,158957,501.17264318466187,[  1.078 -11.773 -41.029  29.449 -36.302],14.695716,18.846584,64.64282,1.8883841,20.084908,18.67,7.620082,64.64282
-19.212234,1.1564811,1944.3445,62,-110.47288134715205,100,6200,-1.8501282e-06,121.21958,36.402065,160818,508.13895320892334,[  1.078 -11.773 -41.029  29.449 -36.448],15.238682,17.064362,64.69777,1.8641715,18.518501,18.61,6.2908344,64.69777
-16.267557,1.1786251,4245.595,63,-109.56269302588603,100,6300,3.1471254e-07,226.67197,37.303917,162588,514.492264509201,[  1.078 -11.773 -41.029  29.449 -36.593],16.936144,34.52603,73.018654,2.1063752,26.88348,17.7,7.22943,73.018654
-16.043522,1.1589366,2766.2693,64,-110.13032688223306,100,6400,-8.010864e-07,150.67099,35.8634,164456,520.780900478363,[  1.078 -11.773 -41.029  29.449 -36.758],15.916067,22.782766,65.04274,1.9081737,21.328213,18.68,7.293783,65.04274
-14.607471,1.156874,2263.135,65,-110.24378156854601,100,6500,-6.294251e-07,141.81577,36.215725,166322,526.9641399383545,[  1.078 -11.773 -41.029  29.449 -36.905],16.372847,20.202696,64.54395,1.8755077,19.564775,18.66,6.494307,64.54395
-16.531252,1.1537272,2085.722,66,-110.43748908634574,100,6600,-1.1253356e-06,129.27258,35.90058,168207,534.2636597156525,[  1.078 -11.773 -41.029  29.449 -37.051],15.147486,19.458796,63.43471,1.8474292,18.970455,18.85,6.6744576,63.43471
-20.723103,1.1505759,2176.206,67,-110.49843750664715,100,6700,1.6403199e-06,88.97926,35.338646,170122,540.9755187034607,[  1.078 -11.773 -41.029  29.449 -37.194],14.056889,18.06002,62.01222,1.82833,19.024113,19.15,7.1199784,62.01222
-14.26116,1.1787015,2787.2295,68,-109.61002496597627,100,6800,-1.4305115e-06,138.71252,38.115536,171867,547.6128768920898,[  1.078 -11.773 -41.029  29.449 -37.334],15.064931,20.275736,73.44197,2.0723107,22.318882,17.45,6.584643,73.44197
-13.768272,1.1645782,1542.6097,69,-110.26298718608972,100,6900,6.580353e-07,96.6185,37.925125,173659,553.6341681480408,[  1.078 -11.773 -41.029  29.449 -37.499],13.727959,14.177445,68.31741,1.9130363,17.703386,17.92,5.2460628,68.31741
-15.228647,1.1613973,2343.0261,70,-109.99995946886794,100,7000,-2.0980835e-07,103.372604,36.35588,175499,560.2651569843292,[  1.078 -11.773 -41.029  29.449 -37.651],14.632726,18.88771,66.30992,1.916724,20.155634,18.4,6.9480515,66.30992
-14.799032,1.1388079,1341.7062,71,-110.82400300938666,100,7100,-7.343292e-07,56.229515,34.68383,177481,567.6408612728119,[  1.078 -11.773 -41.029  29.449 -37.801],12.139345,10.979326,58.17103,1.7186248,15.531333,19.82,6.6340036,58.17103
-13.876701,1.1733719,3338.9773,72,-109.81855969204538,100,7200,-1.2969971e-06,195.60406,37.366413,179265,573.7630088329315,[  1.078 -11.773 -41.029  29.449 -37.931],16.515175,28.040247,70.93965,2.036797,23.650192,17.84,6.6518984,70.93965
-19.760656,1.1576685,2569.5676,73,-110.22210347413977,100,7300,-1.7166138e-07,108.31662,35.796776,181138,580.2606723308563,[  1.078 -11.773 -41.029  29.449 -38.09 ],14.672269,20.169247,64.66348,1.8942099,20.664938,18.73,7.375704,64.66348
-15.434389,1.1631486,3606.85,74,-110.16266553107943,100,7400,1.0490418e-06,198.25888,35.872463,182998,587.1882815361023,[  1.078 -11.773 -41.029  29.449 -38.237],16.81216,33.013863,66.43056,1.9645277,24.850586,18.6,7.345252,66.43056
-14.924763,1.1652048,1805.3065,75,-110.09860938719368,100,7500,-1.0108947e-06,72.32086,37.387783,184798,594.0493388175964,[  1.078 -11.773 -41.029  29.449 -38.388],12.700409,14.151256,68.291885,1.930547,18.599077,18.0,6.182408,68.291885
-15.471735,1.1682937,2508.6614,76,-109.74786913774761,100,7600,-8.583069e-08,90.99314,36.982265,186598,600.2707374095917,[  1.078 -11.773 -41.029  29.449 -38.541],13.858562,18.024525,69.066826,1.9771386,20.865559,18.0,6.9859376,69.066826
-16.51332,1.1523066,2150.8926,77,-110.39370860637588,100,7700,1.6021728e-06,107.58321,35.43209,188500,607.337474822998,[  1.078 -11.773 -41.029  29.449 -38.696],14.555679,17.103395,62.706482,1.8420012,19.001028,19.02,7.3571677,62.706482
-13.32402,1.1586405,2506.338,78,-110.29275415980698,100,7800,2.479553e-07,128.91605,36.204937,190361,613.9555139541626,[  1.078 -11.773 -41.029  29.449 -38.838],15.721281,21.016987,65.18144,1.8966595,20.384455,18.61,6.818725,65.18144
-15.854902,1.1638011,2047.925,79,-109.80047846138805,100,7900,-1.7642975e-06,110.21517,36.88016,192175,620.1599991321564,[  1.078 -11.773 -41.029  29.449 -38.985],14.993137,16.021774,67.4682,1.926064,19.248322,18.14,6.724562,67.4682
-17.123728,1.1577702,2443.9197,80,-109.90277670828382,100,8000,4.4822693e-07,93.819275,35.61287,194045,626.9236702919006,[  1.078 -11.773 -41.029  29.449 -39.137],13.922771,17.974405,64.65756,1.8935976,20.319836,18.7,7.729899,64.65756
-15.389275,1.1676743,2887.5898,81,-109.9249780460393,100,8100,3.528595e-07,166.57793,36.882523,195855,633.1406881809235,[  1.078 -11.773 -41.029  29.449 -39.284],16.513744,23.943474,68.732346,1.9795145,22.01493,18.1,7.033885,68.732346
-13.220898,1.166112,4025.7468,82,-109.89675887467617,100,8200,-3.2424927e-07,185.85239,35.85838,197703,639.1373281478882,[  1.078 -11.773 -41.029  29.449 -39.439],16.61322,33.159634,67.55602,1.9995034,26.106133,18.48,7.8543525,67.55602
-17.776768,1.1650759,2812.7046,83,-110.1771712177307,100,8300,-7.6293944e-08,114.020004,36.533558,199532,645.4153621196747,[  1.078 -11.773 -41.029  29.449 -39.592],14.898535,22.426146,67.68764,1.9599191,21.828068,18.29,7.1898985,67.68764
-16.530458,1.1596973,2638.5112,84,-109.9494958347097,100,8400,2.6512146e-06,114.558876,35.767708,201393,652.3935723304749,[  1.078 -11.773 -41.029  29.449 -39.745],14.713033,20.530218,65.399895,1.9136134,21.083063,18.61,7.74002,65.399895
-14.249496,1.1753161,2967.697,85,-109.8986708866823,100,8500,-1.9836425e-06,149.55322,37.789383,203160,658.8848390579224,[  1.078 -11.773 -41.029  29.449 -39.893],15.18811,24.297113,71.941444,2.0455956,22.677404,17.67,6.4454837,71.941444
-13.756374,1.1795697,3188.4922,86,-109.75269463179237,100,8600,-1.335144e-07,120.222115,37.990177,204909,665.1672115325928,[  1.078 -11.773 -41.029  29.449 -40.055],14.850706,22.44112,73.74551,2.0908651,23.468048,17.49,6.750894,73.74551
-15.768547,1.1706402,3280.8564,87,-109.93639810475035,100,8700,1.7547608e-06,212.02997,36.951023,206711,671.5437669754028,[  1.078 -11.773 -41.029  29.449 -40.22 ],16.675465,28.597555,69.813644,2.015623,23.59369,18.02,7.112414,69.813644
-14.102324,1.1673536,2519.458,88,-110.09723016493446,100,8800,4.7683716e-07,121.13683,37.141277,208516,677.8408479690552,[  1.078 -11.773 -41.029  29.449 -40.378],15.205943,20.860464,68.77589,1.9673997,20.902285,18.05,6.4368887,68.77589
-16.878693,1.1530628,2195.8489,89,-110.04519615137443,100,8900,2.861023e-07,82.68791,35.54586,210409,684.9049236774445,[  1.078 -11.773 -41.029  29.449 -40.532],13.69265,17.679401,62.914803,1.8463522,19.146923,18.93,7.088418,62.914803
-11.564047,1.1564062,2480.3386,90,-110.47597920045175,100,9000,3.6239624e-07,104.60031,35.94747,212288,691.6207106113434,[  1.078 -11.773 -41.029  29.449 -40.675],14.549667,22.323944,64.241425,1.8798424,20.495323,18.79,6.444572,64.241425
-16.512636,1.1481994,1653.519,91,-110.43269963522657,100,9100,2.2125244e-06,63.171368,35.583523,214200,698.3598828315735,[  1.078 -11.773 -41.029  29.449 -40.82 ],12.797747,13.362421,61.527332,1.7933342,17.031155,19.12,6.4729166,61.527332
-12.746424,1.1829809,4748.557,92,-109.48999224032889,100,9200,-2.3460389e-06,216.41487,37.441193,215956,704.3364646434784,[  1.078 -11.773 -41.029  29.449 -40.958],16.234198,34.640724,74.94302,2.161411,28.496418,17.56,7.5381308,74.94302
-14.288294,1.1491109,1261.996,93,-110.31782858505831,100,9300,-6.4849854e-07,64.69312,36.082973,217844,710.8340227603912,[  1.078 -11.773 -41.029  29.449 -41.126],12.692098,10.459052,62.280476,1.787125,15.820179,18.88,6.0141816,62.280476
-15.900011,1.1691407,2909.0686,94,-110.19604297427738,100,9400,1.411438e-06,127.019585,37.106663,219648,717.3304305076599,[  1.078 -11.773 -41.029  29.449 -41.265],15.360851,21.913681,69.42428,1.9938627,22.043917,18.04,6.9175034,69.42428
-13.068615,1.1605912,2152.4827,95,-110.02815194576611,100,9500,-1.0490418e-06,117.41881,36.677895,221484,723.9860305786133,[  1.078 -11.773 -41.029  29.449 -41.421],14.765167,17.950838,66.140045,1.9012777,19.339153,18.36,6.3717027,66.140045
-13.167532,1.1615125,2571.4316,96,-110.23240572360646,100,9600,-1.1444092e-06,120.43832,36.391872,223329,730.0473310947418,[  1.078 -11.773 -41.029  29.449 -41.57 ],14.565472,21.166212,66.314674,1.9232948,20.875254,18.45,6.8633657,66.314674
-16.975063,1.1487603,1941.8411,97,-110.34940843642595,100,9700,1.2779236e-06,73.639595,35.26134,225249,737.1883790493011,[  1.078 -11.773 -41.029  29.449 -41.72 ],12.780628,15.130022,61.424202,1.8075877,18.011362,19.2,7.0986996,61.424202
-16.322563,1.1626695,2618.8037,98,-109.85059509592968,100,9800,2.6130676e-06,106.94122,36.194027,227088,743.3361165523529,[  1.078 -11.773 -41.029  29.449 -41.859],14.122456,20.171835,66.64643,1.935352,21.07231,18.39,7.4932785,66.64643
-15.252798,1.1663878,3327.014,99,-109.6844944789228,100,9900,-2.8705597e-06,187.3529,36.34954,228916,750.0678923130035,[  1.078 -11.773 -41.029  29.449 -42.01 ],16.346397,28.445923,67.85668,1.9809864,23.622505,18.28,7.2669663,67.85668
-16.774818,1.1570637,2112.8374,100,-110.03202573751429,100,10000,-2.2888183e-07,92.06082,36.117615,230777,756.3505671024323,[  1.078 -11.773 -41.029  29.449 -42.163],13.821377,16.514725,64.65769,1.8740863,18.954912,18.61,6.880079,64.65769
-14.089199,1.1718242,3367.32,101,-109.87773716848376,100,10100,1.4686584e-06,219.44421,37.25632,232570,762.6271357536316,[  1.078 -11.773 -41.029  29.449 -42.309],16.51835,29.689875,70.26893,2.0234513,23.747656,17.93,6.573484,70.26893
-14.24947,1.1551409,2000.4117,102,-110.15262401979179,100,10200,9.918213e-07,87.43451,36.035416,234441,768.7990589141846,[  1.078 -11.773 -41.029  29.449 -42.468],13.514278,15.823839,64.027985,1.856167,18.592983,18.71,6.7773137,64.027985
-14.987995,1.1701893,2829.097,103,-109.82457725711127,100,10300,2.0980835e-06,152.82552,36.96567,236238,775.4116172790527,[  1.078 -11.773 -41.029  29.449 -42.612],16.04258,22.762077,69.740524,2.002086,22.079672,17.97,7.1418505,69.740524
-15.852543,1.1631664,3010.8406,104,-110.2643388853047,100,10400,1.1825562e-06,198.36479,36.233086,238084,781.6034047603607,[  1.078 -11.773 -41.029  29.449 -42.769],16.686508,27.24104,66.78802,1.9488623,22.574184,18.46,7.236952,66.78802
-13.372799,1.1527725,1952.1925,105,-110.00377468477494,100,10500,-4.7683717e-08,94.579285,35.73913,239969,788.6554627418518,[  1.078 -11.773 -41.029  29.449 -42.92 ],14.374933,16.220253,63.06117,1.8354603,18.296291,18.85,6.8232336,63.06117
-13.257483,1.1617341,2919.561,106,-109.82835949336933,100,10600,3.3187866e-06,121.17566,36.02003,241820,795.1146445274353,[  1.078 -11.773 -41.029  29.449 -43.063],15.47855,22.059227,66.09804,1.934294,21.860985,18.51,7.373269,66.09804
