MaxIW,ReturnMeanIW,MeanIW,TimestepsSoFar,J_sample_variance,TimeElapsed,EpLenMean,MinIW,EmpiricalD2,InitialReturnMax,InitialReturnStd,InitialReturnMin,StdIW,Iteration,EpThisIter,InitialBound,EpRewMean,Bound,InitialReturnMean,EpisodesSoFar,Weights
507.78308,24.740614,0.7500107,734791,5577.5566,2060.255273103714,54.47,1.16124964e-10,504491000.0,3.919144,1.3918648,-1.8582149,7.8284373,101,100,16.192951,-130.3864152790286,24.740614,-6.008148e-07,10100,[-0.836 -1.157 -0.909  0.201 -1.886]
371.37292,36.454956,0.38650462,740259,34787.832,2077.063358068466,54.68,1.1018077e-08,6085473300.0,3.8774266,1.2858024,-2.2270126,4.753851,102,100,16.153116,-130.85973041282097,36.454956,-3.8146973e-07,10200,[-0.831 -1.166 -0.921  0.227 -1.891]
5612.778,123.84047,0.2440552,745807,1312387.6,2094.392816543579,55.48,,inf,3.8608046,1.3987987,-2.0771651,33.233295,103,100,15.867493,-130.98076373281833,123.84047,-2.1457672e-07,10300,[-0.828 -1.093 -0.876  0.22  -1.895]
1065.4243,22.49772,4.560368,752222,11946.389,2113.63800740242,64.15,2.3820323e-06,25938.627,4.203233,1.2745545,-2.104638,36.604275,104,100,13.70092,-136.4022847497545,22.49772,1.2397766e-07,10400,[-0.888 -1.107 -0.832  0.165 -1.879]
289.86063,18.418287,0.12453228,758172,1835.7754,2131.3174328804016,59.5,1.0362366e-14,2.456751e+18,4.0917554,1.4464495,-2.063559,2.6563594,105,100,14.8716755,-133.80857139326235,18.418287,-3.8146973e-07,10500,[-0.883 -1.062 -0.828  0.16  -1.889]
1438.8217,62.174843,0.7087892,765256,281460.12,2151.436418533325,70.84,2.0405754e-08,12347597000.0,3.1641083,1.2078751,-1.9405937,23.806797,106,100,12.111112,-139.3492255112171,62.174843,-8.916855e-07,10600,[-0.897 -1.054 -0.804  0.169 -1.891]
908.6979,14.549417,0.8003719,771980,176.04083,2172.564385652542,67.24,1.5525943e-09,1781350000.0,3.6220417,1.1804631,-1.5679731,7.716629,107,100,12.818202,-139.2203399686985,14.549417,1.8596648e-07,10700,[-0.945 -1.079 -0.848  0.19  -1.902]
642058.44,7646.5483,33.3466,778611,5839804000.0,2192.1345670223236,66.31,,inf,4.3117085,1.269715,-1.9657035,3334.3208,108,100,13.195583,-138.6899709378386,7646.5483,-2.5749208e-07,10800,[-0.984 -1.098 -0.863  0.213 -1.908]
15445.455,116.24938,0.52499026,785393,1258630.9,2216.3019618988037,67.82,,inf,3.7721114,1.2935652,-1.7013555,78.40641,109,100,13.317995,-144.29457105071884,116.24938,-6.6280364e-07,10900,[-0.978 -1.047 -0.807  0.401 -1.911]
2.4557516e-24,-6.3295822e-27,4.9115032e-29,835393,,2332.1541934013367,500.0,,nan,4.2163754,1.35949,-1.7070808,,110,100,-4.8537602,-161.2337939966061,-6.3295822e-27,5.5789945e-07,11000,[-1.095 -1.084 -0.707  0.378 -1.879]
218.61777,57.592678,0.2762002,837051,16299.692,2337.893319606781,16.58,1.2337842e-09,1845215000000.0,9.734093,4.876509,-14.203205,1.7914128,111,100,40.13287,-108.4164388399268,57.592678,-9.536743e-08,11100,[ 1.931  2.309 -7.861  4.846 -1.501]
248.63322,58.755283,0.892992,838664,40019.01,2346.400140762329,16.13,1.6909084e-07,14115.987,12.752424,5.093571,-16.942413,3.1641479,112,100,40.859287,-108.22385472117101,58.755283,-1.1634827e-06,11200,[ 1.961  2.313 -7.918  4.876 -1.496]
533.5152,59.09925,0.28025988,840286,28001.363,2354.804301738739,16.22,1.11269534e-14,744144500000000.0,11.545723,5.14084,-11.353479,3.64813,113,100,40.577347,-107.54334166207043,59.09925,-4.005432e-07,11300,[ 2.008  2.298 -7.959  4.902 -1.555]
189.20097,57.01291,0.14948831,841895,43780.64,2363.2881593704224,16.09,7.2491855e-21,6.710323e+31,16.369444,5.877936,-14.380058,1.4137931,114,100,40.725643,-107.89356309529776,57.01291,1.0299683e-06,11400,[ 1.981  2.245 -7.945  4.861 -1.579]
10.002085,43.607952,1.1377852,843461,373.61786,2372.027221918106,15.66,0.037603997,3.4013145,16.912159,5.7539372,-13.463726,1.1886064,115,100,41.74412,-107.87874010143022,43.607952,-1.2779236e-06,11500,[ 2.039  2.242 -7.886  4.911 -1.594]
100.08053,44.164383,0.4587781,845120,4298.6514,2380.6513905525208,16.59,1.907756e-07,19205.084,12.999363,4.944946,-11.284851,0.95902556,116,100,39.925404,-107.89717147260518,44.164383,-1.2779236e-06,11600,[ 2.02   2.249 -7.888  4.899 -1.588]
164.91058,52.6093,0.5609299,846728,27743.506,2389.405714035034,16.08,1.3288563e-08,30865042.0,18.902426,5.510223,-16.875536,1.8382202,117,100,40.820652,-108.00165596116152,52.6093,-2.3651123e-06,11700,[ 2.017  2.262 -7.887  4.867 -1.593]
500.25046,59.597275,0.40198404,848328,68058.56,2398.1917695999146,16.0,,inf,11.83192,4.91686,-15.1296425,3.181967,118,100,41.308952,-108.46086378127313,59.597275,3.6239624e-07,11800,[ 2.032  2.244 -7.942  4.903 -1.624]
191.41724,76.15384,0.08002033,849935,64866.91,2407.2053809165955,16.07,4.653135e-21,1.7693227e+25,14.620108,5.4981017,-14.589123,1.6617383,119,100,40.85926,-107.58133828320106,76.15384,1.5640259e-06,11900,[ 1.996  2.276 -7.933  4.773 -1.6  ]
79.30949,44.45223,0.7316809,851495,2519.268,2416.404936313629,15.6,7.231023e-07,14274.205,10.7290325,6.077627,-13.336273,2.2728834,120,100,41.638786,-107.8561658845183,44.45223,8.773804e-07,12000,[ 2.019  2.25  -7.859  4.759 -1.623]
1306008.6,48346.633,35.979965,853122,233382720000.0,2424.8923585414886,16.27,2.0739121e-19,1.4368683e+32,16.205826,6.041505,-13.787857,6046.845,121,100,40.250477,-107.62392875457199,48346.633,7.2479247e-07,12100,[ 2.045  2.281 -7.843  4.738 -1.678]
67.189285,51.688484,0.78770393,854700,6867.968,2433.354918241501,15.78,4.0685206e-09,4895873700000.0,12.784507,4.8827777,-12.734797,3.7360911,122,100,41.545113,-107.85120964430784,51.688484,-1.4305115e-07,12200,[ 2.134  2.255 -7.836  4.801 -1.666]
49.594933,45.34539,1.1488608,856366,2404.4985,2441.807892560959,16.66,0.0012633229,99.32219,14.152133,5.2085714,-14.431025,2.7291436,123,100,39.769432,-108.20107955358947,45.34539,2.670288e-07,12300,[ 2.184  2.26  -7.86   4.856 -1.644]
621.8656,62.393982,0.5194878,857980,86514.875,2449.9804694652557,16.14,5.53692e-09,11118844.0,14.963608,5.3866153,-13.916149,3.6245205,124,100,40.80992,-108.11464760445234,62.393982,5.531311e-07,12400,[ 2.213  2.262 -7.842  4.819 -1.65 ]
17.478674,43.756912,1.0944613,859629,1717.024,2459.1938366889954,16.49,2.4057263e-05,197.03525,11.486755,4.937719,-14.376577,2.6177838,125,100,40.403763,-108.69856985631883,43.756912,2.861023e-07,12500,[ 2.203  2.262 -7.867  4.792 -1.643]
57.34281,46.819656,0.5836309,861307,2837.7886,2468.249443054199,16.78,1.3144856e-05,2209.4443,10.307296,4.9942403,-17.623892,1.6649766,126,100,39.70236,-108.46831017270661,46.819656,-2.9563904e-07,12600,[ 2.217  2.249 -7.878  4.822 -1.651]
15.456999,41.91538,1.0270674,862962,541.6329,2476.6220088005066,16.55,0.001248072,6.5592027,9.74881,4.9215813,-13.762915,1.5750053,127,100,40.0091,-108.04163284836382,41.91538,2.269745e-06,12700,[ 2.223  2.23  -7.862  4.823 -1.664]
264.63196,48.38671,0.2016186,864590,28054.484,2485.4980924129486,16.28,1.1563875e-13,1.8378518e+18,13.103729,5.4068093,-13.986959,1.9526253,128,100,40.459984,-107.88055558740241,48.38671,-1.6212464e-06,12800,[ 2.235  2.221 -7.869  4.843 -1.691]
1192.4497,89.68748,0.035729147,866231,412735.88,2493.81116437912,16.41,,inf,14.179262,4.599741,-9.205769,5.381443,129,100,40.451492,-108.17521382365439,89.68748,1.335144e-06,12900,[ 2.261  2.177 -7.863  4.872 -1.664]
68.44173,47.21016,0.85189295,867816,6252.6587,2502.161064386368,15.85,1.5965717e-05,547.7537,10.420719,5.273615,-13.081768,2.3493834,130,100,41.426083,-107.7554147043205,47.21016,1.4686584e-06,13000,[ 2.24   2.137 -7.77   4.837 -1.679]
38.79673,46.428535,0.56996775,869468,3794.056,2511.11740899086,16.52,3.344511e-05,1682.4358,16.484375,5.035797,-18.072525,1.2256309,131,100,40.20217,-108.72066818339741,46.428535,5.7220458e-08,13100,[ 2.236  2.118 -7.796  4.812 -1.696]
462.42072,68.5174,0.092171505,871100,53700.547,2519.996251821518,16.32,5.9882805e-19,4.631342e+32,15.749714,6.086524,-12.619667,2.3816068,132,100,40.07723,-107.52602503858023,68.5174,-1.14440915e-07,13200,[ 2.225  2.114 -7.828  4.81  -1.694]
1421.3064,116.79157,0.10594955,872706,476742.94,2529.4123075008392,16.06,2.9313546e-18,4.6229583e+23,11.738541,5.542728,-13.503372,7.1836157,133,100,40.829773,-107.65974614367303,116.79157,3.6239624e-07,13300,[ 2.264  2.21  -7.785  4.864 -1.711]
554.6503,109.72739,0.06439873,874346,417588.28,2538.690839767456,16.4,,inf,12.337872,5.636842,-13.40037,3.5358574,134,100,40.1945,-108.08144582481222,109.72739,6.1035155e-07,13400,[ 2.233  2.156 -7.8    4.772 -1.725]
7356.344,290.23074,0.27233297,875994,5930029.0,2548.538544178009,16.48,1.2356916e-13,2.047573e+16,12.429588,5.520221,-11.930229,36.10613,135,100,39.949554,-107.90573436316038,290.23074,-5.912781e-07,13500,[ 2.244  2.019 -7.759  4.652 -1.738]
617.0174,174.34514,4.475977,877705,2304495.8,2558.9754309654236,17.11,3.9984415e-33,inf,15.161678,5.522171,-15.446739,38.910164,136,100,38.902245,-108.25184926898723,174.34514,1.5830993e-06,13600,[ 2.286  2.089 -7.729  4.637 -1.742]
130.23195,50.22081,0.326746,879351,5263.3525,2568.858174085617,16.46,2.479934e-07,125134.1,13.029927,5.053975,-14.054926,1.8582613,137,100,40.255474,-108.13099538395807,50.22081,1.0871887e-06,13700,[ 2.359  2.175 -7.582  4.603 -1.766]
513.4457,51.918083,0.05794704,881008,25134.541,2577.3965451717377,16.57,7.1891326e-11,4931976000.0,12.854851,5.5251627,-16.759693,2.4525306,138,100,39.879898,-108.03122572642923,51.918083,-1.6593933e-06,13800,[ 2.379  2.175 -7.609  4.598 -1.757]
11.527369,43.123848,0.96469235,882640,1533.5432,2586.2861790657043,16.32,0.024184197,4.031549,10.024218,4.8257284,-16.250143,1.1484576,139,100,40.732574,-108.56081485317223,43.123848,-5.7220458e-08,13900,[ 2.452  2.223 -7.585  4.592 -1.761]
4130.827,568.792,0.3120323,884279,30675960.0,2595.6075739860535,16.39,,inf,15.310616,5.816151,-11.106384,28.545795,140,100,40.115902,-107.71915210517244,568.792,-1.7738342e-06,14000,[ 2.441  2.245 -7.567  4.581 -1.77 ]
50.049248,54.083843,0.8057159,885918,7107.9404,2604.365609884262,16.39,2.2005389e-07,14588891.0,10.665933,5.177325,-13.195789,1.9978961,141,100,40.36525,-108.34365784418378,54.083843,-2.9754638e-06,14100,[ 2.442  2.15  -7.655  4.789 -1.831]
212.44034,45.039646,0.33936703,887569,5473.664,2613.295096874237,16.51,4.7220072e-07,2479804.2,15.3314905,4.7531176,-10.794687,2.580664,142,100,40.20781,-108.47502761575781,45.039646,-3.0517577e-07,14200,[ 2.474  2.146 -7.669  4.832 -1.833]
75.898415,48.12799,0.29853538,889165,2608.8992,2621.8852665424347,15.96,2.469903e-07,38540292.0,17.614223,5.557929,-16.881044,1.1061935,143,100,40.94431,-107.7749333853003,48.12799,1.2016296e-06,14300,[ 2.463  2.191 -7.663  4.826 -1.862]
2806.0183,165.84288,0.0712219,890803,1894086.5,2631.36896777153,16.38,,inf,11.984666,5.157758,-12.931957,12.633274,144,100,40.378918,-108.13098077609293,165.84288,-5.340576e-07,14400,[ 2.491  2.204 -7.677  4.847 -1.868]
178.90695,51.10293,0.20738922,892427,16558.893,2641.0899817943573,16.24,9.977364e-09,2302049.5,14.905658,5.3366838,-13.733261,1.4690877,145,100,40.54167,-107.93238244468971,51.10293,1.2397766e-07,14500,[ 2.511  2.171 -7.573  4.837 -1.833]
197.18878,82.46718,0.42715946,894003,225673.52,2649.3408546447754,15.76,1.6982516e-13,1.1909219e+20,17.176588,5.754183,-12.284792,2.1598392,146,100,41.476513,-107.9382732808781,82.46718,-2.861023e-07,14600,[ 2.513  2.163 -7.547  4.842 -1.828]
79.7762,69.67227,1.0520601,895613,32980.695,2658.774765253067,16.1,2.2591507e-06,20417510.0,18.175034,5.8484936,-11.024601,5.1095285,147,100,40.666004,-107.89748348838684,69.67227,-8.201599e-07,14700,[ 2.552  2.073 -7.586  4.779 -1.835]
17.42227,41.75135,0.73570675,897328,920.4979,2666.93603348732,17.15,0.00023952608,136.58188,16.025108,5.7454653,-15.439337,1.4534786,148,100,38.83747,-108.41905767758523,41.75135,4.5776366e-07,14800,[ 2.565  2.036 -7.639  4.786 -1.832]
886.56165,72.49463,0.605936,899012,44103.625,2675.7052125930786,16.84,9.925092e-09,1739810000.0,13.171904,5.1133456,-14.485378,6.8568425,149,100,39.459976,-108.07388159188939,72.49463,-3.2424927e-07,14900,[ 2.557  2.033 -7.631  4.799 -1.83 ]
38771.773,1413.4912,13.939053,900645,189788860.0,2684.168030977249,16.33,3.809659e-15,9.899736e+19,15.574489,5.7054696,-13.379864,245.85954,150,100,40.37643,-108.13529133876735,1413.4912,2.4223327e-06,15000,[ 2.568  2.038 -7.661  4.79  -1.828]
35.735485,44.29383,0.8303986,902281,2207.0613,2694.7536816596985,16.36,0.00014827604,370.4036,14.641329,5.5513277,-14.33441,2.0758045,151,100,40.299282,-107.7445158886273,44.29383,-1.6403199e-06,15100,[ 2.578  2.071 -7.674  4.766 -1.831]
151.14044,76.77642,0.5453922,903846,245095.39,2703.5634956359863,15.65,3.9408507e-12,4.4797522e+21,17.741177,5.7054696,-12.060148,2.5932298,152,100,41.573505,-107.50520767161075,76.77642,-1.335144e-06,15200,[ 2.595  2.08  -7.661  4.789 -1.832]
86.24153,51.286533,0.5190413,905447,6788.608,2712.984765768051,16.01,1.4630446e-08,13748389000.0,13.156275,5.6606402,-12.562691,1.7290232,153,100,40.814404,-107.51873676334434,51.286533,-1.9073486e-08,15300,[ 2.619  2.124 -7.584  4.752 -1.819]
90.77408,45.97458,1.0087193,907076,8336.257,2721.3327746391296,16.29,7.7006276e-11,6.572948e+23,19.84989,5.7369223,-13.2076645,3.6600668,154,100,40.193855,-108.01196691276968,45.97458,2.0217894e-06,15400,[ 2.585  2.102 -7.577  4.714 -1.822]
299.65332,58.822765,0.037930477,908670,59785.793,2729.197083711624,15.94,1.1648537e-15,2.2497034e+16,14.596327,5.2447324,-12.558355,1.5975896,155,100,41.307816,-108.23850148276625,58.822765,-1.2016296e-06,15500,[ 2.576  2.141 -7.551  4.75  -1.831]
28.029531,44.625923,0.2988711,910354,1464.6572,2737.7095346450806,16.84,1.9038366e-06,8260.066,17.91732,5.1933827,-14.35247,0.78762156,156,100,39.43197,-108.46056074537717,44.625923,1.9073486e-08,15600,[ 2.574  2.167 -7.587  4.76  -1.843]
97.69767,78.04617,0.11880211,912041,56481.0,2746.4864370822906,16.87,1.0446101e-23,inf,19.001822,5.164377,-13.105598,1.2145641,157,100,39.31189,-108.50026163580046,78.04617,-5.912781e-07,15700,[ 2.594  2.18  -7.593  4.751 -1.858]
402.4798,60.811844,0.07885547,913655,71169.11,2755.513496398926,16.14,3.3254125e-33,inf,19.163467,5.01298,-11.17518,2.1009939,158,100,40.856346,-108.28671736528217,60.811844,1.1444092e-06,15800,[ 2.602  2.087 -7.644  4.742 -1.868]
71.69554,52.251587,0.27620247,915354,7196.98,2764.349156141281,16.99,2.0198228e-09,17724592.0,11.910549,4.728797,-15.493271,1.2198517,159,100,39.457455,-108.55051955777331,52.251587,7.6293944e-08,15900,[ 2.611  2.031 -7.654  4.797 -1.864]
3.914051,39.984024,0.9566711,917042,121.03431,2772.9182431697845,16.88,0.15011747,1.3606256,14.028371,5.446898,-14.077364,0.46924362,160,100,39.404076,-108.52392322377375,39.984024,-2.0599366e-06,16000,[ 2.624  2.013 -7.639  4.809 -1.878]
157.34648,79.03517,1.5668181,918692,93761.875,2781.4989454746246,16.5,7.97445e-07,5786957.0,17.627634,6.195514,-11.326296,6.475958,161,100,39.669983,-107.96984547268097,79.03517,1.3542175e-06,16100,[ 2.63   2.01  -7.645  4.816 -1.864]
241.85571,57.103943,0.17972904,920295,8892.971,2790.3098406791687,16.03,3.2814473e-10,8883485000.0,11.885681,5.763415,-12.851082,1.6647407,162,100,40.82405,-107.62465312598187,57.103943,-1.9073487e-07,16200,[ 2.64   2.057 -7.607  4.789 -1.875]
3635.4502,228.74281,0.6003382,921940,4297965.0,2798.8257789611816,16.45,3.8805687e-19,1.5164915e+21,14.583938,5.56642,-13.799091,20.78142,163,100,40.099266,-108.07192181106431,228.74281,-5.1498415e-07,16300,[ 2.614  2.048 -7.578  4.775 -1.876]
12.651985,42.82822,0.9111877,923629,795.1743,2810.097889184952,16.89,0.00041057353,141.12453,13.962889,5.925121,-11.767149,1.6326097,164,100,38.945446,-107.71306453488464,42.82822,-1.335144e-07,16400,[ 2.559  1.994 -7.645  4.834 -1.885]
392.75668,85.87249,0.05536161,925276,331074.56,2818.8531453609467,16.47,,inf,15.889643,5.0993075,-11.132608,2.955119,165,100,40.16501,-108.27085950626365,85.87249,-2.7465821e-06,16500,[ 2.557  1.983 -7.647  4.848 -1.891]
25.282478,46.899273,0.34225085,926879,1928.8142,2828.0512216091156,16.03,2.0408322e-08,17980867000.0,13.523123,5.2900987,-15.664688,1.2754754,166,100,41.1034,-107.97459355338837,46.899273,-1.8119812e-07,16600,[ 2.554  1.981 -7.544  4.752 -1.928]
670.5528,70.24413,1.1258316,928533,77290.305,2836.2783567905426,16.54,2.8169513e-09,959816500.0,15.976542,5.743215,-13.707048,10.413338,167,100,39.752953,-107.71299724335715,70.24413,2.002716e-06,16700,[ 2.541  2.026 -7.547  4.788 -1.941]
13.076553,43.073357,0.7169527,930159,616.48553,2845.6301395893097,16.26,2.387469e-05,587.7305,12.346198,5.4957566,-17.63624,1.6875376,168,100,40.655422,-108.2993314002131,43.073357,2.8419495e-06,16800,[ 2.504  2.014 -7.529  4.788 -1.931]
281.9254,60.821068,0.5400097,931850,18610.213,2854.918690443039,16.91,1.0579371e-21,inf,17.504593,5.7505193,-15.149038,2.6021357,169,100,39.171482,-108.01654365632741,60.821068,-1.7261505e-06,16900,[ 2.522  2.035 -7.522  4.806 -1.934]
276.59116,71.69745,0.16735338,933495,170210.36,2864.320640563965,16.45,7.540959e-19,3.3283295e+27,13.745033,5.2371736,-14.119368,2.775579,170,100,40.112244,-108.04488689388582,71.69745,-8.010864e-07,17000,[ 2.492  2.001 -7.524  4.756 -1.922]
45.470764,45.50994,0.22993061,935165,3362.1519,2873.274193763733,16.7,2.2452175e-06,7271.812,14.821702,5.6284866,-14.896063,0.7181913,171,100,39.622246,-108.34799978112007,45.50994,1.0204316e-06,17100,[ 2.486  2.019 -7.564  4.813 -1.944]
11946.586,234.83475,0.6480171,936804,4563206.0,2882.0184745788574,16.39,4.6652137e-24,7.019768e+35,15.176796,5.525946,-16.42095,65.8537,172,100,40.384903,-108.56663932146004,234.83475,-3.2424927e-07,17200,[ 2.457  1.985 -7.581  4.811 -1.959]
846.0925,137.26456,1.1525425,938445,953540.6,2891.8775749206543,16.41,1.2464124e-09,191867810000.0,14.778179,5.242238,-11.2229,11.24321,173,100,40.143967,-107.85539491757051,137.26456,-1.1062622e-06,17300,[ 2.427  1.969 -7.65   4.862 -1.962]
27.21527,44.977654,0.952686,940002,819.726,2901.490451812744,15.57,0.0059366133,16.228043,10.970667,5.2688074,-13.621466,1.4676306,174,100,41.833652,-107.47501537905106,44.977654,-7.8201293e-07,17400,[ 2.435  1.978 -7.618  4.81  -1.954]
231.63055,47.555435,0.123942226,941681,10874.76,2910.220564365387,16.79,3.391729e-12,7086871000.0,16.6874,5.2840676,-10.746099,1.3214121,175,100,39.53159,-108.16655069943036,47.555435,1.6975403e-06,17500,[ 2.448  1.978 -7.616  4.827 -1.966]
112.19315,51.244473,1.5678465,943330,12982.422,2918.8063926696777,16.49,6.1381945e-07,416927.88,18.024265,6.035217,-13.495922,6.2932925,176,100,39.82267,-108.12900298728646,51.244473,-5.912781e-07,17600,[ 2.439  1.957 -7.598  4.818 -1.977]
161.76018,59.15911,1.2623262,944940,73703.91,2927.02720618248,16.1,2.232376e-07,1716581.0,12.508652,5.4008794,-12.306145,4.966573,177,100,40.80292,-108.0153858465996,59.15911,2.1362305e-06,17700,[ 2.448  1.947 -7.617  4.852 -1.984]
776.40894,69.80908,0.028926617,946630,206141.61,2935.179475545883,16.9,,inf,17.54634,5.9857235,-17.28505,3.4936702,178,100,38.99462,-108.07886555828553,69.80908,6.1035155e-07,17800,[ 2.481  1.986 -7.58   4.866 -1.986]
33.05896,45.571995,0.16406254,948271,1441.8529,2944.605040550232,16.41,2.1655904e-05,3055.9666,11.577827,4.969243,-12.33227,0.47044188,179,100,40.369385,-108.20946624174708,45.571995,1.8119812e-06,17900,[ 2.509  2.039 -7.656  4.961 -2.013]
85.24463,47.8347,0.06653275,949919,4636.2705,2952.572695493698,16.48,7.834496e-15,4.4385786e+20,15.967674,5.624541,-16.833086,0.5034502,180,100,40.06598,-108.18008797081724,47.8347,5.340576e-07,18000,[ 2.545  2.053 -7.652  4.955 -2.023]
26700.922,1127.2412,0.5961362,951558,125586920.0,2961.0112133026123,16.39,,inf,18.378857,6.1855583,-11.554222,119.73595,181,100,39.887318,-107.8968998544853,1127.2412,5.7220458e-08,18100,[ 2.53   2.024 -7.64   4.918 -2.022]
54.165283,47.7892,1.0772797,953245,3468.405,2971.96976685524,16.87,2.5701242e-08,50883.35,15.454256,5.8894777,-14.6155815,3.0977943,182,100,39.207405,-108.53758658081495,47.7892,2.2888183e-07,18200,[ 2.507  1.904 -7.673  5.062 -2.042]
24.497345,45.326252,0.413895,954914,2931.6868,2980.440165758133,16.69,7.065891e-06,26032.27,13.346033,5.037589,-10.895252,1.1546992,183,100,39.856106,-108.36588210722128,45.326252,3.0517577e-07,18300,[ 2.482  1.899 -7.674  5.043 -2.053]
176.123,53.550327,0.21668063,956560,5574.108,2988.2663385868073,16.46,1.344891e-10,324132930000000.0,16.478,5.2396674,-11.687218,1.3828381,184,100,40.179092,-108.30865907586639,53.550327,-1.3923645e-06,18400,[ 2.497  1.893 -7.69   5.029 -2.061]
209.74309,58.778896,0.48572683,958228,28131.926,2996.33934879303,16.68,9.818274e-06,456741.3,13.249271,5.4979167,-14.763433,2.064846,185,100,39.625713,-108.05180363419875,58.778896,-2.1743774e-06,18500,[ 2.476  1.867 -7.684  5.006 -2.063]
35.21879,42.911785,0.30596694,959898,545.8789,3004.884720802307,16.7,1.0338737e-06,291186720.0,17.472267,6.0695467,-14.416979,1.1361322,186,100,39.428402,-108.03404059595927,42.911785,2.6988982e-06,18600,[ 2.512  1.864 -7.701  5.02  -2.067]
86.4558,56.144016,0.24825501,961621,19026.607,3013.2986223697662,17.23,9.405421e-17,9.754896e+28,15.733753,5.902915,-15.030876,1.9199558,187,100,38.42737,-108.25758486205275,56.144016,-8.6784365e-07,18700,[ 2.491  1.843 -7.697  5.006 -2.072]
459.37466,59.50251,0.07511199,963319,35856.617,3021.5652844905853,16.98,1.469544e-12,92366070000000.0,14.129819,6.53115,-17.631662,2.4970198,188,100,38.88385,-108.50899982616187,59.50251,6.8664554e-07,18800,[ 2.502  1.848 -7.738  5.042 -2.075]
4668.3135,479.93353,0.21011974,964941,22646438.0,3029.54487490654,16.22,,inf,14.65591,5.530434,-12.761988,24.909487,189,100,40.515514,-107.9957172076677,479.93353,-2.002716e-07,18900,[ 2.507  1.869 -7.761  5.055 -2.085]
31.755304,57.60035,1.0869092,966568,13743.313,3038.6577293872833,16.27,2.6047983e-08,50510250.0,18.481615,6.3033237,-16.915968,2.9625418,190,100,40.107098,-107.87455690793813,57.60035,4.7683716e-07,19000,[ 2.788  2.035 -7.773  5.307 -1.984]
4337.8145,231.00615,5.3355546,968212,4323934.0,3047.0058336257935,16.44,4.7846715e-13,4.6589915e+16,11.514526,5.5251884,-10.693869,53.319557,191,100,40.15046,-108.1921000694667,231.00615,1.14440915e-07,19100,[ 2.781  2.017 -7.812  5.323 -1.99 ]
160.12122,47.569317,0.67158705,969876,5509.575,3056.747160434723,16.64,1.1400801e-06,17541.543,13.172635,5.1187515,-11.698973,2.8449204,192,100,39.83231,-108.31784041653003,47.569317,-1.1062622e-06,19200,[ 2.792  2.038 -7.752  5.295 -2.   ]
92.59331,49.428448,0.14062856,971509,5653.3726,3065.472995996475,16.33,7.424308e-10,4443112400.0,17.670975,5.32795,-11.582991,0.8464807,193,100,40.484444,-108.46735010176272,49.428448,-7.4386594e-07,19300,[ 2.786  2.024 -7.75   5.308 -2.   ]
847.427,154.29712,2.7300653,973155,1041380.2,3073.2485644817352,16.46,1.1856846e-06,3891546.0,12.76731,5.131145,-14.006039,18.610252,194,100,40.314358,-108.60263600961822,154.29712,1.0299683e-06,19400,[ 2.777  2.058 -7.757  5.304 -2.003]
43.10613,45.84299,0.18302797,974741,1390.1178,3081.9768855571747,15.86,3.4388044e-09,37262960.0,10.080832,5.890216,-16.486044,0.7018002,195,100,41.36027,-108.41768691330788,45.84299,-4.196167e-07,19500,[ 2.779  2.033 -7.802  5.309 -2.007]
145.24579,57.294712,0.7000416,976399,14919.836,3090.7023527622223,16.58,2.0359556e-09,2.926968e+17,15.714848,5.4402537,-14.46953,2.611387,196,100,39.887356,-108.34676313568731,57.294712,2.0980835e-06,19600,[ 2.786  1.996 -7.799  5.294 -2.004]
1484.4509,105.228516,0.19723488,978042,423916.3,3099.069113969803,16.43,2.977926e-14,2130149300000000.0,15.520555,5.7636223,-17.346384,6.902043,197,100,39.977276,-107.90347078214633,105.228516,1.5068055e-06,19700,[ 2.788  1.993 -7.785  5.243 -2.   ]
86.43515,51.95088,0.8164208,979692,7826.761,3107.447672843933,16.5,3.788671e-05,56468.926,17.038424,5.1764064,-9.404043,1.4786546,198,100,40.251236,-108.82282781165986,51.95088,2.2888183e-07,19800,[ 2.786  2.009 -7.788  5.211 -2.01 ]
265.51675,90.73347,0.12664805,981409,295515.5,3115.396815299988,17.17,1.9044408e-14,1.04026164e+21,13.798524,5.520085,-14.579996,2.3446293,199,100,38.74549,-108.21853395456269,90.73347,4.444122e-06,19900,[ 2.787  1.999 -7.805  5.192 -2.02 ]
166.29976,55.439228,0.50437325,983035,28668.059,3124.176957130432,16.26,2.5856208e-09,3539238100.0,13.426996,5.693931,-13.828091,2.3669255,200,100,40.456287,-107.97357585815693,55.439228,1.0681152e-06,20000,[ 2.766  1.926 -7.865  5.223 -2.03 ]
65.86475,47.20144,0.93266124,984654,4452.649,3132.415721178055,16.19,9.247803e-06,474349.16,18.363983,5.469389,-10.7649555,6.2435913,201,100,40.64358,-108.2263431377595,47.20144,-1.6593933e-06,20100,[ 2.782  1.95  -7.86   5.205 -2.03 ]
1612.8228,139.11617,0.13620602,986348,1185301.6,3141.475247859955,16.94,1.1886733e-12,2.738519e+16,12.966681,4.8669643,-11.64489,9.692626,202,100,39.421467,-108.54180005004201,139.11617,-1.5830993e-06,20200,[ 2.783  1.933 -7.847  5.198 -2.031]
