TimestepsSoFar,EpisodesSoFar,InitialReturnMin,StdIW,Weights,MaxIW,Iteration,InitialReturnMax,EpThisIter,EpRewMean,MeanIW,J_sample_variance,EmpiricalD2,TimeElapsed,MinIW,EpLenMean,InitialBound,InitialReturnMean,Bound,InitialReturnStd,ReturnMeanIW
30045,1100,-2.704094,4.7255287,[ 0.578  0.236 -0.229  0.6   -0.589],62.789516,11,3.6655273,100,-118.01561544535703,1.4918188,3067995.2,1185.463,120.98545360565186,0.0011237802,22.86,416.25827,1.0757446e-05,589.38086,1.0399905,589.38086
32252,1200,-3.0101776,29.678095,[ 0.54   0.194 -0.267  0.681 -0.549],1127.2264,12,2.8843384,100,-117.06873158225831,3.48015,131624490.0,14073638.0,132.683513879776,1.7355173e-08,22.07,430.5554,8.31604e-06,1402.4874,0.9890843,1402.4874
34521,1300,-3.4322739,31.347898,[ 0.473  0.227 -0.351  0.631 -0.639],326.40482,13,3.1194916,100,-116.98829146763435,3.4915519,93612890.0,56168.105,144.3452591896057,3.565096e-07,22.69,416.35242,4.7302246e-06,1189.1965,1.1670284,1189.1965
36867,1400,-3.3305664,21.985285,[ 0.439  0.165 -0.319  0.661 -0.616],314.1709,14,3.3321,100,-118.22414165539877,3.385942,59112444.0,635636940000.0,155.17830085754395,1.3804419e-10,23.46,404.35498,-1.5258789e-07,1254.5408,1.2011374,1254.5408
39435,1500,-2.5918884,2.4227507,[ 0.412  0.053 -0.322  0.808 -0.594],21.86972,15,2.8763351,100,-120.82284359260703,1.196546,623219.6,10.363064,166.3404562473297,9.25612e-05,25.68,370.76407,-3.2806397e-06,432.4423,0.9838996,432.4423
41898,1600,-2.8403473,17.959616,[ 0.443  0.083 -0.288  0.74  -0.626],182.18756,16,3.0773392,100,-120.0110563502817,2.9254694,34249716.0,69003884000000.0,177.47347331047058,4.790473e-08,24.63,387.25058,2.0599366e-06,1045.0359,1.1458839,1045.0359
44067,1700,-2.242569,9.850744,[ 0.403  0.023 -0.36   0.637 -0.611],188.25891,17,2.3666306,100,-116.23420292921136,2.00418,14875930.0,22398.215,188.57717943191528,3.6785426e-08,21.69,436.3457,-4.5776366e-07,832.84204,0.9423719,832.84204
46537,1800,-2.3183823,4.9322534,[ 0.399  0.016 -0.316  0.786 -0.66 ],62.443764,18,2.97229,100,-119.62728360806126,1.4342288,2452872.0,105575.96,199.7849199771881,0.0008890554,24.7,384.73184,2.3651123e-06,518.83563,1.0540862,518.83563
49147,1900,-2.752739,4367.3696,[ 0.45   0.017 -0.292  0.841 -0.556],45035.105,19,3.5454865,100,-121.43091038259612,429.72903,1680292600000.0,5436085.0,211.5227394104004,5.746722e-13,26.1,365.4412,4.348755e-06,129757.22,1.0833975,129757.22
51528,2000,-2.8538666,3.206291,[ 0.429  0.063 -0.296  0.584 -0.822],27.899452,20,2.6211014,100,-118.72997849868717,1.312415,1210594.4,20.234318,225.7310073375702,0.0025507659,23.81,398.98953,-3.0517577e-07,509.4328,1.084106,509.4328
53793,2100,-3.3143082,82.88431,[ 0.455  0.104 -0.276  0.564 -0.868],852.8379,21,2.4968338,100,-117.42639820631328,8.755634,803154240.0,918499.2,236.6998851299286,3.063823e-07,22.65,418.76816,-1.5258789e-07,3125.4973,1.1205398,3125.4973
56096,2200,-2.8238144,10.515638,[ 0.44   0.062 -0.231  0.594 -0.885],99.1693,22,2.5979996,100,-118.45035908203681,2.1744318,14828946.0,3334628.5,248.4456431865692,3.4510106e-10,23.03,414.14514,-3.0517579e-06,847.55,0.97365695,847.55
58392,2300,-2.1965485,16.822496,[ 0.428  0.075 -0.156  0.611 -0.935],176.77246,23,3.2223282,100,-118.88294848988131,2.8827755,21099946.0,114.33907,258.86631298065186,0.00042710445,22.96,417.1676,-5.340576e-06,979.156,1.137019,979.156
60737,2400,-2.0026703,1.4581302,[ 0.461  0.098 -0.13   0.547 -1.011],10.534843,24,3.2307663,100,-119.40484308596753,1.1547737,284404.03,13.3417845,270.5103805065155,0.004287379,23.45,408.5964,-2.7465821e-06,467.4544,1.1441069,467.4544
63134,2500,-2.1290054,20.644823,[ 0.499  0.097 -0.11   0.495 -1.032],896.59436,25,3.3467865,100,-119.74132658531657,2.659122,42694710.0,20994123000000.0,279.0280909538269,4.7784877e-13,23.97,399.1498,6.1035157e-06,1007.45795,1.2309777,1007.45795
65290,2600,-1.9513779,106.477905,[ 0.528  0.127 -0.041  0.47  -1.048],1980.1165,26,4.0441895,100,-117.35811093792928,11.693895,1944219800.0,6160293300000.0,289.44803380966187,2.4335034e-11,21.56,443.69183,-1.335144e-05,4992.1377,1.2886667,4992.1377
67503,2700,-2.2569046,1.012054,[ 0.494  0.153 -0.115  0.401 -1.042],8.04384,27,3.3200684,100,-117.6691516085163,1.1634022,147223.9,2.3121722,302.731477022171,0.03401966,22.13,431.3333,3.1280517e-06,494.74023,1.1451751,494.74023
69740,2800,-1.9214401,47.56721,[ 0.479  0.143 -0.116  0.432 -1.065],765.25507,28,3.682335,100,-118.04321606892383,4.8722396,291013250.0,6867925400000000.0,312.38919281959534,5.0510138e-11,22.37,427.20767,6.1035155e-07,1813.8256,1.1594099,1813.8256
71987,2900,-1.6066513,6.252743,[ 0.478  0.139 -0.027  0.461 -1.055],55.79952,29,2.7063217,100,-118.62666930894778,1.4883852,5148198.5,8337.041,324.04346919059753,1.375508e-07,22.47,427.0384,-3.0517579e-06,614.8694,0.9270767,614.8694
74286,3000,-1.4573135,31.274767,[ 4.411e-01  1.232e-01 -3.888e-04  5.274e-01 -1.072e+00],324.25055,30,3.7396774,100,-119.19932606601574,3.8190475,104969704.0,11001422.0,334.59019470214844,2.260477e-09,22.99,417.61404,-1.9836425e-06,1339.8411,1.1800182,1339.8411
76654,3100,-1.77491,27.637724,[ 0.45   0.116  0.062  0.554 -1.13 ],290.49365,31,4.0416718,100,-119.98093844295202,3.3978724,62082772.0,866940400000.0,345.0814542770386,6.9703744e-16,23.68,405.78635,9.9182125e-06,1084.4474,1.0100559,1084.4474
79247,3200,-1.8221054,6.580535,[ 0.432  0.066  0.123  0.542 -1.265],101.830734,32,3.8762436,100,-122.15245880057986,1.6974106,4714886.0,1840.4148,357.00880241394043,6.896338e-05,25.93,370.485,6.6375733e-06,622.12885,1.0220143,622.12885
81690,3300,-1.9342194,54.445545,[ 0.445  0.04   0.112  0.616 -1.242],1224.7251,33,4.0882034,100,-120.73127266367823,5.7577,477960700.0,3.9452627e+26,368.93361496925354,1.3448164e-14,24.43,393.40848,3.8146973e-07,2339.6345,1.200565,2339.6345
84351,3400,-2.308281,23.200274,[ 0.473 -0.026  0.195  0.667 -1.246],238.71463,34,3.5657883,100,-122.7571755708088,2.8965232,47089300.0,89855.11,381.9794981479645,8.100674e-08,26.61,360.84076,-8.239746e-06,929.26624,1.0915105,929.26624
86768,3500,-2.5607605,8.7074175,[ 0.493  0.002  0.227  0.665 -1.258],76.66572,35,3.5165024,100,-119.88016621443715,2.0495355,9026986.0,3526.212,391.8355407714844,7.961342e-07,24.17,395.70288,-4.5776366e-07,760.2355,1.1678225,760.2355
89262,3600,-2.2760696,22.19016,[ 0.502  0.004  0.276  0.693 -1.328],830.6345,36,3.1074219,100,-120.37114393441624,2.4371748,55644090.0,1.1307439e+17,404.5655851364136,9.034317e-12,24.94,382.65268,-1.5258789e-06,937.7361,0.91575116,937.7361
91840,3700,-2.389885,57.657005,[ 0.486 -0.025  0.238  0.775 -1.31 ],737.2579,37,2.548874,100,-121.9523626952156,5.903104,402643400.0,2.932229e+26,417.50819420814514,6.6162744e-18,25.78,372.4615,5.9509275e-06,2130.184,0.8600516,2130.184
94433,3800,-2.077835,2.3288236,[ 0.489 -0.068  0.16   0.774 -1.324],32.75022,38,4.178787,100,-122.25817312542658,1.356553,573065.25,11.124226,430.05100202560425,0.019224234,25.93,370.84277,,491.90903,1.320944,491.90903
97066,3900,-1.891922,428.72864,[ 0.479 -0.034  0.162  0.769 -1.32 ],4410.287,39,3.540535,100,-122.6140196248587,42.22816,16247686000.0,1.7271601e+27,439.6162922382355,6.337239e-30,26.33,365.07788,1.3732911e-06,12814.782,1.1698697,12814.782
100128,4000,-1.5603638,4.355642,[ 0.428 -0.11   0.114  0.794 -1.367],50.79084,40,3.7177582,100,-127.51536407462203,1.2284309,1640974.2,113238.63,454.1311182975769,2.506278e-05,30.62,315.63013,-3.6621093e-06,391.5099,1.2342182,391.5099
103059,4100,-1.6699829,3.7671022,[ 0.431 -0.112  0.079  0.771 -1.358],37.68548,41,4.3006516,100,-126.25826760015129,1.443833,829182.7,21.364729,465.2445492744446,0.0004609252,29.31,329.82382,4.348755e-06,444.82843,1.2918172,444.82843
105693,4200,-1.935852,0.8153561,[ 0.405 -0.104  0.091  0.836 -1.367],5.2121563,42,4.414139,100,-123.02399966452076,1.0646642,66260.35,2.0364022,476.2526659965515,0.057899214,26.34,366.15396,3.890991e-06,388.58,1.2761456,388.58
108828,4300,-1.505249,385.96442,[ 0.402 -0.12   0.094  0.848 -1.383],86199.85,43,4.313675,100,-128.45201463220786,1.8327408,870016450.0,inf,486.24150919914246,,31.35,308.77362,-3.5095215e-06,2959.0508,1.2992691,2959.0508
112143,4400,-1.8005142,90.42722,[ 0.351 -0.182 -0.039  0.911 -1.391],936.235,44,4.102989,100,-130.11448347758054,9.474195,415649700.0,68993200.0,500.50379180908203,2.3101663e-09,33.15,291.8376,1.2359619e-05,2263.5466,1.5408802,2263.5466
115201,4500,-1.458046,3.3324106,[ 0.42  -0.163 -0.03   0.894 -1.384],49.68268,45,3.4523087,100,-127.72686373031007,1.2094661,832148.06,1187.6417,512.9254622459412,0.00023169017,30.58,316.65643,-2.822876e-06,371.3265,1.2312047,371.3265
118100,4600,-1.6641464,1.8299828,[ 0.424 -0.173 -0.005  0.893 -1.389],46.250107,46,3.6237717,100,-126.0518354660803,1.1219378,345318.03,5.5173583,523.1704609394073,0.0049761315,28.99,333.77454,1.0681152e-06,380.40207,1.3756969,380.40207
121074,4700,-1.4923096,0.83338696,[ 0.426 -0.185 -0.019  0.915 -1.38 ],5.6488514,47,4.012039,100,-126.85939246735674,1.12816,51247.46,2.5860553,534.1734383106232,0.010641087,29.74,325.5241,-1.0223389e-05,365.2002,1.3555846,365.2002
124119,4800,-1.7185287,15.881744,[ 0.404 -0.182 -0.01   0.932 -1.391],167.52487,48,3.9375381,100,-127.38368024947452,2.2037263,10971378.0,4928.8887,546.2794778347015,8.454684e-06,30.45,317.53104,2.2888185e-06,573.0409,1.511588,573.0409
127293,4900,-1.5497818,1.7125494,[ 3.860e-01 -2.169e-01 -1.583e-04  9.195e-01 -1.393e+00],19.838327,49,3.729622,100,-128.91377090362516,1.2346798,196963.47,19.920435,558.316831111908,0.00052763225,31.74,305.2044,3.8146973e-06,367.25992,1.3183411,367.25992
130443,5000,-1.7151184,2.7147067,[ 0.397 -0.214  0.016  0.936 -1.41 ],24.421005,50,4.609276,100,-128.50222085832328,1.2766584,422833.97,11.719814,568.848141670227,0.0026880158,31.5,307.14032,1.0070801e-05,371.62033,1.5325581,371.62033
133810,5100,-1.4611893,1.5798519,[ 0.375 -0.227  0.009  0.937 -1.434],11.349752,51,4.6757126,100,-130.91765516660254,1.1536599,156650.5,4.7799478,581.0598239898682,0.020232506,33.67,287.92227,-7.705688e-06,327.4529,1.4707909,327.4529
136905,5200,-1.7139053,177.07176,[ 0.389 -0.252  0.02   0.951 -1.44 ],4613.4946,52,4.2539597,100,-128.03017887804685,18.389942,2420810000.0,1.1546632e+25,592.5812411308289,4.0334745e-12,30.95,312.7745,7.5531007e-06,5248.958,1.4191878,5248.958
140109,5300,-1.6450577,7.0432825,[ 0.231 -0.169  0.051  0.969 -1.464],72.37986,53,3.8687363,100,-129.2073326167829,1.4892834,2762606.8,9801878.0,607.2054269313812,0.00013064928,32.04,302.36536,-2.0599366e-06,429.43512,1.3798103,429.43512
143523,5400,-1.849762,2.022171,[ 0.19  -0.176  0.059  0.975 -1.445],18.343046,54,3.997551,100,-131.1146195727226,1.2012494,240698.19,14.277478,618.7061605453491,0.0035610967,34.14,283.45493,-4.577637e-06,339.60382,1.5764445,339.60382
146762,5500,-1.6619797,8.554574,[ 0.2   -0.157  0.066  0.978 -1.447],112.97086,55,3.7387009,100,-129.55066381814763,1.8744453,3773782.0,1316.6195,628.629478931427,0.00018580769,32.39,299.08615,9.613037e-06,502.3205,1.337061,502.3205
149735,5600,-1.9100876,18.583239,[ 0.187 -0.176  0.05   1.002 -1.427],498.23267,56,4.1975327,100,-126.61017229863533,2.3442612,29910658.0,1.0702219e+18,640.4434680938721,2.7897594e-11,29.73,325.0955,4.196167e-06,729.0057,1.4811873,729.0057
153799,5700,-1.4375305,1.048721,[ 0.081 -0.085  0.068  0.939 -1.429],6.577887,57,4.784424,100,-137.93890019215817,1.1533514,45483.95,3.9593966,655.3963825702667,0.0027253055,40.64,238.77821,-1.3732911e-06,273.59622,1.4530143,273.59622
157141,5800,-1.4486923,0.9493099,[ 0.091 -0.09   0.082  0.937 -1.458],9.242466,58,2.7943344,100,-130.699013787566,1.0603486,62424.066,3.0062761,666.5308294296265,0.015714258,33.42,290.1263,6.942749e-06,313.17188,1.1963135,313.17188
161180,5900,-1.3112564,54.65984,[ 0.09  -0.089  0.071  0.952 -1.457],560.0851,59,3.6387405,100,-137.81933859437035,5.7635174,127037336.0,236168190000000.0,678.6309566497803,2.4559165e-12,40.39,240.43896,-6.1035157e-06,1228.8429,1.1896653,1228.8429
164384,6000,-1.7015762,8.726915,[ 0.089 -0.024  0.036  0.885 -1.431],219.06209,60,3.8461456,100,-129.18150703186234,1.9371675,4608402.5,848646.8,691.8474509716034,2.8852777e-05,32.04,302.30194,-1.6784668e-06,547.8513,1.4111601,547.8513
167567,6100,-1.6537857,4.638562,[ 0.108 -0.033  0.062  0.964 -1.412],43.442017,61,3.5427246,100,-128.80202704818694,1.4290234,1495083.0,193.62753,703.6496696472168,0.00039186355,31.83,303.90115,-2.8991699e-06,417.94705,1.399542,417.94705
170673,6200,-1.9668655,2.067752,[ 0.132 -0.013  0.069  0.99  -1.398],31.86248,62,3.6023254,100,-127.86692781753771,1.1984555,239685.45,9.194369,715.7358510494232,0.007910254,31.06,311.03406,-3.967285e-06,361.37823,1.5538796,361.37823
173473,6300,-1.9057236,4.6913857,[ 0.131 -0.013  0.051  0.999 -1.408],33.68007,63,4.287781,100,-124.92867790374198,1.4529697,2039184.1,213.32664,725.868453502655,0.0001688895,28.0,345.19168,8.468628e-06,486.399,1.4734764,486.399
176334,6400,-1.8089142,421.99457,[ 0.13   0.028  0.058  0.972 -1.42 ],4305.8433,64,3.7954712,100,-125.58973014522711,42.17426,15530803000.0,3053529600000.0,736.8081641197205,1.4859714e-11,28.61,337.9731,-9.002685e-06,12731.462,1.2626492,12731.462
178968,6500,-1.9201126,1.1182339,[ 0.14   0.093  0.047  0.876 -1.417],16.640669,65,3.6879501,100,-123.0890569614112,1.0802672,136844.75,2.5006683,749.5309646129608,0.034969497,26.34,366.33545,-2.670288e-06,392.72406,1.4862108,392.72406
181496,6600,-1.8937073,8.20753,[ 0.128  0.113  0.054  0.885 -1.414],76.03443,66,3.8060226,100,-122.01227767735685,2.0209424,7056868.0,1908.0826,759.0497345924377,0.0002585016,25.28,381.5811,-6.8664554e-07,721.447,1.2389942,721.447
184315,6700,-1.8548584,8.322427,[ 0.115  0.087  0.051  0.951 -1.401],74.27593,67,4.5325623,100,-125.13469996392641,1.8753856,5384594.5,390.8103,771.8161389827728,0.0011932458,28.19,342.8913,2.5177003e-06,580.7596,1.3603921,580.7596
187046,6800,-1.8857117,3.338916,[ 0.149  0.104  0.046  0.976 -1.367],36.45454,68,4.221634,100,-124.11623864701306,1.4013203,1146200.9,75.76323,782.7198340892792,0.0012375223,27.31,353.51086,6.027222e-06,489.2779,1.4632223,489.2779
189694,6900,-1.9479294,6.4658346,[ 0.131  0.138  0.036  1.005 -1.377],117.25319,69,3.4718018,100,-123.17128601348084,1.714125,3372382.5,2937.419,794.0094528198242,0.0004906745,26.48,364.2348,8.392334e-07,587.7778,1.3966955,587.7778
192407,7000,-1.7603607,79.99848,[ 0.092  0.131  0.018  1.018 -1.384],830.7201,70,3.6353455,100,-124.05562105500331,8.01977,465717980.0,2440188.8,804.5437200069427,9.160128e-09,27.13,356.17468,1.3656616e-05,2270.8257,1.2466074,2270.8257
195443,7100,-2.0668793,104.14669,[ 0.013  0.103  0.012  1.01  -1.415],1065.9742,71,3.6811523,100,-127.10692138195631,10.386794,807768800.0,5.7686017e+35,816.8083989620209,2.8217058e-31,30.36,318.03967,1.5258789e-06,2890.2344,1.4909967,2890.2344
198231,7200,-2.0578842,23.55615,[-0.003  0.112  0.07   1.076 -1.443],240.58127,72,3.9771957,100,-124.56641337618599,3.0088103,51750350.0,600621.4,829.5546655654907,5.309095e-07,27.88,346.00143,-6.4849855e-06,961.0261,1.4275731,961.0261
201150,7300,-1.7491226,23.051554,[ 0.013  0.127  0.046  1.114 -1.478],228.32443,73,4.303688,100,-126.26583232560695,3.14581,45173244.0,28459028.0,839.891350030899,1.1648924e-06,29.19,331.50885,-1.5258789e-06,979.7046,1.2838982,979.7046
203819,7400,-2.1887283,0.77938247,[ 0.032  0.172  0.041  1.116 -1.484],7.5923533,74,3.8300705,100,-123.22257196882994,1.0509249,52757.66,1.8311734,851.2525560855865,0.1292832,26.69,360.9428,2.5939942e-06,375.6389,1.4631727,375.6389
206620,7500,-1.9073334,126.81784,[ 0.014  0.172  0.046  1.131 -1.491],1306.9802,75,3.7742767,100,-124.88490401654565,12.487803,1229602000.0,8.4908236e+20,861.8765478134155,4.6984003e-15,28.01,344.8987,-2.1362305e-06,3567.9163,1.3493035,3567.9163
209160,7600,-2.0995483,172.86961,[ 0.048  0.238  0.018  1.112 -1.515],14754.062,76,3.1845474,100,-121.9094934896996,14.81718,2995267800.0,inf,872.6490247249603,2.0900941e-38,25.4,379.10394,-1.9836425e-06,5541.856,1.2907815,5541.856
211364,7700,-2.2231064,58.709385,[ 0.05   0.328 -0.047  1.025 -1.534],839.79767,77,3.517479,100,-118.255500397288,5.9649115,541200000.0,inf,883.4763331413269,,22.04,435.57867,1.0681152e-06,2391.2644,1.1660275,2391.2644
213524,7800,-2.4810257,3.544666,[ 0.095  0.35  -0.133  1.035 -1.51 ],31.830133,78,3.498619,100,-117.53662357667436,1.2590961,1999475.1,2697.2935,894.1754446029663,5.5201726e-06,21.6,443.3682,3.6621093e-06,550.76794,1.2396142,550.76794
215883,7900,-2.2509918,960.3071,[ 0.082  0.377 -0.14   1.084 -1.526],12010.648,79,4.0011063,100,-119.44452682729231,95.2822,108153450000.0,inf,904.575731754303,,23.59,405.80383,-1.9836425e-06,33628.246,1.0470208,33628.246
217912,8000,-3.0411453,18.511938,[ 0.121  0.443 -0.24   1.078 -1.516],142.13585,80,3.2391968,100,-115.57539989275247,3.0309243,59816296.0,1.0536555e+19,917.661298751831,8.636729e-17,20.29,469.24597,-1.2207031e-06,1325.686,1.0920321,1325.686
220172,8100,-2.962532,333.91177,[ 0.077  0.389 -0.272  1.066 -1.525],3786.2087,81,3.4053268,100,-117.87645882595206,33.169662,14671215000.0,inf,928.1461389064789,2.9037002e-24,22.6,421.45215,-2.9754638e-06,12207.533,1.2861805,12207.533
222475,8200,-2.6937714,3.1420875,[ 0.103  0.357 -0.294  1.259 -1.442],33.95815,82,2.986084,100,-118.2182803789313,1.342526,1413110.2,271.31714,941.1363124847412,0.0009578047,23.03,413.28976,-3.5858154e-06,552.7087,0.9173327,552.7087
224780,8300,-2.7363968,3.2904563,[ 0.105  0.346 -0.276  1.218 -1.436],36.029686,83,3.5997238,100,-118.30243001629582,1.4006442,1544250.5,241.50516,951.5903837680817,0.0009895752,23.05,413.16226,3.1280517e-06,562.5598,1.0428779,562.5598
227080,8400,-2.5643692,24.564783,[ 0.105  0.353 -0.247  1.178 -1.477],1555.545,84,2.815773,100,-118.50656576219528,2.9134774,80145930.0,9587677.0,961.6216862201691,3.1887868e-07,23.0,414.958,5.41687e-06,1160.0515,0.8847209,1160.0515
229316,8500,-2.6825333,1.397261,[ 0.089  0.37  -0.276  1.149 -1.491],17.776083,85,2.4477463,100,-117.75784989196701,1.1381873,157933.72,2.0284867,972.9545938968658,0.12698033,22.36,426.36768,2.2125244e-06,467.1789,0.90572983,467.1789
231484,8600,-2.8675156,1915.6646,[ 0.075  0.389 -0.272  1.158 -1.491],19545.453,86,2.4061432,100,-117.09202633035392,189.95752,537110680000.0,inf,982.7025606632233,,21.68,439.75253,6.408691e-06,73459.08,1.0060205,73459.08
233623,8700,-2.428566,51.297604,[ 0.116  0.488 -0.34   1.123 -1.444],664.1443,87,1.9956436,100,-116.04241037634739,5.530188,385096450.0,5299247600.0,997.2357749938965,1.9786337e-09,21.39,442.79898,6.5612794e-06,2176.7927,0.94709796,2176.7927
235776,8800,-2.8984604,17.521988,[ 0.103  0.451 -0.387  1.126 -1.447],327.96948,88,2.3555145,100,-116.29119522486444,2.412167,45848930.0,370299630000.0,1008.9104890823364,3.2436565e-10,21.53,440.3369,2.8991699e-06,998.27936,1.1664252,998.27936
238010,8900,-3.3942108,2.0663404,[ 0.06   0.412 -0.411  1.194 -1.436],25.580727,89,2.4758606,100,-116.85265982222134,1.2072959,590826.56,36.454548,1019.0281755924225,0.0008056852,22.34,423.56723,-3.890991e-06,502.41098,0.94946414,502.41098
240158,9000,-3.1309204,7.6210556,[ 0.049  0.394 -0.431  1.214 -1.447],70.0108,90,2.686592,100,-116.07184762262405,2.019674,8945848.0,146.43169,1028.6565790176392,0.0020385808,21.48,440.75232,1.083374e-05,839.89746,1.0109437,839.89746
242265,9100,-2.7579727,36.64841,[ 0.027  0.379 -0.417  1.201 -1.449],584.30316,91,2.9562912,100,-115.73919682204054,4.4661283,214403820.0,9902627.0,1038.6017665863037,3.673134e-06,21.07,449.54535,-1.0147095e-05,1851.1174,1.0856402,1851.1174
244432,9200,-2.7182922,4.758356,[-0.005  0.413 -0.386  1.125 -1.44 ],55.077766,92,2.7742996,100,-116.39969081237595,1.5281185,3607813.8,138.16461,1050.794314622879,0.00021931884,21.67,437.37973,1.5029907e-05,647.2423,1.0681803,647.2423
246816,9300,-2.9637375,14.478287,[ 0.012  0.407 -0.417  1.133 -1.442],223.69853,93,2.3478546,100,-118.16219719989422,1.714165,22845986.0,115736840000000.0,1061.8298616409302,8.3729507e-10,23.84,396.40933,-1.2969971e-06,633.7048,1.0858223,633.7048
248995,9400,-3.0864716,3.5583382,[-2.596e-04  3.551e-01 -4.189e-01  1.092e+00 -1.365e+00],54.938934,94,2.2649384,100,-116.54071745827609,1.2674713,2155571.5,143.66406,1072.0580234527588,0.00023263603,21.79,435.0867,-1.3809204e-05,551.65344,1.1365598,551.65344
251310,9500,-2.8380203,6.6352654,[ 0.039  0.336 -0.441  1.047 -1.382],62.917194,95,2.917656,100,-117.42791571400375,1.6004328,5924092.0,15938706000000.0,1082.267079591751,1.0301218e-10,23.15,408.0023,6.713867e-06,633.45844,1.0981528,633.45844
253581,9600,-2.280487,70.27127,[ 0.092  0.358 -0.421  1.086 -1.377],765.0552,96,2.0686798,100,-117.08956438606323,7.2573986,718753600.0,inf,1092.2215647697449,6.501459e-26,22.71,416.19992,-9.994506e-06,2803.0479,0.9585972,2803.0479
255786,9700,-2.7799454,3.1641946,[ 0.084  0.341 -0.468  1.29  -1.345],30.389969,97,2.8856735,100,-116.65197286095417,1.4562466,1512573.1,19.560232,1103.9271521568298,0.001079346,22.05,429.43494,1.7547608e-06,618.7719,1.0870332,618.7719
257802,9800,-2.9244614,3.5991735,[ 0.083  0.323 -0.468  1.241 -1.35 ],37.567398,98,2.666954,100,-114.96194830472416,1.5100995,1987383.1,95.59918,1115.1880359649658,0.00031167033,20.16,470.28183,-3.967285e-06,676.74585,1.0714343,676.74585
260053,9900,-2.183258,5.744763,[ 0.059  0.303 -0.467  1.208 -1.351],54.00079,99,3.29747,100,-117.07737355764952,1.5605206,3412682.0,87.63075,1125.1283102035522,4.5632158e-05,22.51,420.57434,-1.5258789e-06,609.0789,1.0274307,609.0789
262373,10000,-3.076706,5.035689,[ 0.036  0.311 -0.434  1.193 -1.382],46.02554,100,2.673973,100,-117.86348279148258,1.5935153,2725745.8,21302.357,1137.090558052063,0.0003093865,23.2,408.49945,9.384155e-06,605.9337,1.1414045,605.9337
264626,10100,-3.1914444,0.75885296,[ 0.096  0.307 -0.415  1.166 -1.354],5.973901,101,2.9336395,100,-117.35757361919694,1.1077055,86318.0,1.7044333,1148.7574667930603,0.084966704,22.53,421.14526,2.0599366e-06,462.1708,1.1944003,462.1708
