TimeElapsed,EpLenMean,TimestepsSoFar,Iteration,EpRewMean,MaxIW,EpisodesSoFar,InitialBound,InitialReturnMean,Bound,EmpiricalD2,ReturnMeanIW,MinIW,MeanIW,InitialReturnStd,StdIW,Weights,J_sample_variance,InitialReturnMax,InitialReturnMin,EpThisIter
7.440853834152222,35.09,3509,1,-108.1894935537418,37.07706,100,226.41742,-4.119873e-06,315.63715,58.371128,315.63715,0.0010553938,1.2965258,10.794412,2.3296893,[-0.822 -0.493 -0.474 -0.749  0.   ],288810.34,33.495453,-16.371025,100
21.086495399475098,38.38,7347,2,-106.26123616424904,270.9406,200,198.49947,-3.3569336e-06,608.96606,5062100.5,608.96606,6.535753e-10,3.9294112,12.614388,26.862915,[-0.837 -0.457 -0.371 -0.769 -0.003],12039114.0,34.15975,-18.933784,100
34.08627152442932,36.82,11029,3,-107.04350478645274,395.48224,300,210.9131,5.264282e-06,620.72046,1576.4081,620.72046,2.1512603e-08,4.0177026,12.469051,37.143635,[-0.854 -0.613 -0.495 -0.824 -0.148],21776920.0,46.515385,-16.631538,100
47.87362051010132,41.9,15219,4,-106.51704284996589,939.2452,400,178.31308,5.264282e-06,691.24786,2220.5784,691.24786,3.5806927e-08,4.970046,13.282941,41.596123,[-0.9   -0.6   -0.414 -0.812 -0.335],26225022.0,41.18272,-19.559082,100
59.69805884361267,34.23,18642,5,-106.49866290957391,29.460663,500,229.77274,-2.7465821e-06,250.4756,9.028532,250.4756,0.0055288505,1.1623756,13.536712,2.475724,[-1.001 -0.619 -0.511 -0.841 -0.474],181037.98,58.984264,-16.233612,100
71.3662178516388,35.91,22233,6,-106.62810860213617,29.54053,600,216.87926,5.722046e-07,292.08865,6.9672737,292.08865,0.003254538,1.4099611,13.749934,2.5520942,[-0.986 -0.599 -0.524 -0.794 -0.499],170362.78,54.1184,-17.260056,100
84.56653571128845,40.08,26241,7,-106.89211454993757,154.13934,700,189.63647,1.2588501e-06,351.94913,303.1127,351.94913,0.00064913894,2.3008313,12.56339,14.796437,[-0.936 -0.628 -0.514 -0.787 -0.612],3597060.8,34.376842,-16.966751,100
97.44955110549927,37.63,30004,8,-107.06061925256707,693.4383,800,205.5215,-9.536743e-07,689.95184,192747820.0,689.95184,0.00013986537,4.006662,12.217496,33.391026,[-0.893 -0.666 -0.488 -0.852 -0.614],28485176.0,46.10015,-16.001915,100
111.04477715492249,37.28,33732,9,-107.61817812223546,2094934.2,900,208.76242,1.14440915e-07,79769.336,inf,79769.336,3.349985e-26,90.73952,13.112117,10077.869,[-0.842 -0.563 -0.455 -0.776 -0.51 ],636021960000.0,51.797676,-16.539047,100
129.75727152824402,52.15,38947,10,-100.13705711650651,16863.621,1000,127.2184,4.005432e-06,9849.202,6961405000000000.0,9849.202,2.6153656e-13,114.37899,13.706315,1071.8997,[-0.847 -0.581 -0.204 -0.805 -0.426],7993050000.0,53.548058,-27.606411,100
145.83605480194092,46.88,43635,11,-100.16791496380803,155.51414,1100,145.8998,-6.1035157e-06,251.47365,2888.9795,251.47365,0.00080838706,2.115896,12.284535,14.902466,[-0.676 -0.538 -0.116 -0.755 -0.563],1766879.2,35.29061,-24.887436,100
160.6007170677185,48.29,48464,12,-101.76836521431596,45.40512,1200,142.50743,1.2588501e-06,178.80244,17.992493,178.80244,0.0007529411,1.2803086,12.804762,2.2951279,[-0.587 -0.538 -0.13  -0.754 -0.466],59681.453,30.599998,-23.85228,100
175.57654190063477,48.3,53294,13,-100.51434748497545,115.28353,1300,140.80368,-4.005432e-06,238.14894,99716.71,238.14894,2.4972186e-07,1.9135417,12.310489,11.384771,[-0.57  -0.62  -0.155 -0.796 -0.456],1343471.8,32.762417,-25.044334,100
