J_sample_variance,InitialReturnStd,Iteration,EpRewMean,MeanIW,TimestepsSoFar,EpLenMean,TimeElapsed,Weights,InitialReturnMax,EpThisIter,InitialBound,MaxIW,Bound,EmpiricalD2,StdIW,InitialReturnMin,InitialReturnMean,ReturnMeanIW,EpisodesSoFar,MinIW
288810.34,10.794412,1,-108.1894935537418,1.2965258,3509,35.09,8.04027771949768,[-0.822 -0.493 -0.474 -0.749  0.   ],33.495453,100,226.41742,37.07706,315.63715,58.371128,2.3296893,-16.371025,-4.119873e-06,315.63715,100,0.0010553938
12039114.0,12.614388,2,-106.26123616424904,3.9294112,7347,38.38,21.6742844581604,[-0.837 -0.457 -0.371 -0.769 -0.003],34.15975,100,198.49947,270.9406,608.96606,5062100.5,26.862915,-18.933784,-3.3569336e-06,608.96606,200,6.535753e-10
21776920.0,12.469051,3,-107.04350478645274,4.0177026,11029,36.82,35.153281450271606,[-0.854 -0.613 -0.495 -0.824 -0.148],46.515385,100,210.9131,395.48224,620.72046,1576.4081,37.143635,-16.631538,5.264282e-06,620.72046,300,2.1512603e-08
26225022.0,13.282941,4,-106.51704284996589,4.970046,15219,41.9,50.77644729614258,[-0.9   -0.6   -0.414 -0.812 -0.335],41.18272,100,178.31308,939.2452,691.24786,2220.5784,41.596123,-19.559082,5.264282e-06,691.24786,400,3.5806927e-08
181037.98,13.536712,5,-106.49866290957391,1.1623756,18642,34.23,65.03027701377869,[-1.001 -0.619 -0.511 -0.841 -0.474],58.984264,100,229.77274,29.460663,250.4756,9.028532,2.475724,-16.233612,-2.7465821e-06,250.4756,500,0.0055288505
170362.78,13.749934,6,-106.62810860213617,1.4099611,22233,35.91,76.0956404209137,[-0.986 -0.599 -0.524 -0.794 -0.499],54.1184,100,216.87926,29.54053,292.08865,6.9672737,2.5520942,-17.260056,5.722046e-07,292.08865,600,0.003254538
3597060.8,12.56339,7,-106.89211454993757,2.3008313,26241,40.08,90.88899827003479,[-0.936 -0.628 -0.514 -0.787 -0.612],34.376842,100,189.63647,154.13934,351.94913,303.1127,14.796437,-16.966751,1.2588501e-06,351.94913,700,0.00064913894
28485176.0,12.217496,8,-107.06061925256707,4.006662,30004,37.63,104.12863755226135,[-0.893 -0.666 -0.488 -0.852 -0.614],46.10015,100,205.5215,693.4383,689.95184,192747820.0,33.391026,-16.001915,-9.536743e-07,689.95184,800,0.00013986537
636021960000.0,13.112117,9,-107.61817812223546,90.73952,33732,37.28,118.16851472854614,[-0.842 -0.563 -0.455 -0.776 -0.51 ],51.797676,100,208.76242,2094934.2,79769.336,inf,10077.869,-16.539047,1.14440915e-07,79769.336,900,3.349985e-26
7993050000.0,13.706315,10,-100.13705711650651,114.37899,38947,52.15,138.43224358558655,[-0.847 -0.581 -0.204 -0.805 -0.426],53.548058,100,127.2184,16863.621,9849.202,6961405000000000.0,1071.8997,-27.606411,4.005432e-06,9849.202,1000,2.6153656e-13
1766879.2,12.284535,11,-100.16791496380803,2.115896,43635,46.88,154.4914515018463,[-0.676 -0.538 -0.116 -0.755 -0.563],35.29061,100,145.8998,155.51414,251.47365,2888.9795,14.902466,-24.887436,-6.1035157e-06,251.47365,1100,0.00080838706
59681.453,12.804762,12,-101.76836521431596,1.2803086,48464,48.29,170.35722732543945,[-0.587 -0.538 -0.13  -0.754 -0.466],30.599998,100,142.50743,45.40512,178.80244,17.992493,2.2951279,-23.85228,1.2588501e-06,178.80244,1200,0.0007529411
1343471.8,12.310489,13,-100.51434748497545,1.9135417,53294,48.3,184.64679193496704,[-0.57  -0.62  -0.155 -0.796 -0.456],32.762417,100,140.80368,115.28353,238.14894,99716.71,11.384771,-25.044334,-4.005432e-06,238.14894,1300,2.4972186e-07
633089540.0,12.927246,14,-101.60872846621727,35.839638,58198,49.04,199.93758249282837,[-0.578 -0.67  -0.2   -0.767 -0.535],38.1184,100,139.62625,3961.8098,2585.4905,69841250.0,372.52362,-24.629395,3.0517579e-06,2585.4905,1400,2.2236834e-07
9526176.0,9.657829,15,-101.80872218186103,3.9399188,63685,54.87,218.84182119369507,[-0.638 -0.576 -0.158 -0.656 -0.554],39.005646,100,121.71232,808.723,386.96744,2273023000.0,36.48346,-24.443546,-2.2888183e-07,386.96744,1500,2.4061458e-07
9215979.0,15.289963,16,-100.99169732611028,4.9584637,68989,53.04,235.05458283424377,[-0.591 -0.576 -0.216 -0.656 -0.558],54.051735,100,125.315475,524.93536,360.1719,1060340030.0,49.746677,-26.610668,-8.773804e-07,360.1719,1600,2.6618801e-11
6527.803,10.355999,17,-102.04741152475337,1.1377553,74362,53.73,250.5409767627716,[-0.644 -0.568 -0.183 -0.601 -0.579],32.793404,100,125.19582,5.085566,138.78531,1.7009845,0.7981593,-25.57518,4.53949e-06,138.78531,1700,0.06434297
454163.9,11.900156,18,-102.6679247943754,2.7558525,79858,54.96,265.2646601200104,[-0.678 -0.575 -0.202 -0.611 -0.606],37.565243,100,122.242966,133.51625,237.37279,741886.25,13.104596,-26.6772,-2.670288e-07,237.37279,1800,2.8718592e-05
1498596.0,12.995954,19,-102.8257798109921,1.8356334,85120,52.62,279.14462304115295,[-0.659 -0.572 -0.221 -0.659 -0.578],55.399822,100,129.20818,148.50647,248.35548,184789.5,10.519704,-24.566544,-3.3187866e-06,248.35548,1900,7.655081e-06
80599.54,12.46148,20,-102.1302268424547,1.2981786,90247,51.27,294.7633857727051,[-0.695 -0.564 -0.18  -0.708 -0.609],42.68286,100,132.54324,53.54902,154.04851,128.43489,3.719453,-27.408325,-1.0299683e-06,154.04851,2000,0.0014643387
74641010.0,10.575817,21,-102.02950979349879,12.39572,95365,51.18,308.5914640426636,[-0.746 -0.572 -0.169 -0.698 -0.571],32.080624,100,133.16238,1309.287,935.8104,1947339.2,124.73586,-24.89109,6.8664554e-07,935.8104,2100,3.6289902e-10
34123540.0,8.561437,22,-102.23406381789283,9.539461,100644,52.79,325.008017539978,[-0.822 -0.654 -0.146 -0.737 -0.641],28.988377,100,128.50868,1358.6448,752.5008,8447638000.0,85.09836,-23.645153,6.3705443e-06,752.5008,2200,5.7219357e-10
183645.02,11.224413,23,-100.90295863414643,1.6077667,106101,54.57,341.3175585269928,[-0.784 -0.6   -0.186 -0.731 -0.684],35.65785,100,121.25921,52.27577,163.48267,2122.7869,5.803433,-25.120808,6.065369e-06,163.48267,2300,2.413896e-05
9912471.0,12.67336,24,-100.46597515680558,3.9182968,111503,54.02,355.48007822036743,[-0.786 -0.628 -0.15  -0.751 -0.714],49.89678,100,122.29444,434.94812,354.08942,1.7423864e+20,38.235287,-24.662231,7.6293946e-07,354.08942,2400,3.5504868e-10
4198813.0,14.484011,25,-100.71624289338922,6.3501525,117834,63.31,373.9732155799866,[-0.8   -0.66  -0.099 -0.749 -0.695],52.969826,100,99.65755,683.7923,400.62256,11761752000.0,35.704464,-16.970646,-1.9073487e-07,400.62256,2500,1.412782e-06
891491600.0,12.7587185,26,-102.09628235293559,86.46994,124404,65.7,393.62318754196167,[-0.799 -0.701 -0.097 -0.727 -0.639],44.58145,100,96.77969,10149.189,3061.102,5459430.0,922.79626,-13.053539,-5.9700014e-06,3061.102,2600,8.199164e-12
340599.62,13.306501,27,-102.96938515833125,3.109415,131473,70.69,414.1961410045624,[-0.684 -0.738 -0.094 -0.725 -0.765],44.45107,100,88.45384,301.79565,146.23712,5971.4414,26.240013,-18.864967,6.1416627e-06,146.23712,2700,0.00012106244
137488.08,12.615749,28,-104.09805635060474,1.2298659,138661,71.88,432.64241313934326,[-0.709 -0.781 -0.084 -0.732 -0.748],37.489044,100,87.71265,106.82624,103.77376,28994.572,7.9242096,-15.100159,-7.6293946e-07,103.77376,2800,3.21456e-07
19429.18,12.426393,29,-104.52102601852103,1.2796116,146240,75.79,451.270480632782,[-0.712 -0.797 -0.076 -0.702 -0.791],40.892906,100,82.13209,49.58713,101.84352,374.61368,2.3457391,-15.700363,-3.3950805e-06,101.84352,2900,0.0004910755
5760979.5,15.398493,30,-106.95481553901554,1.2638284,155606,93.66,472.4714238643646,[-0.743 -0.826 -0.083 -0.701 -0.799],42.951702,100,62.724075,1295.9037,260.60977,3.0714146e+31,27.097404,-21.150818,5.531311e-07,260.60977,3000,1.0479769e-19
82679.2,20.911793,31,-21.534862345763976,2.43964,196590,409.84,556.708544254303,[-0.744 -0.836 -0.022 -0.674 -0.834],30.441723,100,-11.803382,597.4876,20.528057,1759368.5,20.822334,-50.23619,-3.6239624e-07,20.528057,3100,7.8400696e-08
54912.676,16.600435,32,-18.52997626053156,0.24016164,240644,440.54,642.0249893665314,[-0.747 -0.778 -0.013 -0.643 -0.845],22.101433,100,-11.378615,248.71422,16.420902,inf,5.3766074,-54.827084,-6.8664554e-07,16.420902,3200,
3823615.2,16.979422,33,-66.96491560111315,20.607008,275251,346.07,712.4073958396912,[-0.814 -0.796  0.02  -0.692 -0.907],22.820885,100,-1.258937,15649.221,201.87785,150432070000000.0,387.36044,-52.133327,-2.0599366e-06,201.87785,3300,7.2949735e-13
2514.3252,9.393599,34,-14.085042021901398,0.49685422,322069,468.18,804.002781867981,[-0.818 -0.827  0.031 -0.689 -0.929],22.222847,100,-8.803103,436.23093,-2.4147546,1.138236e+17,6.6877985,-37.960762,-2.6226044e-07,-2.4147546,3400,5.0436435e-17
35894.887,14.47405,35,-8.974040775615917,0.16589917,368992,469.23,894.47398686409,[-0.792 -0.822  0.009 -0.686 -0.936],26.956282,100,-10.349895,176.94424,9.311118,inf,3.655981,-59.038498,-1.2016296e-06,9.311118,3500,
1335.9489,7.6363707,36,-13.218066796252911,0.15934128,418978,499.86,991.4446861743927,[-0.722 -0.833  0.038 -0.636 -0.943],22.368656,100,-10.110317,77.90538,-4.693863,inf,1.7273321,-23.6264,-4.386902e-07,-4.693863,3600,1.2010993e-26
11129.319,14.852541,37,-41.916768576429774,2.0230591,459225,402.47,1068.004721879959,[-0.678 -0.851  0.027 -0.683 -0.921],26.625252,100,-4.09541,626.47406,9.344898,3193532000.0,15.23892,-47.159737,2.479553e-07,9.344898,3700,2.0620856e-09
272.8269,8.803567,38,-0.8889485437912843,1.00782,507519,482.94,1159.887482881546,[-0.706 -0.845  0.01  -0.673 -0.928],17.517939,100,-9.88135,75.47299,-8.46829,1129878.2,3.4546614,-56.495136,-9.059906e-07,-8.46829,3800,5.608249e-09
664572.8,12.978038,39,-14.7968468063024,1.7470076,552317,447.98,1245.0168209075928,[-0.716 -0.849  0.024 -0.679 -0.936],26.712536,100,-8.691516,3896.5322,89.008736,inf,38.116306,-51.90478,8.583069e-08,89.008736,3900,6.477843e-33
61543.105,20.056826,40,-10.994510941467784,0.8636881,595306,429.89,1331.7814989089966,[-0.758 -0.88  -0.012 -0.711 -0.955],26.76514,100,-12.838268,1119.0833,17.489693,1.69148e+20,14.32918,-53.42624,5.722046e-07,17.489693,4000,4.7746633e-16
10225.954,16.049047,41,-10.678380602716004,0.57718295,640604,452.98,1420.935447216034,[-0.769 -0.903 -0.029 -0.702 -0.948],22.17032,100,-11.174536,253.76143,2.2680178,1.0795473e+24,6.0152793,-54.159832,2.3841858e-07,2.2680178,4100,1.0809103e-17
489077.22,16.594301,42,-7.594721500139397,0.61583865,685691,450.87,1509.6522026062012,[-0.772 -0.892 -0.005 -0.715 -0.945],25.347017,100,-12.542993,1064.9998,56.080795,inf,17.573751,-52.86966,1.1444092e-06,56.080795,4200,
