Iteration,ReturnMeanIW,TimestepsSoFar,EpRewMean,MeanIW,MaxIW,StdIW,EpisodesSoFar,TimeElapsed,InitialReturnStd,MinIW,Bound,InitialBound,EmpiricalD2,EpThisIter,InitialReturnMean,InitialReturnMin,InitialReturnMax,J_sample_variance,Weights,EpLenMean
103,87.98047,233927,-107.61764555685282,1.0383583,187.7826,4.8281927,10300,923.6962280273438,6.5976253,1.03036115e-07,87.98047,37.861267,3230641.2,100,-2.670288e-07,-14.933197,18.61582,111858.97,[-0.374 -1.76  -2.918 -1.785 -1.518],17.22
104,94.69468,235754,-107.40764565633474,1.3669165,897.2979,14.664104,10400,933.2297191619873,6.7125874,1.7329132e-24,94.69468,35.582954,inf,100,9.536743e-08,-16.014126,19.116404,451062.62,[-0.394 -1.696 -2.84  -1.769 -1.514],18.27
105,44.2771,237490,-107.90745534125067,0.3127553,41.02783,0.76904607,10500,941.2823679447174,6.419823,3.786128e-07,44.2771,37.600822,52544.62,100,1.7166138e-07,-15.037287,18.41097,1721.0309,[-0.194 -1.615 -2.735 -1.805 -1.432],17.36
106,208.12831,239291,-107.25247088225733,2.3116279,1124.7319,20.89731,10600,948.3321130275726,8.079357,3.4673369e-12,208.12831,35.43852,36955990000000.0,100,5.531311e-07,-19.106607,19.55243,3550563.5,[-0.171 -1.586 -2.741 -1.817 -1.43 ],18.01
107,101.3515,241164,-107.76756617450694,0.7041639,645.55255,8.334812,10700,957.0561337471008,7.03446,,101.3515,34.890064,inf,100,1.14440915e-07,-16.025526,18.204105,607618.1,[-0.201 -1.471 -2.632 -1.796 -1.449],18.73
108,51.777264,242865,-108.02233287480482,0.16417496,96.663666,1.160082,10800,964.7744100093842,6.0529094,5.615469e-22,51.777264,38.63829,inf,100,-4.196167e-07,-14.070457,19.054611,17139.52,[-0.218 -1.476 -2.699 -1.653 -1.45 ],17.01
109,46.180637,244602,-108.00447363477609,0.31396726,33.814026,0.92443985,10900,972.8752038478851,6.927275,2.9376185e-10,46.180637,37.843533,31667480000.0,100,-1.9741058e-06,-14.774542,17.921612,2347.6914,[-0.169 -1.473 -2.763 -1.594 -1.466],17.37
110,64.77283,246282,-107.74779612842262,0.17648946,388.31647,2.36471,11000,980.5127787590027,5.8924885,1.3003513e-07,64.77283,39.150078,88500180.0,100,-1.6212464e-06,-17.970652,16.488647,37635.023,[-0.136 -1.415 -2.744 -1.561 -1.481],16.8
111,48.33239,247952,-107.8647522908841,0.784572,244.68097,6.6156125,11100,987.7323367595673,5.48646,2.2334512e-09,48.33239,39.492203,6058248.5,100,-4.386902e-07,-14.073158,14.720392,8226.967,[-0.132 -1.392 -2.78  -1.56  -1.475],16.7
112,44.545116,249607,-108.15596971394235,0.5600082,37.34431,1.9278266,11200,995.0129072666168,5.4741564,2.7319055e-07,44.545116,39.968163,5966.9404,100,2.670288e-06,-13.422419,17.810562,538.3446,[-0.091 -1.38  -2.807 -1.571 -1.48 ],16.55
113,410.9638,251277,-108.00591046269238,3.4321537,4692.4565,44.93972,11300,1001.8466141223907,5.8018236,3.28363e-30,410.9638,39.43955,inf,100,9.155273e-07,-10.968012,18.88524,13000108.0,[-0.098 -1.424 -2.805 -1.583 -1.51 ],16.7
114,54.99067,252977,-107.60072248232858,0.4343543,197.15776,2.823843,11400,1011.0527853965759,6.088208,1.2249648e-21,54.99067,38.68725,inf,100,-1.411438e-06,-14.599165,17.516317,17611.195,[-0.087 -1.41  -2.747 -1.687 -1.563],17.0
115,61.577656,254715,-107.23530104742109,0.56868833,303.29443,2.934345,11500,1018.6693911552429,7.145887,1.696841e-08,61.577656,37.122227,5785501.0,100,-6.8664554e-07,-13.7169285,19.829903,52786.29,[-0.121 -1.425 -2.695 -1.745 -1.529],17.38
116,56.026215,256459,-107.92302248374385,0.16457415,98.24814,1.0113102,11600,1025.524700164795,5.882357,3.774503e-10,56.026215,37.767822,105973735000.0,100,-9.155273e-07,-12.187048,16.992495,7381.1577,[-0.122 -1.423 -2.712 -1.783 -1.525],17.44
117,40.713272,258092,-108.00745983286247,1.0517833,3.6558392,0.6047608,11700,1032.853694677353,6.1360817,0.18776797,40.713272,40.21117,1.2670784,100,3.0517577e-07,-13.50079,15.986264,129.4615,[-0.116 -1.331 -2.686 -1.766 -1.503],16.33
118,44.55677,259743,-108.38827975596786,0.5255777,14.755334,1.1052653,11800,1040.7096979618073,5.648819,0.00054031855,44.55677,39.96811,63.12019,100,3.4332277e-07,-13.96866,17.409765,1462.7566,[-0.112 -1.328 -2.678 -1.761 -1.516],16.51
119,59.74393,261439,-107.90113575924671,0.038715333,351.45544,2.0085678,11900,1048.3241972923279,6.660197,1.4590584e-17,59.74393,38.54648,3.5806656e+19,100,1.6212464e-06,-14.912979,18.456856,31541.998,[-0.131 -1.327 -2.655 -1.759 -1.527],16.96
120,321.70975,263180,-107.93413872474292,0.13865806,5196.4243,23.739222,12000,1055.1984028816223,5.6100783,,321.70975,38.10934,inf,100,2.670288e-07,-14.731577,17.353338,9470647.0,[-0.086 -1.231 -2.611 -1.787 -1.552],17.41
121,42.6246,264906,-108.41380994722911,1.1277192,19.629389,2.0152457,12100,1064.008867740631,5.397532,0.006461653,42.6246,38.47788,3.8010645,100,1.9454956e-06,-14.722887,18.50758,639.9831,[-0.119 -1.188 -2.476 -1.68  -1.635],17.26
122,53.130966,266660,-108.57468409653161,0.61183995,81.347786,2.3352315,12200,1072.0118482112885,5.7580624,1.6068026e-09,53.130966,37.997223,27787830.0,100,-2.8800964e-06,-15.40476,15.7537,14616.031,[-0.121 -1.218 -2.494 -1.69  -1.655],17.54
123,51.473465,268353,-108.24132951680507,0.29830188,81.48903,2.0242867,12300,1079.749363899231,5.009998,5.3528426e-37,51.473465,39.322792,inf,100,6.4849854e-07,-15.390524,18.00241,13519.747,[-0.094 -1.245 -2.54  -1.714 -1.671],16.93
124,43.134495,270086,-107.91388767657513,0.4589781,9.226713,1.1349231,12400,1088.4592266082764,5.708562,4.848206e-09,43.134495,38.219707,1906549500.0,100,3.2424927e-07,-13.815863,18.711357,977.78503,[-0.123 -1.288 -2.509 -1.781 -1.644],17.33
125,44.489876,271792,-107.24181933249521,0.19674933,140.1055,1.0440096,12500,1096.7568185329437,6.2344184,3.736514e-08,44.489876,38.130604,4.973833e+18,100,-1.7166137e-06,-11.826206,19.150154,2862.7026,[-0.11  -1.273 -2.526 -1.751 -1.653],17.06
126,108.59024,273564,-107.42167858606992,0.11499545,1838.4127,11.917412,12600,1104.0602140426636,7.009969,2.7767825e-24,108.59024,36.535545,3.719783e+32,100,1.0299683e-06,-18.635433,19.796831,492341.34,[-0.149 -1.294 -2.504 -1.774 -1.638],17.72
127,68.10801,275287,-107.84621752518419,0.09847002,1936.2708,8.945975,12700,1112.4281558990479,5.99739,2.5834922e-12,68.10801,38.08291,7.0551157e+21,100,5.531311e-07,-12.636116,18.476374,126459.34,[-0.121 -1.235 -2.533 -1.745 -1.656],17.23
128,44.216133,277033,-108.63133056953612,0.6958266,63.72107,3.4492455,12800,1121.6846299171448,6.316128,2.0092007e-07,44.216133,37.805298,536508.25,100,2.07901e-06,-15.502623,18.81392,3630.798,[-0.142 -1.266 -2.492 -1.763 -1.648],17.46
129,58.899925,278710,-107.31206377568806,0.9303968,108.60075,2.5348299,12900,1128.7817513942719,6.555279,9.0999765e-06,58.899925,38.665474,11342.289,100,-4.005432e-07,-13.151527,20.788795,35407.176,[-0.14  -1.248 -2.517 -1.763 -1.655],16.77
130,140.30077,280381,-107.77705228356199,0.5924333,1692.3643,10.376184,13000,1136.1788477897644,5.3411245,7.7136155e-09,140.30077,39.352283,9039763000.0,100,-3.4332277e-07,-14.279491,18.857811,1067340.8,[-0.141 -1.284 -2.571 -1.767 -1.666],16.71
131,124.837135,281993,-107.55711482984185,0.34199214,1598.9285,7.8172636,13100,1143.9049487113953,5.0323424,1.578192e-11,124.837135,40.794487,63388860000000.0,100,-5.245209e-07,-13.438162,10.170435,777297.44,[-0.147 -1.269 -2.509 -1.773 -1.644],16.12
132,53.01613,283757,-108.11484531911654,0.64614516,137.42738,2.463468,13200,1152.0363235473633,6.391416,4.4123527e-10,53.01613,37.23249,220432170000.0,100,2.002716e-07,-15.0997715,19.585564,24031.031,[-0.154 -1.284 -2.56  -1.806 -1.627],17.64
133,43.966694,285462,-108.62539729570803,0.51964915,46.26217,1.4950198,13300,1158.3885514736176,5.2241454,0.00010690337,43.966694,38.95464,1848.2314,100,1.7166137e-06,-11.9514065,17.760601,1619.9779,[-0.211 -1.318 -2.609 -1.845 -1.644],17.05
134,1354.7653,287266,-107.6283422919954,7.969602,12921.38,123.06695,13400,1165.139571905136,6.1735373,1.267001e-22,1354.7653,36.541527,1.3702237e+28,100,1.4686584e-06,-12.688351,17.824966,179204820.0,[-0.214 -1.331 -2.587 -1.849 -1.651],18.04
135,42.04819,288985,-107.8968513819223,0.78998756,36.73678,1.9786817,13500,1174.8605091571808,7.0909166,8.16595e-05,42.04819,37.775906,564.7761,100,-4.196167e-07,-17.305382,19.40839,3266.1716,[-0.229 -1.388 -2.69  -1.829 -1.672],17.19
136,43.67994,290760,-107.46377524380352,0.4462905,53.98445,1.0847075,13600,1181.7645933628082,7.5837955,3.3780765e-05,43.67994,36.42013,32134.926,100,-1.2016296e-06,-17.178455,19.430656,5928.3687,[-0.242 -1.346 -2.665 -1.838 -1.68 ],17.75
137,39.398384,292465,-107.47255096538075,1.0744771,3.0965195,0.49742478,13700,1188.20343542099,6.707502,0.1340337,39.398384,38.16767,1.2150761,100,-7.9154967e-07,-14.760603,19.101353,148.42563,[-0.216 -1.289 -2.624 -1.832 -1.657],17.05
138,46.05774,294173,-107.53866936178788,0.29013658,56.555206,0.772334,13800,1195.9416818618774,6.2485714,2.4030907e-13,46.05774,38.277,14494423000000.0,100,-4.959106e-07,-12.976267,19.87084,1309.2688,[-0.232 -1.271 -2.616 -1.828 -1.669],17.08
139,44.81004,295882,-107.61737698250694,0.66661966,71.8737,1.993717,13900,1203.8974006175995,5.9306507,5.9910937e-05,44.81004,38.492615,14728.619,100,1.7547608e-06,-14.067638,19.281279,4268.0566,[-0.291 -1.305 -2.628 -1.846 -1.7  ],17.09
140,62.422073,297619,-107.73129245220473,0.2514607,592.5988,2.8557062,14000,1210.7038669586182,6.6616178,1.0491555e-29,62.422073,37.477215,inf,100,1.8119812e-06,-14.937639,20.252983,87724.2,[-0.286 -1.25  -2.599 -1.854 -1.71 ],17.37
141,55.863594,299424,-107.33624985882038,3.2006307,264.28177,23.09804,14100,1217.5576608181,7.4193664,1.012648e-09,55.863594,35.618946,233841900.0,100,-1.5258789e-06,-16.548761,19.786922,49549.016,[-0.28  -1.245 -2.535 -1.92  -1.737],18.05
142,44.249634,301079,-107.60370460076275,1.691223,28.488544,3.921485,14200,1225.3577678203583,5.570415,1.154099e-06,44.249634,39.569263,15075.39,100,1.7356873e-06,-13.768723,18.114576,929.6886,[-0.304 -1.271 -2.571 -1.956 -1.738],16.55
143,99.54325,302869,-107.21772274464867,0.053200576,1587.6025,7.204558,14300,1232.9605803489685,7.3847966,,99.54325,35.766285,inf,100,-4.959106e-07,-14.686729,20.53421,486901.53,[-0.322 -1.259 -2.554 -1.979 -1.746],17.9
144,45.81784,304640,-107.5544623914975,0.46926633,73.613304,1.776409,14400,1242.0716922283173,6.6585703,4.067518e-06,45.81784,36.803265,36131.676,100,-1.1253356e-06,-15.520229,19.939312,4755.288,[-0.377 -1.332 -2.566 -1.835 -1.729],17.71
145,42.616646,306445,-107.82226885036798,1.1963639,39.586308,3.7378445,14500,1249.9124717712402,6.665538,0.0002462268,42.616646,36.1988,2930.9824,100,-6.4849854e-07,-11.311409,17.833582,5831.114,[-0.373 -1.341 -2.547 -1.823 -1.733],18.05
146,51.312866,308211,-107.9071854343747,0.05049524,416.33823,2.4478958,14600,1258.498283624649,7.086522,8.983669e-14,51.312866,36.68591,1.940804e+18,100,-9.155273e-07,-14.621389,19.367962,12895.7705,[-0.359 -1.319 -2.52  -1.836 -1.745],17.66
147,35.196774,310116,-107.59147714507236,1.0946462,13.696578,1.665255,14700,1267.0151717662811,7.6834035,0.0043949024,35.196774,33.872753,5.3717475,100,-7.6293944e-08,-16.225267,18.735058,835.16504,[-0.373 -1.383 -2.522 -1.859 -1.751],19.05
148,41.251644,311898,-108.27989152600685,0.20189323,122.59656,1.0470895,14800,1275.4262609481812,6.9755745,5.894473e-08,41.251644,36.754135,3228626.2,100,-9.536743e-08,-15.126106,20.401707,1964.6471,[-0.371 -1.401 -2.542 -1.871 -1.749],17.82
149,47.967285,313709,-108.73088659205916,0.34291887,421.87988,3.5537434,14900,1283.7973997592926,6.208092,9.2391716e-10,47.967285,36.58387,316283220000.0,100,2.7656556e-06,-11.046099,16.801405,23047.44,[-0.423 -1.424 -2.549 -1.854 -1.764],18.11
150,101.1733,315548,-107.14886096112882,0.22808817,2717.433,12.173307,15000,1292.064174413681,7.467431,4.9448843e-24,101.1733,34.785553,inf,100,-7.4386594e-07,-19.261633,20.283113,414879.8,[-0.425 -1.426 -2.506 -1.872 -1.767],18.39
151,37.159065,317375,-107.56717408174083,0.93676484,15.7188835,1.1310797,15100,1300.6937804222107,8.257611,0.0017253124,37.159065,35.00862,15.7273855,100,2.2888183e-07,-15.5056,18.69799,567.9298,[-0.383 -1.409 -2.529 -1.822 -1.778],18.27
152,69.71892,319275,-106.9772311615232,0.621217,461.37717,4.8617277,15200,1308.4328255653381,7.9322085,6.303489e-10,69.71892,33.64317,82373670000.0,100,-1.3256073e-06,-13.390001,18.226355,161251.89,[-0.376 -1.412 -2.526 -1.842 -1.782],19.0
153,39.353355,321077,-107.99149898452781,0.65667045,41.80867,1.456004,15300,1316.1846907138824,7.050712,1.4024575e-08,39.353355,36.06505,1440778800.0,100,-1.1253356e-06,-15.499388,18.442535,2545.6724,[-0.405 -1.423 -2.577 -1.857 -1.797],18.02
154,43.679493,323095,-107.3523386994518,0.6337961,24.380735,2.3640597,15400,1323.9882197380066,8.214975,4.1448347e-05,43.679493,31.834797,672.1708,100,1.2969971e-06,-18.294893,18.145885,2924.168,[-0.415 -1.432 -2.568 -1.892 -1.789],20.18
155,38.5429,324937,-107.72360099337277,0.33313665,18.294622,0.7963307,15500,1332.2001781463623,7.1346126,0.00015366598,38.5429,35.17014,874.4558,100,7.2479247e-07,-14.553343,19.421957,642.62463,[-0.413 -1.43  -2.54  -1.893 -1.785],18.42
156,39.932728,326754,-108.18813616096959,0.5937012,14.454606,1.6844394,15600,1340.2461190223694,6.63229,0.00034642505,39.932728,35.84208,462.45187,100,-2.670288e-06,-12.746086,20.292742,688.2388,[-0.397 -1.418 -2.55  -1.896 -1.796],18.17
157,44.67341,328631,-107.7789382348614,0.26305693,45.180264,0.9987593,15700,1348.8552589416504,7.6405144,4.4230224e-09,44.67341,34.446297,14348320000.0,100,-1.411438e-06,-15.904974,19.150236,3825.0457,[-0.396 -1.403 -2.56  -1.9   -1.794],18.77
158,45.588867,330437,-107.88944868833214,0.5190166,34.562916,2.0888727,15800,1356.5878989696503,7.2963376,5.3587988e-05,45.588867,35.93939,5651.2524,100,-1.7356873e-06,-15.816868,18.398327,4227.837,[-0.311 -1.381 -2.531 -1.915 -1.781],18.06
159,56.543045,332170,-107.42047109669387,0.29645264,113.06334,1.428723,15900,1364.0659675598145,6.3145547,3.8199392e-08,56.543045,37.921165,2440615000.0,100,1.7547608e-06,-14.078276,19.085829,37778.816,[-0.312 -1.387 -2.566 -1.914 -1.787],17.33
160,42.904644,333990,-107.23813855473398,0.5041288,216.34872,1.5502483,16000,1371.480441570282,7.3717136,4.6501937e-06,42.904644,35.138218,29031.707,100,1.1062622e-06,-14.143991,20.979908,7222.3022,[-0.329 -1.376 -2.523 -1.921 -1.793],18.2
161,42.929756,335795,-107.55741442581466,0.35855868,129.86465,2.5499318,16100,1378.5555040836334,7.2501984,9.463389e-08,42.929756,35.915867,1461566.5,100,4.196167e-07,-15.580587,19.192146,3505.266,[-0.316 -1.363 -2.524 -1.94  -1.791],18.05
162,52.573265,337536,-107.95036850647571,0.2541149,263.621,2.247093,16200,1385.8148040771484,5.9381175,5.832526e-16,52.573265,37.77374,2.0492361e+25,100,-1.14440915e-07,-12.001091,18.955673,53407.555,[-0.295 -1.351 -2.545 -1.942 -1.788],17.41
163,290.787,339331,-107.85948736656644,2.0493073,3471.1714,29.080112,16300,1393.8481965065002,7.074682,2.8964657e-16,290.787,36.4108,4.271358e+23,100,3.0326844e-06,-19.178173,19.5915,6697723.5,[-0.252 -1.267 -2.506 -1.908 -1.798],17.95
164,245.91179,341074,-107.6080661953957,0.62274665,4316.8213,23.53079,16400,1403.1145663261414,6.839498,8.982144e-14,245.91179,37.225533,56999312000000.0,100,-1.411438e-06,-13.767626,18.438478,3978695.8,[-0.243 -1.261 -2.55  -1.875 -1.807],17.43
165,56.46888,342784,-108.29633371445851,0.26761806,182.0697,1.8530786,16500,1412.5169849395752,5.733625,6.7698445e-25,56.46888,38.542957,inf,100,7.4386594e-07,-14.513636,20.68554,40904.734,[-0.232 -1.246 -2.506 -1.845 -1.81 ],17.1
166,58.06229,344561,-107.59922674612564,0.73561853,259.5458,2.7348647,16600,1419.9749822616577,6.717627,4.1379905e-18,58.06229,36.712803,2.3604177e+35,100,1.1444092e-06,-15.464073,18.39409,57627.758,[-0.23  -1.285 -2.496 -1.92  -1.81 ],17.77
167,49.4009,346342,-107.51901402522853,0.13161066,86.28464,0.98383105,16700,1428.198434829712,6.4676776,1.8962173e-17,49.4009,36.79236,2.1929514e+24,100,2.4795531e-06,-12.71998,18.898174,8637.046,[-0.244 -1.289 -2.555 -1.873 -1.813],17.81
168,76.76516,348051,-108.0570861590807,0.060178798,1619.8341,7.3621416,16800,1436.2324542999268,5.7039576,3.580108e-18,76.76516,38.44729,7.5326984e+26,100,-3.9100646e-06,-14.107426,19.67473,126964.11,[-0.262 -1.338 -2.572 -1.837 -1.805],17.09
169,51.279583,349770,-108.05896165402618,0.46620756,136.9654,2.1728585,16900,1444.6529424190521,5.595694,4.7983647e-08,51.279583,38.481693,4025747.2,100,-2.07901e-06,-14.536949,18.454775,8739.808,[-0.227 -1.3   -2.604 -1.827 -1.78 ],17.19
170,44.765312,351437,-107.96852716978533,0.62070304,50.416264,1.5427973,17000,1451.3519566059113,5.863741,3.757223e-09,44.765312,39.426414,4178495500.0,100,8.9645386e-07,-14.393753,20.559782,1498.9612,[-0.225 -1.276 -2.622 -1.825 -1.779],16.67
171,44.89834,353131,-108.13757483764456,0.40590656,34.076225,1.5318646,17100,1457.5268230438232,5.813392,3.506201e-05,44.89834,38.853752,161416.12,100,-1.335144e-06,-13.649702,17.74968,2172.1287,[-0.215 -1.246 -2.62  -1.786 -1.796],16.94
172,46.334442,354793,-107.95236386948996,0.34768164,30.120161,0.8333554,17200,1465.3031582832336,5.8023005,4.9572653e-05,46.334442,39.454082,13592.858,100,4.005432e-07,-13.52692,20.474476,1399.571,[-0.213 -1.258 -2.595 -1.799 -1.793],16.62
173,47.17962,356513,-107.85203027737789,0.23045574,56.4448,0.6846432,17300,1472.6053612232208,6.214032,7.1420263e-06,47.17962,38.324833,34464.81,100,-7.5340273e-07,-13.187332,17.784428,5129.0005,[-0.22  -1.23  -2.6   -1.802 -1.793],17.2
174,89.385445,358187,-108.50872163939519,0.13170071,1106.9261,5.633169,17400,1480.3288679122925,5.524533,3.2126185e-10,89.385445,39.556328,19967062000.0,100,8.773804e-07,-14.347521,17.902374,138619.75,[-0.243 -1.213 -2.626 -1.788 -1.803],16.74
175,101.405,359860,-108.23790845214806,0.09574144,466.19708,3.699904,17500,1488.3955056667328,5.6079583,3.310635e-22,101.405,39.34101,inf,100,2.002716e-06,-11.268608,17.486423,176447.73,[-0.262 -1.248 -2.613 -1.795 -1.81 ],16.73
176,458.7398,361589,-107.85111558158076,0.28114298,12552.792,56.329773,17600,1497.2297134399414,7.140338,,458.7398,37.63567,inf,100,4.959106e-07,-16.662697,19.12754,19310504.0,[-0.332 -1.332 -2.641 -1.825 -1.816],17.29
177,48.891224,363283,-107.93761396598426,1.1814836,135.03632,3.121611,17700,1507.6842296123505,5.804536,1.6367736e-08,48.891224,38.713516,176785170.0,100,-5.7220458e-08,-14.57728,19.594494,7480.9355,[-0.341 -1.243 -2.658 -1.918 -1.861],16.94
178,44.57374,365069,-107.88019799599006,0.26485446,39.540905,1.6054025,17800,1515.9580960273743,6.6544223,4.865234e-12,44.57374,36.645752,75895456000.0,100,-6.1035155e-07,-12.918283,18.64967,2535.2148,[-0.361 -1.258 -2.685 -1.895 -1.869],17.86
179,45.766136,366782,-107.92938674737837,0.25234318,114.06106,1.094188,17900,1523.1321609020233,5.9330993,1.6165235e-06,45.766136,38.409203,223001.3,100,1.0681152e-06,-13.898249,20.321255,3076.7825,[-0.367 -1.213 -2.694 -1.882 -1.878],17.13
180,48.72558,368497,-108.01300723123579,0.19668777,107.53572,0.92203903,18000,1530.0743272304535,6.1290326,1.6014563e-29,48.72558,38.366367,inf,100,-1.0681152e-06,-15.448765,18.519072,19565.799,[-0.383 -1.246 -2.696 -1.886 -1.878],17.15
181,52.129784,370212,-107.78777823386459,0.9880825,144.09439,5.498979,18100,1537.2395832538605,5.752284,2.2766216e-08,52.129784,38.351524,60470896.0,100,5.7220458e-08,-13.976728,20.742271,5990.5234,[-0.391 -1.249 -2.651 -1.935 -1.889],17.15
182,43.76409,371925,-107.96136144636279,1.1446177,16.06332,1.426451,18200,1543.8257133960724,5.0686407,0.005648653,43.76409,38.83592,17.515074,100,-6.008148e-07,-12.1068325,17.362831,2067.365,[-0.368 -1.243 -2.665 -1.954 -1.892],17.13
183,40.27709,373665,-108.09243222336855,0.9542594,9.376925,1.0924516,18300,1551.2048788070679,6.649343,0.020104522,40.27709,37.44779,6.5666533,100,-2.5367738e-06,-12.628105,19.929552,522.3995,[-0.363 -1.232 -2.642 -1.967 -1.899],17.4
184,97.730515,375455,-107.49560026803056,0.051661212,2048.5557,9.189503,18400,1558.728837966919,6.5107155,,97.730515,36.61842,inf,100,-1.2397766e-06,-13.43396,18.424585,690742.56,[-0.363 -1.231 -2.654 -1.961 -1.906],17.9
185,80.952934,377239,-107.98569549807536,0.6489009,1115.5739,6.941791,18500,1566.7591240406036,7.086081,1.4387938e-07,80.952934,36.609394,231407240000.0,100,-2.6893615e-06,-19.043697,18.095736,228224.02,[-0.387 -1.275 -2.589 -1.96  -1.903],17.84
186,87.80876,379002,-107.96451259625415,0.5770375,539.5373,5.734848,18600,1574.6069374084473,6.6928425,6.039803e-13,87.80876,36.98064,3.1502497e+19,100,2.822876e-06,-15.5238,19.561438,330055.88,[-0.395 -1.243 -2.584 -1.918 -1.897],17.63
187,70.86174,380788,-108.3336171670654,0.05056484,1076.1575,5.3280287,18700,1582.6333844661713,6.33387,,70.86174,36.967472,inf,100,-2.784729e-06,-14.996351,18.56005,179066.97,[-0.391 -1.268 -2.643 -1.904 -1.91 ],17.86
188,164.9061,382449,-107.77484372679294,0.12760645,1206.8759,7.7782054,18800,1591.567125082016,6.0866256,,164.9061,39.247974,inf,100,-7.4386594e-07,-11.872622,19.143406,1933298.0,[-0.428 -1.16  -2.662 -1.844 -1.916],16.61
189,77.836876,384153,-108.07587228002838,0.044906035,1074.6796,5.060792,18900,1599.585872411728,5.5639844,1.1670892e-33,77.836876,38.75917,inf,100,7.05719e-07,-11.299309,18.491304,232659.95,[-0.425 -1.205 -2.609 -1.929 -1.917],17.04
190,152.61655,385910,-108.48793365464806,0.06304666,816.9375,6.5313334,19000,1607.1989591121674,6.6604614,,152.61655,37.477932,inf,100,-1.9073486e-08,-15.387632,17.26587,1484069.0,[-0.402 -1.118 -2.577 -1.971 -1.908],17.57
191,63.067547,387559,-107.36932217916623,0.60968155,341.7672,5.2702603,19100,1614.5245428085327,5.867502,2.984218e-08,63.067547,39.59998,58890640.0,100,-2.479553e-07,-12.740129,19.004196,125893.266,[-0.31  -1.038 -2.612 -1.715 -1.93 ],16.49
192,45.68615,389271,-108.04887444484244,0.033546835,145.59958,0.99888456,19200,1622.258086681366,6.156414,,45.68615,38.58208,inf,100,1.8310546e-06,-15.234665,17.557068,7891.346,[-0.306 -1.037 -2.584 -1.702 -1.938],17.12
193,43.254456,390947,-107.76052769670365,1.6957791,85.560524,8.449471,19300,1629.6742968559265,5.6062927,0.0047810124,43.254456,39.321724,41.094566,100,6.1035155e-07,-14.988817,17.989342,2157.8987,[-0.342 -1.089 -2.566 -1.746 -1.982],16.76
194,42.447742,392712,-108.0264540776306,0.3996937,43.85836,0.9059603,19400,1637.1716613769531,5.960752,2.5425337e-07,42.447742,37.559143,348233.2,100,-1.2111664e-06,-14.578087,17.010464,2331.2124,[-0.318 -1.082 -2.541 -1.748 -1.986],17.65
195,58.43629,394410,-107.99730815366682,0.102899924,383.79095,2.0454857,19500,1644.132167816162,5.20851,8.3089924e-11,58.43629,39.05521,448590640000.0,100,1.0299683e-06,-14.647329,17.816242,18571.387,[-0.315 -1.059 -2.537 -1.762 -1.991],16.98
196,57.252945,396126,-108.01265531072606,1.1351932,325.2827,10.651936,19600,1651.6777157783508,5.4661264,1.14901956e-10,57.252945,38.72235,57733652.0,100,-2.4795531e-06,-15.279804,15.539372,45503.6,[-0.326 -1.087 -2.526 -1.758 -1.994],17.16
197,57.170452,397784,-107.77108361150911,0.030198548,331.8763,1.616601,19700,1659.8869256973267,5.744866,2.4254772e-15,57.170452,39.739895,2.7412766e+18,100,1.8119812e-07,-12.51383,17.320072,28428.05,[-0.333 -1.086 -2.507 -1.739 -1.994],16.58
198,127.581024,399519,-107.7994766042325,0.5169895,2106.9868,11.566936,19800,1667.4518949985504,6.426722,1.147674e-15,127.581024,37.79297,1.159086e+19,100,9.536743e-08,-13.63722,18.339115,473286.94,[-0.355 -1.106 -2.48  -1.746 -2.006],17.35
199,12349.246,401226,-107.83873146049082,5.4610624,116414.04,629.8282,19900,1675.641273021698,5.826969,,12349.246,38.65087,inf,100,-3.6239624e-07,-14.737785,18.69637,15233400000.0,[-0.373 -1.149 -2.486 -1.732 -2.009],17.07
200,46.61041,402954,-108.005010920747,1.4476805,145.45282,6.9971285,20000,1687.50049161911,7.16501,0.00029759225,46.61041,37.772278,1745.7993,100,1.335144e-07,-17.433573,18.908043,7327.094,[-0.351 -1.253 -2.56  -1.602 -2.044],17.28
201,40.096596,404687,-107.58361589503507,0.9669472,20.749962,1.1939931,20100,1694.5110840797424,6.091981,0.005677035,40.096596,37.93013,40.814125,100,9.727478e-07,-14.235102,18.371162,334.04172,[-0.368 -1.26  -2.559 -1.613 -2.044],17.33
202,48.93941,406373,-108.12629354551629,0.12833275,40.074505,0.55511713,20200,1702.6490890979767,5.5591187,1.8316878e-19,48.93941,39.38993,6.4599143e+32,100,1.6784668e-06,-14.932516,18.861698,10024.002,[-0.368 -1.251 -2.562 -1.598 -2.042],16.86
203,47.32251,408174,-108.05603473978982,0.05951533,696.26184,3.3716798,20300,1709.535413980484,6.548217,1.0103961e-21,47.32251,36.643936,3.836636e+27,100,5.340576e-07,-12.8311615,19.032011,26865.566,[-0.369 -1.318 -2.578 -1.638 -2.041],18.01
204,71.894775,409911,-107.8393073655523,1.3576728,231.53328,7.48052,20400,1716.6497905254364,6.342221,2.0477387e-07,71.894775,37.708263,248378430.0,100,1.5258789e-07,-12.317816,18.87503,59187.24,[-0.379 -1.27  -2.595 -1.61  -2.066],17.37
205,60.867756,411634,-108.6424286263871,0.39080617,227.55826,2.7858505,20500,1724.4136521816254,5.477277,,60.867756,38.564648,inf,100,-2.670288e-07,-14.191103,18.550806,55781.31,[-0.342 -1.244 -2.553 -1.592 -2.07 ],17.23
