InitialReturnMax,MeanIW,InitialReturnMean,J_sample_variance,EpThisIter,TimeElapsed,Iteration,StdIW,TimestepsSoFar,EpisodesSoFar,EpRewMean,InitialReturnStd,Bound,EmpiricalD2,InitialReturnMin,ReturnMeanIW,MinIW,InitialBound,MaxIW,EpLenMean,Weights
9.358711,1.3259803,-3.1280517e-06,6799074.5,100,81.90054678916931,11,5.060187,18342,1100,-108.22623282538687,2.7312074,730.7998,86.42229,-3.8918762,730.7998,0.0022358706,561.682,63.957657,16.41,[-0.666  0.892 -0.643 -0.004 -0.824]
7.632126,1.2492089,1.0681152e-06,3789580.2,100,89.77429342269897,12,3.6531289,20011,1200,-108.81617377662369,2.396497,691.84546,5693.215,-3.758583,691.84546,0.00031738495,553.9207,37.21482,16.69,[-0.673  0.847 -0.661  0.031 -0.805]
10.63044,1.5045885,2.2888185e-06,15906548.0,100,96.86296463012695,13,7.653264,21611,1300,-107.67042470249439,2.6695912,844.86316,42895.95,-4.0090027,844.86316,7.380494e-05,575.1599,73.32397,16.0,[-0.588  0.916 -0.56  -0.008 -0.862]
10.908585,23.091513,-4.8065185e-06,11463675000.0,100,105.70935010910034,14,232.77254,23327,1400,-108.16032613473728,2.988719,10784.276,69182603000000.0,-5.0709534,10784.276,3.2932979e-10,533.3149,2377.146,17.16,[-0.63   0.867 -0.546 -0.042 -0.838]
12.399033,1.2562593,2.5939942e-06,799677.5,100,114.5528290271759,15,1.7384641,24961,1500,-107.72321334333455,3.015056,696.021,6.2118034,-4.599701,696.021,0.004759288,561.82434,14.403296,16.34,[-0.6    0.912 -0.63   0.006 -0.809]
7.6681213,4.355595,9.002685e-06,396397060.0,100,121.42668652534485,16,38.61736,26561,1600,-107.56226439134889,2.597115,2305.6387,4305525000.0,-4.2155914,2305.6387,1.2582487e-08,574.5809,393.32925,16.0,[-0.614  0.915 -0.635 -0.036 -0.833]
9.770454,1.4322664,1.8310546e-06,4475860.5,100,130.47796201705933,17,4.1336637,28257,1700,-108.32301344866165,3.0367615,765.77435,2001.3727,-4.4912033,765.77435,0.00023535559,541.36774,57.90786,16.96,[-0.524  0.96  -0.584  0.075 -0.8  ]
9.292084,1.0789429,-4.577637e-06,378572.56,100,138.7343966960907,18,1.1856567,29913,1800,-108.15934252227518,2.8136759,599.4892,2.4241354,-3.9678268,599.4892,0.034564834,555.52325,11.155008,16.56,[-0.509  0.953 -0.626  0.168 -0.809]
8.848572,2.0473487,-4.9591063e-06,50840770.0,100,146.5943717956543,19,15.1275,31581,1900,-108.2466595558555,2.9821732,1043.4185,99495.58,-4.11467,1043.4185,1.6543042e-10,551.4004,152.98819,16.68,[-0.526  0.947 -0.641  0.14  -0.85 ]
8.472176,1.7603353,3.967285e-06,16953678.0,100,154.35666632652283,20,8.010942,33207,2000,-108.24188800096933,2.6732466,965.55255,209.33755,-4.0434647,965.55255,8.662386e-05,567.6836,79.35265,16.26,[-0.46   0.986 -0.685  0.175 -1.016]
11.37587,2.7175138,-2.0599366e-06,87648610.0,100,161.60149931907654,21,18.111708,34823,2100,-107.86833788613079,2.8290427,1470.983,38334.977,-4.271179,1470.983,5.148896e-06,569.74396,247.04561,16.16,[-0.461  0.982 -0.636  0.151 -1.042]
7.34568,1.9936497,-7.171631e-06,20987960.0,100,169.05680656433105,22,9.811013,36521,2200,-108.1561097859528,2.9696567,1005.1808,9907571.0,-4.5213547,1005.1808,8.761223e-06,539.81476,128.00922,16.98,[-0.485  1.023 -0.68   0.164 -1.055]
8.651245,1.6838045,2.9754638e-06,24750546.0,100,177.63520431518555,23,9.280775,38153,2300,-107.93277487274636,2.6457686,930.95795,3609.9216,-4.267494,930.95795,0.00019611433,563.6855,150.69211,16.32,[-0.549  0.959 -0.697  0.14  -1.052]
13.030815,5.6620717,7.476807e-06,712060500.0,100,185.6876540184021,24,55.09006,39816,2400,-108.43244140477437,2.7828207,2826.2688,2.3870806e+35,-4.2910004,2826.2688,4.0212943e-18,554.23975,562.3861,16.63,[-0.516  0.966 -0.704  0.204 -0.981]
7.6852417,14.910644,3.5095215e-06,5133205500.0,100,194.2329695224762,25,145.5677,41498,2500,-107.83026908668063,2.7534347,7430.4585,495853.16,-4.607872,7430.4585,5.6704676e-11,544.0736,1480.0101,16.82,[-0.599  0.893 -0.683  0.067 -0.992]
11.654343,63.52584,-5.1879883e-06,104056200000.0,100,203.8525733947754,26,632.2987,43180,2600,-108.19807305871109,3.110435,32504.21,1.0097854e+31,-4.4656982,32504.21,3.3297428e-17,545.91156,6581.0166,16.82,[-0.569  0.861 -0.644 -0.044 -1.151]
10.620567,1.0412501,8.087158e-06,166232.11,100,213.20200300216675,27,0.78869665,44839,2700,-108.32812312242834,2.9982204,577.5097,1.616035,-4.2732086,577.5097,0.051648676,555.23846,12.049245,16.59,[-0.588  0.868 -0.708 -0.13  -1.075]
9.915131,1.0907966,7.6293946e-07,648018.1,100,220.47166466712952,28,1.5405761,46497,2800,-107.8455106841888,3.1363304,600.9209,6.067545,-4.174057,600.9209,0.0196414,553.1718,13.923756,16.58,[-0.597  0.894 -0.694 -0.138 -1.091]
13.594643,1.8133025,2.3651123e-06,14877528.0,100,227.51606488227844,29,8.29996,48207,2900,-108.10389072299319,3.291113,928.2313,1001.2332,-4.7854233,928.2313,0.00029024645,535.2021,81.572105,17.1,[-0.576  0.918 -0.658 -0.12  -1.079]
9.93515,2.2093573,3.1280517e-06,22735164.0,100,235.4005959033966,30,9.733451,49855,3000,-107.97628996631867,3.0792606,1144.6699,2744.7053,-3.9240265,1144.6699,6.0153394e-05,557.67993,79.21735,16.48,[-0.634  0.871 -0.704 -0.082 -1.071]
8.36322,1.3924307,-3.0517579e-06,9110949.0,100,244.02641487121582,31,5.5040097,51522,3100,-108.43919673968027,2.976391,780.63513,4762496000.0,-4.408638,780.63513,1.1714994e-07,552.7703,185.15076,16.67,[-0.584  0.923 -0.697 -0.054 -1.077]
10.233818,1.2626641,6.1035155e-07,1097541.2,100,252.19298481941223,32,2.0064707,53214,3200,-108.13816899169318,3.2773528,681.303,17.01771,-4.442177,681.303,0.0010981421,541.9035,36.8293,16.92,[-0.54   0.942 -0.714  0.021 -1.085]
12.716301,10.057936,1.0986329e-05,2107321200.0,100,259.53277134895325,33,99.19044,54889,3300,-108.36138746561636,3.0380855,4767.299,281291900000.0,-4.3777847,4767.299,4.590401e-12,549.33624,1016.02686,16.75,[-0.54   0.959 -0.672 -0.02  -1.097]
10.406647,8.9940815,-7.476807e-06,1958204500.0,100,268.0933208465576,34,89.131905,56538,3400,-107.97092930269271,2.9759872,4543.415,1244322.8,-4.6676636,4543.415,3.231442e-10,557.24915,907.51575,16.49,[-0.568  0.932 -0.66   0.051 -1.134]
12.873817,1.8015924,-3.3569336e-06,8453655.0,100,276.2840132713318,35,5.662326,58168,3500,-107.96799577683298,2.9536471,990.14343,146.19708,-3.8554459,990.14343,5.931316e-05,564.6547,63.739395,16.3,[-0.57   0.944 -0.719  0.048 -1.17 ]
9.275452,1.396069,4.8065185e-06,4928355.5,100,283.5609347820282,36,4.0140033,59812,3600,-108.20797586054441,2.9145951,793.1456,814.3605,-4.152405,793.1456,4.8444075e-05,560.4292,120.60371,16.44,[-0.544  0.982 -0.656  0.052 -1.178]
10.274361,8.200224,-3.6621093e-06,1512164700.0,100,290.9411585330963,37,79.36712,61447,3700,-108.25091144497884,3.0477197,4104.77,2.9095764e+24,-4.22377,4104.77,4.4529187e-17,564.1653,809.8375,16.35,[-0.55   0.955 -0.659 -0.014 -1.184]
12.530197,2.985073,2.2888183e-07,97318390.0,100,300.22548627853394,38,20.02591,63104,3800,-108.15793064696722,2.7341006,1608.8077,45253150000.0,-4.3937225,1608.8077,2.2256056e-07,555.1281,560.3474,16.57,[-0.457  0.973 -0.697  0.106 -1.161]
11.775581,1.73286,-3.8146973e-06,28624134.0,100,308.6425106525421,39,12.148669,64791,3900,-107.89233074059467,3.1199641,999.03076,2845.6719,-4.5368347,999.03076,8.627697e-06,542.5237,1026.439,16.87,[-0.472  0.885 -0.73   0.09  -1.153]
14.188255,1.4770478,7.705688e-06,2867406.0,100,316.4934296607971,40,3.389122,66445,4000,-108.12335226897065,3.1488743,804.8935,155.37271,-4.06723,804.8935,0.001273708,556.1108,45.34105,16.54,[-0.46   0.891 -0.754  0.058 -1.195]
9.793991,2.4084625,-2.9754638e-06,63188292.0,100,324.4618487358093,41,16.479479,68059,4100,-107.9343351077633,2.8221242,1251.2483,799.3386,-3.9193954,1251.2483,2.6919406e-05,570.88794,166.73607,16.14,[-0.472  0.839 -0.771  0.026 -1.162]
6.1146317,2.3378577,1.6021728e-06,95636450.0,100,332.4418330192566,42,19.4252,69678,4200,-108.01979361824799,2.4122088,1302.7048,238536.95,-3.964508,1302.7048,1.284556e-09,569.3068,211.27716,16.19,[-0.448  0.864 -0.699  0.025 -1.18 ]
8.553673,3.220638,1.8310546e-06,61107724.0,100,341.00013303756714,43,16.161018,71421,4300,-108.23910605545242,2.8139138,1590.1849,769324.3,-4.543663,1590.1849,3.4868273e-07,524.2307,138.85626,17.43,[-0.47   0.848 -0.651  0.016 -1.173]
10.814087,1.0206994,-5.340576e-06,52696.344,100,348.9333801269531,44,0.4623703,73081,4400,-107.89319978581871,3.194823,563.5573,1.2800019,-4.5246735,563.5573,0.23162082,552.6357,3.0288496,16.6,[-0.441  0.864 -0.62   0.074 -1.185]
10.073395,2.1625683,-7.095337e-06,28005766.0,100,355.65252470970154,45,10.206269,74701,4500,-107.60331933992417,2.9894905,1192.6548,2450977.2,-3.8757095,1192.6548,2.9895105e-08,566.7296,137.39221,16.2,[-0.441  0.855 -0.617  0.069 -1.175]
7.4438553,1.285193,7.095337e-06,3772575.0,100,364.3452205657959,46,3.6870863,76301,4600,-107.76797931861263,2.4660926,722.48285,46.097866,-4.1960373,722.48285,0.0012436325,575.6886,33.570526,16.0,[-0.516  0.812 -0.649  0.009 -1.196]
8.066589,2.300452,5.645752e-06,37182540.0,100,372.37167167663574,47,11.868986,77961,4700,-108.37845181983255,2.661613,1220.9872,627.19714,-4.364044,1220.9872,6.3921634e-06,555.1131,146.39697,16.6,[-0.497  0.802 -0.619 -0.044 -1.213]
10.132477,2.1677392,-2.2125244e-06,23648616.0,100,381.19329857826233,48,10.06457,79667,4800,-108.0791014871284,3.4158905,1123.3937,67588.78,-4.560501,1123.3937,0.00011984102,536.51965,319.49487,17.06,[-0.464  0.79  -0.619  0.002 -1.226]
14.764252,2.553158,8.468628e-06,109499340.0,100,389.85224175453186,49,20.663734,81376,4900,-108.59441769109038,3.1201093,1332.2985,1.3058055e+16,-3.8933868,1332.2985,2.466138e-10,537.9767,216.33759,17.09,[-0.426  0.782 -0.573 -0.059 -1.198]
10.753235,1.6134919,3.2806397e-06,8164375.5,100,398.9041357040405,50,5.44852,83026,5000,-108.20667225862047,2.8224607,874.8686,321554.47,-3.8509827,874.8686,0.00044494885,558.08246,65.52043,16.5,[-0.456  0.76  -0.585 -0.144 -1.191]
11.515175,2.0045824,-8.850097e-06,31780398.0,100,406.20209980010986,51,11.164917,84692,5100,-108.21762756752156,3.1778529,1059.9583,5628.689,-4.3035965,1059.9583,5.3074655e-05,552.02277,111.41119,16.66,[-0.437  0.807 -0.521 -0.138 -1.232]
6.8799973,3.4734204,-6.1035155e-07,112321640.0,100,414.738472700119,52,21.743757,86348,5200,-108.20231644899805,2.4385774,1804.4829,1030343.8,-4.3021927,1804.4829,4.029569e-06,555.7567,898.4796,16.56,[-0.407  0.78  -0.575 -0.118 -1.242]
10.995758,1.3353099,-1.0604858e-05,2295130.8,100,424.2205126285553,53,3.0846026,88047,5300,-108.84332005116265,2.9224565,712.63293,19.200905,-4.1160507,712.63293,0.00014547554,542.8631,30.130081,16.99,[-0.412  0.802 -0.622 -0.074 -1.251]
13.949371,314.59875,1.3732911e-06,2567895300000.0,100,432.27465558052063,54,3163.3137,89682,5400,-108.46727753868508,2.8647683,160320.8,inf,-3.7737198,160320.8,,565.28064,32199.875,16.35,[-0.505  0.869 -0.607 -0.055 -1.421]
7.5616074,1.0404227,-5.8746336e-06,295011.16,100,438.6128625869751,55,1.0636442,91367,5500,-107.86041230986716,2.7967887,562.6583,2.20749,-4.4539795,562.6583,0.047247455,543.1014,8.728779,16.85,[-0.572  0.829 -0.679 -0.203 -1.445]
9.091019,1.4728817,-5.1116945e-06,3402015.2,100,445.5242681503296,56,3.7009459,92998,5600,-107.7027957412467,2.6802812,804.4018,37.185806,-4.115219,804.4018,0.0010061245,562.88116,42.071472,16.31,[-0.588  0.822 -0.692 -0.215 -1.444]
12.98304,1.9872547,-2.670288e-06,21717664.0,100,454.23126101493835,57,10.009664,94658,5700,-107.95028142165103,3.1908848,1009.8446,3528.6226,-4.2121277,1009.8446,0.00050485757,552.9348,99.17128,16.6,[-0.602  0.798 -0.692 -0.213 -1.446]
9.588142,2.6192322,-9.613037e-06,59503950.0,100,462.7026572227478,58,15.254533,96286,5800,-107.32311922261798,2.7398326,1384.7257,738.8256,-4.7005463,1384.7257,4.219488e-05,562.08984,127.04514,16.28,[-0.573  0.81  -0.7   -0.172 -1.447]
7.8309555,3.6981082,4.119873e-06,138521090.0,100,471.00634002685547,59,22.697384,97925,5900,-108.4995687302296,2.5218003,1951.5901,216768280000.0,-4.0257874,1951.5901,9.461281e-11,563.8784,256.43518,16.39,[-0.55   0.82  -0.725 -0.151 -1.483]
6.537323,3.8718882,6.1035155e-07,171194160.0,100,480.0456302165985,60,25.662384,99549,6000,-107.67077284038615,2.3895783,2066.501,8470.451,-4.200386,2066.501,1.5570666e-07,565.487,258.37128,16.24,[-0.561  0.823 -0.769 -0.09  -1.502]
7.821686,1.0377061,-7.858276e-06,129260.68,100,489.67073130607605,61,0.69554955,101218,6100,-108.02321157411205,2.6957133,568.67847,1.5388756,-4.3279114,568.67847,0.11786647,549.8906,4.432143,16.69,[-0.572  0.756 -0.829 -0.114 -1.492]
8.531273,5.9413867,1.9073486e-06,552047170.0,100,497.0054371356964,62,49.45731,102813,6200,-107.25971986829947,2.8227732,2948.786,45804.45,-4.3292694,2948.786,1.6349376e-06,575.0153,504.61893,15.95,[-0.567  0.76  -0.815 -0.115 -1.489]
8.41761,4.0669913,1.5258789e-07,177149650.0,100,505.9290783405304,63,26.46179,104427,6300,-107.93212002047254,2.8131967,2165.5945,2302191900.0,-3.948677,2165.5945,1.302745e-10,570.8726,504.91907,16.14,[-0.535  0.803 -0.812 -0.112 -1.502]
9.917854,7.5909524,1.0681152e-05,1244395400.0,100,514.9560713768005,64,73.25259,106066,6400,-107.9003040803174,2.9725494,3755.602,5163803000.0,-4.593834,3755.602,3.533033e-09,560.7784,749.12225,16.39,[-0.488  0.888 -0.745 -0.119 -1.526]
7.5996704,1.2596016,-4.5776366e-07,3460289.0,100,524.0881290435791,65,3.660574,107684,6500,-107.70614615930002,2.9070349,702.2589,23.359121,-4.220413,702.2589,0.001435224,568.0812,34.589405,16.18,[-0.515  0.852 -0.747 -0.187 -1.543]
8.3808365,2.279057,-1.5411377e-05,28687070.0,100,532.1256191730499,66,10.332165,109313,6600,-108.31404257634956,2.5952487,1232.588,568.65326,-3.7053757,1232.588,0.0008137912,566.86475,105.41039,16.29,[-0.516  0.858 -0.765 -0.189 -1.558]
9.397018,2.3244398,9.155273e-07,67008340.0,100,540.3599126338959,67,16.174234,110993,6700,-107.78000397127992,3.038648,1207.2203,3628023.2,-4.637535,1207.2203,2.3546232e-07,544.5445,283.198,16.8,[-0.506  0.875 -0.748 -0.154 -1.561]
11.912712,2.2611637,-9.231568e-06,53134130.0,100,549.2304472923279,68,14.774816,112646,6800,-108.0022947394274,3.2223027,1176.6825,236741310.0,-4.1642,1176.6825,2.041062e-06,555.8664,147.74294,16.53,[-0.507  0.888 -0.696 -0.184 -1.568]
9.744438,1.6563069,3.2806397e-06,17274532.0,100,556.8098261356354,69,8.684497,114326,6900,-108.47787153572182,2.8369663,861.1593,1.5657221e+16,-3.9878235,861.1593,5.0088574e-06,548.0555,114.96919,16.8,[-0.541  0.87  -0.678 -0.202 -1.509]
10.978027,2.009456,6.6375733e-06,9759957.0,100,564.1505088806152,70,6.388031,115977,7000,-107.85001266197061,2.75306,1050.26,317.8739,-4.1753616,1050.26,1.4311439e-05,555.8521,42.3704,16.51,[-0.535  0.932 -0.644 -0.207 -1.494]
10.781548,1.3629237,-4.8065185e-06,22488770.0,100,572.7499504089355,71,9.494828,117591,7100,-108.32693191682502,2.4499967,747.45874,533.27563,-3.7504578,747.45874,9.559873e-05,572.93274,96.86151,16.14,[-0.565  0.916 -0.64  -0.243 -1.499]
10.879456,2.1173809,-9.155273e-07,22633782.0,100,580.385596036911,72,10.267797,119330,7200,-108.15111827058581,2.873789,1054.5386,119269330.0,-4.523056,1054.5386,3.7267384e-06,525.18317,183.28537,17.39,[-0.532  0.937 -0.645 -0.242 -1.48 ]
7.8053665,18.364235,-8.163453e-06,7739684400.0,100,588.9938585758209,73,178.90628,120967,7300,-108.25048361311525,2.9354155,9168.6455,5.7031702e+16,-3.9655075,9168.6455,1.6466935e-12,563.35474,1825.8735,16.37,[-0.521  0.95  -0.679 -0.204 -1.459]
9.685295,1.1877148,3.3569336e-06,956420.9,100,598.1696450710297,74,1.8200799,122584,7400,-108.4523278760233,2.6115851,671.8694,8.655196,-3.8244781,671.8694,0.006028951,572.3956,17.544598,16.17,[-0.481  0.976 -0.666 -0.119 -1.454]
11.600983,21.347265,-1.5258789e-06,11698568000.0,100,605.3630785942078,75,208.99242,124217,7500,-108.12108981761783,2.9909813,11127.078,inf,-4.374008,11127.078,3.9875567e-30,564.2766,2122.694,16.33,[-0.499  0.967 -0.696 -0.118 -1.452]
14.671486,1.0572374,1.3732911e-06,130694.17,100,614.8412153720856,76,0.7236279,125900,7600,-108.07782542004601,3.1585684,573.12573,1.7245297,-4.6522446,573.12573,0.08250948,544.916,5.2423534,16.83,[-0.455  1.008 -0.648 -0.025 -1.444]
10.665543,1.3449047,6.4849855e-06,2624668.5,100,622.4713380336761,77,3.3313525,127641,7700,-108.50704355025944,3.3399515,691.97766,186801.22,-4.8319855,691.97766,6.610485e-05,526.2307,24.16566,17.41,[-0.468  1.014 -0.637 -0.023 -1.445]
12.709702,1.2597868,8.239746e-06,1326806.6,100,630.9350233078003,78,2.3852584,129301,7800,-108.52205121556048,2.8706648,685.93115,9.187387,-4.223778,685.93115,0.0070087253,555.8514,19.824186,16.6,[-0.477  1.022 -0.645  0.02  -1.435]
11.300079,2.0036652,1.4495849e-06,25147338.0,100,638.3810274600983,79,10.343684,130967,7900,-108.00271519700048,3.0996938,1042.7305,765.75903,-4.1418457,1042.7305,0.00012597028,550.90643,115.50335,16.66,[-0.467  1.022 -0.663  0.016 -1.444]
13.530403,7.5362463,1.04522705e-05,1371823700.0,100,647.0893085002899,80,74.565254,132589,8000,-107.66427824756589,2.9210148,3845.6223,1737250.1,-4.290291,3845.6223,1.7161103e-07,566.24884,1431.9122,16.22,[-0.471  1.016 -0.688  0.064 -1.463]
7.4008484,5.036236,-2.2888183e-07,574893630.0,100,655.9857938289642,81,46.38169,134226,8100,-107.58278074331369,2.7308347,2648.766,144982060.0,-4.21476,2648.766,3.1602047e-11,559.90625,724.5932,16.37,[-0.49   0.986 -0.668  0.067 -1.472]
11.805962,1.7155293,5.340576e-06,18430806.0,100,666.1184177398682,82,8.198259,135932,8200,-108.13435524134475,3.4719133,929.97076,1.1866096e+18,-5.014595,929.97076,1.0851763e-09,536.8008,237.48041,17.06,[-0.528  0.993 -0.677  0.016 -1.463]
6.5288544,1.2966961,9.841919e-06,2906595.0,100,675.3662493228912,83,3.1955168,137521,8300,-107.9380239750963,2.4515324,742.0785,55.47191,-3.9654846,742.0785,0.00087032677,581.13586,30.98248,15.89,[-0.553  0.968 -0.686 -0.033 -1.457]
7.9742966,1.4674733,-1.5258789e-07,8411210.0,100,682.2856647968292,84,5.9600353,139178,8400,-107.83350641009288,2.70374,787.32855,193.6552,-4.290283,787.32855,0.0003780837,553.46844,57.095943,16.57,[-0.564  0.957 -0.68  -0.017 -1.464]
7.8406677,1.3465918,-1.1520386e-05,3723919.2,100,689.2978675365448,85,3.6170583,140822,8500,-108.15227734554246,2.4819047,746.9814,21.471624,-3.5699997,746.9814,0.0038499385,560.1289,51.0157,16.44,[-0.59   0.935 -0.673 -0.024 -1.465]
10.406914,1.2100755,1.3732911e-06,6691460.5,100,697.8412492275238,86,5.1649876,142480,8600,-108.36326923318225,2.6490843,663.78973,729.8519,-3.7998276,663.78973,0.00019688808,555.80786,52.08638,16.58,[-0.593  0.912 -0.71  -0.014 -1.466]
8.664482,1.9423736,-3.4332274e-06,15609067.0,100,705.4430820941925,87,7.8759236,144115,8700,-107.99174366558218,2.8533738,1038.9113,361.04337,-4.2122574,1038.9113,1.2003014e-05,562.8259,78.86374,16.35,[-0.592  0.934 -0.722  0.007 -1.457]
6.982849,1.2150072,-1.5258789e-07,666533.8,100,713.3217043876648,88,1.5229588,145720,8800,-107.60506188618429,2.53423,688.6392,5.2328577,-4.2420883,688.6392,0.025009627,572.7875,16.050827,16.05,[-0.589  0.908 -0.706 -0.008 -1.463]
13.145317,1.5212436,-3.0517577e-07,4852303.0,100,720.1079769134521,89,4.185669,147384,8900,-108.27554615812637,2.7640703,826.7472,197.47342,-3.8241806,826.7472,0.0002646603,553.0674,72.62023,16.64,[-0.583  0.911 -0.692  0.005 -1.457]
12.622986,1.4285018,1.5258789e-07,3447785.2,100,727.9778926372528,90,3.8141851,149023,9000,-107.81672065587314,3.238686,775.6581,33.21965,-4.21566,775.6581,0.0029905005,560.34076,52.463707,16.39,[-0.58   0.941 -0.645 -0.006 -1.486]
7.1164246,1.0707531,,213100.14,100,736.322404384613,91,0.8782442,150631,9100,-107.80231452205042,2.5178106,609.3023,1.9516823,-3.6024704,609.3023,0.07756563,572.58813,5.6173306,16.08,[-0.594  0.915 -0.655  0.005 -1.485]
7.977669,2.588985,6.8664554e-07,28145626.0,100,743.4331269264221,92,10.544211,152311,9200,-108.20575979858002,2.6815848,1338.4001,75396400000.0,-4.3177185,1338.4001,3.789636e-05,546.68524,104.479774,16.8,[-5.904e-01  9.149e-01 -6.621e-01 -1.027e-03 -1.486e+00]
7.0233536,1.2340482,2.7465821e-06,2432615.0,100,752.0832085609436,93,2.8345962,153943,9300,-108.23181003616892,2.751204,697.7099,69.900154,-4.1100845,697.7099,0.0062540127,565.25336,48.85198,16.32,[-0.572  0.948 -0.616 -0.034 -1.484]
14.164192,21.325596,4.9591063e-06,9910029000.0,100,759.7543842792511,94,214.68025,155587,9400,-107.67746881376758,3.4820883,10098.905,311699360.0,-4.6778946,10098.905,8.789149e-10,557.6917,3096.574,16.44,[-0.553  0.967 -0.602 -0.007 -1.475]
12.324455,2.4105234,1.1444092e-06,86032584.0,100,770.0539133548737,95,20.365692,157284,9500,-107.94415024406061,3.46597,1198.5735,1901985700000.0,-4.5376205,1198.5735,1.1647278e-10,539.1108,208.48291,16.97,[-0.555  0.932 -0.598  0.02  -1.452]
9.4235,1.030659,4.043579e-06,54306.566,100,778.8211870193481,96,0.4790647,158983,9600,-108.32231789510817,3.1522148,554.0828,1.2497424,-4.522957,554.0828,0.35963497,540.2627,2.8694644,16.99,[-0.573  0.907 -0.57  -0.016 -1.456]
9.647072,1.6156684,-2.1362305e-06,13469178.0,100,785.2414147853851,97,7.2023807,160632,9700,-108.0638652285733,2.6554916,882.1286,159.88419,-4.5373306,882.1286,0.0011782267,557.7298,92.61203,16.49,[-0.563  0.909 -0.571 -0.007 -1.445]
13.72654,3.2428925,6.4849855e-06,60399212.0,100,792.7154982089996,98,16.151485,162328,9800,-108.63674757194919,3.0920408,1632.9908,3884120.2,-3.9235382,1632.9908,3.9135482e-08,542.93353,142.22833,16.96,[-0.559  0.889 -0.57   0.011 -1.444]
9.935341,2.194752,1.6021728e-06,46568164.0,100,801.7577257156372,99,12.961769,163990,9900,-108.33862548719816,3.041894,1188.7777,702817.6,-4.448883,1188.7777,8.925226e-06,554.1434,230.52814,16.62,[-0.592  0.87  -0.61  -0.014 -1.463]
13.192421,1.4374663,1.0604858e-05,6081064.0,100,810.2705590724945,100,4.783599,165634,10000,-107.76708941392943,3.2532303,784.73175,41611.793,-4.4690323,784.73175,4.1597177e-06,558.1381,35.49168,16.44,[-0.631  0.858 -0.629 -0.055 -1.461]
9.945999,2.0859165,-9.536743e-06,38512220.0,100,817.6872570514679,101,11.49779,167262,10100,-107.8684850612601,2.6321445,1161.2693,881.89557,-3.948166,1161.2693,0.00012405645,564.9352,238.64601,16.28,[-0.638  0.882 -0.584 -0.033 -1.464]
