EmpiricalD2,InitialReturnMean,EpThisIter,MeanIW,Bound,EpisodesSoFar,J_sample_variance,InitialReturnMin,Iteration,InitialBound,TimeElapsed,EpRewMean,StdIW,InitialReturnMax,MinIW,Weights,MaxIW,InitialReturnStd,TimestepsSoFar,EpLenMean,ReturnMeanIW
2345759.2,-3.890991e-06,100,5.960093,3046.7751,2800,706655170.0,-24.796066,28,477.96317,538.9558913707733,-109.66292362722639,54.5341,44.15068,1.7422136e-06,[-0.155 -0.675 -0.237 -0.495 -0.297],1943.1105,14.3958645,201411,60.46,3046.7751
27094338.0,2.861023e-07,100,10.477342,2429.981,2900,558979300.0,-27.643604,29,218.84389,563.6828322410583,-110.48062916414926,113.824745,44.396263,1.0247993e-06,[-0.129 -0.526 -0.121 -0.391 -0.304],1751.1985,14.233484,211080,96.69,2429.981
55.14928,4.5776366e-07,100,1.3810706,122.18598,3000,223181.53,-39.049408,30,78.93159,600.2329812049866,-117.53749516025759,5.954663,28.641739,0.006391939,[-0.124 -0.553 -0.088 -0.355 -0.381],102.63376,14.249403,227666,165.86,122.18598
inf,-3.1471252e-06,100,62.2902,2861.171,3100,755798460.0,-40.08631,31,64.84455,638.9150619506836,-109.78240318144852,638.71155,34.54642,1.0312489e-35,[-0.143 -0.51  -0.078 -0.352 -0.35 ],8234.057,14.820569,245768,181.02,2861.171
323.46756,1.1825562e-06,100,1.4590665,189.718,3200,358924.6,-29.212574,32,125.11225,668.3860869407654,-95.0091774589488,5.2039847,39.8703,0.00017061977,[-0.161 -0.495 -0.03  -0.441 -0.375],69.80427,18.240543,257894,121.26,189.718
4.0502714e+34,3.8146973e-07,100,4.2007027,617.18726,3300,18281694.0,-33.416553,33,160.39275,693.2154655456543,-95.52811210736758,30.20741,52.30706,2.1990476e-16,[-0.108 -0.516 -0.048 -0.454 -0.358],498.866,17.344122,268691,107.97,617.18726
3.2149851,4.4631956e-06,100,1.1039046,352.1971,3400,132623.12,-31.221577,34,313.97403,713.9466135501862,-103.47691270313705,1.1516713,51.84007,0.051539358,[-0.107 -0.533 -0.131 -0.462 -0.317],9.723818,15.895773,276211,75.2,352.1971
14681711.0,-6.294251e-07,100,2.138171,688.931,3500,6224649.5,-28.094353,35,330.59305,731.932813167572,-102.18845816754951,7.8254457,36.138817,4.381677e-09,[-0.112 -0.534 -0.109 -0.479 -0.326],68.54271,14.470761,283407,71.96,688.931
1678.731,-3.7384034e-06,100,2.1191108,1031.6029,3600,15096655.0,-23.01101,36,476.0666,748.3933393955231,-108.76116326240827,12.666392,34.742664,8.3022765e-05,[-0.201 -0.578 -0.202 -0.456 -0.389],623.1836,12.766085,289438,60.31,1031.6029
9030077.0,-2.632141e-06,100,8.954943,3575.121,3700,1015248700.0,-33.828278,37,369.91846,766.698160648346,-112.17155985851078,85.186066,38.686966,4.2649383e-08,[-0.22  -0.582 -0.196 -0.399 -0.396],2512.164,13.510694,296603,71.65,3575.121
5904.567,-6.8664554e-07,100,1.2516122,606.94604,3800,4686502.0,-23.46788,38,492.4472,784.0889258384705,-117.36781980571233,4.5408497,40.845222,8.37981e-05,[-0.254 -0.653 -0.277 -0.367 -0.44 ],45.735836,10.983708,302837,62.34,606.94604
125.03598,-1.4877319e-06,100,1.8583328,1228.0209,3900,22070504.0,-18.459343,39,653.09375,799.1339554786682,-117.23786806662623,7.2557817,35.082603,5.4216616e-05,[-0.248 -0.7   -0.345 -0.373 -0.413],69.23535,9.523869,308012,51.75,1228.0209
225032970000000.0,-1.3732911e-06,100,25.703123,15841.583,4000,24356856000.0,-23.820015,40,615.1998,814.4994382858276,-111.74999325031342,261.09036,36.606853,3.8782367e-12,[-0.295 -0.667 -0.346 -0.411 -0.487],3156.8926,12.72688,313219,52.07,15841.583
726281.7,6.5231325e-06,100,11.622606,7047.158,4100,3748777000.0,-21.056366,41,594.2836,831.3472883701324,-106.11893935972354,107.37125,39.644173,2.8661572e-05,[-0.35  -0.733 -0.342 -0.543 -0.482],1277.7188,14.230738,318358,51.39,7047.158
641644000000.0,8.392334e-07,100,2.0292141,1185.0812,4200,130939680.0,-23.835762,42,603.2384,848.3277058601379,-104.86701161890421,19.676529,30.144398,3.8187075e-12,[-0.327 -0.743 -0.301 -0.622 -0.405],200.93086,13.453669,323401,50.43,1185.0812
212.60086,2.670288e-07,100,1.5967059,1093.7168,4300,19372960.0,-22.498604,43,680.805,862.9916391372681,-103.82226133613905,6.554984,41.32641,2.0370533e-05,[-0.317 -0.672 -0.272 -0.703 -0.484],126.73481,12.882367,328032,46.31,1093.7168
1296.8173,-4.8065185e-06,100,2.03032,1216.027,4400,74070550.0,-24.93547,44,598.5502,878.3654232025146,-103.0201768144971,15.068347,32.05512,3.1676067e-05,[-0.278 -0.68  -0.279 -0.657 -0.496],159.5324,13.888139,333027,49.95,1216.027
15.113738,8.392334e-07,100,1.3494982,892.47125,4500,3855117.2,-26.517426,45,656.63684,892.9258444309235,-104.6708243262461,3.0240448,31.29243,0.0015858167,[-0.182 -0.73  -0.297 -0.737 -0.519],31.684843,13.567676,337792,47.65,892.47125
165838800.0,-4.5776366e-07,100,5.42024,3369.16,4600,960054000.0,-26.877678,46,623.066,907.1887164115906,-103.44788223886047,50.842907,45.087105,2.0975932e-09,[-0.166 -0.75  -0.259 -0.741 -0.555],532.26404,14.045779,342685,48.93,3369.16
5.9322724,-1.3732911e-06,100,1.4311559,928.61694,4700,2483989.2,-21.763489,47,647.858,924.2883198261261,-104.76594009771833,2.4778135,38.071712,0.0036334028,[-0.164 -0.744 -0.314 -0.661 -0.594],23.073982,13.601352,347496,48.11,928.61694
616.3974,-3.7765503e-06,100,2.2651124,1528.9331,4800,139687920.0,-25.207329,48,665.3623,939.8638463020325,-105.43479907221158,18.032883,39.79196,0.00010397659,[-0.148 -0.789 -0.327 -0.713 -0.628],257.1211,14.186609,352253,47.57,1528.9331
42.33836,-7.6293944e-08,100,1.2359697,966.32935,4900,8599147.0,-21.972198,49,777.8619,953.0675714015961,-104.40152774514425,3.802257,48.69117,0.0023248012,[-0.078 -0.794 -0.351 -0.694 -0.625],41.458553,15.355256,356512,42.59,966.32935
60035400.0,1.9073487e-07,100,5.5735335,4275.61,5000,1341206500.0,-20.863419,50,759.49274,965.9037175178528,-105.3679645674106,49.465855,42.057205,3.6160305e-05,[-0.058 -0.756 -0.306 -0.714 -0.645],523.50854,14.05491,360868,43.56,4275.61
218744.27,1.9073487e-07,100,46.98529,37679.15,5100,140462920000.0,-21.445564,51,799.8609,979.3453347682953,-106.44529772029732,481.05246,40.58905,8.7541106e-11,[-0.027 -0.78  -0.371 -0.688 -0.551],5021.976,13.537958,365091,42.23,37679.15
73.923004,-1.5258789e-07,100,1.5234479,1220.7114,5200,16707457.0,-21.663101,52,799.32214,994.277346611023,-105.73108942968456,5.2029867,46.0082,0.003619353,[ 0.006 -0.723 -0.311 -0.594 -0.672],44.90025,16.729462,369329,42.38,1220.7114
34.168358,3.6239624e-06,100,1.6879541,1189.9379,5300,11292217.0,-23.358612,53,701.71423,1009.1475255489349,-105.8316089740742,4.8713365,44.0356,0.005070748,[ 0.102 -0.701 -0.277 -0.578 -0.65 ],51.831696,15.99168,373952,46.23,1189.9379
3.316195,5.645752e-06,100,1.180707,852.14514,5400,1986341.1,-24.405785,54,721.4566,1023.6607007980347,-105.5064889649736,1.9791442,54.021683,0.026622133,[ 0.127 -0.599 -0.21  -0.537 -0.698],19.365643,14.969067,378486,45.34,852.14514
46.250645,4.5776366e-07,100,2.6633828,2158.642,5500,165081000.0,-21.024857,55,799.274,1037.4048857688904,-105.33353841314063,16.735197,36.88535,0.000874104,[ 0.157 -0.565 -0.2   -0.526 -0.693],178.89304,13.692337,382690,42.04,2158.642
1065049.0,-1.6784668e-06,100,37.98546,29224.648,5600,83750625000.0,-21.955223,56,747.13153,1052.5901849269867,-104.86283203448176,399.31732,38.19996,4.8201946e-05,[ 0.123 -0.62  -0.211 -0.531 -0.721],19340.84,15.352152,387088,43.98,29224.648
8.717733e+19,-1.9836425e-06,100,6.2546287,2888.0151,5700,318933800.0,-30.023724,57,452.3951,1071.3297235965729,-104.06485196037889,41.589794,36.52302,2.3644962e-08,[ 0.141 -0.608 -0.138 -0.532 -0.68 ],808.25037,13.98526,393129,60.41,2888.0151
530669.06,4.4631956e-06,100,45.02126,27869.127,5800,75404290000.0,-26.444923,58,598.3869,1088.640117406845,-107.31073907577702,466.54074,32.992466,5.959461e-09,[ 0.171 -0.646 -0.194 -0.52  -0.521],5061.7744,13.865305,398308,51.79,27869.127
85.350525,2.2506713e-06,100,1.5596861,1410.84,5900,48025816.0,-16.658516,59,892.05334,1104.0464646816254,-109.36208532217871,7.8326035,32.29787,0.0023646702,[ 0.187 -0.565 -0.224 -0.481 -0.689],83.46437,11.433516,402314,40.06,1410.84
5713794.5,-4.043579e-06,100,50.57987,46634.504,6000,211868660000.0,-18.39209,60,906.541,1116.4722754955292,-107.04410685552465,529.88306,29.927433,2.608272e-09,[ 0.168 -0.572 -0.217 -0.525 -0.703],5690.3896,12.308389,406215,39.01,46634.504
34583836.0,1.0299683e-06,100,40.832706,37979.535,6100,138342900000.0,-16.00599,61,909.0612,1131.952299118042,-109.3638352254034,419.49786,36.932358,5.0787174e-12,[ 0.105 -0.598 -0.241 -0.458 -0.79 ],4675.6426,10.394179,410157,39.42,37979.535
1393786800000000.0,2.2125244e-06,100,73.48942,78218.7,6200,611375000000.0,-13.2513275,62,1068.7008,1144.673777103424,-112.06911478248432,743.8402,36.844707,2.7188484e-14,[ 0.196 -0.628 -0.281 -0.446 -0.898],7612.528,8.065147,413730,35.73,78218.7
20285904000000.0,-7.6293946e-07,100,2.607696,3265.0146,6300,744905100.0,-14.676903,63,1256.6552,1159.3974578380585,-108.6084568814334,22.022041,48.803143,9.462983e-10,[ 0.218 -0.495 -0.262 -0.465 -0.924],581.59296,12.120945,416837,31.07,3265.0146
20.232128,-3.2043456e-06,100,1.2010691,1441.3606,6400,7656421.5,-15.343361,64,1201.6545,1171.412921667099,-106.84327720459859,2.337628,48.807262,0.0013144023,[ 0.272 -0.408 -0.213 -0.508 -0.915],14.210623,13.827725,420020,31.83,1441.3606
4315157.5,-4.615784e-06,100,4.6019654,5440.483,6500,2032864800.0,-14.445831,65,1165.7876,1183.1093926429749,-106.45360893246658,39.376896,55.409054,1.7913644e-05,[ 0.299 -0.398 -0.233 -0.505 -0.93 ],578.14636,15.248989,423280,32.6,5440.483
2312.245,2.3651123e-06,100,1.7624295,2013.7216,6600,186474580.0,-15.909233,66,1132.4852,1195.8656940460205,-107.48903746974585,12.264608,39.960865,0.00014466728,[ 0.241 -0.41  -0.205 -0.487 -0.971],128.9736,12.390582,426609,33.29,2013.7216
210.83296,-2.708435e-06,100,1.9537152,1999.437,6700,58441748.0,-16.377693,67,1013.34393,1208.446221113205,-107.77976425245691,7.7898273,49.09358,0.00018473166,[ 0.221 -0.42  -0.249 -0.502 -0.948],150.05359,13.647845,430237,36.28,1999.437
1024371600.0,7.743835e-06,100,5.7786236,7860.7373,6800,3800104700.0,-13.773293,68,1350.8365,1219.1800332069397,-107.78463509919294,45.73748,36.802666,5.654818e-07,[ 0.219 -0.412 -0.273 -0.519 -0.934],751.41516,11.361119,433155,29.18,7860.7373
354428930.0,2.7465821e-06,100,39.852154,60791.47,6900,355018800000.0,-11.2296295,69,1512.3655,1229.2912621498108,-110.63595731186264,409.69922,17.892647,5.1509267e-07,[ 0.224 -0.414 -0.318 -0.471 -0.922],14838.968,7.4752207,435878,27.23,60791.47
306.99982,-9.155273e-07,100,1.744037,2551.2473,7000,364861400.0,-12.714561,70,1464.0328,1241.8372828960419,-110.05145359214119,13.176924,21.669052,9.47409e-06,[ 0.086 -0.416 -0.317 -0.465 -0.919],134.95702,8.241159,438660,27.82,2551.2473
8847.341,5.9127806e-06,100,4.9499493,8667.287,7100,5519449000.0,-10.992638,71,1737.1272,1252.043617963791,-108.43622559420066,43.411106,26.573956,4.1105872e-07,[ 0.091 -0.382 -0.34  -0.468 -0.983],453.31995,8.229728,441064,24.04,8667.287
22.04753,-3.929138e-06,100,1.2218668,1886.8939,7200,16537862.0,-11.354164,72,1541.5564,1263.2005550861359,-108.66865444112285,2.635373,26.787437,0.004952616,[ 0.09  -0.43  -0.384 -0.535 -1.057],25.409744,8.071475,443708,26.44,1886.8939
12149.597,3.2424928e-06,100,1.7877371,2853.0117,7300,172303200.0,-10.362244,73,1591.4889,1273.361882686615,-108.70483642796611,8.344508,27.552956,0.0002576714,[ 0.1   -0.443 -0.407 -0.513 -1.038],102.89852,9.149435,446290,25.82,2853.0117
181921680000000.0,-1.4495849e-06,100,47.106915,66395.83,7400,416386900000.0,-13.243591,74,1400.937,1284.0841228961945,-109.09894834141389,471.2937,32.462086,1.0214969e-07,[ 0.08  -0.433 -0.374 -0.55  -1.007],7968.067,10.406039,449149,28.59,66395.83
7100739500000000.0,3.0899048e-06,100,27.232347,37093.75,7500,137177375000.0,-14.239235,75,1352.0193,1296.5640161037445,-106.6391225031283,276.87314,45.13251,2.268827e-16,[ 0.14  -0.601 -0.448 -0.633 -0.936],3490.2917,12.755294,452037,28.88,37093.75
421.52414,-3.013611e-06,100,1.5450798,2610.0579,7600,112827430.0,-9.546051,76,1692.4058,1309.5237483978271,-107.24094125902191,6.3329706,49.73093,1.5365857e-05,[ 0.079 -0.536 -0.521 -0.652 -1.002],52.563343,10.37497,454472,24.35,2610.0579
135.79938,4.577637e-06,100,1.8049203,3128.9377,7700,265849940.0,-9.392609,77,1726.6548,1320.588675737381,-107.20954161075231,9.4825325,37.722477,0.00011154305,[ 0.1   -0.516 -0.552 -0.645 -1.004],105.32975,10.880857,456869,23.97,3128.9377
156.06415,3.2806397e-06,100,1.8649985,3602.2246,7800,145891070.0,-8.641869,78,1926.2346,1330.3888313770294,-107.38811215190454,6.345858,20.924591,0.00017003175,[ 0.121 -0.486 -0.545 -0.605 -1.026],62.12577,7.958197,459064,21.95,3602.2246
11.234333,-1.27792355e-05,100,1.2656119,2174.7551,7900,16656909.0,-11.736,79,1716.033,1340.8371493816376,-107.36801600734265,2.4084833,40.465714,0.0131154815,[ 0.111 -0.508 -0.548 -0.654 -1.063],22.75621,10.592722,461474,24.1,2174.7551
13568269.0,3.0517579e-06,100,3.9942985,6446.8525,8000,2968067000.0,-10.5385895,80,1604.4877,1352.2651941776276,-107.52528971591458,34.866608,33.33523,4.7544535e-08,[ 0.117 -0.548 -0.553 -0.654 -1.069],362.05844,10.387377,464018,25.44,6446.8525
126736430.0,-1.6021728e-06,100,10.018091,17353.688,8100,25032122000.0,-11.240173,81,1729.6709,1364.0485882759094,-107.47795157620183,92.08559,35.074615,6.397358e-14,[ 0.116 -0.537 -0.603 -0.685 -1.074],940.8526,9.608466,466414,23.96,17353.688
248.82556,-3.4332277e-07,100,1.5694985,2752.1865,8200,98592520.0,-9.835182,82,1748.8054,1376.8852589130402,-107.81310979974776,5.7648926,26.427044,1.1076936e-05,[ 0.149 -0.569 -0.612 -0.771 -1.159],52.381992,9.488132,468796,23.82,2752.1865
279.1376,,100,1.4342772,2670.2683,8300,117138424.0,-8.5998535,83,1862.3389,1387.009346485138,-107.86447199234682,5.8505316,42.21756,0.00046479373,[ 0.136 -0.613 -0.613 -0.774 -1.17 ],142.3918,9.1840925,471062,22.66,2670.2683
2.8602735e+17,-3.5476685e-06,100,8.576129,15826.536,8400,21742889000.0,-8.149887,84,1843.709,1397.9029803276062,-107.81355131809855,80.68475,40.82619,2.577952e-14,[ 0.126 -0.615 -0.601 -0.741 -1.155],827.5477,9.586032,473346,22.84,15826.536
1.1800768e+17,3.5858154e-06,100,1.7858722,2457.0686,8500,370396160.0,-13.534828,85,1383.2036,1410.5750987529755,-106.04030532198266,14.115859,51.72994,3.413449e-13,[ 0.124 -0.61  -0.538 -0.813 -1.165],142.14392,14.199393,476174,28.28,2457.0686
inf,1.8310546e-06,100,27.563906,38494.273,8600,144839640000.0,-13.358658,86,1399.89,1420.0451583862305,-106.14126005784685,276.46716,51.788376,,[ 0.075 -0.615 -0.487 -0.869 -1.183],2831.031,13.378627,478978,28.04,38494.273
9.025243e+28,-5.722046e-07,100,57.300266,74811.28,8700,557944540000.0,-14.139107,87,1289.1549,1434.6482322216034,-106.04689245325898,585.1044,37.504253,2.6601942e-19,[ 0.1   -0.621 -0.362 -0.995 -1.183],13089.475,13.461361,481974,29.96,74811.28
91172.11,-4.577637e-06,100,6.6729875,9330.139,8800,4243252200.0,-14.9578705,88,1373.7715,1448.7236552238464,-104.70652900113076,48.55033,47.34725,2.9370909e-05,[-0.013 -0.593 -0.431 -1.017 -1.198],804.66986,15.256246,484802,28.28,9330.139
5789.761,-9.918213e-07,100,2.6267707,3553.23,8900,782697800.0,-14.551811,89,1337.3702,1462.329726934433,-105.4838891722517,21.82421,56.513153,6.212587e-05,[-0.026 -0.614 -0.408 -1.033 -1.213],234.14247,13.480873,487697,28.95,3553.23
9429.03,5.41687e-06,100,1.6469404,1787.1895,9000,32799376.0,-17.137405,90,1077.4163,1476.5892696380615,-104.58333336803395,5.3701177,52.150345,0.00010483607,[-0.011 -0.619 -0.381 -1.011 -1.174],93.283615,15.485478,491085,33.88,1787.1895
2.141002,-2.5939942e-06,100,1.0374808,1024.0111,9100,707278.8,-20.104912,91,985.72125,1487.0457317829132,-103.2193233244849,0.855297,41.037384,0.04005874,[-0.016 -0.651 -0.364 -1.037 -1.171],8.030233,16.544434,494673,35.88,1024.0111
1.1764307,-2.670288e-07,100,1.0266896,1417.1547,9200,302641.22,-13.438988,92,1380.2192,1496.3246836662292,-106.12677245519241,0.40051678,39.774242,0.36503974,[-0.005 -0.658 -0.36  -1.031 -1.175],4.581969,12.038076,497511,28.38,1417.1547
51.768887,-3.0899048e-06,100,1.8029422,1952.059,9300,100521900.0,-16.87555,93,1065.7723,1506.7625181674957,-104.65888856463782,9.354487,44.228893,0.0020506352,[-7.241e-04 -6.596e-01 -3.550e-01 -1.038e+00 -1.171e+00],164.13104,15.827816,500936,34.25,1952.059
1.7291253e+27,2.632141e-06,100,2.3303878,2528.1033,9400,428572300.0,-16.741867,94,1092.6913,1519.6902945041656,-105.71629984687686,19.23581,38.01335,6.310099e-23,[ 0.04  -0.669 -0.339 -1.038 -1.166],195.7067,13.7912035,504320,33.84,2528.1033
992535640000.0,-1.9454956e-06,100,54.811073,62978.223,9500,376545280000.0,-17.601372,95,1150.1909,1532.9409506320953,-104.05370850451521,541.7332,54.87269,2.9785497e-11,[-0.006 -0.685 -0.393 -1.117 -1.247],8192.691,16.07809,507538,32.18,62978.223
193114540000.0,1.5258789e-07,100,64.73506,64107.797,9600,407086040000.0,-20.884521,96,978.9942,1546.6870079040527,-102.39686818307291,669.4104,38.853615,5.860363e-11,[-0.009 -0.714 -0.374 -1.086 -1.245],14995.097,16.251978,511120,35.82,64107.797
1371088.8,-4.577637e-06,100,2.298853,2449.6472,9700,128470150.0,-17.719719,97,1062.9432,1562.271897315979,-104.44599516600385,10.963509,35.812008,2.5632545e-07,[-0.024 -0.725 -0.376 -1.036 -1.299],110.06491,14.553216,514535,34.15,2449.6472
5647572.0,1.5258789e-06,100,1.9595703,2296.0654,9800,117014320.0,-16.241646,98,1178.8136,1573.500455379486,-103.84867871905779,9.291261,43.824986,9.907105e-07,[-0.022 -0.724 -0.413 -1.034 -1.297],68.732895,14.800118,517678,31.43,2296.0654
5.8520374,5.2261353e-06,100,1.1734369,1461.7148,9900,3247942.8,-15.914589,99,1241.7006,1585.7044632434845,-104.44302774331028,1.4616263,53.49452,0.018605612,[-0.002 -0.718 -0.399 -0.99  -1.298],15.8077965,15.838917,520727,30.49,1461.7148
28582367000.0,-2.2888183e-07,100,14.346058,15249.368,10000,19691910000.0,-18.438705,100,1056.272,1597.6506872177124,-104.20516404737452,133.95163,43.755222,2.1470179e-08,[-0.031 -0.702 -0.396 -0.993 -1.305],1391.4518,15.048369,524150,34.23,15249.368
5.766519,-1.1444092e-06,100,1.1904774,1531.6354,10100,8338791.0,-15.9198,101,1283.428,1610.0529947280884,-103.74861299989556,2.2776325,63.9606,0.008302776,[-0.012 -0.67  -0.421 -0.955 -1.31 ],54.449177,16.425714,527106,29.56,1531.6354
