InitialReturnMean,MeanIW,Bound,InitialBound,InitialReturnStd,TimestepsSoFar,J_sample_variance,EmpiricalD2,MinIW,StdIW,EpLenMean,ReturnMeanIW,InitialReturnMax,TimeElapsed,EpThisIter,EpRewMean,MaxIW,EpisodesSoFar,InitialReturnMin,Weights,Iteration
-2.1743774e-06,1.3278749,898.96735,674.7866,6.4303417,1745,2302140.0,4.607599,0.0044248966,2.2326403,17.45,898.96735,16.142467,4.350818634033203,100,-108.67197648780628,18.651707,100,-12.426178,[-0.689  0.919 -0.673  0.288  0.   ],1
1.5163422e-06,1.3270022,938.614,704.2944,6.1175447,3463,4198064.5,51.246407,0.0049589467,2.9055097,17.18,938.614,16.33397,14.37093210220337,100,-108.76302149642221,41.872173,200,-15.046146,[-0.62   0.982 -0.572  0.192 -0.073],2
-1.2016296e-06,1.1935724,829.0832,694.2803,5.921081,5193,3353934.8,50.469048,0.0011043041,2.6550856,17.3,829.0832,17.344345,23.04361343383789,100,-108.65723409732215,17.495918,300,-10.756437,[-0.585  0.876 -0.551  0.143 -0.063],3
-9.250641e-07,1.4796124,1083.2003,725.6134,5.670015,6879,22115090.0,484.6239,8.594041e-05,6.448906,16.86,1083.2003,16.029728,32.90449285507202,100,-108.92887647564785,50.947826,400,-11.115618,[-0.51   0.994 -0.507  0.163 -0.083],4
5.722046e-07,1.9493018,1503.5647,771.0004,5.03034,8508,86948340.0,1218.1825,3.576601e-06,12.124353,16.29,1503.5647,16.10093,42.59772062301636,100,-108.20633013211729,113.36371,500,-12.776321,[-0.461  0.946 -0.648  0.236 -0.074],5
,3.3212037,2563.569,767.2987,6.2936273,10148,334457600.0,709.85406,2.3910223e-08,23.795486,16.4,2563.569,15.477695,53.847010135650635,100,-108.16905982850511,235.73706,600,-13.967108,[-0.351  0.897 -0.82   0.244 -0.179],6
-1.6784668e-06,1.040038,752.18066,722.59375,5.95329,11825,199975.17,1.504909,0.15844281,0.61937094,16.77,752.18066,12.80423,64.77146291732788,100,-108.25804959477605,3.8048244,700,-14.960869,[-0.403  0.91  -0.833  0.105 -0.325],7
,1.1296412,907.8704,802.7827,6.0927563,13428,640915.5,1.6785023,0.078424364,0.98575443,16.03,907.8704,16.254314,73.19969725608826,100,-107.66234366257127,9.374384,800,-15.208664,[-0.409  0.867 -0.848  0.106 -0.32 ],8
1.0108947e-06,1.3817868,1045.4395,752.7957,5.601607,15073,4381032.5,22.550661,0.00064216787,2.7589958,16.45,1045.4395,18.320545,83.33483266830444,100,-108.02666255130234,44.254562,900,-17.529192,[-0.391  0.933 -0.782  0.087 -0.303],9
-6.67572e-07,4.1319695,3200.4448,767.8495,5.494496,16703,568363900.0,370.5409,8.712049e-06,30.898674,16.3,3200.4448,14.135496,93.22301244735718,100,-108.11078049488671,317.31723,1000,-11.343758,[-0.38   0.898 -0.772  0.147 -0.385],10
-6.67572e-07,5.0060873,3746.7344,743.29443,5.9446745,18365,1320573400.0,1.3856371e+21,5.11321e-13,49.025818,16.62,3746.7344,17.018494,105.2571759223938,100,-108.29211157006714,500.06442,1100,-14.01128,[-0.361  0.893 -0.752  0.248 -0.489],11
6.389618e-07,1.1209306,757.49805,675.1756,6.4340224,20108,499364.78,2.313881,0.07557158,1.0434911,17.43,757.49805,16.954054,117.17078399658203,100,-108.42757153411081,6.927552,1200,-14.440115,[-0.422  0.87  -0.626  0.355 -0.449],12
-1.0681152e-06,3.670274,2937.6423,791.31696,5.780549,21723,545994100.0,1.7597434e+31,0.0010457715,29.374609,16.15,2937.6423,17.112247,125.77101469039917,100,-108.57086591973317,299.9265,1300,-12.855797,[-0.371  0.878 -0.61   0.308 -0.483],13
1.2969971e-06,3.9357088,2690.675,677.4401,6.5446033,23483,557520450.0,604489.8,8.710387e-06,34.773605,17.6,2690.675,14.973392,137.8697497844696,100,-109.60658824986136,579.7641,1400,-15.018229,[-0.344  0.989 -0.595  0.383 -0.204],14
1.0299683e-06,2.8369663,2253.7766,790.77747,5.445116,25096,430194720.0,649936.94,6.3047555e-05,26.295082,16.13,2253.7766,16.430264,149.3573513031006,100,-108.10611173091749,268.4358,1500,-13.829451,[-0.336  1.067 -0.622  0.294 -0.159],15
-9.727478e-07,40.627617,32780.59,797.9914,5.0224276,26698,104087950000.0,5.9159063e+25,,403.512,16.02,32780.59,12.055029,159.31842231750488,100,-108.05244781181398,4841.0186,1600,-12.402519,[-0.252  1.19  -0.644  0.286 -0.057],16
-1.2493133e-06,2.561656,2040.1514,792.48,5.376375,28301,338329120.0,1025414.56,7.6095434e-16,23.258112,16.03,2040.1514,11.0499935,171.34869861602783,100,-107.67752644517296,237.26263,1700,-13.093044,[-0.382  0.839 -0.893  0.343 -0.38 ],17
-2.861023e-07,1.2321332,914.1663,739.86145,5.31302,29957,5803395.0,26.391523,0.0011164639,3.2420652,16.56,914.1663,8.961134,181.6186466217041,100,-108.23007912976594,26.84336,1800,-14.7495,[-0.384  0.776 -1.069  0.506 -0.81 ],18
-2.861023e-07,1.72947,1326.4246,764.6395,5.0266633,31582,13436245.0,84.37378,6.95469e-05,4.7867813,16.25,1326.4246,13.266118,191.45044016838074,100,-107.6847736084958,33.09066,1900,-11.536451,[-0.382  0.824 -1.062  0.486 -0.875],19
-6.1035155e-07,2.2589493,1813.6854,802.87225,5.47172,33177,105551976.0,3302.9978,4.6974633e-06,12.8425255,15.95,1813.6854,12.802021,201.71973586082458,100,-107.7824821491273,279.83713,2000,-13.0914345,[-0.371  0.803 -1.133  0.489 -0.901],20
-2.3269654e-06,1.3058002,894.05597,688.3588,5.6319027,34882,24055014.0,1324.1329,5.718879e-05,7.189316,17.05,894.05597,11.987444,212.26967692375183,100,-107.91149355607322,115.82915,2100,-13.140215,[-0.374  0.792 -1.068  0.485 -0.912],21
8.392334e-07,1.1578836,839.3689,724.093,5.3139267,36554,11022795.0,70.35649,0.0009551302,4.5758166,16.72,839.3689,16.976511,222.26496863365173,100,-108.15318760778531,49.260536,2200,-14.987665,[-0.335  0.824 -1.093  0.479 -0.934],22
1.2969971e-06,1.098085,922.1206,839.30286,5.5025706,38119,329026.9,1.526327,0.108195454,0.6822606,15.65,922.1206,11.147095,232.44784212112427,100,-107.71637920140418,5.501724,2300,-14.561941,[-0.324  0.761 -1.099  0.477 -0.941],23
1.5258789e-06,1.1081182,822.3573,742.3464,5.682226,39773,463290.53,1.8379936,0.010635447,0.9176804,16.54,822.3573,10.138427,242.4355685710907,100,-107.85788820081241,5.981776,2400,-11.102383,[-0.298  0.79  -1.073  0.478 -0.938],24
1.2397766e-06,1.7507167,1419.1925,807.3942,5.962433,41366,39300108.0,220.67249,8.528292e-05,7.7567005,15.93,1419.1925,12.256778,251.26254844665527,100,-107.85299090162765,68.97329,2500,-16.972063,[-0.371  0.83  -1.079  0.519 -0.972],25
-1.335144e-07,15.96933,12255.431,760.73,4.7723837,42991,14066258000.0,7.1921074e+19,1.5151627e-09,155.32895,16.25,12255.431,9.272448,261.44433093070984,100,-107.60576794692301,1585.6333,2600,-10.735109,[-0.385  0.812 -1.04   0.505 -0.984],26
-1.1062622e-06,1.0911553,823.47235,754.7367,5.204452,44630,544250.5,1.8897182,0.11910212,0.97634107,16.39,823.47235,10.13386,272.6827619075775,100,-108.12425345508842,5.6855454,2700,-11.576357,[-0.471  0.778 -1.131  0.661 -0.876],27
-2.8038025e-06,1.3583161,1053.6106,772.4047,5.493788,46255,10404064.0,3621.9438,0.0005167146,4.149544,16.25,1053.6106,15.30977,282.28692531585693,100,-108.09066001332329,44.200615,2800,-13.725897,[-0.455  0.793 -1.125  0.692 -0.883],28
3.0517577e-07,1.2233001,978.076,797.9653,5.587944,47858,1295233.2,4.682933,0.0012794634,1.4218941,16.03,978.076,13.855255,291.30495262145996,100,-107.97998305930535,13.003564,2900,-15.022221,[-0.455  0.75  -1.145  0.748 -0.851],29
