IterType,Bound,VanillaAvgRet,MaxVanillaIw,MaxNormIw,EpsThisIter,eRenyi2,J,VarVanillaIw,AvgVanillaIw,ESSClassic,AvgNormIw,VarDiscRet,AvgEpLen,MinVanillaIw,BatchSize,VarRet,ESSRenyi,VarNormIw,VarJ,MinNormIw,AvgDiscRet,Delta,AvgRet
1,-112.846,-107.205687433,1.79318,0.0173048,100,1.05509,-106.89,0.0675431,1.03623,94.1376908904,0.01,12.9683875688,18.57,0.255549,100,12.9683875688,94.7784347461,6.29027e-06,4.15975,0.00246614,-107.205687433,0.8,-107.205687433
1,-113.12,-107.364380753,1.98821,0.0197106,100,1.05082,-107.114,0.0560113,1.0087,94.831754683,0.01,9.03689091957,17.51,0.342412,100,9.03689091957,95.1634428246,5.50495e-06,3.43651,0.00339459,-107.364380753,0.8,-107.364380753
1,-113.15,-107.258727113,1.24205,0.0127764,100,1.02423,-107.091,0.0313876,0.972142,96.8166371113,0.01,6.66605082846,16.21,0.401278,100,6.66605082846,97.6338769188,3.32123e-06,2.18347,0.00412778,-107.258727113,0.8,-107.258727113
1,-112.716,-107.009298765,1.93823,0.0199561,100,1.04577,-106.789,0.0489354,0.971245,95.1151564519,0.01,9.51928752476,18.08,0.412811,100,9.51928752476,95.6235450327,5.18759e-06,3.86271,0.00425033,-107.009298765,0.8,-107.009298765
1,-112.478,-107.000452871,1.33972,0.0136963,100,1.04376,-106.764,0.0458178,0.978161,95.4738362984,0.01,5.78127840206,17.86,0.33545,100,5.78127840206,95.8070329463,4.78865e-06,2.47464,0.00342939,-107.000452871,0.8,-107.000452871
1,-112.467,-106.818091605,1.64184,0.0163265,100,1.01951,-106.711,0.0188783,1.00563,98.1854597901,0.01,7.05899619312,17.08,0.739836,100,7.05899619312,98.0861376612,1.86675e-06,3.09507,0.00735695,-106.818091605,0.8,-106.818091605
1,-111.673,-106.435072674,8.40693,0.0750442,100,1.31897,-105.116,0.889495,1.12026,58.765537932,0.01,10.6258151319,17.91,0.0212806,100,10.6258151319,75.8168748467,7.08765e-05,8.62051,0.00018996,-106.435072674,0.8,-106.435072674
1,-111.332,-105.953284275,2.76202,0.0277975,100,1.17166,-105.17,0.194299,0.993624,83.693728667,0.01,21.1589658563,18.96,0.338463,100,21.1589658563,85.348718051,1.96801e-05,9.87045,0.00340635,-105.953284275,0.8,-105.953284275
1,-110.952,-106.060046027,4.28952,0.042324,100,1.57609,-103.778,0.640766,1.0135,61.8208745974,0.01,32.6166605158,21.26,0.09935,100,32.6166605158,63.4481926102,6.23815e-05,14.2938,0.000980271,-106.060046027,0.8,-106.060046027
1,-112.461,-105.73590476,3.75801,0.0376186,100,1.4324,-102.969,0.529053,0.998977,65.5808507754,0.01,76.2513935601,26.71,0.0613066,100,76.2513935601,69.8127218888,5.30137e-05,14.1194,0.000613694,-105.73590476,0.8,-105.73590476
1,-110.523,-104.430405079,3.8536,0.0372012,100,1.47571,-101.844,0.68895,1.03588,61.1385457566,0.01,67.57641062,31.0,0.00394558,100,67.57641062,67.7641487394,6.4205e-05,12.6493,3.80891e-05,-104.430405079,0.8,-104.430405079
1,-110.885,-103.763749485,2.81099,0.027116,100,1.16995,-102.396,0.238162,1.03666,82.0075290337,0.01,73.8562472324,33.61,0.16306,100,73.8562472324,85.4735285619,2.21617e-05,8.88751,0.00157294,-103.763749485,0.8,-103.763749485
1,-107.008,-102.396238732,3.09733,0.0326265,100,1.46858,-100.204,0.511027,0.94933,64.0465631261,0.01,60.0649978984,39.58,0.047869,100,60.0649978984,68.0928216146,5.67034e-05,11.5136,0.00050424,-102.396238732,0.8,-102.396238732
1,-106.876,-102.126400086,5.59446,0.0572031,100,1.53138,-99.7537,0.780071,0.978,55.3279326457,0.01,63.0557520134,38.75,0.0668658,100,63.0557520134,65.300571035,8.15561e-05,14.9589,0.000683699,-102.126400086,0.8,-102.126400086
1,-105.431,-99.9613373961,1.95868,0.0195709,100,1.2004,-98.8274,0.173316,1.00081,85.3748961702,0.01,90.6840874378,46.82,0.122852,100,90.6840874378,83.3055320775,1.73035e-05,10.5494,0.00122752,-99.9613373961,0.8,-99.9613373961
1,-65.0269,-99.799534802,178.572,0.705343,100,36.0831,-29.5492,329.501,2.5317,1.92699866476,0.01,187.912334332,51.76,3.18718e-16,100,187.912334332,2.77138348643,0.00514083,133.067,1.25891e-18,-99.799534802,0.8,-99.799534802
,-inf,-99.799534802,3.13757e+15,0.961832,100,nan,-113.447,9.85079e+28,3.26207e+13,1.07936466151,0.01,1062.28128462,51.76,0.0056,200,187.912334332,nan,0.00925728,1.71296,1.7167e-18,-98.390491123,0.8,-99.799534802
1,-61.8314,-100.838789635,306.846,0.807155,100,61.364,-25.8852,472.775,1.90079,1.52439348908,0.005,76.161946634,40.86,6.62936e-19,200,76.161946634,3.25923739559,0.00327135,166.794,1.74384e-21,-100.838789635,0.8,-100.838789635
2,-110.284,-97.1139318175,1.0,0.01,100,1.0,-97.1139,,1.0,100.0,0.01,1450.01974916,135.49,1.0,200,1450.01974916,200.0,3.50449e-18,37.8883,0.01,-97.1139318175,0.8,-97.1139318175
,-inf,-100.838789635,1.50844e+18,0.977626,100,1.25081e-07,-11.9261,1.13798e+34,7.71482e+15,1.04579697925,0.005,1619.71621416,40.86,0.00325896,300,76.161946634,2398445777.28,0.00477994,42.3161,2.11214e-21,-96.4635955761,0.8,-100.838789635
1,-96.4174,-98.7695885531,30.5552,0.101434,100,4.12656,-88.8063,4.38815,1.00411,56.2031118789,0.00333333,120.103700524,50.02,0.0110824,300,120.103700524,72.699808875,4.83588e-05,153.784,3.67902e-05,-98.7695885531,0.8,-98.7695885531
2,-128.776,-107.768640946,1.0,0.01,100,1.0,-107.769,,1.0,100.0,0.01,2048.56290599,69.67,1.0,300,2048.56290599,300.0,3.50449e-18,45.0342,0.01,-107.768640946,0.8,-107.768640946
2,-120.33,-98.3107502676,1.0,0.005,100,1.0,-103.04,,1.0,200.000000102,0.005,2399.12090584,91.46,1.0,300,2399.12090584,300.0,2.1793e-19,47.1589,0.005,-98.3107502676,0.8,-98.3107502676
,-134.16,-98.7695885531,90.233,0.0784716,100,4.798,-103.237,62.6615,3.83294,57.1324009757,0.00333333,730.333742931,50.02,0.0327277,400,120.103700524,83.3680973376,4.73909e-05,49.5138,2.84618e-05,-103.663727224,0.8,-98.7695885531
1,-95.9305,-100.492301385,45.5912,0.107047,100,5.30174,-88.3823,7.93651,1.06475,50.1057683222,0.0025,122.959714754,47.98,0.000402229,400,122.959714754,75.4469738315,4.37538e-05,187.799,9.44424e-07,-100.492301385,0.8,-100.492301385
2,-120.716,-104.126298389,1.0,0.01,100,1.0,-104.126,,1.0,100.0,0.01,1020.02670074,71.52,1.0,400,1020.02670074,400.0,3.50449e-18,31.7778,0.01,-104.126298389,0.8,-104.126298389
2,-122.917,-111.65100594,1.0,0.005,100,1.0,-107.889,,1.0,200.000000102,0.005,2453.06856312,82.75,1.0,400,2453.06856312,400.0,2.1793e-19,41.6334,0.005,-111.65100594,0.8,-111.65100594
2,-120.526,-106.883649571,1.0,0.00333333,100,1.0,-107.554,,1.0,299.999969474,0.00333333,2471.52538021,82.13,1.0,400,2471.52538021,400.0,5.43914e-20,44.4003,0.00333333,-106.883649571,0.8,-106.883649571
,-inf,-100.492301385,2486.14,0.329929,100,nan,-100.841,18293.2,18.8385,7.63102432245,0.0025,571.953358548,47.98,0.0219341,500,122.959714754,nan,0.000322166,20.1023,2.91081e-06,-101.443981975,0.8,-100.492301385
1,-104.077,-100.538015167,24.5515,0.0476227,100,2.46279,-95.476,2.24512,1.03108,160.897544155,0.002,285.556814332,47.63,8.44258e-05,500,285.556814332,203.021873368,8.44717e-06,101.688,1.63761e-07,-100.538015167,0.8,-100.538015167
2,-123.67,-102.277902768,1.0,0.01,100,1.0,-102.278,,1.0,100.0,0.01,1599.92257428,65.97,1.0,500,1599.92257428,500.0,3.50449e-18,39.7985,0.01,-102.277902768,0.8,-102.277902768
2,-116.277,-100.022649617,1.0,0.005,100,1.0,-101.15,,1.0,200.000000102,0.005,80.4823211663,45.7,1.0,500,80.4823211663,500.0,2.1793e-19,28.863,0.005,-100.022649617,0.8,-100.022649617
2,-112.37,-97.7578897949,1.0,0.00333333,100,1.0,-100.019,,1.0,299.999969474,0.00333333,239.024811926,54.41,1.0,500,239.024811926,500.0,5.43914e-20,25.2352,0.00333333,-97.7578897949,0.8,-97.7578897949
2,-111.775,-104.257840139,1.0,0.0025,100,1.0,-101.079,,1.0,400.0,0.0025,1039.24377413,67.05,1.0,500,1039.24377413,500.0,5.4346e-20,27.1697,0.0025,-104.257840139,0.8,-104.257840139
1,-106.632,-98.6289310388,46.6684,0.0816722,100,3.32974,-89.1752,5.51037,1.14282,95.9563514633,0.002,240.363288912,51.15,0.000928805,500,240.363288912,150.161678825,1.68766e-05,173.315,1.62546e-06,-98.6289310388,0.8,-98.6289310388
2,-129.18,-107.743659652,1.0,0.01,100,1.0,-107.744,,1.0,100.0,0.01,2835.21073205,87.09,1.0,500,2835.21073205,500.0,3.50449e-18,52.9798,0.01,-107.743659652,0.8,-107.743659652
2,-123.379,-105.917521181,1.0,0.005,100,1.0,-106.831,,1.0,200.000000102,0.005,2651.13492121,73.7,1.0,500,2651.13492121,500.0,2.1793e-19,52.1208,0.005,-105.917521181,0.8,-105.917521181
2,-118.63,-101.692988694,1.0,0.00333333,100,1.0,-105.118,,1.0,299.999969474,0.00333333,1510.35911222,71.44,1.0,500,1510.35911222,500.0,5.43914e-20,48.1179,0.00333333,-101.692988694,0.8,-101.692988694
2,-115.218,-98.7100629909,1.0,0.0025,100,1.0,-103.516,,1.0,400.0,0.0025,942.979408721,91.0,1.0,500,942.979408721,500.0,5.4346e-20,44.4701,0.0025,-98.7100629909,0.8,-98.7100629909
1,-110.851,-109.25986135,1.62487,0.00320101,100,1.13419,-99.2165,0.13549,1.01522,442.010730693,0.002,4127.85773641,85.45,0.00998983,500,4127.85773641,440.843073868,5.25828e-07,13.4158,1.96801e-05,-109.25986135,0.8,-109.25986135
2,-107.336,-100.058819531,1.0,0.01,100,1.0,-100.059,,1.0,100.0,0.01,127.972324058,53.08,1.0,500,127.972324058,500.0,3.50449e-18,11.2558,0.01,-100.058819531,0.8,-100.058819531
2,-103.86,-97.3708672635,1.0,0.005,100,1.0,-98.7148,,1.0,200.000000102,0.005,193.49618494,57.37,1.0,500,193.49618494,500.0,2.1793e-19,12.6859,0.005,-97.3708672635,0.8,-97.3708672635
2,-102.906,-98.6831841832,1.0,0.00333333,100,1.0,-98.7043,,1.0,299.999969474,0.00333333,82.9172113086,52.14,1.0,500,82.9172113086,500.0,5.43914e-20,11.604,0.00333333,-98.6831841832,0.8,-98.6831841832
2,-102.403,-98.9455833728,1.0,0.0025,100,1.0,-98.7646,,1.0,400.0,0.0025,131.367085216,64.91,1.0,500,131.367085216,500.0,5.4346e-20,11.5548,0.0025,-98.9455833728,0.8,-98.9455833728
1,-97.364,-99.5348432839,28.0588,0.0552378,100,7.13402,-87.7029,6.86855,1.01593,65.4317079109,0.002,194.567753234,58.77,1.2659e-09,500,194.567753234,70.086670575,2.66195e-05,108.397,2.49211e-12,-99.5348432839,0.8,-99.5348432839
2,-111.253,-94.6858309447,1.0,0.01,100,1.0,-94.6858,,1.0,100.0,0.01,2016.72212723,163.44,1.0,500,2016.72212723,500.0,3.50449e-18,44.6828,0.01,-94.6858309447,0.8,-94.6858309447
2,-109.555,-97.1195128559,1.0,0.005,100,1.0,-95.9027,,1.0,200.000000102,0.005,2081.35122506,127.02,1.0,500,2081.35122506,500.0,2.1793e-19,45.0558,0.005,-97.1195128559,0.8,-97.1195128559
2,-105.81,-92.1809283636,1.0,0.00333333,100,1.0,-94.6621,,1.0,299.999969474,0.00333333,823.409902669,145.12,1.0,500,823.409902669,500.0,5.43914e-20,40.3504,0.00333333,-92.1809283636,0.8,-92.1809283636
2,-104.426,-95.1015265494,1.0,0.0025,100,1.0,-94.7719,,1.0,400.0,0.0025,1517.37446022,136.9,1.0,500,1517.37446022,500.0,5.4346e-20,39.9588,0.0025,-95.1015265494,0.8,-95.1015265494
1,-56.936,-93.5508262698,35.4861,0.0687959,100,17.3839,-20.934,19.0796,1.03163,26.4668480982,0.002,860.153740995,131.84,,500,860.153740995,28.7622839104,7.17096e-05,150.725,,-93.5508262698,0.8,-93.5508262698
2,-47.4758,-38.1253254674,1.0,0.01,100,1.0,-38.1253,,1.0,100.0,0.01,2708.06947107,443.11,1.0,500,2708.06947107,500.0,3.50449e-18,51.7783,0.01,-38.1253254674,0.8,-38.1253254674
2,-41.4602,-31.5715595373,1.0,0.005,100,1.0,-34.8484,,1.0,200.000000102,0.005,2381.56099162,450.95,1.0,500,2381.56099162,500.0,2.1793e-19,50.3001,0.005,-31.5715595373,0.8,-31.5715595373
2,-39.6666,-30.3487262184,1.0,0.00333333,100,1.0,-33.3485,,1.0,299.999969474,0.00333333,3287.03135441,454.44,1.0,500,3287.03135441,500.0,5.43914e-20,52.6873,0.00333333,-30.3487262184,0.8,-30.3487262184
2,-40.0448,-38.2472131602,1.0,0.0025,100,1.0,-34.5732,,1.0,400.0,0.0025,2872.5659777,460.56,1.0,500,2872.5659777,500.0,5.4346e-20,52.8907,0.0025,-38.2472131602,0.8,-38.2472131602
1,-3.70671,-33.3794576435,57.0121,0.0897297,100,18.2659,17.2093,26.6324,1.27075,28.6376280572,0.002,2788.23651806,460.86,,500,2788.23651806,27.3734750542,6.59701e-05,97.5513,,-33.3794576435,0.8,-33.3794576435
2,3.35606,7.06475597857,1.0,0.01,100,1.0,7.06476,,1.0,100.0,0.01,564.288159345,500.0,1.0,500,564.288159345,500.0,3.50449e-18,23.6357,0.01,7.06475597857,0.8,7.06475597857
2,4.11056,6.40126074421,1.0,0.005,100,1.0,6.73301,,1.0,200.000000102,0.005,715.780603145,500.0,1.0,500,715.780603145,500.0,2.1793e-19,25.1743,0.005,6.40126074421,0.8,6.40126074421
2,4.35656,6.02730507637,1.0,0.00333333,100,1.0,6.49777,,1.0,299.999969474,0.00333333,619.527457678,500.0,1.0,500,619.527457678,500.0,5.43914e-20,25.041,0.00333333,6.02730507637,0.8,6.02730507637
2,2.41938,2.7836772733,1.0,0.0025,100,1.0,5.56925,,1.0,400.0,0.0025,1101.62851324,488.56,1.0,500,1101.62851324,500.0,5.4346e-20,27.3043,0.0025,2.7836772733,0.8,2.7836772733
1,19.6443,3.39079995019,45.2275,0.0885955,100,13.8325,30.1225,15.7613,1.02099,31.0758634849,0.002,659.038029402,500.0,2.32846e-34,500,659.038029402,36.1468343804,6.04796e-05,44.5549,4.56117e-37,3.39079995019,0.8,3.39079995019
2,24.658,28.2412924464,1.0,0.01,100,1.0,28.2413,,1.0,100.0,0.01,292.705423262,500.0,1.0,500,292.705423262,500.0,3.50449e-18,17.0229,0.01,28.2412924464,0.8,28.2412924464
2,24.7119,26.3977920634,1.0,0.005,100,1.0,27.3195,,1.0,200.000000102,0.005,227.131148905,500.0,1.0,500,227.131148905,500.0,2.1793e-19,16.0676,0.005,26.3977920634,0.8,26.3977920634
2,25.4402,28.0688933233,1.0,0.00333333,100,1.0,27.5693,,1.0,299.999969474,0.00333333,226.373372251,500.0,1.0,500,226.373372251,500.0,5.43914e-20,15.7143,0.00333333,28.0688933233,0.8,28.0688933233
2,25.2898,26.0342110891,1.0,0.0025,100,1.0,27.1855,,1.0,400.0,0.0025,293.873706038,500.0,1.0,500,293.873706038,500.0,5.4346e-20,16.0742,0.0025,26.0342110891,0.8,26.0342110891
1,36.1479,26.0761279855,182.663,0.352216,100,77.4457,51.0695,97.3377,1.03722,5.47667687952,0.002,240.960685912,500.0,,500,240.960685912,6.45613686663,0.000361909,218.043,,26.0761279855,0.8,26.0761279855
2,30.4753,34.0307668344,1.0,0.01,100,1.0,34.0308,,1.0,100.0,0.01,254.908737837,500.0,1.0,500,254.908737837,500.0,3.50449e-18,15.8858,0.01,34.0307668344,0.8,34.0307668344
2,30.042,31.5908939212,1.0,0.005,100,1.0,32.8108,,1.0,200.000000102,0.005,233.590924194,500.0,1.0,500,233.590924194,500.0,2.1793e-19,15.5979,0.005,31.5908939212,0.8,31.5908939212
2,31.1928,34.738976986,1.0,0.00333333,100,1.0,33.4535,,1.0,299.999969474,0.00333333,224.786937546,500.0,1.0,500,224.786937546,500.0,5.43914e-20,15.4014,0.00333333,34.738976986,0.8,34.738976986
2,31.4681,33.343225742,1.0,0.0025,100,1.0,33.426,,1.0,400.0,0.0025,175.779024278,500.0,1.0,500,175.779024278,500.0,5.4346e-20,14.8798,0.0025,33.343225742,0.8,33.343225742
1,32.7314,32.146934036,14.8595,0.0306899,100,2.05384,35.241,1.45768,0.968362,195.972398496,0.002,255.027805264,500.0,0.0029608,500,255.027805264,243.446318521,6.21796e-06,21.8224,6.11507e-06,32.146934036,0.8,32.146934036
2,29.8025,34.6126525668,1.0,0.01,100,1.0,34.6127,,1.0,100.0,0.01,349.055792195,500.0,1.0,500,349.055792195,500.0,3.50449e-18,18.5894,0.01,34.6126525668,0.8,34.6126525668
2,30.8142,33.8184772016,1.0,0.005,100,1.0,34.2156,,1.0,200.000000102,0.005,187.012641838,500.0,1.0,500,187.012641838,500.0,2.1793e-19,16.2945,0.005,33.8184772016,0.8,33.8184772016
2,31.3857,34.0575547297,1.0,0.00333333,100,1.0,34.1629,,1.0,299.999969474,0.00333333,250.736996327,500.0,1.0,500,250.736996327,500.0,5.43914e-20,16.117,0.00333333,34.0575547297,0.8,34.0575547297
2,31.9753,35.1914990616,1.0,0.0025,100,1.0,34.42,,1.0,400.0,0.0025,238.882353099,500.0,1.0,500,238.882353099,500.0,5.4346e-20,15.9417,0.0025,35.1914990616,0.8,35.1914990616
1,34.3475,31.1936381887,56.7067,0.12223,100,6.63321,39.9793,9.59103,0.927871,41.2615108302,0.002,225.56422238,500.0,1.89588e-13,500,225.56422238,75.3782892762,4.45605e-05,44.8724,4.08653e-16,31.1936381887,0.8,31.1936381887
2,30.3519,34.1960741953,1.0,0.01,100,1.0,34.1961,,1.0,100.0,0.01,196.696542355,500.0,1.0,500,196.696542355,500.0,3.50449e-18,13.9546,0.01,34.1960741953,0.8,34.1960741953
2,32.4121,36.4386299445,1.0,0.005,100,1.0,35.3174,,1.0,200.000000102,0.005,250.130714273,500.0,1.0,500,250.130714273,500.0,2.1793e-19,14.9143,0.005,36.4386299445,0.8,36.4386299445
2,32.9719,35.397386434,1.0,0.00333333,100,1.0,35.344,,1.0,299.999969474,0.00333333,276.215336597,500.0,1.0,500,276.215336597,500.0,5.43914e-20,15.474,0.00333333,35.397386434,0.8,35.397386434
2,32.9881,34.1375882096,1.0,0.0025,100,1.0,35.0424,,1.0,400.0,0.0025,248.589699751,500.0,1.0,500,248.589699751,500.0,5.4346e-20,15.5365,0.0025,34.1375882096,0.8,34.1375882096
1,34.7676,34.4544089629,13.9233,0.0263817,100,3.88733,39.6531,3.28413,1.05552,126.84535335,0.002,276.448972428,500.0,1.55418e-08,500,276.448972428,128.623143962,1.17908e-05,39.8824,2.94486e-11,34.4544089629,0.8,34.4544089629
2,32.5953,37.2259151478,1.0,0.01,100,1.0,37.2259,,1.0,100.0,0.01,335.666324129,500.0,1.0,500,335.666324129,500.0,3.50449e-18,18.2294,0.01,37.2259151478,0.8,37.2259151478
2,32.6457,34.6142304019,1.0,0.005,100,1.0,35.9201,,1.0,200.000000102,0.005,216.133813965,500.0,1.0,500,216.133813965,500.0,2.1793e-19,16.5785,0.005,34.6142304019,0.8,34.6142304019
2,33.0531,35.3396604367,1.0,0.00333333,100,1.0,35.7266,,1.0,299.999969474,0.00333333,232.508529449,500.0,1.0,500,232.508529449,500.0,5.43914e-20,16.1256,0.00333333,35.3396604367,0.8,35.3396604367
2,33.8545,38.2384702573,1.0,0.0025,100,1.0,36.3546,,1.0,400.0,0.0025,330.332134453,500.0,1.0,500,330.332134453,500.0,5.4346e-20,16.6723,0.0025,38.2384702573,0.8,38.2384702573
1,35.2996,34.3873163227,17.4408,0.0343771,100,3.67585,39.5868,2.77823,1.01468,135.389332121,0.002,217.873697741,500.0,6.4802e-12,500,217.873697741,136.023122644,1.07938e-05,32.1447,1.2773e-14,34.3873163227,0.8,34.3873163227
2,34.2545,38.2764359381,1.0,0.01,100,1.0,38.2764,,1.0,100.0,0.01,249.857092578,500.0,1.0,500,249.857092578,500.0,3.50449e-18,15.7276,0.01,38.2764359381,0.8,38.2764359381
2,33.8679,35.1473059419,1.0,0.005,100,1.0,36.7119,,1.0,200.000000102,0.005,210.897461192,500.0,1.0,500,210.897461192,500.0,2.1793e-19,15.1829,0.005,35.1473059419,0.8,35.1473059419
2,33.6622,34.9199239842,1.0,0.00333333,100,1.0,36.1146,,1.0,299.999969474,0.00333333,229.517920983,500.0,1.0,500,229.517920983,500.0,5.43914e-20,15.1702,0.00333333,34.9199239842,0.8,34.9199239842
2,33.2543,33.1688263287,1.0,0.0025,100,1.0,35.3781,,1.0,400.0,0.0025,228.123323408,500.0,1.0,500,228.123323408,500.0,5.4346e-20,15.1885,0.0025,33.1688263287,0.8,33.1688263287
1,42.3991,33.6359974215,297.335,0.516161,100,65.3287,57.7528,187.954,1.1521,3.51323195605,0.002,290.977491622,500.0,,500,290.977491622,7.65360790839,0.00056641,114.878,,33.6359974215,0.8,33.6359974215
2,32.6552,36.8570270897,1.0,0.01,100,1.0,36.857,,1.0,100.0,0.01,267.171431459,500.0,1.0,500,267.171431459,500.0,3.50449e-18,16.2634,0.01,36.8570270897,0.8,36.8570270897
2,32.3643,34.2488958891,1.0,0.005,100,1.0,35.553,,1.0,200.000000102,0.005,286.500989913,500.0,1.0,500,286.500989913,500.0,2.1793e-19,16.6063,0.005,34.2488958891,0.8,34.2488958891
2,32.3741,36.5243531166,1.0,0.00333333,100,1.0,35.8768,,1.0,299.999969474,0.00333333,438.143226646,500.0,1.0,500,438.143226646,500.0,5.43914e-20,18.1285,0.00333333,36.5243531166,0.8,36.5243531166
2,33.3073,37.7321630861,1.0,0.0025,100,1.0,36.3406,,1.0,400.0,0.0025,225.748310794,500.0,1.0,500,225.748310794,500.0,5.4346e-20,17.4069,0.0025,37.7321630861,0.8,37.7321630861
1,58.2073,35.3852998181,318.977,0.477178,100,129.679,89.1033,266.938,1.33693,3.33229456047,0.002,219.026042469,500.0,,500,219.026042469,3.85566302861,0.000597382,368.146,,35.3852998181,0.8,35.3852998181
2,28.6907,33.6700775349,1.0,0.01,100,1.0,33.6701,,1.0,100.0,0.01,227.112218417,500.0,1.0,500,227.112218417,500.0,3.50449e-18,14.9947,0.01,33.6700775349,0.8,33.6700775349
2,30.6901,34.7519809823,1.0,0.005,100,1.0,34.211,,1.0,200.000000102,0.005,301.828451434,500.0,1.0,500,301.828451434,500.0,2.1793e-19,16.1901,0.005,34.7519809823,0.8,34.7519809823
2,32.131,36.5953733793,1.0,0.00333333,100,1.0,35.0058,,1.0,299.999969474,0.00333333,281.742655708,500.0,1.0,500,281.742655708,500.0,5.43914e-20,16.4007,0.00333333,36.5953733793,0.8,36.5953733793
2,33.0015,36.9472785711,1.0,0.0025,100,1.0,35.4912,,1.0,400.0,0.0025,229.87926273,500.0,1.0,500,229.87926273,500.0,5.4346e-20,16.104,0.0025,36.9472785711,0.8,36.9472785711
1,39.4428,36.8785842428,87.1896,0.1389,100,40.9821,53.6984,50.4769,1.25543,15.1689256979,0.002,292.554820062,500.0,1.45824e-19,500,292.554820062,12.2004616874,0.000128105,154.324,2.32309e-22,36.8785842428,0.8,36.8785842428
2,31.668,35.6532285421,1.0,0.01,100,1.0,35.6532,,1.0,100.0,0.01,242.623633796,500.0,1.0,500,242.623633796,500.0,3.50449e-18,15.4983,0.01,35.6532285421,0.8,35.6532285421
2,33.2966,36.7108353074,1.0,0.005,100,1.0,36.182,,1.0,200.000000102,0.005,224.101527399,500.0,1.0,500,224.101527399,500.0,2.1793e-19,15.2088,0.005,36.7108353074,0.8,36.7108353074
2,33.6876,35.7667142648,1.0,0.00333333,100,1.0,36.0436,,1.0,299.999969474,0.00333333,281.065171546,500.0,1.0,500,281.065171546,500.0,5.43914e-20,15.7161,0.00333333,35.7667142648,0.8,35.7667142648
2,33.5303,34.1517068663,1.0,0.0025,100,1.0,35.5706,,1.0,400.0,0.0025,251.730704303,500.0,1.0,500,251.730704303,500.0,5.4346e-20,15.755,0.0025,34.1517068663,0.8,34.1517068663
1,39.1812,36.893147949,65.6704,0.136052,100,14.6267,47.5207,19.7497,0.965373,22.5738701171,0.002,338.520061126,500.0,2.0454e-31,500,338.520061126,34.184050803,8.47676e-05,98.7451,4.23754e-34,36.893147949,0.8,36.893147949
2,33.491,37.5721930205,1.0,0.01,100,1.0,37.5722,,1.0,100.0,0.01,263.000267427,500.0,1.0,500,263.000267427,500.0,3.50449e-18,16.136,0.01,37.5721930205,0.8,37.5721930205
