EpsThisIter,Delta,J,Bound,VanillaAvgRet,VarJ,eRenyi2,AvgRet,MinNormIw,VarNormIw,BatchSize,AvgDiscRet,VarRet,ESSRenyi,AvgVanillaIw,AvgEpLen,VarVanillaIw,ESSClassic,AvgNormIw,VarDiscRet,IterType,MinVanillaIw,MaxNormIw,MaxVanillaIw
100,1.0,-72.3669,-72.3669,-76.5326499675,56.9435,1.0,-76.5326499675,0.002,5.43187e-20,500,-76.5326499675,4952.95410901,500.0,1.0,108.13,,500.000006643,0.002,4952.95410901,1,1.0,0.002,1.0
100,1.0,-63.7061,-63.7061,-63.7061234082,8.59773,1.0,-63.7061234082,0.01,3.50449e-18,500,-63.7061234082,74.6675891883,500.0,1.0,94.18,,100.0,0.01,74.6675891883,2,1.0,0.01,1.0
100,1.0,-68.7265,-68.7265,-73.7469096732,43.7769,1.0,-73.7469096732,0.005,2.1793e-19,500,-73.7469096732,3745.95669735,500.0,1.0,105.61,,200.000000102,0.005,3745.95669735,2,1.0,0.005,1.0
100,1.0,-76.4188,-76.4188,-91.803444573,66.9519,1.0,-91.803444573,0.00333333,5.43914e-20,500,-91.803444573,9353.33594291,500.0,1.0,126.34,,299.999969474,0.00333333,9353.33594291,2,1.0,0.00333333,1.0
100,1.0,-75.099,-75.099,-71.1395668983,63.2002,1.0,-71.1395668983,0.0025,5.4346e-20,500,-71.1395668983,2533.85732272,500.0,1.0,102.99,,400.0,0.0025,2533.85732272,2,1.0,0.0025,1.0
100,1.0,-75.1959,-75.1959,-75.5836411211,62.6774,1.0,-75.5836411211,0.002,5.43187e-20,500,-75.5836411211,3702.041049,500.0,1.0,108.32,,500.000006643,0.002,3702.041049,1,1.0,0.002,1.0
100,1.0,-67.6737,-67.6737,-67.6736879109,36.2788,1.0,-67.6736879109,0.01,3.50449e-18,500,-67.6736879109,1329.44721903,500.0,1.0,98.68,,100.0,0.01,1329.44721903,2,1.0,0.01,1.0
100,1.0,-69.4113,-69.4113,-71.1488818705,43.6585,1.0,-71.1488818705,0.005,2.1793e-19,500,-71.1488818705,2515.08129632,500.0,1.0,102.43,,200.000000102,0.005,2515.08129632,2,1.0,0.005,1.0
100,1.0,-72.3532,-72.3532,-78.2370100072,53.8604,1.0,-78.2370100072,0.00333333,5.43914e-20,500,-78.2370100072,4887.65857651,500.0,1.0,110.91,,299.999969474,0.00333333,4887.65857651,2,1.0,0.00333333,1.0
100,1.0,-72.9482,-72.9482,-74.7332998551,55.6488,1.0,-74.7332998551,0.0025,5.4346e-20,500,-74.7332998551,3717.24013204,500.0,1.0,106.75,,400.0,0.0025,3717.24013204,2,1.0,0.0025,1.0
100,1.0,-72.7202,-72.7202,-71.8080198421,54.5406,1.0,-71.8080198421,0.002,5.43187e-20,500,-71.8080198421,2510.32021027,500.0,1.0,103.67,,500.000006643,0.002,2510.32021027,1,1.0,0.002,1.0
100,1.0,-82.6518,-82.6518,-82.6518001515,77.2646,1.0,-82.6518001515,0.01,3.50449e-18,500,-82.6518001515,6030.11600503,500.0,1.0,116.37,,100.0,0.01,6030.11600503,2,1.0,0.01,1.0
100,1.0,-78.6785,-78.6785,-74.7051394658,69.5716,1.0,-74.7051394658,0.005,2.1793e-19,500,-74.7051394658,3716.19110766,500.0,1.0,106.65,,200.000000102,0.005,3716.19110766,2,1.0,0.005,1.0
100,1.0,-78.4925,-78.4925,-78.1206651132,69.5904,1.0,-78.1206651132,0.00333333,5.43914e-20,500,-78.1206651132,4896.7942737,500.0,1.0,110.58,,299.999969474,0.00333333,4896.7942737,2,1.0,0.00333333,1.0
100,1.0,-78.5188,-78.5188,-78.5975285994,69.5618,1.0,-78.5975285994,0.0025,5.4346e-20,500,-78.5975285994,4875.66815887,500.0,1.0,111.68,,400.0,0.0025,4875.66815887,2,1.0,0.0025,1.0
100,1.0,-76.7882,-76.7882,-69.8656482078,66.2547,1.0,-69.8656482078,0.002,5.43187e-20,500,-69.8656482078,2558.75996172,500.0,1.0,100.57,,500.000006643,0.002,2558.75996172,1,1.0,0.002,1.0
100,1.0,-70.8976,-70.8976,-70.8976084581,50.2593,1.0,-70.8976084581,0.01,3.50449e-18,500,-70.8976084581,2551.51620355,500.0,1.0,102.54,,100.0,0.01,2551.51620355,2,1.0,0.01,1.0
100,1.0,-69.2818,-69.2818,-67.6660628819,43.8989,1.0,-67.6660628819,0.005,2.1793e-19,500,-67.6660628819,1336.36227875,500.0,1.0,98.69,,200.000000102,0.005,1336.36227875,2,1.0,0.005,1.0
100,1.0,-68.4786,-68.4786,-66.8720681027,41.5279,1.0,-66.8720681027,0.00333333,5.43914e-20,500,-66.8720681027,1328.8949731,500.0,1.0,97.7,,299.999969474,0.00333333,1328.8949731,2,1.0,0.00333333,1.0
100,1.0,-69.1871,-69.1871,-71.3127653965,43.849,1.0,-71.3127653965,0.0025,5.4346e-20,500,-71.3127653965,2536.58030069,500.0,1.0,103.17,,400.0,0.0025,2536.58030069,2,1.0,0.0025,1.0
100,1.0,-68.7422,-68.7422,-66.9624974893,42.4208,1.0,-66.9624974893,0.002,5.43187e-20,500,-66.9624974893,1315.8983739,500.0,1.0,97.56,,500.000006643,0.002,1315.8983739,1,1.0,0.002,1.0
100,1.0,-78.3755,-78.3755,-78.375522572,69.5892,1.0,-78.375522572,0.01,3.50449e-18,500,-78.375522572,4891.5675569,500.0,1.0,111.02,,100.0,0.01,4891.5675569,2,1.0,0.01,1.0
100,1.0,-77.0818,-77.0818,-75.7881616491,65.3351,1.0,-75.7881616491,0.005,2.1793e-19,500,-75.7881616491,3728.63007952,500.0,1.0,108.46,,200.000000102,0.005,3728.63007952,2,1.0,0.005,1.0
100,1.0,-73.806,-73.806,-67.2543698193,57.4632,1.0,-67.2543698193,0.00333333,5.43914e-20,500,-67.2543698193,1317.52144221,500.0,1.0,98.1,,299.999969474,0.00333333,1317.52144221,2,1.0,0.00333333,1.0
100,1.0,-72.3304,-72.3304,-67.9033417203,53.0191,1.0,-67.9033417203,0.0025,5.4346e-20,500,-67.9033417203,1325.14268171,500.0,1.0,99.14,,400.0,0.0025,1325.14268171,2,1.0,0.0025,1.0
100,1.0,-71.341,-71.341,-67.3838605896,50.1909,1.0,-67.3838605896,0.002,5.43187e-20,500,-67.3838605896,1345.39156259,500.0,1.0,98.29,,500.000006643,0.002,1345.39156259,1,1.0,0.002,1.0
100,1.0,-78.1209,-78.1209,-78.1209285662,69.5517,1.0,-78.1209285662,0.01,3.50449e-18,500,-78.1209285662,4886.30526097,500.0,1.0,110.59,,100.0,0.01,4886.30526097,2,1.0,0.01,1.0
100,1.0,-73.2466,-73.2466,-68.3721813767,55.6132,1.0,-68.3721813767,0.005,2.1793e-19,500,-68.3721813767,1313.83717095,500.0,1.0,100.33,,200.000000102,0.005,1313.83717095,2,1.0,0.005,1.0
100,1.0,-70.1052,-70.1052,-63.8225089517,45.9257,1.0,-63.8225089517,0.00333333,5.43914e-20,500,-63.8225089517,83.4690052009,500.0,1.0,94.16,,299.999969474,0.00333333,83.4690052009,2,1.0,0.00333333,1.0
100,1.0,-74.6292,-74.6292,-88.2013220514,60.7658,1.0,-88.2013220514,0.0025,5.4346e-20,500,-88.2013220514,8279.63136281,500.0,1.0,122.29,,400.0,0.0025,8279.63136281,2,1.0,0.0025,1.0
100,1.0,-73.9143,-73.9143,-71.0545191841,58.8048,1.0,-71.0545191841,0.002,5.43187e-20,500,-71.0545191841,2535.23419214,500.0,1.0,102.85,,500.000006643,0.002,2535.23419214,1,1.0,0.002,1.0
100,1.0,-82.0553,-82.0553,-82.0553134738,77.2731,1.0,-82.0553134738,0.01,3.50449e-18,500,-82.0553134738,6031.45087506,500.0,1.0,115.39,,100.0,0.01,6031.45087506,2,1.0,0.01,1.0
100,1.0,-74.2249,-74.2249,-66.394592483,60.9157,1.0,-66.394592483,0.005,2.1793e-19,500,-66.394592483,1341.09295151,500.0,1.0,96.97,,200.000000102,0.005,1341.09295151,2,1.0,0.005,1.0
100,1.0,-76.7492,-76.7492,-81.7977571799,66.9124,1.0,-81.7977571799,0.00333333,5.43914e-20,500,-81.7977571799,6032.43763193,500.0,1.0,115.02,,299.999969474,0.00333333,6032.43763193,2,1.0,0.00333333,1.0
100,1.0,-76.4106,-76.4106,-75.3946107446,65.3969,1.0,-75.3946107446,0.0025,5.4346e-20,500,-75.3946107446,3710.96687172,500.0,1.0,108.19,,400.0,0.0025,3710.96687172,2,1.0,0.0025,1.0
100,1.0,-76.0506,-76.0506,-74.6105185394,64.5213,1.0,-74.6105185394,0.002,5.43187e-20,500,-74.6105185394,3742.79456844,500.0,1.0,106.57,,500.000006643,0.002,3742.79456844,1,1.0,0.002,1.0
100,1.0,-70.9817,-70.9817,-70.9816666086,50.1545,1.0,-70.9816666086,0.01,3.50449e-18,500,-70.9816666086,2540.87773167,500.0,1.0,102.24,,100.0,0.01,2540.87773167,2,1.0,0.01,1.0
100,1.0,-67.6555,-67.6555,-64.3294268323,36.0839,1.0,-64.3294268323,0.005,2.1793e-19,500,-64.3294268323,67.1724714086,500.0,1.0,94.91,,200.000000102,0.005,67.1724714086,2,1.0,0.005,1.0
100,1.0,-68.7381,-68.7381,-70.9030659738,41.3436,1.0,-70.9030659738,0.00333333,5.43914e-20,500,-70.9030659738,2542.17925841,500.0,1.0,102.32,,299.999969474,0.00333333,2542.17925841,2,1.0,0.00333333,1.0
100,1.0,-71.4325,-71.4325,-79.5158933754,50.0879,1.0,-79.5158933754,0.0025,5.4346e-20,500,-79.5158933754,4868.87483995,500.0,1.0,112.84,,400.0,0.0025,4868.87483995,2,1.0,0.0025,1.0
100,1.0,-71.1787,-71.1787,-70.1632786337,50.1105,1.0,-70.1632786337,0.002,5.43187e-20,500,-70.1632786337,2544.29580033,500.0,1.0,101.5,,500.000006643,0.002,2544.29580033,1,1.0,0.002,1.0
100,1.0,-78.4905,-78.4905,-78.49046168,69.5742,1.0,-78.49046168,0.01,3.50449e-18,500,-78.49046168,4889.47016163,500.0,1.0,111.42,,100.0,0.01,4889.47016163,2,1.0,0.01,1.0
100,1.0,-76.6574,-76.6574,-74.824254275,65.3274,1.0,-74.824254275,0.005,2.1793e-19,500,-74.824254275,3725.30718627,500.0,1.0,107.25,,200.000000102,0.005,3725.30718627,2,1.0,0.005,1.0
100,1.0,-76.6954,-76.6954,-76.7713698144,66.8942,1.0,-76.7713698144,0.00333333,5.43914e-20,500,-76.7713698144,4938.54977826,500.0,1.0,108.18,,299.999969474,0.00333333,4938.54977826,2,1.0,0.00333333,1.0
100,1.0,-75.3322,-75.3322,-71.242720812,63.1381,1.0,-71.242720812,0.0025,5.4346e-20,500,-71.242720812,2524.10576765,500.0,1.0,102.94,,400.0,0.0025,2524.10576765,2,1.0,0.0025,1.0
100,1.0,-74.3719,-74.3719,-70.5305709855,60.8027,1.0,-70.5305709855,0.002,5.43187e-20,500,-70.5305709855,2546.18428713,500.0,1.0,101.86,,500.000006643,0.002,2546.18428713,1,1.0,0.002,1.0
100,1.0,-71.3107,-71.3107,-71.310711329,50.2453,1.0,-71.310711329,0.01,3.50449e-18,500,-71.310711329,2550.08820164,500.0,1.0,102.89,,100.0,0.01,2550.08820164,2,1.0,0.01,1.0
100,1.0,-69.2698,-69.2698,-67.2288111441,43.8576,1.0,-67.2288111441,0.005,2.1793e-19,500,-67.2288111441,1327.3334316,500.0,1.0,98.14,,200.000000102,0.005,1327.3334316,2,1.0,0.005,1.0
100,1.0,-68.8326,-68.8326,-67.9581529337,41.4772,1.0,-67.9581529337,0.00333333,5.43914e-20,500,-67.9581529337,1326.21184566,500.0,1.0,99.36,,299.999969474,0.00333333,1326.21184566,2,1.0,0.00333333,1.0
100,1.0,-70.4104,-70.4104,-75.1438678074,47.1137,1.0,-75.1438678074,0.0025,5.4346e-20,500,-75.1438678074,3725.11602818,500.0,1.0,107.33,,400.0,0.0025,3725.11602818,2,1.0,0.0025,1.0
100,1.0,-71.1275,-71.1275,-73.9961146806,50.2072,1.0,-73.9961146806,0.002,5.43187e-20,500,-73.9961146806,3752.2382784,500.0,1.0,106.0,,500.000006643,0.002,3752.2382784,1,1.0,0.002,1.0
100,1.0,-75.3688,-75.3688,-75.3688420673,60.6486,1.0,-75.3688420673,0.01,3.50449e-18,500,-75.3688420673,3715.40457344,500.0,1.0,108.27,,100.0,0.01,3715.40457344,2,1.0,0.01,1.0
100,1.0,-74.7022,-74.7022,-74.035644083,60.7276,1.0,-74.035644083,0.005,2.1793e-19,500,-74.035644083,3733.87595126,500.0,1.0,105.54,,200.000000102,0.005,3733.87595126,2,1.0,0.005,1.0
100,1.0,-73.5737,-73.5737,-71.3164806719,57.4235,1.0,-71.3164806719,0.00333333,5.43914e-20,500,-71.3164806719,2534.39938141,500.0,1.0,103.51,,299.999969474,0.00333333,2534.39938141,2,1.0,0.00333333,1.0
100,1.0,-73.6004,-73.6004,-73.6808408417,58.3206,1.0,-73.6808408417,0.0025,5.4346e-20,500,-73.6808408417,3750.28386938,500.0,1.0,105.1,,400.0,0.0025,3750.28386938,2,1.0,0.0025,1.0
100,1.0,-72.3233,-72.3233,-67.214589701,54.6572,1.0,-67.214589701,0.002,5.43187e-20,500,-67.214589701,1312.38465353,500.0,1.0,98.43,,500.000006643,0.002,1312.38465353,1,1.0,0.002,1.0
100,1.0,-65.2495,-65.2495,-65.2495442997,8.93323,1.0,-65.2495442997,0.01,3.50449e-18,500,-65.2495442997,80.6087452957,500.0,1.0,96.44,,100.0,0.01,80.6087452957,2,1.0,0.01,1.0
100,1.0,-73.8955,-73.8955,-82.5414532381,55.6158,1.0,-82.5414532381,0.005,2.1793e-19,500,-82.5414532381,6017.09453536,500.0,1.0,116.18,,200.000000102,0.005,6017.09453536,2,1.0,0.005,1.0
100,1.0,-79.7001,-79.7001,-91.309465156,72.2622,1.0,-91.309465156,0.00333333,5.43914e-20,500,-91.309465156,9370.79526374,500.0,1.0,124.71,,299.999969474,0.00333333,9370.79526374,2,1.0,0.00333333,1.0
100,1.0,-77.7316,-77.7316,-71.8258475223,67.519,1.0,-71.8258475223,0.0025,5.4346e-20,500,-71.8258475223,2548.7832527,500.0,1.0,103.98,,400.0,0.0025,2548.7832527,2,1.0,0.0025,1.0
100,1.0,-77.7271,-77.7271,-77.7091806945,67.9678,1.0,-77.7091806945,0.002,5.43187e-20,500,-77.7091806945,4911.96303751,500.0,1.0,110.32,,500.000006643,0.002,4911.96303751,1,1.0,0.002,1.0
100,1.0,-68.045,-68.045,-68.0449844041,36.2448,1.0,-68.0449844041,0.01,3.50449e-18,500,-68.0449844041,1326.95560468,500.0,1.0,99.26,,100.0,0.01,1326.95560468,2,1.0,0.01,1.0
100,1.0,-66.7702,-66.7702,-65.49545164,26.357,1.0,-65.49545164,0.005,2.1793e-19,500,-65.49545164,73.1767690359,500.0,1.0,96.82,,200.000000102,0.005,73.1767690359,2,1.0,0.005,1.0
100,1.0,-70.6687,-70.6687,-78.4656955211,45.8801,1.0,-78.4656955211,0.00333333,5.43914e-20,500,-78.4656955211,4883.21301479,500.0,1.0,111.66,,299.999969474,0.00333333,4883.21301479,2,1.0,0.00333333,1.0
100,1.0,-71.7618,-71.7618,-75.0409807901,50.0499,1.0,-75.0409807901,0.0025,5.4346e-20,500,-75.0409807901,3727.96704498,500.0,1.0,107.41,,400.0,0.0025,3727.96704498,2,1.0,0.0025,1.0
100,1.0,-71.4748,-71.4748,-70.3267254372,50.0797,1.0,-70.3267254372,0.002,5.43187e-20,500,-70.3267254372,2543.68511726,500.0,1.0,100.8,,500.000006643,0.002,2543.68511726,1,1.0,0.002,1.0
100,1.0,-63.8932,-63.8932,-63.8932362385,9.06006,1.0,-63.8932362385,0.01,3.50449e-18,500,-63.8932362385,82.9138596668,500.0,1.0,94.27,,100.0,0.01,82.9138596668,2,1.0,0.01,1.0
100,1.0,-72.1404,-72.1404,-80.3874730046,55.9024,1.0,-80.3874730046,0.005,2.1793e-19,500,-80.3874730046,6092.97436098,500.0,1.0,113.24,,200.000000102,0.005,6092.97436098,2,1.0,0.005,1.0
100,1.0,-71.6258,-71.6258,-70.5965242703,54.0763,1.0,-70.5965242703,0.00333333,5.43914e-20,500,-70.5965242703,2546.45359109,500.0,1.0,102.04,,299.999969474,0.00333333,2546.45359109,2,1.0,0.00333333,1.0
100,1.0,-71.6033,-71.6033,-71.5359262118,53.0526,1.0,-71.5359262118,0.0025,5.4346e-20,500,-71.5359262118,2510.65887801,500.0,1.0,103.36,,400.0,0.0025,2510.65887801,2,1.0,0.0025,1.0
100,1.0,-70.7088,-70.7088,-67.1306560519,50.1524,1.0,-67.1306560519,0.002,5.43187e-20,500,-67.1306560519,1315.17754248,500.0,1.0,97.22,,500.000006643,0.002,1315.17754248,1,1.0,0.002,1.0
100,1.0,-66.6726,-66.6726,-66.672587525,8.87988,1.0,-66.672587525,0.01,3.50449e-18,500,-66.672587525,79.648728504,500.0,1.0,99.1,,100.0,0.01,79.648728504,2,1.0,0.01,1.0
100,1.0,-74.8349,-74.8349,-82.9972149009,55.5183,1.0,-82.9972149009,0.005,2.1793e-19,500,-82.9972149009,6012.59801541,500.0,1.0,117.2,,200.000000102,0.005,6012.59801541,2,1.0,0.005,1.0
100,1.0,-73.8602,-73.8602,-71.9108989002,53.773,1.0,-71.9108989002,0.00333333,5.43914e-20,500,-71.9108989002,2529.6302962,500.0,1.0,104.04,,299.999969474,0.00333333,2529.6302962,2,1.0,0.00333333,1.0
100,1.0,-73.9449,-73.9449,-74.1987993138,55.6434,1.0,-74.1987993138,0.0025,5.4346e-20,500,-74.1987993138,3747.53049483,500.0,1.0,106.12,,400.0,0.0025,3747.53049483,2,1.0,0.0025,1.0
100,1.0,-73.4901,-73.4901,-71.6709303562,54.5955,1.0,-71.6709303562,0.002,5.43187e-20,500,-71.6709303562,2539.83191376,500.0,1.0,103.7,,500.000006643,0.002,2539.83191376,1,1.0,0.002,1.0
100,1.0,-66.7599,-66.7599,-66.7598814291,36.0654,1.0,-66.7598814291,0.01,3.50449e-18,500,-66.7598814291,1313.84938399,500.0,1.0,97.09,,100.0,0.01,1313.84938399,2,1.0,0.01,1.0
100,1.0,-72.9628,-72.9628,-79.1657998155,55.6595,1.0,-79.1657998155,0.005,2.1793e-19,500,-79.1657998155,4866.97197111,500.0,1.0,112.51,,200.000000102,0.005,4866.97197111,2,1.0,0.005,1.0
100,1.0,-75.8969,-75.8969,-81.7649405824,63.8002,1.0,-81.7649405824,0.00333333,5.43914e-20,500,-81.7649405824,6024.00715884,500.0,1.0,114.71,,299.999969474,0.00333333,6024.00715884,2,1.0,0.00333333,1.0
100,1.0,-74.9529,-74.9529,-72.1211651321,60.6451,1.0,-72.1211651321,0.0025,5.4346e-20,500,-72.1211651321,2514.36830684,500.0,1.0,104.45,,400.0,0.0025,2514.36830684,2,1.0,0.0025,1.0
100,1.0,-72.5714,-72.5714,-63.0452583008,54.5556,1.0,-63.0452583008,0.002,5.43187e-20,500,-63.0452583008,57.4280829042,500.0,1.0,92.72,,500.000006643,0.002,57.4280829042,1,1.0,0.002,1.0
100,1.0,-74.2219,-74.2219,-74.2218941897,60.9209,1.0,-74.2218941897,0.01,3.50449e-18,500,-74.2218941897,3748.8505384,500.0,1.0,106.28,,100.0,0.01,3748.8505384,2,1.0,0.01,1.0
100,1.0,-72.7765,-72.7765,-71.3310525644,55.7086,1.0,-71.3310525644,0.005,2.1793e-19,500,-71.3310525644,2516.52446537,500.0,1.0,103.29,,200.000000102,0.005,2516.52446537,2,1.0,0.005,1.0
100,1.0,-70.3514,-70.3514,-65.5011752485,50.1668,1.0,-65.5011752485,0.00333333,5.43914e-20,500,-65.5011752485,1321.15368919,500.0,1.0,95.21,,299.999969474,0.00333333,1321.15368919,2,1.0,0.00333333,1.0
100,1.0,-70.4384,-70.4384,-70.6993660469,50.1285,1.0,-70.6993660469,0.0025,5.4346e-20,500,-70.6993660469,2526.51331264,500.0,1.0,102.02,,400.0,0.0025,2526.51331264,2,1.0,0.0025,1.0
100,1.0,-71.1144,-71.1144,-73.8184381258,52.4733,1.0,-73.8184381258,0.002,5.43187e-20,500,-73.8184381258,3744.07731237,500.0,1.0,105.83,,500.000006643,0.002,3744.07731237,1,1.0,0.002,1.0
100,1.0,-72.0543,-72.0543,-72.0543562822,49.9704,1.0,-72.0543562822,0.01,3.50449e-18,500,-72.0543562822,2522.25942277,500.0,1.0,104.58,,100.0,0.01,2522.25942277,2,1.0,0.01,1.0
100,1.0,-70.4004,-70.4004,-68.7463694312,43.5071,1.0,-68.7463694312,0.005,2.1793e-19,500,-68.7463694312,1296.19554085,500.0,1.0,100.82,,200.000000102,0.005,1296.19554085,2,1.0,0.005,1.0
100,1.0,-70.1127,-70.1127,-69.5374855258,45.8619,1.0,-69.5374855258,0.00333333,5.43914e-20,500,-69.5374855258,2549.19929292,500.0,1.0,99.62,,299.999969474,0.00333333,2549.19929292,2,1.0,0.00333333,1.0
100,1.0,-71.5547,-71.5547,-75.8804891843,50.0361,1.0,-75.8804891843,0.0025,5.4346e-20,500,-75.8804891843,3716.71526063,500.0,1.0,109.17,,400.0,0.0025,3716.71526063,2,1.0,0.0025,1.0
100,1.0,-72.1492,-72.1492,-74.5272362968,52.4147,1.0,-74.5272362968,0.002,5.43187e-20,500,-74.5272362968,3752.49896151,500.0,1.0,106.58,,500.000006643,0.002,3752.49896151,1,1.0,0.002,1.0
100,1.0,-66.8843,-66.8843,-66.8843015547,36.1592,1.0,-66.8843015547,0.01,3.50449e-18,500,-66.8843015547,1320.69594924,500.0,1.0,97.74,,100.0,0.01,1320.69594924,2,1.0,0.01,1.0
100,1.0,-69.2906,-69.2906,-71.6968529354,43.6572,1.0,-71.6968529354,0.005,2.1793e-19,500,-71.6968529354,2518.01266798,500.0,1.0,103.28,,200.000000102,0.005,2518.01266798,2,1.0,0.005,1.0
100,1.0,-71.1703,-71.1703,-74.9296161251,50.0829,1.0,-74.9296161251,0.00333333,5.43914e-20,500,-74.9296161251,3729.08003746,500.0,1.0,107.21,,299.999969474,0.00333333,3729.08003746,2,1.0,0.00333333,1.0
100,1.0,-72.0428,-72.0428,-74.6603360794,52.9764,1.0,-74.6603360794,0.0025,5.4346e-20,500,-74.6603360794,3729.27329607,500.0,1.0,106.26,,400.0,0.0025,3729.27329607,2,1.0,0.0025,1.0
100,1.0,-71.8497,-71.8497,-71.0774999838,52.4089,1.0,-71.0774999838,0.002,5.43187e-20,500,-71.0774999838,2532.01177302,500.0,1.0,102.43,,500.000006643,0.002,2532.01177302,1,1.0,0.002,1.0
100,1.0,-74.1153,-74.1153,-74.1153077261,60.8181,1.0,-74.1153077261,0.01,3.50449e-18,500,-74.1153077261,3736.19829389,500.0,1.0,105.98,,100.0,0.01,3736.19829389,2,1.0,0.01,1.0
100,1.0,-70.6015,-70.6015,-67.0877973557,50.209,1.0,-67.0877973557,0.005,2.1793e-19,500,-67.0877973557,1331.67287062,500.0,1.0,97.39,,200.000000102,0.005,1331.67287062,2,1.0,0.005,1.0
100,1.0,-76.3258,-76.3258,-87.7743648779,67.0086,1.0,-87.7743648779,0.00333333,5.43914e-20,500,-87.7743648779,8315.1185717,500.0,1.0,121.33,,299.999969474,0.00333333,8315.1185717,2,1.0,0.00333333,1.0
100,1.0,-73.8708,-73.8708,-66.5057539628,60.9313,1.0,-66.5057539628,0.0025,5.4346e-20,500,-66.5057539628,1320.90443273,500.0,1.0,97.13,,400.0,0.0025,1320.90443273,2,1.0,0.0025,1.0
100,1.0,-73.3849,-73.3849,-71.4410914075,58.9618,1.0,-71.4410914075,0.002,5.43187e-20,500,-71.4410914075,2552.77023783,500.0,1.0,103.49,,500.000006643,0.002,2552.77023783,1,1.0,0.002,1.0
100,1.0,-75.083,-75.083,-75.0830105709,60.8392,1.0,-75.0830105709,0.01,3.50449e-18,500,-75.0830105709,3738.79062362,500.0,1.0,107.78,,100.0,0.01,3738.79062362,2,1.0,0.01,1.0
100,1.0,-75.5789,-75.5789,-76.0747120929,60.766,1.0,-76.0747120929,0.005,2.1793e-19,500,-76.0747120929,3720.32845925,500.0,1.0,109.18,,200.000000102,0.005,3720.32845925,2,1.0,0.005,1.0
100,1.0,-75.992,-75.992,-76.8182487851,63.95,1.0,-76.8182487851,0.00333333,5.43914e-20,500,-76.8182487851,4932.07827153,500.0,1.0,108.76,,299.999969474,0.00333333,4932.07827153,2,1.0,0.00333333,1.0
100,1.0,-74.9165,-74.9165,-71.6900817227,60.7687,1.0,-71.6900817227,0.0025,5.4346e-20,500,-71.6900817227,2513.8138791,500.0,1.0,104.19,,400.0,0.0025,2513.8138791,2,1.0,0.0025,1.0
100,1.0,-73.7617,-73.7617,-69.1426249136,56.7394,1.0,-69.1426249136,0.002,5.43187e-20,500,-69.1426249136,1311.87197633,500.0,1.0,100.89,,500.000006643,0.002,1311.87197633,1,1.0,0.002,1.0
100,1.0,-70.7207,-70.7207,-70.7207135525,50.1437,1.0,-70.7207135525,0.01,3.50449e-18,500,-70.7207135525,2539.7939098,500.0,1.0,102.24,,100.0,0.01,2539.7939098,2,1.0,0.01,1.0
100,1.0,-67.6006,-67.6006,-64.4805492449,36.1299,1.0,-64.4805492449,0.005,2.1793e-19,500,-64.4805492449,77.6520481719,500.0,1.0,95.15,,200.000000102,0.005,77.6520481719,2,1.0,0.005,1.0
100,1.0,-73.921,-73.921,-86.5618658835,57.4518,1.0,-86.5618658835,0.00333333,5.43914e-20,500,-86.5618658835,7122.94197694,500.0,1.0,120.85,,299.999969474,0.00333333,7122.94197694,2,1.0,0.00333333,1.0
100,1.0,-73.7273,-73.7273,-73.1460910222,58.3291,1.0,-73.1460910222,0.0025,5.4346e-20,500,-73.1460910222,3743.98856193,500.0,1.0,104.13,,400.0,0.0025,3743.98856193,2,1.0,0.0025,1.0
100,1.0,-73.9408,-73.9408,-74.7948931336,58.8275,1.0,-74.7948931336,0.002,5.43187e-20,500,-74.7948931336,3730.60353345,500.0,1.0,106.83,,500.000006643,0.002,3730.60353345,1,1.0,0.002,1.0
100,1.0,-66.3097,-66.3097,-66.3096652432,36.2241,1.0,-66.3096652432,0.01,3.50449e-18,500,-66.3096652432,1325.44323183,500.0,1.0,96.84,,100.0,0.01,1325.44323183,2,1.0,0.01,1.0
100,1.0,-68.6481,-68.6481,-70.9866144007,43.8277,1.0,-70.9866144007,0.005,2.1793e-19,500,-70.9866144007,2544.04691437,500.0,1.0,102.32,,200.000000102,0.005,2544.04691437,2,1.0,0.005,1.0
100,1.0,-76.3008,-76.3008,-91.6062204805,66.9245,1.0,-91.6062204805,0.00333333,5.43914e-20,500,-91.6062204805,9336.92227589,500.0,1.0,126.0,,299.999969474,0.00333333,9336.92227589,2,1.0,0.00333333,1.0
100,1.0,-76.6244,-76.6244,-77.594973826,67.6166,1.0,-77.594973826,0.0025,5.4346e-20,500,-77.594973826,4899.06340532,500.0,1.0,109.83,,400.0,0.0025,4899.06340532,2,1.0,0.0025,1.0
100,1.0,-74.5416,-74.5416,-66.2104848832,62.7425,1.0,-66.2104848832,0.002,5.43187e-20,500,-66.2104848832,1321.59371806,500.0,1.0,96.58,,500.000006643,0.002,1321.59371806,1,1.0,0.002,1.0
100,1.0,-88.1227,-88.1227,-88.1226664086,90.6112,1.0,-88.1226664086,0.01,3.50449e-18,500,-88.1226664086,8293.32162143,500.0,1.0,122.08,,100.0,0.01,8293.32162143,2,1.0,0.01,1.0
100,1.0,-77.3042,-77.3042,-66.4857890946,69.8905,1.0,-66.4857890946,0.005,2.1793e-19,500,-66.4857890946,1338.28852448,500.0,1.0,96.84,,200.000000102,0.005,1338.28852448,2,1.0,0.005,1.0
