VarJ,AvgRet,MinVanillaIw,MinNormIw,VarRet,MaxVanillaIw,AvgEpLen,MaxNormIw,Bound,VarVanillaIw,ESSClassic,J,VarDiscRet,VarNormIw,VanillaAvgRet,eRenyi2,AvgDiscRet,AvgNormIw,ESSRenyi,BatchSize,AvgVanillaIw
32.29913,-1.1596057447604835e-13,3.1174916e-13,3.675633e-15,3680974.5780205172,3.0462837,200.0,0.035916764,1241.3391,1.1582377,38.55059455957596,1421.7433,3680974.5780205172,0.00016100945,-1439.2221432774563,2.2182355,-1.1596057447604835e-13,0.010000002,45.08087636718754,100,0.84815097
8.483104,-1.865174681370263e-15,,,88.67232093177799,26.020966,200.0,0.30983296,4.223959,15.04711,4.520767800508273,8.62156,88.67232093177799,0.0021333473,-11.31070571887349,21.383415,-1.865174681370263e-15,0.01,4.676521451836702,100,0.8398385
13.404397,-9.769962616701378e-16,,,57.02128514915466,32.043106,200.0,0.26592523,2.6066246,30.44005,4.59656774164792,6.1129336,57.02128514915466,0.0020965019,-8.648706070810325,23.204346,-9.769962616701378e-16,0.01,4.309537587458572,100,1.2049668
5.508274,2.540190280342358e-15,4.4627725e-36,4.8820017e-38,56.55473698277957,35.18354,200.0,0.3848865,3.7703557,21.797571,3.727955162530582,7.2617097,56.55473698277957,0.0026085204,-8.24643333312834,25.313425,2.540190280342358e-15,0.01,3.950472910987999,100,0.91412765
6.95032,-6.927791673660977e-16,,,50.27396815039962,21.005945,200.0,0.30753574,3.6555257,9.452526,4.748766061569065,6.4086823,50.27396815039962,0.002026071,-8.228829205266472,15.804255,-6.927791673660977e-16,0.01,6.327410115953681,100,0.6830408
8.383568,6.927791673660977e-16,,,57.63050215378945,18.079838,200.0,0.10868968,3.2149913,20.097347,12.20920683087421,5.8191566,57.63050215378945,0.0007263173,-8.590559886111738,12.974358,6.927791673660977e-16,0.01,7.707510694912015,100,1.6634364
4.3941,2.3625545964023332e-15,,,53.163883259072314,40.524403,200.0,0.4526496,3.7169147,29.788973,2.645894350778592,7.991213,53.163883259072314,0.0037166064,-8.89488991847602,32.629425,2.3625545964023332e-15,0.01,3.064718420577609,100,0.89527094
8.6271105,2.6645352591003756e-16,,,61.60767802365853,33.69734,200.0,0.6584977,3.0702724,13.097555,1.9795828414308012,7.0880294,61.60767802365853,0.0050015836,-8.256963947891183,33.42675,2.6645352591003756e-16,0.01,2.9916159797832202,100,0.51173055
11.704788,-1.7763568394002505e-17,1.5203108e-15,1.4116044e-17,54.426817164413826,2.885274,200.0,0.026789688,-0.2917462,1.5688628,42.75327487369848,0.80131656,54.426817164413826,0.00013525275,-8.965053145763914,2.104367,-1.7763568394002505e-17,0.010000002,47.52022777239302,100,1.0770092
8.221175,-2.486899575160351e-16,0.11045755,0.0009743997,56.433923368249545,1.4221733,200.0,0.012545682,-0.53718245,0.29823697,81.31649331890787,0.25013533,56.433923368249545,2.3208393e-05,-8.69131776557163,1.1590427,-2.486899575160351e-16,0.01,86.27809710313589,100,1.133596
10.313356,8.526512829121202e-16,0.74463093,0.0056644026,46.91248683227041,7.077398,200.0,0.05383772,0.18157476,3.3176892,34.47529402602119,1.0345927,46.91248683227041,0.00019198259,-7.822532736890334,1.6798419,8.526512829121202e-16,0.010000002,59.529412516095654,100,1.3145797
8.069307,1.4921397450962103e-15,0.34348425,0.0033876596,55.853933314361335,1.2030274,200.0,0.011865019,-0.72087914,0.12806116,89.02171438758084,0.0475827,55.853933314361335,1.2456705e-05,-8.90645613421998,1.0514709,1.4921397450962103e-15,0.01,95.10486910026636,100,1.0139279
7.337511,-7.727152251391089e-16,0.18695924,0.0018248886,52.003719053807195,1.2083465,200.0,0.011794537,-0.65805835,0.15553638,87.20633594874053,0.06801647,52.003719053807195,1.4818728e-05,-8.412744660440456,1.0536792,-7.727152251391089e-16,0.010000002,94.90554369762216,100,1.0244967
