VarVanillaIw,Bound,MinNormIw,AvgDiscRet,AvgRet,VarNormIw,AvgVanillaIw,MaxVanillaIw,VanillaAvgRet,J,ESSRenyi,AvgNormIw,VarJ,Delta,ESSClassic,eRenyi2,IterType,MinVanillaIw,EpsThisIter,VarRet,VarDiscRet,AvgEpLen,MaxNormIw,BatchSize
8.81714e-05,3980.38,0.00487522,4645.07022827,4645.07022827,2.2045e-09,0.999952,1.02429,4645.07022827,4640.71,199.981905667,0.005,27.0916,0.2,199.982378605,1.00009,1,0.974997,100,619.47559219,619.47559219,500.0,0.0051217,200
,3703.28,0.01,4637.0974936,4637.0974936,3.50449e-18,1.0,1.0,4637.0974936,4637.1,200.0,0.01,28.2056,0.2,100.0,1.0,2,1.0,100,803.589426909,803.589426909,500.0,0.01,200
0.00036874,3976.92,0.00464609,4637.12958342,4637.12958342,9.23897e-09,0.998891,1.04202,4637.12958342,4637.33,199.936839029,0.005,35.7237,0.2,199.926517041,1.00032,1,0.928189,100,1853.8158221,1853.8158221,499.65,0.00521588,200
,3692.81,0.01,4626.77741856,4626.77741856,3.50449e-18,1.0,1.0,4626.77741856,4626.78,200.0,0.01,114.36,0.2,100.0,1.0,2,1.0,100,13210.3923563,13210.3923563,498.82,0.01,200
0.00251897,3972.95,0.00365474,4638.57024691,4638.57024691,6.34153e-08,0.996518,1.08991,4638.57024691,4634.01,199.608616528,0.005,71.6971,0.2,199.496481282,1.00196,1,0.728402,100,1029.52958424,1029.52958424,500.0,0.0054686,200
,3699.98,0.01,4633.66044469,4633.66044469,3.50449e-18,1.0,1.0,4633.66044469,4633.66,200.0,0.01,54.529,0.2,100.0,1.0,2,1.0,100,3003.44796955,3003.44796955,499.55,0.01,200
0.00618314,3970.09,0.00312949,4622.92296774,4622.92296774,1.56027e-07,0.995348,1.12749,4622.92296774,4632.21,198.953341257,0.005,82.7311,0.2,198.765685854,1.00526,1,0.622986,100,27397.1185,27397.1185,498.26,0.00566381,200
,3704.89,0.01,4638.70155173,4638.70155173,3.50449e-18,1.0,1.0,4638.70155173,4638.7,200.0,0.01,30.6646,0.2,100.0,1.0,2,1.0,100,949.813744927,949.813744927,500.0,0.01,200
0.000498783,3977.55,0.0045866,4636.7826259,4636.7826259,1.23972e-08,1.00291,1.0852,4636.7826259,4637.99,199.91706474,0.005,29.6589,0.2,199.901391953,1.00041,1,0.919992,100,878.143441299,878.143441299,500.0,0.00541022,200
,3696.23,0.01,4629.63609412,4629.63609412,3.50449e-18,1.0,1.0,4629.63609412,4629.64,200.0,0.01,86.6722,0.2,100.0,1.0,2,1.0,100,7587.95762955,7587.95762955,498.98,0.01,200
0.00145741,3973.95,0.00424677,4637.66137954,4637.66137954,3.67114e-08,0.996232,1.07694,4637.66137954,4634.46,199.767431172,0.005,57.2702,0.2,199.708212772,1.00116,1,0.846153,100,652.666879616,652.666879616,500.0,0.00540505,200
,3707.61,0.01,4641.1994617,4641.1994617,3.50449e-18,1.0,1.0,4641.1994617,4641.2,200.0,0.01,24.1866,0.2,100.0,1.0,2,1.0,100,590.897949345,590.897949345,500.0,0.01,200
0.000750499,3973.55,0.00464865,4626.44918499,4626.44918499,1.87088e-08,1.00143,1.09892,4626.44918499,4634.21,199.877218329,0.005,59.9666,0.2,199.851277525,1.00061,1,0.931064,100,7318.95070767,7318.95070767,499.16,0.00548675,200
,3700.14,0.01,4634.21448879,4634.21448879,3.50449e-18,1.0,1.0,4634.21448879,4634.21,200.0,0.01,36.0441,0.2,100.0,1.0,2,1.0,100,1312.29678993,1312.29678993,499.8,0.01,200
0.000758013,3972.88,0.00445958,4632.08534899,4632.08534899,1.89527e-08,0.999938,1.08026,4632.08534899,4633.6,199.862836558,0.005,37.5152,0.2,199.849262631,1.00069,1,0.89186,100,1684.12413419,1684.12413419,499.87,0.00540163,200
,3700.9,0.01,4634.97116532,4634.97116532,3.50449e-18,1.0,1.0,4634.97116532,4634.97,200.0,0.01,30.3994,0.2,100.0,1.0,2,1.0,100,933.459151467,933.459151467,500.0,0.01,200
0.000165765,3976.96,0.00467332,4639.8474374,4639.8474374,4.13822e-09,1.00071,1.03539,4639.8474374,4637.48,199.975469737,0.005,28.3228,0.2,199.967060481,1.00012,1,0.935332,100,687.199477805,687.199477805,500.0,0.00517326,200
,3704.37,0.01,4638.28447434,4638.28447434,3.50449e-18,1.0,1.0,4638.28447434,4638.28,200.0,0.01,29.0757,0.2,100.0,1.0,2,1.0,100,853.935913078,853.935913078,500.0,0.01,200
0.000104566,3978.43,0.00473403,4639.21666967,4639.21666967,2.61665e-09,0.999524,1.0237,4639.21666967,4638.84,199.978306263,0.005,27.5933,0.2,199.979201514,1.00011,1,0.946354,100,695.202603,695.202603,500.0,0.00512095,200
,3703.66,0.01,4637.77977667,4637.77977667,3.50449e-18,1.0,1.0,4637.77977667,4637.78,200.0,0.01,27.7457,0.2,100.0,1.0,2,1.0,100,777.600356129,777.600356129,500.0,0.01,200
0.000213714,3978.1,0.00471726,4639.35500824,4639.35500824,5.3525e-09,0.999099,1.04608,4639.35500824,4638.69,199.958857419,0.005,28.5714,0.2,199.957444337,1.00021,1,0.942602,100,888.933193078,888.933193078,500.0,0.00523513,200
,3704.66,0.01,4638.29572566,4638.29572566,3.50449e-18,1.0,1.0,4638.29572566,4638.3,200.0,0.01,30.0451,0.2,100.0,1.0,2,1.0,100,911.827461055,911.827461055,499.84,0.01,200
9.90084e-05,3979.03,0.00485754,4640.60843694,4640.60843694,2.47357e-09,1.00033,1.05402,4640.60843694,4639.52,199.980976007,0.005,29.107,0.2,199.980328183,1.0001,1,0.97183,100,811.711717978,811.711717978,500.0,0.00526835,200
,3708.16,0.01,4641.84616792,4641.84616792,3.50449e-18,1.0,1.0,4641.84616792,4641.85,200.0,0.01,23.7984,0.2,100.0,1.0,2,1.0,100,572.084867444,572.084867444,500.0,0.01,200
0.000300283,3980.4,0.00480459,4639.75634772,4639.75634772,7.47493e-09,1.00215,1.09977,4639.75634772,4640.95,199.949920799,0.005,26.0723,0.2,199.940526763,1.00025,1,0.962982,100,818.874500089,818.874500089,500.0,0.00548704,200
,3700.96,0.01,4634.75841532,4634.75841532,3.50449e-18,1.0,1.0,4634.75841532,4634.76,200.0,0.01,31.4652,0.2,100.0,1.0,2,1.0,100,1000.06314995,1000.06314995,500.0,0.01,200
0.000356481,3976.49,0.00477071,4638.81809534,4638.81809534,8.93327e-09,0.998811,1.0768,4638.81809534,4636.95,199.945083443,0.005,28.8864,0.2,199.92885607,1.00027,1,0.953007,100,707.888289476,707.888289476,500.0,0.00539041,200
,3705.14,0.01,4639.11335951,4639.11335951,3.50449e-18,1.0,1.0,4639.11335951,4639.11,200.0,0.01,30.2053,0.2,100.0,1.0,2,1.0,100,921.575881597,921.575881597,500.0,0.01,200
0.000323269,3980.19,0.00480303,4641.934608,4641.934608,8.05682e-09,1.00154,1.10508,4641.934608,4640.69,199.95518735,0.005,28.2716,0.2,199.935956039,1.00022,1,0.962089,100,719.975796845,719.975796845,500.0,0.00551687,200
,3689.67,0.01,4623.53244617,4623.53244617,3.50449e-18,1.0,1.0,4623.53244617,4623.53,200.0,0.01,145.604,0.2,100.0,1.0,2,1.0,100,21414.8077202,21414.8077202,498.46,0.01,200
0.00319397,3963.34,0.00391981,4621.58951162,4621.58951162,7.97267e-08,1.00077,1.16328,4621.58951162,4624.73,199.375842928,0.005,118.526,0.2,199.367345774,1.00313,1,0.784564,100,17590.8636176,17590.8636176,498.52,0.00581191,200
,3702.08,0.01,4636.06061433,4636.06061433,3.50449e-18,1.0,1.0,4636.06061433,4636.06,200.0,0.01,32.1105,0.2,100.0,1.0,2,1.0,100,1041.49652407,1041.49652407,500.0,0.01,200
0.00324329,3973.05,0.0035382,4628.88559602,4628.88559602,8.07325e-08,1.00216,1.11967,4628.88559602,4634.52,199.458092524,0.005,69.153,0.2,199.359467912,1.00272,1,0.709171,100,16353.3464756,16353.3464756,498.71,0.00558624,200
,3691.11,0.01,4625.35882149,4625.35882149,3.50449e-18,1.0,1.0,4625.35882149,4625.36,200.0,0.01,133.747,0.2,100.0,1.0,2,1.0,100,18068.9164103,18068.9164103,498.64,0.01,200
0.00533342,3972.83,0.00293527,4638.44589681,4638.44589681,1.33684e-07,0.998697,1.14001,4638.44589681,4634.65,199.270179543,0.005,72.4208,0.2,198.941534394,1.00366,1,0.586289,100,1805.25075727,1805.25075727,499.72,0.00570749,200
,3693.58,0.01,4627.21492694,4627.21492694,3.50449e-18,1.0,1.0,4627.21492694,4627.21,200.0,0.01,138.957,0.2,100.0,1.0,2,1.0,100,19504.1008779,19504.1008779,498.53,0.01,200
0.0030421,3973.25,0.00358018,4637.59842064,4637.59842064,7.58729e-08,1.00118,1.08758,4637.59842064,4634.53,199.414968208,0.005,75.1201,0.2,199.397894838,1.00293,1,0.716883,100,1086.11216186,1086.11216186,500.0,0.00543148,200
,3705.17,0.01,4639.17659363,4639.17659363,3.50449e-18,1.0,1.0,4639.17659363,4639.18,200.0,0.01,27.5887,0.2,100.0,1.0,2,1.0,100,768.826696381,768.826696381,500.0,0.01,200
0.000671912,3977.14,0.00429383,4635.78442187,4635.78442187,1.69079e-08,0.99674,1.04647,4635.78442187,4637.78,199.913562954,0.005,30.1653,0.2,199.865501791,1.00043,1,0.855966,100,1173.46760689,1173.46760689,500.0,0.00524949,200
,3707.63,0.01,4641.21125491,4641.21125491,3.50449e-18,1.0,1.0,4641.21125491,4641.21,200.0,0.01,23.5081,0.2,100.0,1.0,2,1.0,100,558.214478527,558.214478527,500.0,0.01,200
0.000137568,3977.86,0.00481434,4635.05449603,4635.05449603,3.42773e-09,1.00167,1.04144,4635.05449603,4638.23,199.975016854,0.005,27.7375,0.2,199.972708729,1.00012,1,0.964478,100,993.142231146,993.142231146,500.0,0.00519852,200
,3703.16,0.01,4637.09473897,4637.09473897,3.50449e-18,1.0,1.0,4637.09473897,4637.09,200.0,0.01,28.5965,0.2,100.0,1.0,2,1.0,100,826.019342558,826.019342558,500.0,0.01,200
0.000407781,3977.32,0.00466413,4638.06276606,4638.06276606,1.0178e-08,1.00081,1.05859,4638.06276606,4637.84,199.92151957,0.005,29.0954,0.2,199.918976825,1.00039,1,0.933585,100,938.035443935,938.035443935,500.0,0.00528866,200
,3701.66,0.01,4635.85858948,4635.85858948,3.50449e-18,1.0,1.0,4635.85858948,4635.86,200.0,0.01,29.642,0.2,100.0,1.0,2,1.0,100,887.522917706,887.522917706,500.0,0.01,200
0.000510967,3975.77,0.00445062,4636.46610708,4636.46610708,1.27715e-08,1.00011,1.04167,4636.46610708,4636.5,199.905273502,0.005,36.7781,0.2,199.898524427,1.00047,1,0.890218,100,2157.22737296,2157.22737296,499.6,0.00520778,200
,3707.53,0.01,4641.34455235,4641.34455235,3.50449e-18,1.0,1.0,4641.34455235,4641.34,200.0,0.01,31.9433,0.2,100.0,1.0,2,1.0,100,1030.68310761,1030.68310761,499.83,0.01,200
0.000299365,3980.85,0.00470705,4640.76920732,4640.76920732,7.49801e-09,0.999073,1.05611,4640.76920732,4641.25,199.948228889,0.005,29.741,0.2,199.940287459,1.00026,1,0.940537,100,830.796969037,830.796969037,500.0,0.00528543,200
,3707.91,0.01,4641.98509763,4641.98509763,3.50449e-18,1.0,1.0,4641.98509763,4641.99,200.0,0.01,27.0326,0.2,100.0,1.0,2,1.0,100,738.144915145,738.144915145,500.0,0.01,200
0.000284132,3981.04,0.00464301,4640.91518484,4640.91518484,7.1172e-09,0.999024,1.02958,4640.91518484,4641.6,199.95232765,0.005,30.3796,0.2,199.943384727,1.00024,1,0.927695,100,1224.43522252,1224.43522252,499.74,0.00515292,200
,3703.34,0.01,4637.22678805,4637.22678805,3.50449e-18,1.0,1.0,4637.22678805,4637.23,200.0,0.01,29.287,0.2,100.0,1.0,2,1.0,100,866.391024915,866.391024915,500.0,0.01,200
0.000650047,3974.56,0.00443234,4632.42658738,4632.42658738,1.62359e-08,1.00047,1.0879,4632.42658738,4635.12,199.90739344,0.005,36.5758,0.2,199.870747262,1.00046,1,0.886884,100,2099.22529119,2099.22529119,499.63,0.00543696,200
,3710.49,0.01,4643.99953764,4643.99953764,3.50449e-18,1.0,1.0,4643.99953764,4644.0,200.0,0.01,22.773,0.2,100.0,1.0,2,1.0,100,523.847841612,523.847841612,499.9,0.01,200
0.00101629,3979.06,0.00406165,4634.11948627,4634.11948627,2.54786e-08,0.9986,1.04823,4634.11948627,4639.45,199.878170837,0.005,33.144,0.2,199.797283653,1.00061,1,0.811193,100,2175.19631834,2175.19631834,499.65,0.00524852,200
,3704.29,0.01,4638.17654269,4638.17654269,3.50449e-18,1.0,1.0,4638.17654269,4638.18,200.0,0.01,24.8322,0.2,100.0,1.0,2,1.0,100,622.867562528,622.867562528,500.0,0.01,200
0.000170839,3978.36,0.00479992,4639.15523806,4639.15523806,4.2603e-09,1.00125,1.04007,4639.15523806,4638.77,199.969916101,0.005,24.3398,0.2,199.966056985,1.00015,1,0.961187,100,581.786692274,581.786692274,500.0,0.00519384,200
,3704.74,0.01,4638.83947205,4638.83947205,3.50449e-18,1.0,1.0,4638.83947205,4638.84,200.0,0.01,26.6353,0.2,100.0,1.0,2,1.0,100,716.604219464,716.604219464,500.0,0.01,200
0.000139145,3977.82,0.00485686,4637.73080005,4637.73080005,3.46813e-09,1.00151,1.06205,4637.73080005,4638.37,199.974611645,0.005,26.7459,0.2,199.972384496,1.00013,1,0.972841,100,738.912696673,738.912696673,500.0,0.00530225,200
,3703.57,0.01,4637.24719104,4637.24719104,3.50449e-18,1.0,1.0,4637.24719104,4637.25,200.0,0.01,28.2693,0.2,100.0,1.0,2,1.0,100,807.225749749,807.225749749,500.0,0.01,200
0.000525661,3979.05,0.00449923,4641.27096851,4641.27096851,1.3202e-08,0.997709,1.05157,4641.27096851,4639.52,199.910585342,0.005,28.0889,0.2,199.894909818,1.00045,1,0.897783,100,831.414725046,831.414725046,500.0,0.00526992,200
,3706.07,0.01,4640.09233269,4640.09233269,3.50449e-18,1.0,1.0,4640.09233269,4640.09,200.0,0.01,29.3303,0.2,100.0,1.0,2,1.0,100,868.956544024,868.956544024,500.0,0.01,200
0.00754016,3974.2,0.002952,4624.97104582,4624.97104582,1.92671e-07,0.989126,1.10866,4624.97104582,4636.16,199.089353265,0.005,78.9025,0.2,198.478050353,1.00457,1,0.583981,100,32262.7086102,32262.7086102,498.09,0.00560427,200
,3705.45,0.01,4639.25283458,4639.25283458,3.50449e-18,1.0,1.0,4639.25283458,4639.25,200.0,0.01,26.0552,0.2,100.0,1.0,2,1.0,100,685.731414504,685.731414504,500.0,0.01,200
0.000462446,3977.29,0.00459494,4635.71179061,4635.71179061,1.15555e-08,1.00025,1.04627,4635.71179061,4637.73,199.925855477,0.005,45.7904,0.2,199.908136604,1.00037,1,0.919214,100,4034.87044372,4034.87044372,499.38,0.00523006,200
,3704.63,0.01,4638.47302036,4638.47302036,3.50449e-18,1.0,1.0,4638.47302036,4638.47,200.0,0.01,30.5075,0.2,100.0,1.0,2,1.0,100,940.110860274,940.110860274,500.0,0.01,200
0.000410696,3978.44,0.00468498,4639.20932474,4639.20932474,1.02495e-08,1.00087,1.06626,4639.20932474,4639.07,199.928476172,0.005,30.2048,0.2,199.918542768,1.00036,1,0.937813,100,946.305405287,946.305405287,500.0,0.00532668,200
,3706.3,0.01,4640.2360646,4640.2360646,3.50449e-18,1.0,1.0,4640.2360646,4640.24,200.0,0.01,26.6421,0.2,100.0,1.0,2,1.0,100,716.968675445,716.968675445,500.0,0.01,200
0.00031909,3979.71,0.00471483,4639.79294925,4639.79294925,8.01702e-09,0.997517,1.04523,4639.79294925,4640.19,199.946537008,0.005,27.9698,0.2,199.936252627,1.00027,1,0.940625,100,885.396567719,885.396567719,500.0,0.00523917,200
,3708.44,0.01,4642.38708252,4642.38708252,3.50449e-18,1.0,1.0,4642.38708252,4642.39,200.0,0.01,27.0328,0.2,100.0,1.0,2,1.0,100,738.154525648,738.154525648,500.0,0.01,200
0.00040825,3980.68,0.00463454,4639.613087,4639.613087,1.01984e-08,1.00038,1.04568,4639.613087,4641.19,199.937744452,0.005,26.8263,0.2,199.918877894,1.00031,1,0.927265,100,756.939765146,756.939765146,500.0,0.00522639,200
,3702.3,0.01,4636.2003034,4636.2003034,3.50449e-18,1.0,1.0,4636.2003034,4636.2,200.0,0.01,27.2621,0.2,100.0,1.0,2,1.0,100,750.729096136,750.729096136,500.0,0.01,200
0.000294848,3978.36,0.00469301,4641.33081112,4641.33081112,7.36649e-09,1.00032,1.04412,4641.33081112,4638.93,199.944964299,0.005,25.5915,0.2,199.941371753,1.00028,1,0.938903,100,583.960321686,583.960321686,500.0,0.00521895,200
,3705.95,0.01,4640.09711367,4640.09711367,3.50449e-18,1.0,1.0,4640.09711367,4640.1,200.0,0.01,27.1632,0.2,100.0,1.0,2,1.0,100,745.291930428,745.291930428,500.0,0.01,200
0.000272069,3979.78,0.00469173,4640.38071745,4640.38071745,6.78453e-09,1.00127,1.05311,4640.38071745,4640.39,199.954329432,0.005,26.7873,0.2,199.946021247,1.00023,1,0.939533,100,737.035997924,737.035997924,500.0,0.00525887,200
,3699.57,0.01,4633.44214768,4633.44214768,3.50449e-18,1.0,1.0,4633.44214768,4633.44,200.0,0.01,38.4592,0.2,100.0,1.0,2,1.0,100,1494.0536626,1494.0536626,499.81,0.01,200
0.000549667,3972.79,0.00441432,4632.52983522,4632.52983522,1.37563e-08,0.999469,1.0548,4632.52983522,4633.31,199.89627022,0.005,34.4198,0.2,199.890574771,1.00052,1,0.882395,100,1031.77801982,1031.77801982,500.0,0.00527679,200
,3697.62,0.01,4631.4959589,4631.4959589,3.50449e-18,1.0,1.0,4631.4959589,4631.5,200.0,0.01,122.859,0.2,100.0,1.0,2,1.0,100,15246.7973783,15246.7973783,498.75,0.01,200
0.00284254,3977.45,0.00367761,4642.27618687,4642.27618687,7.1173e-08,0.99923,1.12898,4642.27618687,4638.55,199.545749946,0.005,67.0251,0.2,199.435087149,1.00228,1,0.734955,100,486.941070644,486.941070644,500.0,0.00564925,200
,3705.57,0.01,4639.38835518,4639.38835518,3.50449e-18,1.0,1.0,4639.38835518,4639.39,200.0,0.01,30.2794,0.2,100.0,1.0,2,1.0,100,926.106379001,926.106379001,500.0,0.01,200
0.000384137,3978.69,0.00456153,4638.36307358,4638.36307358,9.60641e-09,0.999844,1.04154,4638.36307358,4639.1,199.938816673,0.005,30.007,0.2,199.923492151,1.00031,1,0.912164,100,937.575544284,937.575544284,499.87,0.0052085,200
,3705.45,0.01,4639.26167764,4639.26167764,3.50449e-18,1.0,1.0,4639.26167764,4639.26,200.0,0.01,25.8554,0.2,100.0,1.0,2,1.0,100,675.256411891,675.256411891,500.0,0.01,200
0.000161005,3977.89,0.00477456,4637.0037775,4637.0037775,4.02246e-09,1.00033,1.03182,4637.0037775,4638.24,199.972180422,0.005,29.8344,0.2,199.96805007,1.00014,1,0.955229,100,1170.60766898,1170.60766898,499.81,0.00515739,200
,3708.87,0.01,4642.77490374,4642.77490374,3.50449e-18,1.0,1.0,4642.77490374,4642.78,200.0,0.01,29.6765,0.2,100.0,1.0,2,1.0,100,889.589894848,889.589894848,500.0,0.01,200
0.000406138,3983.19,0.00461558,4644.11790117,4644.11790117,1.01506e-08,1.00014,1.05594,4644.11790117,4643.66,199.936624588,0.005,26.9363,0.2,199.919249156,1.00032,1,0.923247,100,635.748088251,635.748088251,500.0,0.00527893,200
,3698.3,0.01,4632.06431482,4632.06431482,3.50449e-18,1.0,1.0,4632.06431482,4632.06,200.0,0.01,96.2091,0.2,100.0,1.0,2,1.0,100,9349.68806231,9349.68806231,499.01,0.01,200
0.000967003,3975.86,0.00419051,4639.47496456,4639.47496456,2.42169e-08,0.999137,1.06411,4639.47496456,4636.51,199.787556529,0.005,63.3476,0.2,199.807409523,1.00106,1,0.837378,100,1271.16966442,1271.16966442,499.76,0.00532515,200
,3705.41,0.01,4638.97245496,4638.97245496,3.50449e-18,1.0,1.0,4638.97245496,4638.97,200.0,0.01,40.882,0.2,100.0,1.0,2,1.0,100,1688.2210925,1688.2210925,499.73,0.01,200
0.00253886,3971.15,0.00397993,4622.23574948,4622.23574948,6.3548e-08,0.999398,1.11372,4622.23574948,4632.14,199.558044749,0.005,68.1549,0.2,199.495424981,1.00221,1,0.795506,100,11557.5421072,11557.5421072,498.93,0.00557193,200
,3706.9,0.01,4641.14345761,4641.14345761,3.50449e-18,1.0,1.0,4641.14345761,4641.14,200.0,0.01,30.2981,0.2,100.0,1.0,2,1.0,100,927.249155313,927.249155313,499.92,0.01,200
0.000373301,3980.05,0.00445642,4639.98186485,4639.98186485,9.3421e-09,0.999487,1.03036,4639.98186485,4640.75,199.94494047,0.005,26.2972,0.2,199.925633283,1.00028,1,0.890827,100,558.25479117,558.25479117,500.0,0.00515445,200
,3704.95,0.01,4639.00908661,4639.00908661,3.50449e-18,1.0,1.0,4639.00908661,4639.01,200.0,0.01,24.6588,0.2,100.0,1.0,2,1.0,100,614.196450719,614.196450719,500.0,0.01,200
0.000120576,3978.04,0.00484988,4637.92037401,4637.92037401,3.01286e-09,1.00026,1.03287,4637.92037401,4638.55,199.979164387,0.005,26.9783,0.2,199.976025305,1.0001,1,0.970223,100,869.716944738,869.716944738,500.0,0.00516301,200
,3704.62,0.01,4638.4857273,4638.4857273,3.50449e-18,1.0,1.0,4638.4857273,4638.49,200.0,0.01,29.2008,0.2,100.0,1.0,2,1.0,100,861.297688149,861.297688149,500.0,0.01,200
0.000488289,3979.06,0.00442146,4640.2115315,4640.2115315,1.22333e-08,0.998935,1.05646,4640.2115315,4639.6,199.928833545,0.005,28.8164,0.2,199.902692437,1.00036,1,0.883351,100,851.144772767,851.144772767,500.0,0.00528795,200
,3701.83,0.01,4635.49612078,4635.49612078,3.50449e-18,1.0,1.0,4635.49612078,4635.5,200.0,0.01,28.5247,0.2,100.0,1.0,2,1.0,100,821.876618227,821.876618227,500.0,0.01,200
0.00157549,3973.19,0.00418187,4630.82823321,4630.82823321,3.93062e-08,1.00103,1.10468,4630.82823321,4634.1,199.732661447,0.005,70.6262,0.2,199.687645723,1.00134,1,0.837235,100,12953.3936668,12953.3936668,498.89,0.00551772,200
,3705.09,0.01,4638.82401858,4638.82401858,3.50449e-18,1.0,1.0,4638.82401858,4638.82,200.0,0.01,28.0443,0.2,100.0,1.0,2,1.0,100,794.42758341,794.42758341,499.98,0.01,200
0.000398107,3979.83,0.00468656,4641.16378689,4641.16378689,9.99501e-09,0.99788,1.06135,4641.16378689,4640.19,199.932812381,0.005,26.4469,0.2,199.920442115,1.00034,1,0.935324,100,653.849079877,653.849079877,500.0,0.00531802,200
,3712.41,0.01,4646.31314065,4646.31314065,3.50449e-18,1.0,1.0,4646.31314065,4646.31,200.0,0.01,17.8979,0.2,100.0,1.0,2,1.0,100,323.571637034,323.571637034,500.0,0.01,200
0.000126402,3983.02,0.00483499,4640.438063,4640.438063,3.15531e-09,1.00075,1.03497,4640.438063,4643.46,199.973086165,0.005,20.7121,0.2,199.974857641,1.00013,1,0.967722,100,531.027380933,531.027380933,500.0,0.00517099,200
,3704.25,0.01,4637.92250612,4637.92250612,3.50449e-18,1.0,1.0,4637.92250612,4637.92,200.0,0.01,33.003,0.2,100.0,1.0,2,1.0,100,1100.19907614,1100.19907614,499.81,0.01,200
0.00054917,3977.7,0.00453703,4637.89476555,4637.89476555,1.37109e-08,1.00067,1.08508,4637.89476555,4638.16,199.921281339,0.005,31.517,0.2,199.890961507,1.00039,1,0.908012,100,956.592024829,956.592024829,500.0,0.00542177,200
,3709.53,0.01,4643.29597944,4643.29597944,3.50449e-18,1.0,1.0,4643.29597944,4643.3,200.0,0.01,25.4,0.2,100.0,1.0,2,1.0,100,651.674764065,651.674764065,500.0,0.01,200
0.000297193,3978.86,0.00462667,4634.83608907,4634.83608907,7.41823e-09,1.00078,1.05117,4634.83608907,4639.27,199.938125685,0.005,34.2401,0.2,199.941004696,1.00031,1,0.926057,100,1788.3657592,1788.3657592,499.64,0.00525172,200
,3701.11,0.01,4635.13837358,4635.13837358,3.50449e-18,1.0,1.0,4635.13837358,4635.14,200.0,0.01,27.6654,0.2,100.0,1.0,2,1.0,100,773.107084583,773.107084583,500.0,0.01,200
0.000410597,3977.32,0.00465197,4640.20441998,4640.20441998,1.02268e-08,1.00186,1.05354,4640.20441998,4637.88,199.935719176,0.005,27.4732,0.2,199.91862211,1.00032,1,0.932127,100,764.716991726,764.716991726,500.0,0.00525789,200
,3705.49,0.01,4639.01457292,4639.01457292,3.50449e-18,1.0,1.0,4639.01457292,4639.01,200.0,0.01,52.9872,0.2,100.0,1.0,2,1.0,100,2836.00754419,2836.00754419,499.48,0.01,200
0.000731582,3978.37,0.00435665,4638.27731256,4638.27731256,1.83139e-08,0.999334,1.05731,4638.27731256,4639.06,199.876337267,0.005,38.9581,0.2,199.854374997,1.00062,1,0.87075,100,695.814322589,695.814322589,500.0,0.00529006,200
,3708.32,0.01,4642.07546975,4642.07546975,3.50449e-18,1.0,1.0,4642.07546975,4642.08,200.0,0.01,23.3883,0.2,100.0,1.0,2,1.0,100,552.537441483,552.537441483,500.0,0.01,200
0.000139753,3979.88,0.00477169,4638.17949576,4638.17949576,3.49508e-09,0.999821,1.02295,4638.17949576,4640.22,199.974611645,0.005,25.1077,0.2,199.972182561,1.00013,1,0.954167,100,724.000950406,724.000950406,500.0,0.00511565,200
,3706.05,0.01,4639.89658762,4639.89658762,3.50449e-18,1.0,1.0,4639.89658762,4639.9,200.0,0.01,32.7847,0.2,100.0,1.0,2,1.0,100,1085.69217103,1085.69217103,499.8,0.01,200
0.000370727,3979.17,0.00477939,4638.91423836,4638.91423836,9.23944e-09,1.00155,1.06484,4638.91423836,4639.6,199.938363956,0.005,29.9713,0.2,199.926462312,1.00031,1,0.957364,100,772.655704026,772.655704026,500.0,0.00531593,200
,3689.67,0.01,4623.75272907,4623.75272907,3.50449e-18,1.0,1.0,4623.75272907,4623.75,200.0,0.01,155.96,0.2,100.0,1.0,2,1.0,100,24569.3616831,24569.3616831,498.34,0.01,200
0.00365119,3972.69,0.0035209,4639.87736508,4639.87736508,9.11424e-08,1.00075,1.09964,4639.87736508,4634.18,199.396339721,0.005,81.2999,0.2,199.27710997,1.00303,1,0.70471,100,671.067148296,671.067148296,500.0,0.00549405,200
,3705.19,0.01,4639.32779538,4639.32779538,3.50449e-18,1.0,1.0,4639.32779538,4639.33,200.0,0.01,25.0845,0.2,100.0,1.0,2,1.0,100,635.589894428,635.589894428,500.0,0.01,200
0.000946728,3977.04,0.00417344,4635.31875885,4635.31875885,2.35706e-08,1.00207,1.06995,4635.31875885,4637.81,199.859289055,0.005,32.1164,0.2,199.8125041,1.0007,1,0.836414,100,1728.17049574,1728.17049574,499.69,0.00533869,200
,3703.56,0.01,4637.50135339,4637.50135339,3.50449e-18,1.0,1.0,4637.50135339,4637.5,200.0,0.01,39.3715,0.2,100.0,1.0,2,1.0,100,1565.7732613,1565.7732613,499.67,0.01,200
0.000322207,3977.61,0.00476002,4638.3086612,4638.3086612,8.0727e-09,0.998913,1.05684,4638.3086612,4638.1,199.943200988,0.005,33.5635,0.2,199.935775108,1.00028,1,0.95097,100,786.412393849,786.412393849,500.0,0.00528993,200
,3706.13,0.01,4639.87772092,4639.87772092,3.50449e-18,1.0,1.0,4639.87772092,4639.88,200.0,0.01,25.7826,0.2,100.0,1.0,2,1.0,100,671.458614616,671.458614616,500.0,0.01,200
0.00264277,3974.22,0.00370929,4627.15493331,4627.15493331,6.59483e-08,1.00092,1.10812,4627.15493331,4635.2,199.56281592,0.005,71.2271,0.2,199.476464752,1.00219,1,0.742539,100,16595.2635304,16595.2635304,498.72,0.00553551,200
