MaxVanillaIw,MinVanillaIw,VarNormIw,Bound,VarRet,BatchSize,ESSRenyi,AvgEpLen,VarDiscRet,AvgNormIw,J,AvgDiscRet,VanillaAvgRet,VarJ,eRenyi2,MaxNormIw,AvgRet,AvgVanillaIw,ESSClassic,VarVanillaIw,MinNormIw
3.932937,9.9127276e-11,0.00018737737,-886.9052,4949765.050888698,100,35.75818917422132,200.0,4949765.050888698,0.01,-76.34639,-2231.7612527587535,-2231.7612527587535,187.60287,2.7965622,0.040908214,-2231.7612527587535,0.96140516,35.02582153560563,1.7319287,1.0310666e-12
1.3368586,0.062090788,1.3079129e-05,-277.76108,191228.135456746,100,89.829563220951,200.0,191228.135456746,0.01,-16.2416,-84.21181207454488,-84.21181207454488,45.316296,1.1132193,0.013218332,-84.21181207454488,1.0113671,88.53605559437223,0.13378163,0.0006139293
2.1810288,5.405102e-08,8.188147e-05,-11.287378,101.27920085602638,100,61.35533383352201,200.0,101.27920085602638,0.01,-6.0418205,-9.770296344553117,-9.770296344553117,7.8147383,1.6298501,0.02609259,-9.770296344553117,0.8358805,55.22949315833765,0.5721028,6.4663574e-10
2.4452147,2.216789e-09,0.00010534054,-10.615297,65.80015052526429,100,55.2950500213208,200.0,65.80015052526429,0.01,-7.4252996,-8.9027306617603,-8.9027306617603,9.782031,1.8084801,0.02731089,-8.9027306617603,0.8953259,48.950710344754874,0.84441876,2.4759575e-11
1.1974362,0.5414408,3.397226e-06,-10.787552,56.85543314731709,100,96.3442599039154,200.0,56.85543314731709,0.01,-8.740906,-8.814645521971318,-8.814645521971318,7.7532825,1.0379446,0.011903635,-8.814645521971318,1.0059416,96.74617306650593,0.03437716,0.0053824275
1.7364949,0.9214842,1.2218642e-06,-10.482188,57.262312814913045,100,98.46695897073097,200.0,57.262312814913045,0.01,-8.4619,-8.514191286657704,-8.514191286657704,7.412213,1.0155691,0.017444175,-8.514191286657704,0.9954583,98.8048167997727,0.012107906,0.0092568835
2.1085205,0.8295147,8.449624e-06,-9.417686,58.49218557617136,100,89.1364012181942,200.0,58.49218557617136,0.01,-7.182911,-7.493931317690301,-7.493931317690301,7.446427,1.1218761,0.021269592,-7.493931317690301,0.99133104,92.28060966445845,0.08303761,0.0083676865
1.4644643,0.94616526,4.627362e-07,-10.213484,56.74904067375833,100,99.31557961204142,200.0,56.74904067375833,0.01,-8.183195,-8.198855601974696,-8.198855601974696,7.4309936,1.0068914,0.014783088,-8.198855601974696,0.9906349,99.54397980429368,0.0045410967,0.0095510995
1.9698726,0.0015943495,3.9569066e-05,-9.976015,51.708849634152955,100,70.62312136791482,200.0,51.708849634152955,0.01,-7.46134,-8.187123596895807,-8.187123596895807,7.8923993,1.4159669,0.02053511,-8.187123596895807,0.95927054,71.85282803741292,0.36411452,1.6620435e-05
5.590458,,0.00029882498,-8.769375,52.42384404641588,100,25.110991638657826,200.0,52.42384404641588,0.01,-4.8789196,-8.246752870816767,-8.246752870816767,9.094012,3.9823198,0.05781838,-8.246752870816767,0.9668998,25.262939191572546,2.7937005,
