ESSClassic,MinVanillaIw,VarNormIw,AvgVanillaIw,Bound,AvgDiscRet,J,AvgEpLen,VarDiscRet,eRenyi2,BatchSize,AvgRet,MaxNormIw,EpsThisIter,VarRet,AvgNormIw,Delta,VarJ,MaxVanillaIw,MinNormIw,IterType,ESSRenyi,VarVanillaIw,VanillaAvgRet
5.956074513433591,6.234822e-05,0.0015949073,1.822372,474.6894,148.23435896617477,1105.0442,15.83,83958.67826312238,10.264633,100,148.23435896617477,0.3235044,100,83958.67826312238,0.01,0.45,2673.6433,58.954533,3.4212675e-07,1,9.742189346561558,52.9675,148.23435896617477
3.0096862853085433,0.016962225,0.0032551573,290.38644,-inf,462.857476766196,282.85452,15.83,759624.5308861994,nan,200,148.23435896617477,0.55233127,100,83958.67826312238,0.010000003,0.45,1308.0839,16038.951,5.841259e-07,,nan,2744888.0,148.23435896617477
11.742595834666803,5.4875823e-06,0.0004028143,1.4317412,493.25006,141.33801673090062,967.2928,15.14,61500.637586614685,11.610164,200,141.33801673090062,0.19941202,100,61500.637586614685,0.005,0.45,3037.5662,57.10128,1.9164016e-08,1,17.226285982113396,33.02888,141.33801673090062
100.0,1.0,3.5044917e-18,1.0,-81.11328,471.5624360438675,471.56244,48.16,529370.3757023889,1.0,200,471.5624360438675,0.01,100,529370.3757023889,0.009999998,0.45,723.9314,1.0,0.01,2,200.0,,471.5624360438675
6.386910478348052,0.00011715872,0.0007616596,1.7111369,1144.3264,591.6331156783522,2138.219,60.15,897706.3800861739,6.4659886,200,591.6331156783522,0.3760904,100,897706.3800861739,0.0049999994,0.45,4856.2246,128.70844,3.4234174e-07,1,30.93107817820157,89.205246,591.6331156783522
100.0,1.0,3.5044917e-18,1.0,788.6187,1341.3887676986299,1341.3887,135.06,2521540.8247236996,1.0,200,1341.3887676986299,0.01,100,2521540.8247236996,0.009999998,0.45,1579.9764,1.0,0.01,2,200.0,,1341.3887676986299
16.106561735634777,3.4839108e-19,0.0002868668,0.965074,3416.246,1395.957546144402,4630.9663,140.48,2849103.159168069,9.658116,200,1395.957546144402,0.13635801,100,2849103.159168069,0.0049999994,0.45,1654.2147,26.319113,1.8049968e-21,1,20.707971714783127,10.687141,1395.957546144402
100.0,1.0,3.5044917e-18,1.0,3462.234,4015.004418999655,4015.0046,401.82,2900638.057951943,1.0,200,4015.004418999655,0.01,100,2900638.057951943,0.009999998,0.45,1694.5889,1.0,0.01,2,200.0,,4015.004418999655
98.5732359251477,6.1865467e-06,2.5852973e-05,0.9934401,4339.768,4104.619703574916,4891.029,410.78,2631787.855095425,1.989089,200,4104.619703574916,0.02123754,100,2631787.855095425,0.005,0.45,330.5817,4.2196445,3.1136988e-08,1,100.54854196003186,1.0205959,4104.619703574916
100.0,1.0,3.5044917e-18,1.0,4396.4053,4949.176363888325,4949.1763,494.97,78059.688356321,1.0,200,4949.176363888325,0.01,100,78059.688356321,0.009999998,0.45,277.99115,1.0,0.01,2,200.0,,4949.176363888325
