IterType,AvgEpLen,VarRet,MinNormIw,AvgNormIw,Bound,VarDiscRet,VarNormIw,ESSRenyi,VanillaAvgRet,MaxVanillaIw,EpsThisIter,AvgVanillaIw,eRenyi2,MaxNormIw,AvgRet,BatchSize,Delta,VarJ,ESSClassic,MinVanillaIw,J,AvgDiscRet,VarVanillaIw
2,480.07,966740.5988678866,0.0033333334,0.0033333336,4849.9956,966740.5988678866,5.4391416e-20,500.0,4800.160716569613,1.0,100,1.0,1.0,0.0033333334,4800.160716569613,500,1.0,852.1557,299.999969473632,1.0,4849.9956,4800.160716569613,
2,500.0,0.014862835092238494,0.0025,0.0024999997,4887.4624,0.014862835092238494,5.434597e-20,500.0,4999.860315280169,1.0,100,1.0,1.0,0.0025,4999.860315280169,500,1.0,740.8361,400.0,1.0,4887.4624,4999.860315280169,
1,495.01,249987.45460282642,,0.002,4999.9106,249987.45460282642,0.0017266023,1.2855464717104343e-14,4949.87563240063,1.1249477e-08,100,2.4276019e-11,3.8893965e+16,0.9267975,4949.87563240063,500,1.0,0.07183538,1.1579777562470703,,4999.9106,4949.87563240063,2.5438252e-19
2,490.03,493937.0183507842,0.01,0.009999998,4899.973,493937.0183507842,3.5044917e-18,500.0,4899.972803045273,1.0,100,1.0,1.0,0.01,4899.972803045273,500,1.0,699.2837,100.0,1.0,4899.973,4899.972803045273,
2,485.03,734807.9709436523,0.005,0.0049999994,4874.9194,734807.9709436523,2.179301e-19,500.0,4849.866249781008,1.0,100,1.0,1.0,0.005,4849.866249781008,500,1.0,780.2925,200.00000010221265,1.0,4874.9194,4849.866249781008,
2,495.02,248989.7030604082,0.0033333334,0.0033333336,4899.9355,248989.7030604082,5.4391416e-20,500.0,4949.967972354291,1.0,100,1.0,1.0,0.0033333334,4949.967972354291,500,1.0,699.5159,299.999969473632,1.0,4899.9355,4949.967972354291,
2,500.0,0.016289231608153272,0.0025,0.0024999997,4924.915,0.016289231608153272,5.434597e-20,500.0,4999.852219216483,1.0,100,1.0,1.0,0.0025,4999.852219216483,500,1.0,607.34155,400.0,1.0,4924.915,4999.852219216483,
1,500.0,0.012254770135970958,0.0019316296,0.002,4940.2593,0.012254770135970958,1.5770049e-10,499.984324469884,4999.88201030527,1.0263356,100,1.0004457,1.0000314,0.0020517567,4999.88201030527,500,1.0,540.9219,499.98027789799795,0.9662453,4940.2593,4999.88201030527,3.9460283e-05
2,485.04,733831.3045092535,0.01,0.009999998,4849.9663,733831.3045092535,3.5044917e-18,500.0,4849.966398428925,1.0,100,1.0,1.0,0.01,4849.966398428925,500,1.0,852.3456,100.0,1.0,4849.9663,4849.966398428925,
2,490.03,493932.857781682,0.005,0.0049999994,4874.959,493932.857781682,2.179301e-19,500.0,4899.953271701614,1.0,100,1.0,1.0,0.005,4899.953271701614,500,1.0,779.97943,200.00000010221265,1.0,4874.959,4899.953271701614,
2,485.03,734810.8160329344,0.0033333334,0.0033333336,4866.598,734810.8160329344,5.4391416e-20,500.0,4849.875634609638,1.0,100,1.0,1.0,0.0033333334,4849.875634609638,500,1.0,805.1125,299.999969473632,1.0,4866.598,4849.875634609638,
2,490.02,494918.4676571378,0.0025,0.0024999997,4874.91,494918.4676571378,5.434597e-20,500.0,4899.846327250353,1.0,100,1.0,1.0,0.0025,4899.846327250353,500,1.0,780.2911,400.0,1.0,4874.91,4899.846327250353,
1,495.01,249984.38904760015,0.00199998,0.002,4889.8984,249984.38904760015,8.833206e-18,500.0,4949.845233214166,1.0000038,100,1.0,1.0,0.0020000075,4949.845233214166,500,1.0,733.12885,500.00000664260017,0.99999,4889.8984,4949.845233214166,2.179871e-12
2,495.01,249985.31180349065,0.01,0.009999998,4949.8545,249985.31180349065,3.5044917e-18,500.0,4949.854419436322,1.0,100,1.0,1.0,0.01,4949.854419436322,500,1.0,497.4791,100.0,1.0,4949.8545,4949.854419436322,
2,490.03,493936.58971180045,0.005,0.0049999994,4924.912,493936.58971180045,2.179301e-19,500.0,4899.970672344509,1.0,100,1.0,1.0,0.005,4899.970672344509,500,1.0,607.3413,200.00000010221265,1.0,4924.912,4899.970672344509,
2,500.0,0.019054516055378685,0.0033333334,0.0033333336,4949.897,0.019054516055378685,5.4391416e-20,500.0,4999.864404423059,1.0,100,1.0,1.0,0.0033333334,4999.864404423059,500,1.0,497.14926,299.999969473632,1.0,4949.897,4999.864404423059,
2,480.05,968670.0700186739,0.0025,0.0024999997,4912.41,968670.0700186739,5.434597e-20,500.0,4799.950710652565,1.0,100,1.0,1.0,0.0025,4799.950710652565,500,1.0,655.2325,400.0,1.0,4912.41,4799.950710652565,
1,495.01,249987.74803588426,0.001999979,0.002,4919.9053,249987.74803588426,8.052971e-18,500.0,4949.878543934093,1.000001,100,1.0,1.0,0.002000002,4949.878543934093,500,1.0,627.0448,500.00000664260017,0.9999895,4919.9053,4949.878543934093,1.975736e-12
2,475.07,1197514.1838396147,0.01,0.009999998,4750.067,1197514.1838396147,3.5044917e-18,500.0,4750.066818397412,1.0,100,1.0,1.0,0.01,4750.066818397412,500,1.0,1088.8246,100.0,1.0,4750.067,4750.066818397412,
2,495.02,248988.47823478436,0.005,0.0049999994,4850.0127,248988.47823478436,2.179301e-19,500.0,4949.957986075547,1.0,100,1.0,1.0,0.005,4949.957986075547,500,1.0,852.06104,200.00000010221265,1.0,4850.0127,4949.957986075547,
2,480.05,968679.4746180944,0.0033333334,0.0033333336,4833.3325,968679.4746180944,5.4391416e-20,500.0,4799.974233050445,1.0,100,1.0,1.0,0.0033333334,4799.974233050445,500,1.0,896.78644,299.999969473632,1.0,4833.3325,4799.974233050445,
2,495.02,248989.7732854012,0.0025,0.0024999997,4862.492,248989.7732854012,5.434597e-20,500.0,4949.969929057323,1.0,100,1.0,1.0,0.0025,4949.969929057323,500,1.0,816.912,400.0,1.0,4862.492,4949.969929057323,
1,495.02,248987.6746679894,0.002,0.0020000003,4879.984,248987.6746679894,5.431875e-20,500.0,4949.948778820992,1.0,100,1.0,1.0,0.002,4949.948778820992,500,1.0,764.4604,500.00000664260017,1.0,4879.984,4949.948778820992,
2,490.03,493933.54477482085,0.01,0.009999998,4899.956,493933.54477482085,3.5044917e-18,500.0,4899.956015121862,1.0,100,1.0,1.0,0.01,4899.956015121862,500,1.0,699.2812,100.0,1.0,4899.956,4899.956015121862,
2,500.0,0.02116694051610914,0.005,0.0049999994,4949.904,0.02116694051610914,2.179301e-19,500.0,4999.851792860986,1.0,100,1.0,1.0,0.005,4999.851792860986,500,1.0,496.98285,200.00000010221265,1.0,4949.904,4999.851792860986,
2,495.02,248990.0155125093,0.0033333334,0.0033333336,4949.927,248990.0155125093,5.4391416e-20,500.0,4949.970554038066,1.0,100,1.0,1.0,0.0033333334,4949.970554038066,500,1.0,496.81784,299.999969473632,1.0,4949.927,4949.970554038066,
2,500.0,0.018125362856124885,0.0025,0.0024999997,4962.4087,0.018125362856124885,5.434597e-20,500.0,4999.857760866416,1.0,100,1.0,1.0,0.0025,4999.857760866416,500,1.0,430.79977,400.0,1.0,4962.4087,4999.857760866416,
1,480.06,967706.6839096592,0.002,0.0020000003,4929.94,967706.6839096592,5.431875e-20,500.0,4800.059113280157,1.0,100,1.0,1.0,0.002,4800.059113280157,500,1.0,586.7656,500.00000664260017,1.0,4929.94,4800.059113280157,
2,490.04,492951.52725078835,0.01,0.009999998,4900.0806,492951.52725078835,3.5044917e-18,500.0,4900.080761868267,1.0,100,1.0,1.0,0.01,4900.080761868267,500,1.0,698.5857,100.0,1.0,4900.0806,4900.080761868267,
2,500.0,0.02160029514878518,0.005,0.0049999994,4949.9707,0.02160029514878518,2.179301e-19,500.0,4999.861434253088,1.0,100,1.0,1.0,0.005,4999.861434253088,500,1.0,496.4877,200.00000010221265,1.0,4949.9707,4999.861434253088,
2,490.02,494922.6614395784,0.0033333334,0.0033333336,4933.27,494922.6614395784,5.4391416e-20,500.0,4899.867077324173,1.0,100,1.0,1.0,0.0033333334,4899.867077324173,500,1.0,572.9012,299.999969473632,1.0,4933.27,4899.867077324173,
2,485.04,733829.6127993336,0.0025,0.0024999997,4912.4424,733829.6127993336,5.434597e-20,500.0,4849.960849087121,1.0,100,1.0,1.0,0.0025,4849.960849087121,500,1.0,655.0465,400.0,1.0,4912.4424,4849.960849087121,
1,490.02,494925.10103470285,0.0019973484,0.002,4909.936,494925.10103470285,2.0866016e-13,500.0,4899.879178579073,1.0007265,100,1.0000044,1.0,0.002001444,4899.879178579073,500,1.0,664.25574,499.99996561435523,0.9986786,4909.936,4899.879178579073,5.21645e-08
2,485.04,733833.6601226331,0.01,0.009999998,4849.9736,733833.6601226331,3.5044917e-18,500.0,4849.97430766333,1.0,100,1.0,1.0,0.01,4849.97430766333,500,1.0,852.34686,100.0,1.0,4849.9736,4849.97430766333,
2,495.02,248988.6352242673,0.005,0.0049999994,4899.9673,248988.6352242673,2.179301e-19,500.0,4949.959450213348,1.0,100,1.0,1.0,0.005,4949.959450213348,500,1.0,699.2827,200.00000010221265,1.0,4899.9673,4949.959450213348,
2,485.04,733825.5532743279,0.0033333334,0.0033333336,4883.2944,733825.5532743279,5.4391416e-20,500.0,4849.947553909953,1.0,100,1.0,1.0,0.0033333334,4849.947553909953,500,1.0,754.1326,299.999969473632,1.0,4883.2944,4849.947553909953,
2,485.04,733830.5961211761,0.0025,0.0024999997,4874.962,733830.5961211761,5.434597e-20,500.0,4849.964400003611,1.0,100,1.0,1.0,0.0025,4849.964400003611,500,1.0,779.97974,400.0,1.0,4874.962,4849.964400003611,
1,480.05,968673.2322451025,0.002,0.0020000003,4859.961,968673.2322451025,5.431875e-20,500.0,4799.958644135491,1.0,100,1.0,1.0,0.002,4799.958644135491,500,1.0,824.2524,500.00000664260017,1.0,4859.961,4799.958644135491,
2,490.02,494919.97192926775,0.01,0.009999998,4899.854,494919.97192926775,3.5044917e-18,500.0,4899.8537746923685,1.0,100,1.0,1.0,0.01,4899.8537746923685,500,1.0,699.9791,100.0,1.0,4899.854,4899.8537746923685,
2,490.03,493934.2113385491,0.005,0.0049999994,4899.9067,493934.2113385491,2.179301e-19,500.0,4899.959041893042,1.0,100,1.0,1.0,0.005,4899.959041893042,500,1.0,699.6305,200.00000010221265,1.0,4899.9067,4899.959041893042,
2,480.05,968675.3084518029,0.0033333334,0.0033333336,4866.593,968675.3084518029,5.4391416e-20,500.0,4799.963862776262,1.0,100,1.0,1.0,0.0033333334,4799.963862776262,500,1.0,805.11145,299.999969473632,1.0,4866.593,4799.963862776262,
2,495.01,249987.1858752185,0.0025,0.0024999997,4887.4126,249987.1858752185,5.434597e-20,500.0,4949.872964793476,1.0,100,1.0,1.0,0.0025,4949.872964793476,500,1.0,741.165,400.0,1.0,4887.4126,4949.872964793476,
1,485.03,734797.7138944855,0.001999616,0.002,4879.9,734797.7138944855,2.7540942e-15,499.996185331838,4849.832382924615,1.0000882,100,1.0000004,1.0000076,0.0020001756,4849.832382924615,500,1.0,764.95044,500.0000316566315,0.9998083,4879.9,4849.832382924615,6.8850603e-10
2,490.02,494919.5702243389,0.01,0.009999998,4899.8516,494919.5702243389,3.5044917e-18,500.0,4899.851783481668,1.0,100,1.0,1.0,0.01,4899.851783481668,500,1.0,699.9788,100.0,1.0,4899.8516,4899.851783481668,
2,490.03,493936.8820519591,0.005,0.0049999994,4899.912,493936.8820519591,2.179301e-19,500.0,4899.972222202269,1.0,100,1.0,1.0,0.005,4899.972222202269,500,1.0,699.6313,200.00000010221265,1.0,4899.912,4899.972222202269,
2,500.0,0.011254909972743525,0.0033333334,0.0033333336,4933.2344,0.011254909972743525,5.4391416e-20,500.0,4999.877657269904,1.0,100,1.0,1.0,0.0033333334,4999.877657269904,500,1.0,573.187,299.999969473632,1.0,4933.2344,4999.877657269904,
2,490.03,493934.1915603984,0.0025,0.0024999997,4924.915,493934.1915603984,5.434597e-20,500.0,4899.959381044059,1.0,100,1.0,1.0,0.0025,4899.959381044059,500,1.0,607.34155,400.0,1.0,4924.915,4899.959381044059,
1,485.04,733822.837325372,0.002,0.0020000003,4909.9204,733822.837325372,5.431875e-20,500.0,4849.938714965522,1.0,100,1.0,1.0,0.002,4849.938714965522,500,1.0,664.2947,500.00000664260017,1.0,4909.9204,4849.938714965522,
2,485.04,733833.7726166005,0.01,0.009999998,4849.975,733833.7726166005,3.5044917e-18,500.0,4849.974911082107,1.0,100,1.0,1.0,0.01,4849.974911082107,500,1.0,852.34705,100.0,1.0,4849.975,4849.974911082107,
2,490.02,494920.4914499981,0.005,0.0049999994,4874.915,494920.4914499981,2.179301e-19,500.0,4899.856342250145,1.0,100,1.0,1.0,0.005,4899.856342250145,500,1.0,780.2919,200.00000010221265,1.0,4874.915,4899.856342250145,
2,480.07,966737.1576795182,0.0033333334,0.0033333336,4849.9946,966737.1576795182,5.4391416e-20,500.0,4800.152754077461,1.0,100,1.0,1.0,0.0033333334,4800.152754077461,500,1.0,852.1555,299.999969473632,1.0,4849.9946,4800.152754077461,
2,485.03,734803.3515066893,0.0025,0.0024999997,4849.958,734803.3515066893,5.434597e-20,500.0,4849.8510025154355,1.0,100,1.0,1.0,0.0025,4849.8510025154355,500,1.0,852.3442,400.0,1.0,4849.958,4849.8510025154355,
1,485.03,734810.4981404099,0.002,0.0020000003,4849.942,734810.4981404099,5.431875e-20,500.0,4849.874589263145,1.0,100,1.0,1.0,0.002,4849.874589263145,500,1.0,852.45825,500.00000664260017,1.0,4849.942,4849.874589263145,
2,490.02,494923.3711317676,0.01,0.009999998,4899.871,494923.3711317676,3.5044917e-18,500.0,4899.870592764532,1.0,100,1.0,1.0,0.01,4899.870592764532,500,1.0,699.98145,100.0,1.0,4899.871,4899.870592764532,
2,490.02,494925.4475067165,0.005,0.0049999994,4899.876,494925.4475067165,2.179301e-19,500.0,4899.880894160961,1.0,100,1.0,1.0,0.005,4899.880894160961,500,1.0,699.98224,200.00000010221265,1.0,4899.876,4899.880894160961,
2,495.01,249986.24704427583,0.0033333334,0.0033333336,4916.5376,249986.24704427583,5.4391416e-20,500.0,4949.863650265089,1.0,100,1.0,1.0,0.0033333334,4949.863650265089,500,1.0,640.0788,299.999969473632,1.0,4916.5376,4949.863650265089,
2,485.05,732858.0302015723,0.0025,0.0024999997,4899.9233,732858.0302015723,5.434597e-20,500.0,4850.07817255946,1.0,100,1.0,1.0,0.0025,4850.07817255946,500,1.0,699.6329,400.0,1.0,4899.9233,4850.07817255946,
1,490.03,493937.62613689253,0.002,0.0020000003,4899.934,493937.62613689253,5.431875e-20,500.0,4899.976258434192,1.0,100,1.0,1.0,0.002,4899.976258434192,500,1.0,699.56323,500.00000664260017,1.0,4899.934,4899.976258434192,
2,490.03,493937.35143305844,0.01,0.009999998,4899.975,493937.35143305844,3.5044917e-18,500.0,4899.975587530027,1.0,100,1.0,1.0,0.01,4899.975587530027,500,1.0,699.2839,100.0,1.0,4899.975,4899.975587530027,
2,485.03,734804.029879832,0.005,0.0049999994,4874.914,734804.029879832,2.179301e-19,500.0,4849.853231147207,1.0,100,1.0,1.0,0.005,4849.853231147207,500,1.0,780.2916,200.00000010221265,1.0,4874.914,4849.853231147207,
2,495.02,248988.75876823012,0.0033333334,0.0033333336,4899.93,248988.75876823012,5.4391416e-20,500.0,4949.960612228425,1.0,100,1.0,1.0,0.0033333334,4949.960612228425,500,1.0,699.51495,299.999969473632,1.0,4899.93,4949.960612228425,
2,490.04,492949.12032394885,0.0025,0.0024999997,4899.9644,492949.12032394885,5.434597e-20,500.0,4900.069206986242,1.0,100,1.0,1.0,0.0025,4900.069206986242,500,1.0,699.28235,400.0,1.0,4899.9644,4900.069206986242,
1,485.04,733829.5775769098,0.0019996779,0.002,4889.9663,733829.5775769098,4.5760248e-15,500.0,4849.960788433585,1.0002103,100,0.9999994,1.0,0.0020004218,4849.960788433585,500,1.0,732.717,499.99999338560156,0.99983835,4889.9663,4849.960788433585,1.1440808e-09
2,480.06,967716.5959688214,0.01,0.009999998,4800.083,967716.5959688214,3.5044917e-18,500.0,4800.0837974772985,1.0,100,1.0,1.0,0.01,4800.0837974772985,500,1.0,978.79486,100.0,1.0,4800.083,4800.0837974772985,
2,485.04,733829.9496489512,0.005,0.0049999994,4825.023,733829.9496489512,2.179301e-19,500.0,4849.962580516114,1.0,100,1.0,1.0,0.005,4849.962580516114,500,1.0,918.08905,200.00000010221265,1.0,4825.023,4849.962580516114,
2,485.04,733834.5981590099,0.0033333334,0.0033333336,4833.3413,733834.5981590099,5.4391416e-20,500.0,4849.978036639673,1.0,100,1.0,1.0,0.0033333334,4849.978036639673,500,1.0,896.788,299.999969473632,1.0,4833.3413,4849.978036639673,
2,500.0,0.01813052109512874,0.0025,0.0024999997,4874.9697,0.01813052109512874,5.434597e-20,500.0,4999.854780517198,1.0,100,1.0,1.0,0.0025,4999.854780517198,500,1.0,779.9811,400.0,1.0,4874.9697,4999.854780517198,
1,490.03,493931.69270534924,0.002,0.0020000003,4879.9663,493931.69270534924,5.431875e-20,500.0,4899.946994144298,1.0,100,1.0,1.0,0.002,4899.946994144298,500,1.0,764.58795,500.00000664260017,1.0,4879.9663,4899.946994144298,
2,485.06,731876.2460728642,0.01,0.009999998,4850.162,731876.2460728642,3.5044917e-18,500.0,4850.161858459174,1.0,100,1.0,1.0,0.01,4850.161858459174,500,1.0,851.20935,100.0,1.0,4850.162,4850.161858459174,
2,485.05,732850.0967325548,0.005,0.0049999994,4850.1064,732850.0967325548,2.179301e-19,500.0,4850.052174686398,1.0,100,1.0,1.0,0.005,4850.052174686398,500,1.0,851.4925,200.00000010221265,1.0,4850.1064,4850.052174686398,
2,485.04,733820.0161029234,0.0033333334,0.0033333336,4850.0483,733820.0161029234,5.4391416e-20,500.0,4849.929445803664,1.0,100,1.0,1.0,0.0033333334,4849.929445803664,500,1.0,851.7748,299.999969473632,1.0,4850.0483,4849.929445803664,
2,495.02,248987.47226126734,0.0025,0.0024999997,4875.0225,248987.47226126734,5.434597e-20,500.0,4949.945509745396,1.0,100,1.0,1.0,0.0025,4949.945509745396,500,1.0,779.51,400.0,1.0,4875.0225,4949.945509745396,
1,490.02,494918.9369958837,0.002,0.0020000003,4879.988,494918.9369958837,5.431875e-20,500.0,4899.848642303374,1.0,100,1.0,1.0,0.002,4899.848642303374,500,1.0,764.3306,500.00000664260017,1.0,4879.988,4899.848642303374,
2,490.03,493939.79623285396,0.01,0.009999998,4899.987,493939.79623285396,3.5044917e-18,500.0,4899.987138799601,1.0,100,1.0,1.0,0.01,4899.987138799601,500,1.0,699.28564,100.0,1.0,4899.987,4899.987138799601,
2,485.05,732855.9312708287,0.005,0.0049999994,4875.0293,732855.9312708287,2.179301e-19,500.0,4850.071758766622,1.0,100,1.0,1.0,0.005,4850.071758766622,500,1.0,779.6709,200.00000010221265,1.0,4875.0293,4850.071758766622,
2,490.02,494919.39374264306,0.0033333334,0.0033333336,4883.303,494919.39374264306,5.4391416e-20,500.0,4899.850898625167,1.0,100,1.0,1.0,0.0033333334,4899.850898625167,500,1.0,754.13403,299.999969473632,1.0,4883.303,4899.850898625167,
2,490.04,492949.3950239277,0.0025,0.0024999997,4887.495,492949.3950239277,5.434597e-20,500.0,4900.070494622368,1.0,100,1.0,1.0,0.0025,4900.070494622368,500,1.0,740.67285,400.0,1.0,4887.495,4900.070494622368,
1,490.03,493939.53572128713,0.002,0.0020000003,4889.994,493939.53572128713,5.431875e-20,500.0,4899.985835204628,1.0,100,1.0,1.0,0.002,4899.985835204628,500,1.0,732.59955,500.00000664260017,1.0,4889.994,4899.985835204628,
2,480.07,966741.1034160977,0.01,0.009999998,4800.161,966741.1034160977,3.5044917e-18,500.0,4800.16148970368,1.0,100,1.0,1.0,0.01,4800.16148970368,500,1.0,978.3014,100.0,1.0,4800.161,4800.16148970368,
2,475.06,1198471.9072519985,0.005,0.0049999994,4775.0645,1198471.9072519985,2.179301e-19,500.0,4749.968364656819,1.0,100,1.0,1.0,0.005,4749.968364656819,500,1.0,1035.5724,200.00000010221265,1.0,4775.0645,4749.968364656819,
2,485.05,732854.5642304345,0.0033333334,0.0033333336,4800.0654,732854.5642304345,5.4391416e-20,500.0,4850.066761518773,1.0,100,1.0,1.0,0.0033333334,4850.066761518773,500,1.0,978.7912,299.999969473632,1.0,4800.0654,4850.066761518773,
2,495.01,249987.06618726236,0.0025,0.0024999997,4837.517,249987.06618726236,5.434597e-20,500.0,4949.871795494566,1.0,100,1.0,1.0,0.0025,4949.871795494566,500,1.0,885.7787,400.0,1.0,4837.517,4949.871795494566,
1,485.05,732845.5014703188,0.002,0.0020000003,4840.0215,732845.5014703188,5.431875e-20,500.0,4850.0366401539195,1.0,100,1.0,1.0,0.002,4850.0366401539195,500,1.0,879.09705,500.00000664260017,1.0,4840.0215,4850.0366401539195,
2,495.01,249985.69625991918,0.01,0.009999998,4949.8584,249985.69625991918,3.5044917e-18,500.0,4949.858227448183,1.0,100,1.0,1.0,0.01,4949.858227448183,500,1.0,497.4795,100.0,1.0,4949.8584,4949.858227448183,
2,500.0,0.017134992827220537,0.005,0.0049999994,4974.8516,0.017134992827220537,2.179301e-19,500.0,4999.846205219902,1.0,100,1.0,1.0,0.005,4999.846205219902,500,1.0,352.65793,200.00000010221265,1.0,4974.8516,4999.846205219902,
2,495.01,249987.05151809574,0.0033333334,0.0033333336,4966.526,249987.05151809574,5.4391416e-20,500.0,4949.871657531387,1.0,100,1.0,1.0,0.0033333334,4949.871657531387,500,1.0,406.8737,299.999969473632,1.0,4966.526,4949.871657531387,
2,490.03,493940.39298617066,0.0025,0.0024999997,4949.8916,493940.39298617066,5.434597e-20,500.0,4899.989954894241,1.0,100,1.0,1.0,0.0025,4899.989954894241,500,1.0,497.23224,400.0,1.0,4949.8916,4899.989954894241,
1,500.0,0.020358733569052857,0.002,0.0020000003,4959.877,0.020358733569052857,5.431875e-20,500.0,4999.8141803221,1.0,100,1.0,1.0,0.002,4999.8141803221,500,1.0,445.18616,500.00000664260017,1.0,4959.877,4999.8141803221,
2,495.02,248989.46435806167,0.01,0.009999998,4949.9644,248989.46435806167,3.5044917e-18,500.0,4949.964982146609,1.0,100,1.0,1.0,0.01,4949.964982146609,500,1.0,496.4872,100.0,1.0,4949.9644,4949.964982146609,
2,495.01,249986.43201453646,0.005,0.0049999994,4949.915,249986.43201453646,2.179301e-19,500.0,4949.86553237229,1.0,100,1.0,1.0,0.005,4949.86553237229,500,1.0,496.98398,200.00000010221265,1.0,4949.915,4949.86553237229,
2,490.03,493934.9277271567,0.0033333334,0.0033333336,4933.2646,493934.9277271567,5.4391416e-20,500.0,4899.9625554034355,1.0,100,1.0,1.0,0.0033333334,4899.9625554034355,500,1.0,572.9006,299.999969473632,1.0,4933.2646,4899.9625554034355,
2,490.02,494924.9284881286,0.0025,0.0024999997,4924.918,494924.9284881286,5.434597e-20,500.0,4899.87832379338,1.0,100,1.0,1.0,0.0025,4899.87832379338,500,1.0,607.3419,400.0,1.0,4924.918,4899.87832379338,
1,495.01,249984.47280660653,0.002,0.0020000003,4929.904,249984.47280660653,5.431875e-20,500.0,4949.8460905597485,1.0,100,1.0,1.0,0.002,4949.8460905597485,500,1.0,587.1012,500.00000664260017,1.0,4929.904,4949.8460905597485,
2,500.0,0.016975767999296155,0.01,0.009999998,4999.8643,0.016975767999296155,3.5044917e-18,500.0,4999.864371805669,1.0,100,1.0,1.0,0.01,4999.864371805669,500,1.0,0.12961747,100.0,1.0,4999.8643,4999.864371805669,
2,495.02,248988.0508661147,0.005,0.0049999994,4974.907,248988.0508661147,2.179301e-19,500.0,4949.950880236966,1.0,100,1.0,1.0,0.005,4949.950880236966,500,1.0,351.95444,200.00000010221265,1.0,4974.907,4949.950880236966,
2,485.03,734805.9645151006,0.0033333334,0.0033333336,4933.225,734805.9645151006,5.4391416e-20,500.0,4849.859619007414,1.0,100,1.0,1.0,0.0033333334,4849.859619007414,500,1.0,573.186,299.999969473632,1.0,4933.225,4849.859619007414,
2,495.02,248985.80750425547,0.0025,0.0024999997,4937.401,248985.80750425547,5.434597e-20,500.0,4949.929739467364,1.0,100,1.0,1.0,0.0025,4949.929739467364,500,1.0,555.0522,400.0,1.0,4937.401,4949.929739467364,
1,490.04,492949.31631078344,0.002,0.0020000003,4929.9355,492949.31631078344,5.431875e-20,500.0,4900.069285209007,1.0,100,1.0,1.0,0.002,4900.069285209007,500,1.0,586.7652,500.00000664260017,1.0,4929.9355,4900.069285209007,
2,495.01,249985.6590512003,0.01,0.009999998,4949.858,249985.6590512003,3.5044917e-18,500.0,4949.857861861591,1.0,100,1.0,1.0,0.01,4949.857861861591,500,1.0,497.4795,100.0,1.0,4949.858,4949.857861861591,
2,485.05,732851.6723005181,0.005,0.0049999994,4899.9575,732851.6723005181,2.179301e-19,500.0,4850.057428247193,1.0,100,1.0,1.0,0.005,4850.057428247193,500,1.0,699.2814,200.00000010221265,1.0,4899.9575,4850.057428247193,
2,500.0,0.018916264784265616,0.0033333334,0.0033333336,4933.2544,0.018916264784265616,5.4391416e-20,500.0,4999.847644023661,1.0,100,1.0,1.0,0.0033333334,4999.847644023661,500,1.0,572.8994,299.999969473632,1.0,4933.2544,4999.847644023661,
2,490.03,493933.2437780289,0.0025,0.0024999997,4924.9297,493933.2437780289,5.434597e-20,500.0,4899.9550412949675,1.0,100,1.0,1.0,0.0025,4899.9550412949675,500,1.0,607.13806,400.0,1.0,4924.9297,4899.9550412949675,
1,470.07,1423207.4792550146,0.002,0.0020000003,4879.9346,1423207.4792550146,5.431875e-20,500.0,4699.953875692227,1.0,100,1.0,1.0,0.002,4699.953875692227,500,1.0,764.71344,500.00000664260017,1.0,4879.9346,4699.953875692227,
2,495.01,249985.18499399463,0.01,0.009999998,4949.853,249985.18499399463,3.5044917e-18,500.0,4949.853147808895,1.0,100,1.0,1.0,0.01,4949.853147808895,500,1.0,497.47894,100.0,1.0,4949.853,4949.853147808895,
2,495.01,249984.0131691301,0.005,0.0049999994,4949.847,249984.0131691301,2.179301e-19,500.0,4949.841532300937,1.0,100,1.0,1.0,0.005,4949.841532300937,500,1.0,497.4784,200.00000010221265,1.0,4949.847,4949.841532300937,
2,500.0,0.01703908835550429,0.0033333334,0.0033333336,4966.52,0.01703908835550429,5.4391416e-20,500.0,4999.865172893651,1.0,100,1.0,1.0,0.0033333334,4999.865172893651,500,1.0,406.8732,299.999969473632,1.0,4966.52,4999.865172893651,
2,475.08,1196556.531298854,0.0025,0.0024999997,4912.4316,1196556.531298854,5.434597e-20,500.0,4750.164534252741,1.0,100,1.0,1.0,0.0025,4750.164534252741,500,1.0,655.0449,400.0,1.0,4912.4316,4750.164534252741,
1,485.04,733824.9536991345,0.002,0.0020000003,4899.9346,733824.9536991345,5.431875e-20,500.0,4849.945493763111,1.0,100,1.0,1.0,0.002,4849.945493763111,500,1.0,699.4206,500.00000664260017,1.0,4899.9346,4849.945493763111,
2,490.03,493937.9208081859,0.01,0.009999998,4899.9785,493937.9208081859,3.5044917e-18,500.0,4899.978485822037,1.0,100,1.0,1.0,0.01,4899.978485822037,500,1.0,699.2843,100.0,1.0,4899.9785,4899.978485822037,
2,480.05,968672.1753243081,0.005,0.0049999994,4849.968,968672.1753243081,2.179301e-19,500.0,4799.956472018956,1.0,100,1.0,1.0,0.005,4799.956472018956,500,1.0,852.34564,200.00000010221265,1.0,4849.968,4799.956472018956,
2,490.04,492950.8414297492,0.0033333334,0.0033333336,4866.6704,492950.8414297492,5.4391416e-20,500.0,4900.077291501331,1.0,100,1.0,1.0,0.0033333334,4900.077291501331,500,1.0,804.7114,299.999969473632,1.0,4866.6704,4900.077291501331,
