AvgVanillaIw,ESSRenyi,MaxVanillaIw,Bound,BatchSize,AvgNormIw,VarJ,AvgEpLen,VarNormIw,VarVanillaIw,VanillaAvgRet,ESSClassic,AvgRet,J,MinNormIw,VarRet,eRenyi2,MaxNormIw,AvgDiscRet,VarDiscRet,MinVanillaIw
0.9473761,36.32748316164775,3.7825909,-878.9553,100,0.01,200.15668,200.0,0.00018428222,1.6539729,-2446.1555259310257,35.40581833167394,-2446.1555259310257,-74.90341,1.7742653e-13,5454137.527442945,2.7527368,0.039927024,-2446.1555259310257,5454137.527442945,1.6808966e-11
1.0088606,89.5297966503896,1.3438966,-269.59103,100,0.01,43.526634,200.0,1.1240932e-05,0.11441019,-86.55048179751077,89.98589095757906,-86.55048179751077,-16.349981,0.00062093243,194733.04641714602,1.1169466,0.013320936,-86.55048179751077,194733.04641714602,0.06264342
0.9911104,84.63860180868099,1.8369642,-11.760077,100,0.009999999,8.6434765,200.0,2.0643052e-05,0.20277669,-9.69229179463311,83.03123426627876,-9.69229179463311,-8.969199,0.00091846986,85.27005764144269,1.181494,0.018534407,-9.69229179463311,85.27005764144269,0.0910305
0.97212684,95.22846647986378,1.1996131,-235.2377,100,0.010000002,43.150127,200.0,6.6547555e-06,0.06288949,-35.21639834618337,93.81899774983027,-35.21639834618337,-13.543811,0.0016429403,65660.48918628633,1.0501062,0.012340088,-35.21639834618337,65660.48918628633,0.15971464
1.0715207,30.61931806070099,4.5616055,-8.524943,100,0.01,8.842478,200.0,0.00021795556,2.502471,-7.621935135664099,31.668019553404836,-7.621935135664099,-4.3407393,,51.35549780944419,3.265912,0.042571325,-7.621935135664099,51.35549780944419,
1.0503752,68.92882201638017,1.9529265,-10.200792,100,0.01,7.9365277,200.0,3.7580146e-05,0.4146173,-8.376945014606344,72.88397348726976,-8.376945014606344,-7.7419467,1.7350021e-07,51.84727593218934,1.4507719,0.018592656,-8.376945014606344,51.84727593218934,1.8224033e-05
1.0139941,27.022072869266843,5.1838317,-8.848082,100,0.010000002,8.299079,200.0,0.00027727825,2.8509302,-7.503169365556855,26.70187918436491,-7.503169365556855,-4.9979353,,47.2525282770155,3.7006783,0.0511229,-7.503169365556855,47.2525282770155,
1.03264,64.46884915459552,3.6066375,-10.13316,100,0.010000002,8.442387,200.0,4.5501183e-05,0.48519978,-8.456680524525764,68.94356034568624,-8.456680524525764,-7.60517,0.0007419396,50.70643178783509,1.5511367,0.034926377,-8.456680524525764,50.70643178783509,0.07661565
1.0647401,88.6052206324505,1.3671052,-10.493689,100,0.01,7.5459685,200.0,1.0567355e-05,0.11979909,-8.580930370257226,90.52912834764797,-8.580930370257226,-8.3487015,0.0014796536,52.05823383201036,1.1286017,0.012839803,-8.580930370257226,52.05823383201036,0.15754466
0.8767741,69.49512074067748,1.8943576,-9.159807,100,0.01,8.167468,200.0,5.3526204e-05,0.41147348,-7.55130768269591,65.36334659245759,-7.55130768269591,-6.7786455,1.6912367e-08,45.1391576252759,1.43895,0.021605995,-7.55130768269591,45.1391576252759,1.4828324e-06
0.9935807,74.0420162400468,6.0642743,-9.185091,100,0.01,8.512442,200.0,4.706174e-05,0.46459484,-7.451920616142247,68.21694654393889,-7.451920616142247,-6.8369513,0.0042415527,48.48976420157427,1.3505845,0.06103454,-7.451920616142247,48.48976420157427,0.4214325
0.9277139,80.39217189567638,2.3431077,-8.600245,100,0.01,6.824311,200.0,2.1720067e-05,0.1869344,-6.743112405160956,82.30257851218347,-6.743112405160956,-6.3468685,0.0022850754,47.20486872860244,1.2439022,0.025256794,-6.743112405160956,47.20486872860244,0.21198961
0.98247373,77.58486964226422,2.7005339,-10.285528,100,0.01,7.856897,200.0,2.0311994e-05,0.19606248,-8.544216980620694,83.25780009015523,-8.544216980620694,-8.004311,0.0049093743,54.69668189601712,1.2889111,0.027487084,-8.544216980620694,54.69668189601712,0.48233312
1.049154,72.54960245474562,4.5770044,-10.892641,100,0.01,6.715009,200.0,5.2972442e-05,0.5830805,-9.251488047039896,65.59841485596613,-9.251488047039896,-8.536799,0.004923348,48.567593750694,1.3783673,0.043625668,-9.251488047039896,48.567593750694,0.51653504
1.0365567,47.23320102464068,3.070253,-8.932245,100,0.01,10.357968,200.0,0.00011755286,1.2630469,-7.725343680329986,46.215555484583085,-7.725343680329986,-6.169898,2.531182e-08,51.60063175587708,2.1171548,0.029619727,-7.725343680329986,51.60063175587708,2.623714e-06
0.96650535,82.59012530774604,2.2247393,-10.518158,100,0.01,7.980715,200.0,1.864894e-05,0.17420584,-8.712969306125181,84.4149363362854,-8.712969306125181,-8.314242,0.0017945749,55.82518738850464,1.2107985,0.023018386,-8.712969306125181,55.82518738850464,0.17344663
0.8562565,49.196688273011745,4.8709903,-10.228454,100,0.01,10.11662,200.0,0.00010684845,0.7833863,-8.720419098598693,48.59559327430056,-8.720419098598693,-7.370294,0.00029755585,59.44516339397122,2.0326571,0.056887046,-8.720419098598693,59.44516339397122,0.025478411
0.90545624,87.34168384810312,2.4768183,-9.193137,100,0.01,7.5252004,200.0,1.4779033e-05,0.12116606,-7.325146844918302,87.23625335207906,-7.325146844918302,-7.077971,0.005066143,48.59298462955004,1.1449287,0.027354369,-7.325146844918302,48.59298462955004,0.45871708
0.9548671,91.04862988147495,1.6368077,-9.399218,100,0.01,7.1585665,200.0,1.0701683e-05,0.09757486,-7.467710211551163,90.42027278918901,-7.467710211551163,-7.2813764,0.003227307,47.973511394762184,1.0983142,0.017141733,-7.467710211551163,47.973511394762184,0.30816492
1.0538611,88.81014047670268,1.3606298,-9.775889,100,0.01,6.9402604,200.0,1.0029667e-05,0.11139181,-7.9843227611681575,90.96749676675894,-7.9843227611681575,-7.6408033,0.0013872553,45.48806540097453,1.1259975,0.0129109025,-7.9843227611681575,45.48806540097453,0.14619744
0.94692403,90.46329530188966,2.4143236,-9.580777,100,0.010000002,7.595707,200.0,8.566145e-06,0.076809645,-7.646664921304731,92.18247324216269,-7.646664921304731,-7.4627304,0.0071493266,51.47474277008357,1.1054207,0.025496487,-7.646664921304731,51.47474277008357,0.67698693
0.9600421,93.00781184601692,1.2570137,-9.906535,100,0.010000003,7.751005,200.0,1.2007214e-05,0.11066818,-8.0482706566325,89.37576207510668,-8.0482706566325,-7.812571,0.001047351,56.10746843559736,1.0751785,0.013093318,-8.0482706566325,56.10746843559736,0.10055011
1.0112994,43.46741620589087,10.001923,-9.168985,100,0.01,9.828513,200.0,0.00018396131,1.8814209,-8.024982981163328,35.44570098278087,-8.024982981163328,-6.1520786,0.0002195958,55.547134499929655,2.3005738,0.0989017,-8.024982981163328,55.547134499929655,0.022207709
0.94534755,74.19140064768608,1.7526628,-10.41194,100,0.01,8.373962,200.0,4.1466024e-05,0.3705743,-8.665283217654164,70.89615488431429,-8.665283217654164,-8.109722,2.4204737e-05,51.994189552918634,1.3478651,0.018539878,-8.665283217654164,51.994189552918634,0.0022881888
0.96129966,92.05478201343938,1.2809494,-10.05264,100,0.01,7.8026214,200.0,9.289333e-06,0.08584244,-8.193554577599796,91.57808434546868,-8.193554577599796,-8.029214,0.0027898808,54.78811578986965,1.0863097,0.013325183,-8.193554577599796,54.78811578986965,0.26819116
0.9377283,83.40446094030024,2.2807696,-11.284055,100,0.01,7.839251,200.0,1.8347675e-05,0.1613374,-9.472367506037152,84.6279976902682,-9.472367506037152,-9.103782,0.0027294913,60.005540321439646,1.1989766,0.024322286,-9.472367506037152,60.005540321439646,0.25595212
0.8700847,33.37910092896839,4.1718316,-9.05575,100,0.009999999,8.221098,200.0,0.00022541532,1.7065005,-8.322145634597428,30.9443165705164,-8.322145634597428,-5.5957932,1.230017e-25,53.27056395969433,2.9958866,0.04794742,-8.322145634597428,53.27056395969433,1.0702189e-23
1.0299581,89.9202021407132,1.3333569,-11.093658,100,0.01,7.4225154,200.0,8.84257e-06,0.0938032,-9.204665591591738,91.95051220729776,-9.204665591591738,-9.007345,0.0018065866,53.73134796299126,1.1120971,0.012945739,-9.204665591591738,53.73134796299126,0.18607086
1.0436902,90.91085248214806,2.1199942,-10.0366,100,0.009999999,7.112453,200.0,7.3964857e-06,0.08056914,-8.144672611738578,93.17709763612827,-8.144672611738578,-7.915592,0.005827527,52.15527539214462,1.0999787,0.020312484,-8.144672611738578,52.15527539214462,0.6082133
1.0754021,35.92518065570094,4.8699427,-8.7765045,100,0.010000002,7.8430395,200.0,0.0001717587,1.986372,-7.937244071372017,37.03139449407025,-7.937244071372017,-5.441853,6.1244045e-08,58.203724729887284,2.783563,0.045284852,-7.937244071372017,58.203724729887284,6.5861977e-06
0.9855725,65.00138896691469,2.4551752,-9.761277,100,0.01,8.789178,200.0,5.103261e-05,0.49570686,-8.105955411994268,66.43535261810779,-8.105955411994268,-7.2498236,9.377217e-05,51.61538300184343,1.5384287,0.024911158,-8.105955411994268,51.61538300184343,0.009241927
1.046391,86.79951438012017,2.08536,-8.573868,100,0.01,7.0679917,200.0,1.5157613e-05,0.16596588,-6.7411888307241865,86.95196436187778,-6.7411888307241865,-6.436732,0.0026486462,50.35191119151954,1.1520802,0.01992907,-6.7411888307241865,50.35191119151954,0.27715197
1.0240853,87.5014472992197,1.6245826,-9.67355,100,0.01,7.117454,200.0,1.1946011e-05,0.12528385,-7.72960414260639,89.42418693902275,-7.72960414260639,-7.509091,0.0026516616,45.83799883615584,1.1428382,0.015863745,-7.72960414260639,45.83799883615584,0.27155274
0.8479443,62.83653273547572,2.122863,-9.056572,100,0.01,9.147518,200.0,7.531679e-05,0.541535,-7.497110071285355,57.285705768576676,-7.497110071285355,-6.55473,6.064932e-09,48.37480226260891,1.5914309,0.025035406,-7.497110071285355,48.37480226260891,5.142725e-07
1.0530957,33.470557460648216,5.006752,-9.215088,100,0.009999999,9.125872,200.0,0.00021125242,2.3428118,-8.077753751675377,32.34781648744266,-8.077753751675377,-5.727709,3.011874e-10,52.36485436788945,2.9877005,0.047543183,-8.077753751675377,52.36485436788945,3.1717917e-08
1.0572115,38.51947172454164,3.5910797,-8.843019,100,0.01,9.305559,200.0,0.00016230413,1.8140672,-7.6480443422094675,38.36104553997247,-7.6480443422094675,-5.6039543,3.2624312e-21,45.672480631532814,2.5960896,0.033967465,-7.6480443422094675,45.672480631532814,3.44908e-19
1.0146866,89.86492848982049,1.8818145,-10.1388645,100,0.01,7.353029,200.0,5.8163578e-06,0.059884567,-8.340598987430495,94.5553354248962,-8.340598987430495,-8.001079,0.00821654,58.56487192330775,1.1127812,0.018545771,-8.340598987430495,58.56487192330775,0.8337213
0.96401787,96.33244365109788,1.29498,-9.211171,100,0.01,6.6723084,200.0,3.9145502e-06,0.036379106,-7.30955598693764,96.26918089705863,-7.30955598693764,-7.227587,0.005015184,43.725224791219134,1.0380719,0.013433154,-7.30955598693764,43.725224791219134,0.4834727
1.0121331,85.6021986374032,3.0154333,-10.6418,100,0.010000002,7.1603703,200.0,1.3774451e-05,0.14110735,-8.888425270504719,87.99973029412324,-8.888425270504719,-8.461777,0.008023762,51.586326824093206,1.1681943,0.02979285,-8.888425270504719,51.586326824093206,0.8121116
1.0132706,92.74806484817861,4.2649293,-9.384179,100,0.010000002,6.230359,200.0,1.5531734e-05,0.15946703,-7.502351880449291,86.67280477619656,-7.502351880449291,-7.3465805,0.008333081,43.74437850177576,1.0781896,0.04209072,-7.502351880449291,43.74437850177576,0.84436667
1.0155511,92.75481288282913,1.8154407,-8.791815,100,0.01,6.8459167,200.0,8.0558575e-06,0.08308359,-6.951242908261597,92.61377035835638,-6.951242908261597,-6.7914586,0.0031388754,45.1303589561636,1.0781112,0.017876409,-6.951242908261597,45.1303589561636,0.31876883
1.0381371,77.33751793509411,5.787341,-10.218718,100,0.01,8.891083,200.0,5.0154897e-05,0.5405336,-8.511366123103777,66.82109167261646,-8.511366123103777,-7.925829,0.005786541,54.81130004521838,1.2930335,0.05574737,-8.511366123103777,54.81130004521838,0.60072225
0.94762695,83.12008683972849,1.502795,-9.435428,100,0.010000002,7.6339808,200.0,2.5078822e-05,0.22520705,-7.56227440182561,80.11018956709475,-7.56227440182561,-7.220261,6.303658e-05,48.265072277589795,1.2030786,0.015858509,-7.56227440182561,48.265072277589795,0.0059735165
1.0086371,98.85168078689097,1.289362,-9.376173,100,0.01,6.347293,200.0,9.76171e-07,0.009931065,-7.419927642574979,99.04285610490868,-7.419927642574979,-7.3969646,0.007830654,40.617785348101656,1.0116166,0.01278321,-7.419927642574979,40.617785348101656,0.78982884
0.9864399,97.20917032748703,1.7075734,-10.621697,100,0.010000002,7.5955877,200.0,1.9444196e-06,0.018920438,-8.686999718346948,98.1113811887076,-8.686999718346948,-8.630972,0.009119417,58.059084102423476,1.0287095,0.017310467,-8.686999718346948,58.059084102423476,0.89957565
1.0573132,94.93886235541773,2.3881366,-10.841765,100,0.01,8.036672,200.0,6.4876326e-06,0.07252596,-8.89805137684514,93.96485876164022,-8.89805137684514,-8.786265,0.0064780284,64.92635376134282,1.0533094,0.022586843,-8.89805137684514,64.92635376134282,0.68493044
