EpRewMean,EpisodesSoFar,EpThisIter,ev_tdlam_before,Step_size,entloss,EpLenMean,optimgain,DiscEpRewMean,meankl,entropy,TimestepsSoFar,J_hat,SampleRenyi2,TimeElapsed,Var_J,surrgain
0.583700494916,100,100,-0.0150665044785,1.0,,500.0,0.0195326,0.177156095097,0.00900945,2.83393,50000,3.627251386642456,4.81109e+06,71.67583918571472,0.33699220418930054,0.0195326
