AvgVanillaIw,MinVanillaIw,Delta,VarDiscRet,AvgRet,J,MaxNormIw,ESSRenyi,MinNormIw,AvgDiscRet,Bound,eRenyi2,EpsThisIter,AvgEpLen,VarRet,MaxVanillaIw,AvgNormIw,VarNormIw,ESSClassic,VanillaAvgRet,VarVanillaIw,BatchSize,VarJ,IterType
1.0,1.0,1.0,966405.2223231234,4799.3295011070695,4765.665,0.0033333334,500.0,0.0033333334,4799.3295011070695,4765.665,1.0,100,480.07,966405.2223231234,1.0,0.0033333336,5.4391416e-20,299.999969473632,4799.3295011070695,,500,1053.1494,2
1.0,1.0,1.0,966404.557766047,4799.3281961654375,4774.081,0.0025,500.0,0.0025,4799.3281961654375,4774.081,1.0,100,480.07,966404.557766047,1.0,0.0024999997,5.434597e-20,400.0,4799.3281961654375,,500,1035.0074,2
0.93344885,2.5763619e-12,1.0,732602.4690327892,4849.233851245074,4915.608,0.026040109,,5.520092e-15,4849.233851245074,4915.608,inf,100,485.05,732602.4690327892,12.153555,0.002,1.18705875e-05,126.20808051767388,4849.233851245074,2.5857897,500,741.4136,1
1.0,1.0,1.0,970913.242626679,4791.572794614327,4791.5728,0.01,500.0,0.01,4791.572794614327,4791.5728,1.0,100,479.31,970913.242626679,1.0,0.009999998,3.5044917e-18,100.0,4791.572794614327,,500,980.4102,2
1.0,1.0,1.0,1197072.349120747,4749.190589888959,4770.3813,0.005,500.0,0.005,4749.190589888959,4770.3813,1.0,100,475.07,1197072.349120747,1.0,0.0049999994,2.179301e-19,200.00000010221265,4749.190589888959,,500,1036.1477,2
1.0,1.0,1.0,1197070.9340623105,4749.187419018366,4763.317,0.0033333334,500.0,0.0033333334,4749.187419018366,4763.317,1.0,100,475.07,1197070.9340623105,1.0,0.0033333336,5.4391416e-20,299.999969473632,4749.187419018366,,500,1053.9772,2
1.0,1.0,1.0,968554.6747831401,4792.165906778234,4770.5293,0.0025,500.0,0.0025,4792.165906778234,4770.5293,1.0,100,479.37,968554.6747831401,1.0,0.0024999997,5.434597e-20,400.0,4792.165906778234,,500,1035.8688,2
0.7051644,1.3933894e-06,1.0,2269048.289480162,4499.348441346046,4884.134,0.06627434,,3.9519565e-09,4499.348441346046,4884.134,inf,100,450.13,2269048.289480162,23.36715,0.0019999999,2.8667217e-05,61.33109792151704,4499.348441346046,3.5637422,500,1017.13574,1
1.0,1.0,1.0,1197943.136598669,4748.920741096228,4748.921,0.01,500.0,0.01,4748.920741096228,4748.921,1.0,100,475.06,1197943.136598669,1.0,0.009999998,3.5044917e-18,100.0,4748.920741096228,,500,1089.0195,2
1.0,1.0,1.0,2061618.7875817113,4548.158876457809,4648.5396,0.005,500.0,0.005,4548.158876457809,4648.5396,1.0,100,455.03,2061618.7875817113,1.0,0.0049999994,2.179301e-19,200.00000010221265,4548.158876457809,,500,1274.1897,2
1.0,1.0,1.0,1196004.7956118577,4749.068099734183,4682.0493,0.0033333334,500.0,0.0033333334,4749.068099734183,4682.0493,1.0,100,475.08,1196004.7956118577,1.0,0.0033333336,5.4391416e-20,299.999969473632,4749.068099734183,,500,1216.265,2
1.0,1.0,1.0,733662.0470315764,4843.805549469128,4722.4883,0.0025,500.0,0.0025,4843.805549469128,4722.4883,1.0,100,484.54,733662.0470315764,1.0,0.0024999997,5.434597e-20,400.0,4843.805549469128,,500,1138.4034,2
1.0334939,5.0465515e-05,1.0,492738.2333565522,4899.022696404023,4806.984,0.06289054,,9.766001e-08,4899.022696404023,4806.984,inf,100,490.04,492738.2333565522,32.498493,0.0019999999,1.768588e-05,92.37658692887486,4899.022696404023,4.7226152,500,1467.0496,1
1.0,1.0,1.0,733309.6734575736,4847.052623519106,4847.0522,0.01,500.0,0.01,4847.052623519106,4847.0522,1.0,100,484.86,733309.6734575736,1.0,0.009999998,3.5044917e-18,100.0,4847.052623519106,,500,852.0426,2
1.0,1.0,1.0,969725.0382516542,4788.653421987551,4817.8525,0.005,500.0,0.005,4788.653421987551,4817.8525,1.0,100,479.05,969725.0382516542,1.0,0.0049999994,2.179301e-19,200.00000010221265,4788.653421987551,,500,918.6157,2
1.0,1.0,1.0,2057515.2568054989,4541.326516510248,4725.6772,0.0033333334,500.0,0.0033333334,4541.326516510248,4725.6772,1.0,100,454.37,2057515.2568054989,1.0,0.0033333336,5.4391416e-20,299.999969473632,4541.326516510248,,500,1121.8479,2
1.0,1.0,1.0,2062013.0014103146,4547.519585669008,4681.138,0.0025,500.0,0.0025,4547.519585669008,4681.138,1.0,100,454.98,2062013.0014103146,1.0,0.0024999997,5.434597e-20,400.0,4547.519585669008,,500,1208.3899,2
1.0096834,0.058388673,1.0,731018.2632517393,4843.149290557389,4859.6216,0.025868287,,0.00011565739,4843.149290557389,4859.6216,inf,100,484.49,731018.2632517393,13.059389,0.002,9.39362e-06,149.53457948621232,4843.149290557389,2.3941061,500,696.329,1
1.0,1.0,1.0,2462699.9347179094,4442.818660193872,4442.8184,0.01,500.0,0.01,4442.818660193872,4442.8184,1.0,100,444.51,2462699.9347179094,1.0,0.009999998,3.5044917e-18,100.0,4442.818660193872,,500,1561.4329,2
1.0,1.0,1.0,2459785.8766861674,4441.6470294330875,4442.2324,0.005,500.0,0.005,4441.6470294330875,4442.2324,1.0,100,444.41,2459785.8766861674,1.0,0.0049999994,2.179301e-19,200.00000010221265,4441.6470294330875,,500,1560.9711,2
1.0,1.0,1.0,733342.1401879152,4848.1395912816815,4577.535,0.0033333334,500.0,0.0033333334,4848.1395912816815,4577.535,1.0,100,484.97,733342.1401879152,1.0,0.0033333336,5.4391416e-20,299.999969473632,4848.1395912816815,,500,1379.5061,2
1.0,1.0,1.0,735215.9473267677,4842.137294904987,4643.6855,0.0025,500.0,0.0025,4842.137294904987,4643.6855,1.0,100,484.37,735215.9473267677,1.0,0.0024999997,5.434597e-20,400.0,4842.137294904987,,500,1273.7234,2
1.0112994,9.71452e-28,1.0,1195419.3359433773,4746.769250993464,4901.771,0.16820103,,1.9211956e-30,4746.769250993464,4901.771,inf,100,474.85,1195419.3359433773,85.0508,0.002,0.00011644991,16.63657922026549,4746.769250993464,29.774101,500,1958.5713,1
1.0,1.0,1.0,1640347.2283848044,4649.191925511098,4649.1924,0.01,500.0,0.01,4649.191925511098,4649.1924,1.0,100,465.1,1640347.2283848044,1.0,0.009999998,3.5044917e-18,100.0,4649.191925511098,,500,1274.3405,2
1.0,1.0,1.0,1420735.148664709,4699.19729121829,4674.1943,0.005,500.0,0.005,4699.19729121829,4674.1943,1.0,100,470.09,1420735.148664709,1.0,0.0049999994,2.179301e-19,200.00000010221265,4699.19729121829,,500,1231.203,2
1.0,1.0,1.0,1394630.3968246714,4701.959690430267,4683.4497,0.0033333334,500.0,0.0033333334,4701.959690430267,4683.4497,1.0,100,470.37,1394630.3968246714,1.0,0.0033333336,5.4391416e-20,299.999969473632,4701.959690430267,,500,1212.8369,2
1.0,1.0,1.0,1642192.2659626685,4648.953095393665,4674.825,0.0025,500.0,0.0025,4648.953095393665,4674.825,1.0,100,465.08,1642192.2659626685,1.0,0.0024999997,5.434597e-20,400.0,4648.953095393665,,500,1228.7782,2
8.814255e-25,,1.0,1422633.2013277004,4699.006089024623,4999.0454,1.0,5.938508878427084e-05,,4699.006089024623,4999.0454,8419622.0,100,470.07,1422633.2013277004,4.407128e-22,0.002,0.002,0.997162270398768,4699.006089024623,,500,,1
1.0,1.0,1.0,1855133.464688925,4599.466290584754,4599.466,0.01,500.0,0.01,4599.466290584754,4599.466,1.0,100,460.11,1855133.464688925,1.0,0.009999998,3.5044917e-18,100.0,4599.466290584754,,500,1355.2056,2
1.0,1.0,1.0,1422782.691414126,4699.252888038261,4649.3594,0.005,500.0,0.005,4699.252888038261,4649.3594,1.0,100,470.07,1422782.691414126,1.0,0.0049999994,2.179301e-19,200.00000010221265,4699.252888038261,,500,1274.7776,2
1.0,1.0,1.0,1196191.893870079,4749.441532552675,4682.7207,0.0033333334,500.0,0.0033333334,4749.441532552675,4682.7207,1.0,100,475.08,1196191.893870079,1.0,0.0033333336,5.4391416e-20,299.999969473632,4749.441532552675,,500,1216.6927,2
1.0,1.0,1.0,968376.2805367677,4799.224045947172,4711.846,0.0025,500.0,0.0025,4799.224045947172,4711.846,1.0,100,480.05,968376.2805367677,1.0,0.0024999997,5.434597e-20,400.0,4799.224045947172,,500,1162.9591,2
0.98485297,0.17650783,1.0,1421839.5432925206,4699.35809589291,4813.918,0.023164062,,0.00035844505,4699.35809589291,4813.918,inf,100,470.08,1421839.5432925206,11.406597,0.002,3.1433722e-06,280.2264585711672,4699.35809589291,0.76221687,500,845.56635,1
1.0,1.0,1.0,1199057.3474753115,4749.133457578606,4749.1333,0.01,500.0,0.01,4749.133457578606,4749.1333,1.0,100,475.05,1199057.3474753115,1.0,0.009999998,3.5044917e-18,100.0,4749.133457578606,,500,1089.526,2
1.0,1.0,1.0,967414.9502549273,4799.336070180953,4774.235,0.005,500.0,0.005,4799.336070180953,4774.235,1.0,100,480.06,967414.9502549273,1.0,0.0049999994,2.179301e-19,200.00000010221265,4799.336070180953,,500,1035.8734,2
1.0,1.0,1.0,733607.9205949629,4849.22870197367,4799.2324,0.0033333334,500.0,0.0033333334,4849.22870197367,4799.2324,1.0,100,485.04,733607.9205949629,1.0,0.0033333336,5.4391416e-20,299.999969473632,4849.22870197367,,500,979.13043,2
1.0,1.0,1.0,966447.6632476365,4799.43454073136,4799.283,0.0025,500.0,0.0025,4799.43454073136,4799.283,1.0,100,480.07,966447.6632476365,1.0,0.0024999997,5.434597e-20,400.0,4799.43454073136,,500,978.88617,2
0.89756805,1.1015928e-09,1.0,1856049.101995603,4599.35294807999,4842.2803,0.027615901,,2.4546168e-12,4599.35294807999,4842.2803,inf,100,460.1,1856049.101995603,12.393576,0.002,7.906125e-06,168.20415829556535,4599.35294807999,1.5923498,500,1249.5676,1
1.0,1.0,1.0,1419943.463028569,4699.553181954568,4699.553,0.01,500.0,0.01,4699.553181954568,4699.553,1.0,100,470.1,1419943.463028569,1.0,0.009999998,3.5044917e-18,100.0,4699.553181954568,,500,1185.6407,2
1.0,1.0,1.0,2064685.6866882422,4549.477407583856,4624.515,0.005,500.0,0.005,4549.477407583856,4624.515,1.0,100,455.12,2064685.6866882422,1.0,0.0049999994,2.179301e-19,200.00000010221265,4549.477407583856,,500,1315.4932,2
1.0,1.0,1.0,1421826.175398644,4699.33571723564,4649.4556,0.0033333334,500.0,0.0033333334,4699.33571723564,4649.4556,1.0,100,470.08,1421826.175398644,1.0,0.0033333336,5.4391416e-20,299.999969473632,4699.33571723564,,500,1274.4128,2
1.0,1.0,1.0,494769.72902521974,4899.110055120657,4711.869,0.0025,500.0,0.0025,4899.110055120657,4711.869,1.0,100,490.02,494769.72902521974,1.0,0.0024999997,5.434597e-20,400.0,4899.110055120657,,500,1162.8577,2
4.2513117e-28,,1.0,732632.7823749828,4849.334099179483,4999.2188,1.0,7.452454724221161e-27,,4849.334099179483,4999.2188,6.7091988e+28,100,485.05,732632.7823749828,2.125656e-25,0.002,0.0019999999,inf,4849.334099179483,,500,,1
1.0,1.0,1.0,1197142.3143289508,4749.329518205979,4749.3296,0.01,500.0,0.01,4749.329518205979,4749.3296,1.0,100,475.07,1197142.3143289508,1.0,0.009999998,3.5044917e-18,100.0,4749.329518205979,,500,1088.6555,2
1.0,1.0,1.0,1643346.974892275,4649.162068121184,4699.246,0.005,500.0,0.005,4649.162068121184,4699.246,1.0,100,465.07,1643346.974892275,1.0,0.0049999994,2.179301e-19,200.00000010221265,4649.162068121184,,500,1186.8237,2
1.0,1.0,1.0,733606.8514901662,4849.225182073277,4749.2393,0.0033333334,500.0,0.0033333334,4849.225182073277,4749.2393,1.0,100,485.04,733606.8514901662,1.0,0.0033333336,5.4391416e-20,299.999969473632,4849.225182073277,,500,1089.0927,2
1.0,1.0,1.0,732628.536106602,4849.320659308669,4774.2593,0.0025,500.0,0.0025,4849.320659308669,4774.2593,1.0,100,485.05,732628.536106602,1.0,0.0024999997,5.434597e-20,400.0,4849.320659308669,,500,1035.7584,2
0.002016989,,1.0,968377.3397049031,4799.225720148207,4999.034,0.99999905,8.479879178283973,,4799.225720148207,4999.034,58.963104,100,480.05,968377.3397049031,1.0084935,0.002,0.001999996,1.000001891285818,4799.225720148207,0.0020341177,500,2.439456e-06,1
1.0,1.0,1.0,1420886.526417778,4699.447824265813,4699.4478,0.01,500.0,0.01,4699.447824265813,4699.4478,1.0,100,470.09,1420886.526417778,1.0,0.009999998,3.5044917e-18,100.0,4699.447824265813,,500,1186.0344,2
1.0,1.0,1.0,1639588.6170943244,4649.543673661893,4674.4956,0.005,500.0,0.005,4649.543673661893,4674.4956,1.0,100,465.11,1639588.6170943244,1.0,0.0049999994,2.179301e-19,200.00000010221265,4649.543673661893,,500,1231.08,2
1.0,1.0,1.0,1421826.70667725,4699.337271600399,4682.777,0.0033333334,500.0,0.0033333334,4699.337271600399,4682.777,1.0,100,470.08,1421826.70667725,1.0,0.0033333336,5.4391416e-20,299.999969473632,4699.337271600399,,500,1216.434,2
1.0,1.0,1.0,492795.7647925199,4899.308956398954,4736.909,0.0025,500.0,0.0025,4899.308956398954,4736.909,1.0,100,490.04,492795.7647925199,1.0,0.0024999997,5.434597e-20,400.0,4899.308956398954,,500,1113.7963,2
1.0387559,0.0016285668,1.0,965477.0236557747,4799.524600466593,4854.963,0.093141414,,3.1356103e-06,4799.524600466593,4854.963,inf,100,480.08,965477.0236557747,48.375595,0.002,2.0280633e-05,82.50799989112338,4799.524600466593,5.47077,500,905.0221,1
1.0,1.0,1.0,1197140.5733036688,4749.325506552943,4749.325,0.01,500.0,0.01,4749.325506552943,4749.325,1.0,100,475.07,1197140.5733036688,1.0,0.009999998,3.5044917e-18,100.0,4749.325506552943,,500,1088.6547,2
1.0,1.0,1.0,2063749.104212276,4549.554448611309,4649.44,0.005,500.0,0.005,4549.554448611309,4649.44,1.0,100,455.13,2063749.104212276,1.0,0.0049999994,2.179301e-19,200.00000010221265,4549.554448611309,,500,1274.4087,2
1.0,1.0,1.0,1197145.4755922542,4749.335631352191,4682.739,0.0033333334,500.0,0.0033333334,4749.335631352191,4682.739,1.0,100,475.07,1197145.4755922542,1.0,0.0033333336,5.4391416e-20,299.999969473632,4749.335631352191,,500,1216.561,2
1.0,1.0,1.0,967410.6365016521,4799.3258908821335,4711.8857,0.0025,500.0,0.0025,4799.3258908821335,4711.8857,1.0,100,480.06,967410.6365016521,1.0,0.0024999997,5.434597e-20,400.0,4799.3258908821335,,500,1162.7545,2
0.9886107,0.1261481,1.0,968374.3932365591,4799.21843436452,4820.8667,0.018889062,,0.0002552028,4799.21843436452,4820.8667,inf,100,480.05,968374.3932365591,9.336964,0.002,3.309947e-06,273.84779192450196,4799.21843436452,0.80874497,500,866.8297,1
1.0,1.0,1.0,1640522.6576398837,4649.440276457532,4649.44,0.01,500.0,0.01,4649.440276457532,4649.44,1.0,100,465.1,1640522.6576398837,1.0,0.009999998,3.5044917e-18,100.0,4649.440276457532,,500,1274.4087,2
1.0,1.0,1.0,1856057.3058012116,4599.363032208512,4624.402,0.005,500.0,0.005,4599.363032208512,4624.402,1.0,100,460.1,1856057.3058012116,1.0,0.0049999994,2.179301e-19,200.00000010221265,4599.363032208512,,500,1315.8396,2
1.0,1.0,1.0,493779.7126673498,4899.194370225684,4715.999,0.0033333334,500.0,0.0033333334,4899.194370225684,4715.999,1.0,100,490.03,493779.7126673498,1.0,0.0033333336,5.4391416e-20,299.999969473632,4899.194370225684,,500,1154.9966,2
1.0,1.0,1.0,1641458.0147749588,4649.338999844209,4699.334,0.0025,500.0,0.0025,4649.338999844209,4699.334,1.0,100,465.09,1641458.0147749588,1.0,0.0024999997,5.434597e-20,400.0,4649.338999844209,,500,1186.426,2
2.8000648e-05,,1.0,733597.0815590697,4849.19295644504,4999.177,1.0,,,4849.19295644504,4999.177,inf,100,485.04,733597.0815590697,0.014000324,0.002,0.002,1.0,4849.19295644504,3.920181e-07,500,8.3685797e-10,1
1.0,1.0,1.0,732621.5579653028,4849.296817182469,4849.297,0.01,500.0,0.01,4849.296817182469,4849.297,1.0,100,485.05,732621.5579653028,1.0,0.009999998,3.5044917e-18,100.0,4849.296817182469,,500,851.6427,2
1.0,1.0,1.0,2062814.806701693,4549.634489851685,4699.466,0.005,500.0,0.005,4549.634489851685,4699.466,1.0,100,455.14,2062814.806701693,1.0,0.0049999994,2.179301e-19,200.00000010221265,4549.634489851685,,500,1185.829,2
1.0,1.0,1.0,732616.8706915051,4849.28147330578,4749.405,0.0033333334,500.0,0.0033333334,4849.28147330578,4749.405,1.0,100,485.05,732616.8706915051,1.0,0.0033333336,5.4391416e-20,299.999969473632,4849.28147330578,,500,1088.2148,2
1.0,1.0,1.0,1419911.529650193,4699.499766727604,4736.928,0.0025,500.0,0.0025,4699.499766727604,4736.928,1.0,100,470.1,1419911.529650193,1.0,0.0024999997,5.434597e-20,400.0,4699.499766727604,,500,1113.577,2
0.023283252,,1.0,1843181.669229489,4600.727471634727,4998.694,0.732738,,,4600.727471634727,4998.694,inf,100,460.24,1843181.669229489,8.530262,0.0020000006,0.0011283971,1.7696920760633386,4600.727471634727,0.15292877,500,9.432339,1
1.0,1.0,1.0,1641449.774408727,4649.327478963805,4649.327,0.01,500.0,0.01,4649.327478963805,4649.327,1.0,100,465.09,1641449.774408727,1.0,0.009999998,3.5044917e-18,100.0,4649.327478963805,,500,1274.7687,2
1.0,1.0,1.0,1639575.654744557,4649.525120650896,4649.4263,0.005,500.0,0.005,4649.525120650896,4649.4263,1.0,100,465.11,1639575.654744557,1.0,0.0049999994,2.179301e-19,200.00000010221265,4649.525120650896,,500,1274.4049,2
1.0,1.0,1.0,733596.6488750227,4849.191377751905,4716.015,0.0033333334,500.0,0.0033333334,4849.191377751905,4716.015,1.0,100,485.04,733596.6488750227,1.0,0.0033333336,5.4391416e-20,299.999969473632,4849.191377751905,,500,1154.8564,2
1.0,1.0,1.0,734574.1506941519,4849.094591828088,4749.284,0.0025,500.0,0.0025,4849.094591828088,4749.284,1.0,100,485.03,734574.1506941519,1.0,0.0024999997,5.434597e-20,400.0,4849.094591828088,,500,1088.7598,2
5.529388e-10,,1.0,1421811.4240044008,4699.312108127252,4999.1426,1.0,4.940408502279859e-21,,4699.312108127252,4999.1426,1.0120621e+23,100,470.08,1421811.4240044008,2.764694e-07,0.002,0.0019999999,1.0,4699.312108127252,1.5287063e-16,500,3.916432e-08,1
1.0,1.0,1.0,1420869.680497931,4699.419338579224,4699.4194,0.01,500.0,0.01,4699.419338579224,4699.4194,1.0,100,470.09,1420869.680497931,1.0,0.009999998,3.5044917e-18,100.0,4699.419338579224,,500,1186.0273,2
1.0,1.0,1.0,1196180.029709898,4749.418282536534,4724.419,0.005,500.0,0.005,4749.418282536534,4724.419,1.0,100,475.08,1196180.029709898,1.0,0.0049999994,2.179301e-19,200.00000010221265,4749.418282536534,,500,1138.4484,2
1.0,1.0,1.0,2061915.3939339188,4549.753180828885,4666.1973,0.0033333334,500.0,0.0033333334,4549.753180828885,4666.1973,1.0,100,455.15,2061915.3939339188,1.0,0.0033333336,5.4391416e-20,299.999969473632,4549.753180828885,,500,1245.4938,2
1.0,1.0,1.0,733597.8413775943,4849.195842852985,4711.9463,0.0025,500.0,0.0025,4849.195842852985,4711.9463,1.0,100,485.04,733597.8413775943,1.0,0.0024999997,5.434597e-20,400.0,4849.195842852985,,500,1162.4481,2
0.91631323,0.32510605,1.0,1419921.2491447215,4699.515543115396,4815.713,0.017386615,,0.0007095959,4699.515543115396,4815.713,inf,100,470.1,1419921.2491447215,7.9657927,0.002,3.50867e-06,266.60787773156545,4699.515543115396,0.7364961,500,804.8064,1
1.0,1.0,1.0,1640514.2887937182,4649.428695300054,4649.4287,0.01,500.0,0.01,4649.428695300054,4649.4287,1.0,100,465.1,1640514.2887937182,1.0,0.009999998,3.5044917e-18,100.0,4649.428695300054,,500,1274.4054,2
1.0,1.0,1.0,967396.0544276118,4799.290112776522,4724.3594,0.005,500.0,0.005,4799.290112776522,4724.3594,1.0,100,480.06,967396.0544276118,1.0,0.0049999994,2.179301e-19,200.00000010221265,4799.290112776522,,500,1138.6528,2
1.0,1.0,1.0,1185768.224142763,4750.497071249717,4733.072,0.0033333334,500.0,0.0033333334,4750.497071249717,4733.072,1.0,100,475.19,1185768.224142763,1.0,0.0033333336,5.4391416e-20,299.999969473632,4750.497071249717,,500,1120.6287,2
1.0,1.0,1.0,965469.7747925541,4799.506630620959,4749.6807,0.0025,500.0,0.0025,4799.506630620959,4749.6807,1.0,100,480.08,965469.7747925541,1.0,0.0024999997,5.434597e-20,400.0,4799.506630620959,,500,1087.0317,2
5.450957,,1.0,1183859.5651100175,4750.706484202823,4999.107,0.9987316,1.2020794251732777e-14,,4750.706484202823,4999.107,4.159459e+16,100,475.21,1183859.5651100175,2722.0215,0.0020000003,0.0019949223,1.0025402212570589,4750.706484202823,14818.745,500,0.021816902,1
1.0,1.0,1.0,1199047.6523126194,4749.1142582164,4749.1143,0.01,500.0,0.01,4749.1142582164,4749.1143,1.0,100,475.05,1199047.6523126194,1.0,0.009999998,3.5044917e-18,100.0,4749.1142582164,,500,1089.5215,2
1.0,1.0,1.0,968370.8967161579,4799.210393616378,4774.162,0.005,500.0,0.005,4799.210393616378,4774.162,1.0,100,480.05,968370.8967161579,1.0,0.0049999994,2.179301e-19,200.00000010221265,4799.210393616378,,500,1036.0983,2
1.0,1.0,1.0,1641458.2151726196,4649.339339614169,4732.5547,0.0033333334,500.0,0.0033333334,4649.339339614169,4732.5547,1.0,100,465.09,1641458.2151726196,1.0,0.0033333336,5.4391416e-20,299.999969473632,4649.339339614169,,500,1122.8579,2
1.0,1.0,1.0,1856038.308049353,4599.339667247087,4699.251,0.0025,500.0,0.0025,4599.339667247087,4699.251,1.0,100,460.1,1856038.308049353,1.0,0.0024999997,5.434597e-20,400.0,4599.339667247087,,500,1186.72,2
1.1260663,0.0011585724,1.0,968371.4700776268,4799.211602791456,4909.093,0.07799623,19.442617858781432,2.0577338e-06,4799.211602791456,4909.093,25.716702,100,480.05,968371.4700776268,43.914463,0.002,2.5694906e-05,67.46837279313687,4799.211602791456,8.145448,500,757.84174,1
1.0,1.0,1.0,967403.1610581878,4799.307093777184,4799.307,0.01,500.0,0.01,4799.307093777184,4799.307,1.0,100,480.06,967403.1610581878,1.0,0.009999998,3.5044917e-18,100.0,4799.307093777184,,500,978.6363,2
1.0,1.0,1.0,249906.23967304436,4949.071625959553,4874.189,0.005,500.0,0.005,4949.071625959553,4874.189,1.0,100,495.01,249906.23967304436,1.0,0.0049999994,2.179301e-19,200.00000010221265,4949.071625959553,,500,779.8561,2
1.0,1.0,1.0,1196182.1813382062,4749.421999880952,4832.6006,0.0033333334,500.0,0.0033333334,4749.421999880952,4832.6006,1.0,100,475.08,1196182.1813382062,1.0,0.0033333336,5.4391416e-20,299.999969473632,4749.421999880952,,500,896.46515,2
1.0,1.0,1.0,969338.125988697,4799.111766674092,4824.228,0.0025,500.0,0.0025,4799.111766674092,4824.228,1.0,100,480.04,969338.125988697,1.0,0.0024999997,5.434597e-20,400.0,4799.111766674092,,500,918.0734,2
1.0140862,1.09581634e-07,1.0,1638643.8926763388,4649.631922153944,4975.1035,0.07752478,6.534289866586264,2.1611896e-10,4649.631922153944,4975.1035,76.51941,100,465.12,1638643.8926763388,39.30841,0.0019999999,4.5654935e-05,40.352170279092114,4649.631922153944,11.737555,500,258.7906,1
1.0,1.0,1.0,1854182.5968836185,4599.535605159028,4599.535,0.01,500.0,0.01,4599.535605159028,4599.535,1.0,100,460.12,1854182.5968836185,1.0,0.009999998,3.5044917e-18,100.0,4599.535605159028,,500,1354.8582,2
1.0,1.0,1.0,1410586.4757675454,4700.529784508693,4650.032,0.005,500.0,0.005,4700.529784508693,4650.032,1.0,100,470.2,1410586.4757675454,1.0,0.0049999994,2.179301e-19,200.00000010221265,4700.529784508693,,500,1272.2462,2
1.0,1.0,1.0,2062836.1208688042,4549.658076903089,4616.574,0.0033333334,500.0,0.0033333334,4549.658076903089,4616.574,1.0,100,455.14,2062836.1208688042,1.0,0.0033333336,5.4391416e-20,299.999969473632,4549.658076903089,,500,1327.4218,2
1.0,1.0,1.0,1855117.1469580822,4599.44593338715,4612.293,0.0025,500.0,0.0025,4599.44593338715,4612.293,1.0,100,460.11,1855117.1469580822,1.0,0.0024999997,5.434597e-20,400.0,4599.44593338715,,500,1334.441,2
0.96002513,0.04215999,1.0,2267341.723034478,4499.653078412369,4794.7075,0.03593502,59.75246209597926,8.783101e-05,4499.653078412369,4794.7075,8.367856,100,450.15,2267341.723034478,17.24926,0.002,1.1528789e-05,128.9845494918611,4499.653078412369,2.6563718,500,1028.7228,1
1.0,1.0,1.0,1195221.2849821255,4749.513663204124,4749.5137,0.01,500.0,0.01,4749.513663204124,4749.5137,1.0,100,475.09,1195221.2849821255,1.0,0.009999998,3.5044917e-18,100.0,4749.513663204124,,500,1087.7816,2
1.0,1.0,1.0,968363.1334611075,4799.191042157943,4774.3525,0.005,500.0,0.005,4799.191042157943,4774.3525,1.0,100,480.05,968363.1334611075,1.0,0.0049999994,2.179301e-19,200.00000010221265,4799.191042157943,,500,1035.1769,2
1.0,1.0,1.0,967397.2121685344,4799.293048026738,4782.666,0.0033333334,500.0,0.0033333334,4799.293048026738,4782.666,1.0,100,480.06,967397.2121685344,1.0,0.0033333336,5.4391416e-20,299.999969473632,4799.293048026738,,500,1016.7466,2
1.0,1.0,1.0,1197135.4960607952,4749.315594324423,4774.3286,0.0025,500.0,0.0025,4749.315594324423,4774.3286,1.0,100,475.07,1197135.4960607952,1.0,0.0024999997,5.434597e-20,400.0,4749.315594324423,,500,1035.2921,2
1.110687,9.92317e-11,1.0,1196178.1202006692,4749.414375529934,4886.768,0.08377515,4.048119350339108,1.7868526e-13,4749.414375529934,4886.768,123.514145,100,475.08,1196178.1202006692,46.523983,0.002,3.4110224e-05,52.573472760925355,4749.414375529934,10.51981,500,1454.5962,1
1.0,1.0,1.0,1422761.6018599046,4699.217939277879,4699.218,0.01,500.0,0.01,4699.217939277879,4699.218,1.0,100,470.07,1422761.6018599046,1.0,0.009999998,3.5044917e-18,100.0,4699.217939277879,,500,1186.8168,2
1.0,1.0,1.0,1420869.7336035457,4699.41915697698,4699.3184,0.005,500.0,0.005,4699.41915697698,4699.3184,1.0,100,470.09,1420869.7336035457,1.0,0.0049999994,2.179301e-19,200.00000010221265,4699.41915697698,,500,1186.4221,2
1.0,1.0,1.0,734570.2718417427,4849.08178154541,4749.24,0.0033333334,500.0,0.0033333334,4849.08178154541,4749.24,1.0,100,485.03,734570.2718417427,1.0,0.0033333336,5.4391416e-20,299.999969473632,4849.08178154541,,500,1088.9402,2
1.0,1.0,1.0,2063747.8395662617,4549.553472904078,4699.318,0.0025,500.0,0.0025,4549.553472904078,4699.318,1.0,100,455.13,2063747.8395662617,1.0,0.0024999997,5.434597e-20,400.0,4549.553472904078,,500,1186.422,2
0.9894648,0.059065785,1.0,1419922.471024583,4699.518246555918,4767.6895,0.019441321,109.52729627675964,0.000119389355,4699.518246555918,4767.6895,4.565072,100,470.1,1419922.471024583,9.618252,0.002,3.0334054e-06,284.60274793573615,4699.518246555918,0.74245685,500,1096.3062,1
1.0,1.0,1.0,1196182.6451795788,4749.422347192264,4749.422,0.01,500.0,0.01,4749.422347192264,4749.422,1.0,100,475.08,1196182.6451795788,1.0,0.009999998,3.5044917e-18,100.0,4749.422347192264,,500,1088.2191,2
1.0,1.0,1.0,1195226.1713977288,4749.522814520697,4749.4727,0.005,500.0,0.005,4749.522814520697,4749.4727,1.0,100,475.09,1195226.1713977288,1.0,0.0049999994,2.179301e-19,200.00000010221265,4749.522814520697,,500,1088.0015,2
